"Date","County","Doses_Allocated_1","Doses_Allocated_2","Doses_Administered","At_Least_One_Vaccinated","Fully_Vaccinated","Population_Over_16","Population_Over_65","Population_Phase_1A_Healthcare","Population_Phase1A_Care_Residents","Population_Phase_1B_Medical_Condition"
2021-02-21,"Harris",117610,65260,42848,NA,NA,"3601939","514167","225769","27623","1408024"
2021-02-21,"Harrison",600,NA,48,NA,NA,"51900","11607","3063","608","20509"
2021-02-21,"Haskell",200,100,7,NA,NA,"4831","1266","123","68","1872"
2021-02-21,"Hays",7880,2540,1312,NA,NA,"183380","26187","5488","1907","61462"
2021-02-21,"Hemphill",100,NA,9,NA,NA,"2827","606","104","98","1066"
2021-02-21,"Henderson",1500,NA,432,NA,NA,"67238","18534","2043","998","26544"
2021-02-21,"Hidalgo",15860,15730,15127,NA,NA,"620824","98328","54962","17074","286328"
2021-02-21,"Hill",600,NA,224,NA,NA,"29198","7684","862","523","11381"
2021-02-21,"Hockley",400,NA,326,NA,NA,"17799","3453","483","263","6829"
2021-02-21,"Hood",1600,NA,520,NA,NA,"50193","15416","1720","867","16867"
2021-02-21,"Hopkins",300,NA,59,NA,NA,"29175","6887","1192","620","11166"
2021-02-21,"Houston",300,NA,66,NA,NA,"18929","5176","634","538","7399"
2021-02-21,"Howard",400,NA,131,NA,NA,"29544","4813","1456","454","12143"
2021-02-21,"Hudspeth",100,100,48,NA,NA,"3979","775","33","0","1778"
2021-02-21,"Hunt",1000,100,435,NA,NA,"77878","15810","4112","947","31096"
2021-02-21,"Hutchinson",200,100,139,NA,NA,"16258","3581","504","246","6098"
2021-02-21,"Jack",300,NA,13,NA,NA,"7230","1515","198","149","2732"
2021-02-21,"Jackson",200,NA,884,NA,NA,"11425","2720","380","237","4205"
2021-02-21,"Jasper",0,1600,1021,NA,NA,"28056","7187","1597","374","11687"
2021-02-21,"Jeff Davis",100,100,45,NA,NA,"2180","812","28","0","685"
2021-02-21,"Jefferson",11500,2640,5452,NA,NA,"197382","37595","13127","2431","90120"
2021-02-21,"Jim Hogg",200,NA,12,NA,NA,"3791","890","14","60","1572"
2021-02-21,"Jim Wells",1370,1170,300,NA,NA,"30579","6358","3897","985","12474"
2021-02-21,"Johnson",5000,600,1772,NA,NA,"135345","25151","3559","1471","53224"
2021-02-21,"Jones",200,200,25,NA,NA,"17011","3188","337","254","6981"
2021-02-21,"Karnes",400,100,42,NA,NA,"12669","2211","370","244","5177"
2021-02-21,"Kaufman",4100,200,851,NA,NA,"102341","16113","2857","1189","40613"
2021-02-21,"Kendall",600,NA,387,NA,NA,"37890","9152","1091","801","12702"
2021-02-21,"Kerr",500,NA,120,NA,NA,"43793","14769","2805","1022","13990"
2021-02-21,"Kimble",200,NA,72,NA,NA,"3651","1288","90","0","1243"
2021-02-21,"Kinney",300,100,3,NA,NA,"3050","910","11","0","1171"
2021-02-21,"Kleberg",2270,2270,36,NA,NA,"24188","4046","1401","341","9265"
2021-02-21,"Knox",100,NA,18,NA,NA,"2808","736","95","127","976"
2021-02-21,"La Salle",1170,1270,5,NA,NA,"6212","1018","22","60","2410"
2021-02-21,"Lamar",1000,400,637,NA,NA,"39402","9726","3115","745","14986"
2021-02-21,"Lamb",300,NA,268,NA,NA,"9740","2240","454","226","3968"
2021-02-21,"Lampasas",400,100,145,NA,NA,"17366","4322","348","284","6457"
2021-02-21,"Lavaca",600,300,43,NA,NA,"16004","4775","820","612","5435"
2021-02-21,"Lee",300,NA,54,NA,NA,"13993","3219","334","226","5333"
2021-02-21,"Leon",200,NA,24,NA,NA,"13946","4334","155","74","4662"
2021-02-21,"Liberty",1270,1170,456,NA,NA,"66868","11399","1398","614","28567"
2021-02-21,"Limestone",400,NA,76,NA,NA,"18871","4670","2332","1060","7512"
2021-02-21,"Lipscomb",100,100,35,NA,NA,"2520","617","24","61","919"
2021-02-21,"Live Oak",200,NA,14,NA,NA,"10055","2533","35","100","3769"
2021-02-21,"Llano",400,NA,29,NA,NA,"18908","8119","277","358","5362"
2021-02-21,"Lubbock",5600,5600,7465,NA,NA,"244992","39476","20974","4093","83028"
2021-02-21,"Lynn",100,NA,177,NA,NA,"4496","974","191","40","1838"
2021-02-21,"Madison",200,NA,19,NA,NA,"11595","2264","299","258","4451"
2021-02-21,"Marion",100,NA,3,NA,NA,"8277","2697","351","158","3058"
2021-02-21,"Martin",100,NA,49,NA,NA,"4136","659","165","0","1624"
2021-02-21,"Mason",100,NA,31,NA,NA,"3521","1250","104","0","1147"
2021-02-21,"Matagorda",700,NA,78,NA,NA,"28247","6391","1113","369","11409"
2021-02-21,"Maverick",2200,1200,43,NA,NA,"42606","7003","2970","1198","18727"
2021-02-21,"Mcculloch",200,100,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-21,"Mclennan",3840,3940,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-21,"Mcmullen",100,100,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-21,"Medina",600,100,225,NA,NA,"41263","8757","899","536","16090"
2021-02-21,"Menard",100,100,8,NA,NA,"1790","699","9","40","550"
2021-02-21,"Midland",6150,5950,5955,NA,NA,"131025","18438","5950","1288","49538"
2021-02-21,"Milam",300,300,21,NA,NA,"19689","5245","532","297","7641"
2021-02-21,"Mills",200,NA,77,NA,NA,"4006","1416","149","152","1305"
2021-02-21,"Mitchell",300,NA,48,NA,NA,"6958","1259","265","96","2753"
2021-02-21,"Montague",100,NA,58,NA,NA,"15872","4444","560","383","5668"
2021-02-21,"Montgomery",11780,21120,4259,NA,NA,"467232","81457","20255","3836","157396"
2021-02-21,"Moore",300,NA,32,NA,NA,"14986","2372","448","176","6143"
2021-02-21,"Morris",100,NA,9,NA,NA,"9830","2730","77","179","3692"
2021-02-21,"Nacogdoches",1000,NA,23,NA,NA,"51773","9953","2530","755","19948"
2021-02-21,"Navarro",1600,1500,77,NA,NA,"38360","8651","1720","869","15775"
2021-02-21,"Newton",300,NA,235,NA,NA,"11298","2878","55","113","4648"
2021-02-21,"Nolan",300,NA,98,NA,NA,"11321","2737","519","251","4249"
2021-02-21,"Nueces",7070,6270,860,NA,NA,"284366","54069","25582","4100","113767"
2021-02-21,"Ochiltree",200,NA,85,NA,NA,"7106","1148","200","114","2812"
2021-02-21,"Oldham",200,100,12,NA,NA,"1728","316","18","0","654"
2021-02-21,"Palo Pinto",200,NA,92,NA,NA,"23207","5893","864","283","8796"
2021-02-21,"Panola",200,NA,18,NA,NA,"18462","4589","473","377","7117"
2021-02-21,"Parker",3510,2340,1995,NA,NA,"111686","22331","2890","1301","40567"
2021-02-21,"Parmer",200,NA,69,NA,NA,"7222","1366","161","174","2910"
2021-02-21,"Pecos",600,NA,244,NA,NA,"12317","2141","400","120","5047"
2021-02-21,"Polk",100,NA,177,NA,NA,"42276","9733","1184","574","17118"
2021-02-21,"Potter",5100,6170,400,NA,NA,"88673","15203","10224","1770","35559"
2021-02-21,"Presidio",500,NA,21,NA,NA,"5069","1601","27","0","2039"
2021-02-21,"Rains",200,NA,39,NA,NA,"10277","3123","163","68","3649"
2021-02-21,"Randall",700,NA,635,NA,NA,"108431","21424","2812","869","34803"
2021-02-21,"Reagan",100,NA,3,NA,NA,"2841","427","52","42","1173"
2021-02-21,"Real",200,NA,4,NA,NA,"2943","1053","25","86","1051"
2021-02-21,"Red River",100,300,40,NA,NA,"9965","3044","420","252","3717"
2021-02-21,"Reeves",1170,1170,25,NA,NA,"12781","1878","281","89","5277"
2021-02-21,"Refugio",200,NA,8,NA,NA,"5583","1617","228","154","2031"
2021-02-21,"Robertson",100,NA,101,NA,NA,"13474","3412","252","252","4991"
2021-02-21,"Rockwall",3000,1170,1005,NA,NA,"80325","13395","3750","1347","27575"
2021-02-21,"Runnels",300,NA,27,NA,NA,"8184","2153","405","312","2979"
2021-02-21,"Rusk",200,100,38,NA,NA,"43777","9197","1501","759","17428"
2021-02-21,"Sabine",200,NA,208,NA,NA,"8871","3267","572","186","3077"
2021-02-21,"San Augustine",200,NA,26,NA,NA,"6811","2227","415","337","2590"
2021-02-21,"San Jacinto",100,NA,96,NA,NA,"23444","6488","132","190","9275"
2021-02-21,"San Patricio",900,NA,103,NA,NA,"51116","10209","975","347","19063"
2021-02-21,"San Saba",100,NA,3,NA,NA,"5000","1465","33","72","1828"
2021-02-21,"Schleicher",200,NA,197,NA,NA,"2218","559","65","34","793"
2021-02-21,"Scurry",200,1170,1340,NA,NA,"13000","2566","399","128","5165"
2021-02-21,"Shackelford",100,100,50,NA,NA,"2612","691","52","0","937"
2021-02-21,"Shelby",200,NA,7,NA,NA,"19449","4532","540","369","7876"
2021-02-21,"Sherman",100,100,16,NA,NA,"2294","462","24","42","868"
2021-02-21,"Smith",8320,6180,281,NA,NA,"182283","39337","19690","3030","62467"
2021-02-21,"Somervell",300,300,41,NA,NA,"7386","1770","457","220","2741"
2021-02-21,"Starr",2000,300,339,NA,NA,"45765","7370","4479","1999","21117"
2021-02-21,"Stephens",200,NA,13,NA,NA,"7542","1890","168","92","2928"
2021-02-21,"Stonewall",100,NA,1,NA,NA,"1095","361","63","53","369"
2021-02-21,"Sutton",100,100,10,NA,NA,"2992","723","91","0","1051"
2021-02-21,"Swisher",100,NA,18,NA,NA,"5764","1305","114","61","2381"
2021-02-21,"Tarrant",37870,30340,22149,NA,NA,"1617160","244511","86106","18386","590239"
2021-02-21,"Taylor",3710,3510,163,NA,NA,"107257","20131","11065","2465","36680"
2021-02-21,"Terry",200,NA,77,NA,NA,"9307","1858","345","178","3985"
2021-02-21,"Throckmorton",100,NA,NA,NA,NA,"1247","445","64","0","399"
2021-02-21,"Titus",500,NA,97,NA,NA,"24323","4845","1811","633","9797"
2021-02-21,"Tom Green",3710,2440,772,NA,NA,"93752","18625","6702","1601","33131"
2021-02-21,"Travis",31150,17440,3298,NA,NA,"1032386","129553","51820","8264","311477"
2021-02-21,"Trinity",200,NA,32,NA,NA,"12104","3956","347","241","4400"
2021-02-21,"Tyler",500,NA,76,NA,NA,"17963","4895","476","238","6926"
2021-02-21,"Upshur",100,NA,21,NA,NA,"33011","7825","714","567","12366"
2021-02-21,"Upton",100,200,82,NA,NA,"2730","537","170","30","1105"
2021-02-21,"Uvalde",1170,1170,29,NA,NA,"20379","4508","1498","515","8253"
2021-02-21,"Val Verde",1300,NA,44,NA,NA,"36546","7003","2610","490","14417"
2021-02-21,"Van Zandt",400,NA,108,NA,NA,"45216","11495","1280","711","16861"
2021-02-21,"Victoria",2000,1500,357,NA,NA,"71388","15242","5624","1030","27119"
2021-02-21,"Walker",1000,200,245,NA,NA,"63471","10049","1526","400","24628"
2021-02-21,"Waller",200,NA,419,NA,NA,"43350","6546","1182","466","16819"
2021-02-21,"Ward",200,NA,174,NA,NA,"8921","1629","137","92","3551"
2021-02-21,"Washington",3000,2000,74,NA,NA,"29086","7889","2581","1018","10662"
2021-02-21,"Webb",5900,1500,3609,NA,NA,"196916","26921","12073","1646","88397"
2021-02-21,"Wharton",400,NA,200,NA,NA,"32110","7239","1438","615","12933"
2021-02-21,"Wheeler",200,NA,117,NA,NA,"3915","1002","200","114","1459"
2021-02-21,"Wichita",900,2340,387,NA,NA,"105631","19854","8664","2030","42031"
2021-02-21,"Wilbarger",200,300,NA,NA,NA,"10361","2421","457","304","4240"
2021-02-21,"Willacy",100,100,208,NA,NA,"16897","3057","325","557","7612"
2021-02-21,"Williamson",10700,8200,1924,NA,NA,"458433","73202","14404","4639","146388"
2021-02-21,"Wilson",600,NA,189,NA,NA,"40488","8411","1224","615","13986"
2021-02-21,"Winkler",200,NA,7,NA,NA,"5954","964","102","0","2445"
2021-02-21,"Wise",1170,NA,305,NA,NA,"54722","10598","3589","552","22459"
2021-02-21,"Wood",200,NA,49,NA,NA,"38005","12527","1046","880","13019"
2021-02-21,"Yoakum",200,NA,95,NA,NA,"6135","1033","225","60","2367"
2021-02-21,"Young",500,200,135,NA,NA,"14219","3774","862","431","5296"
2021-02-21,"Zapata",500,300,33,NA,NA,"9981","1866","195","202","4642"
2021-02-21,"Zavala",100,NA,252,NA,NA,"8840","1723","25","60","4035"
2021-02-28,"Anderson",600,500,861,NA,NA,"48045","8658","2051","833","20206"
2021-02-28,"Andrews",200,NA,2718,NA,NA,"13503","1833","309","106","5450"
2021-02-28,"Angelina",2100,700,2770,NA,NA,"67056","14422","6534","1752","28054"
2021-02-28,"Aransas",200,200,1227,NA,NA,"19803","6791","370","252","6701"
2021-02-28,"Archer",100,200,369,NA,NA,"6921","1677","80","13","2381"
2021-02-28,"Armstrong",100,200,54,NA,NA,"1499","470","32","86","466"
2021-02-28,"Atascosa",1400,NA,1880,NA,NA,"38768","7605","1124","651","15239"
2021-02-28,"Austin",200,200,1737,NA,NA,"23704","5933","667","396","7873"
2021-02-28,"Bailey",1170,1170,168,NA,NA,"5089","1036","114","74","1982"
2021-02-28,"Bandera",200,300,769,NA,NA,"19763","6439","352","180","6555"
2021-02-28,"Bastrop",2600,1300,1865,NA,NA,"68839","13865","1462","696","29356"
2021-02-28,"Baylor",100,200,39,NA,NA,"2793","844","137","97","908"
2021-02-28,"Bee",3440,3510,2349,NA,NA,"26496","4091","981","684","11359"
2021-02-28,"Bell",8190,4680,7472,NA,NA,"272969","40534","15894","2466","95066"
2021-02-28,"Bexar",38970,30890,67839,NA,NA,"1552823","247843","100704","17248","614646"
2021-02-28,"Blanco",300,300,755,NA,NA,"10092","3004","90","102","3388"
2021-02-28,"Bosque",200,NA,512,NA,NA,"15224","4741","624","407","5126"
2021-02-28,"Bowie",2000,800,1564,NA,NA,"73689","15832","6332","1467","29102"
2021-02-28,"Brazoria",12450,10000,13703,NA,NA,"287683","45752","9762","2648","105966"
2021-02-28,"Brazos",6970,5100,7728,NA,NA,"186843","21693","7514","1414","59619"
2021-02-28,"Brewster",100,300,929,NA,NA,"7706","2231","303","0","2579"
2021-02-28,"Briscoe",100,200,50,NA,NA,"1272","404","19","0","452"
2021-02-28,"Brooks",200,100,566,NA,NA,"5317","1308","323","246","2253"
2021-02-28,"Brown",400,800,283,NA,NA,"30883","7720","1663","911","11188"
2021-02-28,"Burleson",100,NA,756,NA,NA,"14869","3867","143","218","5600"
2021-02-28,"Burnet",1170,1270,1732,NA,NA,"39239","10999","1823","595","13132"
2021-02-28,"Caldwell",200,700,1624,NA,NA,"34853","6512","1286","524","14114"
2021-02-28,"Calhoun",300,NA,739,NA,NA,"16817","3981","470","384","6161"
2021-02-28,"Callahan",100,200,494,NA,NA,"11263","2958","146","122","4094"
2021-02-28,"Cameron",8470,6100,16650,NA,NA,"311689","58607","29737","6315","127806"
2021-02-28,"Camp",100,200,427,NA,NA,"10031","2494","207","152","3927"
2021-02-28,"Carson",100,NA,242,NA,NA,"4718","1250","60","0","1547"
2021-02-28,"Cass",400,100,358,NA,NA,"24182","6856","1216","550","9010"
2021-02-28,"Castro",100,NA,346,NA,NA,"5607","1236","121","174","2168"
2021-02-28,"Chambers",1200,1700,962,NA,NA,"33062","5259","958","244","12484"
2021-02-28,"Cherokee",700,NA,1162,NA,NA,"40876","9444","1500","738","16376"
2021-02-28,"Childress",200,100,317,NA,NA,"6094","1165","251","136","2395"
2021-02-28,"Clay",200,NA,1272,NA,NA,"8666","2484","136","60","3011"
2021-02-28,"Cochran",100,200,191,NA,NA,"2188","468","57","0","956"
2021-02-28,"Coleman",200,NA,293,NA,NA,"6721","2119","342","162","2379"
2021-02-28,"Collin",33100,4680,44078,NA,NA,"801716","116575","38139","7817","236374"
2021-02-28,"Collingsworth",100,200,101,NA,NA,"2263","555","80","92","847"
2021-02-28,"Colorado",500,300,1622,NA,NA,"17107","4850","853","477","5957"
2021-02-28,"Comal",2200,4900,4821,NA,NA,"125307","28528","5457","1845","38712"
2021-02-28,"Comanche",1170,100,284,NA,NA,"10944","3330","330","292","3738"
2021-02-28,"Concho",100,NA,213,NA,NA,"2288","689","76","66","815"
2021-02-28,"Cooke",1000,100,1691,NA,NA,"32675","7804","948","552","11640"
2021-02-28,"Coryell",1170,1170,2088,NA,NA,"60428","8040","1178","610","22789"
2021-02-28,"Crane",100,NA,310,NA,NA,"3554","594","71","110","1353"
2021-02-28,"Crosby",100,200,201,NA,NA,"4421","1085","98","115","1771"
2021-02-28,"Culberson",100,NA,137,NA,NA,"1746","480","67","0","722"
2021-02-28,"Dallam",1170,1170,638,NA,NA,"5217","857","40","0","2067"
2021-02-28,"Dallas",46930,45660,84662,NA,NA,"2028105","292117","142713","21399","730851"
2021-02-28,"Dawson",200,NA,417,NA,NA,"9789","1898","304","112","4206"
2021-02-28,"Deaf Smith",100,100,515,NA,NA,"13439","2423","238","147","5332"
2021-02-28,"Delta",100,200,260,NA,NA,"4222","1118","379","100","1580"
2021-02-28,"Denton",25840,24200,41950,NA,NA,"697330","93499","23806","5913","257836"
2021-02-28,"Dewitt",500,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-28,"Dimmit",1170,1370,904,NA,NA,"7539","1749","238","175","3179"
2021-02-28,"Donley",100,NA,156,NA,NA,"2716","804","27","65","918"
2021-02-28,"Duval",100,300,891,NA,NA,"8600","2031","69","150","3541"
2021-02-28,"Eastland",100,200,342,NA,NA,"14970","4054","860","389","5393"
2021-02-28,"Ector",5850,4680,6052,NA,NA,"120896","15970","5303","1016","50679"
2021-02-28,"El Paso",19560,13490,33934,NA,NA,"640180","105175","35065","8383","245567"
2021-02-28,"Ellis",4880,5000,6448,NA,NA,"141665","24288","3985","1994","54463"
2021-02-28,"Erath",1000,400,1266,NA,NA,"34875","6256","1250","481","12564"
2021-02-28,"Falls",1170,1170,384,NA,NA,"14049","3226","328","187","5671"
2021-02-28,"Fannin",1170,1570,1853,NA,NA,"28874","6588","962","614","10987"
2021-02-28,"Fayette",200,NA,773,NA,NA,"20879","6679","998","647","6844"
2021-02-28,"Fisher",100,200,205,NA,NA,"3088","961","101","28","1061"
2021-02-28,"Floyd",100,200,206,NA,NA,"4371","1070","132","68","1723"
2021-02-28,"Foard",100,200,79,NA,NA,"962","315","7","80","332"
2021-02-28,"Fort Bend",22260,8390,40931,NA,NA,"616413","93851","24721","4977","175581"
2021-02-28,"Franklin",100,300,221,NA,NA,"8554","2367","169","163","2871"
2021-02-28,"Freestone",200,NA,391,NA,NA,"15808","3996","553","261","6319"
2021-02-28,"Frio",200,500,147,NA,NA,"16121","2499","186","166","6797"
2021-02-28,"Gaines",100,NA,470,NA,NA,"14548","1907","323","95","6156"
2021-02-28,"Galveston",7050,6950,13608,NA,NA,"269280","50987","11784","2830","96486"
2021-02-28,"Garza",100,300,264,NA,NA,"5325","719","33","75","2197"
2021-02-28,"Gillespie",1300,1200,1398,NA,NA,"22307","8110","1175","706","6815"
2021-02-28,"Goliad",100,NA,216,NA,NA,"6281","1832","39","135","2282"
2021-02-28,"Gonzales",500,NA,637,NA,NA,"15937","3572","550","256","6356"
2021-02-28,"Gray",100,100,700,NA,NA,"16924","3531","689","315","6978"
2021-02-28,"Grayson",2570,200,3022,NA,NA,"107521","24182","9338","2131","40586"
2021-02-28,"Gregg",3810,3610,4773,NA,NA,"95544","19451","7025","2324","37362"
2021-02-28,"Grimes",100,NA,1049,NA,NA,"23245","5134","234","311","9653"
2021-02-28,"Guadalupe",5610,6100,4010,NA,NA,"130517","23614","3801","1225","49282"
2021-02-28,"Hale",100,100,784,NA,NA,"25476","4604","873","399","10561"
2021-02-28,"Hamilton",100,NA,233,NA,NA,"6832","2146","481","296","2427"
2021-02-28,"Hansford",100,NA,444,NA,NA,"3987","812","139","84","1616"
2021-02-28,"Hardeman",100,200,113,NA,NA,"3190","912","102","16","1146"
2021-02-28,"Hardin",0,600,2104,NA,NA,"45112","9762","1003","527","16190"
2021-02-28,"Harris",111250,49710,167388,NA,NA,"3601939","514167","225769","27623","1408024"
2021-02-28,"Harrison",800,500,1660,NA,NA,"51900","11607","3063","608","20509"
2021-02-28,"Haskell",200,200,255,NA,NA,"4831","1266","123","68","1872"
2021-02-28,"Hays",6280,3240,8881,NA,NA,"183380","26187","5488","1907","61462"
2021-02-28,"Hemphill",100,300,128,NA,NA,"2827","606","104","98","1066"
2021-02-28,"Henderson",1800,400,2357,NA,NA,"67238","18534","2043","998","26544"
2021-02-28,"Hidalgo",16360,15830,24137,NA,NA,"620824","98328","54962","17074","286328"
2021-02-28,"Hill",200,500,1067,NA,NA,"29198","7684","862","523","11381"
2021-02-28,"Hockley",0,200,1409,NA,NA,"17799","3453","483","263","6829"
2021-02-28,"Hood",1500,1500,3168,NA,NA,"50193","15416","1720","867","16867"
2021-02-28,"Houston",0,400,623,NA,NA,"18929","5176","634","538","7399"
2021-02-28,"Howard",0,100,1114,NA,NA,"29544","4813","1456","454","12143"
2021-02-28,"Hunt",3910,100,2429,NA,NA,"77878","15810","4112","947","31096"
2021-02-28,"Hutchinson",0,100,1350,NA,NA,"16258","3581","504","246","6098"
2021-02-28,"Jack",0,500,466,NA,NA,"7230","1515","198","149","2732"
2021-02-28,"Jasper",0,1700,1503,NA,NA,"28056","7187","1597","374","11687"
2021-02-28,"Jeff Davis",0,100,169,NA,NA,"2180","812","28","0","685"
2021-02-28,"Jefferson",11300,3100,8622,NA,NA,"197382","37595","13127","2431","90120"
2021-02-28,"Jim Hogg",100,100,273,NA,NA,"3791","890","14","60","1572"
2021-02-28,"Jim Wells",1170,1270,3504,NA,NA,"30579","6358","3897","985","12474"
2021-02-28,"Johnson",9250,100,3587,NA,NA,"135345","25151","3559","1471","53224"
2021-02-28,"Karnes",600,NA,741,NA,NA,"12669","2211","370","244","5177"
2021-02-28,"Kaufman",4200,500,3692,NA,NA,"102341","16113","2857","1189","40613"
2021-02-28,"Kendall",500,NA,2123,NA,NA,"37890","9152","1091","801","12702"
2021-02-28,"Kerr",500,1400,1466,NA,NA,"43793","14769","2805","1022","13990"
2021-02-28,"Kimble",0,200,144,NA,NA,"3651","1288","90","0","1243"
2021-02-28,"Kinney",200,100,131,NA,NA,"3050","910","11","0","1171"
2021-02-28,"Kleberg",2170,2170,4632,NA,NA,"24188","4046","1401","341","9265"
2021-02-28,"Knox",0,300,57,NA,NA,"2808","736","95","127","976"
2021-02-28,"La Salle",1170,1370,292,NA,NA,"6212","1018","22","60","2410"
2021-02-28,"Lamar",1000,400,3407,NA,NA,"39402","9726","3115","745","14986"
2021-02-28,"Lampasas",0,300,568,NA,NA,"17366","4322","348","284","6457"
2021-02-28,"Lee",0,200,453,NA,NA,"13993","3219","334","226","5333"
2021-02-28,"Leon",300,NA,550,NA,NA,"13946","4334","155","74","4662"
2021-02-28,"Liberty",1670,1270,1520,NA,NA,"66868","11399","1398","614","28567"
2021-02-28,"Limestone",100,NA,951,NA,NA,"18871","4670","2332","1060","7512"
2021-02-28,"Lipscomb",0,100,99,NA,NA,"2520","617","24","61","919"
2021-02-28,"Live Oak",300,NA,559,NA,NA,"10055","2533","35","100","3769"
2021-02-28,"Llano",0,1000,1123,NA,NA,"18908","8119","277","358","5362"
2021-02-28,"Lubbock",5300,8300,9677,NA,NA,"244992","39476","20974","4093","83028"
2021-02-28,"Marion",100,NA,158,NA,NA,"8277","2697","351","158","3058"
2021-02-28,"Matagorda",500,200,743,NA,NA,"28247","6391","1113","369","11409"
2021-02-28,"Maverick",2200,1200,1239,NA,NA,"42606","7003","2970","1198","18727"
2021-02-28,"Mcculloch",0,200,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-28,"Mclennan",3840,4040,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-28,"Mcmullen",100,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-28,"Medina",300,400,2124,NA,NA,"41263","8757","899","536","16090"
