"Date","County","Doses_Allocated_1","Doses_Allocated_2","Doses_Administered","At_Least_One_Vaccinated","Fully_Vaccinated","Population_Over_16","Population_Over_65","Population_Phase_1A_Healthcare","Population_Phase1A_Care_Residents","Population_Phase_1B_Medical_Condition"
2021-03-07,"Rains",200,100,295,1165,618,"10277","3123","163","68","3649"
2021-03-07,"Randall",1900,100,4201,29674,21494,"108431","21424","2812","869","34803"
2021-03-07,"Reagan",200,100,171,589,357,"2841","427","52","42","1173"
2021-03-07,"Real",200,200,115,804,361,"2943","1053","25","86","1051"
2021-03-07,"Red River",200,200,762,1917,1149,"9965","3044","420","252","3717"
2021-03-07,"Reeves",1270,1270,561,3644,2927,"12781","1878","281","89","5277"
2021-03-07,"Refugio",400,100,365,1351,770,"5583","1617","228","154","2031"
2021-03-07,"Robertson",400,200,351,2156,977,"13474","3412","252","252","4991"
2021-03-07,"Rockwall",2300,500,3263,16460,9309,"80325","13395","3750","1347","27575"
2021-03-07,"Runnels",1800,NA,627,1784,1054,"8184","2153","405","312","2979"
2021-03-07,"Rusk",1300,NA,496,4582,2257,"43777","9197","1501","759","17428"
2021-03-07,"Sabine",200,NA,484,1899,1049,"8871","3267","572","186","3077"
2021-03-07,"San Augustine",200,NA,262,1487,598,"6811","2227","415","337","2590"
2021-03-07,"San Jacinto",400,NA,357,2555,1641,"23444","6488","132","190","9275"
2021-03-07,"San Patricio",1700,1100,2471,10046,5491,"51116","10209","975","347","19063"
2021-03-07,"San Saba",200,100,78,370,150,"5000","1465","33","72","1828"
2021-03-07,"Schleicher",200,200,51,559,224,"2218","559","65","34","793"
2021-03-07,"Scurry",300,NA,166,2660,1646,"13000","2566","399","128","5165"
2021-03-07,"Shackelford",200,NA,98,486,170,"2612","691","52","0","937"
2021-03-07,"Shelby",200,NA,1178,2630,955,"19449","4532","540","369","7876"
2021-03-07,"Sherman",200,NA,115,602,394,"2294","462","24","42","868"
2021-03-07,"Smith",6450,5380,5099,32449,21818,"182283","39337","19690","3030","62467"
2021-03-07,"Somervell",500,NA,870,1657,872,"7386","1770","457","220","2741"
2021-03-07,"Starr",3700,1000,5072,13942,4745,"45765","7370","4479","1999","21117"
2021-03-07,"Stephens",200,NA,223,1061,345,"7542","1890","168","92","2928"
2021-03-07,"Sterling",200,NA,22,147,75,"975","186","10","44","375"
2021-03-07,"Stonewall",200,NA,47,306,139,"1095","361","63","53","369"
2021-03-07,"Sutton",200,NA,221,593,322,"2992","723","91","0","1051"
2021-03-07,"Swisher",200,NA,341,1148,809,"5764","1305","114","61","2381"
2021-03-07,"Tarrant",52110,35910,36591,257740,173545,"1617160","244511","86106","18386","590239"
2021-03-07,"Taylor",4710,3510,6006,24693,13509,"107257","20131","11065","2465","36680"
2021-03-07,"Terry",700,NA,69,2173,1626,"9307","1858","345","178","3985"
2021-03-07,"Throckmorton",200,NA,84,439,337,"1247","445","64","0","399"
2021-03-07,"Titus",400,1000,393,2877,1369,"24323","4845","1811","633","9797"
2021-03-07,"Tom Green",3710,2840,4595,21378,13983,"93752","18625","6702","1601","33131"
2021-03-07,"Travis",75540,19140,38971,175667,86326,"1032386","129553","51820","8264","311477"
2021-03-07,"Trinity",200,NA,240,2045,1549,"12104","3956","347","241","4400"
2021-03-07,"Tyler",500,700,744,2951,1731,"17963","4895","476","238","6926"
2021-03-07,"Upshur",900,300,369,3504,1799,"33011","7825","714","567","12366"
2021-03-07,"Upton",1200,NA,317,933,642,"2730","537","170","30","1105"
2021-03-07,"Uvalde",1370,1170,990,5947,3411,"20379","4508","1498","515","8253"
2021-03-07,"Val Verde",1000,200,1774,7351,3838,"36546","7003","2610","490","14417"
2021-03-07,"Van Zandt",1300,300,1086,5500,3004,"45216","11495","1280","711","16861"
2021-03-07,"Victoria",2700,2000,1675,12840,7318,"71388","15242","5624","1030","27119"
2021-03-07,"Walker",4800,700,1657,6571,3097,"63471","10049","1526","400","24628"
2021-03-07,"Waller",800,500,977,4725,2820,"43350","6546","1182","466","16819"
2021-03-07,"Ward",300,NA,722,2652,957,"8921","1629","137","92","3551"
2021-03-07,"Washington",3000,3000,338,6328,3052,"29086","7889","2581","1018","10662"
2021-03-07,"Webb",9700,5000,14218,53191,24787,"196916","26921","12073","1646","88397"
2021-03-07,"Wharton",1000,400,722,3973,2345,"32110","7239","1438","615","12933"
2021-03-07,"Wheeler",200,NA,210,965,487,"3915","1002","200","114","1459"
2021-03-07,"Wichita",2700,1300,2422,20176,13824,"105631","19854","8664","2030","42031"
2021-03-07,"Wilbarger",700,300,981,3049,1926,"10361","2421","457","304","4240"
2021-03-07,"Willacy",200,100,334,2802,1633,"16897","3057","325","557","7612"
2021-03-07,"Williamson",22800,9700,15657,76205,33534,"458433","73202","14404","4639","146388"
2021-03-07,"Wilson",700,400,1717,6604,3770,"40488","8411","1224","615","13986"
2021-03-07,"Winkler",200,NA,368,1440,743,"5954","964","102","0","2445"
2021-03-07,"Wise",1900,500,1896,8317,4068,"54722","10598","3589","552","22459"
2021-03-07,"Wood",1200,400,935,5543,3195,"38005","12527","1046","880","13019"
2021-03-07,"Yoakum",400,200,142,1290,579,"6135","1033","225","60","2367"
2021-03-07,"Young",500,600,526,2748,1336,"14219","3774","862","431","5296"
2021-03-07,"Zapata",600,NA,1553,3097,977,"9981","1866","195","202","4642"
2021-03-07,"Zavala",200,NA,138,2713,1225,"8840","1723","25","60","4035"
2020-12-27,"Andrews",100,NA,234,NA,NA,"13503","1833","309","106","5450"
2020-12-27,"Angelina",400,NA,441,NA,NA,"67056","14422","6534","1752","28054"
2020-12-27,"Bastrop",300,NA,178,NA,NA,"68839","13865","1462","696","29356"
2020-12-27,"Bell",500,NA,987,NA,NA,"272969","40534","15894","2466","95066"
2020-12-27,"Bexar",27800,NA,15633,NA,NA,"1552823","247843","100704","17248","614646"
2020-12-27,"Bowie",1775,NA,568,NA,NA,"73689","15832","6332","1467","29102"
2020-12-27,"Brazoria",900,NA,2001,NA,NA,"287683","45752","9762","2648","105966"
2020-12-27,"Brazos",700,NA,739,NA,NA,"186843","21693","7514","1414","59619"
2020-12-27,"Burleson",100,NA,31,NA,NA,"14869","3867","143","218","5600"
2020-12-27,"Burnet",200,NA,246,NA,NA,"39239","10999","1823","595","13132"
2020-12-27,"Cameron",3900,NA,2765,NA,NA,"311689","58607","29737","6315","127806"
2020-12-27,"Cherokee",700,NA,147,NA,NA,"40876","9444","1500","738","16376"
2020-12-27,"Childress",200,NA,41,NA,NA,"6094","1165","251","136","2395"
2020-12-27,"Collin",3300,NA,4688,NA,NA,"801716","116575","38139","7817","236374"
2020-12-27,"Comanche",300,NA,40,NA,NA,"10944","3330","330","292","3738"
2020-12-27,"Coryell",200,NA,157,NA,NA,"60428","8040","1178","610","22789"
2020-12-27,"Dallam",100,NA,1,NA,NA,"5217","857","40","0","2067"
2020-12-27,"Dallas",31800,NA,7521,NA,NA,"2028105","292117","142713","21399","730851"
2020-12-27,"Dawson",100,NA,16,NA,NA,"9789","1898","304","112","4206"
2020-12-27,"Deaf Smith",600,NA,27,NA,NA,"13439","2423","238","147","5332"
2020-12-27,"Denton",4000,NA,2605,NA,NA,"697330","93499","23806","5913","257836"
2020-12-27,"Dewitt",100,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-27,"Dimmit",200,NA,51,NA,NA,"7539","1749","238","175","3179"
2020-12-27,"Eastland",300,NA,20,NA,NA,"14970","4054","860","389","5393"
2020-12-27,"Ector",1100,NA,1282,NA,NA,"120896","15970","5303","1016","50679"
2020-12-27,"El Paso",1300,NA,7945,NA,NA,"640180","105175","35065","8383","245567"
2020-12-27,"Ellis",200,NA,546,NA,NA,"141665","24288","3985","1994","54463"
2020-12-27,"Falls",100,NA,11,NA,NA,"14049","3226","328","187","5671"
2020-12-27,"Fannin",400,NA,146,NA,NA,"28874","6588","962","614","10987"
2020-12-27,"Fort Bend",2600,NA,4242,NA,NA,"616413","93851","24721","4977","175581"
2020-12-27,"Gaines",100,NA,12,NA,NA,"14548","1907","323","95","6156"
2020-12-27,"Galveston",6250,NA,2475,NA,NA,"269280","50987","11784","2830","96486"
2020-12-27,"Gonzales",400,NA,53,NA,NA,"15937","3572","550","256","6356"
2020-12-27,"Grayson",4725,NA,783,NA,NA,"107521","24182","9338","2131","40586"
2020-12-27,"Gregg",1200,NA,993,NA,NA,"95544","19451","7025","2324","37362"
2020-12-27,"Grimes",100,NA,48,NA,NA,"23245","5134","234","311","9653"
2020-12-27,"Hamilton",400,NA,72,NA,NA,"6832","2146","481","296","2427"
2020-12-27,"Hardin",100,NA,171,NA,NA,"45112","9762","1003","527","16190"
2020-12-27,"Harris",65175,NA,20894,NA,NA,"3601939","514167","225769","27623","1408024"
2020-12-27,"Harrison",100,NA,198,NA,NA,"51900","11607","3063","608","20509"
2020-12-27,"Hays",800,NA,762,NA,NA,"183380","26187","5488","1907","61462"
2020-12-27,"Hidalgo",2575,NA,6681,NA,NA,"620824","98328","54962","17074","286328"
2020-12-27,"Hill",200,NA,50,NA,NA,"29198","7684","862","523","11381"
2020-12-27,"Hopkins",100,NA,65,NA,NA,"29175","6887","1192","620","11166"
2020-12-27,"Howard",100,NA,173,NA,NA,"29544","4813","1456","454","12143"
2020-12-27,"Hunt",2050,NA,238,NA,NA,"77878","15810","4112","947","31096"
2020-12-27,"Jack",200,NA,10,NA,NA,"7230","1515","198","149","2732"
2020-12-27,"Jefferson",1775,NA,819,NA,NA,"197382","37595","13127","2431","90120"
2020-12-27,"Kaufman",200,NA,368,NA,NA,"102341","16113","2857","1189","40613"
2020-12-27,"Kerr",100,NA,479,NA,NA,"43793","14769","2805","1022","13990"
2020-12-27,"Lamar",200,NA,113,NA,NA,"39402","9726","3115","745","14986"
2020-12-27,"Lamb",200,NA,26,NA,NA,"9740","2240","454","226","3968"
2020-12-27,"Liberty",200,NA,77,NA,NA,"66868","11399","1398","614","28567"
2020-12-27,"Limestone",400,NA,11,NA,NA,"18871","4670","2332","1060","7512"
2020-12-27,"Lubbock",4950,NA,2633,NA,NA,"244992","39476","20974","4093","83028"
2020-12-27,"Madison",100,NA,11,NA,NA,"11595","2264","299","258","4451"
2020-12-27,"Martin",300,NA,19,NA,NA,"4136","659","165","0","1624"
2020-12-27,"Mclennan",1500,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-27,"Medina",300,NA,211,NA,NA,"41263","8757","899","536","16090"
2020-12-27,"Midland",300,NA,926,NA,NA,"131025","18438","5950","1288","49538"
2020-12-27,"Montague",100,NA,51,NA,NA,"15872","4444","560","383","5668"
2020-12-27,"Montgomery",5225,NA,2396,NA,NA,"467232","81457","20255","3836","157396"
2020-12-27,"Moore",300,NA,5,NA,NA,"14986","2372","448","176","6143"
2020-12-27,"Nueces",2975,NA,2372,NA,NA,"284366","54069","25582","4100","113767"
2020-12-27,"Palo Pinto",500,NA,26,NA,NA,"23207","5893","864","283","8796"
2020-12-27,"Parker",400,NA,622,NA,NA,"111686","22331","2890","1301","40567"
2020-12-27,"Pecos",100,NA,165,NA,NA,"12317","2141","400","120","5047"
2020-12-27,"Polk",100,NA,29,NA,NA,"42276","9733","1184","574","17118"
2020-12-27,"Potter",8900,NA,313,NA,NA,"88673","15203","10224","1770","35559"
2020-12-27,"Reagan",100,NA,13,NA,NA,"2841","427","52","42","1173"
2020-12-27,"Reeves",100,NA,32,NA,NA,"12781","1878","281","89","5277"
2020-12-27,"Runnels",300,NA,15,NA,NA,"8184","2153","405","312","2979"
2020-12-27,"Sabine",100,NA,8,NA,NA,"8871","3267","572","186","3077"
2020-12-27,"Scurry",400,NA,9,NA,NA,"13000","2566","399","128","5165"
2020-12-27,"Smith",5500,NA,1237,NA,NA,"182283","39337","19690","3030","62467"
2020-12-27,"Starr",600,NA,436,NA,NA,"45765","7370","4479","1999","21117"
2020-12-27,"Swisher",100,NA,7,NA,NA,"5764","1305","114","61","2381"
2020-12-27,"Tarrant",31825,NA,7091,NA,NA,"1617160","244511","86106","18386","590239"
2020-12-27,"Taylor",300,NA,1859,NA,NA,"107257","20131","11065","2465","36680"
2020-12-27,"Throckmorton",100,NA,NA,NA,NA,"1247","445","64","0","399"
2020-12-27,"Tom Green",2900,NA,127,NA,NA,"93752","18625","6702","1601","33131"
2020-12-27,"Travis",7550,NA,6491,NA,NA,"1032386","129553","51820","8264","311477"
2020-12-27,"Upshur",100,NA,143,NA,NA,"33011","7825","714","567","12366"
2020-12-27,"Victoria",1100,NA,628,NA,NA,"71388","15242","5624","1030","27119"
2020-12-27,"Walker",600,NA,32,NA,NA,"63471","10049","1526","400","24628"
2020-12-27,"Washington",300,NA,56,NA,NA,"29086","7889","2581","1018","10662"
2020-12-27,"Webb",3900,NA,1295,NA,NA,"196916","26921","12073","1646","88397"
2020-12-27,"Wharton",300,NA,75,NA,NA,"32110","7239","1438","615","12933"
2020-12-27,"Wichita",3650,NA,627,NA,NA,"105631","19854","8664","2030","42031"
2020-12-27,"Wilbarger",1500,NA,152,NA,NA,"10361","2421","457","304","4240"
2020-12-27,"Williamson",1200,NA,3086,NA,NA,"458433","73202","14404","4639","146388"
2020-12-27,"Wilson",400,NA,304,NA,NA,"40488","8411","1224","615","13986"
2020-12-27,"Wise",1200,NA,634,NA,NA,"54722","10598","3589","552","22459"
2020-12-27,"Yoakum",300,NA,8,NA,NA,"6135","1033","225","60","2367"
2020-12-27,"Zavala",100,NA,56,NA,NA,"8840","1723","25","60","4035"
2021-01-24,"Andrews",400,100,749,NA,NA,"13503","1833","309","106","5450"
2021-01-24,"Angelina",600,400,744,NA,NA,"67056","14422","6534","1752","28054"
2021-01-24,"Bailey",975,NA,419,NA,NA,"5089","1036","114","74","1982"
2021-01-24,"Bastrop",1000,300,1340,NA,NA,"68839","13865","1462","696","29356"
2021-01-24,"Bee",2925,NA,2091,NA,NA,"26496","4091","981","684","11359"
2021-01-24,"Bell",3900,2450,4667,NA,NA,"272969","40534","15894","2466","95066"
2021-01-24,"Bexar",26475,14150,47912,NA,NA,"1552823","247843","100704","17248","614646"
2021-01-24,"Bosque",100,NA,202,NA,NA,"15224","4741","624","407","5126"
2021-01-24,"Bowie",400,800,757,NA,NA,"73689","15832","6332","1467","29102"
2021-01-24,"Brazoria",1400,900,5815,NA,NA,"287683","45752","9762","2648","105966"
2021-01-24,"Brazos",1200,700,2230,NA,NA,"186843","21693","7514","1414","59619"
2021-01-24,"Brown",100,NA,412,NA,NA,"30883","7720","1663","911","11188"
2021-01-24,"Burleson",100,100,166,NA,NA,"14869","3867","143","218","5600"
2021-01-24,"Burnet",975,200,566,NA,NA,"39239","10999","1823","595","13132"
2021-01-24,"Caldwell",200,NA,427,NA,NA,"34853","6512","1286","524","14114"
2021-01-24,"Cameron",6500,3900,9570,NA,NA,"311689","58607","29737","6315","127806"
2021-01-24,"Chambers",1200,NA,431,NA,NA,"33062","5259","958","244","12484"
2021-01-24,"Cherokee",300,700,786,NA,NA,"40876","9444","1500","738","16376"
2021-01-24,"Childress",0,200,115,NA,NA,"6094","1165","251","136","2395"
2021-01-24,"Clay",975,NA,98,NA,NA,"8666","2484","136","60","3011"
2021-01-24,"Collin",10600,3300,18829,NA,NA,"801716","116575","38139","7817","236374"
2021-01-24,"Colorado",1000,NA,171,NA,NA,"17107","4850","853","477","5957"
2021-01-24,"Comal",500,NA,3173,NA,NA,"125307","28528","5457","1845","38712"
2021-01-24,"Comanche",0,300,607,NA,NA,"10944","3330","330","292","3738"
2021-01-24,"Concho",100,NA,36,NA,NA,"2288","689","76","66","815"
2021-01-24,"Cooke",400,NA,333,NA,NA,"32675","7804","948","552","11640"
2021-01-24,"Coryell",975,200,1213,NA,NA,"60428","8040","1178","610","22789"
2021-01-24,"Dallam",1075,100,689,NA,NA,"5217","857","40","0","2067"
2021-01-24,"Dallas",42325,20100,39788,NA,NA,"2028105","292117","142713","21399","730851"
2021-01-24,"Dawson",0,100,321,NA,NA,"9789","1898","304","112","4206"
2021-01-24,"Deaf Smith",0,600,131,NA,NA,"13439","2423","238","147","5332"
2021-01-24,"Denton",10250,4000,15338,NA,NA,"697330","93499","23806","5913","257836"
2021-01-24,"Dewitt",0,100,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-24,"Dimmit",1075,200,300,NA,NA,"7539","1749","238","175","3179"
2021-01-24,"Eastland",0,300,107,NA,NA,"14970","4054","860","389","5393"
2021-01-24,"Ector",3900,800,3660,NA,NA,"120896","15970","5303","1016","50679"
2021-01-24,"El Paso",12900,3250,18686,NA,NA,"640180","105175","35065","8383","245567"
2021-01-24,"Ellis",0,200,1855,NA,NA,"141665","24288","3985","1994","54463"
2021-01-24,"Erath",300,NA,298,NA,NA,"34875","6256","1250","481","12564"
2021-01-24,"Falls",975,100,480,NA,NA,"14049","3226","328","187","5671"
2021-01-24,"Fannin",975,400,370,NA,NA,"28874","6588","962","614","10987"
2021-01-24,"Fayette",200,NA,602,NA,NA,"20879","6679","998","647","6844"
2021-01-24,"Fort Bend",7125,2500,15523,NA,NA,"616413","93851","24721","4977","175581"
2021-01-24,"Gaines",0,100,108,NA,NA,"14548","1907","323","95","6156"
2021-01-24,"Galveston",5875,4300,9819,NA,NA,"269280","50987","11784","2830","96486"
2021-01-24,"Garza",100,NA,61,NA,NA,"5325","719","33","75","2197"
2021-01-24,"Gillespie",1200,NA,847,NA,NA,"22307","8110","1175","706","6815"
2021-01-24,"Gonzales",0,400,107,NA,NA,"15937","3572","550","256","6356"
2021-01-24,"Grayson",100,1800,2046,NA,NA,"107521","24182","9338","2131","40586"
2021-01-24,"Gregg",2925,1200,1910,NA,NA,"95544","19451","7025","2324","37362"
2021-01-24,"Grimes",0,100,263,NA,NA,"23245","5134","234","311","9653"
2021-01-24,"Hamilton",0,400,124,NA,NA,"6832","2146","481","296","2427"
2021-01-24,"Hardin",500,100,829,NA,NA,"45112","9762","1003","527","16190"
2021-01-24,"Harris",43375,65225,61371,NA,NA,"3601939","514167","225769","27623","1408024"
2021-01-24,"Harrison",0,100,752,NA,NA,"51900","11607","3063","608","20509"
2021-01-24,"Haskell",100,NA,132,NA,NA,"4831","1266","123","68","1872"
2021-01-24,"Hays",2150,800,3668,NA,NA,"183380","26187","5488","1907","61462"
2021-01-24,"Hidalgo",13975,3550,15264,NA,NA,"620824","98328","54962","17074","286328"
2021-01-24,"Hill",0,200,415,NA,NA,"29198","7684","862","523","11381"
2021-01-24,"Hopkins",0,100,719,NA,NA,"29175","6887","1192","620","11166"
2021-01-24,"Howard",0,100,246,NA,NA,"29544","4813","1456","454","12143"
2021-01-24,"Hudspeth",100,NA,48,NA,NA,"3979","775","33","0","1778"
2021-01-24,"Hunt",100,100,1951,NA,NA,"77878","15810","4112","947","31096"
2021-01-24,"Hutchinson",100,NA,372,NA,NA,"16258","3581","504","246","6098"
2021-01-24,"Jack",0,200,14,NA,NA,"7230","1515","198","149","2732"
2021-01-24,"Jasper",1600,NA,773,NA,NA,"28056","7187","1597","374","11687"
2021-01-24,"Jeff Davis",100,NA,12,NA,NA,"2180","812","28","0","685"
2021-01-24,"Jefferson",2250,1775,2634,NA,NA,"197382","37595","13127","2431","90120"
2021-01-24,"Jim Wells",975,NA,1614,NA,NA,"30579","6358","3897","985","12474"
2021-01-24,"Johnson",600,NA,2315,NA,NA,"135345","25151","3559","1471","53224"
2021-01-24,"Jones",200,NA,158,NA,NA,"17011","3188","337","254","6981"
2021-01-24,"Karnes",100,NA,172,NA,NA,"12669","2211","370","244","5177"
2021-01-24,"Kaufman",200,200,1354,NA,NA,"102341","16113","2857","1189","40613"
2021-01-24,"Kerr",0,100,1018,NA,NA,"43793","14769","2805","1022","13990"
2021-01-24,"Kinney",100,NA,59,NA,NA,"3050","910","11","0","1171"
2021-01-24,"Kleberg",2075,NA,1155,NA,NA,"24188","4046","1401","341","9265"
2021-01-24,"La Salle",1075,NA,977,NA,NA,"6212","1018","22","60","2410"
2021-01-24,"Lamar",400,200,622,NA,NA,"39402","9726","3115","745","14986"
2021-01-24,"Lamb",0,200,183,NA,NA,"9740","2240","454","226","3968"
2021-01-24,"Lampasas",100,NA,311,NA,NA,"17366","4322","348","284","6457"
2021-01-24,"Lavaca",300,NA,123,NA,NA,"16004","4775","820","612","5435"
2021-01-24,"Liberty",975,200,553,NA,NA,"66868","11399","1398","614","28567"
2021-01-24,"Limestone",0,400,169,NA,NA,"18871","4670","2332","1060","7512"
2021-01-24,"Lipscomb",100,NA,41,NA,NA,"2520","617","24","61","919"
2021-01-24,"Lubbock",5600,3000,7945,NA,NA,"244992","39476","20974","4093","83028"
2021-01-24,"Madison",0,100,53,NA,NA,"11595","2264","299","258","4451"
2021-01-24,"Martin",0,300,15,NA,NA,"4136","659","165","0","1624"
2021-01-24,"Maverick",1200,NA,936,NA,NA,"42606","7003","2970","1198","18727"
2021-01-24,"Mcculloch",100,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-24,"Mclennan",3550,1500,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-24,"Mcmullen",100,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-24,"Medina",100,300,852,NA,NA,"41263","8757","899","536","16090"
2021-01-24,"Menard",100,NA,8,NA,NA,"1790","699","9","40","550"
2021-01-24,"Midland",4975,300,2101,NA,NA,"131025","18438","5950","1288","49538"
2021-01-24,"Milam",300,NA,121,NA,NA,"19689","5245","532","297","7641"
2021-01-24,"Montague",0,100,512,NA,NA,"15872","4444","560","383","5668"
2021-01-24,"Montgomery",4350,2400,8226,NA,NA,"467232","81457","20255","3836","157396"
2021-01-24,"Moore",0,300,231,NA,NA,"14986","2372","448","176","6143"
2021-01-24,"Navarro",1500,NA,828,NA,NA,"38360","8651","1720","869","15775"
2021-01-24,"Nueces",6075,2000,6187,NA,NA,"284366","54069","25582","4100","113767"
2021-01-24,"Oldham",100,NA,15,NA,NA,"1728","316","18","0","654"
2021-01-24,"Palo Pinto",0,500,165,NA,NA,"23207","5893","864","283","8796"
2021-01-24,"Parker",1950,400,2974,NA,NA,"111686","22331","2890","1301","40567"
2021-01-24,"Pecos",0,100,276,NA,NA,"12317","2141","400","120","5047"
2021-01-24,"Polk",0,100,448,NA,NA,"42276","9733","1184","574","17118"
2021-01-24,"Potter",5000,8900,1546,NA,NA,"88673","15203","10224","1770","35559"
2021-01-24,"Reagan",0,100,16,NA,NA,"2841","427","52","42","1173"
2021-01-24,"Red River",300,NA,329,NA,NA,"9965","3044","420","252","3717"
2021-01-24,"Reeves",975,100,1059,NA,NA,"12781","1878","281","89","5277"
2021-01-24,"Runnels",0,300,80,NA,NA,"8184","2153","405","312","2979"
2021-01-24,"Rusk",100,NA,559,NA,NA,"43777","9197","1501","759","17428"
2021-01-24,"Sabine",0,100,350,NA,NA,"8871","3267","572","186","3077"
2021-01-24,"Scurry",0,400,235,NA,NA,"13000","2566","399","128","5165"
2021-01-24,"Shackelford",100,NA,19,NA,NA,"2612","691","52","0","937"
2021-01-24,"Sherman",100,NA,46,NA,NA,"2294","462","24","42","868"
2021-01-24,"Smith",3450,5400,3965,NA,NA,"182283","39337","19690","3030","62467"
2021-01-24,"Somervell",300,NA,68,NA,NA,"7386","1770","457","220","2741"
2021-01-24,"Starr",300,600,1058,NA,NA,"45765","7370","4479","1999","21117"
2021-01-24,"Sterling",100,NA,15,NA,NA,"975","186","10","44","375"
2021-01-24,"Sutton",100,NA,20,NA,NA,"2992","723","91","0","1051"
2021-01-24,"Swisher",0,100,83,NA,NA,"5764","1305","114","61","2381"
2021-01-24,"Tarrant",26050,35725,36833,NA,NA,"1617160","244511","86106","18386","590239"
2021-01-24,"Taylor",2925,1200,2049,NA,NA,"107257","20131","11065","2465","36680"
2021-01-24,"Throckmorton",0,100,80,NA,NA,"1247","445","64","0","399"
2021-01-24,"Tom Green",2050,2900,2379,NA,NA,"93752","18625","6702","1601","33131"
2021-01-24,"Travis",16450,7550,22060,NA,NA,"1032386","129553","51820","8264","311477"
2021-01-24,"Upshur",0,100,356,NA,NA,"33011","7825","714","567","12366"
2021-01-24,"Upton",200,NA,204,NA,NA,"2730","537","170","30","1105"
2021-01-24,"Uvalde",975,NA,1400,NA,NA,"20379","4508","1498","515","8253"
2021-01-24,"Val Verde",975,NA,1452,NA,NA,"36546","7003","2610","490","14417"
2021-01-24,"Victoria",1500,1100,1669,NA,NA,"71388","15242","5624","1030","27119"
2021-01-24,"Walker",200,600,651,NA,NA,"63471","10049","1526","400","24628"
2021-01-24,"Washington",2000,300,1457,NA,NA,"29086","7889","2581","1018","10662"
2021-01-24,"Webb",1500,3900,3236,NA,NA,"196916","26921","12073","1646","88397"
2021-01-24,"Wharton",0,300,474,NA,NA,"32110","7239","1438","615","12933"
2021-01-24,"Wichita",1950,800,2069,NA,NA,"105631","19854","8664","2030","42031"
2021-01-24,"Wilbarger",300,1500,198,NA,NA,"10361","2421","457","304","4240"
2021-01-24,"Willacy",100,NA,798,NA,NA,"16897","3057","325","557","7612"
2021-01-24,"Williamson",8200,2175,10377,NA,NA,"458433","73202","14404","4639","146388"
2021-01-24,"Wilson",0,400,808,NA,NA,"40488","8411","1224","615","13986"
2021-01-24,"Wise",0,1200,253,NA,NA,"54722","10598","3589","552","22459"
2021-01-24,"Yoakum",0,300,112,NA,NA,"6135","1033","225","60","2367"
2021-01-24,"Young",200,NA,116,NA,NA,"14219","3774","862","431","5296"
2021-01-24,"Zapata",300,NA,76,NA,NA,"9981","1866","195","202","4642"
2021-01-24,"Zavala",0,100,239,NA,NA,"8840","1723","25","60","4035"
2021-01-10,"Angelina",100,NA,2253,NA,NA,"67056","14422","6534","1752","28054"
2021-01-10,"Atascosa",300,NA,571,NA,NA,"38768","7605","1124","651","15239"
2021-01-10,"Austin",100,NA,623,NA,NA,"23704","5933","667","396","7873"
2021-01-10,"Bastrop",200,NA,718,NA,NA,"68839","13865","1462","696","29356"
2021-01-10,"Bell",4000,975,3608,NA,NA,"272969","40534","15894","2466","95066"
2021-01-10,"Bexar",22825,4875,28250,NA,NA,"1552823","247843","100704","17248","614646"
2021-01-10,"Bowie",600,NA,1153,NA,NA,"73689","15832","6332","1467","29102"
2021-01-10,"Brazos",2000,NA,2357,NA,NA,"186843","21693","7514","1414","59619"
2021-01-10,"Brewster",200,NA,233,NA,NA,"7706","2231","303","0","2579"
2021-01-10,"Brown",100,NA,190,NA,NA,"30883","7720","1663","911","11188"
2021-01-10,"Burnet",200,NA,375,NA,NA,"39239","10999","1823","595","13132"
2021-01-10,"Caldwell",300,NA,316,NA,NA,"34853","6512","1286","524","14114"
2021-01-10,"Calhoun",100,NA,232,NA,NA,"16817","3981","470","384","6161"
2021-01-10,"Cameron",7400,NA,9746,NA,NA,"311689","58607","29737","6315","127806"
2021-01-10,"Camp",100,NA,99,NA,NA,"10031","2494","207","152","3927"
2021-01-10,"Cass",100,NA,200,NA,NA,"24182","6856","1216","550","9010"
2021-01-10,"Castro",100,NA,92,NA,NA,"5607","1236","121","174","2168"
2021-01-10,"Cherokee",300,NA,674,NA,NA,"40876","9444","1500","738","16376"
2021-01-10,"Cochran",100,NA,23,NA,NA,"2188","468","57","0","956"
2021-01-10,"Collin",1800,NA,15818,NA,NA,"801716","116575","38139","7817","236374"
2021-01-10,"Collingsworth",100,NA,84,NA,NA,"2263","555","80","92","847"
2021-01-10,"Colorado",100,NA,312,NA,NA,"17107","4850","853","477","5957"
2021-01-10,"Comal",100,NA,1748,NA,NA,"125307","28528","5457","1845","38712"
2021-01-10,"Cooke",200,NA,832,NA,NA,"32675","7804","948","552","11640"
2021-01-10,"Dallas",24525,4875,41010,NA,NA,"2028105","292117","142713","21399","730851"
2021-01-10,"Dawson",100,NA,111,NA,NA,"9789","1898","304","112","4206"
2021-01-10,"Denton",4100,NA,11835,NA,NA,"697330","93499","23806","5913","257836"
