"Date","County","Race","Fully_Vaccinated","At_Least_One_Vaccinated","All_Vaccinated"
2021-03-07,"Taylor","Hispanic",869,1964,NA
2021-03-07,"Taylor","White",4869,10949,NA
2021-03-07,"Taylor","Other",572,1272,NA
2021-03-07,"Taylor","Unknown",6756,9550,NA
2021-03-07,"Taylor","Asian",143,322,NA
2021-03-07,"Taylor","Black",300,636,NA
2021-03-07,"Taylor","Hispanic",869,1964,NA
2021-03-07,"Taylor","White",4869,10949,NA
2021-03-07,"Taylor","Other",572,1272,NA
2021-03-07,"Taylor","Unknown",6756,9550,NA
2021-02-14,"Terrell","Black",0,NA,NA
2021-02-14,"Terrell","Hispanic",5,NA,NA
2021-02-14,"Terrell","White",4,NA,NA
2021-02-14,"Terrell","Other",1,NA,NA
2021-02-14,"Terrell","Unknown",14,NA,NA
2021-02-21,"Terrell","Black",0,NA,NA
2021-02-21,"Terrell","Hispanic",5,NA,NA
2021-02-21,"Terrell","White",3,NA,NA
2021-02-21,"Terrell","Other",1,NA,NA
2021-02-21,"Terrell","Unknown",5,NA,NA
2021-02-28,"Terrell","Hispanic",92,116,NA
2021-02-28,"Terrell","White",58,72,NA
2021-02-28,"Terrell","Other",5,7,NA
2021-02-28,"Terrell","Unknown",11,29,NA
2021-03-07,"Terrell","Black",1,1,NA
2021-03-07,"Terrell","Hispanic",93,119,NA
2021-03-07,"Terrell","White",62,84,NA
2021-03-07,"Terrell","Other",5,6,NA
2021-03-07,"Terrell","Unknown",11,29,NA
2021-03-07,"Terrell","Black",1,1,NA
2021-03-07,"Terrell","Hispanic",93,119,NA
2021-03-07,"Terrell","White",62,84,NA
2021-03-07,"Terrell","Other",5,6,NA
2021-03-07,"Terrell","Unknown",11,29,NA
2021-02-14,"Terry","Black",1,NA,NA
2021-02-14,"Terry","Hispanic",20,NA,NA
2021-02-14,"Terry","White",48,NA,NA
2021-02-14,"Terry","Other",9,NA,NA
2021-02-14,"Terry","Unknown",565,NA,NA
2021-02-21,"Terry","Asian",1,NA,NA
2021-02-21,"Terry","Black",2,NA,NA
2021-02-21,"Terry","Hispanic",64,NA,NA
2021-02-21,"Terry","White",93,NA,NA
2021-02-21,"Terry","Other",13,NA,NA
2021-02-21,"Terry","Unknown",721,NA,NA
2021-02-28,"Terry","Asian",1,6,NA
2021-02-28,"Terry","Black",2,3,NA
2021-02-28,"Terry","Hispanic",75,240,NA
2021-02-28,"Terry","White",126,278,NA
2021-02-28,"Terry","Other",22,67,NA
2021-02-28,"Terry","Unknown",744,1440,NA
2021-03-07,"Terry","Asian",1,7,NA
2021-03-07,"Terry","Black",2,4,NA
2021-03-07,"Terry","Hispanic",193,345,NA
2021-03-07,"Terry","White",219,339,NA
2021-03-07,"Terry","Other",44,75,NA
2021-03-07,"Terry","Unknown",1167,1403,NA
2021-03-07,"Terry","Asian",1,7,NA
2021-03-07,"Terry","Black",2,4,NA
2021-03-07,"Terry","Hispanic",193,345,NA
2021-03-07,"Terry","White",219,339,NA
2021-03-07,"Terry","Other",44,75,NA
2021-03-07,"Terry","Unknown",1167,1403,NA
2021-02-14,"Throckmorton","Hispanic",1,NA,NA
2021-02-14,"Throckmorton","White",7,NA,NA
2021-02-14,"Throckmorton","Other",4,NA,NA
2021-02-14,"Throckmorton","Unknown",58,NA,NA
2021-02-21,"Throckmorton","Hispanic",1,NA,NA
2021-02-21,"Throckmorton","White",7,NA,NA
2021-02-21,"Throckmorton","Other",13,NA,NA
2021-02-21,"Throckmorton","Unknown",66,NA,NA
2021-02-28,"Throckmorton","Hispanic",2,5,NA
2021-02-28,"Throckmorton","White",22,69,NA
2021-02-28,"Throckmorton","Other",13,14,NA
2021-02-28,"Throckmorton","Unknown",241,316,NA
2021-03-07,"Throckmorton","Hispanic",3,13,NA
2021-03-07,"Throckmorton","White",35,93,NA
2021-03-07,"Throckmorton","Other",13,15,NA
2021-03-07,"Throckmorton","Unknown",286,318,NA
2021-03-07,"Throckmorton","Hispanic",3,13,NA
2021-03-07,"Throckmorton","White",35,93,NA
2021-03-07,"Throckmorton","Other",13,15,NA
2021-03-07,"Throckmorton","Unknown",286,318,NA
2021-02-14,"Titus","Asian",1,NA,NA
2021-02-14,"Titus","Black",12,NA,NA
2021-02-14,"Titus","Hispanic",18,NA,NA
2021-02-14,"Titus","White",84,NA,NA
2021-02-14,"Titus","Other",69,NA,NA
2021-02-14,"Titus","Unknown",409,NA,NA
2021-02-21,"Titus","Asian",4,NA,NA
2021-02-21,"Titus","Black",25,NA,NA
2021-02-21,"Titus","Hispanic",38,NA,NA
2021-02-21,"Titus","White",267,NA,NA
2021-02-21,"Titus","Other",115,NA,NA
2021-02-21,"Titus","Unknown",546,NA,NA
2021-02-28,"Titus","Asian",6,21,NA
2021-02-28,"Titus","Black",39,96,NA
2021-02-28,"Titus","Hispanic",59,159,NA
2021-02-28,"Titus","White",377,898,NA
2021-02-28,"Titus","Other",119,160,NA
2021-02-28,"Titus","Unknown",556,853,NA
2021-03-07,"Titus","Asian",6,25,NA
2021-03-07,"Titus","Black",49,202,NA
2021-03-07,"Titus","Hispanic",70,275,NA
2021-03-07,"Titus","White",517,1371,NA
2021-03-07,"Titus","Other",121,182,NA
2021-03-07,"Titus","Unknown",606,822,NA
2021-03-07,"Titus","Asian",6,25,NA
2021-03-07,"Titus","Black",49,202,NA
2021-03-07,"Titus","Hispanic",70,275,NA
2021-03-07,"Titus","White",517,1371,NA
2021-03-07,"Titus","Other",121,182,NA
2021-03-07,"Titus","Unknown",606,822,NA
2021-02-14,"Tom Green","Asian",60,NA,NA
2021-02-14,"Tom Green","Black",63,NA,NA
2021-02-14,"Tom Green","Hispanic",1143,NA,NA
2021-02-14,"Tom Green","White",3752,NA,NA
2021-02-14,"Tom Green","Other",139,NA,NA
2021-02-14,"Tom Green","Unknown",728,NA,NA
2021-02-21,"Tom Green","Asian",68,NA,NA
2021-02-21,"Tom Green","Black",86,NA,NA
2021-02-21,"Tom Green","Hispanic",1531,NA,NA
2021-02-21,"Tom Green","White",5185,NA,NA
2021-02-21,"Tom Green","Other",359,NA,NA
2021-02-21,"Tom Green","Unknown",870,NA,NA
2021-02-28,"Tom Green","Asian",77,128,NA
2021-02-28,"Tom Green","Black",130,309,NA
2021-02-28,"Tom Green","Hispanic",2046,3881,NA
2021-02-28,"Tom Green","White",6547,10968,NA
2021-02-28,"Tom Green","Other",390,562,NA
2021-02-28,"Tom Green","Unknown",1050,1949,NA
2021-03-07,"Tom Green","Asian",103,173,NA
2021-03-07,"Tom Green","Black",249,410,NA
2021-03-07,"Tom Green","Hispanic",2926,5067,NA
2021-03-07,"Tom Green","White",9030,13088,NA
2021-03-07,"Tom Green","Other",436,619,NA
2021-03-07,"Tom Green","Unknown",1239,2021,NA
2021-03-07,"Tom Green","Asian",103,173,NA
2021-03-07,"Tom Green","Black",249,410,NA
2021-03-07,"Tom Green","Hispanic",2926,5067,NA
2021-03-07,"Tom Green","White",9030,13088,NA
2021-03-07,"Tom Green","Other",436,619,NA
2021-03-07,"Tom Green","Unknown",1239,2021,NA
2021-02-14,"Travis","Asian",1502,NA,NA
2021-02-14,"Travis","Black",800,NA,NA
2021-02-14,"Travis","Hispanic",2808,NA,NA
2021-02-14,"Travis","White",10524,NA,NA
2021-02-14,"Travis","Other",1819,NA,NA
2021-02-14,"Travis","Unknown",15293,NA,NA
2021-02-21,"Travis","Asian",2510,NA,NA
2021-02-21,"Travis","Black",1174,NA,NA
2021-02-21,"Travis","Hispanic",5107,NA,NA
2021-02-21,"Travis","White",17374,NA,NA
2021-02-21,"Travis","Other",3837,NA,NA
2021-02-21,"Travis","Unknown",20362,NA,NA
2021-02-28,"Travis","Asian",4037,6780,NA
2021-02-28,"Travis","Black",1452,3176,NA
2021-02-28,"Travis","Hispanic",8201,15349,NA
2021-02-28,"Travis","White",26742,48737,NA
2021-02-28,"Travis","Other",6102,11873,NA
2021-02-28,"Travis","Unknown",23331,51428,NA
2021-03-07,"Travis","Asian",4911,9590,NA
2021-03-07,"Travis","Black",1759,4782,NA
2021-03-07,"Travis","Hispanic",10784,24270,NA
2021-03-07,"Travis","White",35444,72865,NA
2021-03-07,"Travis","Other",8118,16387,NA
2021-03-07,"Travis","Unknown",25310,47773,NA
2021-03-07,"Travis","Asian",4911,9590,NA
2021-03-07,"Travis","Black",1759,4782,NA
2021-03-07,"Travis","Hispanic",10784,24270,NA
2021-03-07,"Travis","White",35444,72865,NA
2021-03-07,"Travis","Other",8118,16387,NA
2021-03-07,"Travis","Unknown",25310,47773,NA
2021-02-14,"Trinity","Asian",2,NA,NA
2021-02-14,"Trinity","Black",2,NA,NA
2021-02-14,"Trinity","Hispanic",0,NA,NA
2021-02-14,"Trinity","White",91,NA,NA
2021-02-14,"Trinity","Other",7,NA,NA
2021-02-14,"Trinity","Unknown",167,NA,NA
2021-02-21,"Trinity","Asian",2,NA,NA
2021-02-21,"Trinity","Black",2,NA,NA
2021-02-21,"Trinity","Hispanic",1,NA,NA
2021-02-21,"Trinity","White",200,NA,NA
2021-02-21,"Trinity","Other",39,NA,NA
2021-02-21,"Trinity","Unknown",344,NA,NA
2021-02-28,"Trinity","Asian",5,5,NA
2021-02-28,"Trinity","Black",45,78,NA
2021-02-28,"Trinity","Hispanic",18,26,NA
2021-02-28,"Trinity","White",780,1000,NA
2021-02-28,"Trinity","Other",72,106,NA
2021-02-28,"Trinity","Unknown",531,608,NA
2021-03-07,"Trinity","Asian",5,5,NA
2021-03-07,"Trinity","Black",48,106,NA
2021-03-07,"Trinity","Hispanic",19,36,NA
2021-03-07,"Trinity","White",840,1177,NA
2021-03-07,"Trinity","Other",81,111,NA
2021-03-07,"Trinity","Unknown",556,610,NA
2021-03-07,"Trinity","Asian",5,5,NA
2021-03-07,"Trinity","Black",48,106,NA
2021-03-07,"Trinity","Hispanic",19,36,NA
2021-03-07,"Trinity","White",840,1177,NA
2021-03-07,"Trinity","Other",81,111,NA
2021-03-07,"Trinity","Unknown",556,610,NA
2021-02-14,"Tyler","Asian",0,NA,NA
2021-02-14,"Tyler","Black",21,NA,NA
2021-02-14,"Tyler","Hispanic",3,NA,NA
2021-02-14,"Tyler","White",294,NA,NA
2021-02-14,"Tyler","Other",11,NA,NA
2021-02-14,"Tyler","Unknown",341,NA,NA
2021-02-21,"Tyler","Asian",1,NA,NA
2021-02-21,"Tyler","Black",25,NA,NA
2021-02-21,"Tyler","Hispanic",4,NA,NA
2021-02-21,"Tyler","White",404,NA,NA
2021-02-21,"Tyler","Other",30,NA,NA
2021-02-21,"Tyler","Unknown",489,NA,NA
2021-02-28,"Tyler","Asian",1,10,NA
2021-02-28,"Tyler","Black",34,158,NA
2021-02-28,"Tyler","Hispanic",5,37,NA
2021-02-28,"Tyler","White",572,1741,NA
2021-02-28,"Tyler","Other",54,104,NA
2021-02-28,"Tyler","Unknown",527,639,NA
2021-03-07,"Tyler","Asian",3,12,NA
2021-03-07,"Tyler","Black",77,202,NA
2021-03-07,"Tyler","Hispanic",19,55,NA
2021-03-07,"Tyler","White",1018,1929,NA
2021-03-07,"Tyler","Other",66,117,NA
2021-03-07,"Tyler","Unknown",548,636,NA
2021-03-07,"Tyler","Asian",3,12,NA
2021-03-07,"Tyler","Black",77,202,NA
2021-03-07,"Tyler","Hispanic",19,55,NA
2021-03-07,"Tyler","White",1018,1929,NA
2021-03-07,"Tyler","Other",66,117,NA
2021-03-07,"Tyler","Unknown",548,636,NA
2021-02-14,"Upshur","Asian",1,NA,NA
2021-02-14,"Upshur","Black",10,NA,NA
2021-02-14,"Upshur","Hispanic",6,NA,NA
2021-02-14,"Upshur","White",157,NA,NA
2021-02-14,"Upshur","Other",31,NA,NA
2021-02-14,"Upshur","Unknown",290,NA,NA
2021-02-21,"Upshur","Asian",1,NA,NA
2021-02-21,"Upshur","Black",33,NA,NA
2021-02-21,"Upshur","Hispanic",16,NA,NA
2021-02-21,"Upshur","White",372,NA,NA
2021-02-21,"Upshur","Other",58,NA,NA
2021-02-21,"Upshur","Unknown",497,NA,NA
2021-02-28,"Upshur","Asian",4,9,NA
2021-02-28,"Upshur","Black",64,188,NA
2021-02-28,"Upshur","Hispanic",35,53,NA
2021-02-28,"Upshur","White",707,1676,NA
2021-02-28,"Upshur","Other",79,166,NA
2021-02-28,"Upshur","Unknown",543,1103,NA
2021-03-07,"Upshur","Asian",6,13,NA
2021-03-07,"Upshur","Black",88,217,NA
2021-03-07,"Upshur","Hispanic",40,68,NA
2021-03-07,"Upshur","White",958,1982,NA
2021-03-07,"Upshur","Other",101,186,NA
2021-03-07,"Upshur","Unknown",606,1038,NA
2021-03-07,"Upshur","Asian",6,13,NA
2021-03-07,"Upshur","Black",88,217,NA
2021-03-07,"Upshur","Hispanic",40,68,NA
2021-03-07,"Upshur","White",958,1982,NA
2021-03-07,"Upshur","Other",101,186,NA
2021-03-07,"Upshur","Unknown",606,1038,NA
2021-02-14,"Upton","Black",1,NA,NA
2021-02-14,"Upton","Hispanic",12,NA,NA
2021-02-14,"Upton","White",15,NA,NA
2021-02-14,"Upton","Other",0,NA,NA
2021-02-14,"Upton","Unknown",121,NA,NA
2021-02-21,"Upton","Asian",0,NA,NA
2021-02-21,"Upton","Black",1,NA,NA
2021-02-21,"Upton","Hispanic",17,NA,NA
2021-02-21,"Upton","White",21,NA,NA
2021-02-21,"Upton","Other",4,NA,NA
2021-02-21,"Upton","Unknown",125,NA,NA
2021-02-28,"Upton","Asian",0,1,NA
2021-02-28,"Upton","Black",1,1,NA
2021-02-28,"Upton","Hispanic",29,165,NA
2021-02-28,"Upton","White",44,152,NA
2021-02-28,"Upton","Other",15,64,NA
2021-02-28,"Upton","Unknown",126,355,NA
2021-03-07,"Upton","Asian",1,1,NA
2021-03-07,"Upton","Black",1,5,NA
2021-03-07,"Upton","Hispanic",136,297,NA
2021-03-07,"Upton","White",130,203,NA
2021-03-07,"Upton","Other",53,71,NA
2021-03-07,"Upton","Unknown",321,356,NA
2021-03-07,"Upton","Asian",1,1,NA
2021-03-07,"Upton","Black",1,5,NA
2021-03-07,"Upton","Hispanic",136,297,NA
2021-03-07,"Upton","White",130,203,NA
2021-03-07,"Upton","Other",53,71,NA
2021-03-07,"Upton","Unknown",321,356,NA
2021-02-14,"Uvalde","Asian",2,NA,NA
2021-02-14,"Uvalde","Hispanic",45,NA,NA
2021-02-14,"Uvalde","White",277,NA,NA
2021-02-14,"Uvalde","Other",65,NA,NA
2021-02-14,"Uvalde","Unknown",369,NA,NA
2021-02-21,"Uvalde","Asian",4,NA,NA
2021-02-21,"Uvalde","Black",2,NA,NA
2021-02-21,"Uvalde","Hispanic",350,NA,NA
2021-02-21,"Uvalde","White",543,NA,NA
2021-02-21,"Uvalde","Other",75,NA,NA
2021-02-21,"Uvalde","Unknown",799,NA,NA
2021-02-28,"Uvalde","Asian",6,14,NA
2021-02-28,"Uvalde","Black",3,7,NA
2021-02-28,"Uvalde","Hispanic",887,1737,NA
2021-02-28,"Uvalde","White",931,1482,NA
2021-02-28,"Uvalde","Other",90,159,NA
2021-02-28,"Uvalde","Unknown",1010,1676,NA
2021-03-07,"Uvalde","Asian",8,24,NA
2021-03-07,"Uvalde","Black",5,8,NA
2021-03-07,"Uvalde","Hispanic",1117,2344,NA
2021-03-07,"Uvalde","White",1102,1788,NA
2021-03-07,"Uvalde","Other",98,187,NA
2021-03-07,"Uvalde","Unknown",1081,1596,NA
2021-03-07,"Uvalde","Asian",8,24,NA
2021-03-07,"Uvalde","Black",5,8,NA
2021-03-07,"Uvalde","Hispanic",1117,2344,NA
2021-03-07,"Uvalde","White",1102,1788,NA
2021-03-07,"Uvalde","Other",98,187,NA
2021-03-07,"Uvalde","Unknown",1081,1596,NA
2021-02-14,"Val Verde","Asian",6,NA,NA
2021-02-14,"Val Verde","Black",2,NA,NA
2021-02-14,"Val Verde","Hispanic",165,NA,NA
2021-02-14,"Val Verde","White",155,NA,NA
2021-02-14,"Val Verde","Other",35,NA,NA
2021-02-14,"Val Verde","Unknown",744,NA,NA
2021-02-21,"Val Verde","Asian",10,NA,NA
2021-02-21,"Val Verde","Black",3,NA,NA
2021-02-21,"Val Verde","Hispanic",192,NA,NA
2021-02-21,"Val Verde","White",222,NA,NA
2021-02-21,"Val Verde","Other",72,NA,NA
2021-02-21,"Val Verde","Unknown",763,NA,NA
2021-02-28,"Val Verde","Asian",11,13,NA
2021-02-28,"Val Verde","Black",13,21,NA
2021-02-28,"Val Verde","Hispanic",1904,2847,NA
2021-02-28,"Val Verde","White",706,1182,NA
2021-02-28,"Val Verde","Other",92,252,NA
2021-02-28,"Val Verde","Unknown",847,1269,NA
2021-03-07,"Val Verde","Asian",11,20,NA
2021-03-07,"Val Verde","Black",15,36,NA
2021-03-07,"Val Verde","Hispanic",2090,4189,NA
2021-03-07,"Val Verde","White",767,1495,NA
2021-03-07,"Val Verde","Other",97,316,NA
2021-03-07,"Val Verde","Unknown",858,1295,NA
2021-03-07,"Val Verde","Asian",11,20,NA
2021-03-07,"Val Verde","Black",15,36,NA
2021-03-07,"Val Verde","Hispanic",2090,4189,NA
2021-03-07,"Val Verde","White",767,1495,NA
2021-03-07,"Val Verde","Other",97,316,NA
2021-03-07,"Val Verde","Unknown",858,1295,NA
2021-02-14,"Van Zandt","Asian",1,NA,NA
2021-02-14,"Van Zandt","Black",11,NA,NA
2021-02-14,"Van Zandt","Hispanic",15,NA,NA
2021-02-14,"Van Zandt","White",383,NA,NA
2021-02-14,"Van Zandt","Other",120,NA,NA
2021-02-14,"Van Zandt","Unknown",617,NA,NA
