"Date","County","Race","Fully_Vaccinated","At_Least_One_Vaccinated","All_Vaccinated"
2021-02-21,"Colorado","Asian",1,NA,NA
2021-02-21,"Colorado","Black",19,NA,NA
2021-02-21,"Colorado","Hispanic",51,NA,NA
2021-02-21,"Colorado","White",362,NA,NA
2021-02-21,"Colorado","Other",48,NA,NA
2021-02-21,"Colorado","Unknown",229,NA,NA
2021-02-28,"Colorado","Asian",4,9,NA
2021-02-28,"Colorado","Black",58,178,NA
2021-02-28,"Colorado","Hispanic",128,245,NA
2021-02-28,"Colorado","White",1224,1904,NA
2021-02-28,"Colorado","Other",86,307,NA
2021-02-28,"Colorado","Unknown",298,476,NA
2021-03-07,"Colorado","Asian",3,13,NA
2021-03-07,"Colorado","Black",93,237,NA
2021-03-07,"Colorado","Hispanic",180,325,NA
2021-03-07,"Colorado","White",1409,2280,NA
2021-03-07,"Colorado","Other",119,327,NA
2021-03-07,"Colorado","Unknown",341,484,NA
2021-03-07,"Colorado","Asian",3,13,NA
2021-03-07,"Colorado","Black",93,237,NA
2021-03-07,"Colorado","Hispanic",180,325,NA
2021-03-07,"Colorado","White",1409,2280,NA
2021-03-07,"Colorado","Other",119,327,NA
2021-03-07,"Colorado","Unknown",341,484,NA
2021-02-14,"Comal","Asian",38,NA,NA
2021-02-14,"Comal","Black",37,NA,NA
2021-02-14,"Comal","Hispanic",348,NA,NA
2021-02-14,"Comal","White",1420,NA,NA
2021-02-14,"Comal","Other",370,NA,NA
2021-02-14,"Comal","Unknown",1623,NA,NA
2021-02-21,"Comal","Asian",58,NA,NA
2021-02-21,"Comal","Black",60,NA,NA
2021-02-21,"Comal","Hispanic",510,NA,NA
2021-02-21,"Comal","White",2051,NA,NA
2021-02-21,"Comal","Other",533,NA,NA
2021-02-21,"Comal","Unknown",2506,NA,NA
2021-02-28,"Comal","Asian",82,196,NA
2021-02-28,"Comal","Black",104,202,NA
2021-02-28,"Comal","Hispanic",1001,2379,NA
2021-02-28,"Comal","White",3721,10453,NA
2021-02-28,"Comal","Other",735,1929,NA
2021-02-28,"Comal","Unknown",3207,5484,NA
2021-03-07,"Comal","Asian",143,234,NA
2021-03-07,"Comal","Black",142,277,NA
2021-03-07,"Comal","Hispanic",1675,2982,NA
2021-03-07,"Comal","White",7396,13151,NA
2021-03-07,"Comal","Other",1088,2156,NA
2021-03-07,"Comal","Unknown",3510,5396,NA
2021-03-07,"Comal","Asian",143,234,NA
2021-03-07,"Comal","Black",142,277,NA
2021-03-07,"Comal","Hispanic",1675,2982,NA
2021-03-07,"Comal","White",7396,13151,NA
2021-03-07,"Comal","Other",1088,2156,NA
2021-03-07,"Comal","Unknown",3510,5396,NA
2021-02-14,"Comanche","Asian",1,NA,NA
2021-02-14,"Comanche","Hispanic",10,NA,NA
2021-02-14,"Comanche","White",103,NA,NA
2021-02-14,"Comanche","Other",37,NA,NA
2021-02-14,"Comanche","Unknown",313,NA,NA
2021-02-21,"Comanche","Asian",1,NA,NA
2021-02-21,"Comanche","Hispanic",18,NA,NA
2021-02-21,"Comanche","White",189,NA,NA
2021-02-21,"Comanche","Other",49,NA,NA
2021-02-21,"Comanche","Unknown",1022,NA,NA
2021-02-28,"Comanche","Asian",1,4,NA
2021-02-28,"Comanche","Black",1,1,NA
2021-02-28,"Comanche","Hispanic",20,42,NA
2021-02-28,"Comanche","White",216,481,NA
2021-02-28,"Comanche","Other",51,80,NA
2021-02-28,"Comanche","Unknown",1045,1284,NA
2021-03-07,"Comanche","Asian",1,8,NA
2021-03-07,"Comanche","Black",1,2,NA
2021-03-07,"Comanche","Hispanic",24,106,NA
2021-03-07,"Comanche","White",239,900,NA
2021-03-07,"Comanche","Other",53,92,NA
2021-03-07,"Comanche","Unknown",1044,1289,NA
2021-03-07,"Comanche","Asian",1,8,NA
2021-03-07,"Comanche","Black",1,2,NA
2021-03-07,"Comanche","Hispanic",24,106,NA
2021-03-07,"Comanche","White",239,900,NA
2021-03-07,"Comanche","Other",53,92,NA
2021-03-07,"Comanche","Unknown",1044,1289,NA
2021-02-14,"Concho","Black",1,NA,NA
2021-02-14,"Concho","Hispanic",3,NA,NA
2021-02-14,"Concho","White",36,NA,NA
2021-02-14,"Concho","Other",3,NA,NA
2021-02-14,"Concho","Unknown",7,NA,NA
2021-02-21,"Concho","Black",1,NA,NA
2021-02-21,"Concho","Hispanic",7,NA,NA
2021-02-21,"Concho","White",70,NA,NA
2021-02-21,"Concho","Other",4,NA,NA
2021-02-21,"Concho","Unknown",6,NA,NA
2021-02-28,"Concho","Black",1,1,NA
2021-02-28,"Concho","Hispanic",16,43,NA
2021-02-28,"Concho","White",115,311,NA
2021-02-28,"Concho","Other",4,5,NA
2021-02-28,"Concho","Unknown",7,179,NA
2021-03-07,"Concho","Asian",0,1,NA
2021-03-07,"Concho","Black",1,2,NA
2021-03-07,"Concho","Hispanic",28,60,NA
2021-03-07,"Concho","White",204,349,NA
2021-03-07,"Concho","Other",4,5,NA
2021-03-07,"Concho","Unknown",57,205,NA
2021-03-07,"Concho","Asian",0,1,NA
2021-03-07,"Concho","Black",1,2,NA
2021-03-07,"Concho","Hispanic",28,60,NA
2021-03-07,"Concho","White",204,349,NA
2021-03-07,"Concho","Other",4,5,NA
2021-03-07,"Concho","Unknown",57,205,NA
2021-02-14,"Cooke","Asian",3,NA,NA
2021-02-14,"Cooke","Black",3,NA,NA
2021-02-14,"Cooke","Hispanic",11,NA,NA
2021-02-14,"Cooke","White",129,NA,NA
2021-02-14,"Cooke","Other",40,NA,NA
2021-02-14,"Cooke","Unknown",813,NA,NA
2021-02-21,"Cooke","Asian",7,NA,NA
2021-02-21,"Cooke","Black",4,NA,NA
2021-02-21,"Cooke","Hispanic",14,NA,NA
2021-02-21,"Cooke","White",246,NA,NA
2021-02-21,"Cooke","Other",73,NA,NA
2021-02-21,"Cooke","Unknown",1097,NA,NA
2021-02-28,"Cooke","Asian",9,39,NA
2021-02-28,"Cooke","Black",6,24,NA
2021-02-28,"Cooke","Hispanic",19,95,NA
2021-02-28,"Cooke","White",446,2101,NA
2021-02-28,"Cooke","Other",125,261,NA
2021-02-28,"Cooke","Unknown",1184,1973,NA
2021-03-07,"Cooke","Asian",10,54,NA
2021-03-07,"Cooke","Black",8,33,NA
2021-03-07,"Cooke","Hispanic",28,134,NA
2021-03-07,"Cooke","White",654,2860,NA
2021-03-07,"Cooke","Other",190,317,NA
2021-03-07,"Cooke","Unknown",1350,1962,NA
2021-03-07,"Cooke","Asian",10,54,NA
2021-03-07,"Cooke","Black",8,33,NA
2021-03-07,"Cooke","Hispanic",28,134,NA
2021-03-07,"Cooke","White",654,2860,NA
2021-03-07,"Cooke","Other",190,317,NA
2021-03-07,"Cooke","Unknown",1350,1962,NA
2021-02-14,"Coryell","Asian",13,NA,NA
2021-02-14,"Coryell","Black",30,NA,NA
2021-02-14,"Coryell","Hispanic",44,NA,NA
2021-02-14,"Coryell","White",610,NA,NA
2021-02-14,"Coryell","Other",24,NA,NA
2021-02-14,"Coryell","Unknown",268,NA,NA
2021-02-21,"Coryell","Asian",17,NA,NA
2021-02-21,"Coryell","Black",53,NA,NA
2021-02-21,"Coryell","Hispanic",94,NA,NA
2021-02-21,"Coryell","White",1344,NA,NA
2021-02-21,"Coryell","Other",63,NA,NA
2021-02-21,"Coryell","Unknown",545,NA,NA
2021-02-28,"Coryell","Asian",21,47,NA
2021-02-28,"Coryell","Black",88,183,NA
2021-02-28,"Coryell","Hispanic",140,270,NA
2021-02-28,"Coryell","White",1950,3103,NA
2021-02-28,"Coryell","Other",105,211,NA
2021-02-28,"Coryell","Unknown",861,1556,NA
2021-03-07,"Coryell","Asian",31,64,NA
2021-03-07,"Coryell","Black",116,234,NA
2021-03-07,"Coryell","Hispanic",186,339,NA
2021-03-07,"Coryell","White",2261,3501,NA
2021-03-07,"Coryell","Other",142,244,NA
2021-03-07,"Coryell","Unknown",1051,1626,NA
2021-03-07,"Coryell","Asian",31,64,NA
2021-03-07,"Coryell","Black",116,234,NA
2021-03-07,"Coryell","Hispanic",186,339,NA
2021-03-07,"Coryell","White",2261,3501,NA
2021-03-07,"Coryell","Other",142,244,NA
2021-03-07,"Coryell","Unknown",1051,1626,NA
2021-02-14,"Cottle","Black",1,NA,NA
2021-02-14,"Cottle","Hispanic",3,NA,NA
2021-02-14,"Cottle","White",27,NA,NA
2021-02-14,"Cottle","Other",0,NA,NA
2021-02-14,"Cottle","Unknown",1,NA,NA
2021-02-21,"Cottle","Black",2,NA,NA
2021-02-21,"Cottle","Hispanic",4,NA,NA
2021-02-21,"Cottle","White",39,NA,NA
2021-02-21,"Cottle","Other",0,NA,NA
2021-02-21,"Cottle","Unknown",8,NA,NA
2021-02-28,"Cottle","Black",2,7,NA
2021-02-28,"Cottle","Hispanic",5,28,NA
2021-02-28,"Cottle","White",45,128,NA
2021-02-28,"Cottle","Other",0,4,NA
2021-02-28,"Cottle","Unknown",9,36,NA
2021-03-07,"Cottle","Black",2,7,NA
2021-03-07,"Cottle","Hispanic",9,34,NA
2021-03-07,"Cottle","White",68,151,NA
2021-03-07,"Cottle","Other",1,4,NA
2021-03-07,"Cottle","Unknown",14,22,NA
2021-03-07,"Cottle","Black",2,7,NA
2021-03-07,"Cottle","Hispanic",9,34,NA
2021-03-07,"Cottle","White",68,151,NA
2021-03-07,"Cottle","Other",1,4,NA
2021-03-07,"Cottle","Unknown",14,22,NA
2021-02-14,"Crane","Asian",0,NA,NA
2021-02-14,"Crane","Hispanic",40,NA,NA
2021-02-14,"Crane","White",56,NA,NA
2021-02-14,"Crane","Other",4,NA,NA
2021-02-14,"Crane","Unknown",20,NA,NA
2021-02-21,"Crane","Asian",1,NA,NA
2021-02-21,"Crane","Black",0,NA,NA
2021-02-21,"Crane","Hispanic",110,NA,NA
2021-02-21,"Crane","White",88,NA,NA
2021-02-21,"Crane","Other",9,NA,NA
2021-02-21,"Crane","Unknown",34,NA,NA
2021-02-28,"Crane","Asian",2,3,NA
2021-02-28,"Crane","Black",0,1,NA
2021-02-28,"Crane","Hispanic",170,353,NA
2021-02-28,"Crane","White",119,243,NA
2021-02-28,"Crane","Other",19,51,NA
2021-02-28,"Crane","Unknown",34,91,NA
2021-03-07,"Crane","Asian",3,3,NA
2021-03-07,"Crane","Black",1,2,NA
2021-03-07,"Crane","Hispanic",278,479,NA
2021-03-07,"Crane","White",181,269,NA
2021-03-07,"Crane","Other",32,63,NA
2021-03-07,"Crane","Unknown",58,89,NA
2021-03-07,"Crane","Asian",3,3,NA
2021-03-07,"Crane","Black",1,2,NA
2021-03-07,"Crane","Hispanic",278,479,NA
2021-03-07,"Crane","White",181,269,NA
2021-03-07,"Crane","Other",32,63,NA
2021-03-07,"Crane","Unknown",58,89,NA
2021-02-14,"Crockett","Asian",2,NA,NA
2021-02-14,"Crockett","Black",0,NA,NA
2021-02-14,"Crockett","Hispanic",23,NA,NA
2021-02-14,"Crockett","White",74,NA,NA
2021-02-14,"Crockett","Other",108,NA,NA
2021-02-14,"Crockett","Unknown",1,NA,NA
2021-02-21,"Crockett","Asian",1,NA,NA
2021-02-21,"Crockett","Black",0,NA,NA
2021-02-21,"Crockett","Hispanic",38,NA,NA
2021-02-21,"Crockett","White",99,NA,NA
2021-02-21,"Crockett","Other",105,NA,NA
2021-02-21,"Crockett","Unknown",7,NA,NA
2021-02-28,"Crockett","Asian",1,7,NA
2021-02-28,"Crockett","Black",0,2,NA
2021-02-28,"Crockett","Hispanic",63,193,NA
2021-02-28,"Crockett","White",138,219,NA
2021-02-28,"Crockett","Other",106,127,NA
2021-02-28,"Crockett","Unknown",9,49,NA
2021-03-07,"Crockett","Asian",7,8,NA
2021-03-07,"Crockett","Black",0,2,NA
2021-03-07,"Crockett","Hispanic",147,233,NA
2021-03-07,"Crockett","White",180,236,NA
2021-03-07,"Crockett","Other",105,117,NA
2021-03-07,"Crockett","Unknown",35,49,NA
2021-03-07,"Crockett","Asian",7,8,NA
2021-03-07,"Crockett","Black",0,2,NA
2021-03-07,"Crockett","Hispanic",147,233,NA
2021-03-07,"Crockett","White",180,236,NA
2021-03-07,"Crockett","Other",105,117,NA
2021-03-07,"Crockett","Unknown",35,49,NA
2021-02-14,"Crosby","Asian",1,NA,NA
2021-02-14,"Crosby","Black",3,NA,NA
2021-02-14,"Crosby","Hispanic",9,NA,NA
2021-02-14,"Crosby","White",42,NA,NA
2021-02-14,"Crosby","Other",10,NA,NA
2021-02-14,"Crosby","Unknown",133,NA,NA
2021-02-21,"Crosby","Black",5,NA,NA
2021-02-21,"Crosby","Hispanic",21,NA,NA
2021-02-21,"Crosby","White",94,NA,NA
2021-02-21,"Crosby","Other",15,NA,NA
2021-02-21,"Crosby","Unknown",202,NA,NA
2021-02-28,"Crosby","Asian",0,7,NA
2021-02-28,"Crosby","Black",6,12,NA
2021-02-28,"Crosby","Hispanic",33,173,NA
2021-02-28,"Crosby","White",124,274,NA
2021-02-28,"Crosby","Other",23,65,NA
2021-02-28,"Crosby","Unknown",224,851,NA
2021-03-07,"Crosby","Asian",0,7,NA
2021-03-07,"Crosby","Black",20,25,NA
2021-03-07,"Crosby","Hispanic",221,373,NA
2021-03-07,"Crosby","White",354,498,NA
2021-03-07,"Crosby","Other",30,62,NA
2021-03-07,"Crosby","Unknown",240,439,NA
2021-03-07,"Crosby","Asian",0,7,NA
2021-03-07,"Crosby","Black",20,25,NA
2021-03-07,"Crosby","Hispanic",221,373,NA
2021-03-07,"Crosby","White",354,498,NA
2021-03-07,"Crosby","Other",30,62,NA
2021-03-07,"Crosby","Unknown",240,439,NA
2021-02-14,"Culberson","Asian",0,NA,NA
2021-02-14,"Culberson","Hispanic",1,NA,NA
2021-02-14,"Culberson","White",2,NA,NA
2021-02-14,"Culberson","Other",0,NA,NA
2021-02-14,"Culberson","Unknown",68,NA,NA
2021-02-21,"Culberson","Asian",0,NA,NA
2021-02-21,"Culberson","Hispanic",3,NA,NA
2021-02-21,"Culberson","White",3,NA,NA
2021-02-21,"Culberson","Other",0,NA,NA
2021-02-21,"Culberson","Unknown",75,NA,NA
2021-02-28,"Culberson","Asian",0,5,NA
2021-02-28,"Culberson","Hispanic",10,101,NA
2021-02-28,"Culberson","White",11,38,NA
2021-02-28,"Culberson","Other",0,13,NA
2021-02-28,"Culberson","Unknown",149,180,NA
2021-03-07,"Culberson","Asian",1,16,NA
2021-03-07,"Culberson","Hispanic",62,138,NA
2021-03-07,"Culberson","White",26,41,NA
2021-03-07,"Culberson","Other",6,15,NA
2021-03-07,"Culberson","Unknown",169,178,NA
2021-03-07,"Culberson","Asian",1,16,NA
2021-03-07,"Culberson","Hispanic",62,138,NA
2021-03-07,"Culberson","White",26,41,NA
2021-03-07,"Culberson","Other",6,15,NA
2021-03-07,"Culberson","Unknown",169,178,NA
2021-02-14,"Dallam","Asian",3,NA,NA
2021-02-14,"Dallam","Black",0,NA,NA
2021-02-14,"Dallam","Hispanic",3,NA,NA
2021-02-14,"Dallam","White",11,NA,NA
2021-02-14,"Dallam","Other",55,NA,NA
2021-02-14,"Dallam","Unknown",57,NA,NA
2021-02-21,"Dallam","Asian",5,NA,NA
2021-02-21,"Dallam","Black",6,NA,NA
2021-02-21,"Dallam","Hispanic",102,NA,NA
2021-02-21,"Dallam","White",91,NA,NA
2021-02-21,"Dallam","Other",59,NA,NA
2021-02-21,"Dallam","Unknown",444,NA,NA
2021-02-28,"Dallam","Asian",6,7,NA
2021-02-28,"Dallam","Black",8,13,NA
2021-02-28,"Dallam","Hispanic",289,528,NA
2021-02-28,"Dallam","White",196,299,NA
2021-02-28,"Dallam","Other",105,139,NA
2021-02-28,"Dallam","Unknown",613,849,NA
2021-03-07,"Dallam","Asian",5,8,NA
2021-03-07,"Dallam","Black",9,13,NA
2021-03-07,"Dallam","Hispanic",306,542,NA
2021-03-07,"Dallam","White",191,287,NA
2021-03-07,"Dallam","Other",110,134,NA
2021-03-07,"Dallam","Unknown",646,841,NA
2021-03-07,"Dallam","Asian",5,8,NA
2021-03-07,"Dallam","Black",9,13,NA
2021-03-07,"Dallam","Hispanic",306,542,NA
2021-03-07,"Dallam","White",191,287,NA
2021-03-07,"Dallam","Other",110,134,NA
2021-03-07,"Dallam","Unknown",646,841,NA
2021-02-14,"Dallas","Asian",5659,NA,NA
2021-02-14,"Dallas","Black",6412,NA,NA
2021-02-14,"Dallas","Hispanic",7878,NA,NA
2021-02-14,"Dallas","White",19784,NA,NA
2021-02-14,"Dallas","Other",8168,NA,NA
2021-02-14,"Dallas","Unknown",14341,NA,NA
2021-02-21,"Dallas","Asian",8637,NA,NA
2021-02-21,"Dallas","Black",11373,NA,NA
2021-02-21,"Dallas","Hispanic",15806,NA,NA
2021-02-21,"Dallas","White",42182,NA,NA
2021-02-21,"Dallas","Other",12062,NA,NA
2021-02-21,"Dallas","Unknown",20216,NA,NA
2021-02-28,"Dallas","Asian",11371,18623,NA
2021-02-28,"Dallas","Black",18434,32274,NA
2021-02-28,"Dallas","Hispanic",24512,46383,NA
2021-02-28,"Dallas","White",62005,109507,NA
2021-02-28,"Dallas","Other",15620,31741,NA
2021-02-28,"Dallas","Unknown",25669,51923,NA
2021-03-07,"Dallas","Asian",13556,25560,NA
2021-03-07,"Dallas","Black",24016,44624,NA
2021-03-07,"Dallas","Hispanic",33073,65657,NA
2021-03-07,"Dallas","White",81656,139266,NA
2021-03-07,"Dallas","Other",21785,35058,NA
2021-03-07,"Dallas","Unknown",28979,49023,NA
2021-03-07,"Dallas","Asian",13556,25560,NA
2021-03-07,"Dallas","Black",24016,44624,NA
2021-03-07,"Dallas","Hispanic",33073,65657,NA
2021-03-07,"Dallas","White",81656,139266,NA
2021-03-07,"Dallas","Other",21785,35058,NA
2021-03-07,"Dallas","Unknown",28979,49023,NA
2021-02-14,"Dawson","Asian",1,NA,NA
2021-02-14,"Dawson","Black",1,NA,NA
2021-02-14,"Dawson","Hispanic",26,NA,NA
2021-02-14,"Dawson","White",38,NA,NA
2021-02-14,"Dawson","Other",10,NA,NA
2021-02-14,"Dawson","Unknown",63,NA,NA
2021-02-21,"Dawson","Asian",2,NA,NA
2021-02-21,"Dawson","Black",0,NA,NA
2021-02-21,"Dawson","Hispanic",37,NA,NA
2021-02-21,"Dawson","White",62,NA,NA
2021-02-21,"Dawson","Other",19,NA,NA
2021-02-21,"Dawson","Unknown",134,NA,NA
2021-02-28,"Dawson","Asian",2,6,NA
2021-02-28,"Dawson","Black",1,30,NA
2021-02-28,"Dawson","Hispanic",74,218,NA
2021-02-28,"Dawson","White",117,313,NA
2021-02-28,"Dawson","Other",25,44,NA
2021-02-28,"Dawson","Unknown",349,481,NA
2021-03-07,"Dawson","Asian",3,6,NA
2021-03-07,"Dawson","Black",3,31,NA
2021-03-07,"Dawson","Hispanic",104,255,NA
2021-03-07,"Dawson","White",165,366,NA
2021-03-07,"Dawson","Other",28,44,NA
2021-03-07,"Dawson","Unknown",374,460,NA
2021-03-07,"Dawson","Asian",3,6,NA
2021-03-07,"Dawson","Black",3,31,NA
2021-03-07,"Dawson","Hispanic",104,255,NA
2021-03-07,"Dawson","White",165,366,NA
2021-03-07,"Dawson","Other",28,44,NA
2021-03-07,"Dawson","Unknown",374,460,NA
2021-02-14,"Deaf Smith","Asian",3,NA,NA
2021-02-14,"Deaf Smith","Black",2,NA,NA
2021-02-14,"Deaf Smith","Hispanic",104,NA,NA
2021-02-14,"Deaf Smith","White",162,NA,NA
2021-02-14,"Deaf Smith","Other",17,NA,NA
2021-02-14,"Deaf Smith","Unknown",319,NA,NA
2021-02-21,"Deaf Smith","Asian",7,NA,NA
2021-02-21,"Deaf Smith","Black",3,NA,NA
2021-02-21,"Deaf Smith","Hispanic",135,NA,NA
2021-02-21,"Deaf Smith","White",201,NA,NA
2021-02-21,"Deaf Smith","Other",21,NA,NA
2021-02-21,"Deaf Smith","Unknown",378,NA,NA
2021-02-28,"Deaf Smith","Asian",11,17,NA
2021-02-28,"Deaf Smith","Black",9,14,NA
2021-02-28,"Deaf Smith","Hispanic",221,719,NA
2021-02-28,"Deaf Smith","White",299,678,NA
2021-02-28,"Deaf Smith","Other",30,72,NA
2021-02-28,"Deaf Smith","Unknown",391,520,NA
2021-03-07,"Deaf Smith","Asian",12,19,NA
2021-03-07,"Deaf Smith","Black",10,18,NA
2021-03-07,"Deaf Smith","Hispanic",353,1040,NA
2021-03-07,"Deaf Smith","White",384,827,NA
2021-03-07,"Deaf Smith","Other",34,69,NA
2021-03-07,"Deaf Smith","Unknown",407,493,NA
2021-03-07,"Deaf Smith","Asian",12,19,NA
2021-03-07,"Deaf Smith","Black",10,18,NA
2021-03-07,"Deaf Smith","Hispanic",353,1040,NA
2021-03-07,"Deaf Smith","White",384,827,NA
2021-03-07,"Deaf Smith","Other",34,69,NA
2021-03-07,"Deaf Smith","Unknown",407,493,NA
2021-02-14,"Delta","Asian",0,NA,NA
2021-02-14,"Delta","Black",0,NA,NA
2021-02-14,"Delta","White",26,NA,NA
2021-02-14,"Delta","Other",5,NA,NA
2021-02-14,"Delta","Unknown",62,NA,NA
2021-02-21,"Delta","Asian",0,NA,NA
2021-02-21,"Delta","Black",1,NA,NA
2021-02-21,"Delta","Hispanic",0,NA,NA
2021-02-21,"Delta","White",48,NA,NA
2021-02-21,"Delta","Other",10,NA,NA
2021-02-21,"Delta","Unknown",83,NA,NA
2021-02-28,"Delta","Asian",0,3,NA
2021-02-28,"Delta","Black",4,8,NA
2021-02-28,"Delta","Hispanic",0,7,NA
2021-02-28,"Delta","White",126,274,NA
2021-02-28,"Delta","Other",14,20,NA
2021-02-28,"Delta","Unknown",171,224,NA
2021-03-07,"Delta","Asian",1,3,NA
2021-03-07,"Delta","Black",5,15,NA
2021-03-07,"Delta","Hispanic",2,13,NA
2021-03-07,"Delta","White",151,388,NA
2021-03-07,"Delta","Other",18,22,NA
2021-03-07,"Delta","Unknown",179,217,NA
2021-03-07,"Delta","Asian",1,3,NA
2021-03-07,"Delta","Black",5,15,NA
2021-03-07,"Delta","Hispanic",2,13,NA
2021-03-07,"Delta","White",151,388,NA
2021-03-07,"Delta","Other",18,22,NA
2021-03-07,"Delta","Unknown",179,217,NA
2021-02-14,"Denton","Asian",1645,NA,NA
2021-02-14,"Denton","Black",800,NA,NA
2021-02-14,"Denton","Hispanic",918,NA,NA
2021-02-14,"Denton","White",6043,NA,NA
2021-02-14,"Denton","Other",1613,NA,NA
2021-02-14,"Denton","Unknown",4991,NA,NA
2021-02-21,"Denton","Asian",2846,NA,NA
2021-02-21,"Denton","Black",1243,NA,NA
2021-02-21,"Denton","Hispanic",1476,NA,NA
2021-02-21,"Denton","White",12397,NA,NA
2021-02-21,"Denton","Other",3392,NA,NA
2021-02-21,"Denton","Unknown",7568,NA,NA
2021-02-28,"Denton","Asian",4358,6590,NA
2021-02-28,"Denton","Black",1670,2811,NA
2021-02-28,"Denton","Hispanic",2601,6627,NA
2021-02-28,"Denton","White",22509,60898,NA
2021-02-28,"Denton","Other",4545,7906,NA
2021-02-28,"Denton","Unknown",9803,18665,NA
2021-03-07,"Denton","Asian",5190,8211,NA
2021-03-07,"Denton","Black",2172,3607,NA
2021-03-07,"Denton","Hispanic",4287,8148,NA
2021-03-07,"Denton","White",40163,68053,NA
2021-03-07,"Denton","Other",5655,8827,NA
2021-03-07,"Denton","Unknown",12512,18905,NA
2021-03-07,"Denton","Asian",5190,8211,NA
2021-03-07,"Denton","Black",2172,3607,NA
2021-03-07,"Denton","Hispanic",4287,8148,NA
2021-03-07,"Denton","White",40163,68053,NA
2021-03-07,"Denton","Other",5655,8827,NA
2021-03-07,"Denton","Unknown",12512,18905,NA
2021-02-14,"DeWitt","Asian",7,NA,NA
2021-02-14,"DeWitt","Black",9,NA,NA
2021-02-14,"DeWitt","Hispanic",8,NA,NA
2021-02-14,"DeWitt","White",161,NA,NA
2021-02-14,"DeWitt","Other",21,NA,NA
2021-02-14,"DeWitt","Unknown",175,NA,NA
2021-02-21,"DeWitt","Asian",3,NA,NA
2021-02-21,"DeWitt","Black",18,NA,NA
2021-02-21,"DeWitt","Hispanic",12,NA,NA
2021-02-21,"DeWitt","White",259,NA,NA
2021-02-21,"DeWitt","Other",51,NA,NA
2021-02-21,"DeWitt","Unknown",221,NA,NA
2021-02-28,"DeWitt","Asian",2,16,NA
2021-02-28,"DeWitt","Black",20,40,NA
2021-02-28,"DeWitt","Hispanic",39,123,NA
2021-02-28,"DeWitt","White",369,818,NA
2021-02-28,"DeWitt","Other",59,118,NA
2021-02-28,"DeWitt","Unknown",319,463,NA
2021-03-07,"DeWitt","Asian",2,19,NA
2021-03-07,"DeWitt","Black",29,107,NA
2021-03-07,"DeWitt","Hispanic",59,331,NA
2021-03-07,"DeWitt","White",507,1513,NA
2021-03-07,"DeWitt","Other",68,128,NA
2021-03-07,"DeWitt","Unknown",326,400,NA
2021-03-07,"DeWitt","Asian",2,19,NA
2021-03-07,"DeWitt","Black",29,107,NA
2021-03-07,"DeWitt","Hispanic",59,331,NA
2021-03-07,"DeWitt","White",507,1513,NA
2021-03-07,"DeWitt","Other",68,128,NA
2021-03-07,"DeWitt","Unknown",326,400,NA
2021-02-14,"Dickens","Asian",0,NA,NA
2021-02-14,"Dickens","Hispanic",0,NA,NA
2021-02-14,"Dickens","White",8,NA,NA
2021-02-14,"Dickens","Other",1,NA,NA
2021-02-14,"Dickens","Unknown",13,NA,NA
2021-02-21,"Dickens","Asian",0,NA,NA
2021-02-21,"Dickens","Hispanic",0,NA,NA
2021-02-21,"Dickens","White",19,NA,NA
2021-02-21,"Dickens","Other",3,NA,NA
2021-02-21,"Dickens","Unknown",18,NA,NA
2021-02-28,"Dickens","Asian",1,1,NA
2021-02-28,"Dickens","Black",0,3,NA
2021-02-28,"Dickens","Hispanic",1,33,NA
2021-02-28,"Dickens","White",30,167,NA
2021-02-28,"Dickens","Other",4,10,NA
2021-02-28,"Dickens","Unknown",26,167,NA
2021-03-07,"Dickens","Asian",2,2,NA
2021-03-07,"Dickens","Black",0,3,NA
2021-03-07,"Dickens","Hispanic",7,38,NA
2021-03-07,"Dickens","White",116,245,NA
2021-03-07,"Dickens","Other",4,11,NA
2021-03-07,"Dickens","Unknown",25,82,NA
2021-03-07,"Dickens","Asian",2,2,NA
2021-03-07,"Dickens","Black",0,3,NA
2021-03-07,"Dickens","Hispanic",7,38,NA
2021-03-07,"Dickens","White",116,245,NA
2021-03-07,"Dickens","Other",4,11,NA
2021-03-07,"Dickens","Unknown",25,82,NA
2021-02-14,"Dimmit","Asian",8,NA,NA
2021-02-14,"Dimmit","Black",3,NA,NA
2021-02-14,"Dimmit","Hispanic",11,NA,NA
2021-02-14,"Dimmit","White",36,NA,NA
2021-02-14,"Dimmit","Other",33,NA,NA
2021-02-14,"Dimmit","Unknown",109,NA,NA
2021-02-21,"Dimmit","Asian",12,NA,NA
2021-02-21,"Dimmit","Black",7,NA,NA
2021-02-21,"Dimmit","Hispanic",573,NA,NA
2021-02-21,"Dimmit","White",79,NA,NA
2021-02-21,"Dimmit","Other",50,NA,NA
2021-02-21,"Dimmit","Unknown",337,NA,NA
2021-02-28,"Dimmit","Asian",13,14,NA
2021-02-28,"Dimmit","Black",12,14,NA
2021-02-28,"Dimmit","Hispanic",809,1675,NA
2021-02-28,"Dimmit","White",92,172,NA
2021-02-28,"Dimmit","Other",54,99,NA
2021-02-28,"Dimmit","Unknown",376,1009,NA
2021-03-07,"Dimmit","Asian",18,20,NA
2021-03-07,"Dimmit","Black",16,18,NA
2021-03-07,"Dimmit","Hispanic",1200,2068,NA
2021-03-07,"Dimmit","White",123,200,NA
2021-03-07,"Dimmit","Other",61,97,NA
2021-03-07,"Dimmit","Unknown",414,777,NA
2021-03-07,"Dimmit","Asian",18,20,NA
