"Date","TSA","TSA_Name","TSA_Combined","Population_DSHS","Ventilators_Available","Hospitalizations_Total","Hospitalizations_General","Hospitalizations_ICU","Beds_Available_Total","Beds_Occupied_Total","Beds_Occupied_ICU"
2020-06-26,"P","San Antonio","P - San Antonio",2945792,NA,675,505,170,1106,119,4532
2020-06-26,"Q","Houston","Q - Houston",6688587,NA,1606,1107,499,1940,159,11435
2020-06-26,"R","Galveston","R - Galveston",1309237,NA,271,210,61,357,9,1515
2020-06-26,"S","Victoria","S - Victoria",186672,NA,30,23,7,190,19,363
2020-06-26,"T","Laredo","T - Laredo",295669,NA,42,22,20,100,11,330
2020-06-26,"U","Corpus Christi","U - Corpus Christi",630897,NA,85,58,27,297,14,1105
2020-06-26,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,NA,405,310,95,361,27,2252
2020-06-27,"A","Amarillo","A - Amarillo",440127,NA,21,12,9,457,29,700
2020-06-27,"B","Lubbock","B - Lubbock",513580,NA,42,20,22,346,28,966
2020-06-27,"C","Wichita Falls","C - Wichita Falls",219793,NA,8,5,3,255,14,333
2020-06-27,"D","Abilene","D - Abilene",306972,NA,7,2,5,453,18,569
2020-06-27,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,NA,1248,855,393,2765,456,12008
2020-06-27,"F","Paris","F - Paris",273329,NA,35,22,13,770,92,585
2020-06-27,"G","Longview/Tyler","G - Longview/Tyler",968611,NA,75,42,33,541,92,1510
2020-06-27,"H","Lufkin","H - Lufkin",272151,NA,32,25,7,194,21,344
2020-06-27,"I","El Paso","I - El Paso",881765,NA,136,72,64,437,43,1441
2020-06-27,"J","Midland/Odessa","J - Midland/Odessa",526736,NA,56,33,23,488,29,771
2020-06-27,"K","San Angelo","K - San Angelo",179457,NA,15,12,3,144,10,284
2020-06-27,"L","Belton/Killeen","L - Belton/Killeen",507311,NA,40,23,17,229,14,806
2020-06-27,"M","Waco","M - Waco",330048,NA,14,4,10,181,10,428
2020-06-27,"N","Bryan/College Station","N - Bryan/College Station",360335,NA,50,41,9,164,15,332
2020-06-27,"O","Austin","O - Austin",2375407,NA,337,216,121,805,86,2690
2020-06-27,"P","San Antonio","P - San Antonio",2945792,NA,814,580,234,1132,116,5075
2020-06-27,"Q","Houston","Q - Houston",6688587,NA,1691,1151,540,2134,179,11255
2020-06-27,"R","Galveston","R - Galveston",1309237,NA,297,227,70,404,13,1497
2020-06-27,"S","Victoria","S - Victoria",186672,NA,16,11,5,210,19,95
2020-06-27,"T","Laredo","T - Laredo",295669,NA,44,24,20,91,10,320
2020-06-27,"U","Corpus Christi","U - Corpus Christi",630897,NA,94,68,26,306,12,1083
2020-06-27,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,NA,451,351,100,387,27,2226
2020-06-28,"A","Amarillo","A - Amarillo",440127,NA,20,11,9,419,41,652
2020-06-28,"B","Lubbock","B - Lubbock",513580,NA,51,30,21,347,27,917
2020-06-28,"C","Wichita Falls","C - Wichita Falls",219793,NA,9,6,3,238,14,318
2020-06-28,"D","Abilene","D - Abilene",306972,NA,9,3,6,461,24,546
2020-06-28,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,NA,1261,881,380,2789,444,11554
2020-06-28,"F","Paris","F - Paris",273329,NA,34,20,14,794,94,528
2020-06-28,"G","Longview/Tyler","G - Longview/Tyler",968611,NA,72,39,33,521,90,1377
2020-06-28,"H","Lufkin","H - Lufkin",272151,NA,30,24,6,209,19,313
2020-06-28,"I","El Paso","I - El Paso",881765,NA,147,79,68,470,41,1404
2020-06-28,"J","Midland/Odessa","J - Midland/Odessa",526736,NA,58,37,21,475,26,757
2020-06-28,"K","San Angelo","K - San Angelo",179457,NA,15,13,2,173,12,258
2020-06-28,"L","Belton/Killeen","L - Belton/Killeen",507311,NA,34,21,13,299,31,757
2020-06-28,"M","Waco","M - Waco",330048,NA,17,6,11,221,12,387
2020-06-28,"N","Bryan/College Station","N - Bryan/College Station",360335,NA,50,41,9,177,15,310
2020-06-28,"O","Austin","O - Austin",2375407,NA,343,223,120,795,84,2530
2020-06-28,"P","San Antonio","P - San Antonio",2945792,NA,778,574,204,1066,115,4544
2020-06-28,"Q","Houston","Q - Houston",6688587,NA,1642,1126,516,1919,169,9828
2020-06-28,"R","Galveston","R - Galveston",1309237,NA,268,192,76,324,9,1249
2020-06-28,"S","Victoria","S - Victoria",186672,NA,40,32,8,195,30,315
2020-06-28,"T","Laredo","T - Laredo",295669,NA,50,27,23,104,10,307
2020-06-28,"U","Corpus Christi","U - Corpus Christi",630897,NA,107,75,32,308,10,990
2020-06-28,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,NA,462,353,109,447,38,2109
2020-06-29,"A","Amarillo","A - Amarillo",440127,NA,22,12,10,389,51,648
2020-06-29,"B","Lubbock","B - Lubbock",513580,NA,49,28,21,357,34,863
2020-06-29,"C","Wichita Falls","C - Wichita Falls",219793,NA,12,6,6,237,14,307
2020-06-29,"D","Abilene","D - Abilene",306972,NA,9,3,6,398,14,407
2020-06-29,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,NA,1288,918,370,2937,431,11101
2020-06-29,"F","Paris","F - Paris",273329,NA,35,21,14,798,93,542
2020-06-29,"G","Longview/Tyler","G - Longview/Tyler",968611,NA,85,48,37,603,96,1308
2020-06-29,"H","Lufkin","H - Lufkin",272151,NA,31,26,5,228,10,273
2020-06-29,"I","El Paso","I - El Paso",881765,NA,149,85,64,484,42,1336
2020-06-29,"J","Midland/Odessa","J - Midland/Odessa",526736,NA,54,35,19,534,38,726
2020-06-29,"K","San Angelo","K - San Angelo",179457,NA,15,13,2,195,14,226
2020-06-29,"L","Belton/Killeen","L - Belton/Killeen",507311,NA,34,20,14,304,32,744
2020-06-29,"M","Waco","M - Waco",330048,NA,24,9,15,219,13,356
2020-06-29,"N","Bryan/College Station","N - Bryan/College Station",360335,NA,50,42,8,188,20,304
2020-06-29,"O","Austin","O - Austin",2375407,NA,373,248,125,848,88,2265
2020-06-29,"P","San Antonio","P - San Antonio",2945792,NA,935,663,272,1271,152,4184
2020-06-29,"Q","Houston","Q - Houston",6688587,NA,1767,1197,570,2348,169,9749
2020-06-29,"R","Galveston","R - Galveston",1309237,NA,298,208,90,402,13,1378
2020-06-29,"S","Victoria","S - Victoria",186672,NA,45,36,9,174,22,324
2020-06-29,"T","Laredo","T - Laredo",295669,NA,54,28,26,95,11,311
2020-06-29,"U","Corpus Christi","U - Corpus Christi",630897,NA,109,78,31,291,9,961
2020-06-29,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,NA,475,361,114,525,45,2106
2020-06-30,"A","Amarillo","A - Amarillo",440127,NA,25,15,10,399,47,633
2020-06-30,"B","Lubbock","B - Lubbock",513580,NA,58,32,26,368,35,886
2020-06-30,"C","Wichita Falls","C - Wichita Falls",219793,NA,11,5,6,254,18,300
2020-06-30,"D","Abilene","D - Abilene",306972,NA,10,2,8,424,15,495
2020-06-30,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,NA,1375,979,396,2959,442,11046
2020-06-30,"F","Paris","F - Paris",273329,NA,37,22,15,803,95,563
2020-06-30,"G","Longview/Tyler","G - Longview/Tyler",968611,NA,85,51,34,579,85,1273
2020-06-30,"H","Lufkin","H - Lufkin",272151,NA,30,24,6,236,12,314
2020-06-30,"I","El Paso","I - El Paso",881765,NA,160,91,69,458,38,1316
2020-06-30,"J","Midland/Odessa","J - Midland/Odessa",526736,NA,58,34,24,528,36,790
2020-06-30,"K","San Angelo","K - San Angelo",179457,NA,15,13,2,195,13,248
2020-06-30,"L","Belton/Killeen","L - Belton/Killeen",507311,NA,31,17,14,247,18,745
2020-06-30,"M","Waco","M - Waco",330048,NA,29,15,14,221,20,355
2020-06-30,"N","Bryan/College Station","N - Bryan/College Station",360335,NA,56,45,11,181,20,309
2020-06-30,"O","Austin","O - Austin",2375407,NA,388,253,135,782,97,2383
2020-06-30,"P","San Antonio","P - San Antonio",2945792,NA,1010,742,268,1229,137,4300
2020-06-30,"Q","Houston","Q - Houston",6688587,NA,2059,1463,596,2449,183,10372
2020-06-30,"R","Galveston","R - Galveston",1309237,NA,303,239,64,346,10,1433
2020-06-30,"S","Victoria","S - Victoria",186672,NA,50,32,18,161,23,345
2020-06-30,"T","Laredo","T - Laredo",295669,NA,71,42,29,91,9,331
2020-06-30,"U","Corpus Christi","U - Corpus Christi",630897,NA,127,88,39,292,10,977
2020-06-30,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,NA,545,435,110,509,42,2141
2020-07-01,"A","Amarillo","A - Amarillo",440127,114,25,15,10,355,38,684
2020-07-01,"B","Lubbock","B - Lubbock",513580,122,72,44,28,340,26,932
2020-07-01,"C","Wichita Falls","C - Wichita Falls",219793,39,11,5,6,254,17,310
2020-07-01,"D","Abilene","D - Abilene",306972,59,10,1,9,435,16,529
2020-07-01,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1330,1411,992,419,3184,455,11759
2020-07-01,"F","Paris","F - Paris",273329,84,38,21,17,782,92,578
2020-07-01,"G","Longview/Tyler","G - Longview/Tyler",968611,235,79,50,29,559,87,1404
2020-07-01,"H","Lufkin","H - Lufkin",272151,104,35,25,10,188,10,337
2020-07-01,"I","El Paso","I - El Paso",881765,269,177,107,70,422,39,1426
2020-07-01,"J","Midland/Odessa","J - Midland/Odessa",526736,214,59,40,19,458,34,829
2020-07-01,"K","San Angelo","K - San Angelo",179457,34,15,13,2,177,13,285
2020-07-01,"L","Belton/Killeen","L - Belton/Killeen",507311,101,40,27,13,237,17,798
2020-07-01,"M","Waco","M - Waco",330048,62,31,12,19,186,18,403
2020-07-01,"N","Bryan/College Station","N - Bryan/College Station",360335,44,54,44,10,144,10,347
2020-07-01,"O","Austin","O - Austin",2375407,376,404,267,137,768,96,2558
2020-07-01,"P","San Antonio","P - San Antonio",2945792,523,1091,814,277,1066,122,4488
2020-07-01,"Q","Houston","Q - Houston",6688587,1252,2139,1515,624,2049,162,11078
2020-07-01,"R","Galveston","R - Galveston",1309237,216,318,248,70,313,10,1486
2020-07-01,"S","Victoria","S - Victoria",186672,46,62,48,14,165,16,384
2020-07-01,"T","Laredo","T - Laredo",295669,57,82,54,28,78,9,358
2020-07-01,"U","Corpus Christi","U - Corpus Christi",630897,163,163,112,51,315,8,1064
2020-07-01,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,178,588,457,131,419,27,2296
2020-07-02,"A","Amarillo","A - Amarillo",440127,115,27,17,10,417,39,718
2020-07-02,"B","Lubbock","B - Lubbock",513580,120,74,43,31,324,22,972
2020-07-02,"C","Wichita Falls","C - Wichita Falls",219793,39,10,6,4,238,16,330
2020-07-02,"D","Abilene","D - Abilene",306972,48,10,2,8,387,8,482
2020-07-02,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1249,1499,1053,446,2463,327,12240
2020-07-02,"F","Paris","F - Paris",273329,83,38,19,19,796,94,600
2020-07-02,"G","Longview/Tyler","G - Longview/Tyler",968611,236,91,57,34,484,79,1583
2020-07-02,"H","Lufkin","H - Lufkin",272151,114,38,30,8,179,11,366
2020-07-02,"I","El Paso","I - El Paso",881765,266,180,106,74,388,28,1431
2020-07-02,"J","Midland/Odessa","J - Midland/Odessa",526736,213,60,41,19,495,32,822
2020-07-02,"K","San Angelo","K - San Angelo",179457,30,33,29,4,170,13,296
2020-07-02,"L","Belton/Killeen","L - Belton/Killeen",507311,132,47,31,16,245,30,785
2020-07-02,"M","Waco","M - Waco",330048,64,32,12,20,171,14,433
2020-07-02,"N","Bryan/College Station","N - Bryan/College Station",360335,39,57,48,9,153,14,367
2020-07-02,"O","Austin","O - Austin",2375407,361,426,267,159,646,74,2644
2020-07-02,"P","San Antonio","P - San Antonio",2945792,522,1170,854,316,1297,170,4448
2020-07-02,"Q","Houston","Q - Houston",6688587,1260,2250,1596,654,1776,121,11307
2020-07-02,"R","Galveston","R - Galveston",1309237,168,315,238,77,375,18,1519
2020-07-02,"S","Victoria","S - Victoria",186672,45,68,50,18,147,12,400
2020-07-02,"T","Laredo","T - Laredo",295669,55,91,62,29,77,9,382
2020-07-02,"U","Corpus Christi","U - Corpus Christi",630897,154,173,115,58,312,8,1118
2020-07-02,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,178,693,551,142,443,42,2444
2020-07-03,"A","Amarillo","A - Amarillo",440127,109,23,11,12,414,35,730
2020-07-03,"B","Lubbock","B - Lubbock",513580,142,98,59,39,308,22,982
2020-07-03,"C","Wichita Falls","C - Wichita Falls",219793,39,10,6,4,241,13,332
2020-07-03,"D","Abilene","D - Abilene",306972,48,13,4,9,380,8,506
2020-07-03,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1274,1534,1081,453,2508,330,12232
2020-07-03,"F","Paris","F - Paris",273329,78,43,20,23,824,99,612
2020-07-03,"G","Longview/Tyler","G - Longview/Tyler",968611,225,96,66,30,500,89,1550
2020-07-03,"H","Lufkin","H - Lufkin",272151,98,38,29,9,201,10,366
2020-07-03,"I","El Paso","I - El Paso",881765,262,193,124,69,409,48,1440
2020-07-03,"J","Midland/Odessa","J - Midland/Odessa",526736,218,72,42,30,476,22,827
2020-07-03,"K","San Angelo","K - San Angelo",179457,34,26,20,6,162,13,296
2020-07-03,"L","Belton/Killeen","L - Belton/Killeen",507311,138,51,37,14,240,31,790
2020-07-03,"M","Waco","M - Waco",330048,57,29,11,18,185,17,411
2020-07-03,"N","Bryan/College Station","N - Bryan/College Station",360335,43,67,56,11,154,10,370
2020-07-03,"O","Austin","O - Austin",2375407,344,459,291,168,791,64,2626
2020-07-03,"P","San Antonio","P - San Antonio",2945792,513,1196,877,319,927,111,4439
2020-07-03,"Q","Houston","Q - Houston",6688587,1289,2257,1590,667,2067,128,11157
2020-07-03,"R","Galveston","R - Galveston",1309237,174,308,234,74,430,33,1546
2020-07-03,"S","Victoria","S - Victoria",186672,43,78,56,22,146,21,404
2020-07-03,"T","Laredo","T - Laredo",295669,54,100,70,30,87,12,360
2020-07-03,"U","Corpus Christi","U - Corpus Christi",630897,141,208,145,63,315,9,1098
2020-07-03,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,165,753,592,161,369,36,2545
2020-07-04,"A","Amarillo","A - Amarillo",440127,109,23,11,12,407,35,731
2020-07-04,"B","Lubbock","B - Lubbock",513580,140,88,51,37,382,36,915
2020-07-04,"C","Wichita Falls","C - Wichita Falls",219793,38,10,6,4,229,13,331
2020-07-04,"D","Abilene","D - Abilene",306972,58,18,9,9,427,19,474
2020-07-04,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1258,1531,1066,465,2692,352,11787
2020-07-04,"F","Paris","F - Paris",273329,79,46,26,20,819,99,584
2020-07-04,"G","Longview/Tyler","G - Longview/Tyler",968611,231,113,72,41,554,89,1480
2020-07-04,"H","Lufkin","H - Lufkin",272151,97,40,28,12,234,8,346
2020-07-04,"I","El Paso","I - El Paso",881765,268,200,129,71,411,56,1393
2020-07-04,"J","Midland/Odessa","J - Midland/Odessa",526736,212,81,47,34,508,26,790
2020-07-04,"K","San Angelo","K - San Angelo",179457,29,28,21,7,188,10,290
2020-07-04,"L","Belton/Killeen","L - Belton/Killeen",507311,158,55,40,15,291,25,770
2020-07-04,"M","Waco","M - Waco",330048,56,29,10,19,204,20,401
2020-07-04,"N","Bryan/College Station","N - Bryan/College Station",360335,42,64,50,14,155,10,363
2020-07-04,"O","Austin","O - Austin",2375407,374,461,286,175,753,70,2632
2020-07-04,"P","San Antonio","P - San Antonio",2945792,496,1208,859,349,1008,125,3891
2020-07-04,"Q","Houston","Q - Houston",6688587,1220,2369,1692,677,2388,194,11174
2020-07-04,"R","Galveston","R - Galveston",1309237,196,300,227,73,304,12,1477
2020-07-04,"S","Victoria","S - Victoria",186672,40,94,65,29,133,15,397
2020-07-04,"T","Laredo","T - Laredo",295669,55,95,65,30,91,8,347
2020-07-04,"U","Corpus Christi","U - Corpus Christi",630897,146,217,157,60,321,12,1065
2020-07-04,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,177,820,635,185,408,36,2614
2020-07-05,"A","Amarillo","A - Amarillo",440127,108,26,13,13,399,35,699
2020-07-05,"B","Lubbock","B - Lubbock",513580,144,93,52,41,413,35,841
2020-07-05,"C","Wichita Falls","C - Wichita Falls",219793,43,19,13,6,240,15,313
2020-07-05,"D","Abilene","D - Abilene",306972,58,22,13,9,429,22,436
2020-07-05,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1244,1562,1085,477,3047,351,11149
2020-07-05,"F","Paris","F - Paris",273329,80,49,26,23,815,99,504
2020-07-05,"G","Longview/Tyler","G - Longview/Tyler",968611,251,116,80,36,577,104,1365
2020-07-05,"H","Lufkin","H - Lufkin",272151,103,46,36,10,227,8,310
2020-07-05,"I","El Paso","I - El Paso",881765,248,211,140,71,418,54,1340
2020-07-05,"J","Midland/Odessa","J - Midland/Odessa",526736,208,91,54,37,453,16,731
2020-07-05,"K","San Angelo","K - San Angelo",179457,39,27,20,7,184,9,288
2020-07-05,"L","Belton/Killeen","L - Belton/Killeen",507311,133,62,46,16,309,17,720
2020-07-05,"M","Waco","M - Waco",330048,53,31,13,18,205,18,355
2020-07-05,"N","Bryan/College Station","N - Bryan/College Station",360335,43,57,43,14,177,14,318
2020-07-05,"O","Austin","O - Austin",2375407,368,469,294,175,810,86,2462
2020-07-05,"P","San Antonio","P - San Antonio",2945792,506,1274,927,347,1025,119,4339
2020-07-05,"Q","Houston","Q - Houston",6688587,1220,2442,1712,730,2473,139,10681
2020-07-05,"R","Galveston","R - Galveston",1309237,182,334,240,94,311,7,1435
2020-07-05,"S","Victoria","S - Victoria",186672,45,97,72,25,85,7,379
2020-07-05,"T","Laredo","T - Laredo",295669,49,90,59,31,80,8,329
2020-07-05,"U","Corpus Christi","U - Corpus Christi",630897,139,227,161,66,327,14,1038
2020-07-05,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,149,836,633,203,303,26,2532
2020-07-06,"A","Amarillo","A - Amarillo",440127,106,31,17,14,356,43,646
2020-07-06,"B","Lubbock","B - Lubbock",513580,134,86,45,41,391,23,827
2020-07-06,"C","Wichita Falls","C - Wichita Falls",219793,43,21,16,5,264,12,294
2020-07-06,"D","Abilene","D - Abilene",306972,51,33,22,11,307,17,401
2020-07-06,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1266,1607,1127,480,2907,369,10626
2020-07-06,"F","Paris","F - Paris",273329,73,51,28,23,770,98,450
2020-07-06,"G","Longview/Tyler","G - Longview/Tyler",968611,241,121,88,33,533,97,1274
2020-07-06,"H","Lufkin","H - Lufkin",272151,98,46,35,11,247,10,288
2020-07-06,"I","El Paso","I - El Paso",881765,245,218,148,70,399,54,1299
2020-07-06,"J","Midland/Odessa","J - Midland/Odessa",526736,211,90,49,41,530,28,733
2020-07-06,"K","San Angelo","K - San Angelo",179457,38,28,21,7,185,9,233
2020-07-06,"L","Belton/Killeen","L - Belton/Killeen",507311,122,61,47,14,315,18,690
2020-07-06,"M","Waco","M - Waco",330048,56,31,13,18,205,21,341
2020-07-06,"N","Bryan/College Station","N - Bryan/College Station",360335,44,52,40,12,193,14,308
2020-07-06,"O","Austin","O - Austin",2375407,358,485,341,144,813,79,2344
2020-07-06,"P","San Antonio","P - San Antonio",2945792,515,1313,931,382,830,110,4175
2020-07-06,"Q","Houston","Q - Houston",6688587,1192,2656,1900,756,2429,154,10143
2020-07-06,"R","Galveston","R - Galveston",1309237,166,364,270,94,299,6,1437
2020-07-06,"S","Victoria","S - Victoria",186672,45,108,81,27,95,9,374
2020-07-06,"T","Laredo","T - Laredo",295669,46,93,58,35,64,5,334
2020-07-06,"U","Corpus Christi","U - Corpus Christi",630897,117,249,167,82,353,7,1052
2020-07-06,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,133,954,737,217,367,43,2559
2020-07-07,"A","Amarillo","A - Amarillo",440127,112,38,24,14,392,42,636
2020-07-07,"B","Lubbock","B - Lubbock",513580,134,97,53,44,389,21,852
2020-07-07,"C","Wichita Falls","C - Wichita Falls",219793,43,22,17,5,243,15,239
2020-07-07,"D","Abilene","D - Abilene",306972,59,22,10,12,465,24,430
2020-07-07,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1213,1704,1192,512,2715,320,11008
2020-07-07,"F","Paris","F - Paris",273329,81,52,32,20,816,101,508
2020-07-07,"G","Longview/Tyler","G - Longview/Tyler",968611,245,146,106,40,612,99,1375
2020-07-07,"H","Lufkin","H - Lufkin",272151,78,55,35,20,210,10,309
2020-07-07,"I","El Paso","I - El Paso",881765,248,246,175,71,386,47,1305
2020-07-07,"J","Midland/Odessa","J - Midland/Odessa",526736,213,85,48,37,581,27,582
2020-07-07,"K","San Angelo","K - San Angelo",179457,27,37,25,12,168,8,241
2020-07-07,"L","Belton/Killeen","L - Belton/Killeen",507311,119,69,51,18,252,18,708
2020-07-07,"M","Waco","M - Waco",330048,51,33,11,22,193,11,347
2020-07-07,"N","Bryan/College Station","N - Bryan/College Station",360335,39,53,47,6,202,15,312
2020-07-07,"O","Austin","O - Austin",2375407,347,550,402,148,769,85,2294
2020-07-07,"P","San Antonio","P - San Antonio",2945792,481,1350,973,377,867,101,4181
2020-07-07,"Q","Houston","Q - Houston",6688587,1194,2699,1937,762,2121,118,10725
2020-07-07,"R","Galveston","R - Galveston",1309237,203,408,312,96,351,2,1464
2020-07-07,"S","Victoria","S - Victoria",186672,45,117,88,29,113,8,385
2020-07-07,"T","Laredo","T - Laredo",295669,44,103,64,39,79,6,344
2020-07-07,"U","Corpus Christi","U - Corpus Christi",630897,125,303,207,96,325,4,1082
2020-07-07,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,182,1097,819,278,676,66,2492
2020-07-08,"A","Amarillo","A - Amarillo",440127,114,38,24,14,352,37,653
2020-07-08,"B","Lubbock","B - Lubbock",513580,136,109,62,47,335,16,933
2020-07-08,"C","Wichita Falls","C - Wichita Falls",219793,43,28,23,5,218,14,335
2020-07-08,"D","Abilene","D - Abilene",306972,59,24,12,12,475,23,521
2020-07-08,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1226,1809,1272,537,2451,296,11769
2020-07-08,"F","Paris","F - Paris",273329,85,53,33,20,803,100,563
2020-07-08,"G","Longview/Tyler","G - Longview/Tyler",968611,256,148,104,44,509,90,1532
2020-07-08,"H","Lufkin","H - Lufkin",272151,88,52,33,19,169,10,347
2020-07-08,"I","El Paso","I - El Paso",881765,260,259,184,75,381,33,1471
2020-07-08,"J","Midland/Odessa","J - Midland/Odessa",526736,211,87,49,38,547,27,611
2020-07-08,"K","San Angelo","K - San Angelo",179457,23,36,26,10,142,9,260
2020-07-08,"L","Belton/Killeen","L - Belton/Killeen",507311,125,76,58,18,231,13,792
2020-07-08,"M","Waco","M - Waco",330048,50,38,14,24,205,7,363
2020-07-08,"N","Bryan/College Station","N - Bryan/College Station",360335,35,61,56,5,181,12,328
2020-07-08,"O","Austin","O - Austin",2375407,349,534,377,157,693,59,2599
2020-07-08,"P","San Antonio","P - San Antonio",2945792,478,1414,1020,394,720,96,4552
2020-07-08,"Q","Houston","Q - Houston",6688587,1172,2700,1944,756,1868,128,11230
2020-07-08,"R","Galveston","R - Galveston",1309237,192,421,316,105,355,1,1551
2020-07-08,"S","Victoria","S - Victoria",186672,37,106,77,29,134,13,409
2020-07-08,"T","Laredo","T - Laredo",295669,45,110,71,39,65,5,376
2020-07-08,"U","Corpus Christi","U - Corpus Christi",630897,129,328,222,106,317,3,1079
2020-07-08,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,175,1179,903,276,424,25,2742
2020-07-09,"A","Amarillo","A - Amarillo",440127,113,41,25,16,418,38,680
2020-07-09,"B","Lubbock","B - Lubbock",513580,144,117,69,48,329,20,1058
2020-07-09,"C","Wichita Falls","C - Wichita Falls",219793,43,33,27,6,218,15,346
2020-07-09,"D","Abilene","D - Abilene",306972,62,24,12,12,468,22,549
2020-07-09,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1193,1826,1265,561,2293,244,12168
2020-07-09,"F","Paris","F - Paris",273329,86,58,38,20,786,88,618
2020-07-09,"G","Longview/Tyler","G - Longview/Tyler",968611,245,151,103,48,477,87,1585
2020-07-09,"H","Lufkin","H - Lufkin",272151,79,59,38,21,157,6,371
2020-07-09,"I","El Paso","I - El Paso",881765,251,260,179,81,372,35,1533
2020-07-09,"J","Midland/Odessa","J - Midland/Odessa",526736,213,101,58,43,551,27,779
2020-07-09,"K","San Angelo","K - San Angelo",179457,27,47,38,9,176,24,247
2020-07-09,"L","Belton/Killeen","L - Belton/Killeen",507311,152,75,59,16,264,28,814
2020-07-09,"M","Waco","M - Waco",330048,46,45,21,24,195,7,436
2020-07-09,"N","Bryan/College Station","N - Bryan/College Station",360335,44,63,55,8,156,9,355
2020-07-09,"O","Austin","O - Austin",2375407,351,504,319,185,672,63,2727
2020-07-09,"P","San Antonio","P - San Antonio",2945792,458,1442,1016,426,729,77,4711
2020-07-09,"Q","Houston","Q - Houston",6688587,1149,2742,1964,778,1838,114,11505
2020-07-09,"R","Galveston","R - Galveston",1309237,195,333,229,104,257,1,1608
2020-07-09,"S","Victoria","S - Victoria",186672,35,114,85,29,111,12,424
2020-07-09,"T","Laredo","T - Laredo",295669,49,116,82,34,85,12,384
2020-07-09,"U","Corpus Christi","U - Corpus Christi",630897,111,322,204,118,308,3,1062
2020-07-09,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,178,1216,925,291,436,21,2746
2020-07-10,"A","Amarillo","A - Amarillo",440127,118,46,28,18,418,39,708
2020-07-10,"B","Lubbock","B - Lubbock",513580,138,115,58,57,302,19,1073
2020-07-10,"C","Wichita Falls","C - Wichita Falls",219793,43,32,23,9,228,15,347
2020-07-10,"D","Abilene","D - Abilene",306972,48,20,13,7,324,9,475
2020-07-10,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1138,1872,1311,561,2142,259,12352
2020-07-10,"F","Paris","F - Paris",273329,79,66,42,24,794,92,613
2020-07-10,"G","Longview/Tyler","G - Longview/Tyler",968611,241,162,112,50,461,85,1541
2020-07-10,"H","Lufkin","H - Lufkin",272151,94,64,38,26,133,7,377
2020-07-10,"I","El Paso","I - El Paso",881765,259,261,177,84,368,34,1485
2020-07-10,"J","Midland/Odessa","J - Midland/Odessa",526736,204,106,57,49,485,16,788
2020-07-10,"K","San Angelo","K - San Angelo",179457,36,49,39,10,175,13,266
2020-07-10,"L","Belton/Killeen","L - Belton/Killeen",507311,129,73,53,20,236,26,819
2020-07-10,"M","Waco","M - Waco",330048,47,45,21,24,191,3,452
2020-07-10,"N","Bryan/College Station","N - Bryan/College Station",360335,36,58,48,10,166,12,359
2020-07-10,"O","Austin","O - Austin",2375407,348,486,335,151,651,64,2758
2020-07-10,"P","San Antonio","P - San Antonio",2945792,435,1439,1030,409,733,97,4618
2020-07-10,"Q","Houston","Q - Houston",6688587,1151,2826,1993,833,1768,98,11583
2020-07-10,"R","Galveston","R - Galveston",1309237,195,385,299,86,262,9,1596
2020-07-10,"S","Victoria","S - Victoria",186672,39,140,86,54,107,10,439
2020-07-10,"T","Laredo","T - Laredo",295669,54,123,85,38,78,8,393
2020-07-10,"U","Corpus Christi","U - Corpus Christi",630897,128,341,229,112,296,3,1154
2020-07-10,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,167,1293,1002,291,380,22,2747
