"Date","TSA","TSA_Name","TSA_Combined","Population_DSHS","Ventilators_Available","Hospitalizations_Total","Hospitalizations_General","Hospitalizations_ICU","Beds_Available_Total","Beds_Occupied_Total","Beds_Occupied_ICU"
2020-08-26,"K","San Angelo","K - San Angelo",179457,56,42,30,12,407,29,247
2020-08-26,"L","Belton/Killeen","L - Belton/Killeen",507311,96,59,42,17,256,31,767
2020-08-26,"M","Waco","M - Waco",330048,52,49,30,19,123,7,403
2020-08-26,"N","Bryan/College Station","N - Bryan/College Station",360335,60,20,19,1,134,6,305
2020-08-26,"O","Austin","O - Austin",2375407,493,182,106,75,623,64,2530
2020-08-26,"P","San Antonio","P - San Antonio",2945792,802,503,300,196,1004,206,4150
2020-08-26,"Q","Houston","Q - Houston",6688587,1350,1004,655,348,2098,128,11301
2020-08-26,"R","Galveston","R - Galveston",1309237,231,223,151,72,280,22,1374
2020-08-26,"S","Victoria","S - Victoria",186672,69,92,57,35,168,22,306
2020-08-26,"T","Laredo","T - Laredo",295669,70,153,92,61,52,5,415
2020-08-26,"U","Corpus Christi","U - Corpus Christi",630897,205,246,169,77,462,7,1005
2020-08-26,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,390,610,374,229,1004,106,1791
2020-08-27,"A","Amarillo","A - Amarillo",440127,143,49,28,20,624,55,616
2020-08-27,"B","Lubbock","B - Lubbock",513580,213,82,45,37,441,34,1018
2020-08-27,"C","Wichita Falls","C - Wichita Falls",219793,104,24,18,6,322,12,352
2020-08-27,"D","Abilene","D - Abilene",306972,76,27,12,15,363,15,474
2020-08-27,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1711,910,594,295,1904,309,11343
2020-08-27,"F","Paris","F - Paris",273329,80,72,49,23,213,12,637
2020-08-27,"G","Longview/Tyler","G - Longview/Tyler",968611,293,198,132,66,407,42,1669
2020-08-27,"H","Lufkin","H - Lufkin",272151,101,62,39,23,157,14,345
2020-08-27,"I","El Paso","I - El Paso",881765,257,134,81,50,483,62,1285
2020-08-27,"J","Midland/Odessa","J - Midland/Odessa",526736,219,61,44,17,564,31,721
2020-08-27,"K","San Angelo","K - San Angelo",179457,58,35,25,10,407,29,286
2020-08-27,"L","Belton/Killeen","L - Belton/Killeen",507311,95,45,27,18,246,26,809
2020-08-27,"M","Waco","M - Waco",330048,54,44,25,19,120,6,415
2020-08-27,"N","Bryan/College Station","N - Bryan/College Station",360335,59,20,19,1,106,4,320
2020-08-27,"O","Austin","O - Austin",2375407,490,172,95,76,553,45,2568
2020-08-27,"P","San Antonio","P - San Antonio",2945792,806,496,284,206,960,202,4321
2020-08-27,"Q","Houston","Q - Houston",6688587,1328,860,549,304,1912,131,10337
2020-08-27,"R","Galveston","R - Galveston",1309237,298,147,101,46,353,28,1176
2020-08-27,"S","Victoria","S - Victoria",186672,69,93,59,34,166,22,313
2020-08-27,"T","Laredo","T - Laredo",295669,63,155,91,64,46,5,430
2020-08-27,"U","Corpus Christi","U - Corpus Christi",630897,202,215,136,79,460,8,1008
2020-08-27,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,389,588,354,227,1014,101,1755
2020-08-28,"A","Amarillo","A - Amarillo",440127,144,51,33,18,629,57,621
2020-08-28,"B","Lubbock","B - Lubbock",513580,214,78,42,36,489,33,952
2020-08-28,"C","Wichita Falls","C - Wichita Falls",219793,103,27,21,6,316,11,353
2020-08-28,"D","Abilene","D - Abilene",306972,74,23,10,13,659,15,523
2020-08-28,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1700,880,560,300,1827,279,11636
2020-08-28,"F","Paris","F - Paris",273329,79,72,48,24,203,17,656
2020-08-28,"G","Longview/Tyler","G - Longview/Tyler",968611,269,199,132,67,408,40,1632
2020-08-28,"H","Lufkin","H - Lufkin",272151,105,51,30,21,146,20,335
2020-08-28,"I","El Paso","I - El Paso",881765,266,139,83,52,480,55,1311
2020-08-28,"J","Midland/Odessa","J - Midland/Odessa",526736,224,64,47,17,550,33,739
2020-08-28,"K","San Angelo","K - San Angelo",179457,70,35,27,8,407,29,274
2020-08-28,"L","Belton/Killeen","L - Belton/Killeen",507311,96,41,27,14,254,26,805
2020-08-28,"M","Waco","M - Waco",330048,55,40,21,19,105,6,413
2020-08-28,"N","Bryan/College Station","N - Bryan/College Station",360335,61,20,18,2,122,5,334
2020-08-28,"O","Austin","O - Austin",2375407,478,169,96,72,520,51,2639
2020-08-28,"P","San Antonio","P - San Antonio",2945792,816,486,281,199,965,200,4370
2020-08-28,"Q","Houston","Q - Houston",6688587,1291,861,527,333,2320,139,10733
2020-08-28,"R","Galveston","R - Galveston",1309237,242,152,112,40,608,59,1082
2020-08-28,"S","Victoria","S - Victoria",186672,74,92,61,31,129,22,325
2020-08-28,"T","Laredo","T - Laredo",295669,58,147,87,60,40,8,430
2020-08-28,"U","Corpus Christi","U - Corpus Christi",630897,206,209,138,71,466,19,1012
2020-08-28,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,403,586,335,245,992,110,1886
2020-08-29,"A","Amarillo","A - Amarillo",440127,147,49,31,18,634,60,619
2020-08-29,"B","Lubbock","B - Lubbock",513580,234,86,55,31,442,29,963
2020-08-29,"C","Wichita Falls","C - Wichita Falls",219793,102,21,15,6,319,14,366
2020-08-29,"D","Abilene","D - Abilene",306972,71,26,12,14,320,1,551
2020-08-29,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1698,883,578,285,1950,299,11545
2020-08-29,"F","Paris","F - Paris",273329,81,69,48,21,214,20,643
2020-08-29,"G","Longview/Tyler","G - Longview/Tyler",968611,253,204,139,65,459,36,1608
2020-08-29,"H","Lufkin","H - Lufkin",272151,111,60,39,21,177,18,309
2020-08-29,"I","El Paso","I - El Paso",881765,267,137,85,49,420,25,1355
2020-08-29,"J","Midland/Odessa","J - Midland/Odessa",526736,236,62,45,17,539,31,722
2020-08-29,"K","San Angelo","K - San Angelo",179457,67,32,26,6,406,29,270
2020-08-29,"L","Belton/Killeen","L - Belton/Killeen",507311,98,43,27,16,265,30,820
2020-08-29,"M","Waco","M - Waco",330048,57,43,23,20,108,6,405
2020-08-29,"N","Bryan/College Station","N - Bryan/College Station",360335,60,23,19,4,140,4,319
2020-08-29,"O","Austin","O - Austin",2375407,483,161,96,65,589,54,2609
2020-08-29,"P","San Antonio","P - San Antonio",2945792,828,435,240,187,1009,194,4330
2020-08-29,"Q","Houston","Q - Houston",6688587,1345,848,532,315,2595,184,10850
2020-08-29,"R","Galveston","R - Galveston",1309237,219,148,101,47,598,54,1130
2020-08-29,"S","Victoria","S - Victoria",186672,63,87,58,29,146,25,350
2020-08-29,"T","Laredo","T - Laredo",295669,67,138,77,61,41,8,411
2020-08-29,"U","Corpus Christi","U - Corpus Christi",630897,256,169,97,72,450,12,1014
2020-08-29,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,419,549,328,217,987,107,1911
2020-08-30,"A","Amarillo","A - Amarillo",440127,145,47,31,16,664,54,622
2020-08-30,"B","Lubbock","B - Lubbock",513580,229,82,51,30,470,26,942
2020-08-30,"C","Wichita Falls","C - Wichita Falls",219793,105,24,19,5,327,17,358
2020-08-30,"D","Abilene","D - Abilene",306972,76,27,14,13,305,4,540
2020-08-30,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1712,851,546,289,2104,288,11225
2020-08-30,"F","Paris","F - Paris",273329,83,67,38,29,212,16,634
2020-08-30,"G","Longview/Tyler","G - Longview/Tyler",968611,252,206,140,66,494,36,1626
2020-08-30,"H","Lufkin","H - Lufkin",272151,94,51,35,16,137,13,305
2020-08-30,"I","El Paso","I - El Paso",881765,295,132,77,53,427,24,1373
2020-08-30,"J","Midland/Odessa","J - Midland/Odessa",526736,228,58,41,17,539,50,693
2020-08-30,"K","San Angelo","K - San Angelo",179457,71,35,30,5,407,29,259
2020-08-30,"L","Belton/Killeen","L - Belton/Killeen",507311,99,46,27,16,265,29,813
2020-08-30,"M","Waco","M - Waco",330048,57,40,21,19,123,7,423
2020-08-30,"N","Bryan/College Station","N - Bryan/College Station",360335,58,24,18,6,134,6,315
2020-08-30,"O","Austin","O - Austin",2375407,481,163,93,70,652,59,2568
2020-08-30,"P","San Antonio","P - San Antonio",2945792,831,425,242,176,1060,187,4200
2020-08-30,"Q","Houston","Q - Houston",6688587,1335,788,488,299,2307,175,10401
2020-08-30,"R","Galveston","R - Galveston",1309237,242,159,111,48,511,44,1200
2020-08-30,"S","Victoria","S - Victoria",186672,64,86,57,29,151,20,353
2020-08-30,"T","Laredo","T - Laredo",295669,69,135,74,61,55,4,392
2020-08-30,"U","Corpus Christi","U - Corpus Christi",630897,226,181,118,63,461,23,1017
2020-08-30,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,422,545,327,213,1028,113,1854
2020-08-31,"A","Amarillo","A - Amarillo",440127,145,47,31,16,682,54,619
2020-08-31,"B","Lubbock","B - Lubbock",513580,220,87,58,27,451,28,944
2020-08-31,"C","Wichita Falls","C - Wichita Falls",219793,103,22,17,5,328,14,366
2020-08-31,"D","Abilene","D - Abilene",306972,70,29,14,15,309,4,475
2020-08-31,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1711,831,531,285,2232,320,11250
2020-08-31,"F","Paris","F - Paris",273329,81,64,33,31,258,13,612
2020-08-31,"G","Longview/Tyler","G - Longview/Tyler",968611,255,213,144,69,490,45,1579
2020-08-31,"H","Lufkin","H - Lufkin",272151,102,52,33,19,154,14,330
2020-08-31,"I","El Paso","I - El Paso",881765,287,123,69,53,434,28,1344
2020-08-31,"J","Midland/Odessa","J - Midland/Odessa",526736,230,58,41,17,588,51,643
2020-08-31,"K","San Angelo","K - San Angelo",179457,78,30,25,5,408,29,255
2020-08-31,"L","Belton/Killeen","L - Belton/Killeen",507311,100,42,27,15,281,32,805
2020-08-31,"M","Waco","M - Waco",330048,58,39,19,20,150,12,376
2020-08-31,"N","Bryan/College Station","N - Bryan/College Station",360335,56,22,17,5,138,5,298
2020-08-31,"O","Austin","O - Austin",2375407,492,163,98,65,690,72,2358
2020-08-31,"P","San Antonio","P - San Antonio",2945792,831,417,250,161,1096,182,4018
2020-08-31,"Q","Houston","Q - Houston",6688587,1288,872,562,306,2309,171,10594
2020-08-31,"R","Galveston","R - Galveston",1309237,233,168,117,51,250,21,1356
2020-08-31,"S","Victoria","S - Victoria",186672,64,83,55,28,158,24,330
2020-08-31,"T","Laredo","T - Laredo",295669,67,133,72,61,57,4,384
2020-08-31,"U","Corpus Christi","U - Corpus Christi",630897,205,163,101,62,509,30,1020
2020-08-31,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,427,545,332,209,990,123,1797
2020-09-01,"A","Amarillo","A - Amarillo",440127,145,46,30,16,664,53,631
2020-09-01,"B","Lubbock","B - Lubbock",513580,219,85,58,26,480,46,926
2020-09-01,"C","Wichita Falls","C - Wichita Falls",219793,103,29,23,6,327,14,335
2020-09-01,"D","Abilene","D - Abilene",306972,70,30,15,15,291,4,460
2020-09-01,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1765,845,555,272,2217,320,10809
2020-09-01,"F","Paris","F - Paris",273329,78,74,45,29,238,12,626
2020-09-01,"G","Longview/Tyler","G - Longview/Tyler",968611,266,222,150,71,428,33,1561
2020-09-01,"H","Lufkin","H - Lufkin",272151,98,53,33,20,134,12,355
2020-09-01,"I","El Paso","I - El Paso",881765,272,130,75,54,430,41,1294
2020-09-01,"J","Midland/Odessa","J - Midland/Odessa",526736,216,66,46,20,675,43,652
2020-09-01,"K","San Angelo","K - San Angelo",179457,79,27,22,5,412,29,247
2020-09-01,"L","Belton/Killeen","L - Belton/Killeen",507311,100,47,27,20,267,31,783
2020-09-01,"M","Waco","M - Waco",330048,63,38,20,18,149,14,375
2020-09-01,"N","Bryan/College Station","N - Bryan/College Station",360335,55,20,16,4,167,3,295
2020-09-01,"O","Austin","O - Austin",2375407,505,160,98,62,730,101,2383
2020-09-01,"P","San Antonio","P - San Antonio",2945792,824,427,257,158,1133,181,4111
2020-09-01,"Q","Houston","Q - Houston",6688587,1349,799,527,272,2151,179,10865
2020-09-01,"R","Galveston","R - Galveston",1309237,267,166,118,48,262,22,1375
2020-09-01,"S","Victoria","S - Victoria",186672,63,82,55,27,154,20,351
2020-09-01,"T","Laredo","T - Laredo",295669,70,132,71,61,48,9,382
2020-09-01,"U","Corpus Christi","U - Corpus Christi",630897,233,162,105,57,456,32,1015
2020-09-01,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,436,504,301,199,1004,129,1766
2020-09-02,"A","Amarillo","A - Amarillo",440127,140,48,31,17,620,49,617
2020-09-02,"B","Lubbock","B - Lubbock",513580,219,89,61,27,412,36,925
2020-09-02,"C","Wichita Falls","C - Wichita Falls",219793,111,28,24,4,314,16,356
2020-09-02,"D","Abilene","D - Abilene",306972,70,36,18,18,300,3,551
2020-09-02,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1741,828,541,273,1930,283,11431
2020-09-02,"F","Paris","F - Paris",273329,70,77,46,31,243,16,644
2020-09-02,"G","Longview/Tyler","G - Longview/Tyler",968611,255,220,148,71,379,28,1673
2020-09-02,"H","Lufkin","H - Lufkin",272151,96,55,34,21,116,11,384
2020-09-02,"I","El Paso","I - El Paso",881765,295,126,72,54,404,27,1335
2020-09-02,"J","Midland/Odessa","J - Midland/Odessa",526736,217,61,43,18,608,36,724
2020-09-02,"K","San Angelo","K - San Angelo",179457,85,28,23,5,411,29,248
2020-09-02,"L","Belton/Killeen","L - Belton/Killeen",507311,101,50,31,19,281,32,791
2020-09-02,"M","Waco","M - Waco",330048,55,37,21,16,153,10,390
2020-09-02,"N","Bryan/College Station","N - Bryan/College Station",360335,60,22,17,5,139,2,335
2020-09-02,"O","Austin","O - Austin",2375407,506,156,94,61,579,67,2444
2020-09-02,"P","San Antonio","P - San Antonio",2945792,872,429,256,159,1018,175,4308
2020-09-02,"Q","Houston","Q - Houston",6688587,1315,807,506,292,1882,118,11805
2020-09-02,"R","Galveston","R - Galveston",1309237,246,185,131,54,252,26,1453
2020-09-02,"S","Victoria","S - Victoria",186672,65,76,52,24,157,22,321
2020-09-02,"T","Laredo","T - Laredo",295669,68,131,71,60,40,11,405
2020-09-02,"U","Corpus Christi","U - Corpus Christi",630897,231,162,101,61,472,17,1018
2020-09-02,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,434,498,308,186,1042,123,1807
2020-09-03,"A","Amarillo","A - Amarillo",440127,146,51,31,19,631,56,643
2020-09-03,"B","Lubbock","B - Lubbock",513580,220,82,57,25,381,30,928
2020-09-03,"C","Wichita Falls","C - Wichita Falls",219793,111,29,25,4,308,15,362
2020-09-03,"D","Abilene","D - Abilene",306972,72,37,17,19,299,5,548
2020-09-03,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1757,801,536,251,1782,282,11790
2020-09-03,"F","Paris","F - Paris",273329,71,77,48,29,248,16,651
2020-09-03,"G","Longview/Tyler","G - Longview/Tyler",968611,257,220,147,73,387,30,1718
2020-09-03,"H","Lufkin","H - Lufkin",272151,98,64,44,20,144,13,374
2020-09-03,"I","El Paso","I - El Paso",881765,298,122,73,48,415,27,1361
2020-09-03,"J","Midland/Odessa","J - Midland/Odessa",526736,220,55,36,19,663,39,728
2020-09-03,"K","San Angelo","K - San Angelo",179457,84,22,17,5,403,29,283
2020-09-03,"L","Belton/Killeen","L - Belton/Killeen",507311,98,47,29,18,258,31,841
2020-09-03,"M","Waco","M - Waco",330048,53,39,23,16,145,9,414
2020-09-03,"N","Bryan/College Station","N - Bryan/College Station",360335,61,20,14,6,152,4,341
2020-09-03,"O","Austin","O - Austin",2375407,494,138,79,57,653,76,2489
2020-09-03,"P","San Antonio","P - San Antonio",2945792,837,422,243,167,999,186,4386
2020-09-03,"Q","Houston","Q - Houston",6688587,1291,800,514,277,1800,120,12616
2020-09-03,"R","Galveston","R - Galveston",1309237,234,189,134,55,205,15,1532
2020-09-03,"S","Victoria","S - Victoria",186672,67,78,51,27,133,15,334
2020-09-03,"T","Laredo","T - Laredo",295669,68,128,69,59,38,10,431
2020-09-03,"U","Corpus Christi","U - Corpus Christi",630897,234,155,97,58,481,19,1026
2020-09-03,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,430,499,314,181,1029,122,1817
2020-09-04,"A","Amarillo","A - Amarillo",440127,146,54,33,19,638,56,651
2020-09-04,"B","Lubbock","B - Lubbock",513580,229,76,53,22,383,28,581
2020-09-04,"C","Wichita Falls","C - Wichita Falls",219793,109,25,21,4,308,15,364
2020-09-04,"D","Abilene","D - Abilene",306972,75,31,15,15,306,9,539
2020-09-04,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1758,778,537,227,1794,315,11869
2020-09-04,"F","Paris","F - Paris",273329,83,72,43,29,261,17,620
2020-09-04,"G","Longview/Tyler","G - Longview/Tyler",968611,258,218,144,74,408,25,1695
2020-09-04,"H","Lufkin","H - Lufkin",272151,96,53,34,19,160,7,368
2020-09-04,"I","El Paso","I - El Paso",881765,294,106,57,49,448,35,1372
2020-09-04,"J","Midland/Odessa","J - Midland/Odessa",526736,224,64,41,23,621,37,732
2020-09-04,"K","San Angelo","K - San Angelo",179457,84,31,26,5,403,29,283
2020-09-04,"L","Belton/Killeen","L - Belton/Killeen",507311,96,50,30,20,272,29,863
2020-09-04,"M","Waco","M - Waco",330048,58,41,26,15,120,4,427
2020-09-04,"N","Bryan/College Station","N - Bryan/College Station",360335,65,26,21,5,167,7,324
2020-09-04,"O","Austin","O - Austin",2375407,504,141,79,59,620,84,2502
2020-09-04,"P","San Antonio","P - San Antonio",2945792,838,395,230,155,984,184,4359
2020-09-04,"Q","Houston","Q - Houston",6688587,1224,755,458,296,1841,159,11929
2020-09-04,"R","Galveston","R - Galveston",1309237,224,167,116,51,203,16,1429
2020-09-04,"S","Victoria","S - Victoria",186672,68,69,44,25,158,20,308
2020-09-04,"T","Laredo","T - Laredo",295669,64,117,57,60,45,10,414
2020-09-04,"U","Corpus Christi","U - Corpus Christi",630897,241,162,104,58,428,34,1070
2020-09-04,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,437,458,285,170,1045,124,1806
2020-09-05,"A","Amarillo","A - Amarillo",440127,145,55,32,21,633,58,645
2020-09-05,"B","Lubbock","B - Lubbock",513580,234,75,49,26,437,38,881
2020-09-05,"C","Wichita Falls","C - Wichita Falls",219793,115,24,22,2,299,15,345
2020-09-05,"D","Abilene","D - Abilene",306972,76,30,16,14,311,7,508
2020-09-05,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1766,893,612,267,1896,305,11645
2020-09-05,"F","Paris","F - Paris",273329,85,74,41,33,265,20,623
2020-09-05,"G","Longview/Tyler","G - Longview/Tyler",968611,261,201,132,69,419,33,1641
2020-09-05,"H","Lufkin","H - Lufkin",272151,95,53,31,22,137,9,343
2020-09-05,"I","El Paso","I - El Paso",881765,295,107,61,45,436,33,1360
2020-09-05,"J","Midland/Odessa","J - Midland/Odessa",526736,221,65,43,22,637,48,724
2020-09-05,"K","San Angelo","K - San Angelo",179457,85,27,25,2,402,29,281
2020-09-05,"L","Belton/Killeen","L - Belton/Killeen",507311,107,59,38,21,267,27,874
2020-09-05,"M","Waco","M - Waco",330048,61,42,27,15,178,2,373
2020-09-05,"N","Bryan/College Station","N - Bryan/College Station",360335,63,24,19,5,152,10,321
2020-09-05,"O","Austin","O - Austin",2375407,502,144,84,58,605,86,2485
2020-09-05,"P","San Antonio","P - San Antonio",2945792,834,387,230,145,926,188,4377
2020-09-05,"Q","Houston","Q - Houston",6688587,1285,750,473,277,1887,140,11977
2020-09-05,"R","Galveston","R - Galveston",1309237,233,177,118,59,239,14,1583
2020-09-05,"S","Victoria","S - Victoria",186672,64,66,40,26,163,23,303
2020-09-05,"T","Laredo","T - Laredo",295669,68,114,55,59,36,3,398
2020-09-05,"U","Corpus Christi","U - Corpus Christi",630897,252,159,107,52,484,39,1038
2020-09-05,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,419,447,274,169,1059,120,1817
2020-09-06,"A","Amarillo","A - Amarillo",440127,145,56,33,21,638,58,642
2020-09-06,"B","Lubbock","B - Lubbock",513580,237,64,38,26,527,42,814
2020-09-06,"C","Wichita Falls","C - Wichita Falls",219793,117,26,24,2,308,12,346
2020-09-06,"D","Abilene","D - Abilene",306972,78,23,11,12,333,6,451
2020-09-06,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1774,761,499,247,2091,324,11308
2020-09-06,"F","Paris","F - Paris",273329,85,74,45,29,418,20,624
2020-09-06,"G","Longview/Tyler","G - Longview/Tyler",968611,245,185,120,65,469,28,1527
2020-09-06,"H","Lufkin","H - Lufkin",272151,106,52,32,20,170,12,331
2020-09-06,"I","El Paso","I - El Paso",881765,299,105,59,45,473,32,1309
2020-09-06,"J","Midland/Odessa","J - Midland/Odessa",526736,222,65,42,23,628,43,669
2020-09-06,"K","San Angelo","K - San Angelo",179457,84,28,26,2,398,29,278
2020-09-06,"L","Belton/Killeen","L - Belton/Killeen",507311,100,51,30,21,273,30,843
2020-09-06,"M","Waco","M - Waco",330048,58,42,30,12,177,9,358
2020-09-06,"N","Bryan/College Station","N - Bryan/College Station",360335,65,23,16,7,207,9,282
2020-09-06,"O","Austin","O - Austin",2375407,504,136,82,53,610,85,2596
2020-09-06,"P","San Antonio","P - San Antonio",2945792,837,383,223,151,1003,189,4214
2020-09-06,"Q","Houston","Q - Houston",6688587,1283,705,437,263,2085,139,12072
2020-09-06,"R","Galveston","R - Galveston",1309237,260,182,126,56,340,20,1507
2020-09-06,"S","Victoria","S - Victoria",186672,65,58,35,23,165,17,310
2020-09-06,"T","Laredo","T - Laredo",295669,67,118,59,59,37,3,387
2020-09-06,"U","Corpus Christi","U - Corpus Christi",630897,248,157,108,49,523,40,1001
2020-09-06,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,401,421,255,162,1047,121,1808
2020-09-07,"A","Amarillo","A - Amarillo",440127,145,57,33,21,652,57,644
2020-09-07,"B","Lubbock","B - Lubbock",513580,236,66,41,25,597,68,788
