"Date","County","Age","Gender","Fully_Vaccinated","At_Least_One_Vaccinated"
2021-02-14,"San Saba","65-79 years","Unknown",NA,NA
2021-02-14,"San Saba","80+ years","Unknown",NA,NA
2021-02-14,"San Saba","Unknown","Unknown",NA,NA
2021-02-21,"San Saba","16-49 years","Female",12,NA
2021-02-21,"San Saba","50-64 years","Female",12,NA
2021-02-21,"San Saba","65-79 years","Female",11,NA
2021-02-21,"San Saba","80+ years","Female",1,NA
2021-02-21,"San Saba","Unknown","Female",0,NA
2021-02-21,"San Saba","16-49 years","Male",9,NA
2021-02-21,"San Saba","50-64 years","Male",6,NA
2021-02-21,"San Saba","65-79 years","Male",19,NA
2021-02-21,"San Saba","80+ years","Male",1,NA
2021-02-21,"San Saba","Unknown","Male",NA,NA
2021-02-21,"San Saba","16-49 years","Unknown",NA,NA
2021-02-21,"San Saba","50-64 years","Unknown",NA,NA
2021-02-21,"San Saba","65-79 years","Unknown",NA,NA
2021-02-21,"San Saba","80+ years","Unknown",NA,NA
2021-02-21,"San Saba","Unknown","Unknown",NA,NA
2021-02-28,"San Saba","16-49 years","Female",15,26
2021-02-28,"San Saba","50-64 years","Female",13,28
2021-02-28,"San Saba","65-79 years","Female",18,65
2021-02-28,"San Saba","80+ years","Female",4,36
2021-02-28,"San Saba","Unknown","Female",0,1
2021-02-28,"San Saba","16-49 years","Male",11,17
2021-02-28,"San Saba","50-64 years","Male",9,13
2021-02-28,"San Saba","65-79 years","Male",27,79
2021-02-28,"San Saba","80+ years","Male",5,27
2021-02-28,"San Saba","Unknown","Male",NA,NA
2021-02-28,"San Saba","16-49 years","Unknown",NA,NA
2021-02-28,"San Saba","50-64 years","Unknown",NA,NA
2021-02-28,"San Saba","65-79 years","Unknown",NA,NA
2021-02-28,"San Saba","80+ years","Unknown",NA,NA
2021-02-28,"San Saba","Unknown","Unknown",NA,NA
2021-03-07,"San Saba","16-49 years","Female",16,30
2021-03-07,"San Saba","16-49 years","Male",12,21
2021-03-07,"San Saba","50-64 years","Female",18,37
2021-03-07,"San Saba","50-64 years","Male",9,22
2021-03-07,"San Saba","65-79 years","Female",34,87
2021-03-07,"San Saba","65-79 years","Male",43,100
2021-03-07,"San Saba","80+ years","Female",9,42
2021-03-07,"San Saba","80+ years","Male",9,30
2021-03-07,"San Saba","Unknown","Female",0,1
2021-03-07,"San Saba","16-49 years","Female",16,30
2021-03-07,"San Saba","16-49 years","Male",12,21
2021-03-07,"San Saba","50-64 years","Female",18,37
2021-03-07,"San Saba","50-64 years","Male",9,22
2021-03-07,"San Saba","65-79 years","Female",34,87
2021-03-07,"San Saba","65-79 years","Male",43,100
2021-03-07,"San Saba","80+ years","Female",9,42
2021-03-07,"San Saba","80+ years","Male",9,30
2021-03-07,"San Saba","Unknown","Female",0,1
2021-02-14,"Schleicher","16-49 years","Female",15,NA
2021-02-14,"Schleicher","50-64 years","Female",12,NA
2021-02-14,"Schleicher","65-79 years","Female",13,NA
2021-02-14,"Schleicher","80+ years","Female",4,NA
2021-02-14,"Schleicher","16-49 years","Male",3,NA
2021-02-14,"Schleicher","50-64 years","Male",5,NA
2021-02-14,"Schleicher","65-79 years","Male",13,NA
2021-02-14,"Schleicher","80+ years","Male",7,NA
2021-02-14,"Schleicher","16-49 years","Unknown",NA,NA
2021-02-14,"Schleicher","50-64 years","Unknown",NA,NA
2021-02-14,"Schleicher","65-79 years","Unknown",NA,NA
2021-02-14,"Schleicher","80+ years","Unknown",NA,NA
2021-02-21,"Schleicher","16-49 years","Female",19,NA
2021-02-21,"Schleicher","50-64 years","Female",16,NA
2021-02-21,"Schleicher","65-79 years","Female",25,NA
2021-02-21,"Schleicher","80+ years","Female",12,NA
2021-02-21,"Schleicher","16-49 years","Male",5,NA
2021-02-21,"Schleicher","50-64 years","Male",8,NA
2021-02-21,"Schleicher","65-79 years","Male",22,NA
2021-02-21,"Schleicher","80+ years","Male",13,NA
2021-02-21,"Schleicher","16-49 years","Unknown",NA,NA
2021-02-21,"Schleicher","50-64 years","Unknown",NA,NA
2021-02-21,"Schleicher","65-79 years","Unknown",NA,NA
2021-02-21,"Schleicher","80+ years","Unknown",NA,NA
2021-02-28,"Schleicher","16-49 years","Female",22,53
2021-02-28,"Schleicher","50-64 years","Female",20,61
2021-02-28,"Schleicher","65-79 years","Female",36,105
2021-02-28,"Schleicher","80+ years","Female",14,28
2021-02-28,"Schleicher","16-49 years","Male",5,28
2021-02-28,"Schleicher","50-64 years","Male",11,36
2021-02-28,"Schleicher","65-79 years","Male",34,105
2021-02-28,"Schleicher","80+ years","Male",14,24
2021-02-28,"Schleicher","16-49 years","Unknown",NA,NA
2021-02-28,"Schleicher","50-64 years","Unknown",NA,NA
2021-02-28,"Schleicher","65-79 years","Unknown",NA,NA
2021-02-28,"Schleicher","80+ years","Unknown",NA,NA
2021-03-07,"Schleicher","16-49 years","Female",30,71
2021-03-07,"Schleicher","16-49 years","Male",8,43
2021-03-07,"Schleicher","50-64 years","Female",25,80
2021-03-07,"Schleicher","50-64 years","Male",17,58
2021-03-07,"Schleicher","65-79 years","Female",58,127
2021-03-07,"Schleicher","65-79 years","Male",50,120
2021-03-07,"Schleicher","80+ years","Female",21,34
2021-03-07,"Schleicher","80+ years","Male",15,26
2021-03-07,"Schleicher","16-49 years","Female",30,71
2021-03-07,"Schleicher","16-49 years","Male",8,43
2021-03-07,"Schleicher","50-64 years","Female",25,80
2021-03-07,"Schleicher","50-64 years","Male",17,58
2021-03-07,"Schleicher","65-79 years","Female",58,127
2021-03-07,"Schleicher","65-79 years","Male",50,120
2021-03-07,"Schleicher","80+ years","Female",21,34
2021-03-07,"Schleicher","80+ years","Male",15,26
2021-02-14,"Scurry","16-49 years","Female",53,NA
2021-02-14,"Scurry","50-64 years","Female",15,NA
2021-02-14,"Scurry","65-79 years","Female",48,NA
2021-02-14,"Scurry","80+ years","Female",36,NA
2021-02-14,"Scurry","Unknown","Female",0,NA
2021-02-14,"Scurry","16-49 years","Male",30,NA
2021-02-14,"Scurry","50-64 years","Male",19,NA
2021-02-14,"Scurry","65-79 years","Male",37,NA
2021-02-14,"Scurry","80+ years","Male",25,NA
2021-02-14,"Scurry","Unknown","Male",0,NA
2021-02-14,"Scurry","16-49 years","Unknown",NA,NA
2021-02-14,"Scurry","50-64 years","Unknown",NA,NA
2021-02-14,"Scurry","65-79 years","Unknown",NA,NA
2021-02-14,"Scurry","80+ years","Unknown",NA,NA
2021-02-14,"Scurry","Unknown","Unknown",NA,NA
2021-02-21,"Scurry","16-49 years","Female",168,NA
2021-02-21,"Scurry","50-64 years","Female",171,NA
2021-02-21,"Scurry","65-79 years","Female",257,NA
2021-02-21,"Scurry","80+ years","Female",142,NA
2021-02-21,"Scurry","Unknown","Female",1,NA
2021-02-21,"Scurry","16-49 years","Male",107,NA
2021-02-21,"Scurry","50-64 years","Male",115,NA
2021-02-21,"Scurry","65-79 years","Male",242,NA
2021-02-21,"Scurry","80+ years","Male",86,NA
2021-02-21,"Scurry","Unknown","Male",0,NA
2021-02-21,"Scurry","16-49 years","Unknown",0,NA
2021-02-21,"Scurry","50-64 years","Unknown",0,NA
2021-02-21,"Scurry","65-79 years","Unknown",0,NA
2021-02-21,"Scurry","80+ years","Unknown",NA,NA
2021-02-21,"Scurry","Unknown","Unknown",NA,NA
2021-02-28,"Scurry","16-49 years","Female",198,327
2021-02-28,"Scurry","50-64 years","Female",219,380
2021-02-28,"Scurry","65-79 years","Female",313,460
2021-02-28,"Scurry","80+ years","Female",174,239
2021-02-28,"Scurry","Unknown","Female",1,4
2021-02-28,"Scurry","16-49 years","Male",130,208
2021-02-28,"Scurry","50-64 years","Male",155,308
2021-02-28,"Scurry","65-79 years","Male",284,402
2021-02-28,"Scurry","80+ years","Male",101,141
2021-02-28,"Scurry","Unknown","Male",0,2
2021-02-28,"Scurry","16-49 years","Unknown",0,1
2021-02-28,"Scurry","50-64 years","Unknown",0,1
2021-02-28,"Scurry","65-79 years","Unknown",1,2
2021-02-28,"Scurry","80+ years","Unknown",NA,NA
2021-02-28,"Scurry","Unknown","Unknown",NA,NA
2021-03-07,"Scurry","16-49 years","Female",205,354
2021-03-07,"Scurry","16-49 years","Male",138,232
2021-03-07,"Scurry","16-49 years","Unknown",0,1
2021-03-07,"Scurry","50-64 years","Female",233,410
2021-03-07,"Scurry","50-64 years","Male",168,330
2021-03-07,"Scurry","50-64 years","Unknown",0,1
2021-03-07,"Scurry","65-79 years","Female",325,487
2021-03-07,"Scurry","65-79 years","Male",294,441
2021-03-07,"Scurry","65-79 years","Unknown",1,2
2021-03-07,"Scurry","80+ years","Female",179,251
2021-03-07,"Scurry","80+ years","Male",102,145
2021-03-07,"Scurry","Unknown","Female",1,4
2021-03-07,"Scurry","Unknown","Male",0,2
2021-03-07,"Scurry","16-49 years","Female",205,354
2021-03-07,"Scurry","16-49 years","Male",138,232
2021-03-07,"Scurry","16-49 years","Unknown",0,1
2021-03-07,"Scurry","50-64 years","Female",233,410
2021-03-07,"Scurry","50-64 years","Male",168,330
2021-03-07,"Scurry","50-64 years","Unknown",0,1
2021-03-07,"Scurry","65-79 years","Female",325,487
2021-03-07,"Scurry","65-79 years","Male",294,441
2021-03-07,"Scurry","65-79 years","Unknown",1,2
2021-03-07,"Scurry","80+ years","Female",179,251
2021-03-07,"Scurry","80+ years","Male",102,145
2021-03-07,"Scurry","Unknown","Female",1,4
2021-03-07,"Scurry","Unknown","Male",0,2
2021-02-14,"Shackelford","16-49 years","Female",13,NA
2021-02-14,"Shackelford","50-64 years","Female",4,NA
2021-02-14,"Shackelford","65-79 years","Female",7,NA
2021-02-14,"Shackelford","80+ years","Female",1,NA
2021-02-14,"Shackelford","16-49 years","Male",6,NA
2021-02-14,"Shackelford","50-64 years","Male",2,NA
2021-02-14,"Shackelford","65-79 years","Male",3,NA
2021-02-14,"Shackelford","80+ years","Male",2,NA
2021-02-14,"Shackelford","16-49 years","Unknown",NA,NA
2021-02-14,"Shackelford","50-64 years","Unknown",NA,NA
2021-02-14,"Shackelford","65-79 years","Unknown",NA,NA
2021-02-14,"Shackelford","80+ years","Unknown",NA,NA
2021-02-21,"Shackelford","16-49 years","Female",14,NA
2021-02-21,"Shackelford","50-64 years","Female",6,NA
2021-02-21,"Shackelford","65-79 years","Female",12,NA
2021-02-21,"Shackelford","80+ years","Female",3,NA
2021-02-21,"Shackelford","16-49 years","Male",8,NA
2021-02-21,"Shackelford","50-64 years","Male",6,NA
2021-02-21,"Shackelford","65-79 years","Male",6,NA
2021-02-21,"Shackelford","80+ years","Male",4,NA
2021-02-21,"Shackelford","16-49 years","Unknown",NA,NA
2021-02-21,"Shackelford","50-64 years","Unknown",NA,NA
2021-02-21,"Shackelford","65-79 years","Unknown",NA,NA
2021-02-21,"Shackelford","80+ years","Unknown",NA,NA
2021-02-28,"Shackelford","16-49 years","Female",21,36
2021-02-28,"Shackelford","50-64 years","Female",9,45
2021-02-28,"Shackelford","65-79 years","Female",35,124
2021-02-28,"Shackelford","80+ years","Female",7,37
2021-02-28,"Shackelford","16-49 years","Male",10,16
2021-02-28,"Shackelford","50-64 years","Male",11,34
2021-02-28,"Shackelford","65-79 years","Male",20,94
2021-02-28,"Shackelford","80+ years","Male",11,35
2021-02-28,"Shackelford","16-49 years","Unknown",NA,NA
2021-02-28,"Shackelford","50-64 years","Unknown",NA,NA
2021-02-28,"Shackelford","65-79 years","Unknown",NA,NA
2021-02-28,"Shackelford","80+ years","Unknown",NA,NA
2021-03-07,"Shackelford","16-49 years","Female",21,45
2021-03-07,"Shackelford","16-49 years","Male",10,18
2021-03-07,"Shackelford","50-64 years","Female",14,59
2021-03-07,"Shackelford","50-64 years","Male",15,45
2021-03-07,"Shackelford","65-79 years","Female",50,134
2021-03-07,"Shackelford","65-79 years","Male",34,107
2021-03-07,"Shackelford","80+ years","Female",12,40
2021-03-07,"Shackelford","80+ years","Male",14,38
2021-03-07,"Shackelford","16-49 years","Female",21,45
2021-03-07,"Shackelford","16-49 years","Male",10,18
2021-03-07,"Shackelford","50-64 years","Female",14,59
2021-03-07,"Shackelford","50-64 years","Male",15,45
2021-03-07,"Shackelford","65-79 years","Female",50,134
2021-03-07,"Shackelford","65-79 years","Male",34,107
2021-03-07,"Shackelford","80+ years","Female",12,40
2021-03-07,"Shackelford","80+ years","Male",14,38
2021-02-14,"Shelby","16-49 years","Female",56,NA
2021-02-14,"Shelby","50-64 years","Female",56,NA
2021-02-14,"Shelby","65-79 years","Female",82,NA
2021-02-14,"Shelby","80+ years","Female",40,NA
2021-02-14,"Shelby","Unknown","Female",0,NA
2021-02-14,"Shelby","16-49 years","Male",17,NA
2021-02-14,"Shelby","50-64 years","Male",24,NA
2021-02-14,"Shelby","65-79 years","Male",85,NA
2021-02-14,"Shelby","80+ years","Male",25,NA
2021-02-14,"Shelby","Unknown","Male",NA,NA
2021-02-14,"Shelby","16-49 years","Unknown",NA,NA
2021-02-14,"Shelby","50-64 years","Unknown",NA,NA
2021-02-14,"Shelby","65-79 years","Unknown",NA,NA
2021-02-14,"Shelby","80+ years","Unknown",NA,NA
2021-02-14,"Shelby","Unknown","Unknown",NA,NA
2021-02-21,"Shelby","16-49 years","Female",83,NA
2021-02-21,"Shelby","50-64 years","Female",93,NA
2021-02-21,"Shelby","65-79 years","Female",134,NA
2021-02-21,"Shelby","80+ years","Female",76,NA
2021-02-21,"Shelby","Unknown","Female",0,NA
2021-02-21,"Shelby","16-49 years","Male",24,NA
2021-02-21,"Shelby","50-64 years","Male",47,NA
2021-02-21,"Shelby","65-79 years","Male",138,NA
2021-02-21,"Shelby","80+ years","Male",48,NA
2021-02-21,"Shelby","Unknown","Male",NA,NA
2021-02-21,"Shelby","16-49 years","Unknown",NA,NA
2021-02-21,"Shelby","50-64 years","Unknown",NA,NA
2021-02-21,"Shelby","65-79 years","Unknown",NA,NA
2021-02-21,"Shelby","80+ years","Unknown",NA,NA
2021-02-21,"Shelby","Unknown","Unknown",NA,NA
2021-02-28,"Shelby","16-49 years","Female",100,154
2021-02-28,"Shelby","50-64 years","Female",122,199
2021-02-28,"Shelby","65-79 years","Female",198,330
2021-02-28,"Shelby","80+ years","Female",117,175
2021-02-28,"Shelby","Unknown","Female",0,3
2021-02-28,"Shelby","16-49 years","Male",31,56
2021-02-28,"Shelby","50-64 years","Male",64,109
2021-02-28,"Shelby","65-79 years","Male",191,307
2021-02-28,"Shelby","80+ years","Male",79,117
2021-02-28,"Shelby","Unknown","Male",NA,NA
2021-02-28,"Shelby","16-49 years","Unknown",NA,NA
2021-02-28,"Shelby","50-64 years","Unknown",NA,NA
2021-02-28,"Shelby","65-79 years","Unknown",NA,NA
2021-02-28,"Shelby","80+ years","Unknown",NA,NA
2021-02-28,"Shelby","Unknown","Unknown",NA,NA
2021-03-07,"Shelby","16-49 years","Female",108,268
2021-03-07,"Shelby","16-49 years","Male",36,126
2021-03-07,"Shelby","50-64 years","Female",131,417
2021-03-07,"Shelby","50-64 years","Male",67,265
2021-03-07,"Shelby","50-64 years","Unknown",0,2
2021-03-07,"Shelby","65-79 years","Female",205,598
2021-03-07,"Shelby","65-79 years","Male",199,517
2021-03-07,"Shelby","65-79 years","Unknown",0,2
2021-03-07,"Shelby","80+ years","Female",129,262
2021-03-07,"Shelby","80+ years","Male",80,167
2021-03-07,"Shelby","80+ years","Unknown",0,2
2021-03-07,"Shelby","Unknown","Female",0,4
2021-03-07,"Shelby","16-49 years","Female",108,268
2021-03-07,"Shelby","16-49 years","Male",36,126
2021-03-07,"Shelby","50-64 years","Female",131,417
2021-03-07,"Shelby","50-64 years","Male",67,265
2021-03-07,"Shelby","50-64 years","Unknown",0,2
2021-03-07,"Shelby","65-79 years","Female",205,598
2021-03-07,"Shelby","65-79 years","Male",199,517
2021-03-07,"Shelby","65-79 years","Unknown",0,2
2021-03-07,"Shelby","80+ years","Female",129,262
2021-03-07,"Shelby","80+ years","Male",80,167
2021-03-07,"Shelby","80+ years","Unknown",0,2
2021-03-07,"Shelby","Unknown","Female",0,4
2021-02-14,"Sherman","16-49 years","Female",7,NA
2021-02-14,"Sherman","50-64 years","Female",6,NA
2021-02-14,"Sherman","65-79 years","Female",4,NA
2021-02-14,"Sherman","80+ years","Female",3,NA
2021-02-14,"Sherman","16-49 years","Male",3,NA
2021-02-14,"Sherman","50-64 years","Male",3,NA
2021-02-14,"Sherman","65-79 years","Male",4,NA
2021-02-14,"Sherman","80+ years","Male",1,NA
2021-02-14,"Sherman","16-49 years","Unknown",NA,NA
2021-02-14,"Sherman","50-64 years","Unknown",NA,NA
2021-02-14,"Sherman","65-79 years","Unknown",NA,NA
2021-02-14,"Sherman","80+ years","Unknown",0,NA
2021-02-21,"Sherman","16-49 years","Female",26,NA
2021-02-21,"Sherman","50-64 years","Female",30,NA
2021-02-21,"Sherman","65-79 years","Female",20,NA
2021-02-21,"Sherman","80+ years","Female",7,NA
2021-02-21,"Sherman","16-49 years","Male",17,NA
2021-02-21,"Sherman","50-64 years","Male",23,NA
2021-02-21,"Sherman","65-79 years","Male",18,NA
2021-02-21,"Sherman","80+ years","Male",5,NA
2021-02-21,"Sherman","16-49 years","Unknown",NA,NA
2021-02-21,"Sherman","50-64 years","Unknown",NA,NA
2021-02-21,"Sherman","65-79 years","Unknown",NA,NA
2021-02-21,"Sherman","80+ years","Unknown",0,NA
2021-02-28,"Sherman","16-49 years","Female",43,87
2021-02-28,"Sherman","50-64 years","Female",45,78
2021-02-28,"Sherman","65-79 years","Female",33,71
2021-02-28,"Sherman","80+ years","Female",11,27
2021-02-28,"Sherman","16-49 years","Male",31,88
2021-02-28,"Sherman","50-64 years","Male",40,78
2021-02-28,"Sherman","65-79 years","Male",32,69
2021-02-28,"Sherman","80+ years","Male",8,22
2021-02-28,"Sherman","16-49 years","Unknown",NA,NA
2021-02-28,"Sherman","50-64 years","Unknown",NA,NA
2021-02-28,"Sherman","65-79 years","Unknown",NA,NA
2021-02-28,"Sherman","80+ years","Unknown",1,1
2021-03-07,"Sherman","16-49 years","Female",68,98
2021-03-07,"Sherman","16-49 years","Male",59,101
2021-03-07,"Sherman","16-49 years","Unknown",0,1
2021-03-07,"Sherman","50-64 years","Female",66,90
2021-03-07,"Sherman","50-64 years","Male",60,91
2021-03-07,"Sherman","65-79 years","Female",52,81
2021-03-07,"Sherman","65-79 years","Male",51,83
2021-03-07,"Sherman","80+ years","Female",18,32
2021-03-07,"Sherman","80+ years","Male",19,24
2021-03-07,"Sherman","80+ years","Unknown",1,1
2021-03-07,"Sherman","16-49 years","Female",68,98
2021-03-07,"Sherman","16-49 years","Male",59,101
2021-03-07,"Sherman","16-49 years","Unknown",0,1
2021-03-07,"Sherman","50-64 years","Female",66,90
2021-03-07,"Sherman","50-64 years","Male",60,91
2021-03-07,"Sherman","65-79 years","Female",52,81
2021-03-07,"Sherman","65-79 years","Male",51,83
2021-03-07,"Sherman","80+ years","Female",18,32
2021-03-07,"Sherman","80+ years","Male",19,24
2021-03-07,"Sherman","80+ years","Unknown",1,1
2021-02-14,"Smith","16-49 years","Female",1594,NA
2021-02-14,"Smith","50-64 years","Female",1205,NA
2021-02-14,"Smith","65-79 years","Female",964,NA
2021-02-14,"Smith","80+ years","Female",330,NA
2021-02-14,"Smith","Unknown","Female",1,NA
2021-02-14,"Smith","16-49 years","Male",1056,NA
2021-02-14,"Smith","50-64 years","Male",763,NA
2021-02-14,"Smith","65-79 years","Male",893,NA
2021-02-14,"Smith","80+ years","Male",246,NA
2021-02-14,"Smith","Unknown","Male",0,NA
2021-02-14,"Smith","16-49 years","Unknown",16,NA
2021-02-14,"Smith","50-64 years","Unknown",2,NA
2021-02-14,"Smith","65-79 years","Unknown",14,NA
2021-02-14,"Smith","80+ years","Unknown",1,NA
2021-02-14,"Smith","Unknown","Unknown",NA,NA
2021-02-21,"Smith","16-49 years","Female",2266,NA
2021-02-21,"Smith","50-64 years","Female",1910,NA
2021-02-21,"Smith","65-79 years","Female",2584,NA
2021-02-21,"Smith","80+ years","Female",1001,NA
2021-02-21,"Smith","Unknown","Female",1,NA
2021-02-21,"Smith","16-49 years","Male",1463,NA
2021-02-21,"Smith","50-64 years","Male",1285,NA
2021-02-21,"Smith","65-79 years","Male",2213,NA
2021-02-21,"Smith","80+ years","Male",704,NA
2021-02-21,"Smith","Unknown","Male",0,NA
2021-02-21,"Smith","16-49 years","Unknown",20,NA
2021-02-21,"Smith","50-64 years","Unknown",4,NA
2021-02-21,"Smith","65-79 years","Unknown",12,NA
2021-02-21,"Smith","80+ years","Unknown",1,NA
2021-02-21,"Smith","Unknown","Unknown",NA,NA
2021-02-28,"Smith","16-49 years","Female",2873,4363
2021-02-28,"Smith","50-64 years","Female",2497,4042
2021-02-28,"Smith","65-79 years","Female",3422,6110
2021-02-28,"Smith","80+ years","Female",1334,2447
2021-02-28,"Smith","Unknown","Female",1,6
2021-02-28,"Smith","16-49 years","Male",1776,2607
2021-02-28,"Smith","50-64 years","Male",1668,2724
2021-02-28,"Smith","65-79 years","Male",2892,5126
2021-02-28,"Smith","80+ years","Male",964,1719
2021-02-28,"Smith","Unknown","Male",0,8
2021-02-28,"Smith","16-49 years","Unknown",21,23
2021-02-28,"Smith","50-64 years","Unknown",5,9
2021-02-28,"Smith","65-79 years","Unknown",12,13
2021-02-28,"Smith","80+ years","Unknown",1,2
2021-02-28,"Smith","Unknown","Unknown",NA,NA
2021-03-07,"Smith","16-49 years","Female",3375,4797
2021-03-07,"Smith","16-49 years","Male",2072,2867
2021-03-07,"Smith","16-49 years","Unknown",21,24
2021-03-07,"Smith","50-64 years","Female",3019,4520
2021-03-07,"Smith","50-64 years","Male",2073,3097
2021-03-07,"Smith","50-64 years","Unknown",5,8
2021-03-07,"Smith","65-79 years","Female",4526,6811
2021-03-07,"Smith","65-79 years","Male",3807,5658
2021-03-07,"Smith","65-79 years","Unknown",12,13
2021-03-07,"Smith","80+ years","Female",1669,2716
2021-03-07,"Smith","80+ years","Male",1236,1922
2021-03-07,"Smith","80+ years","Unknown",2,2
2021-03-07,"Smith","Unknown","Female",1,6
2021-03-07,"Smith","Unknown","Male",0,8
2021-03-07,"Smith","16-49 years","Female",3375,4797
2021-03-07,"Smith","16-49 years","Male",2072,2867
2021-03-07,"Smith","16-49 years","Unknown",21,24
2021-03-07,"Smith","50-64 years","Female",3019,4520
2021-03-07,"Smith","50-64 years","Male",2073,3097
2021-03-07,"Smith","50-64 years","Unknown",5,8
2021-03-07,"Smith","65-79 years","Female",4526,6811
2021-03-07,"Smith","65-79 years","Male",3807,5658
2021-03-07,"Smith","65-79 years","Unknown",12,13
2021-03-07,"Smith","80+ years","Female",1669,2716
2021-03-07,"Smith","80+ years","Male",1236,1922
2021-03-07,"Smith","80+ years","Unknown",2,2
2021-03-07,"Smith","Unknown","Female",1,6
2021-03-07,"Smith","Unknown","Male",0,8
2021-02-14,"Somervell","16-49 years","Female",58,NA
2021-02-14,"Somervell","50-64 years","Female",43,NA
2021-02-14,"Somervell","65-79 years","Female",19,NA
2021-02-14,"Somervell","80+ years","Female",10,NA
2021-02-14,"Somervell","Unknown","Female",0,NA
2021-02-14,"Somervell","16-49 years","Male",38,NA
2021-02-14,"Somervell","50-64 years","Male",17,NA
2021-02-14,"Somervell","65-79 years","Male",24,NA
2021-02-14,"Somervell","80+ years","Male",8,NA
2021-02-14,"Somervell","Unknown","Male",NA,NA
2021-02-14,"Somervell","16-49 years","Unknown",1,NA
2021-02-14,"Somervell","50-64 years","Unknown",0,NA
2021-02-14,"Somervell","65-79 years","Unknown",0,NA
2021-02-14,"Somervell","80+ years","Unknown",NA,NA
2021-02-14,"Somervell","Unknown","Unknown",NA,NA
2021-02-21,"Somervell","16-49 years","Female",66,NA
2021-02-21,"Somervell","50-64 years","Female",54,NA
2021-02-21,"Somervell","65-79 years","Female",40,NA
2021-02-21,"Somervell","80+ years","Female",12,NA
2021-02-21,"Somervell","Unknown","Female",0,NA
2021-02-21,"Somervell","16-49 years","Male",45,NA
2021-02-21,"Somervell","50-64 years","Male",23,NA
2021-02-21,"Somervell","65-79 years","Male",42,NA
2021-02-21,"Somervell","80+ years","Male",13,NA
2021-02-21,"Somervell","Unknown","Male",NA,NA
2021-02-21,"Somervell","16-49 years","Unknown",1,NA
2021-02-21,"Somervell","50-64 years","Unknown",1,NA
2021-02-21,"Somervell","65-79 years","Unknown",NA,NA
2021-02-21,"Somervell","80+ years","Unknown",NA,NA
2021-02-21,"Somervell","Unknown","Unknown",NA,NA
2021-02-28,"Somervell","16-49 years","Female",76,135
2021-02-28,"Somervell","50-64 years","Female",67,155
2021-02-28,"Somervell","65-79 years","Female",83,267
2021-02-28,"Somervell","80+ years","Female",25,97
2021-02-28,"Somervell","Unknown","Female",0,1
2021-02-28,"Somervell","16-49 years","Male",54,89
2021-02-28,"Somervell","50-64 years","Male",28,92
2021-02-28,"Somervell","65-79 years","Male",83,255
2021-02-28,"Somervell","80+ years","Male",22,67
2021-02-28,"Somervell","Unknown","Male",NA,NA
2021-02-28,"Somervell","16-49 years","Unknown",2,3
2021-02-28,"Somervell","50-64 years","Unknown",1,5
2021-02-28,"Somervell","65-79 years","Unknown",0,4
2021-02-28,"Somervell","80+ years","Unknown",NA,NA
2021-02-28,"Somervell","Unknown","Unknown",NA,NA
2021-03-07,"Somervell","16-49 years","Female",97,193
2021-03-07,"Somervell","16-49 years","Male",72,125
2021-03-07,"Somervell","16-49 years","Unknown",1,2
2021-03-07,"Somervell","50-64 years","Female",110,247
2021-03-07,"Somervell","50-64 years","Male",60,147
2021-03-07,"Somervell","50-64 years","Unknown",1,3
2021-03-07,"Somervell","65-79 years","Female",210,363
2021-03-07,"Somervell","65-79 years","Male",204,362
2021-03-07,"Somervell","65-79 years","Unknown",0,5
2021-03-07,"Somervell","80+ years","Female",62,123
2021-03-07,"Somervell","80+ years","Male",55,86
2021-03-07,"Somervell","Unknown","Female",0,1
2021-03-07,"Somervell","16-49 years","Female",97,193
2021-03-07,"Somervell","16-49 years","Male",72,125
2021-03-07,"Somervell","16-49 years","Unknown",1,2
2021-03-07,"Somervell","50-64 years","Female",110,247
2021-03-07,"Somervell","50-64 years","Male",60,147
2021-03-07,"Somervell","50-64 years","Unknown",1,3
2021-03-07,"Somervell","65-79 years","Female",210,363
2021-03-07,"Somervell","65-79 years","Male",204,362
2021-03-07,"Somervell","65-79 years","Unknown",0,5
2021-03-07,"Somervell","80+ years","Female",62,123
2021-03-07,"Somervell","80+ years","Male",55,86
2021-03-07,"Somervell","Unknown","Female",0,1
2021-02-14,"Starr","16-49 years","Female",529,NA
2021-02-14,"Starr","50-64 years","Female",253,NA
2021-02-14,"Starr","65-79 years","Female",152,NA
2021-02-14,"Starr","80+ years","Female",47,NA
2021-02-14,"Starr","16-49 years","Male",363,NA
2021-02-14,"Starr","50-64 years","Male",140,NA
2021-02-14,"Starr","65-79 years","Male",102,NA
2021-02-14,"Starr","80+ years","Male",29,NA
2021-02-14,"Starr","16-49 years","Unknown",NA,NA
2021-02-14,"Starr","50-64 years","Unknown",NA,NA
2021-02-14,"Starr","65-79 years","Unknown",NA,NA
2021-02-14,"Starr","80+ years","Unknown",NA,NA
2021-02-21,"Starr","16-49 years","Female",676,NA
2021-02-21,"Starr","50-64 years","Female",352,NA
2021-02-21,"Starr","65-79 years","Female",254,NA
2021-02-21,"Starr","80+ years","Female",71,NA
2021-02-21,"Starr","Unknown","Female",0,NA
2021-02-21,"Starr","16-49 years","Male",469,NA
2021-02-21,"Starr","50-64 years","Male",194,NA
2021-02-21,"Starr","65-79 years","Male",193,NA
2021-02-21,"Starr","80+ years","Male",50,NA
2021-02-21,"Starr","Unknown","Male",NA,NA
2021-02-21,"Starr","16-49 years","Unknown",1,NA
