Plant,Date,Viral_Load_PCT,p_value,Trend,Date_First,Date_Last,v1_est,v2_est,Viral_Copies_Log
CEDAR BAYOU,2021-07-19,1054,,3.31,2021-07-19,2021-07-21,,,11.6718066278064
CLINTON PARK,2021-07-19,501,,2.76,2021-07-19,2021-07-21,,,11.1934559786151
EASTHAVEN,2021-07-19,489,,2.41,2021-07-19,2021-07-21,,,12.0253895197691
ALMEDA SIMS,2021-07-19,403,,1.69,2021-07-19,2021-07-21,,,12.5126543010425
GREENRIDGE,2021-07-19,258,,1.88,2021-07-19,2021-07-21,,,11.9452916744509
IMPERIAL VALLEY,2021-07-19,120,,2.03,2021-07-19,2021-07-21,,,11.6674352793502
INTERCONTINENTAL AIRPORT,2021-07-19,932,,2.08,2021-07-19,2021-07-21,,,12.1372920626271
FOREST COVE,2021-07-19,147,,2.77,2021-07-19,2021-07-21,,,10.4971751630127
NORTHWEST,2021-07-19,24,,1.07,2021-07-19,2021-07-21,,,11.629041419223
NORTHBELT,2021-07-19,805,,1.01,2021-07-19,2021-07-21,,,12.4204631787436
NORTHGATE,2021-07-19,286,,1.79,2021-07-19,2021-07-21,,,12.2551592086224
69TH STREET,2021-07-19,358,,1.42,2021-07-19,2021-07-21,,,13.2684734909129
PARK TEN,2021-07-19,278,,2,2021-07-19,2021-07-21,,,11.2686692509676
SAGEMONT,2021-07-19,277,,0.24,2021-07-19,2021-07-21,,,12.2521019854405
SIMS BAYOU,2021-07-19,342,,2.61,2021-07-19,2021-07-21,,,12.9531151408874
SOUTHWEST,2021-07-19,69,,1.63,2021-07-19,2021-07-21,,,12.762512891189
WILLOWBROOK,2021-07-19,1173,,2.74,2021-07-19,2021-07-21,,,11.9337433433472
WHITE OAK,2021-07-19,1020,,2.42,2021-07-19,2021-07-21,,,12.2559620342293
WEST DISTRICT,2021-07-19,279,,1.91,2021-07-19,2021-07-21,,,12.5674932431311
WESTWAY,2021-07-19,291,,1.81,2021-07-19,2021-07-21,,,11.0523534339841
METRO CENTRAL,2021-07-19,15,,0.04,2021-07-19,2021-07-21,,,10.3735524152792
SOUTHEAST,2021-07-19,884,,1.83,2021-07-19,2021-07-21,,,12.5495483665541
TURKEY CREEK,2021-07-19,636,,2.25,2021-07-19,2021-07-21,,,12.3186784225242
UPPER BRAYS,2021-07-19,674,,1.81,2021-07-19,2021-07-21,,,12.7837206424589
BELTWAY,2021-07-19,460,,1.19,2021-07-19,2021-07-21,,,12.5521385182447
KEEGANS BAYOU,2021-07-19,74,,1.76,2021-07-19,2021-07-21,,,12.4348647147439
CHOCOLATE BAYOU,2021-07-19,509,,1.72,2021-07-19,2021-07-21,,,12.4045438465793
TIDWELL TIMBERS,2021-07-19,61,,1.79,2021-07-19,2021-07-21,,,10.5238058633151
HOMESTEAD,2021-07-19,997,,2.1,2021-07-19,2021-07-21,,,12.0146626017673
NORTHEAST,2021-07-19,506,,0.73,2021-07-19,2021-07-21,,,12.0840544150978
KINGWOOD CENTRAL,2021-07-19,905,,1.94,2021-07-19,2021-07-21,,,12.297040135635
KINGWOOD WEST,2021-07-19,278,,2.6,2021-07-19,2021-07-21,,,11.4355183160608
MUD203,2021-07-19,813,,2.13,2021-07-19,2021-07-21,,,11.6353597464569
WCID47,2021-07-19,322,,2.26,2021-07-19,2021-07-21,,,12.2424815798625
WCID76,2021-07-19,220,,3.12,2021-07-19,2021-07-21,,,11.0569974890554
WCID111,2021-07-19,234,,2.82,2021-07-19,2021-07-21,,,12.126875647404
FWSD23,2021-07-19,552,,1.48,2021-07-19,2021-07-21,,,12.1785447030027
WEST LAKE,2021-07-19,,,,2021-07-19,2021-07-21,,,
z.TOTAL,2021-07-19,262,,1.57,2021-07-19,2021-07-21,,,13.9247915544607
CEDAR BAYOU,2021-07-26,1845,,2.08,2021-07-26,2021-07-28,,,11.9149445979372
CLINTON PARK,2021-07-26,752,,1.58,2021-07-26,2021-07-28,,,11.3699225575934
EASTHAVEN,2021-07-26,750,,1.55,2021-07-26,2021-07-28,,,12.2117036386028
ALMEDA SIMS,2021-07-26,622,,1.51,2021-07-26,2021-07-28,,,12.7017832952626
GREENRIDGE,2021-07-26,384,,1.44,2021-07-26,2021-07-28,,,12.1178979184721
IMPERIAL VALLEY,2021-07-26,197,,1.83,2021-07-26,2021-07-28,,,11.881395853272
INTERCONTINENTAL AIRPORT,2021-07-26,1272,,1.11,2021-07-26,2021-07-28,,,12.2722147640725
FOREST COVE,2021-07-26,278,,2.62,2021-07-26,2021-07-28,,,10.7725248951136
NORTHWEST,2021-07-26,38,,1.76,2021-07-26,2021-07-28,,,11.8332864602603
NORTHBELT,2021-07-26,1044,,0.91,2021-07-26,2021-07-28,,,12.5334716758962
NORTHGATE,2021-07-26,425,,1.4,2021-07-26,2021-07-28,,,12.4269393351632
69TH STREET,2021-07-26,461,,0.83,2021-07-26,2021-07-28,,,13.3792626392662
PARK TEN,2021-07-26,457,,1.91,2021-07-26,2021-07-28,,,11.4839963194666
SAGEMONT,2021-07-26,181,,-1.51,2021-07-26,2021-07-28,,,12.0667200246213
SIMS BAYOU,2021-07-26,574,,1.73,2021-07-26,2021-07-28,,,13.1771150318135
SOUTHWEST,2021-07-26,113,,1.67,2021-07-26,2021-07-28,,,12.9753031221147
WILLOWBROOK,2021-07-26,2047,,2.02,2021-07-26,2021-07-28,,,12.1753635028722
WHITE OAK,2021-07-26,1573,,1.54,2021-07-26,2021-07-28,,,12.4444035911573
WEST DISTRICT,2021-07-26,435,,1.53,2021-07-26,2021-07-28,,,12.7601046731875
WESTWAY,2021-07-26,487,,2.02,2021-07-26,2021-07-28,,,11.2755723246201
METRO CENTRAL,2021-07-26,14,,-0.18,2021-07-26,2021-07-28,,,10.3544019769098
SOUTHEAST,2021-07-26,1199,,1.06,2021-07-26,2021-07-28,,,12.6819765353645
TURKEY CREEK,2021-07-26,1092,,1.91,2021-07-26,2021-07-28,,,12.553418171596
UPPER BRAYS,2021-07-26,948,,1.16,2021-07-26,2021-07-28,,,12.9321310166195
BELTWAY,2021-07-26,611,,0.98,2021-07-26,2021-07-28,,,12.6750931898169
KEEGANS BAYOU,2021-07-26,87,,0.6,2021-07-26,2021-07-28,,,12.5093200974043
CHOCOLATE BAYOU,2021-07-26,691,,1.07,2021-07-26,2021-07-28,,,12.5369361917035
TIDWELL TIMBERS,2021-07-26,98,,1.99,2021-07-26,2021-07-28,,,10.7327982837975
HOMESTEAD,2021-07-26,1208,,0.7,2021-07-26,2021-07-28,,,12.0983159681053
NORTHEAST,2021-07-26,574,,0.45,2021-07-26,2021-07-28,,,12.1382129500654
KINGWOOD CENTRAL,2021-07-26,1363,,1.44,2021-07-26,2021-07-28,,,12.4746808107322
KINGWOOD WEST,2021-07-26,519,,2.37,2021-07-26,2021-07-28,,,11.7065405702014
MUD203,2021-07-26,1095,,1.11,2021-07-26,2021-07-28,,,11.7647148957585
WCID47,2021-07-26,483,,1.43,2021-07-26,2021-07-28,,,12.417649501552
WCID76,2021-07-26,419,,2.53,2021-07-26,2021-07-28,,,11.3365373829002
WCID111,2021-07-26,394,,1.88,2021-07-26,2021-07-28,,,12.354380716485
FWSD23,2021-07-26,692,,0.81,2021-07-26,2021-07-28,,,12.2769039591849
WEST LAKE,2021-07-26,,,,2021-07-26,2021-07-28,,,
z.TOTAL,2021-07-26,375,,1.11,2021-07-26,2021-07-28,,,14.0797738293408
CEDAR BAYOU,2021-08-02,2402,,0.96,2021-08-02,2021-08-04,,,12.0295020261322
CLINTON PARK,2021-08-02,869,,0.55,2021-08-02,2021-08-04,,,11.4325514611519
EASTHAVEN,2021-08-02,908,,0.68,2021-08-02,2021-08-04,,,12.2946959402517
ALMEDA SIMS,2021-08-02,890,,1.22,2021-08-02,2021-08-04,,,12.8573404961051
GREENRIDGE,2021-08-02,502,,0.96,2021-08-02,2021-08-04,,,12.2342138253464
IMPERIAL VALLEY,2021-08-02,295,,1.48,2021-08-02,2021-08-04,,,12.0573311938677
INTERCONTINENTAL AIRPORT,2021-08-02,1365,,0.25,2021-08-02,2021-08-04,,,12.3029524458974
FOREST COVE,2021-08-02,491,,2.3,2021-08-02,2021-08-04,,,11.0202130752899
NORTHWEST,2021-08-02,69,,2.23,2021-08-02,2021-08-04,,,12.0975221708077
NORTHBELT,2021-08-02,1289,,0.73,2021-08-02,2021-08-04,,,12.6248185322533
NORTHGATE,2021-08-02,556,,0.94,2021-08-02,2021-08-04,,,12.5435285125905
69TH STREET,2021-08-02,502,,0.27,2021-08-02,2021-08-04,,,13.4156793596658
PARK TEN,2021-08-02,713,,1.68,2021-08-02,2021-08-04,,,11.6774042031855
SAGEMONT,2021-08-02,90,,-2.49,2021-08-02,2021-08-04,,,11.7659240620562
SIMS BAYOU,2021-08-02,738,,0.83,2021-08-02,2021-08-04,,,13.2866119204594
SOUTHWEST,2021-08-02,179,,1.54,2021-08-02,2021-08-04,,,13.175454550411
WILLOWBROOK,2021-08-02,2816,,1.14,2021-08-02,2021-08-04,,,12.3139719624578
WHITE OAK,2021-08-02,1940,,0.73,2021-08-02,2021-08-04,,,12.5352733973531
WEST DISTRICT,2021-08-02,594,,1.06,2021-08-02,2021-08-04,,,12.8953553006812
WESTWAY,2021-08-02,803,,1.93,2021-08-02,2021-08-04,,,11.4926751530711
METRO CENTRAL,2021-08-02,13,,-0.34,2021-08-02,2021-08-04,,,10.3193252943244
SOUTHEAST,2021-08-02,1314,,0.31,2021-08-02,2021-08-04,,,12.7215919999533
TURKEY CREEK,2021-08-02,1645,,1.42,2021-08-02,2021-08-04,,,12.7313914701376
UPPER BRAYS,2021-08-02,1099,,0.5,2021-08-02,2021-08-04,,,12.996361735746
BELTWAY,2021-08-02,753,,0.72,2021-08-02,2021-08-04,,,12.7657634127086
KEEGANS BAYOU,2021-08-02,77,,-0.45,2021-08-02,2021-08-04,,,12.4524370885829
CHOCOLATE BAYOU,2021-08-02,777,,0.41,2021-08-02,2021-08-04,,,12.5881365311038
TIDWELL TIMBERS,2021-08-02,161,,1.99,2021-08-02,2021-08-04,,,10.9462611404928
HOMESTEAD,2021-08-02,1077,,-0.41,2021-08-02,2021-08-04,,,12.0483912299543
NORTHEAST,2021-08-02,601,,0.16,2021-08-02,2021-08-04,,,12.1581633528026
KINGWOOD CENTRAL,2021-08-02,1771,,0.91,2021-08-02,2021-08-04,,,12.588506688014
KINGWOOD WEST,2021-08-02,870,,1.92,2021-08-02,2021-08-04,,,11.9307300732968
MUD203,2021-08-02,1155,,0.2,2021-08-02,2021-08-04,,,11.7876859202484
WCID47,2021-08-02,574,,0.61,2021-08-02,2021-08-04,,,12.4929379895779
WCID76,2021-08-02,676,,1.84,2021-08-02,2021-08-04,,,11.5445666488131
WCID111,2021-08-02,508,,0.89,2021-08-02,2021-08-04,,,12.4643968528126
FWSD23,2021-08-02,724,,0.16,2021-08-02,2021-08-04,,,12.2963715149812
WEST LAKE,2021-08-02,,,,2021-08-02,2021-08-04,,,
z.TOTAL,2021-08-02,462,,0.65,2021-08-02,2021-08-04,,,14.1711892153478
CEDAR BAYOU,2021-08-09,2515,,0.17,2021-08-09,2021-08-11,,,12.0495565951503
CLINTON PARK,2021-08-09,846,,-0.1,2021-08-09,2021-08-11,,,11.4207884637425
EASTHAVEN,2021-08-09,924,,0.06,2021-08-09,2021-08-11,,,12.3023961045904
ALMEDA SIMS,2021-08-09,1148,,0.86,2021-08-09,2021-08-11,,,12.9678680504316
GREENRIDGE,2021-08-09,584,,0.54,2021-08-09,2021-08-11,,,12.3003277202687
IMPERIAL VALLEY,2021-08-09,396,,1.06,2021-08-09,2021-08-11,,,12.1849711619541
INTERCONTINENTAL AIRPORT,2021-08-09,1269,,-0.26,2021-08-09,2021-08-11,,,12.2713121799131
FOREST COVE,2021-08-09,790,,1.87,2021-08-09,2021-08-11,,,11.2263635766297
NORTHWEST,2021-08-09,131,,2.3,2021-08-09,2021-08-11,,,12.3755317946132
NORTHBELT,2021-08-09,1472,,0.46,2021-08-09,2021-08-11,,,12.682439254461
NORTHGATE,2021-08-09,646,,0.52,2021-08-09,2021-08-11,,,12.6089625212548
69TH STREET,2021-08-09,483,,-0.12,2021-08-09,2021-08-11,,,13.3992897687069
PARK TEN,2021-08-09,1026,,1.35,2021-08-09,2021-08-11,,,11.8355033780561
SAGEMONT,2021-08-09,46,,-2.5,2021-08-09,2021-08-11,,,11.4717327071232
SIMS BAYOU,2021-08-09,771,,0.14,2021-08-09,2021-08-11,,,13.305588444011
SOUTHWEST,2021-08-09,262,,1.26,2021-08-09,2021-08-11,,,13.3409819666863
WILLOWBROOK,2021-08-09,3148,,0.39,2021-08-09,2021-08-11,,,12.3623183609954
WHITE OAK,2021-08-09,1984,,0.08,2021-08-09,2021-08-11,,,12.5450039372001
WEST DISTRICT,2021-08-09,706,,0.58,2021-08-09,2021-08-11,,,12.9703897917098
WESTWAY,2021-08-09,1183,,1.46,2021-08-09,2021-08-11,,,11.6608311941907
METRO CENTRAL,2021-08-09,12,,-0.37,2021-08-09,2021-08-11,,,10.2808981001732
SOUTHEAST,2021-08-09,1239,,-0.2,2021-08-09,2021-08-11,,,12.6961908974803
TURKEY CREEK,2021-08-09,2122,,0.87,2021-08-09,2021-08-11,,,12.8420890218622
UPPER BRAYS,2021-08-09,1077,,-0.07,2021-08-09,2021-08-11,,,12.9872979546422
BELTWAY,2021-08-09,857,,0.44,2021-08-09,2021-08-11,,,12.8221840153687
KEEGANS BAYOU,2021-08-09,57,,-1.05,2021-08-09,2021-08-11,,,12.3218212552666
CHOCOLATE BAYOU,2021-08-09,768,,-0.04,2021-08-09,2021-08-11,,,12.5831074738301
TIDWELL TIMBERS,2021-08-09,247,,1.7,2021-08-09,2021-08-11,,,11.1324100774075
HOMESTEAD,2021-08-09,818,,-0.99,2021-08-09,2021-08-11,,,11.9286936554082
NORTHEAST,2021-08-09,590,,-0.06,2021-08-09,2021-08-11,,,12.1507189152476
KINGWOOD CENTRAL,2021-08-09,2045,,0.5,2021-08-09,2021-08-11,,,12.6510137612786
KINGWOOD WEST,2021-08-09,1236,,1.28,2021-08-09,2021-08-11,,,12.0831118557941
MUD203,2021-08-09,1033,,-0.41,2021-08-09,2021-08-11,,,11.7393596435996
WCID47,2021-08-09,570,,-0.02,2021-08-09,2021-08-11,,,12.4901208100591
WCID76,2021-08-09,911,,1.12,2021-08-09,2021-08-11,,,11.6740996776631
WCID111,2021-08-09,532,,0.16,2021-08-09,2021-08-11,,,12.484819929969
FWSD23,2021-08-09,665,,-0.3,2021-08-09,2021-08-11,,,12.2592841540366
WEST LAKE,2021-08-09,,,,2021-08-09,2021-08-11,,,
z.TOTAL,2021-08-09,510,,0.3,2021-08-09,2021-08-11,,,14.2141281530969
CEDAR BAYOU,2021-08-16,2293,,-0.33,2021-08-16,2021-08-18,,,12.0092761282459
CLINTON PARK,2021-08-16,760,,-0.41,2021-08-16,2021-08-18,,,11.3741908757038
EASTHAVEN,2021-08-16,845,,-0.32,2021-08-16,2021-08-18,,,12.2633778965671
ALMEDA SIMS,2021-08-16,1300,,0.42,2021-08-16,2021-08-18,,,13.0219420207018
GREENRIDGE,2021-08-16,615,,0.18,2021-08-16,2021-08-18,,,12.3224692115732
IMPERIAL VALLEY,2021-08-16,465,,0.57,2021-08-16,2021-08-18,,,12.2544393525254
INTERCONTINENTAL AIRPORT,2021-08-16,1126,,-0.42,2021-08-16,2021-08-18,,,12.2193632260389
FOREST COVE,2021-08-16,1118,,1.34,2021-08-16,2021-08-18,,,11.3771029331827
NORTHWEST,2021-08-16,231,,1.98,2021-08-16,2021-08-18,,,12.6208639776126
NORTHBELT,2021-08-16,1512,,0.09,2021-08-16,2021-08-18,,,12.6942503837823
NORTHGATE,2021-08-16,675,,0.15,2021-08-16,2021-08-18,,,12.6276804868437
69TH STREET,2021-08-16,433,,-0.35,2021-08-16,2021-08-18,,,13.35182019871
PARK TEN,2021-08-16,1321,,0.93,2021-08-16,2021-08-18,,,11.9451279980672
SAGEMONT,2021-08-16,31,,-1.44,2021-08-16,2021-08-18,,,11.3061529312181
SIMS BAYOU,2021-08-16,692,,-0.36,2021-08-16,2021-08-18,,,13.2583442517217
SOUTHWEST,2021-08-16,337,,0.82,2021-08-16,2021-08-18,,,13.4498870567406
WILLOWBROOK,2021-08-16,2961,,-0.22,2021-08-16,2021-08-18,,,12.3356660838272
WHITE OAK,2021-08-16,1748,,-0.44,2021-08-16,2021-08-18,,,12.4900276950816
WEST DISTRICT,2021-08-16,726,,0.09,2021-08-16,2021-08-18,,,12.9824445152997
WESTWAY,2021-08-16,1411,,0.65,2021-08-16,2021-08-18,,,11.7371906565972
METRO CENTRAL,2021-08-16,11,,-0.28,2021-08-16,2021-08-18,,,10.2517002867004
SOUTHEAST,2021-08-16,1074,,-0.49,2021-08-16,2021-08-18,,,12.6338345069778
TURKEY CREEK,2021-08-16,2290,,0.26,2021-08-16,2021-08-18,,,12.8750910667302
UPPER BRAYS,2021-08-16,913,,-0.55,2021-08-16,2021-08-18,,,12.9158846299137
BELTWAY,2021-08-16,898,,0.16,2021-08-16,2021-08-18,,,12.8424387050845
KEEGANS BAYOU,2021-08-16,41,,-1.18,2021-08-16,2021-08-18,,,12.1758407451218
CHOCOLATE BAYOU,2021-08-16,708,,-0.28,2021-08-16,2021-08-18,,,12.5475014989017
TIDWELL TIMBERS,2021-08-16,330,,1.14,2021-08-16,2021-08-18,,,11.2592646192385
HOMESTEAD,2021-08-16,612,,-1.05,2021-08-16,2021-08-18,,,11.8030556669687
NORTHEAST,2021-08-16,554,,-0.23,2021-08-16,2021-08-18,,,12.1227680520002
KINGWOOD CENTRAL,2021-08-16,2160,,0.19,2021-08-16,2021-08-18,,,12.6748862482419
KINGWOOD WEST,2021-08-16,1405,,0.46,2021-08-16,2021-08-18,,,12.1387208511379
MUD203,2021-08-16,851,,-0.72,2021-08-16,2021-08-18,,,11.6550453245571
WCID47,2021-08-16,498,,-0.47,2021-08-16,2021-08-18,,,12.4312274234628
WCID76,2021-08-16,1008,,0.38,2021-08-16,2021-08-18,,,11.7181509351895
WCID111,2021-08-16,485,,-0.32,2021-08-16,2021-08-18,,,12.4442816179248
FWSD23,2021-08-16,564,,-0.58,2021-08-16,2021-08-18,,,12.1881897188035
WEST LAKE,2021-08-16,,,,2021-08-16,2021-08-18,,,
z.TOTAL,2021-08-16,515,,0.03,2021-08-16,2021-08-18,,,14.2184503670602
CEDAR BAYOU,2021-08-23,1967,,-0.55,2021-08-23,2021-08-25,,,11.9426559970699
CLINTON PARK,2021-08-23,689,,-0.37,2021-08-23,2021-08-25,,,11.3319727806937
EASTHAVEN,2021-08-23,741,,-0.47,2021-08-23,2021-08-25,,,12.2062046819283
ALMEDA SIMS,2021-08-23,1260,,-0.11,2021-08-23,2021-08-25,,,13.0081730060299
GREENRIDGE,2021-08-23,593,,-0.13,2021-08-23,2021-08-25,,,12.3068697843771
IMPERIAL VALLEY,2021-08-23,466,,0.01,2021-08-23,2021-08-25,,,12.2558593605754
INTERCONTINENTAL AIRPORT,2021-08-23,1050,,-0.25,2021-08-23,2021-08-25,,,12.1890527480507
FOREST COVE,2021-08-23,1349,,0.72,2021-08-23,2021-08-25,,,11.45883941833
NORTHWEST,2021-08-23,339,,1.32,2021-08-23,2021-08-25,,,12.7871400996938
NORTHBELT,2021-08-23,1360,,-0.36,2021-08-23,2021-08-25,,,12.6482084004602
NORTHGATE,2021-08-23,639,,-0.19,2021-08-23,2021-08-25,,,12.6041224814576
69TH STREET,2021-08-23,380,,-0.43,2021-08-23,2021-08-25,,,13.2949601701844
PARK TEN,2021-08-23,1475,,0.4,2021-08-23,2021-08-25,,,11.9931122172074
SAGEMONT,2021-08-23,34,,0.36,2021-08-23,2021-08-25,,,11.3467459455379
SIMS BAYOU,2021-08-23,563,,-0.67,2021-08-23,2021-08-25,,,13.1691689739262
SOUTHWEST,2021-08-23,361,,0.23,2021-08-23,2021-08-25,,,13.4801881397157
WILLOWBROOK,2021-08-23,2427,,-0.7,2021-08-23,2021-08-25,,,12.2492785162952
WHITE OAK,2021-08-23,1378,,-0.83,2021-08-23,2021-08-25,,,12.3867955083769
WEST DISTRICT,2021-08-23,641,,-0.41,2021-08-23,2021-08-25,,,12.9288049532732
WESTWAY,2021-08-23,1236,,-0.49,2021-08-23,2021-08-25,,,11.6796278103683
METRO CENTRAL,2021-08-23,11,,-0.07,2021-08-23,2021-08-25,,,10.2441324487033
SOUTHEAST,2021-08-23,911,,-0.56,2021-08-23,2021-08-25,,,12.5625445584849
TURKEY CREEK,2021-08-23,2017,,-0.43,2021-08-23,2021-08-25,,,12.8200285435095
UPPER BRAYS,2021-08-23,688,,-0.95,2021-08-23,2021-08-25,,,12.7931113833774
BELTWAY,2021-08-23,862,,-0.14,2021-08-23,2021-08-25,,,12.8246229739577
KEEGANS BAYOU,2021-08-23,32,,-0.85,2021-08-23,2021-08-25,,,12.0728373865024
CHOCOLATE BAYOU,2021-08-23,645,,-0.32,2021-08-23,2021-08-25,,,12.5069690049738
TIDWELL TIMBERS,2021-08-23,358,,0.32,2021-08-23,2021-08-25,,,11.294866000288
HOMESTEAD,2021-08-23,523,,-0.58,2021-08-23,2021-08-25,,,11.7346956383903
NORTHEAST,2021-08-23,503,,-0.34,2021-08-23,2021-08-25,,,12.0811937095078
KINGWOOD CENTRAL,2021-08-23,2150,,-0.02,2021-08-23,2021-08-25,,,12.6727928315415
KINGWOOD WEST,2021-08-23,1207,,-0.54,2021-08-23,2021-08-25,,,12.0728657476365
MUD203,2021-08-23,700,,-0.73,2021-08-23,2021-08-25,,,11.5699762104824
WCID47,2021-08-23,402,,-0.75,2021-08-23,2021-08-25,,,12.3382762228243
WCID76,2021-08-23,903,,-0.41,2021-08-23,2021-08-25,,,11.670292889983
WCID111,2021-08-23,410,,-0.59,2021-08-23,2021-08-25,,,12.3714135866508
FWSD23,2021-08-23,467,,-0.68,2021-08-23,2021-08-25,,,12.1056171639147
WEST LAKE,2021-08-23,,,,2021-08-23,2021-08-25,,,
z.TOTAL,2021-08-23,478,,-0.23,2021-08-23,2021-08-25,,,14.1857591496933
CEDAR BAYOU,2021-08-30,1665,,-0.61,2021-08-30,2021-09-01,,,11.8702752033047
CLINTON PARK,2021-08-30,654,,-0.2,2021-08-30,2021-09-01,,,11.3093710810448
EASTHAVEN,2021-08-30,653,,-0.45,2021-08-30,2021-09-01,,,12.1514713900757
ALMEDA SIMS,2021-08-30,1041,,-0.64,2021-08-30,2021-09-01,,,12.9252076181892
GREENRIDGE,2021-08-30,533,,-0.38,2021-08-30,2021-09-01,,,12.2603062985694
IMPERIAL VALLEY,2021-08-30,397,,-0.57,2021-08-30,2021-09-01,,,12.1860717880866
INTERCONTINENTAL AIRPORT,2021-08-30,1076,,0.09,2021-08-30,2021-09-01,,,12.1997022004895
FOREST COVE,2021-08-30,1383,,0.1,2021-08-30,2021-09-01,,,11.4697699132939
NORTHWEST,2021-08-30,391,,0.48,2021-08-30,2021-09-01,,,12.8491173131242
NORTHBELT,2021-08-30,1070,,-0.82,2021-08-30,2021-09-01,,,12.5438756601363
NORTHGATE,2021-08-30,558,,-0.47,2021-08-30,2021-09-01,,,12.5449263392803
69TH STREET,2021-08-30,338,,-0.39,2021-08-30,2021-09-01,,,13.243577584866
PARK TEN,2021-08-30,1397,,-0.2,2021-08-30,2021-09-01,,,11.969472774567
SAGEMONT,2021-08-30,52,,1.58,2021-08-30,2021-09-01,,,11.5260989313196
SIMS BAYOU,2021-08-30,437,,-0.83,2021-08-30,2021-09-01,,,13.0594408415771
SOUTHWEST,2021-08-30,317,,-0.43,2021-08-30,2021-09-01,,,13.422648909422
WILLOWBROOK,2021-08-30,1800,,-1.06,2021-08-30,2021-09-01,,,12.1195918689296
WHITE OAK,2021-08-30,1011,,-1.09,2021-08-30,2021-09-01,,,12.2521040925494
WEST DISTRICT,2021-08-30,494,,-0.87,2021-08-30,2021-09-01,,,12.8158577089283
WESTWAY,2021-08-30,797,,-1.63,2021-08-30,2021-09-01,,,11.4894606131541
METRO CENTRAL,2021-08-30,12,,0.17,2021-08-30,2021-09-01,,,10.2612633601681
SOUTHEAST,2021-08-30,787,,-0.51,2021-08-30,2021-09-01,,,12.4988502329629
TURKEY CREEK,2021-08-30,1466,,-1.08,2021-08-30,2021-09-01,,,12.6812649665233
UPPER BRAYS,2021-08-30,478,,-1.24,2021-08-30,2021-09-01,,,12.6346344060827
BELTWAY,2021-08-30,761,,-0.42,2021-08-30,2021-09-01,,,12.7702568655132
KEEGANS BAYOU,2021-08-30,30,,-0.18,2021-08-30,2021-09-01,,,12.0509857126074
CHOCOLATE BAYOU,2021-08-30,605,,-0.22,2021-08-30,2021-09-01,,,12.4791179246603
TIDWELL TIMBERS,2021-08-30,304,,-0.63,2021-08-30,2021-09-01,,,11.2238905404794
HOMESTEAD,2021-08-30,548,,0.17,2021-08-30,2021-09-01,,,11.7548727997479
NORTHEAST,2021-08-30,448,,-0.41,2021-08-30,2021-09-01,,,12.0312898429077
KINGWOOD CENTRAL,2021-08-30,2054,,-0.16,2021-08-30,2021-09-01,,,12.6528878526809
KINGWOOD WEST,2021-08-30,791,,-1.52,2021-08-30,2021-09-01,,,11.8894568227494
MUD203,2021-08-30,603,,-0.56,2021-08-30,2021-09-01,,,11.5052998339603
WCID47,2021-08-30,313,,-0.88,2021-08-30,2021-09-01,,,12.2300695141446
WCID76,2021-08-30,671,,-1.11,2021-08-30,2021-09-01,,,11.5412259358418
WCID111,2021-08-30,341,,-0.65,2021-08-30,2021-09-01,,,12.2909269106602
FWSD23,2021-08-30,391,,-0.64,2021-08-30,2021-09-01,,,12.0286068291303
WEST LAKE,2021-08-30,,,,2021-08-30,2021-09-01,,,
z.TOTAL,2021-08-30,408,,-0.49,2021-08-30,2021-09-01,,,14.1169033390397
CEDAR BAYOU,2021-09-06,1384,,-0.68,2021-09-06,2021-09-08,,,11.7899292891252
CLINTON PARK,2021-09-06,615,,-0.24,2021-09-06,2021-09-08,,,11.2823697136551
EASTHAVEN,2021-09-06,577,,-0.44,2021-09-06,2021-09-08,,,12.0975947272922
ALMEDA SIMS,2021-09-06,772,,-1,2021-09-06,2021-09-08,,,12.795591826051
GREENRIDGE,2021-09-06,454,,-0.57,2021-09-06,2021-09-08,,,12.1908543475962
IMPERIAL VALLEY,2021-09-06,303,,-0.96,2021-09-06,2021-09-08,,,12.0687852649942
INTERCONTINENTAL AIRPORT,2021-09-06,1132,,0.18,2021-09-06,2021-09-08,,,12.2216656318481
FOREST COVE,2021-09-06,1245,,-0.4,2021-09-06,2021-09-08,,,11.4239071077901
NORTHWEST,2021-09-06,376,,-0.13,2021-09-06,2021-09-08,,,12.8318846488553
NORTHBELT,2021-09-06,783,,-1.08,2021-09-06,2021-09-08,,,12.4084522835702
NORTHGATE,2021-09-06,462,,-0.65,2021-09-06,2021-09-08,,,12.4636222027352
69TH STREET,2021-09-06,304,,-0.35,2021-09-06,2021-09-08,,,13.1977767420375
PARK TEN,2021-09-06,1143,,-0.73,2021-09-06,2021-09-08,,,11.8822846216358
SAGEMONT,2021-09-06,87,,1.92,2021-09-06,2021-09-08,,,11.7472887842611
SIMS BAYOU,2021-09-06,335,,-0.89,2021-09-06,2021-09-08,,,12.9436049961772
SOUTHWEST,2021-09-06,241,,-0.89,2021-09-06,2021-09-08,,,13.3035067399395
WILLOWBROOK,2021-09-06,1269,,-1.25,2021-09-06,2021-09-08,,,11.9677336530133
WHITE OAK,2021-09-06,717,,-1.22,2021-09-06,2021-09-08,,,12.103058338968
WEST DISTRICT,2021-09-06,353,,-1.14,2021-09-06,2021-09-08,,,12.6696863730105
WESTWAY,2021-09-06,444,,-2.21,2021-09-06,2021-09-08,,,11.2353447383416
