Plant,Date,Viral_Load_PCT,p_value,Trend,Date_First,Date_Last,v1_est,v2_est,Viral_Copies_Log
WHITE OAK,2021-05-24,160,,-1.21,2021-05-24,2021-05-26,,,11.4509069760914
WEST DISTRICT,2021-05-24,81,,-0.72,2021-05-24,2021-05-26,,,12.0282175318546
WESTWAY,2021-05-24,97,,-0.9,2021-05-24,2021-05-26,,,10.5735093705972
METRO CENTRAL,2021-05-24,14,,0.2,2021-05-24,2021-05-26,,,10.3345409706875
SOUTHEAST,2021-05-24,156,,-0.45,2021-05-24,2021-05-26,,,11.7951247201844
TURKEY CREEK,2021-05-24,127,,-0.84,2021-05-24,2021-05-26,,,11.6193250491327
UPPER BRAYS,2021-05-24,82,,-0.86,2021-05-24,2021-05-26,,,11.8715474005581
BELTWAY,2021-05-24,92,,-0.14,2021-05-24,2021-05-26,,,11.8520785979395
KEEGANS BAYOU,2021-05-24,11,,-1.39,2021-05-24,2021-05-26,,,11.6224490648097
CHOCOLATE BAYOU,2021-05-24,69,,-0.46,2021-05-24,2021-05-26,,,11.5331835622534
TIDWELL TIMBERS,2021-05-24,9,,-0.57,2021-05-24,2021-05-26,,,9.71081198062594
HOMESTEAD,2021-05-24,132,,-1.1,2021-05-24,2021-05-26,,,11.1368598861465
NORTHEAST,2021-05-24,154,,0.33,2021-05-24,2021-05-26,,,11.5669263716881
KINGWOOD CENTRAL,2021-05-24,294,,-0.6,2021-05-24,2021-05-26,,,11.8083387370971
KINGWOOD WEST,2021-05-24,63,,-1.06,2021-05-24,2021-05-26,,,10.7908542613574
MUD203,2021-05-24,41,,-1.17,2021-05-24,2021-05-26,,,10.3343663563001
WCID47,2021-05-24,40,,-0.9,2021-05-24,2021-05-26,,,11.3324301375482
WCID76,2021-05-24,70,,-1.5,2021-05-24,2021-05-26,,,10.560168828448
WCID111,2021-05-24,48,,-1.22,2021-05-24,2021-05-26,,,11.4428997711682
FWSD23,2021-05-24,120,,-0.69,2021-05-24,2021-05-26,,,11.5142730227835
WEST LAKE,2021-05-24,,,,2021-05-24,2021-05-26,,,
z.TOTAL,2021-05-24,55,,-0.6,2021-05-24,2021-05-26,,,13.2475609408893
CEDAR BAYOU,2021-05-31,71,,-2.12,2021-05-31,2021-06-02,,,10.5020079999257
CLINTON PARK,2021-05-31,17,,-1.11,2021-05-31,2021-06-02,,,9.73200517136452
EASTHAVEN,2021-05-31,56,,-1.41,2021-05-31,2021-06-02,,,11.0822272754778
ALMEDA SIMS,2021-05-31,70,,-0.49,2021-05-31,2021-06-02,,,11.7502187959247
GREENRIDGE,2021-05-31,53,,-1.07,2021-05-31,2021-06-02,,,11.2610693793095
IMPERIAL VALLEY,2021-05-31,29,,-0.9,2021-05-31,2021-06-02,,,11.0543004737624
INTERCONTINENTAL AIRPORT,2021-05-31,86,,-1.04,2021-05-31,2021-06-02,,,11.1024416210014
FOREST COVE,2021-05-31,101,,-2.56,2021-05-31,2021-06-02,,,10.3326548866671
NORTHWEST,2021-05-31,9,,0.03,2021-05-31,2021-06-02,,,11.1919117663547
NORTHBELT,2021-05-31,135,,0.34,2021-05-31,2021-06-02,,,11.6464345977196
NORTHGATE,2021-05-31,36,,-0.77,2021-05-31,2021-06-02,,,11.3574519040697
69TH STREET,2021-05-31,52,,-0.33,2021-05-31,2021-06-02,,,12.4313331163158
PARK TEN,2021-05-31,50,,-0.72,2021-05-31,2021-06-02,,,10.5248231366006
SAGEMONT,2021-05-31,42,,-1.05,2021-05-31,2021-06-02,,,11.4340429549551
SIMS BAYOU,2021-05-31,43,,-1.64,2021-05-31,2021-06-02,,,12.0519325674972
SOUTHWEST,2021-05-31,31,,-0.96,2021-05-31,2021-06-02,,,12.4166955795392
WILLOWBROOK,2021-05-31,92,,-1.27,2021-05-31,2021-06-02,,,10.8283274397729
WHITE OAK,2021-05-31,103,,-1.68,2021-05-31,2021-06-02,,,11.2587612827869
WEST DISTRICT,2021-05-31,61,,-1,2021-05-31,2021-06-02,,,11.9083540714429
WESTWAY,2021-05-31,82,,-0.68,2021-05-31,2021-06-02,,,10.5017970311167
METRO CENTRAL,2021-05-31,14,,-0.02,2021-05-31,2021-06-02,,,10.3329005259584
SOUTHEAST,2021-05-31,125,,-0.81,2021-05-31,2021-06-02,,,11.6998743383313
TURKEY CREEK,2021-05-31,97,,-1.03,2021-05-31,2021-06-02,,,11.5000608338669
UPPER BRAYS,2021-05-31,67,,-0.78,2021-05-31,2021-06-02,,,11.7787310194506
BELTWAY,2021-05-31,90,,-0.06,2021-05-31,2021-06-02,,,11.8450571994834
KEEGANS BAYOU,2021-05-31,8,,-1.33,2021-05-31,2021-06-02,,,11.4676252041991
CHOCOLATE BAYOU,2021-05-31,60,,-0.5,2021-05-31,2021-06-02,,,11.4753163059853
TIDWELL TIMBERS,2021-05-31,9,,-0.04,2021-05-31,2021-06-02,,,9.70683637595811
HOMESTEAD,2021-05-31,89,,-1.55,2021-05-31,2021-06-02,,,10.9638039549641
NORTHEAST,2021-05-31,162,,0.19,2021-05-31,2021-06-02,,,11.5893111145025
KINGWOOD CENTRAL,2021-05-31,220,,-1.07,2021-05-31,2021-06-02,,,11.6822195267237
KINGWOOD WEST,2021-05-31,46,,-1.27,2021-05-31,2021-06-02,,,10.6533007802683
MUD203,2021-05-31,34,,-0.7,2021-05-31,2021-06-02,,,10.2618915089933
WCID47,2021-05-31,30,,-1.08,2021-05-31,2021-06-02,,,11.2096141531951
WCID76,2021-05-31,41,,-2.21,2021-05-31,2021-06-02,,,10.3265001957485
WCID111,2021-05-31,30,,-1.85,2021-05-31,2021-06-02,,,11.230901417319
FWSD23,2021-05-31,98,,-0.75,2021-05-31,2021-06-02,,,11.4282708009876
WEST LAKE,2021-05-31,,,,2021-05-31,2021-06-02,,,
z.TOTAL,2021-05-31,44,,-0.73,2021-05-31,2021-06-02,,,13.1505238555711
CEDAR BAYOU,2021-06-07,44,,-2.04,2021-06-07,2021-06-09,,,10.2876977728085
CLINTON PARK,2021-06-07,15,,-0.55,2021-06-07,2021-06-09,,,9.67822950270855
EASTHAVEN,2021-06-07,41,,-1.23,2021-06-07,2021-06-09,,,10.9455131116546
ALMEDA SIMS,2021-06-07,64,,-0.29,2021-06-07,2021-06-09,,,11.7163634059836
GREENRIDGE,2021-06-07,42,,-0.89,2021-06-07,2021-06-09,,,11.1607841942968
IMPERIAL VALLEY,2021-06-07,24,,-0.84,2021-06-07,2021-06-09,,,10.9619064312092
INTERCONTINENTAL AIRPORT,2021-06-07,70,,-0.83,2021-06-07,2021-06-09,,,11.0101409648238
FOREST COVE,2021-06-07,53,,-2.73,2021-06-07,2021-06-09,,,10.050569828485
NORTHWEST,2021-06-07,10,,0.45,2021-06-07,2021-06-09,,,11.2418203953933
NORTHBELT,2021-06-07,158,,0.58,2021-06-07,2021-06-09,,,11.7142211658596
NORTHGATE,2021-06-07,33,,-0.35,2021-06-07,2021-06-09,,,11.3175782339286
69TH STREET,2021-06-07,48,,-0.28,2021-06-07,2021-06-09,,,12.3965602197844
PARK TEN,2021-06-07,46,,-0.41,2021-06-07,2021-06-09,,,10.482186220494
SAGEMONT,2021-06-07,35,,-0.72,2021-06-07,2021-06-09,,,11.3519591969859
SIMS BAYOU,2021-06-07,27,,-1.68,2021-06-07,2021-06-09,,,11.8499730236008
SOUTHWEST,2021-06-07,24,,-0.94,2021-06-07,2021-06-09,,,12.2997416000999
WILLOWBROOK,2021-06-07,73,,-0.96,2021-06-07,2021-06-09,,,10.7248198830254
WHITE OAK,2021-06-07,69,,-1.54,2021-06-07,2021-06-09,,,11.0858527681499
WEST DISTRICT,2021-06-07,47,,-0.94,2021-06-07,2021-06-09,,,11.7961153256241
WESTWAY,2021-06-07,75,,-0.4,2021-06-07,2021-06-09,,,10.4601122629124
METRO CENTRAL,2021-06-07,13,,-0.12,2021-06-07,2021-06-09,,,10.3203692302893
SOUTHEAST,2021-06-07,101,,-0.78,2021-06-07,2021-06-09,,,11.6089317765341
TURKEY CREEK,2021-06-07,76,,-0.89,2021-06-07,2021-06-09,,,11.3971535885544
UPPER BRAYS,2021-06-07,59,,-0.47,2021-06-07,2021-06-09,,,11.7234251568244
BELTWAY,2021-06-07,93,,0.1,2021-06-07,2021-06-09,,,11.8572723503966
KEEGANS BAYOU,2021-06-07,6,,-0.96,2021-06-07,2021-06-09,,,11.3579884554356
CHOCOLATE BAYOU,2021-06-07,55,,-0.32,2021-06-07,2021-06-09,,,11.4391029535047
TIDWELL TIMBERS,2021-06-07,10,,0.4,2021-06-07,2021-06-09,,,9.74585517400388
HOMESTEAD,2021-06-07,62,,-1.4,2021-06-07,2021-06-09,,,10.8099159013025
NORTHEAST,2021-06-07,170,,0.18,2021-06-07,2021-06-09,,,11.6096301501877
KINGWOOD CENTRAL,2021-06-07,162,,-1.12,2021-06-07,2021-06-09,,,11.5510844998408
KINGWOOD WEST,2021-06-07,35,,-1.13,2021-06-07,2021-06-09,,,10.5327256872351
MUD203,2021-06-07,34,,-0.07,2021-06-07,2021-06-09,,,10.2551709937365
WCID47,2021-06-07,24,,-0.88,2021-06-07,2021-06-09,,,11.1108821734218
WCID76,2021-06-07,24,,-2.24,2021-06-07,2021-06-09,,,10.0949495964353
WCID111,2021-06-07,18,,-1.86,2021-06-07,2021-06-09,,,11.0215521143224
FWSD23,2021-06-07,85,,-0.56,2021-06-07,2021-06-09,,,11.3646058622846
WEST LAKE,2021-06-07,,,,2021-06-07,2021-06-09,,,
z.TOTAL,2021-06-07,37,,-0.57,2021-06-07,2021-06-09,,,13.0752470226284
CEDAR BAYOU,2021-06-14,33,,-1.17,2021-06-14,2021-06-16,,,10.1677341384952
CLINTON PARK,2021-06-14,17,,0.37,2021-06-14,2021-06-16,,,9.71436763730369
EASTHAVEN,2021-06-14,35,,-0.6,2021-06-14,2021-06-16,,,10.8794911484373
ALMEDA SIMS,2021-06-14,65,,0.06,2021-06-14,2021-06-16,,,11.7235962621021
GREENRIDGE,2021-06-14,38,,-0.42,2021-06-14,2021-06-16,,,11.1140386387053
IMPERIAL VALLEY,2021-06-14,21,,-0.48,2021-06-14,2021-06-16,,,10.9089140939402
INTERCONTINENTAL AIRPORT,2021-06-14,66,,-0.21,2021-06-14,2021-06-16,,,10.9865990216886
FOREST COVE,2021-06-14,31,,-2.23,2021-06-14,2021-06-16,,,9.82666515939968
NORTHWEST,2021-06-14,11,,0.61,2021-06-14,2021-06-16,,,11.3104432824004
NORTHBELT,2021-06-14,195,,0.78,2021-06-14,2021-06-16,,,11.8054961627155
NORTHGATE,2021-06-14,35,,0.18,2021-06-14,2021-06-16,,,11.3376382651738
69TH STREET,2021-06-14,49,,0.04,2021-06-14,2021-06-16,,,12.4012559760023
PARK TEN,2021-06-14,46,,0.03,2021-06-14,2021-06-16,,,10.4848083771282
SAGEMONT,2021-06-14,35,,0.03,2021-06-14,2021-06-16,,,11.3555447536835
SIMS BAYOU,2021-06-14,20,,-1.09,2021-06-14,2021-06-16,,,11.7209203353996
SOUTHWEST,2021-06-14,20,,-0.68,2021-06-14,2021-06-16,,,12.2159950871438
WILLOWBROOK,2021-06-14,67,,-0.3,2021-06-14,2021-06-16,,,10.6929113457809
WHITE OAK,2021-06-14,57,,-0.75,2021-06-14,2021-06-16,,,11.0032466093082
WEST DISTRICT,2021-06-14,41,,-0.55,2021-06-14,2021-06-16,,,11.7316106849201
WESTWAY,2021-06-14,74,,-0.05,2021-06-14,2021-06-16,,,10.4544022448187
METRO CENTRAL,2021-06-14,13,,-0.11,2021-06-14,2021-06-16,,,10.3086785448449
SOUTHEAST,2021-06-14,93,,-0.34,2021-06-14,2021-06-16,,,11.5693856234738
TURKEY CREEK,2021-06-14,68,,-0.43,2021-06-14,2021-06-16,,,11.3483021860939
UPPER BRAYS,2021-06-14,60,,0.08,2021-06-14,2021-06-16,,,11.7331306588157
BELTWAY,2021-06-14,102,,0.35,2021-06-14,2021-06-16,,,11.8984191045423
KEEGANS BAYOU,2021-06-14,6,,-0.25,2021-06-14,2021-06-16,,,11.3296660113206
CHOCOLATE BAYOU,2021-06-14,57,,0.11,2021-06-14,2021-06-16,,,11.4514456679124
TIDWELL TIMBERS,2021-06-14,12,,0.75,2021-06-14,2021-06-16,,,9.8193687683405
HOMESTEAD,2021-06-14,53,,-0.62,2021-06-14,2021-06-16,,,10.7432842624539
NORTHEAST,2021-06-14,183,,0.27,2021-06-14,2021-06-16,,,11.6415214245382
KINGWOOD CENTRAL,2021-06-14,133,,-0.75,2021-06-14,2021-06-16,,,11.4649956109843
KINGWOOD WEST,2021-06-14,30,,-0.61,2021-06-14,2021-06-16,,,10.4683574773569
MUD203,2021-06-14,40,,0.73,2021-06-14,2021-06-16,,,10.3302060273747
WCID47,2021-06-14,22,,-0.28,2021-06-14,2021-06-16,,,11.080104505924
WCID76,2021-06-14,17,,-1.53,2021-06-14,2021-06-16,,,9.94022316368915
WCID111,2021-06-14,13,,-1.21,2021-06-14,2021-06-16,,,10.8885741454848
FWSD23,2021-06-14,82,,-0.11,2021-06-14,2021-06-16,,,11.351989971653
WEST LAKE,2021-06-14,,,,2021-06-14,2021-06-16,,,
z.TOTAL,2021-06-14,35,,-0.16,2021-06-14,2021-06-16,,,13.0538145955935
CEDAR BAYOU,2021-06-21,38,,0.55,2021-06-21,2021-06-23,,,10.2233941175491
CLINTON PARK,2021-06-21,24,,1.65,2021-06-21,2021-06-23,,,9.87449462935713
EASTHAVEN,2021-06-21,39,,0.49,2021-06-21,2021-06-23,,,10.9329306957519
ALMEDA SIMS,2021-06-21,76,,0.56,2021-06-21,2021-06-23,,,11.7893219752899
GREENRIDGE,2021-06-21,42,,0.34,2021-06-21,2021-06-23,,,11.1523344166905
IMPERIAL VALLEY,2021-06-21,22,,0.16,2021-06-21,2021-06-23,,,10.9262383106068
INTERCONTINENTAL AIRPORT,2021-06-21,81,,0.81,2021-06-21,2021-06-23,,,11.0758310224047
FOREST COVE,2021-06-21,25,,-0.99,2021-06-21,2021-06-23,,,9.72921032355173
NORTHWEST,2021-06-21,13,,0.52,2021-06-21,2021-06-23,,,11.3696753031932
NORTHBELT,2021-06-21,251,,0.93,2021-06-21,2021-06-23,,,11.9149584158723
NORTHGATE,2021-06-21,43,,0.81,2021-06-21,2021-06-23,,,11.4293954793426
69TH STREET,2021-06-21,58,,0.63,2021-06-21,2021-06-23,,,12.4790187631232
PARK TEN,2021-06-21,52,,0.56,2021-06-21,2021-06-23,,,10.5437523844319
SAGEMONT,2021-06-21,48,,1.19,2021-06-21,2021-06-23,,,11.4902598998088
SIMS BAYOU,2021-06-21,21,,0.15,2021-06-21,2021-06-23,,,11.7386370966784
SOUTHWEST,2021-06-21,19,,-0.17,2021-06-21,2021-06-23,,,12.1946423522155
WILLOWBROOK,2021-06-21,80,,0.7,2021-06-21,2021-06-23,,,10.7681740669836
WHITE OAK,2021-06-21,68,,0.68,2021-06-21,2021-06-23,,,11.0783924124286
WEST DISTRICT,2021-06-21,43,,0.2,2021-06-21,2021-06-23,,,11.754898256127
WESTWAY,2021-06-21,80,,0.35,2021-06-21,2021-06-23,,,10.4905926527333
METRO CENTRAL,2021-06-21,13,,0.01,2021-06-21,2021-06-23,,,10.3094587358873
SOUTHEAST,2021-06-21,106,,0.51,2021-06-21,2021-06-23,,,11.6282662435767
TURKEY CREEK,2021-06-21,75,,0.38,2021-06-21,2021-06-23,,,11.391162544245
UPPER BRAYS,2021-06-21,76,,0.87,2021-06-21,2021-06-23,,,11.8352079691092
BELTWAY,2021-06-21,123,,0.67,2021-06-21,2021-06-23,,,11.9781772547831
KEEGANS BAYOU,2021-06-21,7,,0.79,2021-06-21,2021-06-23,,,11.4187751658125
CHOCOLATE BAYOU,2021-06-21,69,,0.77,2021-06-21,2021-06-23,,,11.5392465819833
TIDWELL TIMBERS,2021-06-21,15,,1.01,2021-06-21,2021-06-23,,,9.91887848801242
HOMESTEAD,2021-06-21,65,,0.82,2021-06-21,2021-06-23,,,10.8312931839926
NORTHEAST,2021-06-21,208,,0.49,2021-06-21,2021-06-23,,,11.6986056276849
KINGWOOD CENTRAL,2021-06-21,136,,0.08,2021-06-21,2021-06-23,,,11.473960145463
KINGWOOD WEST,2021-06-21,32,,0.3,2021-06-21,2021-06-23,,,10.4992855246383
MUD203,2021-06-21,60,,1.67,2021-06-21,2021-06-23,,,10.5029521458006
WCID47,2021-06-21,27,,0.73,2021-06-21,2021-06-23,,,11.1610933581381
WCID76,2021-06-21,17,,-0.04,2021-06-21,2021-06-23,,,9.93585255720606
WCID111,2021-06-21,14,,0.16,2021-06-21,2021-06-23,,,10.905566158402
FWSD23,2021-06-21,96,,0.59,2021-06-21,2021-06-23,,,11.4190935644898
WEST LAKE,2021-06-21,,,,2021-06-21,2021-06-23,,,
z.TOTAL,2021-06-21,40,,0.45,2021-06-21,2021-06-23,,,13.1121503559681
CEDAR BAYOU,2021-06-28,68,,2.55,2021-06-28,2021-06-30,,,10.4839390831479
CLINTON PARK,2021-06-28,47,,2.94,2021-06-28,2021-06-30,,,10.1651875761169
EASTHAVEN,2021-06-28,62,,1.81,2021-06-28,2021-06-30,,,11.1306050450468
ALMEDA SIMS,2021-06-28,103,,1.12,2021-06-28,2021-06-30,,,11.9209676790437
GREENRIDGE,2021-06-28,57,,1.23,2021-06-28,2021-06-30,,,11.2894247077093
IMPERIAL VALLEY,2021-06-28,28,,0.99,2021-06-28,2021-06-30,,,11.0346445171994
INTERCONTINENTAL AIRPORT,2021-06-28,134,,1.97,2021-06-28,2021-06-30,,,11.2940021567622
FOREST COVE,2021-06-28,29,,0.59,2021-06-28,2021-06-30,,,9.78701408787792
NORTHWEST,2021-06-28,14,,0.32,2021-06-28,2021-06-30,,,11.4057349387158
NORTHBELT,2021-06-28,333,,1.03,2021-06-28,2021-06-30,,,12.0371337723575
NORTHGATE,2021-06-28,63,,1.45,2021-06-28,2021-06-30,,,11.59506917229
69TH STREET,2021-06-28,85,,1.32,2021-06-28,2021-06-30,,,12.6437003191702
PARK TEN,2021-06-28,70,,1.16,2021-06-28,2021-06-30,,,10.6665333920166
SAGEMONT,2021-06-28,86,,2.2,2021-06-28,2021-06-30,,,11.7426258567269
SIMS BAYOU,2021-06-28,33,,1.71,2021-06-28,2021-06-30,,,11.9389556148382
SOUTHWEST,2021-06-28,21,,0.49,2021-06-28,2021-06-30,,,12.2545677115061
WILLOWBROOK,2021-06-28,129,,1.92,2021-06-28,2021-06-30,,,10.9749496898656
WHITE OAK,2021-06-28,115,,2.08,2021-06-28,2021-06-30,,,11.3085532426899
WEST DISTRICT,2021-06-28,58,,1.11,2021-06-28,2021-06-30,,,11.8855330581844
WESTWAY,2021-06-28,96,,0.77,2021-06-28,2021-06-30,,,10.5716716893536
METRO CENTRAL,2021-06-28,14,,0.16,2021-06-28,2021-06-30,,,10.3264673203331
SOUTHEAST,2021-06-28,160,,1.53,2021-06-28,2021-06-30,,,11.8064434575857
TURKEY CREEK,2021-06-28,107,,1.34,2021-06-28,2021-06-30,,,11.5440905521372
UPPER BRAYS,2021-06-28,120,,1.69,2021-06-28,2021-06-30,,,12.0347940702147
BELTWAY,2021-06-28,162,,1.01,2021-06-28,2021-06-30,,,12.0993697251498
KEEGANS BAYOU,2021-06-28,12,,1.92,2021-06-28,2021-06-30,,,11.6384460883723
CHOCOLATE BAYOU,2021-06-28,105,,1.54,2021-06-28,2021-06-30,,,11.7168684764366
TIDWELL TIMBERS,2021-06-28,20,,1.2,2021-06-28,2021-06-30,,,10.0380580069885
HOMESTEAD,2021-06-28,118,,2.36,2021-06-28,2021-06-30,,,11.0865266259308
NORTHEAST,2021-06-28,255,,0.75,2021-06-28,2021-06-30,,,11.7867503657286
KINGWOOD CENTRAL,2021-06-28,183,,1.13,2021-06-28,2021-06-30,,,11.6034221423647
KINGWOOD WEST,2021-06-28,45,,1.36,2021-06-28,2021-06-30,,,10.642578560194
MUD203,2021-06-28,111,,2.55,2021-06-28,2021-06-30,,,10.7711017699302
WCID47,2021-06-28,43,,1.89,2021-06-28,2021-06-30,,,11.3715561058281
WCID76,2021-06-28,24,,1.67,2021-06-28,2021-06-30,,,10.1018825694117
WCID111,2021-06-28,22,,1.84,2021-06-28,2021-06-30,,,11.1063580551021
FWSD23,2021-06-28,138,,1.37,2021-06-28,2021-06-30,,,11.576017421204
WEST LAKE,2021-06-28,,,,2021-06-28,2021-06-30,,,
z.TOTAL,2021-06-28,57,,1.14,2021-06-28,2021-06-30,,,13.2609965966739
CEDAR BAYOU,2021-07-05,167,,3.7,2021-07-05,2021-07-07,,,10.8722620285682
CLINTON PARK,2021-07-05,108,,3.56,2021-07-05,2021-07-07,,,10.5275410455474
EASTHAVEN,2021-07-05,122,,2.62,2021-07-05,2021-07-07,,,11.4220345943293
ALMEDA SIMS,2021-07-05,156,,1.5,2021-07-05,2021-07-07,,,12.100285625823
GREENRIDGE,2021-07-05,91,,1.81,2021-07-05,2021-07-07,,,11.4933907005158
IMPERIAL VALLEY,2021-07-05,42,,1.63,2021-07-05,2021-07-07,,,11.214300499064
INTERCONTINENTAL AIRPORT,2021-07-05,263,,2.59,2021-07-05,2021-07-07,,,11.5869930366696
FOREST COVE,2021-07-05,43,,1.8,2021-07-05,2021-07-07,,,9.96309134369738
NORTHWEST,2021-07-05,15,,0.32,2021-07-05,2021-07-07,,,11.4416993706387
NORTHBELT,2021-07-05,448,,1.07,2021-07-05,2021-07-07,,,12.1661029511353
NORTHGATE,2021-07-05,102,,1.84,2021-07-05,2021-07-07,,,11.8086881955017
69TH STREET,2021-07-05,139,,1.71,2021-07-05,2021-07-07,,,12.8593181910711
PARK TEN,2021-07-05,104,,1.64,2021-07-05,2021-07-07,,,10.8409524636563
SAGEMONT,2021-07-05,162,,2.36,2021-07-05,2021-07-07,,,12.0195329777743
SIMS BAYOU,2021-07-05,69,,2.69,2021-07-05,2021-07-07,,,12.259845478228
SOUTHWEST,2021-07-05,29,,1.04,2021-07-05,2021-07-07,,,12.3823478315305
WILLOWBROOK,2021-07-05,258,,2.75,2021-07-05,2021-07-07,,,11.2764564070749
WHITE OAK,2021-07-05,240,,2.82,2021-07-05,2021-07-07,,,11.6273349389283
WEST DISTRICT,2021-07-05,93,,1.73,2021-07-05,2021-07-07,,,12.0913268873098
WESTWAY,2021-07-05,128,,1.16,2021-07-05,2021-07-07,,,10.6947324842273
METRO CENTRAL,2021-07-05,14,,0.23,2021-07-05,2021-07-07,,,10.3500924412403
SOUTHEAST,2021-07-05,285,,2.13,2021-07-05,2021-07-07,,,12.0574685835393
TURKEY CREEK,2021-07-05,182,,2.01,2021-07-05,2021-07-07,,,11.7757776482969
UPPER BRAYS,2021-07-05,216,,2.13,2021-07-05,2021-07-07,,,12.2907158153059
BELTWAY,2021-07-05,228,,1.22,2021-07-05,2021-07-07,,,12.2471747703361
KEEGANS BAYOU,2021-07-05,23,,2.5,2021-07-05,2021-07-07,,,11.9297200045413
CHOCOLATE BAYOU,2021-07-05,179,,1.99,2021-07-05,2021-07-07,,,11.9505223122952
TIDWELL TIMBERS,2021-07-05,27,,1.39,2021-07-05,2021-07-07,,,10.1773935978054
HOMESTEAD,2021-07-05,258,,3.08,2021-07-05,2021-07-07,,,11.4285077716501
NORTHEAST,2021-07-05,325,,0.89,2021-07-05,2021-07-07,,,11.8918723593995
KINGWOOD CENTRAL,2021-07-05,299,,1.83,2021-07-05,2021-07-07,,,11.8156174377234
KINGWOOD WEST,2021-07-05,76,,2.13,2021-07-05,2021-07-07,,,10.8694178265858
MUD203,2021-07-05,230,,2.93,2021-07-05,2021-07-07,,,11.0862570716181
WCID47,2021-07-05,85,,2.55,2021-07-05,2021-07-07,,,11.6620249848688
WCID76,2021-07-05,47,,2.79,2021-07-05,2021-07-07,,,10.3839740814137
WCID111,2021-07-05,47,,2.9,2021-07-05,2021-07-07,,,11.4282313891488
FWSD23,2021-07-05,223,,1.81,2021-07-05,2021-07-07,,,11.785077330248
WEST LAKE,2021-07-05,,,,2021-07-05,2021-07-07,,,
z.TOTAL,2021-07-05,93,,1.6,2021-07-05,2021-07-07,,,13.4727790263783
CEDAR BAYOU,2021-07-12,446,,3.92,2021-07-12,2021-07-14,,,11.2982541460432
CLINTON PARK,2021-07-12,251,,3.47,2021-07-12,2021-07-14,,,10.8931116441973
EASTHAVEN,2021-07-12,254,,2.8,2021-07-12,2021-07-14,,,11.7420269003274
ALMEDA SIMS,2021-07-12,250,,1.69,2021-07-12,2021-07-14,,,12.3049548287738
GREENRIDGE,2021-07-12,155,,2.02,2021-07-12,2021-07-14,,,11.7250678658498
IMPERIAL VALLEY,2021-07-12,70,,1.97,2021-07-12,2021-07-14,,,11.4352246288859
INTERCONTINENTAL AIRPORT,2021-07-12,527,,2.61,2021-07-12,2021-07-14,,,11.8897681695002
FOREST COVE,2021-07-12,77,,2.52,2021-07-12,2021-07-14,,,10.2142192993093
NORTHWEST,2021-07-12,18,,0.57,2021-07-12,2021-07-14,,,11.5064932978462
NORTHBELT,2021-07-12,604,,1.07,2021-07-12,2021-07-14,,,12.2958760529995
NORTHGATE,2021-07-12,174,,1.95,2021-07-12,2021-07-14,,,12.0391017929538
69TH STREET,2021-07-12,233,,1.73,2021-07-12,2021-07-14,,,13.0821500309455
PARK TEN,2021-07-12,167,,1.91,2021-07-12,2021-07-14,,,11.0480023282539
SAGEMONT,2021-07-12,258,,1.69,2021-07-12,2021-07-14,,,12.2222296405707
SIMS BAYOU,2021-07-12,160,,2.97,2021-07-12,2021-07-14,,,12.6237506618953
SOUTHWEST,2021-07-12,43,,1.42,2021-07-12,2021-07-14,,,12.5582428466408
WILLOWBROOK,2021-07-12,564,,3,2021-07-12,2021-07-14,,,11.6152183933064
WHITE OAK,2021-07-12,523,,2.91,2021-07-12,2021-07-14,,,11.9660375361624
WEST DISTRICT,2021-07-12,162,,1.99,2021-07-12,2021-07-14,,,12.3320551475947
WESTWAY,2021-07-12,186,,1.51,2021-07-12,2021-07-14,,,10.8561635586667
METRO CENTRAL,2021-07-12,15,,0.19,2021-07-12,2021-07-14,,,10.3694241293189
SOUTHEAST,2021-07-12,526,,2.21,2021-07-12,2021-07-14,,,12.324213070256
TURKEY CREEK,2021-07-12,340,,2.3,2021-07-12,2021-07-14,,,12.0470361620004
UPPER BRAYS,2021-07-12,399,,2.16,2021-07-12,2021-07-14,,,12.5560118056362
BELTWAY,2021-07-12,327,,1.28,2021-07-12,2021-07-14,,,12.4039713736114
KEEGANS BAYOU,2021-07-12,45,,2.43,2021-07-12,2021-07-14,,,12.2195438885788
CHOCOLATE BAYOU,2021-07-12,314,,2.04,2021-07-12,2021-07-14,,,12.1948625991468
TIDWELL TIMBERS,2021-07-12,40,,1.58,2021-07-12,2021-07-14,,,10.3387034775514
HOMESTEAD,2021-07-12,564,,2.97,2021-07-12,2021-07-14,,,11.7677239779843
NORTHEAST,2021-07-12,414,,0.88,2021-07-12,2021-07-14,,,11.9967231840663
KINGWOOD CENTRAL,2021-07-12,528,,2.09,2021-07-12,2021-07-14,,,12.0627540844949
KINGWOOD WEST,2021-07-12,143,,2.54,2021-07-12,2021-07-14,,,11.1452491398595
MUD203,2021-07-12,465,,2.77,2021-07-12,2021-07-14,,,11.3928618105614
WCID47,2021-07-12,173,,2.66,2021-07-12,2021-07-14,,,11.9723751059753
WCID76,2021-07-12,102,,3.26,2021-07-12,2021-07-14,,,10.7222910642743
WCID111,2021-07-12,109,,3.2,2021-07-12,2021-07-14,,,11.7940994800725
FWSD23,2021-07-12,367,,1.83,2021-07-12,2021-07-14,,,12.0010081410412
WEST LAKE,2021-07-12,,,,2021-07-12,2021-07-14,,,
z.TOTAL,2021-07-12,159,,1.75,2021-07-12,2021-07-14,,,13.7088960129382
