County,Race/Ethnicity,Boosted,Date
Jones,Black,2033,2022-09-06
Jones,Hispanic,3479,2022-09-06
Jones,Other,4441,2022-09-06
Jones,Unknown,1087,2022-09-06
Jones,White,10376,2022-09-06
Karnes,Asian,108,2022-09-06
Karnes,Black,1559,2022-09-06
Karnes,Hispanic,7562,2022-09-06
Karnes,Other,3990,2022-09-06
Karnes,Unknown,1032,2022-09-06
Karnes,White,6660,2022-09-06
Kaufman,Asian,3205,2022-09-06
Kaufman,Black,23534,2022-09-06
Kaufman,Hispanic,39265,2022-09-06
Kaufman,Other,26997,2022-09-06
Kaufman,Unknown,9087,2022-09-06
Kaufman,White,80932,2022-09-06
Kendall,Asian,845,2022-09-06
Kendall,Black,583,2022-09-06
Kendall,Hispanic,12053,2022-09-06
Kendall,Other,20932,2022-09-06
Kendall,Unknown,2281,2022-09-06
Kendall,White,41720,2022-09-06
Kenedy,Asian,2,2022-09-06
Kenedy,Black,4,2022-09-06
Kenedy,Hispanic,382,2022-09-06
Kenedy,Other,51,2022-09-06
Kenedy,Unknown,65,2022-09-06
Kenedy,White,73,2022-09-06
Kent,Black,4,2022-09-06
Kent,Hispanic,66,2022-09-06
Kent,Other,52,2022-09-06
Kent,Unknown,26,2022-09-06
Kent,White,562,2022-09-06
Kerr,Asian,564,2022-09-06
Kerr,Black,539,2022-09-06
Kerr,Hispanic,8882,2022-09-06
Kerr,Other,16867,2022-09-06
Kerr,Unknown,2724,2022-09-06
Kerr,White,37523,2022-09-06
Kimble,Asian,31,2022-09-06
Kimble,Black,12,2022-09-06
Kimble,Hispanic,521,2022-09-06
Kimble,Other,642,2022-09-06
Kimble,Unknown,189,2022-09-06
Kimble,White,3417,2022-09-06
King,Asian,1,2022-09-06
King,Hispanic,31,2022-09-06
King,Other,17,2022-09-06
King,Unknown,4,2022-09-06
King,White,61,2022-09-06
Kinney,Asian,17,2022-09-06
Kinney,Black,43,2022-09-06
Kinney,Hispanic,2064,2022-09-06
Kinney,Other,734,2022-09-06
Kinney,Unknown,134,2022-09-06
Kinney,White,1806,2022-09-06
Kleberg,Asian,925,2022-09-06
Kleberg,Black,729,2022-09-06
Kleberg,Hispanic,31891,2022-09-06
Kleberg,Other,5705,2022-09-06
Kleberg,Unknown,2972,2022-09-06
Kleberg,White,9145,2022-09-06
Knox,Asian,25,2022-09-06
Knox,Black,95,2022-09-06
Knox,Hispanic,773,2022-09-06
Knox,Other,911,2022-09-06
Knox,Unknown,162,2022-09-06
Knox,White,1489,2022-09-06
La Salle,Asian,38,2022-09-06
La Salle,Black,510,2022-09-06
La Salle,Hispanic,7117,2022-09-06
La Salle,Other,1367,2022-09-06
La Salle,Unknown,1553,2022-09-06
La Salle,White,1537,2022-09-06
Lamar,Asian,536,2022-09-06
Lamar,Black,5239,2022-09-06
Lamar,Hispanic,3002,2022-09-06
Lamar,Other,7270,2022-09-06
Lamar,Unknown,3593,2022-09-06
Lamar,White,29978,2022-09-06
Lamb,Asian,12,2022-09-06
Lamb,Black,609,2022-09-06
Lamb,Hispanic,6129,2022-09-06
Lamb,Other,1658,2022-09-06
Lamb,Unknown,1362,2022-09-06
Lamb,White,4614,2022-09-06
Lampasas,Asian,264,2022-09-06
Lampasas,Black,658,2022-09-06
Lampasas,Hispanic,3349,2022-09-06
Lampasas,Other,5140,2022-09-06
Lampasas,Unknown,1167,2022-09-06
Lampasas,White,14666,2022-09-06
Lavaca,Asian,132,2022-09-06
Lavaca,Black,883,2022-09-06
Lavaca,Hispanic,2997,2022-09-06
Lavaca,Other,2359,2022-09-06
Lavaca,Unknown,1192,2022-09-06
Lavaca,White,14699,2022-09-06
Lee,Asian,58,2022-09-06
Lee,Black,1707,2022-09-06
Lee,Hispanic,3676,2022-09-06
Lee,Other,3654,2022-09-06
Lee,Unknown,1063,2022-09-06
Lee,White,10529,2022-09-06
Leon,Asian,178,2022-09-06
Leon,Black,1030,2022-09-06
Leon,Hispanic,1748,2022-09-06
Leon,Other,2979,2022-09-06
Leon,Unknown,404,2022-09-06
Leon,White,10737,2022-09-06
Liberty,Asian,727,2022-09-06
Liberty,Black,7702,2022-09-06
Liberty,Hispanic,33375,2022-09-06
Liberty,Other,17193,2022-09-06
Liberty,Unknown,3711,2022-09-06
Liberty,White,37316,2022-09-06
Limestone,Asian,212,2022-09-06
Limestone,Black,2757,2022-09-06
Limestone,Hispanic,3285,2022-09-06
Limestone,Other,5293,2022-09-06
Limestone,Unknown,641,2022-09-06
Limestone,White,10491,2022-09-06
Lipscomb,Asian,10,2022-09-06
Lipscomb,Hispanic,611,2022-09-06
Lipscomb,Other,238,2022-09-06
Lipscomb,Unknown,299,2022-09-06
Lipscomb,White,1167,2022-09-06
Live Oak,Asian,47,2022-09-06
Live Oak,Black,33,2022-09-06
Live Oak,Hispanic,3918,2022-09-06
Live Oak,Other,1695,2022-09-06
Live Oak,Unknown,594,2022-09-06
Live Oak,White,4427,2022-09-06
Llano,Asian,172,2022-09-06
Llano,Black,106,2022-09-06
Llano,Hispanic,2128,2022-09-06
Llano,Other,5206,2022-09-06
Llano,Unknown,967,2022-09-06
Llano,White,22260,2022-09-06
Loving,Hispanic,17,2022-09-06
Loving,Other,10,2022-09-06
Loving,Unknown,2,2022-09-06
Loving,White,51,2022-09-06
Lubbock,Asian,9993,2022-09-06
Lubbock,Black,16283,2022-09-06
Lubbock,Hispanic,107687,2022-09-06
Lubbock,Other,71171,2022-09-06
Lubbock,Unknown,14783,2022-09-06
Lubbock,White,159309,2022-09-06
Lynn,Asian,12,2022-09-06
Lynn,Black,71,2022-09-06
Lynn,Hispanic,2429,2022-09-06
Lynn,Other,785,2022-09-06
Lynn,Unknown,368,2022-09-06
Lynn,White,2239,2022-09-06
Madison,Asian,139,2022-09-06
Madison,Black,3030,2022-09-06
Madison,Hispanic,2648,2022-09-06
Madison,Other,3157,2022-09-06
Madison,Unknown,299,2022-09-06
Madison,White,6674,2022-09-06
Marion,Asian,46,2022-09-06
Marion,Black,1960,2022-09-06
Marion,Hispanic,368,2022-09-06
Marion,Other,1935,2022-09-06
Marion,Unknown,279,2022-09-06
Marion,White,5548,2022-09-06
Martin,Asian,8,2022-09-06
Martin,Black,32,2022-09-06
Martin,Hispanic,1622,2022-09-06
Martin,Other,486,2022-09-06
Martin,Unknown,522,2022-09-06
Martin,White,1743,2022-09-06
Mason,Asian,3,2022-09-06
Mason,Black,12,2022-09-06
Mason,Hispanic,1231,2022-09-06
Mason,Other,1026,2022-09-06
Mason,Unknown,107,2022-09-06
Mason,White,3493,2022-09-06
Matagorda,Asian,1138,2022-09-06
Matagorda,Black,3245,2022-09-06
Matagorda,Hispanic,14130,2022-09-06
Matagorda,Other,10133,2022-09-06
Matagorda,Unknown,1074,2022-09-06
Matagorda,White,14678,2022-09-06
Maverick,Asian,115,2022-09-06
Maverick,Black,108,2022-09-06
Maverick,Hispanic,112852,2022-09-06
Maverick,Other,13381,2022-09-06
Maverick,Unknown,19724,2022-09-06
Maverick,White,20438,2022-09-06
McCulloch,Asian,44,2022-09-06
McCulloch,Black,111,2022-09-06
McCulloch,Hispanic,1884,2022-09-06
McCulloch,Other,587,2022-09-06
McCulloch,Unknown,242,2022-09-06
McCulloch,White,5218,2022-09-06
McLennan,Asian,6801,2022-09-06
McLennan,Black,31825,2022-09-06
McLennan,Hispanic,63145,2022-09-06
McLennan,Other,59331,2022-09-06
McLennan,Unknown,8513,2022-09-06
McLennan,White,165712,2022-09-06
McMullen,Black,4,2022-09-06
McMullen,Hispanic,248,2022-09-06
McMullen,Other,161,2022-09-06
McMullen,Unknown,29,2022-09-06
McMullen,White,356,2022-09-06
Medina,Asian,317,2022-09-06
Medina,Black,1666,2022-09-06
Medina,Hispanic,24043,2022-09-06
Medina,Other,17280,2022-09-06
Medina,Unknown,2842,2022-09-06
Medina,White,25867,2022-09-06
Menard,Asian,2,2022-09-06
Menard,Black,23,2022-09-06
Menard,Hispanic,878,2022-09-06
Menard,Other,249,2022-09-06
Menard,Unknown,42,2022-09-06
Menard,White,1701,2022-09-06
Midland,Asian,4343,2022-09-06
Midland,Black,8609,2022-09-06
Midland,Hispanic,72904,2022-09-06
Midland,Other,27466,2022-09-06
Midland,Unknown,6065,2022-09-06
Midland,White,70250,2022-09-06
Milam,Asian,201,2022-09-06
Milam,Black,1876,2022-09-06
Milam,Hispanic,5730,2022-09-06
Milam,Other,4617,2022-09-06
Milam,Unknown,1136,2022-09-06
Milam,White,16167,2022-09-06
Mills,Asian,33,2022-09-06
Mills,Black,18,2022-09-06
Mills,Hispanic,659,2022-09-06
Mills,Other,418,2022-09-06
Mills,Unknown,453,2022-09-06
Mills,White,3938,2022-09-06
Mitchell,Asian,63,2022-09-06
Mitchell,Black,646,2022-09-06
Mitchell,Hispanic,2033,2022-09-06
Mitchell,Other,1473,2022-09-06
Mitchell,Unknown,631,2022-09-06
Mitchell,White,3220,2022-09-06
Montague,Asian,116,2022-09-06
Montague,Black,43,2022-09-06
Montague,Hispanic,1824,2022-09-06
Montague,Other,2320,2022-09-06
Montague,Unknown,1023,2022-09-06
Montague,White,12610,2022-09-06
Montgomery,Asian,27993,2022-09-06
Montgomery,Black,36945,2022-09-06
Montgomery,Hispanic,200487,2022-09-06
Montgomery,Other,201963,2022-09-06
Montgomery,Unknown,24920,2022-09-06
Montgomery,White,393721,2022-09-06
Moore,Asian,419,2022-09-06
Moore,Black,287,2022-09-06
Moore,Hispanic,13885,2022-09-06
Moore,Other,3189,2022-09-06
Moore,Unknown,1773,2022-09-06
Moore,White,5335,2022-09-06
Morris,Asian,48,2022-09-06
Morris,Black,2768,2022-09-06
Morris,Hispanic,1307,2022-09-06
Morris,Other,1810,2022-09-06
Morris,Unknown,563,2022-09-06
Morris,White,7642,2022-09-06
Motley,Black,11,2022-09-06
Motley,Hispanic,95,2022-09-06
Motley,Other,300,2022-09-06
Motley,Unknown,32,2022-09-06
Motley,White,514,2022-09-06
Nacogdoches,Asian,1092,2022-09-06
Nacogdoches,Black,10272,2022-09-06
Nacogdoches,Hispanic,12918,2022-09-06
Nacogdoches,Other,9615,2022-09-06
Nacogdoches,Unknown,3178,2022-09-06
Nacogdoches,White,37319,2022-09-06
Navarro,Asian,543,2022-09-06
Navarro,Black,5074,2022-09-06
Navarro,Hispanic,12285,2022-09-06
Navarro,Other,13302,2022-09-06
Navarro,Unknown,3229,2022-09-06
Navarro,White,25921,2022-09-06
Newton,Asian,42,2022-09-06
Newton,Black,1969,2022-09-06
Newton,Hispanic,185,2022-09-06
Newton,Other,953,2022-09-06
Newton,Unknown,950,2022-09-06
Newton,White,4529,2022-09-06
Nolan,Asian,115,2022-09-06
Nolan,Black,436,2022-09-06
Nolan,Hispanic,4499,2022-09-06
Nolan,Other,1374,2022-09-06
Nolan,Unknown,866,2022-09-06
Nolan,White,8096,2022-09-06
Nueces,Asian,9105,2022-09-06
Nueces,Black,9845,2022-09-06
Nueces,Hispanic,275866,2022-09-06
Nueces,Other,103126,2022-09-06
Nueces,Unknown,15874,2022-09-06
Nueces,White,138478,2022-09-06
Ochiltree,Asian,29,2022-09-06
Ochiltree,Black,13,2022-09-06
Ochiltree,Hispanic,4324,2022-09-06
Ochiltree,Other,862,2022-09-06
Ochiltree,Unknown,517,2022-09-06
Ochiltree,White,3002,2022-09-06
Oldham,Asian,49,2022-09-06
Oldham,Black,25,2022-09-06
Oldham,Hispanic,276,2022-09-06
Oldham,Other,268,2022-09-06
Oldham,Unknown,127,2022-09-06
Oldham,White,1171,2022-09-06
Orange,Asian,1276,2022-09-06
Orange,Black,5832,2022-09-06
Orange,Hispanic,5251,2022-09-06
Orange,Other,16279,2022-09-06
Orange,Unknown,3005,2022-09-06
Orange,White,45808,2022-09-06
Palo Pinto,Asian,261,2022-09-06
Palo Pinto,Black,453,2022-09-06
Palo Pinto,Hispanic,4706,2022-09-06
Palo Pinto,Other,4750,2022-09-06
Palo Pinto,Unknown,624,2022-09-06
Palo Pinto,White,17380,2022-09-06
Panola,Asian,121,2022-09-06
Panola,Black,3096,2022-09-06
Panola,Hispanic,1653,2022-09-06
Panola,Other,3744,2022-09-06
Panola,Unknown,531,2022-09-06
Panola,White,11676,2022-09-06
Parker,Asian,1466,2022-09-06
Parker,Black,1649,2022-09-06
Parker,Hispanic,16626,2022-09-06
Parker,Other,29428,2022-09-06
Parker,Unknown,6336,2022-09-06
Parker,White,109199,2022-09-06
Parmer,Asian,20,2022-09-06
Parmer,Black,31,2022-09-06
Parmer,Hispanic,4114,2022-09-06
Parmer,Other,441,2022-09-06
Parmer,Unknown,3235,2022-09-06
Parmer,White,1921,2022-09-06
Pecos,Asian,263,2022-09-06
Pecos,Black,725,2022-09-06
Pecos,Hispanic,14718,2022-09-06
Pecos,Other,2322,2022-09-06
Pecos,Unknown,2089,2022-09-06
Pecos,White,4052,2022-09-06
Polk,Asian,408,2022-09-06
Polk,Black,6041,2022-09-06
Polk,Hispanic,5999,2022-09-06
Polk,Other,9360,2022-09-06
Polk,Unknown,1940,2022-09-06
Polk,White,34986,2022-09-06
Potter,Asian,5327,2022-09-06
Potter,Black,8666,2022-09-06
Potter,Hispanic,43911,2022-09-06
Potter,Other,22133,2022-09-06
Potter,Unknown,3635,2022-09-06
Potter,White,52587,2022-09-06
Presidio,Asian,44,2022-09-06
Presidio,Black,22,2022-09-06
Presidio,Hispanic,13807,2022-09-06
Presidio,Other,1406,2022-09-06
Presidio,Unknown,461,2022-09-06
Presidio,White,2127,2022-09-06
Rains,Asian,68,2022-09-06
Rains,Black,192,2022-09-06
Rains,Hispanic,913,2022-09-06
Rains,Other,2024,2022-09-06
Rains,Unknown,317,2022-09-06
Rains,White,8554,2022-09-06
Randall,Asian,3038,2022-09-06
Randall,Black,3151,2022-09-06
Randall,Hispanic,26921,2022-09-06
Randall,Other,23435,2022-09-06
Randall,Unknown,5746,2022-09-06
Randall,White,98218,2022-09-06
Reagan,Asian,8,2022-09-06
Reagan,Black,26,2022-09-06
Reagan,Hispanic,1956,2022-09-06
Reagan,Other,892,2022-09-06
Reagan,Unknown,221,2022-09-06
Reagan,White,486,2022-09-06
Real,Asian,3,2022-09-06
Real,Black,21,2022-09-06
Real,Hispanic,831,2022-09-06
Real,Other,975,2022-09-06
Real,Unknown,98,2022-09-06
Real,White,2499,2022-09-06
Red River,Asian,54,2022-09-06
Red River,Black,1179,2022-09-06
Red River,Hispanic,711,2022-09-06
Red River,Other,2734,2022-09-06
Red River,Unknown,979,2022-09-06
Red River,White,6052,2022-09-06
Reeves,Asian,215,2022-09-06
Reeves,Black,167,2022-09-06
Reeves,Hispanic,40570,2022-09-06
Reeves,Other,900,2022-09-06
Reeves,Unknown,4574,2022-09-06
Reeves,White,1465,2022-09-06
Refugio,Asian,20,2022-09-06
Refugio,Black,462,2022-09-06
Refugio,Hispanic,4045,2022-09-06
Refugio,Other,1033,2022-09-06
Refugio,Unknown,1088,2022-09-06
Refugio,White,3387,2022-09-06
Roberts,Hispanic,36,2022-09-06
Roberts,Other,62,2022-09-06
Roberts,Unknown,44,2022-09-06
Roberts,White,503,2022-09-06
Robertson,Asian,163,2022-09-06
Robertson,Black,3046,2022-09-06
Robertson,Hispanic,3231,2022-09-06
Robertson,Other,2912,2022-09-06
Robertson,Unknown,460,2022-09-06
Robertson,White,9552,2022-09-06
Rockwall,Asian,4994,2022-09-06
Rockwall,Black,10524,2022-09-06
Rockwall,Hispanic,24884,2022-09-06
Rockwall,Other,27998,2022-09-06
Rockwall,Unknown,4739,2022-09-06
Rockwall,White,86697,2022-09-06
Runnels,Asian,42,2022-09-06
Runnels,Black,132,2022-09-06
Runnels,Hispanic,3148,2022-09-06
Runnels,Other,869,2022-09-06
Runnels,Unknown,617,2022-09-06
Runnels,White,6417,2022-09-06
Rusk,Asian,301,2022-09-06
Rusk,Black,8523,2022-09-06
Rusk,Hispanic,7653,2022-09-06
Rusk,Other,9364,2022-09-06
Rusk,Unknown,1455,2022-09-06
Rusk,White,27830,2022-09-06
Sabine,Asian,38,2022-09-06
Sabine,Black,585,2022-09-06
Sabine,Hispanic,243,2022-09-06
Sabine,Other,1341,2022-09-06
Sabine,Unknown,878,2022-09-06
Sabine,White,6869,2022-09-06
San Augustine,Asian,25,2022-09-06
San Augustine,Black,2329,2022-09-06
San Augustine,Hispanic,502,2022-09-06
San Augustine,Other,1121,2022-09-06
San Augustine,Unknown,353,2022-09-06
San Augustine,White,5150,2022-09-06
San Jacinto,Asian,120,2022-09-06
San Jacinto,Black,2092,2022-09-06
San Jacinto,Hispanic,3067,2022-09-06
San Jacinto,Other,4406,2022-09-06
San Jacinto,Unknown,896,2022-09-06
San Jacinto,White,14049,2022-09-06
San Patricio,Asian,1135,2022-09-06
San Patricio,Black,940,2022-09-06
San Patricio,Hispanic,42550,2022-09-06
San Patricio,Other,16427,2022-09-06
San Patricio,Unknown,2843,2022-09-06
San Patricio,White,32942,2022-09-06
San Saba,Asian,20,2022-09-06
San Saba,Black,198,2022-09-06
San Saba,Hispanic,1136,2022-09-06
San Saba,Other,1481,2022-09-06
San Saba,Unknown,159,2022-09-06
San Saba,White,2968,2022-09-06
Schleicher,Asian,10,2022-09-06
Schleicher,Black,36,2022-09-06
Schleicher,Hispanic,1420,2022-09-06
Schleicher,Other,303,2022-09-06
Schleicher,Unknown,303,2022-09-06
Schleicher,White,1168,2022-09-06
Scurry,Asian,93,2022-09-06
Scurry,Black,587,2022-09-06
Scurry,Hispanic,6290,2022-09-06
Scurry,Other,1793,2022-09-06
Scurry,Unknown,780,2022-09-06
Scurry,White,9956,2022-09-06
Shackelford,Asian,14,2022-09-06
Shackelford,Black,8,2022-09-06
Shackelford,Hispanic,384,2022-09-06
Shackelford,Other,276,2022-09-06
Shackelford,Unknown,167,2022-09-06
Shackelford,White,2245,2022-09-06
Shelby,Asian,404,2022-09-06
Shelby,Black,4320,2022-09-06
Shelby,Hispanic,3585,2022-09-06
Shelby,Other,2680,2022-09-06
Shelby,Unknown,1396,2022-09-06
Shelby,White,11604,2022-09-06
Sherman,Black,18,2022-09-06
Sherman,Hispanic,1124,2022-09-06
Sherman,Other,205,2022-09-06
Sherman,Unknown,242,2022-09-06
Sherman,White,910,2022-09-06
Smith,Asian,5325,2022-09-06
Smith,Black,42068,2022-09-06
Smith,Hispanic,44212,2022-09-06
Smith,Other,38568,2022-09-06
Smith,Unknown,13163,2022-09-06
Smith,White,138938,2022-09-06
Somervell,Asian,80,2022-09-06
Somervell,Black,23,2022-09-06
Somervell,Hispanic,1123,2022-09-06
Somervell,Other,3588,2022-09-06
Somervell,Unknown,294,2022-09-06
Somervell,White,5134,2022-09-06
Starr,Asian,73,2022-09-06
Starr,Black,35,2022-09-06
Starr,Hispanic,157019,2022-09-06
Starr,Other,11178,2022-09-06
Starr,Unknown,3428,2022-09-06
Starr,White,15391,2022-09-06
Stephens,Asian,107,2022-09-06
Stephens,Black,270,2022-09-06
Stephens,Hispanic,1265,2022-09-06
Stephens,Other,969,2022-09-06
Stephens,Unknown,489,2022-09-06
Stephens,White,5021,2022-09-06
Sterling,Asian,4,2022-09-06
Sterling,Black,11,2022-09-06
Sterling,Hispanic,450,2022-09-06
Sterling,Other,206,2022-09-06
Sterling,Unknown,26,2022-09-06
Sterling,White,551,2022-09-06
Stonewall,Asian,18,2022-09-06
Stonewall,Black,13,2022-09-06
Stonewall,Hispanic,185,2022-09-06
Stonewall,Other,115,2022-09-06
Stonewall,Unknown,107,2022-09-06
Stonewall,White,1035,2022-09-06
Sutton,Asian,33,2022-09-06
Sutton,Black,5,2022-09-06
Sutton,Hispanic,2340,2022-09-06
Sutton,Other,348,2022-09-06
Sutton,Unknown,192,2022-09-06
Sutton,White,1331,2022-09-06
Swisher,Asian,29,2022-09-06
Swisher,Black,357,2022-09-06
Swisher,Hispanic,2263,2022-09-06
Swisher,Other,807,2022-09-06
Swisher,Unknown,408,2022-09-06
Swisher,White,3176,2022-09-06
Tarrant,Asian,190141,2022-09-06
Tarrant,Black,349743,2022-09-06
Tarrant,Hispanic,729259,2022-09-06
Tarrant,Other,606408,2022-09-06
Tarrant,Unknown,66860,2022-09-06
Tarrant,White,1173477,2022-09-06
Taylor,Asian,3096,2022-09-06
Taylor,Black,7625,2022-09-06
Taylor,Hispanic,27872,2022-09-06
Taylor,Other,25189,2022-09-06
Taylor,Unknown,12780,2022-09-06
Taylor,White,87029,2022-09-06
Terrell,Black,8,2022-09-06
Terrell,Hispanic,582,2022-09-06
Terrell,Other,132,2022-09-06
Terrell,Unknown,44,2022-09-06
Terrell,White,318,2022-09-06
Terry,Asian,51,2022-09-06
Terry,Black,251,2022-09-06
Terry,Hispanic,5115,2022-09-06
Terry,Other,1182,2022-09-06
Terry,Unknown,2449,2022-09-06
Terry,White,3541,2022-09-06
Throckmorton,Asian,4,2022-09-06
Throckmorton,Black,2,2022-09-06
Throckmorton,Hispanic,93,2022-09-06
Throckmorton,Other,124,2022-09-06
Throckmorton,Unknown,106,2022-09-06
Throckmorton,White,1205,2022-09-06
Titus,Asian,362,2022-09-06
Titus,Black,3000,2022-09-06
Titus,Hispanic,12920,2022-09-06
Titus,Other,4035,2022-09-06
Titus,Unknown,1181,2022-09-06
Titus,White,13559,2022-09-06
Tom Green,Asian,1693,2022-09-06
Tom Green,Black,3704,2022-09-06
Tom Green,Hispanic,47578,2022-09-06
Tom Green,Other,16738,2022-09-06
Tom Green,Unknown,3941,2022-09-06
Tom Green,White,70361,2022-09-06
Travis,Asian,161885,2022-09-06
Travis,Black,91102,2022-09-06
Travis,Hispanic,549586,2022-09-06
Travis,Other,601963,2022-09-06
Travis,Unknown,84895,2022-09-06
Travis,White,944167,2022-09-06
Trinity,Asian,60,2022-09-06
Trinity,Black,1105,2022-09-06
Trinity,Hispanic,1128,2022-09-06
Trinity,Other,4214,2022-09-06
Trinity,Unknown,731,2022-09-06
Trinity,White,8715,2022-09-06
Tyler,Asian,94,2022-09-06
Tyler,Black,2689,2022-09-06
Tyler,Hispanic,990,2022-09-06
Tyler,Other,2990,2022-09-06
Tyler,Unknown,983,2022-09-06
Tyler,White,13435,2022-09-06
Upshur,Asian,183,2022-09-06
Upshur,Black,2954,2022-09-06
Upshur,Hispanic,3208,2022-09-06
Upshur,Other,5617,2022-09-06
Upshur,Unknown,1393,2022-09-06
Upshur,White,23616,2022-09-06
Upton,Asian,9,2022-09-06
Upton,Black,56,2022-09-06
Upton,Hispanic,1631,2022-09-06
Upton,Other,395,2022-09-06
Upton,Unknown,568,2022-09-06
Upton,White,1308,2022-09-06
Uvalde,Asian,210,2022-09-06
Uvalde,Black,80,2022-09-06
Uvalde,Hispanic,20580,2022-09-06
Uvalde,Other,4845,2022-09-06
Uvalde,Unknown,1306,2022-09-06
Uvalde,White,11346,2022-09-06
Val Verde,Asian,211,2022-09-06
Val Verde,Black,313,2022-09-06
Val Verde,Hispanic,58410,2022-09-06
Val Verde,Other,13264,2022-09-06
Val Verde,Unknown,5132,2022-09-06
Val Verde,White,17007,2022-09-06
Van Zandt,Asian,272,2022-09-06
Van Zandt,Black,1439,2022-09-06
Van Zandt,Hispanic,5212,2022-09-06
Van Zandt,Other,7369,2022-09-06
Van Zandt,Unknown,2088,2022-09-06
Van Zandt,White,37585,2022-09-06
Victoria,Asian,1593,2022-09-06
Victoria,Black,4857,2022-09-06
Victoria,Hispanic,38540,2022-09-06
Victoria,Other,22079,2022-09-06
Victoria,Unknown,6035,2022-09-06
Victoria,White,45714,2022-09-06
Walker,Asian,1129,2022-09-06
Walker,Black,16135,2022-09-06
Walker,Hispanic,9752,2022-09-06
Walker,Other,23813,2022-09-06
Walker,Unknown,2120,2022-09-06
Walker,White,38004,2022-09-06
Waller,Asian,1321,2022-09-06
Waller,Black,7425,2022-09-06
Waller,Hispanic,17391,2022-09-06
Waller,Other,11992,2022-09-06
Waller,Unknown,1385,2022-09-06
Waller,White,20470,2022-09-06
Ward,Asian,98,2022-09-06
Ward,Black,224,2022-09-06
Ward,Hispanic,5594,2022-09-06
Ward,Other,990,2022-09-06
Ward,Unknown,609,2022-09-06
Ward,White,3204,2022-09-06
Washington,Asian,798,2022-09-06
Washington,Black,5144,2022-09-06
Washington,Hispanic,4540,2022-09-06
Washington,Other,12924,2022-09-06
Washington,Unknown,1627,2022-09-06
Washington,White,23552,2022-09-06
Webb,Asian,1277,2022-09-06
Webb,Black,398,2022-09-06
Webb,Hispanic,638658,2022-09-06
Webb,Other,92676,2022-09-06
Webb,Unknown,50190,2022-09-06
Webb,White,91717,2022-09-06
Wharton,Asian,346,2022-09-06
Wharton,Black,5239,2022-09-06
Wharton,Hispanic,17007,2022-09-06
Wharton,Other,13112,2022-09-06
Wharton,Unknown,1325,2022-09-06
Wharton,White,18462,2022-09-06
Wheeler,Asian,54,2022-09-06
Wheeler,Black,57,2022-09-06
Wheeler,Hispanic,1180,2022-09-06
Wheeler,Other,470,2022-09-06
Wheeler,Unknown,451,2022-09-06
Wheeler,White,2977,2022-09-06
Wichita,Asian,3233,2022-09-06
Wichita,Black,11299,2022-09-06
Wichita,Hispanic,20924,2022-09-06
Wichita,Other,24115,2022-09-06
Wichita,Unknown,8206,2022-09-06
Wichita,White,85438,2022-09-06
Wilbarger,Asian,652,2022-09-06
Wilbarger,Black,930,2022-09-06
Wilbarger,Hispanic,3356,2022-09-06
Wilbarger,Other,721,2022-09-06
Wilbarger,Unknown,2057,2022-09-06
Wilbarger,White,8167,2022-09-06
Willacy,Asian,61,2022-09-06
Willacy,Black,751,2022-09-06
Willacy,Hispanic,29903,2022-09-06
Willacy,Other,3514,2022-09-06
Willacy,Unknown,1279,2022-09-06
Willacy,White,3242,2022-09-06
Williamson,Asian,96283,2022-09-06
Williamson,Black,44258,2022-09-06
Williamson,Hispanic,181131,2022-09-06
Williamson,Other,278602,2022-09-06
Williamson,Unknown,38235,2022-09-06
Williamson,White,451257,2022-09-06
Wilson,Asian,653,2022-09-06
Wilson,Black,915,2022-09-06
Wilson,Hispanic,16315,2022-09-06
Wilson,Other,18337,2022-09-06
Wilson,Unknown,3333,2022-09-06
Wilson,White,27456,2022-09-06
Winkler,Asian,78,2022-09-06
Winkler,Black,96,2022-09-06
Winkler,Hispanic,3598,2022-09-06
Winkler,Other,520,2022-09-06
Winkler,Unknown,1389,2022-09-06
Winkler,White,1747,2022-09-06
Wise,Asian,510,2022-09-06
Wise,Black,803,2022-09-06
Wise,Hispanic,11856,2022-09-06
Wise,Other,8276,2022-09-06
Wise,Unknown,2751,2022-09-06
Wise,White,42966,2022-09-06
Wood,Asian,273,2022-09-06
Wood,Black,1880,2022-09-06
Wood,Hispanic,3952,2022-09-06
Wood,Other,11567,2022-09-06
Wood,Unknown,1704,2022-09-06
Wood,White,32421,2022-09-06
Yoakum,Asian,29,2022-09-06
Yoakum,Black,38,2022-09-06
Yoakum,Hispanic,4587,2022-09-06
Yoakum,Other,390,2022-09-06
Yoakum,Unknown,1411,2022-09-06
Yoakum,White,1935,2022-09-06
Young,Asian,92,2022-09-06
Young,Black,123,2022-09-06
Young,Hispanic,2870,2022-09-06
Young,Other,4765,2022-09-06
Young,Unknown,958,2022-09-06
Young,White,9277,2022-09-06
Zapata,Asian,16,2022-09-06
Zapata,Black,7,2022-09-06
Zapata,Hispanic,16373,2022-09-06
Zapata,Other,2248,2022-09-06
Zapata,Unknown,995,2022-09-06
Zapata,White,1765,2022-09-06
Zavala,Asian,18,2022-09-06
Zavala,Black,34,2022-09-06
Zavala,Hispanic,11543,2022-09-06
Zavala,Other,1655,2022-09-06
Zavala,Unknown,504,2022-09-06
Zavala,White,2396,2022-09-06
Other,Asian,66621,2022-09-06
Other,Black,74267,2022-09-06
Other,Hispanic,364002,2022-09-06
Other,Other,136670,2022-09-06
Other,Unknown,54364,2022-09-06
