County,Date,viral_load,source
Dallas,2023-03-01,251.517170805,biobot
Dallas,2023-03-08,186.76504619,biobot
Dallas,2023-03-15,152.17039740199803,biobot
Dallas,2023-03-22,287.61971024909064,biobot
Dallas,2023-03-29,158.18334658546988,biobot
Dallas,2023-04-05,117.90350313906958,biobot
Dallas,2023-04-12,152.90962069553686,biobot
Dallas,2023-04-19,95.18076819969852,biobot
Dallas,2023-04-26,106.7730879795022,biobot
Dallas,2023-05-03,116.43556211488426,biobot
Dallas,2023-05-10,115.63310645958154,biobot
Dallas,2023-05-17,114.74775989276402,biobot
Dallas,2023-05-24,72.80662672641782,biobot
Dallas,2023-05-31,105.87571328938336,biobot
Dallas,2023-06-07,79.3856258470203,biobot
Dallas,2023-06-14,99.08741831997406,biobot
Dallas,2023-06-21,51.04563796267026,biobot
Dallas,2023-06-28,49.55513681570356,biobot
