County,Date,cases_cumulative,deaths_cumulative,cases_daily,deaths_daily,source
Denton,2021-02-15,60097,382,0,0,county level dashboards
Denton,2021-02-16,60097,382,0,0,county level dashboards
Denton,2021-02-17,60097,382,0,0,county level dashboards
Denton,2021-02-18,60097,382,0,0,county level dashboards
Denton,2021-02-19,60097,382,0,0,county level dashboards
Denton,2021-02-20,60097,382,0,0,county level dashboards
Denton,2021-02-22,61086,398,989,16,county level dashboards
Denton,2021-02-23,61922,398,836,0,county level dashboards
Denton,2021-02-24,62496,398,574,0,county level dashboards
Denton,2021-02-25,63052,398,556,0,county level dashboards
Denton,2021-02-26,63577,398,525,0,county level dashboards
Denton,2021-02-27,63926,407,349,9,county level dashboards
Denton,2021-03-01,64630,407,704,0,county level dashboards
Denton,2021-03-02,65104,420,474,13,county level dashboards
Denton,2021-03-03,65755,421,651,1,county level dashboards
Denton,2021-03-04,66328,421,573,0,county level dashboards
Denton,2021-03-05,66777,425,449,4,county level dashboards
Denton,2021-03-06,67092,425,315,0,county level dashboards
Denton,2021-03-08,67712,425,620,0,county level dashboards
Denton,2021-03-09,68172,431,460,6,county level dashboards
Denton,2021-03-10,68786,431,614,0,county level dashboards
Denton,2021-03-11,69241,431,455,0,county level dashboards
Denton,2021-03-12,69567,431,326,0,county level dashboards
Denton,2021-03-13,69632,431,65,0,county level dashboards
Denton,2021-03-15,69937,431,305,0,county level dashboards
Denton,2021-03-16,70277,447,340,16,county level dashboards
Denton,2021-03-17,70509,447,232,0,county level dashboards
Denton,2021-03-18,70699,453,190,6,county level dashboards
Denton,2021-03-19,70813,453,114,0,county level dashboards
Denton,2021-03-20,70813,453,0,0,county level dashboards
Denton,2021-03-22,70999,453,186,0,county level dashboards
Denton,2021-03-23,71128,453,129,0,county level dashboards
Denton,2021-03-24,71242,462,114,9,county level dashboards
Denton,2021-03-25,71316,462,74,0,county level dashboards
Denton,2021-03-26,71413,462,97,0,county level dashboards
Denton,2021-03-27,71413,462,0,0,county level dashboards
Denton,2021-03-29,71594,462,181,0,county level dashboards
Denton,2021-03-30,71683,466,89,4,county level dashboards
Denton,2021-03-31,71810,466,127,0,county level dashboards
Denton,2021-04-01,71905,466,95,0,county level dashboards
Denton,2021-04-02,71905,466,0,0,county level dashboards
Denton,2021-04-03,71905,466,0,0,county level dashboards
Denton,2021-04-05,72089,473,184,7,county level dashboards
Denton,2021-04-06,72250,476,161,3,county level dashboards
Denton,2021-04-07,72353,476,103,0,county level dashboards
Denton,2021-04-08,72429,476,76,0,county level dashboards
Denton,2021-04-09,72516,476,87,0,county level dashboards
Denton,2021-04-10,72516,476,0,0,county level dashboards
Denton,2021-04-12,72712,476,196,0,county level dashboards
Denton,2021-04-13,72862,479,150,3,county level dashboards
Denton,2021-04-14,72962,479,100,0,county level dashboards
Denton,2021-04-15,73015,479,53,0,county level dashboards
Denton,2021-04-16,73140,479,125,0,county level dashboards
Denton,2021-04-17,73140,479,0,0,county level dashboards
Denton,2021-04-19,73359,479,219,0,county level dashboards
Denton,2021-04-20,73523,482,164,3,county level dashboards
Denton,2021-04-21,73581,482,58,0,county level dashboards
Denton,2021-04-22,73640,482,59,0,county level dashboards
Denton,2021-04-23,73729,482,89,0,county level dashboards
Denton,2021-04-24,73729,482,0,0,county level dashboards
Denton,2021-04-26,73861,482,132,0,county level dashboards
Denton,2021-04-27,74006,488,145,6,county level dashboards
Denton,2021-04-28,74085,488,79,0,county level dashboards
Denton,2021-04-29,74173,488,88,0,county level dashboards
Denton,2021-04-30,74276,488,103,0,county level dashboards
Denton,2021-05-01,74276,488,0,0,county level dashboards
Denton,2021-05-03,74421,489,145,1,county level dashboards
Denton,2021-05-04,74516,491,95,2,county level dashboards
Denton,2021-05-05,74631,495,115,4,county level dashboards
Denton,2021-05-06,74726,495,95,0,county level dashboards
Denton,2021-05-07,74818,495,92,0,county level dashboards
Denton,2021-05-08,74818,495,0,0,county level dashboards
Denton,2021-05-10,74929,506,111,11,county level dashboards
Denton,2021-05-11,75070,506,141,0,county level dashboards
Denton,2021-05-12,75162,520,92,14,county level dashboards
Denton,2021-05-13,75244,526,82,6,county level dashboards
Denton,2021-05-14,75302,536,58,10,county level dashboards
Denton,2021-05-15,75302,536,0,0,county level dashboards
Denton,2021-05-17,75407,546,105,10,county level dashboards
Denton,2021-05-18,75506,556,99,10,county level dashboards
Denton,2021-05-19,75560,566,54,10,county level dashboards
Denton,2021-05-20,75598,574,38,8,county level dashboards
Denton,2021-05-21,75637,575,39,1,county level dashboards
Denton,2021-05-22,75637,575,0,0,county level dashboards
Denton,2021-05-24,75756,578,119,3,county level dashboards
Denton,2021-05-25,75851,578,95,0,county level dashboards
Denton,2021-05-26,75908,578,57,0,county level dashboards
Denton,2021-05-27,75975,586,67,8,county level dashboards
Denton,2021-05-28,76001,590,26,4,county level dashboards
Denton,2021-05-29,76001,590,0,0,county level dashboards
Denton,2021-05-31,76001,590,0,0,county level dashboards
Denton,2021-06-01,76092,590,91,0,county level dashboards
Denton,2021-06-02,76160,590,68,0,county level dashboards
Denton,2021-06-03,76194,596,34,6,county level dashboards
Denton,2021-06-04,76236,596,42,0,county level dashboards
Denton,2021-06-05,76236,596,0,0,county level dashboards
Denton,2021-06-07,76301,601,65,5,county level dashboards
Denton,2021-06-08,76348,604,47,3,county level dashboards
Denton,2021-06-09,76392,604,44,0,county level dashboards
Denton,2021-06-10,76410,604,18,0,county level dashboards
Denton,2021-06-11,76438,604,28,0,county level dashboards
Denton,2021-06-12,76438,604,0,0,county level dashboards
Denton,2021-06-14,76512,604,74,0,county level dashboards
Denton,2021-06-15,76572,604,60,0,county level dashboards
Denton,2021-06-16,76595,604,23,0,county level dashboards
Denton,2021-06-17,76638,604,43,0,county level dashboards
Denton,2021-06-18,76663,604,25,0,county level dashboards
Denton,2021-06-19,76663,604,0,0,county level dashboards
Denton,2021-06-21,76725,612,62,8,county level dashboards
Denton,2021-06-22,76764,612,39,0,county level dashboards
Denton,2021-06-23,76793,615,29,3,county level dashboards
Denton,2021-06-24,76816,615,23,0,county level dashboards
Denton,2021-06-25,76851,615,35,0,county level dashboards
Denton,2021-06-26,76851,615,0,0,county level dashboards
Denton,2021-06-28,76936,615,85,0,county level dashboards
Denton,2021-06-29,76984,616,48,1,county level dashboards
Denton,2021-06-30,77018,617,34,1,county level dashboards
Denton,2021-07-01,77044,617,26,0,county level dashboards
Denton,2021-07-02,77072,621,28,4,county level dashboards
Denton,2021-07-03,77072,621,0,0,county level dashboards
Denton,2021-07-05,77072,621,0,0,county level dashboards
Denton,2021-07-06,77146,621,74,0,county level dashboards
Denton,2021-07-07,77231,621,85,0,county level dashboards
Denton,2021-07-08,77304,621,73,0,county level dashboards
Denton,2021-07-09,77375,624,71,3,county level dashboards
Denton,2021-07-10,77375,624,0,0,county level dashboards
Denton,2021-07-12,77516,624,141,0,county level dashboards
Denton,2021-07-13,77625,628,109,4,county level dashboards
Denton,2021-07-14,77729,628,104,0,county level dashboards
Denton,2021-07-15,77781,628,52,0,county level dashboards
Denton,2021-07-16,77896,628,115,0,county level dashboards
Denton,2021-07-17,77896,628,0,0,county level dashboards
Denton,2021-07-19,78063,628,167,0,county level dashboards
Denton,2021-07-20,78227,628,164,0,county level dashboards
Denton,2021-07-21,78437,628,210,0,county level dashboards
Denton,2021-07-22,78639,630,202,2,county level dashboards
Denton,2021-07-23,78754,630,115,0,county level dashboards
Denton,2021-07-24,78754,630,0,0,county level dashboards
Denton,2021-07-26,78886,630,132,0,county level dashboards
Denton,2021-07-27,79090,630,204,0,county level dashboards
Denton,2021-07-28,79320,630,230,0,county level dashboards
Denton,2021-07-29,79524,631,204,1,county level dashboards
Denton,2021-07-30,79671,631,147,0,county level dashboards
Denton,2021-07-31,79671,631,0,0,county level dashboards
Denton,2021-08-02,79943,631,272,0,county level dashboards
Denton,2021-08-03,80122,633,179,2,county level dashboards
Denton,2021-08-04,80295,633,173,0,county level dashboards
Denton,2021-08-05,80462,633,167,0,county level dashboards
Denton,2021-08-06,80801,633,339,0,county level dashboards
Denton,2021-08-07,80801,633,0,0,county level dashboards
Denton,2021-08-09,81584,633,783,0,county level dashboards
Denton,2021-08-10,82064,633,480,0,county level dashboards
Denton,2021-08-11,82594,634,530,1,county level dashboards
Denton,2021-08-12,83093,634,499,0,county level dashboards
Denton,2021-08-13,83473,634,380,0,county level dashboards
Denton,2021-08-14,83473,634,0,0,county level dashboards
Denton,2021-08-16,84178,634,705,0,county level dashboards
Denton,2021-08-17,84592,634,414,0,county level dashboards
Denton,2021-08-18,84993,634,401,0,county level dashboards
Denton,2021-08-19,85418,638,425,4,county level dashboards
Denton,2021-08-20,85817,642,399,4,county level dashboards
Denton,2021-08-21,85817,642,0,0,county level dashboards
Denton,2021-08-23,86443,642,626,0,county level dashboards
Denton,2021-08-24,86961,650,518,8,county level dashboards
Denton,2021-08-25,87368,652,407,2,county level dashboards
Denton,2021-08-26,87794,655,426,3,county level dashboards
Denton,2021-08-27,88187,659,393,4,county level dashboards
Denton,2021-08-28,88187,659,0,0,county level dashboards
Denton,2021-08-30,88880,659,693,0,county level dashboards
Denton,2021-08-31,89337,659,457,0,county level dashboards
Denton,2021-09-01,89753,663,416,4,county level dashboards
Denton,2021-09-02,90088,663,335,0,county level dashboards
Denton,2021-09-03,90534,663,446,0,county level dashboards
Denton,2021-09-04,90534,663,0,0,county level dashboards
Denton,2021-09-06,90534,663,0,0,county level dashboards
Denton,2021-09-07,91585,663,1051,0,county level dashboards
Denton,2021-09-08,92158,663,573,0,county level dashboards
Denton,2021-09-09,92727,667,569,4,county level dashboards
Denton,2021-09-10,93191,667,464,0,county level dashboards
Denton,2021-09-11,93191,667,0,0,county level dashboards
Denton,2021-09-13,93995,671,804,4,county level dashboards
Denton,2021-09-14,94638,671,643,0,county level dashboards
Denton,2021-09-15,95185,671,547,0,county level dashboards
Denton,2021-09-16,95695,671,510,0,county level dashboards
Denton,2021-09-17,96270,678,575,7,county level dashboards
Denton,2021-09-18,96270,678,0,0,county level dashboards
Denton,2021-09-20,96949,684,679,6,county level dashboards
Denton,2021-09-21,97484,684,535,0,county level dashboards
Denton,2021-09-22,97956,686,472,2,county level dashboards
Denton,2021-09-23,98421,686,465,0,county level dashboards
Denton,2021-09-24,98870,686,449,0,county level dashboards
Denton,2021-09-25,98870,686,0,0,county level dashboards
Denton,2021-09-27,99534,687,664,1,county level dashboards
Denton,2021-09-28,99966,690,432,3,county level dashboards
Denton,2021-09-29,100475,690,509,0,county level dashboards
Denton,2021-09-30,100870,693,395,3,county level dashboards
Denton,2021-10-01,101234,695,364,2,county level dashboards
Denton,2021-10-02,101234,695,0,0,county level dashboards
Denton,2021-10-04,101733,695,499,0,county level dashboards
Denton,2021-10-05,102176,695,443,0,county level dashboards
Denton,2021-10-06,102524,695,348,0,county level dashboards
Denton,2021-10-07,102939,695,415,0,county level dashboards
Denton,2021-10-08,103304,697,365,2,county level dashboards
Denton,2021-10-09,103304,697,0,0,county level dashboards
Denton,2021-10-11,103713,697,409,0,county level dashboards
Denton,2021-10-12,104044,697,331,0,county level dashboards
Denton,2021-10-13,104454,697,410,0,county level dashboards
Denton,2021-10-14,104807,700,353,3,county level dashboards
Denton,2021-10-15,105138,700,331,0,county level dashboards
Denton,2021-10-16,105138,700,0,0,county level dashboards
Denton,2021-10-18,105403,700,265,0,county level dashboards
Denton,2021-10-19,105705,700,302,0,county level dashboards
Denton,2021-10-20,106054,700,349,0,county level dashboards
Denton,2021-10-21,106316,700,262,0,county level dashboards
Denton,2021-10-22,106547,703,231,3,county level dashboards
Denton,2021-10-23,106547,703,0,0,county level dashboards
Denton,2021-10-25,106818,703,271,0,county level dashboards
Denton,2021-10-26,107094,705,276,2,county level dashboards
Denton,2021-10-27,107301,709,207,4,county level dashboards
Denton,2021-10-28,107504,713,203,4,county level dashboards
Denton,2021-10-29,107722,717,218,4,county level dashboards
Denton,2021-10-30,107722,717,0,0,county level dashboards
Denton,2021-11-01,107923,721,201,4,county level dashboards
Denton,2021-11-02,108098,724,175,3,county level dashboards
Denton,2021-11-03,108247,728,149,4,county level dashboards
Denton,2021-11-04,108366,731,119,3,county level dashboards
Denton,2021-11-05,108442,731,76,0,county level dashboards
Denton,2021-11-06,108442,731,0,0,county level dashboards
Denton,2021-11-08,108594,731,152,0,county level dashboards
Denton,2021-11-09,108762,731,168,0,county level dashboards
Denton,2021-11-10,108966,731,204,0,county level dashboards
Denton,2021-11-11,108966,731,0,0,county level dashboards
Denton,2021-11-12,109139,731,173,0,county level dashboards
Denton,2021-11-13,109139,731,0,0,county level dashboards
Denton,2021-11-15,109342,731,203,0,county level dashboards
Denton,2021-11-16,109586,732,244,1,county level dashboards
Denton,2021-11-17,109798,732,212,0,county level dashboards
Denton,2021-11-18,109912,732,114,0,county level dashboards
Denton,2021-11-19,110099,732,187,0,county level dashboards
Denton,2021-11-20,110099,732,0,0,county level dashboards
Denton,2021-11-22,110276,735,177,3,county level dashboards
Denton,2021-11-23,110421,735,145,0,county level dashboards
Denton,2021-11-24,110566,738,145,3,county level dashboards
Denton,2021-11-25,110566,738,0,0,county level dashboards
Denton,2021-11-26,110566,738,0,0,county level dashboards
Denton,2021-11-27,110566,738,0,0,county level dashboards
Denton,2021-11-29,110731,743,165,5,county level dashboards
Denton,2021-11-30,110942,743,211,0,county level dashboards
Denton,2021-12-01,111170,745,228,2,county level dashboards
Denton,2021-12-02,111423,745,253,0,county level dashboards
Denton,2021-12-03,111599,752,176,7,county level dashboards
Denton,2021-12-04,111599,752,0,0,county level dashboards
Denton,2021-12-06,111735,752,136,0,county level dashboards
Denton,2021-12-07,111939,753,204,1,county level dashboards
Denton,2021-12-08,112149,753,210,0,county level dashboards
Denton,2021-12-09,112376,753,227,0,county level dashboards
Denton,2021-12-10,112556,753,180,0,county level dashboards
Denton,2021-12-11,112556,753,0,0,county level dashboards
Denton,2021-12-13,112730,753,174,0,county level dashboards
Denton,2021-12-14,112921,754,191,1,county level dashboards
Denton,2021-12-15,113121,754,200,0,county level dashboards
Denton,2021-12-16,113323,754,202,0,county level dashboards
Denton,2021-12-17,113441,757,118,3,county level dashboards
Denton,2021-12-18,113441,757,0,0,county level dashboards
Denton,2021-12-20,113603,758,162,1,county level dashboards
Denton,2021-12-21,113903,758,300,0,county level dashboards
Denton,2021-12-22,114191,758,288,0,county level dashboards
Denton,2021-12-23,114536,758,345,0,county level dashboards
Denton,2021-12-24,114536,758,0,0,county level dashboards
Denton,2021-12-25,114536,758,0,0,county level dashboards
Denton,2021-12-27,114536,758,0,0,county level dashboards
Denton,2021-12-28,114769,758,233,0,county level dashboards
Denton,2021-12-29,115180,760,411,2,county level dashboards
Denton,2021-12-30,115551,760,371,0,county level dashboards
Denton,2021-12-31,115551,760,0,0,county level dashboards
Denton,2022-01-01,115551,760,0,0,county level dashboards
Denton,2022-01-03,116379,760,828,0,county level dashboards
Denton,2022-01-04,117060,760,681,0,county level dashboards
Denton,2022-01-05,117782,764,722,4,county level dashboards
Denton,2022-01-06,118498,765,716,1,county level dashboards
Denton,2022-01-07,119219,766,721,1,county level dashboards
