ZIP,County,TSA_Combined,PHR_Combined
75686,Camp,G - Longview/Tyler,4/5N - Tyler PHR
75687,Rusk,G - Longview/Tyler,4/5N - Tyler PHR
75688,Harrison,G - Longview/Tyler,4/5N - Tyler PHR
75689,Rusk,G - Longview/Tyler,4/5N - Tyler PHR
75691,Rusk,G - Longview/Tyler,4/5N - Tyler PHR
75692,Harrison,G - Longview/Tyler,4/5N - Tyler PHR
75693,Gregg,G - Longview/Tyler,4/5N - Tyler PHR
75694,Harrison,G - Longview/Tyler,4/5N - Tyler PHR
75701,Smith,G - Longview/Tyler,4/5N - Tyler PHR
75702,Smith,G - Longview/Tyler,4/5N - Tyler PHR
75703,Smith,G - Longview/Tyler,4/5N - Tyler PHR
75704,Smith,G - Longview/Tyler,4/5N - Tyler PHR
75705,Smith,G - Longview/Tyler,4/5N - Tyler PHR
75706,Smith,G - Longview/Tyler,4/5N - Tyler PHR
75707,Smith,G - Longview/Tyler,4/5N - Tyler PHR
75708,Smith,G - Longview/Tyler,4/5N - Tyler PHR
75709,Smith,G - Longview/Tyler,4/5N - Tyler PHR
75710,Smith,G - Longview/Tyler,4/5N - Tyler PHR
75711,Smith,G - Longview/Tyler,4/5N - Tyler PHR
75712,Smith,G - Longview/Tyler,4/5N - Tyler PHR
75713,Smith,G - Longview/Tyler,4/5N - Tyler PHR
75750,Smith,G - Longview/Tyler,4/5N - Tyler PHR
75751,Henderson,G - Longview/Tyler,4/5N - Tyler PHR
75752,Henderson,G - Longview/Tyler,4/5N - Tyler PHR
75754,Van Zandt,G - Longview/Tyler,4/5N - Tyler PHR
75755,Upshur,G - Longview/Tyler,4/5N - Tyler PHR
75756,Henderson,G - Longview/Tyler,4/5N - Tyler PHR
75757,Smith,G - Longview/Tyler,4/5N - Tyler PHR
75758,Henderson,G - Longview/Tyler,4/5N - Tyler PHR
75759,Cherokee,G - Longview/Tyler,4/5N - Tyler PHR
75760,Nacogdoches,H - Lufkin,4/5N - Tyler PHR
75762,Smith,G - Longview/Tyler,4/5N - Tyler PHR
75763,Anderson,G - Longview/Tyler,4/5N - Tyler PHR
75764,Cherokee,G - Longview/Tyler,4/5N - Tyler PHR
75765,Wood,G - Longview/Tyler,4/5N - Tyler PHR
75766,Cherokee,G - Longview/Tyler,4/5N - Tyler PHR
75770,Henderson,G - Longview/Tyler,4/5N - Tyler PHR
75771,Smith,G - Longview/Tyler,4/5N - Tyler PHR
75772,Cherokee,G - Longview/Tyler,4/5N - Tyler PHR
75773,Wood,G - Longview/Tyler,4/5N - Tyler PHR
75778,Henderson,G - Longview/Tyler,4/5N - Tyler PHR
75779,Anderson,G - Longview/Tyler,4/5N - Tyler PHR
75780,Cherokee,G - Longview/Tyler,4/5N - Tyler PHR
75782,Henderson,G - Longview/Tyler,4/5N - Tyler PHR
75783,Wood,G - Longview/Tyler,4/5N - Tyler PHR
75784,Cherokee,G - Longview/Tyler,4/5N - Tyler PHR
75785,Cherokee,G - Longview/Tyler,4/5N - Tyler PHR
75788,Nacogdoches,H - Lufkin,4/5N - Tyler PHR
75789,Smith,G - Longview/Tyler,4/5N - Tyler PHR
75790,Van Zandt,G - Longview/Tyler,4/5N - Tyler PHR
75791,Smith,G - Longview/Tyler,4/5N - Tyler PHR
75792,Smith,G - Longview/Tyler,4/5N - Tyler PHR
75797,Upshur,G - Longview/Tyler,4/5N - Tyler PHR
75798,Smith,G - Longview/Tyler,4/5N - Tyler PHR
75799,Smith,G - Longview/Tyler,4/5N - Tyler PHR
75801,Anderson,G - Longview/Tyler,4/5N - Tyler PHR
75802,Anderson,G - Longview/Tyler,4/5N - Tyler PHR
75803,Anderson,G - Longview/Tyler,4/5N - Tyler PHR
75831,Leon,N - Bryan/College Station,7 - Temple PHR
75832,Anderson,G - Longview/Tyler,4/5N - Tyler PHR
75833,Leon,N - Bryan/College Station,7 - Temple PHR
75834,Trinity,G - Longview/Tyler,4/5N - Tyler PHR
75835,Houston,G - Longview/Tyler,4/5N - Tyler PHR
75838,Freestone,G - Longview/Tyler,7 - Temple PHR
75839,Anderson,G - Longview/Tyler,4/5N - Tyler PHR
75840,Freestone,G - Longview/Tyler,7 - Temple PHR
75844,Houston,G - Longview/Tyler,4/5N - Tyler PHR
75845,Trinity,G - Longview/Tyler,4/5N - Tyler PHR
75846,Leon,N - Bryan/College Station,7 - Temple PHR
75847,Houston,G - Longview/Tyler,4/5N - Tyler PHR
75848,Freestone,G - Longview/Tyler,7 - Temple PHR
75849,Houston,G - Longview/Tyler,4/5N - Tyler PHR
75850,Leon,N - Bryan/College Station,7 - Temple PHR
75851,Houston,G - Longview/Tyler,4/5N - Tyler PHR
75852,Madison,N - Bryan/College Station,7 - Temple PHR
75853,Anderson,G - Longview/Tyler,4/5N - Tyler PHR
75855,Leon,N - Bryan/College Station,7 - Temple PHR
75856,Trinity,G - Longview/Tyler,4/5N - Tyler PHR
75858,Houston,G - Longview/Tyler,4/5N - Tyler PHR
75859,Freestone,G - Longview/Tyler,7 - Temple PHR
75860,Freestone,G - Longview/Tyler,7 - Temple PHR
75861,Anderson,G - Longview/Tyler,4/5N - Tyler PHR
75862,Trinity,G - Longview/Tyler,4/5N - Tyler PHR
75865,Trinity,G - Longview/Tyler,4/5N - Tyler PHR
75880,Anderson,G - Longview/Tyler,4/5N - Tyler PHR
75882,Anderson,G - Longview/Tyler,4/5N - Tyler PHR
75884,Anderson,G - Longview/Tyler,4/5N - Tyler PHR
75886,Anderson,G - Longview/Tyler,4/5N - Tyler PHR
75901,Angelina,H - Lufkin,4/5N - Tyler PHR
75902,Angelina,H - Lufkin,4/5N - Tyler PHR
75903,Angelina,H - Lufkin,4/5N - Tyler PHR
75904,Angelina,H - Lufkin,4/5N - Tyler PHR
75915,Angelina,H - Lufkin,4/5N - Tyler PHR
75925,Cherokee,G - Longview/Tyler,4/5N - Tyler PHR
75926,Trinity,G - Longview/Tyler,4/5N - Tyler PHR
75928,Newton,R - Galveston,4/5N - Tyler PHR
75929,San Augustine,H - Lufkin,4/5N - Tyler PHR
75930,Sabine,H - Lufkin,4/5N - Tyler PHR
75931,Jasper,R - Galveston,4/5N - Tyler PHR
75932,Newton,R - Galveston,4/5N - Tyler PHR
75933,Newton,R - Galveston,4/5N - Tyler PHR
75934,Polk,H - Lufkin,4/5N - Tyler PHR
75935,Shelby,G - Longview/Tyler,4/5N - Tyler PHR
75936,Tyler,H - Lufkin,4/5N - Tyler PHR
75937,Nacogdoches,H - Lufkin,4/5N - Tyler PHR
75938,Tyler,H - Lufkin,4/5N - Tyler PHR
75939,Polk,H - Lufkin,4/5N - Tyler PHR
75941,Angelina,H - Lufkin,4/5N - Tyler PHR
75942,Tyler,H - Lufkin,4/5N - Tyler PHR
75943,Nacogdoches,H - Lufkin,4/5N - Tyler PHR
75944,Nacogdoches,H - Lufkin,4/5N - Tyler PHR
75946,Nacogdoches,H - Lufkin,4/5N - Tyler PHR
75948,Sabine,H - Lufkin,4/5N - Tyler PHR
75949,Angelina,H - Lufkin,4/5N - Tyler PHR
75951,Jasper,R - Galveston,4/5N - Tyler PHR
75954,Shelby,G - Longview/Tyler,4/5N - Tyler PHR
75956,Jasper,R - Galveston,4/5N - Tyler PHR
75958,Nacogdoches,H - Lufkin,4/5N - Tyler PHR
75959,Sabine,H - Lufkin,4/5N - Tyler PHR
75960,Polk,H - Lufkin,4/5N - Tyler PHR
75961,Nacogdoches,H - Lufkin,4/5N - Tyler PHR
75962,Nacogdoches,H - Lufkin,4/5N - Tyler PHR
75963,Nacogdoches,H - Lufkin,4/5N - Tyler PHR
75964,Nacogdoches,H - Lufkin,4/5N - Tyler PHR
75965,Nacogdoches,H - Lufkin,4/5N - Tyler PHR
75966,Newton,R - Galveston,4/5N - Tyler PHR
75968,Sabine,H - Lufkin,4/5N - Tyler PHR
75969,Angelina,H - Lufkin,4/5N - Tyler PHR
75972,San Augustine,H - Lufkin,4/5N - Tyler PHR
75973,Shelby,G - Longview/Tyler,4/5N - Tyler PHR
75974,Shelby,G - Longview/Tyler,4/5N - Tyler PHR
75975,Shelby,G - Longview/Tyler,4/5N - Tyler PHR
75976,Cherokee,G - Longview/Tyler,4/5N - Tyler PHR
75977,Newton,R - Galveston,4/5N - Tyler PHR
75978,Nacogdoches,H - Lufkin,4/5N - Tyler PHR
75979,Tyler,H - Lufkin,4/5N - Tyler PHR
75980,Angelina,H - Lufkin,4/5N - Tyler PHR
75990,Tyler,H - Lufkin,4/5N - Tyler PHR
76001,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76002,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76003,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76004,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76005,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76006,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76007,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76008,Parker,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76009,Johnson,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76010,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76011,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76012,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76013,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76014,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76015,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76016,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76017,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76018,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76019,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76020,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76021,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76022,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76023,Wise,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76028,Johnson,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76031,Johnson,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76033,Johnson,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76034,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76035,Hood,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76036,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76039,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76040,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76041,Ellis,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76043,Somervell,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76044,Johnson,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76048,Hood,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76049,Hood,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76050,Johnson,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76051,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76052,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76053,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76054,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76055,Hill,M - Waco,7 - Temple PHR
76058,Johnson,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76059,Johnson,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76060,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76061,Johnson,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76063,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76064,Ellis,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76065,Ellis,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76066,Parker,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76067,Palo Pinto,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76068,Palo Pinto,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76070,Somervell,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76071,Wise,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76073,Wise,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76077,Somervell,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76078,Wise,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76082,Parker,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76084,Johnson,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76085,Parker,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76086,Parker,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76087,Parker,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76088,Parker,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76092,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76093,Johnson,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76094,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76095,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76096,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76097,Johnson,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76098,Parker,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76099,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76101,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76102,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76103,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76104,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76105,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76106,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76107,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76108,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76109,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76110,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76111,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76112,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76113,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76114,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76115,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76116,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76117,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76118,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76119,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76120,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76121,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76122,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76123,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76124,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76126,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76127,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76129,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76130,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76131,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76132,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76133,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76134,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76135,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76136,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76137,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76140,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76147,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76148,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76150,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76155,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76161,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76162,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76163,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76164,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76166,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76177,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76179,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76180,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76181,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76182,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76185,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76190,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76191,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76192,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76193,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76195,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76196,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76197,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76198,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76199,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76201,Denton,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76202,Denton,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76203,Denton,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76204,Denton,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76205,Denton,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76206,Denton,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76207,Denton,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76208,Denton,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76209,Denton,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76210,Denton,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76225,Wise,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76226,Denton,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76227,Denton,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76228,Clay,C - Wichita Falls,2/3 - Arlington PHR
76230,Montague,C - Wichita Falls,2/3 - Arlington PHR
76233,Grayson,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76234,Wise,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76238,Cooke,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76239,Montague,C - Wichita Falls,2/3 - Arlington PHR
76240,Cooke,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76241,Cooke,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76244,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76245,Grayson,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76246,Wise,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76247,Denton,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76248,Tarrant,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76249,Denton,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76250,Cooke,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76251,Montague,C - Wichita Falls,2/3 - Arlington PHR
76252,Cooke,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76253,Cooke,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76255,Montague,C - Wichita Falls,2/3 - Arlington PHR
76258,Denton,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76259,Denton,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76261,Montague,C - Wichita Falls,2/3 - Arlington PHR
76262,Denton,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76263,Cooke,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76264,Grayson,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76265,Montague,C - Wichita Falls,2/3 - Arlington PHR
76266,Denton,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76267,Wise,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76268,Grayson,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76270,Montague,C - Wichita Falls,2/3 - Arlington PHR
76271,Grayson,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76272,Cooke,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76273,Grayson,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76301,Wichita,C - Wichita Falls,2/3 - Arlington PHR
76302,Wichita,C - Wichita Falls,2/3 - Arlington PHR
76305,Wichita,C - Wichita Falls,2/3 - Arlington PHR
76306,Wichita,C - Wichita Falls,2/3 - Arlington PHR
76307,Wichita,C - Wichita Falls,2/3 - Arlington PHR
76308,Wichita,C - Wichita Falls,2/3 - Arlington PHR
76309,Wichita,C - Wichita Falls,2/3 - Arlington PHR
76310,Wichita,C - Wichita Falls,2/3 - Arlington PHR
76311,Wichita,C - Wichita Falls,2/3 - Arlington PHR
76351,Archer,C - Wichita Falls,2/3 - Arlington PHR
76352,Clay,C - Wichita Falls,2/3 - Arlington PHR
76354,Wichita,C - Wichita Falls,2/3 - Arlington PHR
76357,Clay,C - Wichita Falls,2/3 - Arlington PHR
76360,Wichita,C - Wichita Falls,2/3 - Arlington PHR
76363,Knox,D - Abilene,2/3 - Arlington PHR
76364,Wilbarger,C - Wichita Falls,2/3 - Arlington PHR
76365,Clay,C - Wichita Falls,2/3 - Arlington PHR
76366,Archer,C - Wichita Falls,2/3 - Arlington PHR
76367,Wichita,C - Wichita Falls,2/3 - Arlington PHR
76369,Wichita,C - Wichita Falls,2/3 - Arlington PHR
76370,Archer,C - Wichita Falls,2/3 - Arlington PHR
76371,Knox,D - Abilene,2/3 - Arlington PHR
76372,Young,C - Wichita Falls,2/3 - Arlington PHR
76373,Wilbarger,C - Wichita Falls,2/3 - Arlington PHR
76374,Young,C - Wichita Falls,2/3 - Arlington PHR
76377,Clay,C - Wichita Falls,2/3 - Arlington PHR
76379,Archer,C - Wichita Falls,2/3 - Arlington PHR
76380,Baylor,C - Wichita Falls,2/3 - Arlington PHR
76384,Wilbarger,C - Wichita Falls,2/3 - Arlington PHR
76385,Wilbarger,C - Wichita Falls,2/3 - Arlington PHR
76388,Haskell,D - Abilene,2/3 - Arlington PHR
76389,Archer,C - Wichita Falls,2/3 - Arlington PHR
76401,Erath,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76402,Erath,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76424,Stephens,D - Abilene,2/3 - Arlington PHR
76426,Wise,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76427,Jack,C - Wichita Falls,2/3 - Arlington PHR
76429,Stephens,D - Abilene,2/3 - Arlington PHR
76430,Shackelford,D - Abilene,2/3 - Arlington PHR
76431,Wise,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76432,Brown,D - Abilene,2/3 - Arlington PHR
76433,Erath,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76435,Eastland,D - Abilene,2/3 - Arlington PHR
76436,Hamilton,L - Belton/Killeen,7 - Temple PHR
76437,Eastland,D - Abilene,2/3 - Arlington PHR
76439,Parker,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76442,Comanche,D - Abilene,2/3 - Arlington PHR
76443,Callahan,D - Abilene,2/3 - Arlington PHR
76444,Comanche,D - Abilene,2/3 - Arlington PHR
76445,Eastland,D - Abilene,2/3 - Arlington PHR
76446,Erath,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76448,Eastland,D - Abilene,2/3 - Arlington PHR
76449,Palo Pinto,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76450,Young,C - Wichita Falls,2/3 - Arlington PHR
76452,Comanche,D - Abilene,2/3 - Arlington PHR
76453,Palo Pinto,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76454,Eastland,D - Abilene,2/3 - Arlington PHR
76455,Comanche,D - Abilene,2/3 - Arlington PHR
76457,Hamilton,L - Belton/Killeen,7 - Temple PHR
76458,Jack,C - Wichita Falls,2/3 - Arlington PHR
76459,Jack,C - Wichita Falls,2/3 - Arlington PHR
76460,Young,C - Wichita Falls,2/3 - Arlington PHR
76461,Erath,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76462,Hood,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76463,Palo Pinto,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76464,Shackelford,D - Abilene,2/3 - Arlington PHR
76465,Erath,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76466,Eastland,D - Abilene,2/3 - Arlington PHR
76467,Hood,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76468,Comanche,D - Abilene,2/3 - Arlington PHR
76469,Callahan,D - Abilene,2/3 - Arlington PHR
76470,Eastland,D - Abilene,2/3 - Arlington PHR
76471,Eastland,D - Abilene,2/3 - Arlington PHR
76472,Palo Pinto,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76474,Comanche,D - Abilene,2/3 - Arlington PHR
76475,Palo Pinto,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76476,Hood,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76481,Young,C - Wichita Falls,2/3 - Arlington PHR
76483,Throckmorton,D - Abilene,2/3 - Arlington PHR
76484,Palo Pinto,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76485,Parker,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76486,Jack,C - Wichita Falls,2/3 - Arlington PHR
76487,Parker,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76490,Parker,E - Dallas/Ft. Worth,2/3 - Arlington PHR
76491,Throckmorton,D - Abilene,2/3 - Arlington PHR
76501,Bell,L - Belton/Killeen,7 - Temple PHR
76502,Bell,L - Belton/Killeen,7 - Temple PHR
76503,Bell,L - Belton/Killeen,7 - Temple PHR
76504,Bell,L - Belton/Killeen,7 - Temple PHR
76508,Bell,L - Belton/Killeen,7 - Temple PHR
76511,Bell,L - Belton/Killeen,7 - Temple PHR
76513,Bell,L - Belton/Killeen,7 - Temple PHR
76518,Milam,L - Belton/Killeen,7 - Temple PHR
76519,Milam,L - Belton/Killeen,7 - Temple PHR
76520,Milam,L - Belton/Killeen,7 - Temple PHR
76522,Coryell,L - Belton/Killeen,7 - Temple PHR
76523,Milam,L - Belton/Killeen,7 - Temple PHR
76524,Mclennan,NA,NA
76525,Coryell,L - Belton/Killeen,7 - Temple PHR
76526,Coryell,L - Belton/Killeen,7 - Temple PHR
76527,Williamson,O - Austin,7 - Temple PHR
76528,Coryell,L - Belton/Killeen,7 - Temple PHR
76530,Williamson,O - Austin,7 - Temple PHR
76531,Hamilton,L - Belton/Killeen,7 - Temple PHR
76533,Bell,L - Belton/Killeen,7 - Temple PHR
76534,Bell,L - Belton/Killeen,7 - Temple PHR
76537,Williamson,O - Austin,7 - Temple PHR
76538,Coryell,L - Belton/Killeen,7 - Temple PHR
76539,Lampasas,L - Belton/Killeen,7 - Temple PHR
76540,Bell,L - Belton/Killeen,7 - Temple PHR
