"County","AGEGRP","TOT_POP","TOT_MALE","TOT_FEMALE","WA_MALE","WA_FEMALE","BA_MALE","BA_FEMALE","IA_MALE","IA_FEMALE","AA_MALE","AA_FEMALE","NA_MALE","NA_FEMALE","TOM_MALE","TOM_FEMALE","WAC_MALE","WAC_FEMALE","BAC_MALE","BAC_FEMALE","IAC_MALE","IAC_FEMALE","AAC_MALE","AAC_FEMALE","NAC_MALE","NAC_FEMALE","NH_MALE","NH_FEMALE","NHWA_MALE","NHWA_FEMALE","NHBA_MALE","NHBA_FEMALE","NHIA_MALE","NHIA_FEMALE","NHAA_MALE","NHAA_FEMALE","NHNA_MALE","NHNA_FEMALE","NHTOM_MALE","NHTOM_FEMALE","NHWAC_MALE","NHWAC_FEMALE","NHBAC_MALE","NHBAC_FEMALE","NHIAC_MALE","NHIAC_FEMALE","NHAAC_MALE","NHAAC_FEMALE","NHNAC_MALE","NHNAC_FEMALE","H_MALE","H_FEMALE","HWA_MALE","HWA_FEMALE","HBA_MALE","HBA_FEMALE","HIA_MALE","HIA_FEMALE","HAA_MALE","HAA_FEMALE","HNA_MALE","HNA_FEMALE","HTOM_MALE","HTOM_FEMALE","HWAC_MALE","HWAC_FEMALE","HBAC_MALE","HBAC_FEMALE","HIAC_MALE","HIAC_FEMALE","HAAC_MALE","HAAC_FEMALE","HNAC_MALE","HNAC_FEMALE"
"McCulloch","55-59",514,254,260,232,251,10,1,6,4,3,3,0,0,3,1,235,252,10,1,9,5,3,3,0,0,175,189,161,186,8,1,2,0,3,2,0,0,1,0,162,186,8,1,3,0,3,2,0,0,79,71,71,65,2,0,4,4,0,1,0,0,2,1,73,66,2,0,6,5,0,1,0,0
"McCulloch","60-64",613,283,330,267,314,8,7,3,6,3,0,0,0,2,3,269,317,8,7,4,9,4,0,0,0,206,254,194,242,7,7,2,2,2,0,0,0,1,3,195,245,7,7,2,5,3,0,0,0,77,76,73,72,1,0,1,4,1,0,0,0,1,0,74,72,1,0,2,4,1,0,0,0
"McCulloch","65-69",514,251,263,235,253,7,5,5,1,0,1,0,1,4,2,239,255,8,7,7,1,0,1,1,1,203,212,190,203,7,5,3,1,0,1,0,1,3,1,193,204,7,6,5,1,0,1,1,1,48,51,45,50,0,0,2,0,0,0,0,0,1,1,46,51,1,1,2,0,0,0,0,0
"McCulloch","70-74",493,243,250,238,242,3,4,0,0,0,0,0,0,2,4,239,246,4,5,1,2,0,1,1,0,194,195,189,187,3,4,0,0,0,0,0,0,2,4,190,191,4,5,1,2,0,1,1,0,49,55,49,55,0,0,0,0,0,0,0,0,0,0,49,55,0,0,0,0,0,0,0,0
"McCulloch","75-79",324,152,172,145,162,4,3,1,2,0,2,0,0,2,3,147,165,5,4,2,4,0,2,0,0,126,148,119,140,4,3,1,0,0,2,0,0,2,3,121,143,5,4,2,2,0,2,0,0,26,24,26,22,0,0,0,2,0,0,0,0,0,0,26,22,0,0,0,2,0,0,0,0
"McCulloch","80-84",219,94,125,92,122,1,0,1,1,0,0,0,0,0,2,92,124,1,1,1,2,0,0,0,0,76,98,74,96,1,0,1,1,0,0,0,0,0,1,74,97,1,1,1,1,0,0,0,0,18,27,18,26,0,0,0,0,0,0,0,0,0,1,18,27,0,0,0,1,0,0,0,0
"McCulloch","85+",228,95,133,87,125,4,1,0,1,0,0,0,0,4,6,91,131,5,2,3,6,0,0,0,0,80,116,75,111,3,0,0,1,0,0,0,0,2,4,77,115,3,0,2,5,0,0,0,0,15,17,12,14,1,1,0,0,0,0,0,0,2,2,14,16,2,2,1,1,0,0,0,0
"McLennan","0-4",17733,9032,8701,6885,6551,1451,1419,114,122,147,148,17,9,418,452,7277,6980,1725,1706,181,193,255,270,36,26,5598,5345,3814,3608,1314,1246,20,23,135,132,6,5,309,331,4105,3922,1526,1466,54,63,221,222,19,14,3434,3356,3071,2943,137,173,94,99,12,16,11,4,109,121,3172,3058,199,240,127,130,34,48,17,12
"McLennan","5-9",17297,8941,8356,6798,6318,1454,1441,96,101,132,82,11,12,450,402,7222,6698,1739,1696,175,182,249,188,33,24,5472,5235,3747,3558,1274,1286,18,26,116,67,5,4,312,294,4043,3837,1481,1476,58,69,203,152,18,12,3469,3121,3051,2760,180,155,78,75,16,15,6,8,138,108,3179,2861,258,220,117,113,46,36,15,12
"McLennan","10-14",17215,8872,8343,6859,6347,1475,1420,117,112,101,121,13,11,307,332,7145,6657,1666,1628,176,177,184,211,25,23,5467,5078,3831,3460,1306,1269,15,8,87,95,6,5,222,241,4039,3689,1452,1428,46,44,152,162,10,11,3405,3265,3028,2887,169,151,102,104,14,26,7,6,85,91,3106,2968,214,200,130,133,32,49,15,12
"McLennan","15-19",20949,10558,10391,8056,7990,1789,1616,115,135,260,289,13,13,325,348,8362,8312,1971,1813,187,213,355,398,25,30,7094,7021,4924,4944,1646,1498,23,28,240,267,6,3,255,281,5165,5202,1798,1664,71,83,318,357,12,16,3464,3370,3132,3046,143,118,92,107,20,22,7,10,70,67,3197,3110,173,149,116,130,37,41,13,14
"McLennan","20-24",26179,13193,12986,10489,10101,1921,1979,125,178,393,429,17,15,248,284,10722,10366,2057,2142,186,248,457,501,29,27,9754,9629,7308,7064,1805,1865,49,46,376,415,9,4,207,235,7504,7284,1925,2006,94,95,434,478,14,13,3439,3357,3181,3037,116,114,76,132,17,14,8,11,41,49,3218,3082,132,136,92,153,23,23,15,14
"McLennan","25-29",17682,8912,8770,6921,6726,1450,1507,125,136,230,178,13,15,173,208,7081,6921,1536,1611,172,200,285,233,24,28,6225,6215,4450,4451,1378,1415,40,36,208,159,6,5,143,149,4584,4592,1449,1492,75,76,258,204,12,14,2687,2555,2471,2275,72,92,85,100,22,19,7,10,30,59,2497,2329,87,119,97,124,27,29,12,14
"McLennan","30-34",15931,7877,8054,6368,6337,1096,1302,105,92,165,176,21,9,122,138,6476,6463,1152,1366,150,136,204,219,29,19,5424,5663,4106,4163,1038,1196,24,26,155,167,7,5,94,106,4190,4257,1080,1245,54,54,189,207,12,15,2453,2391,2262,2174,58,106,81,66,10,9,14,4,28,32,2286,2206,72,121,96,82,15,12,17,4
"McLennan","35-39",15556,7537,8019,6216,6320,989,1343,75,87,139,141,10,16,108,112,6313,6423,1030,1384,121,129,172,176,16,24,5183,5774,4049,4266,921,1265,17,24,119,131,4,9,73,79,4115,4339,948,1294,44,51,146,160,8,14,2354,2245,2167,2054,68,78,58,63,20,10,6,7,35,33,2198,2084,82,90,77,78,26,16,8,10
"McLennan","40-44",13606,6689,6917,5514,5448,896,1148,89,71,115,145,8,10,67,95,5571,5531,920,1186,117,110,137,177,12,20,4641,4992,3621,3689,849,1080,17,12,105,133,2,5,47,73,3661,3752,866,1107,32,39,125,162,5,14,2048,1925,1893,1759,47,68,72,59,10,12,6,5,20,22,1910,1779,54,79,85,71,12,15,7,6
"McLennan","45-49",13703,6692,7011,5517,5633,886,1046,85,79,124,154,5,8,75,91,5584,5712,905,1079,118,123,147,183,16,18,4911,5264,3860,4026,854,1005,21,19,113,141,2,4,61,69,3915,4085,869,1030,47,49,134,168,10,11,1781,1747,1657,1607,32,41,64,60,11,13,3,4,14,22,1669,1627,36,49,71,74,13,15,6,7
"McLennan","50-54",13581,6395,7186,5274,5790,864,1119,104,101,89,115,2,5,62,56,5331,5838,879,1138,137,137,108,128,6,8,4868,5608,3889,4341,835,1085,20,31,75,104,1,3,48,44,3934,4379,846,1100,44,59,90,113,4,6,1527,1578,1385,1449,29,34,84,70,14,11,1,2,14,12,1397,1459,33,38,93,78,18,15,2,2
"McLennan","55-59",14729,7187,7542,5910,6186,1038,1119,75,62,84,102,11,7,69,66,5970,6243,1052,1136,117,103,101,115,19,13,5718,6160,4538,4875,1010,1097,32,34,78,97,8,5,52,52,4583,4921,1022,1111,61,66,92,108,13,7,1469,1382,1372,1311,28,22,43,28,6,5,3,2,17,14,1387,1322,30,25,56,37,9,7,6,6
"McLennan","60-64",13831,6590,7241,5549,5833,842,1191,59,61,70,86,6,2,64,68,5611,5890,849,1211,100,102,86,100,11,9,5483,6196,4516,4854,824,1169,26,36,64,79,4,2,49,56,4564,4900,829,1185,56,71,78,91,7,7,1107,1045,1033,979,18,22,33,25,6,7,2,0,15,12,1047,990,20,26,44,31,8,9,4,2
"McLennan","65-69",11748,5511,6237,4721,5182,658,881,50,42,34,80,4,4,44,48,4760,5223,664,893,76,72,45,91,10,7,4743,5455,3992,4444,654,871,32,28,29,77,3,3,33,32,4021,4471,656,877,52,49,39,86,8,5,768,782,729,738,4,10,18,14,5,3,1,1,11,16,739,752,8,16,24,23,6,5,2,2
"McLennan","70-74",9047,4091,4956,3555,4226,434,560,30,32,40,87,1,8,31,43,3582,4264,442,566,52,62,43,96,6,14,3619,4410,3117,3717,425,558,11,11,40,83,1,6,25,35,3138,3749,430,562,30,35,43,91,6,8,472,546,438,509,9,2,19,21,0,4,0,2,6,8,444,515,12,4,22,27,0,5,0,6
"McLennan","75-79",6282,2780,3502,2438,3013,267,413,30,24,29,31,0,1,16,20,2454,3031,271,417,39,37,33,34,1,3,2490,3157,2174,2690,265,410,11,8,26,30,0,1,14,18,2188,2707,268,413,20,20,28,32,1,3,290,345,264,323,2,3,19,16,3,1,0,0,2,2,266,324,3,4,19,17,5,2,0,0
"McLennan","80-84",4573,1898,2675,1685,2309,180,306,13,21,12,27,2,0,6,12,1691,2320,180,311,16,27,15,28,3,2,1720,2429,1519,2082,179,303,4,11,11,24,1,0,6,9,1525,2090,179,306,7,16,14,25,2,2,178,246,166,227,1,3,9,10,1,3,1,0,0,3,166,230,1,5,9,11,1,3,1,0
"McLennan","85+",4965,1709,3256,1516,2867,170,346,9,12,10,13,0,2,4,16,1520,2882,170,349,12,22,11,17,0,4,1514,2994,1333,2616,167,345,3,5,7,12,0,1,4,15,1337,2630,167,347,6,15,8,16,0,3,195,262,183,251,3,1,6,7,3,1,0,1,0,1,183,252,3,2,6,7,3,1,0,1
"McMullen","0-4",33,15,18,14,18,0,0,0,0,1,0,0,0,0,0,14,18,0,0,0,0,1,0,0,0,7,10,6,10,0,0,0,0,1,0,0,0,0,0,6,10,0,0,0,0,1,0,0,0,8,8,8,8,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0
"McMullen","5-9",36,19,17,19,17,0,0,0,0,0,0,0,0,0,0,19,17,0,0,0,0,0,0,0,0,7,12,7,12,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,12,5,12,5,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0
"McMullen","10-14",47,26,21,22,21,1,0,0,0,0,0,0,0,3,0,25,21,2,0,2,0,0,0,0,0,12,14,11,14,1,0,0,0,0,0,0,0,0,0,11,14,1,0,0,0,0,0,0,0,14,7,11,7,0,0,0,0,0,0,0,0,3,0,14,7,1,0,2,0,0,0,0,0
"McMullen","15-19",38,19,19,17,16,0,0,0,1,0,0,0,0,2,2,19,18,1,1,1,2,0,0,0,0,7,8,7,7,0,0,0,1,0,0,0,0,0,0,7,7,0,0,0,1,0,0,0,0,12,11,10,9,0,0,0,0,0,0,0,0,2,2,12,11,1,1,1,1,0,0,0,0
"McMullen","20-24",40,27,13,24,12,1,1,0,0,0,0,0,0,2,0,26,12,2,1,0,0,0,0,1,0,10,5,8,4,1,1,0,0,0,0,0,0,1,0,9,4,2,1,0,0,0,0,0,0,17,8,16,8,0,0,0,0,0,0,0,0,1,0,17,8,0,0,0,0,0,0,1,0
"McMullen","25-29",56,41,15,37,14,1,1,1,0,0,0,0,0,2,0,39,14,2,1,2,0,0,0,0,0,12,10,8,9,1,1,1,0,0,0,0,0,2,0,10,9,2,1,2,0,0,0,0,0,29,5,29,5,0,0,0,0,0,0,0,0,0,0,29,5,0,0,0,0,0,0,0,0
"McMullen","30-34",39,19,20,19,20,0,0,0,0,0,0,0,0,0,0,19,20,0,0,0,0,0,0,0,0,8,10,8,10,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,11,10,11,10,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0
"McMullen","35-39",35,15,20,13,15,2,1,0,0,0,2,0,0,0,2,13,17,2,1,0,2,0,2,0,0,7,12,7,8,0,1,0,0,0,1,0,0,0,2,7,10,0,1,0,2,0,1,0,0,8,8,6,7,2,0,0,0,0,1,0,0,0,0,6,7,2,0,0,0,0,1,0,0
"McMullen","40-44",32,18,14,18,14,0,0,0,0,0,0,0,0,0,0,18,14,0,0,0,0,0,0,0,0,11,8,11,8,0,0,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0,0,0,7,6,7,6,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0
"McMullen","45-49",51,29,22,26,21,2,1,0,0,0,0,0,0,1,0,27,21,2,1,1,0,0,0,0,0,13,11,11,10,2,1,0,0,0,0,0,0,0,0,11,10,2,1,0,0,0,0,0,0,16,11,15,11,0,0,0,0,0,0,0,0,1,0,16,11,0,0,1,0,0,0,0,0
"McMullen","50-54",58,33,25,28,20,1,1,1,2,0,2,0,0,3,0,31,20,2,1,3,2,0,2,0,0,17,15,15,11,1,1,1,1,0,2,0,0,0,0,15,11,1,1,1,1,0,2,0,0,16,10,13,9,0,0,0,1,0,0,0,0,3,0,16,9,1,0,2,1,0,0,0,0
"McMullen","55-59",44,19,25,19,23,0,2,0,0,0,0,0,0,0,0,19,23,0,2,0,0,0,0,0,0,12,19,12,17,0,2,0,0,0,0,0,0,0,0,12,17,0,2,0,0,0,0,0,0,7,6,7,6,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0
"McMullen","60-64",60,34,26,31,24,2,1,0,0,0,0,0,0,1,1,32,25,2,1,1,1,0,0,0,0,22,19,20,18,2,1,0,0,0,0,0,0,0,0,20,18,2,1,0,0,0,0,0,0,12,7,11,6,0,0,0,0,0,0,0,0,1,1,12,7,0,0,1,1,0,0,0,0
"McMullen","65-69",40,24,16,24,16,0,0,0,0,0,0,0,0,0,0,24,16,0,0,0,0,0,0,0,0,14,11,14,11,0,0,0,0,0,0,0,0,0,0,14,11,0,0,0,0,0,0,0,0,10,5,10,5,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0
"McMullen","70-74",43,22,21,22,21,0,0,0,0,0,0,0,0,0,0,22,21,0,0,0,0,0,0,0,0,17,13,17,13,0,0,0,0,0,0,0,0,0,0,17,13,0,0,0,0,0,0,0,0,5,8,5,8,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0
"McMullen","75-79",36,24,12,24,12,0,0,0,0,0,0,0,0,0,0,24,12,0,0,0,0,0,0,0,0,14,8,14,8,0,0,0,0,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,10,4,10,4,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0
"McMullen","80-84",32,12,20,11,20,1,0,0,0,0,0,0,0,0,0,11,20,1,0,0,0,0,0,0,0,8,18,7,18,1,0,0,0,0,0,0,0,0,0,7,18,1,0,0,0,0,0,0,0,4,2,4,2,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
"McMullen","85+",29,15,14,13,13,0,1,0,0,0,0,0,0,2,0,15,13,1,1,1,0,0,0,0,0,13,13,12,12,0,1,0,0,0,0,0,0,1,0,13,12,0,1,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0
"Madison","0-4",780,387,393,299,299,66,72,4,9,2,0,2,1,14,12,311,311,75,78,9,12,4,2,2,2,255,277,177,195,63,68,2,4,2,0,1,0,10,10,186,205,71,74,3,6,4,2,1,0,132,116,122,104,3,4,2,5,0,0,1,1,4,2,125,106,4,4,6,6,0,0,1,2
"Madison","5-9",861,416,445,321,359,61,59,6,5,2,2,2,1,24,19,344,376,78,72,10,8,7,6,2,2,282,300,197,224,60,57,0,0,2,2,1,1,22,16,218,239,76,68,3,2,6,5,1,2,134,145,124,135,1,2,6,5,0,0,1,0,2,3,126,137,2,4,7,6,1,1,1,0
"Madison","10-14",869,437,432,327,318,83,86,5,9,3,8,0,0,19,11,345,328,95,93,11,12,5,9,0,1,314,305,223,211,74,77,2,1,3,8,0,0,12,8,235,218,83,83,3,3,5,9,0,0,123,127,104,107,9,9,3,8,0,0,0,0,7,3,110,110,12,10,8,9,0,0,0,1
"Madison","15-19",924,510,414,368,308,116,86,6,3,4,7,0,0,16,10,382,318,123,93,11,6,7,7,3,0,366,296,240,201,110,81,2,0,3,6,0,0,11,8,251,209,116,87,5,2,4,6,1,0,144,118,128,107,6,5,4,3,1,1,0,0,5,2,131,109,7,6,6,4,3,1,2,0
"Madison","20-24",1280,916,364,581,271,305,76,5,6,9,5,1,1,15,5,596,276,313,78,8,8,14,6,2,1,613,259,298,180,296,71,0,0,7,4,1,1,11,3,309,183,303,72,1,1,10,5,1,1,303,105,283,91,9,5,5,6,2,1,0,0,4,2,287,93,10,6,7,7,4,1,1,0
"Madison","25-29",1398,1006,392,635,311,341,68,13,7,6,1,2,0,9,5,644,316,344,72,16,8,9,1,2,0,653,295,315,220,327,67,2,2,4,1,0,0,5,5,320,225,330,71,3,3,5,1,0,0,353,97,320,91,14,1,11,5,2,0,2,0,4,0,324,91,14,1,13,5,4,0,2,0
"Madison","30-34",1172,833,339,548,279,262,48,7,5,10,0,0,1,6,6,553,285,266,52,10,5,10,2,0,1,592,265,320,211,255,47,2,2,9,0,0,0,6,5,325,216,259,50,5,2,9,2,0,0,241,74,228,68,7,1,5,3,1,0,0,1,0,1,228,69,7,2,5,3,1,0,0,1
"Madison","35-39",978,629,349,417,260,200,72,4,2,2,5,0,1,6,9,423,268,201,77,7,6,4,7,0,1,443,256,250,179,188,64,0,1,2,5,0,0,3,7,253,185,188,68,2,4,3,7,0,0,186,93,167,81,12,8,4,1,0,0,0,1,3,2,170,83,13,9,5,2,1,0,0,1
"Madison","40-44",865,539,326,408,259,110,52,8,6,7,4,0,0,6,5,413,264,114,55,10,8,8,4,0,0,401,256,284,199,106,48,0,2,7,3,0,0,4,4,287,203,109,50,1,4,8,3,0,0,138,70,124,60,4,4,8,4,0,1,0,0,2,1,126,61,5,5,9,4,0,1,0,0
"Madison","45-49",794,440,354,351,299,68,45,7,2,6,5,1,0,7,3,356,301,70,47,10,5,8,5,3,0,330,273,261,221,61,45,0,0,5,5,0,0,3,2,263,222,62,46,2,2,6,5,0,0,110,81,90,78,7,0,7,2,1,0,1,0,4,1,93,79,8,1,8,3,2,0,3,0
"Madison","50-54",755,384,371,296,310,65,52,10,2,3,0,0,0,10,7,304,316,69,54,17,8,4,0,0,0,298,313,221,254,65,52,2,1,3,0,0,0,7,6,226,259,68,54,7,6,4,0,0,0,86,58,75,56,0,0,8,1,0,0,0,0,3,1,78,57,1,0,10,2,0,0,0,0
"Madison","55-59",738,352,386,288,323,54,53,6,6,1,2,0,0,3,2,291,325,56,53,6,7,2,3,0,0,298,340,236,283,54,53,4,1,1,2,0,0,3,1,239,284,56,53,4,2,2,2,0,0,54,46,52,40,0,0,2,5,0,0,0,0,0,1,52,41,0,0,2,5,0,1,0,0
"Madison","60-64",757,390,367,330,293,45,61,6,3,7,6,0,0,2,4,331,297,46,62,8,6,7,6,0,0,339,325,282,255,44,59,5,1,7,6,0,0,1,4,282,259,45,60,6,4,7,6,0,0,51,42,48,38,1,2,1,2,0,0,0,0,1,0,49,38,1,2,2,2,0,0,0,0
"Madison","65-69",682,316,366,270,299,40,56,4,6,2,2,0,0,0,3,270,302,40,57,4,8,2,2,0,0,294,337,249,271,40,56,3,5,2,2,0,0,0,3,249,274,40,57,3,7,2,2,0,0,22,29,21,28,0,0,1,1,0,0,0,0,0,0,21,28,0,0,1,1,0,0,0,0
"Madison","70-74",557,281,276,241,235,31,32,4,4,3,0,0,0,2,5,243,240,32,32,5,8,3,1,0,0,254,265,217,228,31,32,1,0,3,0,0,0,2,5,219,233,32,32,2,4,3,1,0,0,27,11,24,7,0,0,3,4,0,0,0,0,0,0,24,7,0,0,3,4,0,0,0,0
"Madison","75-79",451,216,235,183,201,27,28,1,2,0,0,0,0,5,4,187,205,29,29,3,5,1,0,1,0,206,222,176,189,25,28,0,1,0,0,0,0,5,4,180,193,27,29,2,4,1,0,1,0,10,13,7,12,2,0,1,1,0,0,0,0,0,0,7,12,2,0,1,1,0,0,0,0
"Madison","80-84",286,129,157,122,129,6,25,0,0,0,0,0,0,1,3,123,131,6,27,1,0,0,1,0,2,120,148,113,121,6,24,0,0,0,0,0,0,1,3,114,123,6,26,1,0,0,1,0,2,9,9,9,8,0,1,0,0,0,0,0,0,0,0,9,8,0,1,0,0,0,0,0,0
"Madison","85+",275,102,173,95,140,7,31,0,0,0,0,0,0,0,2,95,142,7,31,0,2,0,0,0,0,98,166,91,133,7,31,0,0,0,0,0,0,0,2,91,135,7,31,0,2,0,0,0,0,4,7,4,7,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0
"Marion","0-4",447,231,216,152,158,66,36,0,0,3,3,0,0,10,19,160,176,73,46,1,4,6,8,1,1,218,197,139,145,66,32,0,0,3,3,0,0,10,17,147,161,73,41,1,4,6,7,1,1,13,19,13,13,0,4,0,0,0,0,0,0,0,2,13,15,0,5,0,0,0,1,0,0
"Marion","5-9",505,233,272,153,185,67,60,1,1,1,2,0,1,11,23,162,206,74,74,4,8,3,6,1,2,213,244,136,161,65,57,1,1,1,2,0,1,10,22,144,181,71,70,4,8,3,6,1,2,20,28,17,24,2,3,0,0,0,0,0,0,1,1,18,25,3,4,0,0,0,0,0,0
"Marion","10-14",521,271,250,191,173,55,59,2,4,9,3,1,0,13,11,204,183,62,65,8,8,9,5,1,0,249,229,174,158,54,57,1,1,9,3,1,0,10,10,184,167,61,62,4,5,9,5,1,0,22,21,17,15,1,2,1,3,0,0,0,0,3,1,20,16,1,3,4,3,0,0,0,0
"Marion","15-19",497,260,237,182,154,65,66,7,5,2,1,0,0,4,11,186,164,66,74,9,9,4,2,0,0,248,219,173,140,64,65,6,3,1,1,0,0,4,10,177,149,65,72,8,7,3,2,0,0,12,18,9,14,1,1,1,2,1,0,0,0,0,1,9,15,1,2,1,2,1,0,0,0
"Marion","20-24",437,235,202,162,119,53,72,7,2,5,3,0,0,8,6,170,124,57,75,9,4,7,5,0,0,217,192,150,111,52,71,3,1,5,3,0,0,7,6,157,116,55,74,5,3,7,5,0,0,18,10,12,8,1,1,4,1,0,0,0,0,1,0,13,8,2,1,4,1,0,0,0,0
"Marion","25-29",451,242,209,176,152,57,51,2,2,5,1,0,0,2,3,177,155,57,53,3,3,7,1,0,0,225,199,161,144,56,51,1,1,5,1,0,0,2,2,162,146,56,52,2,2,7,1,0,0,17,10,15,8,1,0,1,1,0,0,0,0,0,1,15,9,1,1,1,1,0,0,0,0
"Marion","30-34",478,230,248,164,186,56,54,2,5,4,1,1,0,3,2,167,188,57,56,3,5,5,1,1,0,213,219,151,163,53,52,1,1,4,1,1,0,3,2,154,165,54,54,2,1,5,1,1,0,17,29,13,23,3,2,1,4,0,0,0,0,0,0,13,23,3,2,1,4,0,0,0,0
"Marion","35-39",499,227,272,171,193,48,67,3,3,0,3,0,2,5,4,176,197,49,67,6,6,0,4,1,2,220,255,165,178,48,67,2,1,0,3,0,2,5,4,170,182,49,67,5,4,0,4,1,2,7,17,6,15,0,0,1,2,0,0,0,0,0,0,6,15,0,0,1,2,0,0,0,0
"Marion","40-44",476,246,230,192,172,44,46,1,3,3,4,1,0,5,5,196,176,46,49,3,6,4,4,2,0,230,222,176,165,44,45,1,3,3,4,1,0,5,5,180,169,46,48,3,6,4,4,2,0,16,8,16,7,0,1,0,0,0,0,0,0,0,0,16,7,0,1,0,0,0,0,0,0
"Marion","45-49",563,257,306,207,222,43,67,2,3,3,9,0,0,2,5,208,226,44,69,4,6,3,10,0,0,240,291,192,208,41,67,2,2,3,9,0,0,2,5,193,212,42,69,4,5,3,10,0,0,17,15,15,14,2,0,0,1,0,0,0,0,0,0,15,14,2,0,0,1,0,0,0,0
"Marion","50-54",696,322,374,253,272,55,86,6,6,5,5,0,0,3,5,255,277,58,88,7,9,5,5,0,0,311,367,246,265,54,86,3,6,5,5,0,0,3,5,248,270,57,88,4,9,5,5,0,0,11,7,7,7,1,0,3,0,0,0,0,0,0,0,7,7,1,0,3,0,0,0,0,0
"Marion","55-59",893,413,480,316,351,75,112,8,8,1,4,0,0,13,5,329,356,77,114,17,11,2,4,1,0,411,465,315,339,75,112,7,6,1,4,0,0,13,4,328,343,77,114,16,8,2,4,1,0,2,15,1,12,0,0,1,2,0,0,0,0,0,1,1,13,0,0,1,3,0,0,0,0
"Marion","60-64",847,408,439,305,323,81,95,5,10,2,1,0,2,15,8,320,331,83,96,16,17,4,1,0,2,401,431,302,318,80,95,5,8,2,1,0,2,12,7,314,325,81,96,14,14,4,1,0,2,7,8,3,5,1,0,0,2,0,0,0,0,3,1,6,6,2,0,2,3,0,0,0,0
"Marion","65-69",812,403,409,314,299,78,96,6,4,1,4,0,0,4,6,318,304,80,99,8,7,1,4,0,1,396,405,310,296,77,96,6,3,1,4,0,0,2,6,312,301,77,99,8,6,1,4,0,1,7,4,4,3,1,0,0,1,0,0,0,0,2,0,6,3,3,0,0,1,0,0,0,0
"Marion","70-74",709,340,369,292,302,41,57,2,5,1,1,0,0,4,4,295,306,42,58,4,8,2,1,1,0,335,363,287,297,41,57,2,4,1,1,0,0,4,4,290,301,42,58,4,7,2,1,1,0,5,6,5,5,0,0,0,1,0,0,0,0,0,0,5,5,0,0,0,1,0,0,0,0
"Marion","75-79",537,265,272,209,220,52,45,1,4,0,0,0,0,3,3,212,223,54,46,2,6,0,0,0,0,262,266,207,215,52,45,0,3,0,0,0,0,3,3,210,218,54,46,1,5,0,0,0,0,3,6,2,5,0,0,1,1,0,0,0,0,0,0,2,5,0,0,1,1,0,0,0,0
"Marion","80-84",305,151,154,126,117,21,33,0,0,0,0,0,0,4,4,130,120,21,35,2,1,2,1,0,1,148,152,123,115,21,33,0,0,0,0,0,0,4,4,127,118,21,35,2,1,2,1,0,1,3,2,3,2,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
"Marion","85+",255,108,147,88,99,17,43,3,1,0,0,0,0,0,4,88,103,17,44,3,4,0,0,0,0,107,145,88,98,16,43,3,1,0,0,0,0,0,3,88,101,16,43,3,4,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0
"Martin","0-4",508,261,247,240,230,12,9,3,4,1,0,0,0,5,4,244,234,15,10,6,6,1,1,0,0,101,100,93,95,4,3,1,2,1,0,0,0,2,0,95,95,6,3,1,2,1,0,0,0,160,147,147,135,8,6,2,2,0,0,0,0,3,4,149,139,9,7,5,4,0,1,0,0
"Martin","5-9",521,269,252,243,234,16,8,4,7,2,2,0,0,4,1,247,235,18,8,5,8,3,2,0,0,111,119,98,112,8,4,1,0,2,2,0,0,2,1,100,113,9,4,2,1,2,2,0,0,158,133,145,122,8,4,3,7,0,0,0,0,2,0,147,122,9,4,3,7,1,0,0,0
"Martin","10-14",487,254,233,243,217,8,10,1,1,2,1,0,0,0,4,243,221,8,13,1,2,2,1,0,0,123,122,118,112,4,8,0,0,1,1,0,0,0,1,118,113,4,9,0,0,1,1,0,0,131,111,125,105,4,2,1,1,1,0,0,0,0,3,125,108,4,4,1,2,1,0,0,0
