"County","AGEGRP","TOT_POP","TOT_MALE","TOT_FEMALE","WA_MALE","WA_FEMALE","BA_MALE","BA_FEMALE","IA_MALE","IA_FEMALE","AA_MALE","AA_FEMALE","NA_MALE","NA_FEMALE","TOM_MALE","TOM_FEMALE","WAC_MALE","WAC_FEMALE","BAC_MALE","BAC_FEMALE","IAC_MALE","IAC_FEMALE","AAC_MALE","AAC_FEMALE","NAC_MALE","NAC_FEMALE","NH_MALE","NH_FEMALE","NHWA_MALE","NHWA_FEMALE","NHBA_MALE","NHBA_FEMALE","NHIA_MALE","NHIA_FEMALE","NHAA_MALE","NHAA_FEMALE","NHNA_MALE","NHNA_FEMALE","NHTOM_MALE","NHTOM_FEMALE","NHWAC_MALE","NHWAC_FEMALE","NHBAC_MALE","NHBAC_FEMALE","NHIAC_MALE","NHIAC_FEMALE","NHAAC_MALE","NHAAC_FEMALE","NHNAC_MALE","NHNAC_FEMALE","H_MALE","H_FEMALE","HWA_MALE","HWA_FEMALE","HBA_MALE","HBA_FEMALE","HIA_MALE","HIA_FEMALE","HAA_MALE","HAA_FEMALE","HNA_MALE","HNA_FEMALE","HTOM_MALE","HTOM_FEMALE","HWAC_MALE","HWAC_FEMALE","HBAC_MALE","HBAC_FEMALE","HIAC_MALE","HIAC_FEMALE","HAAC_MALE","HAAC_FEMALE","HNAC_MALE","HNAC_FEMALE"
"Archer","50-54",608,318,290,301,286,4,0,6,1,2,1,0,0,5,2,306,288,5,1,10,2,3,1,0,0,301,275,290,273,4,0,1,0,1,0,0,0,5,2,295,275,5,1,5,1,2,0,0,0,17,15,11,13,0,0,5,1,1,1,0,0,0,0,11,13,0,0,5,1,1,1,0,0
"Archer","55-59",715,346,369,332,359,3,1,6,3,1,4,1,0,3,2,335,361,3,2,7,4,3,4,1,0,321,350,309,341,3,1,4,3,1,4,1,0,3,1,312,342,3,1,5,4,3,4,1,0,25,19,23,18,0,0,2,0,0,0,0,0,0,1,23,19,0,1,2,0,0,0,0,0
"Archer","60-64",704,333,371,322,356,3,5,5,4,0,2,0,0,3,4,324,359,3,7,6,7,2,2,1,0,319,363,309,348,3,5,4,4,0,2,0,0,3,4,311,351,3,7,5,7,2,2,1,0,14,8,13,8,0,0,1,0,0,0,0,0,0,0,13,8,0,0,1,0,0,0,0,0
"Archer","65-69",532,245,287,236,273,0,3,4,3,1,2,0,0,4,6,240,279,1,4,5,8,3,2,0,0,237,283,228,270,0,3,4,2,1,2,0,0,4,6,232,276,1,4,5,7,3,2,0,0,8,4,8,3,0,0,0,1,0,0,0,0,0,0,8,3,0,0,0,1,0,0,0,0
"Archer","70-74",424,204,220,199,214,2,0,0,3,1,1,0,0,2,2,201,216,2,0,2,4,1,2,0,0,198,218,194,212,2,0,0,3,1,1,0,0,1,2,195,214,2,0,1,4,1,2,0,0,6,2,5,2,0,0,0,0,0,0,0,0,1,0,6,2,0,0,1,0,0,0,0,0
"Archer","75-79",344,162,182,159,178,1,2,1,0,0,1,0,0,1,1,160,179,1,2,2,1,0,1,0,0,158,174,155,170,1,2,1,0,0,1,0,0,1,1,156,171,1,2,2,1,0,1,0,0,4,8,4,8,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0
"Archer","80-84",247,113,134,111,132,1,0,1,2,0,0,0,0,0,0,111,132,1,0,1,2,0,0,0,0,112,130,110,128,1,0,1,2,0,0,0,0,0,0,110,128,1,0,1,2,0,0,0,0,1,4,1,4,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
"Archer","85+",211,94,117,93,114,0,0,1,1,0,0,0,0,0,2,93,116,0,1,1,2,0,0,0,0,91,112,90,109,0,0,1,1,0,0,0,0,0,2,90,111,0,1,1,2,0,0,0,0,3,5,3,5,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0
"Armstrong","0-4",108,49,59,47,58,2,0,0,0,0,0,0,0,0,1,47,59,2,1,0,0,0,0,0,0,47,55,47,54,0,0,0,0,0,0,0,0,0,1,47,55,0,1,0,0,0,0,0,0,2,4,0,4,2,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0
"Armstrong","5-9",142,72,70,69,65,2,1,0,2,0,1,0,0,1,1,70,66,2,2,1,2,0,1,0,0,64,62,62,59,1,0,0,1,0,1,0,0,1,1,63,60,1,1,1,1,0,1,0,0,8,8,7,6,1,1,0,1,0,0,0,0,0,0,7,6,1,1,0,1,0,0,0,0
"Armstrong","10-14",121,57,64,55,61,1,1,1,2,0,0,0,0,0,0,55,61,1,1,1,2,0,0,0,0,50,60,48,58,1,1,1,1,0,0,0,0,0,0,48,58,1,1,1,1,0,0,0,0,7,4,7,3,0,0,0,1,0,0,0,0,0,0,7,3,0,0,0,1,0,0,0,0
"Armstrong","15-19",102,46,56,43,55,2,1,0,0,0,0,0,0,1,0,44,55,3,1,0,0,0,0,0,0,39,47,36,46,2,1,0,0,0,0,0,0,1,0,37,46,3,1,0,0,0,0,0,0,7,9,7,9,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0
"Armstrong","20-24",77,43,34,42,31,1,1,0,2,0,0,0,0,0,0,42,31,1,1,0,2,0,0,0,0,39,31,38,28,1,1,0,2,0,0,0,0,0,0,38,28,1,1,0,2,0,0,0,0,4,3,4,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0
"Armstrong","25-29",89,47,42,43,41,3,0,1,1,0,0,0,0,0,0,43,41,3,0,1,1,0,0,0,0,40,37,36,37,3,0,1,0,0,0,0,0,0,0,36,37,3,0,1,0,0,0,0,0,7,5,7,4,0,0,0,1,0,0,0,0,0,0,7,4,0,0,0,1,0,0,0,0
"Armstrong","30-34",87,39,48,39,45,0,1,0,1,0,0,0,0,0,1,39,46,0,1,0,2,0,0,0,0,37,47,37,44,0,1,0,1,0,0,0,0,0,1,37,45,0,1,0,2,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
"Armstrong","35-39",113,54,59,51,56,0,0,0,2,2,1,0,0,1,0,52,56,0,0,0,2,3,1,0,0,52,55,49,53,0,0,0,1,2,1,0,0,1,0,50,53,0,0,0,1,3,1,0,0,2,4,2,3,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0
"Armstrong","40-44",111,61,50,58,46,1,2,1,0,0,0,0,0,1,2,59,48,2,2,1,2,0,0,0,0,53,46,52,43,1,1,0,0,0,0,0,0,0,2,52,45,1,1,0,2,0,0,0,0,8,4,6,3,0,1,1,0,0,0,0,0,1,0,7,3,1,1,1,0,0,0,0,0
"Armstrong","45-49",112,60,52,60,52,0,0,0,0,0,0,0,0,0,0,60,52,0,0,0,0,0,0,0,0,48,41,48,41,0,0,0,0,0,0,0,0,0,0,48,41,0,0,0,0,0,0,0,0,12,11,12,11,0,0,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,0,0
"Armstrong","50-54",82,44,38,44,36,0,0,0,1,0,0,0,0,0,1,44,37,0,1,0,1,0,0,0,0,42,37,42,35,0,0,0,1,0,0,0,0,0,1,42,36,0,1,0,1,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
"Armstrong","55-59",146,63,83,59,83,0,0,3,0,0,0,0,0,1,0,60,83,0,0,3,0,1,0,0,0,58,80,54,80,0,0,3,0,0,0,0,0,1,0,55,80,0,0,3,0,1,0,0,0,5,3,5,3,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0
"Armstrong","60-64",149,77,72,74,70,0,0,2,1,0,0,0,0,1,1,74,70,0,1,2,2,1,0,1,0,71,69,68,67,0,0,2,1,0,0,0,0,1,1,68,67,0,1,2,2,1,0,1,0,6,3,6,3,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0
"Armstrong","65-69",135,69,66,69,65,0,0,0,1,0,0,0,0,0,0,69,65,0,0,0,1,0,0,0,0,68,61,68,60,0,0,0,1,0,0,0,0,0,0,68,60,0,0,0,1,0,0,0,0,1,5,1,5,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0
"Armstrong","70-74",122,63,59,61,52,2,0,0,5,0,0,0,0,0,2,61,54,2,0,0,5,0,2,0,0,58,54,56,48,2,0,0,4,0,0,0,0,0,2,56,50,2,0,0,4,0,2,0,0,5,5,5,4,0,0,0,1,0,0,0,0,0,0,5,4,0,0,0,1,0,0,0,0
"Armstrong","75-79",84,37,47,37,47,0,0,0,0,0,0,0,0,0,0,37,47,0,0,0,0,0,0,0,0,36,47,36,47,0,0,0,0,0,0,0,0,0,0,36,47,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Armstrong","80-84",68,25,43,25,41,0,0,0,2,0,0,0,0,0,0,25,41,0,0,0,2,0,0,0,0,25,41,25,40,0,0,0,1,0,0,0,0,0,0,25,40,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Armstrong","85+",44,12,32,12,31,0,0,0,0,0,0,0,0,0,1,12,32,0,1,0,0,0,0,0,0,12,32,12,31,0,0,0,0,0,0,0,0,0,1,12,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Atascosa","0-4",3671,1880,1791,1783,1690,34,27,16,13,9,24,0,4,38,33,1820,1716,53,44,31,26,14,31,1,7,567,548,514,504,17,9,4,4,3,9,0,4,29,18,542,517,33,22,14,7,7,15,1,5,1313,1243,1269,1186,17,18,12,9,6,15,0,0,9,15,1278,1199,20,22,17,19,7,16,0,2
"Atascosa","5-9",3841,1950,1891,1841,1788,28,27,24,28,16,8,2,7,39,33,1875,1817,40,43,47,39,24,14,4,11,526,548,493,495,9,10,3,10,6,4,0,3,15,26,506,518,16,24,9,17,10,9,0,6,1424,1343,1348,1293,19,17,21,18,10,4,2,4,24,7,1369,1299,24,19,38,22,14,5,4,5
"Atascosa","10-14",3904,2026,1878,1915,1783,32,26,39,32,15,11,2,1,23,25,1935,1804,40,37,52,46,19,14,5,2,546,524,506,481,14,14,7,8,8,6,1,0,10,15,513,492,18,22,11,15,11,9,4,1,1480,1354,1409,1302,18,12,32,24,7,5,1,1,13,10,1422,1312,22,15,41,31,8,5,1,1
"Atascosa","15-19",3654,1878,1776,1803,1695,28,27,19,18,8,6,1,3,19,27,1822,1716,36,37,29,30,10,14,1,6,510,490,480,456,12,11,3,3,4,4,1,1,10,15,490,465,16,19,7,6,6,11,1,4,1368,1286,1323,1239,16,16,16,15,4,2,0,2,9,12,1332,1251,20,18,22,24,4,3,0,2
"Atascosa","20-24",3159,1575,1584,1506,1519,31,22,16,12,7,6,3,5,12,20,1515,1538,36,30,25,23,8,8,3,5,399,434,367,401,19,12,3,2,3,4,3,2,4,13,370,413,22,18,5,9,3,5,3,2,1176,1150,1139,1118,12,10,13,10,4,2,0,3,8,7,1145,1125,14,12,20,14,5,3,0,3
"Atascosa","25-29",3230,1642,1588,1575,1523,13,17,20,18,13,12,3,3,18,15,1591,1537,19,22,30,28,16,14,4,5,497,538,465,501,7,14,1,4,10,8,2,2,12,9,475,509,11,18,8,8,12,10,3,4,1145,1050,1110,1022,6,3,19,14,3,4,1,1,6,6,1116,1028,8,4,22,20,4,4,1,1
"Atascosa","30-34",3255,1705,1550,1621,1471,29,21,28,27,15,15,1,0,11,16,1632,1486,32,26,34,35,17,17,1,2,531,480,496,445,16,16,6,4,6,5,0,0,7,10,503,454,18,19,9,9,8,6,0,2,1174,1070,1125,1026,13,5,22,23,9,10,1,0,4,6,1129,1032,14,7,25,26,9,11,1,0
"Atascosa","35-39",3334,1640,1694,1572,1624,25,16,18,27,9,8,1,4,15,15,1587,1637,29,18,26,40,12,10,2,5,550,565,516,535,20,11,4,3,4,5,0,2,6,9,522,542,22,13,5,10,6,7,1,3,1090,1129,1056,1089,5,5,14,24,5,3,1,2,9,6,1065,1095,7,5,21,30,6,3,1,2
"Atascosa","40-44",2980,1516,1464,1443,1408,31,17,23,18,5,7,1,0,13,14,1454,1421,33,19,34,29,7,9,1,0,512,504,476,476,18,9,3,5,3,4,1,0,11,10,485,485,20,11,13,12,4,6,1,0,1004,960,967,932,13,8,20,13,2,3,0,0,2,4,969,936,13,8,21,17,3,3,0,0
"Atascosa","45-49",3093,1526,1567,1463,1500,15,12,22,22,9,16,4,3,13,14,1476,1512,18,15,31,32,10,18,4,4,574,540,547,507,10,7,3,8,7,13,1,0,6,5,553,511,11,8,7,11,8,14,1,1,952,1027,916,993,5,5,19,14,2,3,3,3,7,9,923,1001,7,7,24,21,2,4,3,3
"Atascosa","50-54",2905,1469,1436,1391,1394,24,15,25,10,11,4,0,0,18,13,1409,1407,26,19,38,18,15,4,0,1,573,532,521,513,21,7,10,6,10,1,0,0,11,5,532,518,22,9,19,9,12,1,0,0,896,904,870,881,3,8,15,4,1,3,0,0,7,8,877,889,4,10,19,9,3,3,0,1
"Atascosa","55-59",3124,1513,1611,1441,1542,23,10,26,23,13,13,2,3,8,20,1449,1561,24,13,31,38,15,16,2,4,603,699,557,652,19,9,10,9,10,13,1,2,6,14,563,665,20,9,14,21,11,15,1,3,910,912,884,890,4,1,16,14,3,0,1,1,2,6,886,896,4,4,17,17,4,1,1,1
"Atascosa","60-64",2775,1367,1408,1308,1352,11,10,27,18,4,12,1,1,16,15,1321,1365,13,12,40,33,6,12,4,1,588,641,552,606,9,7,15,6,2,10,1,0,9,12,559,616,11,9,21,18,4,10,3,0,779,767,756,746,2,3,12,12,2,2,0,1,7,3,762,749,2,3,19,15,2,2,1,1
"Atascosa","65-69",2388,1147,1241,1101,1195,8,15,19,11,11,5,1,1,7,14,1107,1209,10,17,23,22,13,6,1,1,529,622,503,596,6,11,7,3,9,5,0,0,4,7,507,603,7,12,9,9,10,5,0,0,618,619,598,599,2,4,12,8,2,0,1,1,3,7,600,606,3,5,14,13,3,1,1,1
"Atascosa","70-74",1950,943,1007,909,975,11,5,10,11,4,2,2,1,7,13,915,988,13,8,14,19,6,4,2,1,465,495,449,480,8,1,2,3,4,2,0,0,2,9,451,489,8,2,4,9,4,4,0,0,478,512,460,495,3,4,8,8,0,0,2,1,5,4,464,499,5,6,10,10,2,0,2,1
"Atascosa","75-79",1355,636,719,617,681,5,7,9,12,2,7,0,4,3,8,620,688,5,9,11,18,3,8,0,4,337,379,329,351,2,5,2,7,1,7,0,3,3,6,332,356,2,6,4,13,2,7,0,3,299,340,288,330,3,2,7,5,1,0,0,1,0,2,288,332,3,3,7,5,1,1,0,1
"Atascosa","80-84",863,378,485,362,473,3,5,7,3,0,1,0,0,6,3,368,476,5,5,11,5,0,2,0,0,185,256,177,246,2,5,3,1,0,1,0,0,3,3,180,249,3,5,5,3,0,2,0,0,193,229,185,227,1,0,4,2,0,0,0,0,3,0,188,227,2,0,6,2,0,0,0,0
"Atascosa","85+",829,293,536,284,519,5,1,2,8,1,4,0,0,1,4,285,523,5,2,3,11,1,4,0,0,169,325,163,313,5,1,0,3,1,4,0,0,0,4,163,317,5,2,0,6,1,4,0,0,124,211,121,206,0,0,2,5,0,0,0,0,1,0,122,206,0,0,3,5,0,0,0,0
"Austin","0-4",1768,898,870,746,693,87,116,5,9,11,10,0,0,49,42,793,728,123,150,16,17,16,16,1,1,517,511,394,368,74,98,3,3,8,8,0,0,38,34,430,396,104,127,10,8,12,13,1,1,381,359,352,325,13,18,2,6,3,2,0,0,11,8,363,332,19,23,6,9,4,3,0,0
"Austin","5-9",2041,1028,1013,884,884,91,103,9,2,8,4,3,2,33,18,914,902,112,115,20,5,12,6,3,3,583,581,468,477,81,87,0,0,7,3,2,1,25,13,490,490,99,96,7,1,10,5,2,2,445,432,416,407,10,16,9,2,1,1,1,1,8,5,424,412,13,19,13,4,2,1,1,1
"Austin","10-14",2065,1071,994,923,854,92,92,12,10,9,10,1,0,34,28,953,879,115,113,18,16,15,13,6,1,660,557,545,437,82,85,4,2,7,10,0,0,22,23,563,458,99,103,7,6,12,12,3,1,411,437,378,417,10,7,8,8,2,0,1,0,12,5,390,421,16,10,11,10,3,1,3,0
"Austin","15-19",1989,992,997,848,849,104,108,9,6,6,11,0,0,25,23,870,868,123,125,16,8,8,17,1,2,634,613,514,483,92,96,2,3,5,10,0,0,21,21,532,500,108,112,8,4,7,16,0,2,358,384,334,366,12,12,7,3,1,1,0,0,4,2,338,368,15,13,8,4,1,1,1,0
"Austin","20-24",1660,854,806,733,668,100,103,7,8,1,10,0,0,13,17,743,684,108,115,12,12,3,11,1,1,559,513,459,395,90,93,1,4,0,6,0,0,9,15,468,409,96,104,3,8,0,7,1,0,295,293,274,273,10,10,6,4,1,4,0,0,4,2,275,275,12,11,9,4,3,4,0,1
"Austin","25-29",1748,888,860,738,757,111,82,10,7,9,4,0,1,20,9,757,765,120,86,18,12,12,5,1,2,541,546,416,456,105,77,3,2,7,4,0,0,10,7,425,462,110,81,7,5,8,5,1,1,347,314,322,301,6,5,7,5,2,0,0,1,10,2,332,303,10,5,11,7,4,0,0,1
"Austin","30-34",1647,839,808,730,708,80,70,7,9,8,12,1,1,13,8,742,715,85,74,11,13,13,12,1,3,538,521,449,437,71,66,1,1,7,11,1,0,9,6,457,442,75,68,4,4,10,11,1,2,301,287,281,271,9,4,6,8,1,1,0,1,4,2,285,273,10,6,7,9,3,1,0,1
"Austin","35-39",1662,796,866,678,746,92,91,11,10,9,11,0,0,6,8,684,752,95,94,12,15,11,13,0,1,519,593,418,492,86,82,1,1,9,11,0,0,5,7,423,497,88,85,2,5,11,13,0,1,277,273,260,254,6,9,10,9,0,0,0,0,1,1,261,255,7,9,10,10,0,0,0,0
"Austin","40-44",1677,855,822,754,728,72,73,15,3,10,13,0,0,4,5,758,733,73,75,18,5,10,14,0,0,577,586,497,503,69,68,1,1,8,12,0,0,2,2,499,505,69,68,3,2,8,13,0,0,278,236,257,225,3,5,14,2,2,1,0,0,2,3,259,228,4,7,15,3,2,1,0,0
"Austin","45-49",1749,853,896,756,791,73,79,8,10,8,7,0,0,8,9,763,800,76,82,11,15,11,8,0,0,601,658,520,567,71,76,2,1,4,6,0,0,4,8,523,575,72,79,3,5,7,7,0,0,252,238,236,224,2,3,6,9,4,1,0,0,4,1,240,225,4,3,8,10,4,1,0,0
"Austin","50-54",1917,969,948,843,822,103,100,6,6,10,13,1,0,6,7,849,829,103,100,11,11,11,15,1,0,734,752,621,633,97,96,2,4,9,12,1,0,4,7,625,640,97,96,5,9,10,14,1,0,235,196,222,189,6,4,4,2,1,1,0,0,2,0,224,189,6,4,6,2,1,1,0,0
"Austin","55-59",2104,1070,1034,945,919,94,99,14,7,9,6,0,0,8,3,953,922,97,99,17,9,11,7,0,0,855,860,745,753,87,97,8,3,8,4,0,0,7,3,752,756,89,97,11,5,10,5,0,0,215,174,200,166,7,2,6,4,1,2,0,0,1,0,201,166,8,2,6,4,1,2,0,0
"Austin","60-64",2263,1131,1132,1017,1013,94,95,6,8,1,4,1,2,12,10,1025,1021,98,98,13,15,4,5,4,3,954,974,843,871,94,86,5,5,1,4,0,0,11,8,850,877,97,89,12,11,4,4,3,1,177,158,174,142,0,9,1,3,0,0,1,2,1,2,175,144,1,9,1,4,0,1,1,2
"Austin","65-69",1836,929,907,859,823,55,66,5,4,2,3,0,0,8,11,866,833,56,70,10,12,5,3,0,0,827,813,762,734,55,65,1,3,2,3,0,0,7,8,769,741,56,68,5,9,4,3,0,0,102,94,97,89,0,1,4,1,0,0,0,0,1,3,97,92,0,2,5,3,1,0,0,0
"Austin","70-74",1529,733,796,679,733,41,59,2,1,3,2,0,0,8,1,687,734,41,59,10,2,3,2,0,0,668,733,616,672,41,57,2,1,3,2,0,0,6,1,622,673,41,57,8,2,3,2,0,0,65,63,63,61,0,2,0,0,0,0,0,0,2,0,65,61,0,2,2,0,0,0,0,0
"Austin","75-79",1114,551,563,520,508,21,46,1,5,4,1,0,0,5,3,525,510,22,47,3,8,5,1,1,0,502,521,475,469,20,45,1,5,2,1,0,0,4,1,479,470,20,45,3,6,3,1,1,0,49,42,45,39,1,1,0,0,2,0,0,0,1,2,46,40,2,2,0,2,2,0,0,0
"Austin","80-84",601,271,330,253,294,15,27,1,3,1,1,0,0,1,5,254,299,15,27,2,7,1,2,0,0,251,309,234,274,15,26,0,3,1,1,0,0,1,5,235,279,15,26,1,7,1,2,0,0,20,21,19,20,0,1,1,0,0,0,0,0,0,0,19,20,0,1,1,0,0,0,0,0
"Austin","85+",619,226,393,203,348,19,38,0,3,0,0,0,0,4,4,205,352,19,39,3,6,2,0,1,0,202,361,181,319,18,37,0,2,0,0,0,0,3,3,182,322,18,38,2,4,2,0,1,0,24,32,22,29,1,1,0,1,0,0,0,0,1,1,23,30,1,1,1,2,0,0,0,0
"Bailey","0-4",577,278,299,237,269,8,11,11,12,10,2,0,0,12,5,247,272,14,14,17,14,12,4,0,0,77,91,58,79,5,4,1,2,6,2,0,0,7,4,63,82,10,7,4,3,7,3,0,0,201,208,179,190,3,7,10,10,4,0,0,0,5,1,184,190,4,7,13,11,5,1,0,0
"Bailey","5-9",574,290,284,261,245,9,12,7,14,4,4,0,0,9,9,270,254,13,17,10,17,6,5,0,0,69,73,64,60,2,6,0,3,1,0,0,0,2,4,66,64,4,9,0,4,1,0,0,0,221,211,197,185,7,6,7,11,3,4,0,0,7,5,204,190,9,8,10,13,5,5,0,0
"Bailey","10-14",669,331,338,297,317,4,10,17,8,5,0,1,0,7,3,304,320,6,11,19,9,7,1,2,0,80,86,72,78,2,5,0,2,5,0,0,0,1,1,73,79,2,5,0,2,6,1,0,0,251,252,225,239,2,5,17,6,0,0,1,0,6,2,231,241,4,6,19,7,1,0,2,0
"Bailey","15-19",602,296,306,275,291,5,1,11,9,2,3,0,0,3,2,278,293,7,2,11,10,3,3,0,0,56,64,49,61,3,1,2,0,1,2,0,0,1,0,50,61,3,1,2,0,2,2,0,0,240,242,226,230,2,0,9,9,1,1,0,0,2,2,228,232,4,1,9,10,1,1,0,0
"Bailey","20-24",439,229,210,212,188,5,6,9,11,1,2,0,1,2,2,214,189,5,7,11,12,1,3,0,1,51,50,46,42,2,3,1,2,1,2,0,0,1,1,47,43,2,4,2,2,1,2,0,0,178,160,166,146,3,3,8,9,0,0,0,1,1,1,167,146,3,3,9,10,0,1,0,1
"Bailey","25-29",384,187,197,168,182,8,5,8,6,2,2,0,1,1,1,169,182,9,5,8,6,2,3,0,2,53,45,47,40,4,3,1,1,1,0,0,0,0,1,47,40,4,3,1,1,1,1,0,1,134,152,121,142,4,2,7,5,1,2,0,1,1,0,122,142,5,2,7,5,1,2,0,1
"Bailey","30-34",422,211,211,185,192,5,1,15,10,2,2,0,1,4,5,189,197,6,4,18,12,2,2,0,1,71,75,65,67,4,1,0,2,1,2,0,0,1,3,66,70,5,3,0,3,1,2,0,0,140,136,120,125,1,0,15,8,1,0,0,1,3,2,123,127,1,1,18,9,1,0,0,1
"Bailey","35-39",397,202,195,189,182,7,5,3,6,1,1,0,0,2,1,191,183,8,6,4,6,1,1,0,0,69,65,64,61,1,2,1,0,1,1,0,0,2,1,66,62,2,3,2,0,1,1,0,0,133,130,125,121,6,3,2,6,0,0,0,0,0,0,125,121,6,3,2,6,0,0,0,0
"Bailey","40-44",451,232,219,215,206,7,0,7,12,1,1,0,0,2,0,217,206,7,0,9,12,1,1,0,0,62,58,53,56,5,0,1,1,1,1,0,0,2,0,55,56,5,0,3,1,1,1,0,0,170,161,162,150,2,0,6,11,0,0,0,0,0,0,162,150,2,0,6,11,0,0,0,0
"Bailey","45-49",340,168,172,150,159,6,3,9,5,2,2,0,1,1,2,151,161,6,3,10,6,2,3,0,1,51,50,42,42,5,3,2,2,2,2,0,0,0,1,42,43,5,3,2,3,2,2,0,0,117,122,108,117,1,0,7,3,0,0,0,1,1,1,109,118,1,0,8,3,0,1,0,1
"Bailey","50-54",370,181,189,170,174,2,3,4,9,4,0,0,2,1,1,171,175,2,3,4,10,5,0,0,2,71,64,65,60,1,2,0,1,4,0,0,0,1,1,66,61,1,2,0,2,5,0,0,0,110,125,105,114,1,1,4,8,0,0,0,2,0,0,105,114,1,1,4,8,0,0,0,2
"Bailey","55-59",400,206,194,191,189,5,1,8,3,2,1,0,0,0,0,191,189,5,1,8,3,2,1,0,0,82,97,78,96,3,0,0,0,1,1,0,0,0,0,78,96,3,0,0,0,1,1,0,0,124,97,113,93,2,1,8,3,1,0,0,0,0,0,113,93,2,1,8,3,1,0,0,0
"Bailey","60-64",377,205,172,191,165,7,1,4,5,0,0,1,0,2,1,192,166,8,2,5,5,0,0,2,0,118,101,110,98,7,1,0,1,0,0,0,0,1,1,110,99,8,2,0,1,0,0,1,0,87,71,81,67,0,0,4,4,0,0,1,0,1,0,82,67,0,0,5,4,0,0,1,0
"Bailey","65-69",313,152,161,145,157,2,1,2,1,0,1,0,0,3,1,148,158,3,2,3,1,1,1,0,0,89,107,85,103,1,1,0,1,0,1,0,0,3,1,88,104,2,2,1,1,1,1,0,0,63,54,60,54,1,0,2,0,0,0,0,0,0,0,60,54,1,0,2,0,0,0,0,0
"Bailey","70-74",232,118,114,110,108,3,1,3,1,1,1,0,1,1,2,111,110,3,1,4,2,1,2,0,1,76,76,71,73,3,1,1,0,0,0,0,0,1,2,72,75,3,1,2,1,0,1,0,0,42,38,39,35,0,0,2,1,1,1,0,1,0,0,39,35,0,0,2,1,1,1,0,1
"Bailey","75-79",190,89,101,88,97,0,0,1,2,0,0,0,0,0,2,88,99,0,0,1,4,0,0,0,0,65,69,65,67,0,0,0,0,0,0,0,0,0,2,65,69,0,0,0,2,0,0,0,0,24,32,23,30,0,0,1,2,0,0,0,0,0,0,23,30,0,0,1,2,0,0,0,0
"Bailey","80-84",158,66,92,63,90,1,1,2,0,0,1,0,0,0,0,63,90,1,1,2,0,0,1,0,0,44,67,44,65,0,1,0,0,0,1,0,0,0,0,44,65,0,1,0,0,0,1,0,0,22,25,19,25,1,0,2,0,0,0,0,0,0,0,19,25,1,0,2,0,0,0,0,0
"Bailey","85+",132,58,74,53,69,3,4,0,1,1,0,0,0,1,0,53,69,3,4,1,1,2,0,0,0,40,61,36,57,2,4,0,0,1,0,0,0,1,0,36,57,2,4,1,0,2,0,0,0,18,13,17,12,1,0,0,1,0,0,0,0,0,0,17,12,1,0,0,1,0,0,0,0
"Bandera","0-4",949,522,427,491,387,7,11,5,5,1,2,0,1,18,21,507,404,17,21,13,12,3,10,0,1,360,305,340,275,4,8,2,1,1,2,0,0,13,19,351,291,11,17,8,7,3,9,0,0,162,122,151,112,3,3,3,4,0,0,0,1,5,2,156,113,6,4,5,5,0,1,0,1
"Bandera","5-9",1043,529,514,488,476,10,17,12,4,2,7,0,1,17,9,503,485,18,20,20,7,5,9,0,2,382,381,354,348,7,16,4,2,2,7,0,0,15,8,367,356,14,19,12,4,4,9,0,1,147,133,134,128,3,1,8,2,0,0,0,1,2,1,136,129,4,1,8,3,1,0,0,1
"Bandera","10-14",1138,554,584,518,549,8,6,5,7,3,4,0,1,20,17,533,563,16,14,14,17,9,6,2,1,416,413,390,395,7,5,0,2,3,4,0,0,16,7,401,400,14,10,6,5,9,5,2,0,138,171,128,154,1,1,5,5,0,0,0,1,4,10,132,163,2,4,8,12,0,1,0,1
"Bandera","15-19",1066,560,506,527,472,5,7,4,6,4,0,0,0,20,21,545,491,15,15,12,15,7,6,1,0,403,348,379,332,3,5,1,1,4,0,0,0,16,10,393,340,10,10,8,3,7,5,1,0,157,158,148,140,2,2,3,5,0,0,0,0,4,11,152,151,5,5,4,12,0,1,0,0
