"County_Code","Place_Code","City","Population","County"
473,56108,"Pattison",604,"Waller"
473,57615,"Pine Island",1132,"Waller"
473,59336,"Prairie View",6897,"Waller"
473,76228,"Waller",2839,"Waller"
475,5720,"Barstow",377,"Ward"
475,30440,"Grandfalls",391,"Ward"
475,48936,"Monahans",7644,"Ward"
475,59996,"Pyote",129,"Ward"
475,72800,"Thorntonville",526,"Ward"
475,79036,"Wickett",543,"Ward"
477,10156,"Brenham",17568,"Washington"
477,11536,"Burton",292,"Washington"
479,22905,"El Cenizo",3188,"Webb"
479,41464,"Laredo",260856,"Webb"
479,62138,"Rio Bravo",4677,"Webb"
481,21988,"East Bernard",2333,"Wharton"
481,22864,"El Campo",11575,"Wharton"
481,78136,"Wharton",8652,"Wharton"
483,48852,"Mobeetie",97,"Wheeler"
483,67160,"Shamrock",1804,"Wheeler"
483,78208,"Wheeler",1504,"Wheeler"
485,11368,"Burkburnett",11219,"Wichita"
485,13198,"Cashion Community",354,"Wichita"
485,22984,"Electra",2731,"Wichita"
485,36104,"Iowa Park",6322,"Wichita"
485,58400,"Pleasant Valley",332,"Wichita"
485,79000,"Wichita Falls",104356,"Wichita"
487,75308,"Vernon",10338,"Wilbarger"
489,45228,"Lyford",2533,"Willacy"
489,60836,"Raymondville",10966,"Willacy"
489,65636,"San Perlita",559,"Willacy"
491,5000,"Austin",53508,"Williamson"
491,5732,"Bartlett",1038,"Williamson"
491,13552,"Cedar Park",68599,"Williamson"
491,17312,"Coupland",313,"Williamson"
491,26136,"Florence",1261,"Williamson"
491,29336,"Georgetown",74275,"Williamson"
491,30548,"Granger",1497,"Williamson"
491,35624,"Hutto",26424,"Williamson"
491,37396,"Jarrell",1670,"Williamson"
491,42016,"Leander",53872,"Williamson"
491,42664,"Liberty Hill",2421,"Williamson"
491,57176,"Pflugerville",231,"Williamson"
491,63500,"Round Rock",127100,"Williamson"
491,71948,"Taylor",17185,"Williamson"
491,72776,"Thorndale",2,"Williamson"
491,72824,"Thrall",954,"Williamson"
491,77056,"Weir",525,"Williamson"
493,23272,"Elmendorf",2,"Wilson"
493,26160,"Floresville",7811,"Wilson"
493,41764,"La Vernia",1417,"Wilson"
493,51588,"Nixon",8,"Wilson"
493,59096,"Poth",2256,"Wilson"
493,70376,"Stockdale",1625,"Wilson"
495,39004,"Kermit",6301,"Winkler"
495,48936,"Monahans",0,"Winkler"
495,79768,"Wink",994,"Winkler"
497,2284,"Alvord",1509,"Wise"
497,4672,"Aurora",1478,"Wise"
497,9748,"Boyd",1464,"Wise"
497,10264,"Bridgeport",6532,"Wise"
497,14620,"Chico",1152,"Wise"
497,19528,"Decatur",6916,"Wise"
497,27000,"Fort Worth",0,"Wise"
497,40450,"Lake Bridgeport",392,"Wise"
497,50772,"Newark",1206,"Wise"
497,50920,"New Fairview",1498,"Wise"
497,55056,"Paradise",535,"Wise"
497,61700,"Rhome",1799,"Wise"
497,63782,"Runaway Bay",1534,"Wise"
497,69800,"Springtown",2,"Wise"
499,1636,"Alba",535,"Wood"
499,32816,"Hawkins",1312,"Wood"
499,48648,"Mineola",4742,"Wood"
499,60188,"Quitman",1843,"Wood"
499,79816,"Winnsboro",2588,"Wood"
499,80440,"Yantis",423,"Wood"
501,19984,"Denver City",4850,"Yoakum"
501,57968,"Plains",1629,"Yoakum"
503,30392,"Graham",8627,"Young"
503,50868,"Newcastle",570,"Young"
503,54000,"Olney",3103,"Young"
507,18020,"Crystal City",7254,"Zavala"
