District,Date,LEA,District_Total_Enrollment,Campus,Campus_ID,Cases_Student_New,Cases_Staff_New,Case_Source_Campus,Case_Source_OffCampus,Case_Source_Unknown
SEYMOUR ISD,2021-12-12,012901,632,NA,NA,NA,NA,NA,NA,NA
ST MARY'S ACADEMY CHARTER SCHOOL,2021-12-12,013801,410,NA,NA,NA,NA,NA,NA,NA
BEEVILLE ISD,2021-12-12,013901,3021,NA,NA,NA,0,NA,NA,NA
PAWNEE ISD,2021-12-12,013902,499,NA,NA,NA,NA,NA,NA,NA
PETTUS ISD,2021-12-12,013903,373,NA,NA,NA,NA,NA,NA,NA
SKIDMORE-TYNAN ISD,2021-12-12,013905,794,NA,NA,NA,NA,NA,NA,NA
RICHARD MILBURN ALTER HIGH SCHOOL - KILLEEN,2021-12-12,014801,1722,NA,NA,NA,NA,NA,NA,NA
PRIORITY CHARTER SCHOOLS,2021-12-12,014803,880,NA,NA,NA,NA,NA,NA,NA
ORENDA CHARTER SCHOOL,2021-12-12,014804,1921,NA,NA,NA,4,NA,NA,NA
ACADEMY ISD,2021-12-12,014901,1771,NA,NA,NA,NA,NA,NA,NA
BARTLETT ISD,2021-12-12,014902,390,NA,NA,NA,1,NA,NA,NA
BELTON ISD,2021-12-12,014903,13431,NA,NA,14,7,8,6,7
HOLLAND ISD,2021-12-12,014905,646,NA,NA,NA,NA,NA,NA,NA
KILLEEN ISD,2021-12-12,014906,41565,NA,NA,18,9,0,0,27
ROGERS ISD,2021-12-12,014907,901,NA,NA,0,1,0,0,1
SALADO ISD,2021-12-12,014908,2275,NA,NA,NA,NA,NA,NA,NA
TEMPLE ISD,2021-12-12,014909,8522,NA,NA,NA,2,NA,NA,NA
TROY ISD,2021-12-12,014910,1639,NA,NA,NA,NA,NA,NA,NA
POR VIDA ACADEMY,2021-12-12,015801,119,NA,NA,NA,NA,NA,NA,NA
GEORGE GERVIN ACADEMY,2021-12-12,015802,808,NA,NA,NA,NA,NA,NA,NA
NEW FRONTIERS PUBLIC SCHOOLS INC,2021-12-12,015805,150,NA,NA,NA,NA,NA,NA,NA
LEGACY TRADITIONAL SCHOOLS - TEXAS,2021-12-12,015806,350,NA,NA,NA,NA,NA,NA,NA
SOUTHWEST PREPARATORY SCHOOL,2021-12-12,015807,833,NA,NA,NA,NA,NA,NA,NA
INSPIRE ACADEMIES,2021-12-12,015808,643,NA,NA,NA,0,NA,NA,NA
BEXAR COUNTY ACADEMY,2021-12-12,015809,272,NA,NA,NA,NA,NA,NA,NA
POSITIVE SOLUTIONS CHARTER SCHOOL,2021-12-12,015814,84,NA,NA,NA,NA,NA,NA,NA
HERITAGE ACADEMY,2021-12-12,015815,579,NA,NA,NA,NA,NA,NA,NA
JUBILEE ACADEMIES,2021-12-12,015822,5856,NA,NA,8,0,8,0,0
LIGHTHOUSE PUBLIC SCHOOLS,2021-12-12,015825,399,NA,NA,NA,NA,NA,NA,NA
SCHOOL OF SCIENCE AND TECHNOLOGY,2021-12-12,015827,4020,NA,NA,NA,0,NA,NA,NA
HARMONY PUBLIC SCHOOLS - SOUTH TEXAS,2021-12-12,015828,4487,NA,NA,NA,NA,NA,NA,NA
BROOKS ACADEMIES OF TEXAS,2021-12-12,015830,3171,NA,NA,NA,0,NA,NA,NA
SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,2021-12-12,015831,5334,NA,NA,NA,0,NA,NA,NA
HENRY FORD ACADEMY ALAMEDA SCHOOL FOR ART + DESIGN,2021-12-12,015833,90,NA,NA,NA,NA,NA,NA,NA
BASIS TEXAS,2021-12-12,015834,3166,NA,NA,NA,NA,NA,NA,NA
GREAT HEARTS TEXAS,2021-12-12,015835,7268,NA,NA,10,1,0,0,11
ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY,2021-12-12,015836,491,NA,NA,NA,NA,NA,NA,NA
COMPASS ROSE PUBLIC SCHOOLS,2021-12-12,015838,1872,NA,NA,NA,0,NA,NA,NA
PROMESA ACADEMY CHARTER SCHOOL,2021-12-12,015839,280,NA,NA,NA,NA,NA,NA,NA
SAN ANTONIO PREPARATORY SCHOOLS,2021-12-12,015840,206,NA,NA,NA,NA,NA,NA,NA
THE GATHERING PLACE,2021-12-12,015841,462,NA,NA,NA,NA,NA,NA,NA
ROYAL PUBLIC SCHOOLS,2021-12-12,015842,108,NA,NA,NA,NA,NA,NA,NA
PRELUDE PREPARATORY CHARTER SCHOOL,2021-12-12,015843,28,NA,NA,NA,NA,NA,NA,NA
ALAMO HEIGHTS ISD,2021-12-12,015901,4834,NA,NA,8,1,0,9,0
HARLANDALE ISD,2021-12-12,015904,12158,NA,NA,23,1,0,3,21
EDGEWOOD ISD,2021-12-12,015905,0,NA,NA,NA,NA,NA,NA,NA
RANDOLPH FIELD ISD,2021-12-12,015906,1474,NA,NA,NA,NA,NA,NA,NA
SAN ANTONIO ISD,2021-12-12,015907,45456,NA,NA,33,12,0,0,45
SOUTH SAN ANTONIO ISD,2021-12-12,015908,8045,NA,NA,16,2,0,0,18
SOMERSET ISD,2021-12-12,015909,4031,NA,NA,8,1,0,0,9
NORTH EAST ISD,2021-12-12,015910,60205,NA,NA,80,18,0,0,98
EAST CENTRAL ISD,2021-12-12,015911,10023,NA,NA,13,2,0,0,15
SOUTHWEST ISD,2021-12-12,015912,13325,NA,NA,28,4,0,1,31
LACKLAND ISD,2021-12-12,015913,924,NA,NA,NA,0,NA,NA,NA
FT SAM HOUSTON ISD,2021-12-12,015914,1647,NA,NA,NA,NA,NA,NA,NA
NORTHSIDE ISD,2021-12-12,015915,103115,NA,NA,88,12,0,34,66
JUDSON ISD,2021-12-12,015916,24448,NA,NA,14,5,0,19,0
SOUTHSIDE ISD,2021-12-12,015917,5643,NA,NA,NA,1,NA,NA,NA
JOHNSON CITY ISD,2021-12-12,016901,693,NA,NA,NA,NA,NA,NA,NA
BLANCO ISD,2021-12-12,016902,1072,NA,NA,NA,NA,NA,NA,NA
BORDEN COUNTY ISD,2021-12-12,017901,247,NA,NA,NA,NA,NA,NA,NA
CLIFTON ISD,2021-12-12,018901,1023,NA,NA,NA,NA,NA,NA,NA
MERIDIAN ISD,2021-12-12,018902,401,NA,NA,NA,0,NA,NA,NA
MORGAN ISD,2021-12-12,018903,142,NA,NA,NA,NA,NA,NA,NA
VALLEY MILLS ISD,2021-12-12,018904,624,NA,NA,NA,NA,NA,NA,NA
WALNUT SPRINGS ISD,2021-12-12,018905,183,NA,NA,NA,NA,NA,NA,NA
IREDELL ISD,2021-12-12,018906,136,NA,NA,NA,NA,NA,NA,NA
KOPPERL ISD,2021-12-12,018907,185,NA,NA,NA,NA,NA,NA,NA
CRANFILLS GAP ISD,2021-12-12,018908,137,NA,NA,NA,NA,NA,NA,NA
DEKALB ISD,2021-12-12,019901,804,NA,NA,NA,NA,NA,NA,NA
HOOKS ISD,2021-12-12,019902,890,NA,NA,NA,NA,NA,NA,NA
MAUD ISD,2021-12-12,019903,477,NA,NA,NA,NA,NA,NA,NA
NEW BOSTON ISD,2021-12-12,019905,1209,NA,NA,NA,3,NA,NA,NA
REDWATER ISD,2021-12-12,019906,1110,NA,NA,NA,NA,NA,NA,NA
TEXARKANA ISD,2021-12-12,019907,7294,NA,NA,NA,1,NA,NA,NA
LIBERTY-EYLAU ISD,2021-12-12,019908,2191,NA,NA,NA,NA,NA,NA,NA
SIMMS ISD,2021-12-12,019909,484,NA,NA,NA,NA,NA,NA,NA
MALTA ISD,2021-12-12,019910,212,NA,NA,NA,NA,NA,NA,NA
RED LICK ISD,2021-12-12,019911,500,NA,NA,NA,NA,NA,NA,NA
PLEASANT GROVE ISD,2021-12-12,019912,2320,NA,NA,NA,NA,NA,NA,NA
HUBBARD ISD,2021-12-12,019913,72,NA,NA,NA,NA,NA,NA,NA
LEARY ISD,2021-12-12,019914,110,NA,NA,NA,NA,NA,NA,NA
ALVIN ISD,2021-12-12,020901,28285,NA,NA,30,9,0,0,39
ANGLETON ISD,2021-12-12,020902,6829,NA,NA,NA,NA,NA,NA,NA
DANBURY ISD,2021-12-12,020904,777,NA,NA,NA,NA,NA,NA,NA
BRAZOSPORT ISD,2021-12-12,020905,11654,NA,NA,9,5,0,1,13
SWEENY ISD,2021-12-12,020906,1827,NA,NA,NA,NA,NA,NA,NA
COLUMBIA-BRAZORIA ISD,2021-12-12,020907,2958,NA,NA,NA,NA,NA,NA,NA
PEARLAND ISD,2021-12-12,020908,21041,NA,NA,36,3,0,4,35
DAMON ISD,2021-12-12,020910,114,NA,NA,NA,NA,NA,NA,NA
BRAZOS SCHOOL FOR INQUIRY & CREATIVITY,2021-12-12,021803,335,NA,NA,NA,NA,NA,NA,NA
ARROW ACADEMY,2021-12-12,021805,598,NA,NA,NA,NA,NA,NA,NA
COLLEGE STATION ISD,2021-12-12,021901,14280,NA,NA,NA,0,NA,NA,NA
BRYAN ISD,2021-12-12,021902,16163,NA,NA,NA,1,NA,NA,NA
TERLINGUA CSD,2021-12-12,022004,107,NA,NA,NA,NA,NA,NA,NA
ALPINE ISD,2021-12-12,022901,973,NA,NA,NA,NA,NA,NA,NA
MARATHON ISD,2021-12-12,022902,57,NA,NA,NA,NA,NA,NA,NA
SAN VICENTE ISD,2021-12-12,022903,<10,NA,NA,NA,NA,NA,NA,NA
SILVERTON ISD,2021-12-12,023902,192,NA,NA,NA,NA,NA,NA,NA
BROOKS COUNTY ISD,2021-12-12,024901,1358,NA,NA,NA,NA,NA,NA,NA
BANGS ISD,2021-12-12,025901,881,NA,NA,NA,NA,NA,NA,NA
BROWNWOOD ISD,2021-12-12,025902,3525,NA,NA,NA,NA,NA,NA,NA
BLANKET ISD,2021-12-12,025904,143,NA,NA,NA,NA,NA,NA,NA
MAY ISD,2021-12-12,025905,223,NA,NA,NA,NA,NA,NA,NA
ZEPHYR ISD,2021-12-12,025906,212,NA,NA,NA,NA,NA,NA,NA
BROOKESMITH ISD,2021-12-12,025908,193,NA,NA,NA,NA,NA,NA,NA
EARLY ISD,2021-12-12,025909,1151,NA,NA,NA,1,NA,NA,NA
CALDWELL ISD,2021-12-12,026901,1836,NA,NA,NA,NA,NA,NA,NA
SOMERVILLE ISD,2021-12-12,026902,555,NA,NA,NA,NA,NA,NA,NA
SNOOK ISD,2021-12-12,026903,530,NA,NA,NA,0,NA,NA,NA
BURNET CISD,2021-12-12,027903,3311,NA,NA,NA,NA,NA,NA,NA
MARBLE FALLS ISD,2021-12-12,027904,4054,NA,NA,NA,NA,NA,NA,NA
LOCKHART ISD,2021-12-12,028902,6224,NA,NA,NA,NA,NA,NA,NA
LULING ISD,2021-12-12,028903,1469,NA,NA,NA,NA,NA,NA,NA
PRAIRIE LEA ISD,2021-12-12,028906,190,NA,NA,NA,NA,NA,NA,NA
CALHOUN COUNTY ISD,2021-12-12,029901,3610,NA,NA,0,3,0,0,3
CROSS PLAINS ISD,2021-12-12,030901,381,NA,NA,NA,NA,NA,NA,NA
CLYDE CISD,2021-12-12,030902,1445,NA,NA,NA,2,NA,NA,NA
BAIRD ISD,2021-12-12,030903,296,NA,NA,NA,NA,NA,NA,NA
EULA ISD,2021-12-12,030906,469,NA,NA,0,1,0,1,0
UNIVERSITY OF TEXAS RIO GRANDE VALLEY,2021-12-12,031505,0,NA,NA,NA,NA,NA,NA,NA
BROWNSVILLE ISD,2021-12-12,031901,38617,NA,NA,32,4,0,0,36
HARLINGEN CISD,2021-12-12,031903,17116,NA,NA,NA,NA,NA,NA,NA
LA FERIA ISD,2021-12-12,031905,2938,NA,NA,NA,0,NA,NA,NA
LOS FRESNOS CISD,2021-12-12,031906,10385,NA,NA,12,0,0,12,0
POINT ISABEL ISD,2021-12-12,031909,2140,NA,NA,NA,NA,NA,NA,NA
RIO HONDO ISD,2021-12-12,031911,1632,NA,NA,NA,NA,NA,NA,NA
SAN BENITO CISD,2021-12-12,031912,9290,NA,NA,0,2,1,1,0
SANTA MARIA ISD,2021-12-12,031913,540,NA,NA,0,1,0,0,1
SANTA ROSA ISD,2021-12-12,031914,855,NA,NA,NA,0,NA,NA,NA
SOUTH TEXAS ISD,2021-12-12,031916,4281,NA,NA,NA,NA,NA,NA,NA
PITTSBURG ISD,2021-12-12,032902,2447,NA,NA,NA,0,NA,NA,NA
GROOM ISD,2021-12-12,033901,147,NA,NA,NA,NA,NA,NA,NA
PANHANDLE ISD,2021-12-12,033902,664,NA,NA,NA,NA,NA,NA,NA
WHITE DEER ISD,2021-12-12,033904,344,NA,NA,NA,NA,NA,NA,NA
ATLANTA ISD,2021-12-12,034901,1940,NA,NA,NA,NA,NA,NA,NA
AVINGER ISD,2021-12-12,034902,140,NA,NA,NA,NA,NA,NA,NA
HUGHES SPRINGS ISD,2021-12-12,034903,1153,NA,NA,NA,NA,NA,NA,NA
LINDEN-KILDARE CISD,2021-12-12,034905,639,NA,NA,NA,NA,NA,NA,NA
MCLEOD ISD,2021-12-12,034906,418,NA,NA,NA,NA,NA,NA,NA
QUEEN CITY ISD,2021-12-12,034907,942,NA,NA,0,1,0,1,0
BLOOMBURG ISD,2021-12-12,034909,246,NA,NA,NA,0,NA,NA,NA
DIMMITT ISD,2021-12-12,035901,1160,NA,NA,NA,NA,NA,NA,NA
HART ISD,2021-12-12,035902,210,NA,NA,NA,NA,NA,NA,NA
"NAZARETH ISD",2021-12-12,035903,250,NA,NA,NA,NA,NA,NA,NA
ANAHUAC ISD,2021-12-12,036901,1401,NA,NA,NA,NA,NA,NA,NA
BARBERS HILL ISD,2021-12-12,036902,6823,NA,NA,NA,0,NA,NA,NA
EAST CHAMBERS ISD,2021-12-12,036903,1551,NA,NA,NA,NA,NA,NA,NA
ALTO ISD,2021-12-12,037901,589,NA,NA,NA,NA,NA,NA,NA
JACKSONVILLE ISD,2021-12-12,037904,4764,NA,NA,NA,0,NA,NA,NA
RUSK ISD,2021-12-12,037907,2031,NA,NA,NA,NA,NA,NA,NA
NEW SUMMERFIELD ISD,2021-12-12,037908,545,NA,NA,NA,NA,NA,NA,NA
WELLS ISD,2021-12-12,037909,266,NA,NA,NA,NA,NA,NA,NA
CHILDRESS ISD,2021-12-12,038901,1026,NA,NA,NA,NA,NA,NA,NA
HENRIETTA ISD,2021-12-12,039902,951,NA,NA,0,1,0,1,0
PETROLIA CISD,2021-12-12,039903,462,NA,NA,NA,NA,NA,NA,NA
BELLEVUE ISD,2021-12-12,039904,158,NA,NA,NA,NA,NA,NA,NA
MIDWAY ISD,2021-12-12,039905,135,NA,NA,NA,NA,NA,NA,NA
MORTON ISD,2021-12-12,040901,369,NA,NA,NA,NA,NA,NA,NA
WHITEFACE CISD,2021-12-12,040902,313,NA,NA,NA,NA,NA,NA,NA
BRONTE ISD,2021-12-12,041901,243,NA,NA,NA,NA,NA,NA,NA
ROBERT LEE ISD,2021-12-12,041902,265,NA,NA,NA,NA,NA,NA,NA
COLEMAN ISD,2021-12-12,042901,816,NA,NA,NA,NA,NA,NA,NA
SANTA ANNA ISD,2021-12-12,042903,262,NA,NA,NA,NA,NA,NA,NA
PANTHER CREEK CISD,2021-12-12,042905,165,NA,NA,NA,NA,NA,NA,NA
IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS,2021-12-12,043801,1388,NA,NA,NA,0,NA,NA,NA
LONE STAR LANGUAGE ACADEMY,2021-12-12,043802,161,NA,NA,NA,NA,NA,NA,NA
ALLEN ISD,2021-12-12,043901,21642,NA,NA,16,5,0,0,21
ANNA ISD,2021-12-12,043902,4463,NA,NA,NA,NA,NA,NA,NA
CELINA ISD,2021-12-12,043903,3353,NA,NA,NA,NA,NA,NA,NA
FARMERSVILLE ISD,2021-12-12,043904,2018,NA,NA,NA,NA,NA,NA,NA
FRISCO ISD,2021-12-12,043905,64027,NA,NA,54,6,6,2,52
MCKINNEY ISD,2021-12-12,043907,23581,NA,NA,11,3,0,0,14
MELISSA ISD,2021-12-12,043908,5039,NA,NA,NA,0,NA,NA,NA
PLANO ISD,2021-12-12,043910,49896,NA,NA,45,13,0,15,43
PRINCETON ISD,2021-12-12,043911,6768,NA,NA,NA,0,NA,NA,NA
PROSPER ISD,2021-12-12,043912,21697,NA,NA,19,6,0,0,25
WYLIE ISD,2021-12-12,043914,18311,NA,NA,16,3,0,0,19
BLUE RIDGE ISD,2021-12-12,043917,962,NA,NA,NA,0,NA,NA,NA
COMMUNITY ISD,2021-12-12,043918,3320,NA,NA,NA,NA,NA,NA,NA
LOVEJOY ISD,2021-12-12,043919,4366,NA,NA,NA,NA,NA,NA,NA
WELLINGTON ISD,2021-12-12,044902,551,NA,NA,NA,NA,NA,NA,NA
COLUMBUS ISD,2021-12-12,045902,1597,NA,NA,NA,NA,NA,NA,NA
RICE CISD,2021-12-12,045903,1240,NA,NA,NA,NA,NA,NA,NA
WEIMAR ISD,2021-12-12,045905,685,NA,NA,NA,NA,NA,NA,NA
TRINITY CHARTER SCHOOL,2021-12-12,046802,336,NA,NA,0,1,0,1,0
NEW BRAUNFELS ISD,2021-12-12,046901,9720,NA,NA,NA,NA,NA,NA,NA
COMAL ISD,2021-12-12,046902,27478,NA,NA,19,2,2,12,7
COMANCHE ISD,2021-12-12,047901,1328,NA,NA,NA,NA,NA,NA,NA
DE LEON ISD,2021-12-12,047902,758,NA,NA,NA,NA,NA,NA,NA
GUSTINE ISD,2021-12-12,047903,147,NA,NA,NA,NA,NA,NA,NA
SIDNEY ISD,2021-12-12,047905,128,NA,NA,NA,NA,NA,NA,NA
EDEN CISD,2021-12-12,048901,217,NA,NA,NA,NA,NA,NA,NA
PAINT ROCK ISD,2021-12-12,048903,230,NA,NA,NA,NA,NA,NA,NA
GAINESVILLE ISD,2021-12-12,049901,3161,NA,NA,NA,NA,NA,NA,NA
MUENSTER ISD,2021-12-12,049902,466,NA,NA,NA,NA,NA,NA,NA
VALLEY VIEW ISD,2021-12-12,049903,945,NA,NA,NA,NA,NA,NA,NA
CALLISBURG ISD,2021-12-12,049905,1148,NA,NA,NA,0,NA,NA,NA
ERA ISD,2021-12-12,049906,495,NA,NA,NA,NA,NA,NA,NA
LINDSAY ISD,2021-12-12,049907,488,NA,NA,NA,NA,NA,NA,NA
WALNUT BEND ISD,2021-12-12,049908,61,NA,NA,NA,NA,NA,NA,NA
SIVELLS BEND ISD,2021-12-12,049909,70,NA,NA,NA,NA,NA,NA,NA
EVANT ISD,2021-12-12,050901,211,NA,NA,NA,NA,NA,NA,NA
GATESVILLE ISD,2021-12-12,050902,2751,NA,NA,NA,NA,NA,NA,NA
OGLESBY ISD,2021-12-12,050904,199,NA,NA,NA,NA,NA,NA,NA
JONESBORO ISD,2021-12-12,050909,342,NA,NA,NA,NA,NA,NA,NA
COPPERAS COVE ISD,2021-12-12,050910,8132,NA,NA,7,0,0,3,4
PADUCAH ISD,2021-12-12,051901,162,NA,NA,NA,NA,NA,NA,NA
CRANE ISD,2021-12-12,052901,1158,NA,NA,NA,NA,NA,NA,NA
CROCKETT COUNTY CONSOLIDATED CSD,2021-12-12,053001,733,NA,NA,NA,NA,NA,NA,NA
CROSBYTON CISD,2021-12-12,054901,331,NA,NA,NA,NA,NA,NA,NA
LORENZO ISD,2021-12-12,054902,239,NA,NA,NA,1,NA,NA,NA
RALLS ISD,2021-12-12,054903,479,NA,NA,NA,NA,NA,NA,NA
CULBERSON COUNTY-ALLAMOORE ISD,2021-12-12,055901,375,NA,NA,NA,NA,NA,NA,NA
DALHART ISD,2021-12-12,056901,1732,NA,NA,NA,NA,NA,NA,NA
TEXLINE ISD,2021-12-12,056902,220,NA,NA,NA,NA,NA,NA,NA
PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES,2021-12-12,057802,451,NA,NA,NA,NA,NA,NA,NA
UPLIFT EDUCATION,2021-12-12,057803,20316,NA,NA,NA,NA,NA,NA,NA
TEXANS CAN ACADEMIES,2021-12-12,057804,5381,NA,NA,NA,NA,NA,NA,NA
LUMIN EDUCATION,2021-12-12,057805,255,NA,NA,NA,NA,NA,NA,NA
ADVANTAGE ACADEMY,2021-12-12,057806,1149,NA,NA,13,1,0,3,11
LIFE SCHOOL,2021-12-12,057807,5617,NA,NA,7,0,0,0,7
UNIVERSAL ACADEMY,2021-12-12,057808,2164,NA,NA,NA,NA,NA,NA,NA
NOVA ACADEMY,2021-12-12,057809,120,NA,NA,NA,NA,NA,NA,NA
ACADEMY OF DALLAS,2021-12-12,057810,252,NA,NA,NA,0,NA,NA,NA
TRINITY BASIN PREPARATORY,2021-12-12,057813,4298,NA,NA,NA,0,NA,NA,NA
ACADEMY FOR ACADEMIC EXCELLENCE,2021-12-12,057814,323,NA,NA,NA,NA,NA,NA,NA
A W BROWN LEADERSHIP ACADEMY,2021-12-12,057816,1090,NA,NA,NA,NA,NA,NA,NA
JEAN MASSIEU ACADEMY,2021-12-12,057819,204,NA,NA,NA,NA,NA,NA,NA
NOVA ACADEMY SOUTHEAST,2021-12-12,057827,559,NA,NA,NA,NA,NA,NA,NA
WINFREE ACADEMY CHARTER SCHOOLS,2021-12-12,057828,1162,NA,NA,NA,NA,NA,NA,NA
A+ ACADEMY,2021-12-12,057829,1446,NA,NA,NA,NA,NA,NA,NA
INSPIRED VISION ACADEMY,2021-12-12,057830,1284,NA,NA,NA,NA,NA,NA,NA
GATEWAY CHARTER ACADEMY,2021-12-12,057831,656,NA,NA,NA,NA,NA,NA,NA
EDUCATION CENTER INTERNATIONAL ACADEMY,2021-12-12,057833,518,NA,NA,NA,NA,NA,NA,NA
EVOLUTION ACADEMY CHARTER SCHOOL,2021-12-12,057834,614,NA,NA,NA,NA,NA,NA,NA
GOLDEN RULE CHARTER SCHOOL,2021-12-12,057835,1581,NA,NA,NA,NA,NA,NA,NA
ST ANTHONY SCHOOL,2021-12-12,057836,318,NA,NA,NA,NA,NA,NA,NA
LA ACADEMIA DE ESTRELLAS,2021-12-12,057839,1002,NA,NA,5,0,0,0,5
RICHLAND COLLEGIATE HIGH SCHOOL,2021-12-12,057840,333,NA,NA,NA,NA,NA,NA,NA
CITYSCAPE SCHOOLS,2021-12-12,057841,31,NA,NA,NA,NA,NA,NA,NA
MANARA ACADEMY,2021-12-12,057844,552,NA,NA,NA,NA,NA,NA,NA
UME PREPARATORY ACADEMY,2021-12-12,057845,1379,NA,NA,NA,0,NA,NA,NA
LEGACY PREPARATORY,2021-12-12,057846,1497,NA,NA,NA,NA,NA,NA,NA
VILLAGE TECH SCHOOLS,2021-12-12,057847,1239,NA,NA,NA,NA,NA,NA,NA
INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS),2021-12-12,057848,20674,NA,NA,19,8,0,0,27
PIONEER TECHNOLOGY & ARTS ACADEMY,2021-12-12,057850,54,NA,NA,NA,NA,NA,NA,NA
BRIDGEWAY PREPARATORY ACADEMY,2021-12-12,057851,93,NA,NA,NA,NA,NA,NA,NA
CARROLLTON-FARMERS BRANCH ISD,2021-12-12,057903,25101,NA,NA,NA,NA,NA,NA,NA
CEDAR HILL ISD,2021-12-12,057904,7131,NA,NA,NA,NA,NA,NA,NA
DALLAS ISD,2021-12-12,057905,134360,NA,NA,NA,0,NA,NA,NA
DESOTO ISD,2021-12-12,057906,7491,NA,NA,NA,NA,NA,NA,NA
DUNCANVILLE ISD,2021-12-12,057907,11868,NA,NA,NA,2,NA,NA,NA
GARLAND ISD,2021-12-12,057909,54062,NA,NA,39,11,2,48,0
GRAND PRAIRIE ISD,2021-12-12,057910,27630,NA,NA,26,2,0,0,28
HIGHLAND PARK ISD,2021-12-12,057911,6644,NA,NA,NA,NA,NA,NA,NA
IRVING ISD,2021-12-12,057912,32533,NA,NA,20,6,0,5,21
LANCASTER ISD,2021-12-12,057913,7175,NA,NA,NA,NA,NA,NA,NA
MESQUITE ISD,2021-12-12,057914,38748,NA,NA,19,12,0,14,17
RICHARDSON ISD,2021-12-12,057916,37863,NA,NA,24,8,0,0,32
SUNNYVALE ISD,2021-12-12,057919,2123,NA,NA,NA,NA,NA,NA,NA
COPPELL ISD,2021-12-12,057922,13275,NA,NA,6,0,1,1,4
DAWSON ISD,2021-12-12,058902,157,NA,NA,NA,NA,NA,NA,NA
KLONDIKE ISD,2021-12-12,058905,259,NA,NA,NA,NA,NA,NA,NA
LAMESA ISD,2021-12-12,058906,1636,NA,NA,NA,0,NA,NA,NA
SANDS CISD,2021-12-12,058909,249,NA,NA,NA,NA,NA,NA,NA
HEREFORD ISD,2021-12-12,059901,3962,NA,NA,9,3,0,12,0
WALCOTT ISD,2021-12-12,059902,154,NA,NA,NA,NA,NA,NA,NA
COOPER ISD,2021-12-12,060902,851,NA,NA,NA,NA,NA,NA,NA
