District,Date,LEA,District_Total_Enrollment,Campus,Campus_ID,Cases_Student_New,Cases_Staff_New,Case_Source_Campus,Case_Source_OffCampus,Case_Source_Unknown
SWEENY ISD,2022-06-12,020906,1827,,,,,,,
COLUMBIA-BRAZORIA ISD,2022-06-12,020907,2958,,,,,,,
PEARLAND ISD,2022-06-12,020908,21041,,,,1,,,
DAMON ISD,2022-06-12,020910,114,,,,,,,
BRAZOS SCHOOL FOR INQUIRY & CREATIVITY,2022-06-12,021803,335,,,,,,,
ARROW ACADEMY,2022-06-12,021805,598,,,,,,,
COLLEGE STATION ISD,2022-06-12,021901,14280,,,,,,,
BRYAN ISD,2022-06-12,021902,16163,,,0,1,0,0,1
TERLINGUA CSD,2022-06-12,022004,107,,,,,,,
ALPINE ISD,2022-06-12,022901,973,,,,,,,
MARATHON ISD,2022-06-12,022902,57,,,,,,,
SAN VICENTE ISD,2022-06-12,022903,<10,,,,,,,
SILVERTON ISD,2022-06-12,023902,192,,,,,,,
BROOKS COUNTY ISD,2022-06-12,024901,1358,,,,,,,
BANGS ISD,2022-06-12,025901,881,,,,,,,
BROWNWOOD ISD,2022-06-12,025902,3525,,,,,,,
BLANKET ISD,2022-06-12,025904,143,,,,,,,
MAY ISD,2022-06-12,025905,223,,,,,,,
ZEPHYR ISD,2022-06-12,025906,212,,,,,,,
BROOKESMITH ISD,2022-06-12,025908,193,,,,,,,
EARLY ISD,2022-06-12,025909,1151,,,,,,,
CALDWELL ISD,2022-06-12,026901,1836,,,,,,,
SOMERVILLE ISD,2022-06-12,026902,555,,,,,,,
SNOOK ISD,2022-06-12,026903,530,,,,,,,
BURNET CISD,2022-06-12,027903,3311,,,,,,,
MARBLE FALLS ISD,2022-06-12,027904,4054,,,,,,,
LOCKHART ISD,2022-06-12,028902,6224,,,,,,,
LULING ISD,2022-06-12,028903,1469,,,0,2,0,0,2
PRAIRIE LEA ISD,2022-06-12,028906,190,,,,,,,
CALHOUN COUNTY ISD,2022-06-12,029901,3610,,,0,5,0,0,5
CROSS PLAINS ISD,2022-06-12,030901,381,,,,,,,
CLYDE CISD,2022-06-12,030902,1445,,,,,,,
BAIRD ISD,2022-06-12,030903,296,,,,,,,
EULA ISD,2022-06-12,030906,469,,,,,,,
UNIVERSITY OF TEXAS RIO GRANDE VALLEY,2022-06-12,031505,0,,,,,,,
BROWNSVILLE ISD,2022-06-12,031901,38617,,,,21,,,
HARLINGEN CISD,2022-06-12,031903,17116,,,,,,,
LA FERIA ISD,2022-06-12,031905,2938,,,,,,,
LOS FRESNOS CISD,2022-06-12,031906,10385,,,,2,,,
POINT ISABEL ISD,2022-06-12,031909,2140,,,,,,,
RIO HONDO ISD,2022-06-12,031911,1632,,,,,,,
SAN BENITO CISD,2022-06-12,031912,9290,,,0,7,0,0,7
SANTA MARIA ISD,2022-06-12,031913,540,,,,0,,,
SANTA ROSA ISD,2022-06-12,031914,855,,,,,,,
SOUTH TEXAS ISD,2022-06-12,031916,4281,,,,,,,
PITTSBURG ISD,2022-06-12,032902,2447,,,,,,,
GROOM ISD,2022-06-12,033901,147,,,,,,,
PANHANDLE ISD,2022-06-12,033902,664,,,,,,,
WHITE DEER ISD,2022-06-12,033904,344,,,,,,,
ATLANTA ISD,2022-06-12,034901,1940,,,,,,,
AVINGER ISD,2022-06-12,034902,140,,,,,,,
HUGHES SPRINGS ISD,2022-06-12,034903,1153,,,,,,,
LINDEN-KILDARE CISD,2022-06-12,034905,639,,,,,,,
MCLEOD ISD,2022-06-12,034906,418,,,,,,,
QUEEN CITY ISD,2022-06-12,034907,942,,,,,,,
BLOOMBURG ISD,2022-06-12,034909,246,,,,,,,
DIMMITT ISD,2022-06-12,035901,1160,,,,,,,
HART ISD,2022-06-12,035902,210,,,,,,,
NAZARETH ISD,2022-06-12,035903,250,,,,,,,
ANAHUAC ISD,2022-06-12,036901,1401,,,,,,,
BARBERS HILL ISD,2022-06-12,036902,6823,,,,,,,
EAST CHAMBERS ISD,2022-06-12,036903,1551,,,,,,,
ALTO ISD,2022-06-12,037901,589,,,,,,,
JACKSONVILLE ISD,2022-06-12,037904,4764,,,,,,,
RUSK ISD,2022-06-12,037907,2031,,,,,,,
NEW SUMMERFIELD ISD,2022-06-12,037908,545,,,,,,,
WELLS ISD,2022-06-12,037909,266,,,,,,,
CHILDRESS ISD,2022-06-12,038901,1026,,,,,,,
HENRIETTA ISD,2022-06-12,039902,951,,,,,,,
PETROLIA CISD,2022-06-12,039903,462,,,,,,,
BELLEVUE ISD,2022-06-12,039904,158,,,,,,,
MIDWAY ISD,2022-06-12,039905,135,,,,,,,
MORTON ISD,2022-06-12,040901,369,,,,,,,
WHITEFACE CISD,2022-06-12,040902,313,,,,,,,
BRONTE ISD,2022-06-12,041901,243,,,,,,,
ROBERT LEE ISD,2022-06-12,041902,265,,,,,,,
COLEMAN ISD,2022-06-12,042901,816,,,,,,,
SANTA ANNA ISD,2022-06-12,042903,262,,,,,,,
PANTHER CREEK CISD,2022-06-12,042905,165,,,,,,,
IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS,2022-06-12,043801,1388,,,,,,,
LONE STAR LANGUAGE ACADEMY,2022-06-12,043802,161,,,,,,,
ALLEN ISD,2022-06-12,043901,21642,,,,,,,
ANNA ISD,2022-06-12,043902,4463,,,,,,,
CELINA ISD,2022-06-12,043903,3353,,,,,,,
FARMERSVILLE ISD,2022-06-12,043904,2018,,,,,,,
FRISCO ISD,2022-06-12,043905,64027,,,0,1,0,0,1
MCKINNEY ISD,2022-06-12,043907,23581,,,,,,,
MELISSA ISD,2022-06-12,043908,5039,,,,,,,
PLANO ISD,2022-06-12,043910,49896,,,,,,,
PRINCETON ISD,2022-06-12,043911,6768,,,,,,,
PROSPER ISD,2022-06-12,043912,21697,,,,,,,
WYLIE ISD,2022-06-12,043914,18311,,,,,,,
BLUE RIDGE ISD,2022-06-12,043917,962,,,,,,,
COMMUNITY ISD,2022-06-12,043918,3320,,,,,,,
LOVEJOY ISD,2022-06-12,043919,4366,,,,,,,
WELLINGTON ISD,2022-06-12,044902,551,,,,,,,
COLUMBUS ISD,2022-06-12,045902,1597,,,,,,,
RICE CISD,2022-06-12,045903,1240,,,,,,,
WEIMAR ISD,2022-06-12,045905,685,,,,,,,
TRINITY CHARTER SCHOOL,2022-06-12,046802,336,,,,,,,
NEW BRAUNFELS ISD,2022-06-12,046901,9720,,,0,3,0,0,3
COMAL ISD,2022-06-12,046902,27478,,,,,,,
COMANCHE ISD,2022-06-12,047901,1328,,,,,,,
DE LEON ISD,2022-06-12,047902,758,,,,,,,
GUSTINE ISD,2022-06-12,047903,147,,,,,,,
SIDNEY ISD,2022-06-12,047905,128,,,,,,,
EDEN CISD,2022-06-12,048901,217,,,,,,,
PAINT ROCK ISD,2022-06-12,048903,230,,,,,,,
GAINESVILLE ISD,2022-06-12,049901,3161,,,,,,,
MUENSTER ISD,2022-06-12,049902,466,,,,,,,
VALLEY VIEW ISD,2022-06-12,049903,945,,,,,,,
CALLISBURG ISD,2022-06-12,049905,1148,,,,,,,
ERA ISD,2022-06-12,049906,495,,,,,,,
LINDSAY ISD,2022-06-12,049907,488,,,,,,,
WALNUT BEND ISD,2022-06-12,049908,61,,,,,,,
SIVELLS BEND ISD,2022-06-12,049909,70,,,,,,,
EVANT ISD,2022-06-12,050901,211,,,,,,,
GATESVILLE ISD,2022-06-12,050902,2751,,,,,,,
OGLESBY ISD,2022-06-12,050904,199,,,,,,,
JONESBORO ISD,2022-06-12,050909,342,,,,,,,
COPPERAS COVE ISD,2022-06-12,050910,8132,,,,,,,
PADUCAH ISD,2022-06-12,051901,162,,,,,,,
CRANE ISD,2022-06-12,052901,1158,,,,,,,
CROCKETT COUNTY CONSOLIDATED CSD,2022-06-12,053001,733,,,,,,,
CROSBYTON CISD,2022-06-12,054901,331,,,,,,,
LORENZO ISD,2022-06-12,054902,239,,,,,,,
RALLS ISD,2022-06-12,054903,479,,,,,,,
CULBERSON COUNTY-ALLAMOORE ISD,2022-06-12,055901,375,,,,,,,
DALHART ISD,2022-06-12,056901,1732,,,,,,,
TEXLINE ISD,2022-06-12,056902,220,,,,,,,
PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES,2022-06-12,057802,451,,,,,,,
UPLIFT EDUCATION,2022-06-12,057803,20316,,,,,,,
TEXANS CAN ACADEMIES,2022-06-12,057804,5381,,,,,,,
LUMIN EDUCATION,2022-06-12,057805,255,,,,,,,
ADVANTAGE ACADEMY,2022-06-12,057806,1149,,,,,,,
LIFE SCHOOL,2022-06-12,057807,5617,,,,,,,
UNIVERSAL ACADEMY,2022-06-12,057808,2164,,,,,,,
NOVA ACADEMY,2022-06-12,057809,120,,,,,,,
ACADEMY OF DALLAS,2022-06-12,057810,252,,,,,,,
TRINITY BASIN PREPARATORY,2022-06-12,057813,4298,,,,,,,
ACADEMY FOR ACADEMIC EXCELLENCE,2022-06-12,057814,323,,,,,,,
A W BROWN LEADERSHIP ACADEMY,2022-06-12,057816,1090,,,,,,,
JEAN MASSIEU ACADEMY,2022-06-12,057819,204,,,,,,,
NOVA ACADEMY SOUTHEAST,2022-06-12,057827,559,,,,,,,
WINFREE ACADEMY CHARTER SCHOOLS,2022-06-12,057828,1162,,,,,,,
A+ ACADEMY,2022-06-12,057829,1446,,,,,,,
INSPIRED VISION ACADEMY,2022-06-12,057830,1284,,,,,,,
GATEWAY CHARTER ACADEMY,2022-06-12,057831,656,,,,,,,
EDUCATION CENTER INTERNATIONAL ACADEMY,2022-06-12,057833,518,,,,,,,
EVOLUTION ACADEMY CHARTER SCHOOL,2022-06-12,057834,614,,,,,,,
GOLDEN RULE CHARTER SCHOOL,2022-06-12,057835,1581,,,,,,,
ST ANTHONY SCHOOL,2022-06-12,057836,318,,,,,,,
LA ACADEMIA DE ESTRELLAS,2022-06-12,057839,1002,,,,,,,
RICHLAND COLLEGIATE HIGH SCHOOL,2022-06-12,057840,333,,,,0,,,
CITYSCAPE SCHOOLS,2022-06-12,057841,31,,,,,,,
MANARA ACADEMY,2022-06-12,057844,552,,,,,,,
UME PREPARATORY ACADEMY,2022-06-12,057845,1379,,,,,,,
LEGACY PREPARATORY,2022-06-12,057846,1497,,,,,,,
VILLAGE TECH SCHOOLS,2022-06-12,057847,1239,,,,,,,
INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS),2022-06-12,057848,20674,,,,,,,
PIONEER TECHNOLOGY & ARTS ACADEMY,2022-06-12,057850,54,,,,,,,
BRIDGEWAY PREPARATORY ACADEMY,2022-06-12,057851,93,,,,,,,
CARROLLTON-FARMERS BRANCH ISD,2022-06-12,057903,25101,,,,,,,
CEDAR HILL ISD,2022-06-12,057904,7131,,,,,,,
DALLAS ISD,2022-06-12,057905,134360,,,,,,,
DESOTO ISD,2022-06-12,057906,7491,,,,,,,
DUNCANVILLE ISD,2022-06-12,057907,11868,,,0,1,0,0,1
GARLAND ISD,2022-06-12,057909,54062,,,79,26,0,0,105
GRAND PRAIRIE ISD,2022-06-12,057910,27630,,,,,,,
HIGHLAND PARK ISD,2022-06-12,057911,6644,,,,,,,
IRVING ISD,2022-06-12,057912,32533,,,0,4,0,0,4
LANCASTER ISD,2022-06-12,057913,7175,,,,,,,
MESQUITE ISD,2022-06-12,057914,38748,,,0,3,0,0,3
RICHARDSON ISD,2022-06-12,057916,37863,,,,3,,,
SUNNYVALE ISD,2022-06-12,057919,2123,,,,,,,
COPPELL ISD,2022-06-12,057922,13275,,,,,,,
DAWSON ISD,2022-06-12,058902,157,,,,,,,
KLONDIKE ISD,2022-06-12,058905,259,,,,,,,
LAMESA ISD,2022-06-12,058906,1636,,,,,,,
SANDS CISD,2022-06-12,058909,249,,,,,,,
HEREFORD ISD,2022-06-12,059901,3962,,,,,,,
WALCOTT ISD,2022-06-12,059902,154,,,,,,,
COOPER ISD,2022-06-12,060902,851,,,,,,,
FANNINDEL ISD,2022-06-12,060914,145,,,,,,,
UNIVERSITY OF NORTH TEXAS,2022-06-12,061501,0,,,,,,,
NORTH TEXAS COLLEGIATE ACADEMY,2022-06-12,061802,704,,,,,,,
LEADERSHIP PREP SCHOOL,2022-06-12,061804,1301,,,,,,,
TRIVIUM ACADEMY,2022-06-12,061805,567,,,,,,,
DENTON ISD,2022-06-12,061901,32273,,,,,,,
LEWISVILLE ISD,2022-06-12,061902,49347,,,,,,,
PILOT POINT ISD,2022-06-12,061903,1435,,,,,,,
KRUM ISD,2022-06-12,061905,2212,,,,,,,
PONDER ISD,2022-06-12,061906,1589,,,,,,,
AUBREY ISD,2022-06-12,061907,3136,,,,,,,
SANGER ISD,2022-06-12,061908,2775,,,,,,,
ARGYLE ISD,2022-06-12,061910,4286,,,,,,,
NORTHWEST ISD,2022-06-12,061911,27119,,,,,,,
LAKE DALLAS ISD,2022-06-12,061912,4052,,,,,,,
LITTLE ELM ISD,2022-06-12,061914,8290,,,,,,,
CUERO ISD,2022-06-12,062901,1954,,,,,,,
NORDHEIM ISD,2022-06-12,062902,150,,,,,,,
YOAKUM ISD,2022-06-12,062903,1508,,,,,,,
YORKTOWN ISD,2022-06-12,062904,553,,,,,,,
WESTHOFF ISD,2022-06-12,062905,56,,,,,,,
MEYERSVILLE ISD,2022-06-12,062906,143,,,,,,,
SPUR ISD,2022-06-12,063903,217,,,,,,,
PATTON SPRINGS ISD,2022-06-12,063906,84,,,,,,,
CARRIZO SPRINGS CISD,2022-06-12,064903,1715,,,,0,,,
CLARENDON ISD,2022-06-12,065901,453,,,,,,,
HEDLEY ISD,2022-06-12,065902,125,,,,,,,
RAMIREZ CSD,2022-06-12,066005,29,,,,,,,
BENAVIDES ISD,2022-06-12,066901,226,,,,,,,
SAN DIEGO ISD,2022-06-12,066902,1421,,,,,,,
FREER ISD,2022-06-12,066903,765,,,,,,,
CISCO ISD,2022-06-12,067902,807,,,,,,,
EASTLAND ISD,2022-06-12,067903,1117,,,,,,,
GORMAN ISD,2022-06-12,067904,266,,,,,,,
RANGER ISD,2022-06-12,067907,342,,,,,,,
RISING STAR ISD,2022-06-12,067908,202,,,,,,,
COMPASS ACADEMY CHARTER SCHOOL,2022-06-12,068802,1375,,,,,,,
UTPB STEM ACADEMY,2022-06-12,068803,773,,,,,,,
ECTOR COUNTY ISD,2022-06-12,068901,32529,,,,0,,,
ROCKSPRINGS ISD,2022-06-12,069901,261,,,,,,,
NUECES CANYON CISD,2022-06-12,069902,259,,,,,,,
WAXAHACHIE FAITH FAMILY ACADEMY,2022-06-12,070801,2537,,,,,,,
AVALON ISD,2022-06-12,070901,343,,,,,,,
ENNIS ISD,2022-06-12,070903,6077,,,,,,,
FERRIS ISD,2022-06-12,070905,2635,,,,,,,
ITALY ISD,2022-06-12,070907,647,,,,,,,
MIDLOTHIAN ISD,2022-06-12,070908,10390,,,,,,,
MILFORD ISD,2022-06-12,070909,240,,,,,,,
PALMER ISD,2022-06-12,070910,1279,,,,,,,
RED OAK ISD,2022-06-12,070911,6351,,,0,1,0,0,1
WAXAHACHIE ISD,2022-06-12,070912,10185,,,,,,,
MAYPEARL ISD,2022-06-12,070915,1184,,,,,,,
BURNHAM WOOD CHARTER SCHOOL DISTRICT,2022-06-12,071801,1407,,,,,,,
TRIUMPH PUBLIC HIGH SCHOOLS-EL PASO,2022-06-12,071803,210,,,,,,,
EL PASO ACADEMY,2022-06-12,071804,320,,,,,,,
HARMONY PUBLIC SCHOOLS - WEST TEXAS,2022-06-12,071806,4646,,,,,,,
LA FE PREPARATORY SCHOOL,2022-06-12,071807,191,,,,,,,
VISTA DEL FUTURO CHARTER SCHOOL,2022-06-12,071809,332,,,,,,,
EL PASO LEADERSHIP ACADEMY,2022-06-12,071810,271,,,,,,,
CLINT ISD,2022-06-12,071901,10613,,,,0,,,
EL PASO ISD,2022-06-12,071902,51281,,,,,,,
FABENS ISD,2022-06-12,071903,2006,,,0,2,0,0,2
SAN ELIZARIO ISD,2022-06-12,071904,3235,,,,,,,
YSLETA ISD,2022-06-12,071905,37665,,,,11,,,
ANTHONY ISD,2022-06-12,071906,800,,,,,,,
CANUTILLO ISD,2022-06-12,071907,6061,,,0,1,0,0,1
TORNILLO ISD,2022-06-12,071908,894,,,,,,,
SOCORRO ISD,2022-06-12,071909,47787,,,,3,,,
PREMIER HIGH SCHOOLS,2022-06-12,072801,6657,,,,,,,
ERATH EXCELS ACADEMY INC,2022-06-12,072802,101,,,,,,,
THREE WAY ISD,2022-06-12,072901,246,,,,,,,
DUBLIN ISD,2022-06-12,072902,1106,,,,,,,
STEPHENVILLE ISD,2022-06-12,072903,3715,,,,,,,
BLUFF DALE ISD,2022-06-12,072904,223,,,,,,,
HUCKABAY ISD,2022-06-12,072908,312,,,,,,,
LINGLEVILLE ISD,2022-06-12,072909,288,,,,,,,
MORGAN MILL ISD,2022-06-12,072910,120,,,,,,,
CHILTON ISD,2022-06-12,073901,488,,,,,,,
MARLIN ISD,2022-06-12,073903,892,,,,,,,
WESTPHALIA ISD,2022-06-12,073904,138,,,,,,,
ROSEBUD-LOTT ISD,2022-06-12,073905,734,,,,,,,
BONHAM ISD,2022-06-12,074903,1921,,,,,,,
DODD CITY ISD,2022-06-12,074904,327,,,,,,,
ECTOR ISD,2022-06-12,074905,238,,,,,,,
HONEY GROVE ISD,2022-06-12,074907,645,,,,,,,
LEONARD ISD,2022-06-12,074909,781,,,,,,,
SAVOY ISD,2022-06-12,074911,308,,,,,,,
TRENTON ISD,2022-06-12,074912,733,,,,,,,
SAM RAYBURN ISD,2022-06-12,074917,506,,,,,,,
FLATONIA ISD,2022-06-12,075901,629,,,,,,,
LA GRANGE ISD,2022-06-12,075902,1883,,,,,,,
SCHULENBURG ISD,2022-06-12,075903,705,,,,,,,
FAYETTEVILLE ISD,2022-06-12,075906,281,,,,,,,
ROUND TOP-CARMINE ISD,2022-06-12,075908,237,,,,,,,
ROBY CISD,2022-06-12,076903,330,,,,,,,
ROTAN ISD,2022-06-12,076904,260,,,,,,,
FLOYDADA COLLEGIATE ISD,2022-06-12,077901,693,,,,,,,
LOCKNEY ISD,2022-06-12,077902,433,,,,,,,
CROWELL ISD,2022-06-12,078901,199,,,,,,,
LAMAR CISD,2022-06-12,079901,39732,,,,,,,
NEEDVILLE ISD,2022-06-12,079906,3398,,,,,,,
FORT BEND ISD,2022-06-12,079907,77951,,,,14,,,
STAFFORD MSD,2022-06-12,079910,3497,,,,,,,
MOUNT VERNON ISD,2022-06-12,080901,1538,,,,,,,
FAIRFIELD ISD,2022-06-12,081902,1709,,,,,,,
TEAGUE ISD,2022-06-12,081904,1189,,,,,,,
WORTHAM ISD,2022-06-12,081905,519,,,,,,,
DEW ISD,2022-06-12,081906,127,,,,,,,
DILLEY ISD,2022-06-12,082902,919,,,,,,,
PEARSALL ISD,2022-06-12,082903,2036,,,,,,,
SEAGRAVES ISD,2022-06-12,083901,528,,,,,,,
LOOP ISD,2022-06-12,083902,158,,,,,,,
SEMINOLE ISD,2022-06-12,083903,2998,,,,,,,
ODYSSEY ACADEMY INC,2022-06-12,084802,1500,,,,,,,
AMBASSADORS PREPARATORY ACADEMY,2022-06-12,084804,193,,,,,,,
DICKINSON ISD,2022-06-12,084901,11973,,,,,,,
GALVESTON ISD,2022-06-12,084902,6683,,,,,,,
HIGH ISLAND ISD,2022-06-12,084903,160,,,,,,,
TEXAS CITY ISD,2022-06-12,084906,7830,,,,,,,
HITCHCOCK ISD,2022-06-12,084908,1736,,,,,,,
SANTA FE ISD,2022-06-12,084909,4371,,,,,,,
CLEAR CREEK ISD,2022-06-12,084910,41065,,,0,2,0,0,2
