District,Date,LEA,District_Total_Enrollment,Campus,Campus_ID,Cases_Student_New,Cases_Staff_New,Case_Source_Campus,Case_Source_OffCampus,Case_Source_Unknown
MAUD ISD,2021-08-15,019903,482,NA,NA,NA,NA,NA,NA,NA
NEW BOSTON ISD,2021-08-15,019905,1181,NA,NA,NA,1,NA,NA,NA
REDWATER ISD,2021-08-15,019906,1096,NA,NA,NA,NA,NA,NA,NA
TEXARKANA ISD,2021-08-15,019907,7596,NA,NA,32,10,0,0,42
LIBERTY-EYLAU ISD,2021-08-15,019908,2263,NA,NA,5,0,0,2,3
SIMMS ISD,2021-08-15,019909,491,NA,NA,NA,NA,NA,NA,NA
MALTA ISD,2021-08-15,019910,217,NA,NA,0,1,0,0,1
RED LICK ISD,2021-08-15,019911,505,NA,NA,NA,0,NA,NA,NA
PLEASANT GROVE ISD,2021-08-15,019912,2224,NA,NA,NA,7,NA,NA,NA
HUBBARD ISD - DEKALB,2021-08-15,019913,73,NA,NA,NA,NA,NA,NA,NA
LEARY ISD,2021-08-15,019914,109,NA,NA,NA,1,NA,NA,NA
ALVIN ISD,2021-08-15,020901,26835,NA,NA,0,5,5,0,0
ANGLETON ISD,2021-08-15,020902,6780,NA,NA,NA,NA,NA,NA,NA
DANBURY ISD,2021-08-15,020904,700,NA,NA,NA,NA,NA,NA,NA
BRAZOSPORT ISD,2021-08-15,020905,11374,NA,NA,NA,NA,NA,NA,NA
SWEENY ISD,2021-08-15,020906,1830,NA,NA,NA,NA,NA,NA,NA
COLUMBIA-BRAZORIA ISD,2021-08-15,020907,2841,NA,NA,NA,NA,NA,NA,NA
PEARLAND ISD,2021-08-15,020908,21011,NA,NA,NA,NA,NA,NA,NA
DAMON ISD,2021-08-15,020910,108,NA,NA,NA,NA,NA,NA,NA
BRAZOS SCHOOL FOR INQUIRY & CREATIVITY,2021-08-15,021803,318,NA,NA,NA,NA,NA,NA,NA
ARROW ACADEMY,2021-08-15,021805,673,NA,NA,NA,NA,NA,NA,NA
COLLEGE STATION ISD,2021-08-15,021901,13610,NA,NA,0,7,0,0,7
BRYAN ISD,2021-08-15,021902,15765,NA,NA,0,12,0,0,12
TERLINGUA CSD,2021-08-15,022004,94,NA,NA,NA,NA,NA,NA,NA
ALPINE ISD,2021-08-15,022901,944,NA,NA,NA,NA,NA,NA,NA
MARATHON ISD,2021-08-15,022902,59,NA,NA,NA,NA,NA,NA,NA
SAN VICENTE ISD,2021-08-15,022903,7,NA,NA,NA,NA,NA,NA,NA
SILVERTON ISD,2021-08-15,023902,183,NA,NA,NA,NA,NA,NA,NA
BROOKS COUNTY ISD,2021-08-15,024901,1425,NA,NA,NA,NA,NA,NA,NA
BANGS ISD,2021-08-15,025901,822,NA,NA,NA,NA,NA,NA,NA
BROWNWOOD ISD,2021-08-15,025902,3404,NA,NA,NA,NA,NA,NA,NA
BLANKET ISD,2021-08-15,025904,145,NA,NA,NA,NA,NA,NA,NA
MAY ISD,2021-08-15,025905,245,NA,NA,NA,NA,NA,NA,NA
ZEPHYR ISD,2021-08-15,025906,197,NA,NA,NA,NA,NA,NA,NA
BROOKESMITH ISD,2021-08-15,025908,153,NA,NA,NA,NA,NA,NA,NA
EARLY ISD,2021-08-15,025909,1131,NA,NA,NA,NA,NA,NA,NA
CALDWELL ISD,2021-08-15,026901,1705,NA,NA,NA,NA,NA,NA,NA
SOMERVILLE ISD,2021-08-15,026902,531,NA,NA,NA,NA,NA,NA,NA
SNOOK ISD,2021-08-15,026903,511,NA,NA,NA,NA,NA,NA,NA
BURNET CISD,2021-08-15,027903,3105,NA,NA,0,2,0,0,2
MARBLE FALLS ISD,2021-08-15,027904,4041,NA,NA,NA,NA,NA,NA,NA
LOCKHART ISD,2021-08-15,028902,6106,NA,NA,NA,NA,NA,NA,NA
LULING ISD,2021-08-15,028903,1394,NA,NA,NA,NA,NA,NA,NA
PRAIRIE LEA ISD,2021-08-15,028906,226,NA,NA,NA,NA,NA,NA,NA
CALHOUN COUNTY ISD,2021-08-15,029901,3673,NA,NA,NA,NA,NA,NA,NA
CROSS PLAINS ISD,2021-08-15,030901,364,NA,NA,NA,NA,NA,NA,NA
CLYDE CISD,2021-08-15,030902,1387,NA,NA,5,1,0,0,6
BAIRD ISD,2021-08-15,030903,283,NA,NA,NA,NA,NA,NA,NA
EULA ISD,2021-08-15,030906,448,NA,NA,NA,NA,NA,NA,NA
UNIVERSITY OF TEXAS RIO GRANDE VALLEY,2021-08-15,031505,0,NA,NA,NA,NA,NA,NA,NA
BROWNSVILLE ISD,2021-08-15,031901,39352,NA,NA,13,0,0,0,13
HARLINGEN CISD,2021-08-15,031903,17817,NA,NA,NA,NA,NA,NA,NA
LA FERIA ISD,2021-08-15,031905,3091,NA,NA,NA,NA,NA,NA,NA
LOS FRESNOS CISD,2021-08-15,031906,10509,NA,NA,NA,NA,NA,NA,NA
POINT ISABEL ISD,2021-08-15,031909,2073,NA,NA,NA,NA,NA,NA,NA
RIO HONDO ISD,2021-08-15,031911,1734,NA,NA,NA,NA,NA,NA,NA
SAN BENITO CISD,2021-08-15,031912,9723,NA,NA,NA,NA,NA,NA,NA
SANTA MARIA ISD,2021-08-15,031913,572,NA,NA,NA,NA,NA,NA,NA
SANTA ROSA ISD,2021-08-15,031914,939,NA,NA,NA,NA,NA,NA,NA
SOUTH TEXAS ISD,2021-08-15,031916,4163,NA,NA,0,1,0,0,1
PITTSBURG ISD,2021-08-15,032902,2355,NA,NA,NA,6,NA,NA,NA
GROOM ISD,2021-08-15,033901,138,NA,NA,NA,NA,NA,NA,NA
PANHANDLE ISD,2021-08-15,033902,654,NA,NA,NA,NA,NA,NA,NA
WHITE DEER ISD,2021-08-15,033904,365,NA,NA,NA,NA,NA,NA,NA
ATLANTA ISD,2021-08-15,034901,1859,NA,NA,NA,NA,NA,NA,NA
AVINGER ISD,2021-08-15,034902,134,NA,NA,NA,NA,NA,NA,NA
HUGHES SPRINGS ISD,2021-08-15,034903,1169,NA,NA,NA,NA,NA,NA,NA
LINDEN-KILDARE CISD,2021-08-15,034905,635,NA,NA,NA,NA,NA,NA,NA
MCLEOD ISD,2021-08-15,034906,392,NA,NA,NA,NA,NA,NA,NA
QUEEN CITY ISD,2021-08-15,034907,954,NA,NA,0,5,0,0,5
BLOOMBURG ISD,2021-08-15,034909,251,NA,NA,NA,6,NA,NA,NA
DIMMITT ISD,2021-08-15,035901,1160,NA,NA,NA,NA,NA,NA,NA
HART ISD,2021-08-15,035902,215,NA,NA,NA,NA,NA,NA,NA
NAZARETH ISD,2021-08-15,035903,248,NA,NA,NA,NA,NA,NA,NA
ANAHUAC ISD,2021-08-15,036901,1314,NA,NA,NA,7,NA,NA,NA
BARBERS HILL ISD,2021-08-15,036902,6421,NA,NA,NA,NA,NA,NA,NA
EAST CHAMBERS ISD,2021-08-15,036903,1425,NA,NA,NA,NA,NA,NA,NA
ALTO ISD,2021-08-15,037901,607,NA,NA,NA,NA,NA,NA,NA
JACKSONVILLE ISD,2021-08-15,037904,4635,NA,NA,0,6,0,2,4
RUSK ISD,2021-08-15,037907,1959,NA,NA,NA,NA,NA,NA,NA
NEW SUMMERFIELD ISD,2021-08-15,037908,529,NA,NA,NA,NA,NA,NA,NA
WELLS ISD,2021-08-15,037909,242,NA,NA,NA,NA,NA,NA,NA
CHILDRESS ISD,2021-08-15,038901,998,NA,NA,NA,NA,NA,NA,NA
HENRIETTA ISD,2021-08-15,039902,889,NA,NA,NA,NA,NA,NA,NA
PETROLIA CISD,2021-08-15,039903,433,NA,NA,NA,NA,NA,NA,NA
BELLEVUE ISD,2021-08-15,039904,148,NA,NA,NA,NA,NA,NA,NA
MIDWAY ISD - HENRIETTA,2021-08-15,039905,129,NA,NA,NA,NA,NA,NA,NA
MORTON ISD,2021-08-15,040901,355,NA,NA,NA,NA,NA,NA,NA
WHITEFACE CISD,2021-08-15,040902,328,NA,NA,NA,NA,NA,NA,NA
BRONTE ISD,2021-08-15,041901,243,NA,NA,NA,1,NA,NA,NA
ROBERT LEE ISD,2021-08-15,041902,254,NA,NA,NA,NA,NA,NA,NA
COLEMAN ISD,2021-08-15,042901,825,NA,NA,0,1,0,1,0
SANTA ANNA ISD,2021-08-15,042903,266,NA,NA,NA,NA,NA,NA,NA
PANTHER CREEK CISD,2021-08-15,042905,148,NA,NA,NA,NA,NA,NA,NA
IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS,2021-08-15,043801,1419,NA,NA,NA,NA,NA,NA,NA
LONE STAR LANGUAGE ACADEMY,2021-08-15,043802,207,NA,NA,NA,NA,NA,NA,NA
ALLEN ISD,2021-08-15,043901,21641,NA,NA,NA,NA,NA,NA,NA
ANNA ISD,2021-08-15,043902,3959,NA,NA,NA,NA,NA,NA,NA
CELINA ISD,2021-08-15,043903,3023,NA,NA,NA,NA,NA,NA,NA
FARMERSVILLE ISD,2021-08-15,043904,1889,NA,NA,NA,NA,NA,NA,NA
FRISCO ISD,2021-08-15,043905,63758,NA,NA,72,21,8,28,57
MCKINNEY ISD,2021-08-15,043907,23180,NA,NA,NA,NA,NA,NA,NA
MELISSA ISD,2021-08-15,043908,3984,NA,NA,NA,NA,NA,NA,NA
PLANO ISD,2021-08-15,043910,49933,NA,NA,35,14,0,22,27
PRINCETON ISD,2021-08-15,043911,5959,NA,NA,NA,8,NA,NA,NA
PROSPER ISD,2021-08-15,043912,19412,NA,NA,23,18,0,8,33
WYLIE ISD - WYLIE,2021-08-15,043914,17513,NA,NA,NA,13,NA,NA,NA
BLUE RIDGE ISD,2021-08-15,043917,862,NA,NA,NA,NA,NA,NA,NA
COMMUNITY ISD,2021-08-15,043918,2769,NA,NA,NA,NA,NA,NA,NA
LOVEJOY ISD,2021-08-15,043919,4231,NA,NA,NA,NA,NA,NA,NA
WELLINGTON ISD,2021-08-15,044902,532,NA,NA,NA,NA,NA,NA,NA
COLUMBUS ISD,2021-08-15,045902,1536,NA,NA,NA,NA,NA,NA,NA
RICE CISD,2021-08-15,045903,1225,NA,NA,NA,3,NA,NA,NA
WEIMAR ISD,2021-08-15,045905,668,NA,NA,NA,NA,NA,NA,NA
TRINITY CHARTER SCHOOL,2021-08-15,046802,424,NA,NA,NA,NA,NA,NA,NA
NEW BRAUNFELS ISD,2021-08-15,046901,9260,NA,NA,NA,NA,NA,NA,NA
COMAL ISD,2021-08-15,046902,25680,NA,NA,5,43,1,28,19
COMANCHE ISD,2021-08-15,047901,1223,NA,NA,NA,NA,NA,NA,NA
DE LEON ISD,2021-08-15,047902,738,NA,NA,NA,NA,NA,NA,NA
GUSTINE ISD,2021-08-15,047903,141,NA,NA,NA,NA,NA,NA,NA
SIDNEY ISD,2021-08-15,047905,142,NA,NA,NA,NA,NA,NA,NA
EDEN CISD,2021-08-15,048901,229,NA,NA,NA,NA,NA,NA,NA
PAINT ROCK ISD,2021-08-15,048903,236,NA,NA,NA,NA,NA,NA,NA
GAINESVILLE ISD,2021-08-15,049901,3054,NA,NA,NA,NA,NA,NA,NA
MUENSTER ISD,2021-08-15,049902,533,NA,NA,NA,NA,NA,NA,NA
VALLEY VIEW ISD - VALLEY VIEW,2021-08-15,049903,890,NA,NA,NA,NA,NA,NA,NA
CALLISBURG ISD,2021-08-15,049905,1083,NA,NA,NA,NA,NA,NA,NA
ERA ISD,2021-08-15,049906,481,NA,NA,NA,NA,NA,NA,NA
LINDSAY ISD,2021-08-15,049907,485,NA,NA,NA,0,NA,NA,NA
WALNUT BEND ISD,2021-08-15,049908,55,NA,NA,NA,NA,NA,NA,NA
SIVELLS BEND ISD,2021-08-15,049909,48,NA,NA,0,1,0,1,0
EVANT ISD,2021-08-15,050901,301,NA,NA,NA,NA,NA,NA,NA
GATESVILLE ISD,2021-08-15,050902,2758,NA,NA,NA,NA,NA,NA,NA
OGLESBY ISD,2021-08-15,050904,186,NA,NA,NA,NA,NA,NA,NA
JONESBORO ISD,2021-08-15,050909,319,NA,NA,NA,NA,NA,NA,NA
COPPERAS COVE ISD,2021-08-15,050910,8029,NA,NA,NA,3,NA,NA,NA
PADUCAH ISD,2021-08-15,051901,185,NA,NA,NA,NA,NA,NA,NA
CRANE ISD,2021-08-15,052901,1088,NA,NA,0,3,0,1,2
CROCKETT COUNTY CONSOLIDATED CSD,2021-08-15,053001,756,NA,NA,NA,NA,NA,NA,NA
CROSBYTON CISD,2021-08-15,054901,317,NA,NA,NA,NA,NA,NA,NA
LORENZO ISD,2021-08-15,054902,226,NA,NA,NA,NA,NA,NA,NA
RALLS ISD,2021-08-15,054903,475,NA,NA,NA,NA,NA,NA,NA
CULBERSON COUNTY-ALLAMOORE ISD,2021-08-15,055901,363,NA,NA,NA,NA,NA,NA,NA
DALHART ISD,2021-08-15,056901,1600,NA,NA,NA,NA,NA,NA,NA
TEXLINE ISD,2021-08-15,056902,195,NA,NA,NA,NA,NA,NA,NA
PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES,2021-08-15,057802,507,NA,NA,NA,NA,NA,NA,NA
UPLIFT EDUCATION,2021-08-15,057803,21215,NA,NA,NA,NA,NA,NA,NA
TEXANS CAN ACADEMIES,2021-08-15,057804,4453,NA,NA,0,4,0,4,0
LUMIN EDUCATION,2021-08-15,057805,255,NA,NA,NA,NA,NA,NA,NA
ADVANTAGE ACADEMY,2021-08-15,057806,1185,NA,NA,NA,NA,NA,NA,NA
LIFE SCHOOL,2021-08-15,057807,5518,NA,NA,NA,3,NA,NA,NA
UNIVERSAL ACADEMY,2021-08-15,057808,2351,NA,NA,NA,NA,NA,NA,NA
NOVA ACADEMY,2021-08-15,057809,121,NA,NA,NA,NA,NA,NA,NA
ACADEMY OF DALLAS,2021-08-15,057810,323,NA,NA,NA,NA,NA,NA,NA
TRINITY BASIN PREPARATORY,2021-08-15,057813,4183,NA,NA,NA,NA,NA,NA,NA
ACADEMY FOR ACADEMIC EXCELLENCE,2021-08-15,057814,279,NA,NA,NA,NA,NA,NA,NA
A W BROWN LEADERSHIP ACADEMY,2021-08-15,057816,1357,NA,NA,0,1,0,0,1
JEAN MASSIEU ACADEMY,2021-08-15,057819,193,NA,NA,NA,NA,NA,NA,NA
NOVA ACADEMY SOUTHEAST,2021-08-15,057827,600,NA,NA,NA,NA,NA,NA,NA
WINFREE ACADEMY CHARTER SCHOOLS,2021-08-15,057828,1235,NA,NA,NA,0,NA,NA,NA
A+ ACADEMY,2021-08-15,057829,1449,NA,NA,0,1,1,0,0
INSPIRED VISION ACADEMY,2021-08-15,057830,1283,NA,NA,NA,2,NA,NA,NA
GATEWAY CHARTER ACADEMY,2021-08-15,057831,756,NA,NA,NA,NA,NA,NA,NA
EDUCATION CENTER INTERNATIONAL ACADEMY,2021-08-15,057833,535,NA,NA,NA,NA,NA,NA,NA
EVOLUTION ACADEMY CHARTER SCHOOL,2021-08-15,057834,715,NA,NA,NA,NA,NA,NA,NA
GOLDEN RULE CHARTER SCHOOL,2021-08-15,057835,1480,NA,NA,NA,NA,NA,NA,NA
ST ANTHONY SCHOOL,2021-08-15,057836,323,NA,NA,NA,NA,NA,NA,NA
LA ACADEMIA DE ESTRELLAS,2021-08-15,057839,996,NA,NA,NA,NA,NA,NA,NA
RICHLAND COLLEGIATE HIGH SCHOOL,2021-08-15,057840,485,NA,NA,NA,NA,NA,NA,NA
CITYSCAPE SCHOOLS,2021-08-15,057841,1183,NA,NA,NA,NA,NA,NA,NA
MANARA ACADEMY,2021-08-15,057844,626,NA,NA,NA,NA,NA,NA,NA
UME PREPARATORY ACADEMY,2021-08-15,057845,1250,NA,NA,NA,NA,NA,NA,NA
LEGACY PREPARATORY,2021-08-15,057846,1535,NA,NA,NA,NA,NA,NA,NA
VILLAGE TECH SCHOOLS,2021-08-15,057847,1188,NA,NA,NA,NA,NA,NA,NA
INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS),2021-08-15,057848,20761,NA,NA,10,3,0,13,0
PIONEER TECHNOLOGY & ARTS ACADEMY,2021-08-15,057850,1544,NA,NA,NA,NA,NA,NA,NA
BRIDGEWAY PREPARATORY ACADEMY,2021-08-15,057851,105,NA,NA,NA,NA,NA,NA,NA
CARROLLTON-FARMERS BRANCH ISD,2021-08-15,057903,24938,NA,NA,NA,NA,NA,NA,NA
CEDAR HILL ISD,2021-08-15,057904,7301,NA,NA,NA,NA,NA,NA,NA
DALLAS ISD,2021-08-15,057905,144828,NA,NA,34,35,9,0,60
DESOTO ISD,2021-08-15,057906,7998,NA,NA,NA,NA,NA,NA,NA
DUNCANVILLE ISD,2021-08-15,057907,11784,NA,NA,59,15,0,74,0
GARLAND ISD,2021-08-15,057909,53816,NA,NA,164,26,10,179,1
GRAND PRAIRIE ISD,2021-08-15,057910,28147,NA,NA,0,23,0,23,0
HIGHLAND PARK ISD - DALLAS,2021-08-15,057911,6618,NA,NA,NA,NA,NA,NA,NA
IRVING ISD,2021-08-15,057912,32690,NA,NA,NA,NA,NA,NA,NA
LANCASTER ISD,2021-08-15,057913,7227,NA,NA,0,5,0,0,5
MESQUITE ISD,2021-08-15,057914,38451,NA,NA,38,34,5,26,41
RICHARDSON ISD,2021-08-15,057916,37528,NA,NA,33,12,0,0,45
SUNNYVALE ISD,2021-08-15,057919,2037,NA,NA,NA,NA,NA,NA,NA
COPPELL ISD,2021-08-15,057922,13022,NA,NA,0,5,0,4,1
DAWSON ISD - WELCH,2021-08-15,058902,147,NA,NA,NA,NA,NA,NA,NA
KLONDIKE ISD,2021-08-15,058905,260,NA,NA,NA,NA,NA,NA,NA
LAMESA ISD,2021-08-15,058906,1709,NA,NA,NA,NA,NA,NA,NA
SANDS CISD,2021-08-15,058909,261,NA,NA,NA,NA,NA,NA,NA
HEREFORD ISD,2021-08-15,059901,3842,NA,NA,0,1,0,1,0
WALCOTT ISD,2021-08-15,059902,143,NA,NA,NA,NA,NA,NA,NA
COOPER ISD,2021-08-15,060902,818,NA,NA,NA,NA,NA,NA,NA
FANNINDEL ISD,2021-08-15,060914,165,NA,NA,NA,NA,NA,NA,NA
