District,Date,LEA,District_Total_Enrollment,Campus,Campus_ID,Cases_Student_New,Cases_Staff_New,Case_Source_Campus,Case_Source_OffCampus,Case_Source_Unknown
RANDOLPH FIELD ISD,2021-10-17,015906,1430,NA,NA,NA,NA,NA,NA,NA
SAN ANTONIO ISD,2021-10-17,015907,45514,NA,NA,76,6,0,0,82
SOUTH SAN ANTONIO ISD,2021-10-17,015908,8294,NA,NA,17,1,0,0,18
SOMERSET ISD,2021-10-17,015909,4032,NA,NA,NA,0,NA,NA,NA
NORTH EAST ISD,2021-10-17,015910,60482,NA,NA,92,15,0,0,107
EAST CENTRAL ISD,2021-10-17,015911,9764,NA,NA,22,1,0,0,23
SOUTHWEST ISD,2021-10-17,015912,13457,NA,NA,NA,NA,NA,NA,NA
LACKLAND ISD,2021-10-17,015913,899,NA,NA,NA,NA,NA,NA,NA
FT SAM HOUSTON ISD,2021-10-17,015914,1527,NA,NA,NA,0,NA,NA,NA
NORTHSIDE ISD,2021-10-17,015915,102631,NA,NA,119,8,6,45,76
JUDSON ISD,2021-10-17,015916,23771,NA,NA,34,3,4,33,0
SOUTHSIDE ISD,2021-10-17,015917,5661,NA,NA,5,0,0,2,3
JOHNSON CITY ISD,2021-10-17,016901,603,NA,NA,NA,NA,NA,NA,NA
BLANCO ISD,2021-10-17,016902,1011,NA,NA,0,1,0,0,1
BORDEN COUNTY ISD,2021-10-17,017901,238,NA,NA,NA,NA,NA,NA,NA
CLIFTON ISD,2021-10-17,018901,958,NA,NA,NA,NA,NA,NA,NA
MERIDIAN ISD,2021-10-17,018902,409,NA,NA,NA,NA,NA,NA,NA
MORGAN ISD,2021-10-17,018903,137,NA,NA,NA,NA,NA,NA,NA
VALLEY MILLS ISD,2021-10-17,018904,606,NA,NA,NA,NA,NA,NA,NA
WALNUT SPRINGS ISD,2021-10-17,018905,166,NA,NA,NA,NA,NA,NA,NA
IREDELL ISD,2021-10-17,018906,144,NA,NA,NA,NA,NA,NA,NA
KOPPERL ISD,2021-10-17,018907,179,NA,NA,NA,NA,NA,NA,NA
CRANFILLS GAP ISD,2021-10-17,018908,128,NA,NA,NA,NA,NA,NA,NA
DEKALB ISD,2021-10-17,019901,722,NA,NA,NA,NA,NA,NA,NA
HOOKS ISD,2021-10-17,019902,838,NA,NA,NA,NA,NA,NA,NA
MAUD ISD,2021-10-17,019903,482,NA,NA,NA,NA,NA,NA,NA
NEW BOSTON ISD,2021-10-17,019905,1181,NA,NA,NA,NA,NA,NA,NA
REDWATER ISD,2021-10-17,019906,1096,NA,NA,NA,NA,NA,NA,NA
TEXARKANA ISD,2021-10-17,019907,7596,NA,NA,NA,1,NA,NA,NA
LIBERTY-EYLAU ISD,2021-10-17,019908,2263,NA,NA,7,1,0,0,8
SIMMS ISD,2021-10-17,019909,491,NA,NA,NA,NA,NA,NA,NA
MALTA ISD,2021-10-17,019910,217,NA,NA,NA,NA,NA,NA,NA
RED LICK ISD,2021-10-17,019911,505,NA,NA,NA,0,NA,NA,NA
PLEASANT GROVE ISD,2021-10-17,019912,2224,NA,NA,NA,0,NA,NA,NA
HUBBARD ISD,2021-10-17,019913,73,NA,NA,NA,NA,NA,NA,NA
LEARY ISD,2021-10-17,019914,109,NA,NA,0,1,0,0,1
ALVIN ISD,2021-10-17,020901,26835,NA,NA,52,8,0,0,60
ANGLETON ISD,2021-10-17,020902,6780,NA,NA,NA,NA,NA,NA,NA
DANBURY ISD,2021-10-17,020904,700,NA,NA,NA,NA,NA,NA,NA
BRAZOSPORT ISD,2021-10-17,020905,11374,NA,NA,0,5,0,1,4
SWEENY ISD,2021-10-17,020906,1830,NA,NA,NA,NA,NA,NA,NA
COLUMBIA-BRAZORIA ISD,2021-10-17,020907,2841,NA,NA,NA,0,NA,NA,NA
PEARLAND ISD,2021-10-17,020908,21011,NA,NA,58,3,3,0,58
DAMON ISD,2021-10-17,020910,108,NA,NA,NA,NA,NA,NA,NA
BRAZOS SCHOOL FOR INQUIRY & CREATIVITY,2021-10-17,021803,318,NA,NA,NA,NA,NA,NA,NA
ARROW ACADEMY,2021-10-17,021805,673,NA,NA,NA,NA,NA,NA,NA
COLLEGE STATION ISD,2021-10-17,021901,13610,NA,NA,NA,3,NA,NA,NA
BRYAN ISD,2021-10-17,021902,15765,NA,NA,17,3,0,0,20
TERLINGUA CSD,2021-10-17,022004,94,NA,NA,NA,NA,NA,NA,NA
ALPINE ISD,2021-10-17,022901,944,NA,NA,NA,1,NA,NA,NA
MARATHON ISD,2021-10-17,022902,59,NA,NA,NA,NA,NA,NA,NA
SAN VICENTE ISD,2021-10-17,022903,7,NA,NA,NA,NA,NA,NA,NA
SILVERTON ISD,2021-10-17,023902,183,NA,NA,NA,0,NA,NA,NA
BROOKS COUNTY ISD,2021-10-17,024901,1425,NA,NA,NA,NA,NA,NA,NA
BANGS ISD,2021-10-17,025901,822,NA,NA,NA,0,NA,NA,NA
BROWNWOOD ISD,2021-10-17,025902,3404,NA,NA,NA,NA,NA,NA,NA
BLANKET ISD,2021-10-17,025904,145,NA,NA,NA,NA,NA,NA,NA
MAY ISD,2021-10-17,025905,245,NA,NA,NA,NA,NA,NA,NA
ZEPHYR ISD,2021-10-17,025906,197,NA,NA,NA,NA,NA,NA,NA
BROOKESMITH ISD,2021-10-17,025908,153,NA,NA,NA,NA,NA,NA,NA
EARLY ISD,2021-10-17,025909,1131,NA,NA,NA,NA,NA,NA,NA
CALDWELL ISD,2021-10-17,026901,1705,NA,NA,NA,0,NA,NA,NA
SOMERVILLE ISD,2021-10-17,026902,531,NA,NA,NA,NA,NA,NA,NA
SNOOK ISD,2021-10-17,026903,511,NA,NA,NA,1,NA,NA,NA
BURNET CISD,2021-10-17,027903,3105,NA,NA,NA,NA,NA,NA,NA
MARBLE FALLS ISD,2021-10-17,027904,4041,NA,NA,NA,NA,NA,NA,NA
LOCKHART ISD,2021-10-17,028902,6106,NA,NA,NA,NA,NA,NA,NA
LULING ISD,2021-10-17,028903,1394,NA,NA,NA,0,NA,NA,NA
PRAIRIE LEA ISD,2021-10-17,028906,226,NA,NA,NA,NA,NA,NA,NA
CALHOUN COUNTY ISD,2021-10-17,029901,3673,NA,NA,NA,1,NA,NA,NA
CROSS PLAINS ISD,2021-10-17,030901,364,NA,NA,NA,NA,NA,NA,NA
CLYDE CISD,2021-10-17,030902,1387,NA,NA,NA,0,NA,NA,NA
BAIRD ISD,2021-10-17,030903,283,NA,NA,NA,NA,NA,NA,NA
EULA ISD,2021-10-17,030906,448,NA,NA,NA,NA,NA,NA,NA
UNIVERSITY OF TEXAS RIO GRANDE VALLEY,2021-10-17,031505,0,NA,NA,NA,NA,NA,NA,NA
BROWNSVILLE ISD,2021-10-17,031901,39352,NA,NA,37,8,0,0,45
HARLINGEN CISD,2021-10-17,031903,17817,NA,NA,9,2,0,11,0
LA FERIA ISD,2021-10-17,031905,3091,NA,NA,NA,0,NA,NA,NA
LOS FRESNOS CISD,2021-10-17,031906,10509,NA,NA,19,0,0,19,0
POINT ISABEL ISD,2021-10-17,031909,2073,NA,NA,NA,NA,NA,NA,NA
RIO HONDO ISD,2021-10-17,031911,1734,NA,NA,NA,0,NA,NA,NA
SAN BENITO CISD,2021-10-17,031912,9723,NA,NA,0,1,0,1,0
SANTA MARIA ISD,2021-10-17,031913,572,NA,NA,NA,NA,NA,NA,NA
SANTA ROSA ISD,2021-10-17,031914,939,NA,NA,NA,0,NA,NA,NA
SOUTH TEXAS ISD,2021-10-17,031916,4163,NA,NA,NA,NA,NA,NA,NA
PITTSBURG ISD,2021-10-17,032902,2355,NA,NA,NA,1,NA,NA,NA
GROOM ISD,2021-10-17,033901,138,NA,NA,NA,NA,NA,NA,NA
PANHANDLE ISD,2021-10-17,033902,654,NA,NA,NA,NA,NA,NA,NA
WHITE DEER ISD,2021-10-17,033904,365,NA,NA,NA,NA,NA,NA,NA
ATLANTA ISD,2021-10-17,034901,1859,NA,NA,NA,1,NA,NA,NA
AVINGER ISD,2021-10-17,034902,134,NA,NA,NA,NA,NA,NA,NA
HUGHES SPRINGS ISD,2021-10-17,034903,1169,NA,NA,NA,NA,NA,NA,NA
LINDEN-KILDARE CISD,2021-10-17,034905,635,NA,NA,NA,NA,NA,NA,NA
MCLEOD ISD,2021-10-17,034906,392,NA,NA,NA,NA,NA,NA,NA
QUEEN CITY ISD,2021-10-17,034907,954,NA,NA,0,1,0,1,0
BLOOMBURG ISD,2021-10-17,034909,251,NA,NA,NA,NA,NA,NA,NA
DIMMITT ISD,2021-10-17,035901,1160,NA,NA,NA,NA,NA,NA,NA
HART ISD,2021-10-17,035902,215,NA,NA,NA,NA,NA,NA,NA
NAZARETH ISD,2021-10-17,035903,248,NA,NA,NA,NA,NA,NA,NA
ANAHUAC ISD,2021-10-17,036901,1314,NA,NA,NA,1,NA,NA,NA
BARBERS HILL ISD,2021-10-17,036902,6421,NA,NA,NA,0,NA,NA,NA
EAST CHAMBERS ISD,2021-10-17,036903,1425,NA,NA,NA,NA,NA,NA,NA
ALTO ISD,2021-10-17,037901,607,NA,NA,NA,NA,NA,NA,NA
JACKSONVILLE ISD,2021-10-17,037904,4635,NA,NA,8,4,0,0,12
RUSK ISD,2021-10-17,037907,1959,NA,NA,NA,NA,NA,NA,NA
NEW SUMMERFIELD ISD,2021-10-17,037908,529,NA,NA,NA,NA,NA,NA,NA
WELLS ISD,2021-10-17,037909,242,NA,NA,NA,NA,NA,NA,NA
CHILDRESS ISD,2021-10-17,038901,998,NA,NA,NA,NA,NA,NA,NA
HENRIETTA ISD,2021-10-17,039902,889,NA,NA,NA,2,NA,NA,NA
PETROLIA CISD,2021-10-17,039903,433,NA,NA,NA,NA,NA,NA,NA
BELLEVUE ISD,2021-10-17,039904,148,NA,NA,NA,NA,NA,NA,NA
MIDWAY ISD,2021-10-17,039905,129,NA,NA,NA,NA,NA,NA,NA
MORTON ISD,2021-10-17,040901,355,NA,NA,NA,NA,NA,NA,NA
WHITEFACE CISD,2021-10-17,040902,328,NA,NA,NA,NA,NA,NA,NA
BRONTE ISD,2021-10-17,041901,243,NA,NA,NA,NA,NA,NA,NA
ROBERT LEE ISD,2021-10-17,041902,254,NA,NA,NA,NA,NA,NA,NA
COLEMAN ISD,2021-10-17,042901,825,NA,NA,NA,0,NA,NA,NA
SANTA ANNA ISD,2021-10-17,042903,266,NA,NA,NA,0,NA,NA,NA
PANTHER CREEK CISD,2021-10-17,042905,148,NA,NA,NA,NA,NA,NA,NA
IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS,2021-10-17,043801,1419,NA,NA,NA,NA,NA,NA,NA
LONE STAR LANGUAGE ACADEMY,2021-10-17,043802,207,NA,NA,NA,NA,NA,NA,NA
ALLEN ISD,2021-10-17,043901,21641,NA,NA,21,6,0,0,27
ANNA ISD,2021-10-17,043902,3959,NA,NA,NA,NA,NA,NA,NA
CELINA ISD,2021-10-17,043903,3023,NA,NA,NA,NA,NA,NA,NA
FARMERSVILLE ISD,2021-10-17,043904,1889,NA,NA,NA,NA,NA,NA,NA
FRISCO ISD,2021-10-17,043905,63758,NA,NA,51,9,2,3,55
MCKINNEY ISD,2021-10-17,043907,23180,NA,NA,56,12,0,0,68
MELISSA ISD,2021-10-17,043908,3984,NA,NA,5,0,2,1,2
PLANO ISD,2021-10-17,043910,49933,NA,NA,45,11,0,18,38
PRINCETON ISD,2021-10-17,043911,5959,NA,NA,21,3,0,3,21
PROSPER ISD,2021-10-17,043912,19412,NA,NA,23,7,0,1,29
WYLIE ISD,2021-10-17,043914,17513,NA,NA,0,1,0,0,1
BLUE RIDGE ISD,2021-10-17,043917,862,NA,NA,NA,0,NA,NA,NA
COMMUNITY ISD,2021-10-17,043918,2769,NA,NA,NA,0,NA,NA,NA
LOVEJOY ISD,2021-10-17,043919,4231,NA,NA,NA,NA,NA,NA,NA
WELLINGTON ISD,2021-10-17,044902,532,NA,NA,NA,NA,NA,NA,NA
COLUMBUS ISD,2021-10-17,045902,1536,NA,NA,NA,NA,NA,NA,NA
RICE CISD,2021-10-17,045903,1225,NA,NA,NA,NA,NA,NA,NA
WEIMAR ISD,2021-10-17,045905,668,NA,NA,NA,NA,NA,NA,NA
TRINITY CHARTER SCHOOL,2021-10-17,046802,424,NA,NA,NA,NA,NA,NA,NA
NEW BRAUNFELS ISD,2021-10-17,046901,9260,NA,NA,NA,NA,NA,NA,NA
COMAL ISD,2021-10-17,046902,25680,NA,NA,45,8,6,23,24
COMANCHE ISD,2021-10-17,047901,1223,NA,NA,NA,NA,NA,NA,NA
DE LEON ISD,2021-10-17,047902,738,NA,NA,NA,0,NA,NA,NA
GUSTINE ISD,2021-10-17,047903,141,NA,NA,NA,NA,NA,NA,NA
SIDNEY ISD,2021-10-17,047905,142,NA,NA,NA,NA,NA,NA,NA
EDEN CISD,2021-10-17,048901,229,NA,NA,NA,NA,NA,NA,NA
PAINT ROCK ISD,2021-10-17,048903,236,NA,NA,NA,NA,NA,NA,NA
GAINESVILLE ISD,2021-10-17,049901,3054,NA,NA,NA,NA,NA,NA,NA
MUENSTER ISD,2021-10-17,049902,533,NA,NA,NA,NA,NA,NA,NA
VALLEY VIEW ISD,2021-10-17,049903,890,NA,NA,NA,NA,NA,NA,NA
CALLISBURG ISD,2021-10-17,049905,1083,NA,NA,NA,0,NA,NA,NA
ERA ISD,2021-10-17,049906,481,NA,NA,NA,NA,NA,NA,NA
LINDSAY ISD,2021-10-17,049907,485,NA,NA,NA,NA,NA,NA,NA
WALNUT BEND ISD,2021-10-17,049908,55,NA,NA,NA,NA,NA,NA,NA
SIVELLS BEND ISD,2021-10-17,049909,48,NA,NA,NA,NA,NA,NA,NA
EVANT ISD,2021-10-17,050901,301,NA,NA,NA,NA,NA,NA,NA
GATESVILLE ISD,2021-10-17,050902,2758,NA,NA,NA,1,NA,NA,NA
OGLESBY ISD,2021-10-17,050904,186,NA,NA,NA,NA,NA,NA,NA
JONESBORO ISD,2021-10-17,050909,319,NA,NA,NA,NA,NA,NA,NA
COPPERAS COVE ISD,2021-10-17,050910,8029,NA,NA,28,6,1,9,24
PADUCAH ISD,2021-10-17,051901,185,NA,NA,NA,NA,NA,NA,NA
CRANE ISD,2021-10-17,052901,1088,NA,NA,NA,0,NA,NA,NA
CROCKETT COUNTY CONSOLIDATED CSD,2021-10-17,053001,756,NA,NA,NA,NA,NA,NA,NA
CROSBYTON CISD,2021-10-17,054901,317,NA,NA,NA,NA,NA,NA,NA
LORENZO ISD,2021-10-17,054902,226,NA,NA,6,2,0,0,8
RALLS ISD,2021-10-17,054903,475,NA,NA,NA,NA,NA,NA,NA
CULBERSON COUNTY-ALLAMOORE ISD,2021-10-17,055901,363,NA,NA,0,1,0,1,0
DALHART ISD,2021-10-17,056901,1600,NA,NA,NA,NA,NA,NA,NA
TEXLINE ISD,2021-10-17,056902,195,NA,NA,NA,NA,NA,NA,NA
PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES,2021-10-17,057802,507,NA,NA,NA,NA,NA,NA,NA
UPLIFT EDUCATION,2021-10-17,057803,21215,NA,NA,18,5,0,14,9
TEXANS CAN ACADEMIES,2021-10-17,057804,4453,NA,NA,NA,NA,NA,NA,NA
LUMIN EDUCATION,2021-10-17,057805,255,NA,NA,NA,NA,NA,NA,NA
ADVANTAGE ACADEMY,2021-10-17,057806,1185,NA,NA,NA,NA,NA,NA,NA
LIFE SCHOOL,2021-10-17,057807,5518,NA,NA,NA,NA,NA,NA,NA
UNIVERSAL ACADEMY,2021-10-17,057808,2351,NA,NA,NA,NA,NA,NA,NA
NOVA ACADEMY,2021-10-17,057809,121,NA,NA,NA,NA,NA,NA,NA
ACADEMY OF DALLAS,2021-10-17,057810,323,NA,NA,NA,0,NA,NA,NA
TRINITY BASIN PREPARATORY,2021-10-17,057813,4183,NA,NA,NA,0,NA,NA,NA
ACADEMY FOR ACADEMIC EXCELLENCE,2021-10-17,057814,279,NA,NA,NA,NA,NA,NA,NA
A W BROWN LEADERSHIP ACADEMY,2021-10-17,057816,1357,NA,NA,NA,NA,NA,NA,NA
JEAN MASSIEU ACADEMY,2021-10-17,057819,193,NA,NA,NA,NA,NA,NA,NA
NOVA ACADEMY SOUTHEAST,2021-10-17,057827,600,NA,NA,NA,NA,NA,NA,NA
WINFREE ACADEMY CHARTER SCHOOLS,2021-10-17,057828,1235,NA,NA,NA,0,NA,NA,NA
A+ ACADEMY,2021-10-17,057829,1449,NA,NA,NA,NA,NA,NA,NA
INSPIRED VISION ACADEMY,2021-10-17,057830,1283,NA,NA,6,0,0,0,6
GATEWAY CHARTER ACADEMY,2021-10-17,057831,756,NA,NA,NA,NA,NA,NA,NA
EDUCATION CENTER INTERNATIONAL ACADEMY,2021-10-17,057833,535,NA,NA,NA,NA,NA,NA,NA
EVOLUTION ACADEMY CHARTER SCHOOL,2021-10-17,057834,715,NA,NA,NA,NA,NA,NA,NA
GOLDEN RULE CHARTER SCHOOL,2021-10-17,057835,1480,NA,NA,NA,NA,NA,NA,NA
ST ANTHONY SCHOOL,2021-10-17,057836,323,NA,NA,NA,NA,NA,NA,NA
LA ACADEMIA DE ESTRELLAS,2021-10-17,057839,996,NA,NA,NA,0,NA,NA,NA
RICHLAND COLLEGIATE HIGH SCHOOL,2021-10-17,057840,485,NA,NA,NA,NA,NA,NA,NA
CITYSCAPE SCHOOLS,2021-10-17,057841,1183,NA,NA,NA,NA,NA,NA,NA
MANARA ACADEMY,2021-10-17,057844,626,NA,NA,NA,NA,NA,NA,NA
UME PREPARATORY ACADEMY,2021-10-17,057845,1250,NA,NA,NA,0,NA,NA,NA
LEGACY PREPARATORY,2021-10-17,057846,1535,NA,NA,NA,0,NA,NA,NA
VILLAGE TECH SCHOOLS,2021-10-17,057847,1188,NA,NA,NA,NA,NA,NA,NA
INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS),2021-10-17,057848,20761,NA,NA,51,7,0,0,58
PIONEER TECHNOLOGY & ARTS ACADEMY,2021-10-17,057850,1544,NA,NA,NA,NA,NA,NA,NA
BRIDGEWAY PREPARATORY ACADEMY,2021-10-17,057851,105,NA,NA,NA,NA,NA,NA,NA
CARROLLTON-FARMERS BRANCH ISD,2021-10-17,057903,24938,NA,NA,36,3,7,8,24
CEDAR HILL ISD,2021-10-17,057904,7301,NA,NA,NA,NA,NA,NA,NA
DALLAS ISD,2021-10-17,057905,144828,NA,NA,NA,NA,NA,NA,NA
DESOTO ISD,2021-10-17,057906,7998,NA,NA,NA,NA,NA,NA,NA
DUNCANVILLE ISD,2021-10-17,057907,11784,NA,NA,11,7,0,18,0
GARLAND ISD,2021-10-17,057909,53816,NA,NA,60,4,0,64,0
GRAND PRAIRIE ISD,2021-10-17,057910,28147,NA,NA,43,4,0,3,44
HIGHLAND PARK ISD,2021-10-17,057911,6618,NA,NA,NA,NA,NA,NA,NA
IRVING ISD,2021-10-17,057912,32690,NA,NA,56,7,0,1,62
LANCASTER ISD,2021-10-17,057913,7227,NA,NA,NA,2,NA,NA,NA
MESQUITE ISD,2021-10-17,057914,38451,NA,NA,45,11,0,28,28
RICHARDSON ISD,2021-10-17,057916,37528,NA,NA,66,10,1,0,75
SUNNYVALE ISD,2021-10-17,057919,2037,NA,NA,NA,NA,NA,NA,NA
COPPELL ISD,2021-10-17,057922,13022,NA,NA,19,0,5,5,9
DAWSON ISD,2021-10-17,058902,147,NA,NA,NA,NA,NA,NA,NA
KLONDIKE ISD,2021-10-17,058905,260,NA,NA,NA,1,NA,NA,NA
LAMESA ISD,2021-10-17,058906,1709,NA,NA,NA,0,NA,NA,NA
SANDS CISD,2021-10-17,058909,261,NA,NA,NA,0,NA,NA,NA
HEREFORD ISD,2021-10-17,059901,3842,NA,NA,NA,1,NA,NA,NA
WALCOTT ISD,2021-10-17,059902,143,NA,NA,NA,NA,NA,NA,NA
COOPER ISD,2021-10-17,060902,818,NA,NA,NA,NA,NA,NA,NA
FANNINDEL ISD,2021-10-17,060914,165,NA,NA,NA,NA,NA,NA,NA
