"County","Date","TPR_CMS","Tests"
"Lynn",2020-09-23,0.068,44
"Madison",2020-09-23,0.045,310
"Marion",2020-09-23,0.051,79
"Martin",2020-09-23,0.029,35
"Mason",2020-09-23,0.026,38
"Matagorda",2020-09-23,0.074,686
"Maverick",2020-09-23,0.137,1782
"McCulloch",2020-09-23,0.09,144
"McLennan",2020-09-23,0.086,5818
"McMullen",2020-09-23,NA,NA
"Medina",2020-09-23,0.098,378
"Menard",2020-09-23,0.016,256
"Midland",2020-09-23,0.044,1035
"Milam",2020-09-23,0.03,470
"Mills",2020-09-23,0.156,32
"Mitchell",2020-09-23,0.171,41
"Montague",2020-09-23,0.073,150
"Montgomery",2020-09-23,0.056,8621
"Moore",2020-09-23,0.078,115
"Morris",2020-09-23,0.074,108
"Motley",2020-09-23,NA,NA
"Nacogdoches",2020-09-23,0.121,1351
"Navarro",2020-09-23,0.124,654
"Newton",2020-09-23,0.141,99
"Nolan",2020-09-23,0.25,212
"Nueces",2020-09-23,0.065,3223
"Ochiltree",2020-09-23,0,37
"Oldham",2020-09-23,0.062,64
"Orange",2020-09-23,0.065,728
"Palo Pinto",2020-09-23,0.209,373
"Panola",2020-09-23,0.082,499
"Parker",2020-09-23,0.066,1299
"Parmer",2020-09-23,0.105,38
"Pecos",2020-09-23,0.053,264
"Polk",2020-09-23,0.025,652
"Potter",2020-09-23,0.081,2606
"Presidio",2020-09-23,0.056,36
"Rains",2020-09-23,0.123,57
"Randall",2020-09-23,0.079,1851
"Reagan",2020-09-23,0,25
"Real",2020-09-23,0.018,55
"Red River",2020-09-23,0.029,172
"Reeves",2020-09-23,0.014,490
"Refugio",2020-09-23,0.038,131
"Roberts",2020-09-23,NA,NA
"Robertson",2020-09-23,0.032,505
"Rockwall",2020-09-23,0.053,2208
"Runnels",2020-09-23,0.13,284
"Rusk",2020-09-23,0.237,308
"Sabine",2020-09-23,0.017,118
"San Augustine",2020-09-23,0.039,309
"San Jacinto",2020-09-23,0.043,207
"San Patricio",2020-09-23,0.037,727
"San Saba",2020-09-23,0.058,52
"Schleicher",2020-09-23,0.083,36
"Scurry",2020-09-23,0.085,129
"Shackelford",2020-09-23,NA,NA
"Shelby",2020-09-23,0.046,993
"Sherman",2020-09-23,NA,NA
"Smith",2020-09-23,0.069,6079
"Somervell",2020-09-23,0.023,128
"Starr",2020-09-23,0.131,952
"Stephens",2020-09-23,0,25
"Sterling",2020-09-23,NA,NA
"Stonewall",2020-09-23,NA,NA
"Sutton",2020-09-23,0.205,39
"Swisher",2020-09-23,0.082,73
"Tarrant",2020-09-23,0.085,26365
"Taylor",2020-09-23,0.048,1446
"Terrell",2020-09-23,NA,NA
"Terry",2020-09-23,0.095,63
"Throckmorton",2020-09-23,NA,NA
"Titus",2020-09-23,0.027,735
"Tom Green",2020-09-23,0.082,2370
"Travis",2020-09-23,0.044,18553
"Trinity",2020-09-23,0.024,208
"Tyler",2020-09-23,0.096,177
"Upshur",2020-09-23,0.067,401
"Upton",2020-09-23,0.273,22
"Uvalde",2020-09-23,0.128,297
"Val Verde",2020-09-23,0.111,657
"Van Zandt",2020-09-23,0.047,385
"Victoria",2020-09-23,0.084,559
"Walker",2020-09-23,0.108,3208
"Waller",2020-09-23,0.044,834
"Ward",2020-09-23,0.028,141
"Washington",2020-09-23,0.029,666
"Webb",2020-09-23,0.147,7219
"Wharton",2020-09-23,0.095,579
"Wheeler",2020-09-23,0.08,25
"Wichita",2020-09-23,0.064,1037
"Wilbarger",2020-09-23,0.124,178
"Willacy",2020-09-23,0.086,557
"Williamson",2020-09-23,0.038,7642
"Wilson",2020-09-23,0.024,1062
"Winkler",2020-09-23,0,21
"Wise",2020-09-23,0.032,1356
"Wood",2020-09-23,0.121,371
"Yoakum",2020-09-23,0.082,159
"Young",2020-09-23,0.086,152
"Zapata",2020-09-23,0.046,347
"Zavala",2020-09-23,0.117,171
"Anderson",2020-09-30,0.125,361
"Andrews",2020-09-30,0.045,154
"Angelina",2020-09-30,0.071,1105
"Aransas",2020-09-30,0.051,138
"Archer",2020-09-30,0.118,51
"Armstrong",2020-09-30,0.148,27
"Atascosa",2020-09-30,0.04,1337
"Austin",2020-09-30,0.035,637
"Bailey",2020-09-30,0.275,40
"Bandera",2020-09-30,0.019,259
"Bastrop",2020-09-30,0.063,1079
"Baylor",2020-09-30,0.095,21
"Bee",2020-09-30,0.103,319
"Bell",2020-09-30,0.028,14469
"Bexar",2020-09-30,0.052,40053
"Blanco",2020-09-30,0.025,203
"Borden",2020-09-30,NA,NA
"Bosque",2020-09-30,0.081,565
"Bowie",2020-09-30,0.106,1647
"Brazoria",2020-09-30,0.047,7784
"Brazos",2020-09-30,0.039,9843
"Brewster",2020-09-30,0.069,576
"Briscoe",2020-09-30,0.143,21
"Brooks",2020-09-30,0.044,858
"Brown",2020-09-30,0.047,508
"Burleson",2020-09-30,0.065,382
"Burnet",2020-09-30,0.065,1125
"Caldwell",2020-09-30,0.038,451
"Calhoun",2020-09-30,0.045,618
"Callahan",2020-09-30,0.071,126
"Cameron",2020-09-30,0.121,5568
"Camp",2020-09-30,0.066,152
"Carson",2020-09-30,0.137,51
"Cass",2020-09-30,0.09,666
"Castro",2020-09-30,0.03,169
"Chambers",2020-09-30,0.067,639
"Cherokee",2020-09-30,0.072,362
"Childress",2020-09-30,0.25,40
"Clay",2020-09-30,0.048,83
"Cochran",2020-09-30,0.074,27
"Coke",2020-09-30,0.087,92
"Coleman",2020-09-30,0.089,124
"Collin",2020-09-30,0.047,24706
"Collingsworth",2020-09-30,NA,NA
"Colorado",2020-09-30,0.016,508
"Comal",2020-09-30,0.038,2069
"Comanche",2020-09-30,0.039,492
"Concho",2020-09-30,0.071,99
"Cooke",2020-09-30,0.073,578
"Coryell",2020-09-30,0.032,3108
"Cottle",2020-09-30,NA,NA
"Crane",2020-09-30,0.022,276
"Crockett",2020-09-30,NA,NA
"Crosby",2020-09-30,0.056,54
"Culberson",2020-09-30,0.083,96
"Dallam",2020-09-30,0.061,33
"Dallas",2020-09-30,0.071,63294
"Dawson",2020-09-30,0.193,353
"DeWitt",2020-09-30,0.11,236
"Deaf Smith",2020-09-30,0.072,236
"Delta",2020-09-30,0.098,41
"Denton",2020-09-30,0.054,16360
"Dickens",2020-09-30,NA,NA
"Dimmit",2020-09-30,0.124,113
"Donley",2020-09-30,0.114,35
"Duval",2020-09-30,0.086,675
"Eastland",2020-09-30,0.154,156
"Ector",2020-09-30,0.114,1396
"Edwards",2020-09-30,NA,NA
"El Paso",2020-09-30,0.102,23114
"Ellis",2020-09-30,0.059,4229
"Erath",2020-09-30,0.108,590
"Falls",2020-09-30,0.151,650
"Fannin",2020-09-30,0.03,1632
"Fayette",2020-09-30,0.072,404
"Fisher",2020-09-30,0.133,30
"Floyd",2020-09-30,0.066,61
"Foard",2020-09-30,NA,NA
"Fort Bend",2020-09-30,0.037,14135
"Franklin",2020-09-30,0.057,140
"Freestone",2020-09-30,0.015,469
"Frio",2020-09-30,0.037,350
"Gaines",2020-09-30,0.137,190
"Galveston",2020-09-30,0.036,8459
"Garza",2020-09-30,0,27
"Gillespie",2020-09-30,0.026,495
"Glasscock",2020-09-30,NA,NA
"Goliad",2020-09-30,0.038,52
"Gonzales",2020-09-30,0.028,503
"Gray",2020-09-30,0.184,310
"Grayson",2020-09-30,0.037,4156
"Gregg",2020-09-30,0.082,2572
"Grimes",2020-09-30,0.033,798
"Guadalupe",2020-09-30,0.034,1629
"Hale",2020-09-30,0.131,275
"Hall",2020-09-30,0.361,36
"Hamilton",2020-09-30,0.019,154
"Hansford",2020-09-30,0.07,199
"Hardeman",2020-09-30,NA,NA
"Hardin",2020-09-30,0.052,707
"Harris",2020-09-30,0.049,97261
"Harrison",2020-09-30,0.095,454
"Hartley",2020-09-30,NA,NA
"Haskell",2020-09-30,0.027,73
"Hays",2020-09-30,0.065,3995
"Hemphill",2020-09-30,0.018,57
"Henderson",2020-09-30,0.068,883
"Hidalgo",2020-09-30,0.096,13288
"Hill",2020-09-30,0.053,2186
"Hockley",2020-09-30,0.11,273
"Hood",2020-09-30,0.079,831
"Hopkins",2020-09-30,0.069,682
"Houston",2020-09-30,0.056,427
"Howard",2020-09-30,0.083,723
"Hudspeth",2020-09-30,0.144,111
"Hunt",2020-09-30,0.043,911
"Hutchinson",2020-09-30,0.092,381
"Irion",2020-09-30,NA,NA
"Jack",2020-09-30,0.026,38
"Jackson",2020-09-30,0.075,120
"Jasper",2020-09-30,0.129,434
"Jeff Davis",2020-09-30,0.04,25
"Jefferson",2020-09-30,0.06,5031
"Jim Hogg",2020-09-30,0.025,359
"Jim Wells",2020-09-30,0.087,1727
"Johnson",2020-09-30,0.073,3212
"Jones",2020-09-30,0.048,269
"Karnes",2020-09-30,0.035,172
"Kaufman",2020-09-30,0.058,2085
"Kendall",2020-09-30,0.02,762
"Kenedy",2020-09-30,NA,NA
"Kent",2020-09-30,NA,NA
"Kerr",2020-09-30,0.015,802
"Kimble",2020-09-30,0.067,45
"King",2020-09-30,NA,NA
"Kinney",2020-09-30,0.095,63
"Kleberg",2020-09-30,0.075,798
"Knox",2020-09-30,0.147,116
"La Salle",2020-09-30,0.05,219
"Lamar",2020-09-30,0.085,588
"Lamb",2020-09-30,0.056,108
"Lampasas",2020-09-30,0.05,815
"Lavaca",2020-09-30,0.172,267
"Lee",2020-09-30,0.052,248
"Leon",2020-09-30,0.068,308
"Liberty",2020-09-30,0.041,1423
"Limestone",2020-09-30,0.029,1392
"Lipscomb",2020-09-30,NA,NA
"Live Oak",2020-09-30,0.053,113
"Llano",2020-09-30,0.027,738
"Loving",2020-09-30,NA,NA
"Lubbock",2020-09-30,0.121,7696
"Lynn",2020-09-30,0.149,101
"Madison",2020-09-30,0.023,474
"Marion",2020-09-30,0.058,86
"Martin",2020-09-30,0,28
"Mason",2020-09-30,0.071,42
"Matagorda",2020-09-30,0.061,674
"Maverick",2020-09-30,0.126,1684
"McCulloch",2020-09-30,0.104,106
"McLennan",2020-09-30,0.061,12182
"McMullen",2020-09-30,NA,NA
"Medina",2020-09-30,0.066,574
"Menard",2020-09-30,0.007,139
"Midland",2020-09-30,0.062,903
"Milam",2020-09-30,0.029,1129
"Mills",2020-09-30,0.037,190
"Mitchell",2020-09-30,0.077,65
"Montague",2020-09-30,0.037,327
"Montgomery",2020-09-30,0.052,9927
"Moore",2020-09-30,0.075,173
"Morris",2020-09-30,0.051,118
"Motley",2020-09-30,NA,NA
"Nacogdoches",2020-09-30,0.093,1608
"Navarro",2020-09-30,0.101,695
"Newton",2020-09-30,0.143,98
"Nolan",2020-09-30,0.121,247
"Nueces",2020-09-30,0.055,4235
"Ochiltree",2020-09-30,0,30
"Oldham",2020-09-30,0.094,85
"Orange",2020-09-30,0.067,750
"Palo Pinto",2020-09-30,0.164,556
"Panola",2020-09-30,0.084,521
"Parker",2020-09-30,0.08,1779
"Parmer",2020-09-30,0.047,43
"Pecos",2020-09-30,0.056,341
"Polk",2020-09-30,0.037,775
"Potter",2020-09-30,0.077,3165
"Presidio",2020-09-30,0.026,38
"Rains",2020-09-30,0.048,83
"Randall",2020-09-30,0.099,2149
"Reagan",2020-09-30,0,20
"Real",2020-09-30,0.04,25
"Red River",2020-09-30,0.051,198
"Reeves",2020-09-30,0.028,466
"Refugio",2020-09-30,0.041,172
"Roberts",2020-09-30,NA,NA
"Robertson",2020-09-30,0.047,590
"Rockwall",2020-09-30,0.043,2628
"Runnels",2020-09-30,0.098,307
"Rusk",2020-09-30,0.18,490
"Sabine",2020-09-30,0.018,340
"San Augustine",2020-09-30,0.049,246
"San Jacinto",2020-09-30,0.037,242
"San Patricio",2020-09-30,0.036,965
"San Saba",2020-09-30,0.047,150
"Schleicher",2020-09-30,0.081,37
"Scurry",2020-09-30,0.141,227
"Shackelford",2020-09-30,0.136,22
"Shelby",2020-09-30,0.05,854
"Sherman",2020-09-30,NA,NA
"Smith",2020-09-30,0.081,5170
"Somervell",2020-09-30,0.016,184
"Starr",2020-09-30,0.131,963
"Stephens",2020-09-30,0.062,32
"Sterling",2020-09-30,NA,NA
"Stonewall",2020-09-30,NA,NA
"Sutton",2020-09-30,0.16,25
"Swisher",2020-09-30,0.108,83
"Tarrant",2020-09-30,0.081,39383
"Taylor",2020-09-30,0.038,2617
"Terrell",2020-09-30,NA,NA
"Terry",2020-09-30,0.133,90
"Throckmorton",2020-09-30,NA,NA
"Titus",2020-09-30,0.035,722
"Tom Green",2020-09-30,0.065,2860
"Travis",2020-09-30,0.041,23092
"Trinity",2020-09-30,0.045,246
"Tyler",2020-09-30,0.073,234
"Upshur",2020-09-30,0.056,448
"Upton",2020-09-30,NA,NA
"Uvalde",2020-09-30,0.12,358
"Val Verde",2020-09-30,0.112,707
"Van Zandt",2020-09-30,0.055,455
"Victoria",2020-09-30,0.071,756
"Walker",2020-09-30,0.089,3098
"Waller",2020-09-30,0.041,772
"Ward",2020-09-30,0.08,176
"Washington",2020-09-30,0.028,1165
"Webb",2020-09-30,0.141,7607
"Wharton",2020-09-30,0.066,763
"Wheeler",2020-09-30,0.021,234
"Wichita",2020-09-30,0.061,1559
"Wilbarger",2020-09-30,0.111,332
"Willacy",2020-09-30,0.104,734
"Williamson",2020-09-30,0.037,11044
"Wilson",2020-09-30,0.016,1274
"Winkler",2020-09-30,0.04,25
"Wise",2020-09-30,0.032,1392
"Wood",2020-09-30,0.06,552
"Yoakum",2020-09-30,0.159,176
"Young",2020-09-30,0.063,222
"Zapata",2020-09-30,0.043,322
"Zavala",2020-09-30,0.134,217
"Anderson",2020-10-07,0.126,564
"Andrews",2020-10-07,0.082,122
"Angelina",2020-10-07,0.07,962
"Aransas",2020-10-07,0.02,148
"Archer",2020-10-07,0.045,88
"Armstrong",2020-10-07,0.133,30
"Atascosa",2020-10-07,0.037,944
"Austin",2020-10-07,0.023,661
"Bailey",2020-10-07,0.214,56
"Bandera",2020-10-07,0.013,235
"Bastrop",2020-10-07,0.041,1196
"Baylor",2020-10-07,0.156,77
"Bee",2020-10-07,0.1,319
"Bell",2020-10-07,0.026,14655
"Bexar",2020-10-07,0.056,36620
"Blanco",2020-10-07,0.036,220
"Borden",2020-10-07,NA,NA
"Bosque",2020-10-07,0.078,528
"Bowie",2020-10-07,0.113,1569
"Brazoria",2020-10-07,0.043,7856
"Brazos",2020-10-07,0.038,10757
"Brewster",2020-10-07,0.074,624
"Briscoe",2020-10-07,NA,NA
"Brooks",2020-10-07,0.039,849
"Brown",2020-10-07,0.032,433
"Burleson",2020-10-07,0.052,670
"Burnet",2020-10-07,0.073,1332
"Caldwell",2020-10-07,0.083,399
"Calhoun",2020-10-07,0.065,444
"Callahan",2020-10-07,0.053,133
"Cameron",2020-10-07,0.101,5506
"Camp",2020-10-07,0.03,164
"Carson",2020-10-07,0.184,38
"Cass",2020-10-07,0.101,661
"Castro",2020-10-07,0.012,84
"Chambers",2020-10-07,0.057,633
"Cherokee",2020-10-07,0.061,361
"Childress",2020-10-07,0.269,52
"Clay",2020-10-07,0.047,129
"Cochran",2020-10-07,0.16,25
"Coke",2020-10-07,0.067,120
"Coleman",2020-10-07,0.102,98
"Collin",2020-10-07,0.047,23937
"Collingsworth",2020-10-07,0.05,20
"Colorado",2020-10-07,0.033,368
"Comal",2020-10-07,0.035,1947
"Comanche",2020-10-07,0.112,365
"Concho",2020-10-07,0.2,55
"Cooke",2020-10-07,0.07,639
"Coryell",2020-10-07,0.029,2463
"Cottle",2020-10-07,0.32,25
"Crane",2020-10-07,0.016,258
"Crockett",2020-10-07,0.087,23
"Crosby",2020-10-07,0.139,72
"Culberson",2020-10-07,0.089,56
"Dallam",2020-10-07,0.111,27
"Dallas",2020-10-07,0.074,60869
"Dawson",2020-10-07,0.172,513
"DeWitt",2020-10-07,0.104,183
"Deaf Smith",2020-10-07,0.091,154
"Delta",2020-10-07,0.128,39
"Denton",2020-10-07,0.053,16797
"Dickens",2020-10-07,NA,NA
"Dimmit",2020-10-07,0.084,250
"Donley",2020-10-07,0.206,34
"Duval",2020-10-07,0.084,729
"Eastland",2020-10-07,0.157,153
"Ector",2020-10-07,0.102,2168
"Edwards",2020-10-07,NA,NA
"El Paso",2020-10-07,0.113,23836
"Ellis",2020-10-07,0.066,4158
"Erath",2020-10-07,0.107,578
"Falls",2020-10-07,0.107,791
"Fannin",2020-10-07,0.066,730
"Fayette",2020-10-07,0.045,377
"Fisher",2020-10-07,NA,NA
"Floyd",2020-10-07,0.044,45
"Foard",2020-10-07,NA,NA
"Fort Bend",2020-10-07,0.04,13872
"Franklin",2020-10-07,0.097,196
"Freestone",2020-10-07,0.043,257
"Frio",2020-10-07,0.051,372
"Gaines",2020-10-07,0.119,260
"Galveston",2020-10-07,0.034,9112
"Garza",2020-10-07,0.15,20
"Gillespie",2020-10-07,0.027,484
"Glasscock",2020-10-07,NA,NA
"Goliad",2020-10-07,0.02,51
"Gonzales",2020-10-07,0.046,456
"Gray",2020-10-07,0.178,359
"Grayson",2020-10-07,0.052,3160
"Gregg",2020-10-07,0.077,2601
"Grimes",2020-10-07,0.04,855
"Guadalupe",2020-10-07,0.037,1792
"Hale",2020-10-07,0.156,218
"Hall",2020-10-07,0.333,30
"Hamilton",2020-10-07,0.07,128
"Hansford",2020-10-07,0.31,116
"Hardeman",2020-10-07,0.522,23
"Hardin",2020-10-07,0.049,678
"Harris",2020-10-07,0.049,96044
"Harrison",2020-10-07,0.075,852
"Hartley",2020-10-07,NA,NA
"Haskell",2020-10-07,0.032,94
"Hays",2020-10-07,0.034,4501
"Hemphill",2020-10-07,0.026,78
"Henderson",2020-10-07,0.115,1109
"Hidalgo",2020-10-07,0.096,13053
"Hill",2020-10-07,0.05,1872
"Hockley",2020-10-07,0.093,335
"Hood",2020-10-07,0.099,829
"Hopkins",2020-10-07,0.076,661
"Houston",2020-10-07,0.131,183
"Howard",2020-10-07,0.207,648
"Hudspeth",2020-10-07,0.151,139
"Hunt",2020-10-07,0.046,841
"Hutchinson",2020-10-07,0.15,367
"Irion",2020-10-07,NA,NA
"Jack",2020-10-07,0.057,35
"Jackson",2020-10-07,0.081,136
"Jasper",2020-10-07,0.056,538
"Jeff Davis",2020-10-07,0,24
"Jefferson",2020-10-07,0.065,4136
"Jim Hogg",2020-10-07,0.018,545
"Jim Wells",2020-10-07,0.093,1650
"Johnson",2020-10-07,0.093,3129
"Jones",2020-10-07,0.041,266
"Karnes",2020-10-07,0.047,172
"Kaufman",2020-10-07,0.058,2049
"Kendall",2020-10-07,0.021,617
"Kenedy",2020-10-07,NA,NA
"Kent",2020-10-07,NA,NA
"Kerr",2020-10-07,0.011,790
"Kimble",2020-10-07,0.067,45
"King",2020-10-07,NA,NA
"Kinney",2020-10-07,0.192,52
"Kleberg",2020-10-07,0.081,795
"Knox",2020-10-07,0.145,124
"La Salle",2020-10-07,0.088,80
"Lamar",2020-10-07,0.111,551
"Lamb",2020-10-07,0.045,89
"Lampasas",2020-10-07,0.055,769
"Lavaca",2020-10-07,0.222,288
"Lee",2020-10-07,0.028,282
"Leon",2020-10-07,0.111,370
"Liberty",2020-10-07,0.037,1635
"Limestone",2020-10-07,0.061,781
"Lipscomb",2020-10-07,NA,NA
"Live Oak",2020-10-07,0.112,89
"Llano",2020-10-07,0.036,743
"Loving",2020-10-07,NA,NA
"Lubbock",2020-10-07,0.121,6433
"Lynn",2020-10-07,0.176,91
"Madison",2020-10-07,0.034,465
"Marion",2020-10-07,0.077,91
"Martin",2020-10-07,NA,NA
"Mason",2020-10-07,0.036,56
"Matagorda",2020-10-07,0.078,668
"Maverick",2020-10-07,0.145,1278
"McCulloch",2020-10-07,0.173,81
"McLennan",2020-10-07,0.059,11877
"McMullen",2020-10-07,NA,NA
"Medina",2020-10-07,0.048,516
"Menard",2020-10-07,0.042,24
"Midland",2020-10-07,0.045,1056
"Milam",2020-10-07,0.024,864
"Mills",2020-10-07,0.063,63
"Mitchell",2020-10-07,0.094,32
"Montague",2020-10-07,0.052,193
"Montgomery",2020-10-07,0.059,9496
"Moore",2020-10-07,0.177,79
"Morris",2020-10-07,0.05,161
"Motley",2020-10-07,0.079,38
"Nacogdoches",2020-10-07,0.072,2007
"Navarro",2020-10-07,0.094,788
"Newton",2020-10-07,0.084,107
"Nolan",2020-10-07,0.022,89
"Nueces",2020-10-07,0.05,3348
"Ochiltree",2020-10-07,NA,NA
"Oldham",2020-10-07,0.186,43
"Orange",2020-10-07,0.072,869
"Palo Pinto",2020-10-07,0.147,495
"Panola",2020-10-07,0.176,284
"Parker",2020-10-07,0.102,1645
"Parmer",2020-10-07,0.064,47
"Pecos",2020-10-07,0.077,483
"Polk",2020-10-07,0.055,807
"Potter",2020-10-07,0.108,2582
"Presidio",2020-10-07,0.03,33
"Rains",2020-10-07,0.058,86
"Randall",2020-10-07,0.134,2006
"Reagan",2020-10-07,NA,NA
"Real",2020-10-07,0,28
"Red River",2020-10-07,0.037,136
"Reeves",2020-10-07,0.049,324
"Refugio",2020-10-07,0.025,157
"Roberts",2020-10-07,NA,NA
"Robertson",2020-10-07,0.079,717
"Rockwall",2020-10-07,0.038,2882
"Runnels",2020-10-07,0.07,227
"Rusk",2020-10-07,0.161,539
"Sabine",2020-10-07,0.032,252
"San Augustine",2020-10-07,0.046,151
"San Jacinto",2020-10-07,0.029,205
"San Patricio",2020-10-07,0.056,625
"San Saba",2020-10-07,0.116,155
"Schleicher",2020-10-07,0.174,23
"Scurry",2020-10-07,0.188,101
"Shackelford",2020-10-07,0.111,27
"Shelby",2020-10-07,0.102,571
"Sherman",2020-10-07,NA,NA
"Smith",2020-10-07,0.1,6834
"Somervell",2020-10-07,0.038,156
"Starr",2020-10-07,0.121,906
"Stephens",2020-10-07,0.083,48
"Sterling",2020-10-07,NA,NA
"Stonewall",2020-10-07,NA,NA
"Sutton",2020-10-07,0.2,25
"Swisher",2020-10-07,0.133,90
"Tarrant",2020-10-07,0.086,40163
"Taylor",2020-10-07,0.039,2857
"Terrell",2020-10-07,NA,NA
"Terry",2020-10-07,0.169,71
"Throckmorton",2020-10-07,NA,NA
"Titus",2020-10-07,0.042,712
"Tom Green",2020-10-07,0.075,2966
"Travis",2020-10-07,0.035,22766
"Trinity",2020-10-07,0.058,208
"Tyler",2020-10-07,0.093,161
"Upshur",2020-10-07,0.091,418
"Upton",2020-10-07,NA,NA
"Uvalde",2020-10-07,0.105,399
"Val Verde",2020-10-07,0.149,705
"Van Zandt",2020-10-07,0.059,472
"Victoria",2020-10-07,0.072,768
"Walker",2020-10-07,0.09,2964
"Waller",2020-10-07,0.058,708
"Ward",2020-10-07,0.086,187
"Washington",2020-10-07,0.021,1471
"Webb",2020-10-07,0.134,7907
"Wharton",2020-10-07,0.076,501
"Wheeler",2020-10-07,0,100
"Wichita",2020-10-07,0.089,2559
"Wilbarger",2020-10-07,0.188,303
"Willacy",2020-10-07,0.157,894
"Williamson",2020-10-07,0.035,11307
"Wilson",2020-10-07,0.016,1040
"Winkler",2020-10-07,0.08,25
"Wise",2020-10-07,0.054,1409
"Wood",2020-10-07,0.049,856
"Yoakum",2020-10-07,0.168,125
"Young",2020-10-07,0.134,134
"Zapata",2020-10-07,0.031,195
"Zavala",2020-10-07,0.224,205
"Anderson",2020-10-14,0.103,855
"Andrews",2020-10-14,0.131,251
"Angelina",2020-10-14,0.028,1573
"Aransas",2020-10-14,0.038,184
"Archer",2020-10-14,0.123,162
"Armstrong",2020-10-14,0.083,36
"Atascosa",2020-10-14,0.022,1265
"Austin",2020-10-14,0.022,582
"Bailey",2020-10-14,0.253,83
"Bandera",2020-10-14,0.022,271
"Bastrop",2020-10-14,0.037,1605
"Baylor",2020-10-14,0.091,143
"Bee",2020-10-14,0.098,346
"Bell",2020-10-14,0.028,16938
"Bexar",2020-10-14,0.056,42983
"Blanco",2020-10-14,0.031,259
"Borden",2020-10-14,NA,NA
"Bosque",2020-10-14,0.071,621
"Bowie",2020-10-14,0.138,1851
"Brazoria",2020-10-14,0.045,8903
"Brazos",2020-10-14,0.043,11810
"Brewster",2020-10-14,0.045,896
"Briscoe",2020-10-14,0.12,25
"Brooks",2020-10-14,0.056,979
"Brown",2020-10-14,0.06,463
"Burleson",2020-10-14,0.083,791
"Burnet",2020-10-14,0.058,1589
"Caldwell",2020-10-14,0.077,581
"Calhoun",2020-10-14,0.079,366
"Callahan",2020-10-14,0.065,155
"Cameron",2020-10-14,0.099,7498
"Camp",2020-10-14,0.072,166
"Carson",2020-10-14,0.212,66
"Cass",2020-10-14,0.117,803
"Castro",2020-10-14,0.102,88
"Chambers",2020-10-14,0.069,769
"Cherokee",2020-10-14,0.037,724
"Childress",2020-10-14,0.301,93
"Clay",2020-10-14,0.102,157
"Cochran",2020-10-14,0.314,51
"Coke",2020-10-14,0.292,161
"Coleman",2020-10-14,0.058,86
"Collin",2020-10-14,0.055,28413
"Collingsworth",2020-10-14,0.077,26
"Colorado",2020-10-14,0.024,381
"Comal",2020-10-14,0.039,2409
"Comanche",2020-10-14,0.092,314
"Concho",2020-10-14,0.096,52
"Cooke",2020-10-14,0.07,962
"Coryell",2020-10-14,0.026,3195
"Cottle",2020-10-14,0.238,42
"Crane",2020-10-14,0.009,235
"Crockett",2020-10-14,0.091,22
"Crosby",2020-10-14,0.146,157
"Culberson",2020-10-14,0.284,88
"Dallam",2020-10-14,0.107,28
"Dallas",2020-10-14,0.087,71659
"Dawson",2020-10-14,0.209,565
"DeWitt",2020-10-14,0.115,200
"Deaf Smith",2020-10-14,0.111,162
"Delta",2020-10-14,0.065,92
"Denton",2020-10-14,0.065,21683
"Dickens",2020-10-14,0,29
"Dimmit",2020-10-14,0.073,288
"Donley",2020-10-14,0.306,49
"Duval",2020-10-14,0.095,704
"Eastland",2020-10-14,0.119,253
"Ector",2020-10-14,0.138,1893
"Edwards",2020-10-14,0,23
"El Paso",2020-10-14,0.156,36198
"Ellis",2020-10-14,0.082,5038
"Erath",2020-10-14,0.13,629
"Falls",2020-10-14,0.094,970
"Fannin",2020-10-14,0.099,796
"Fayette",2020-10-14,0.033,452
"Fisher",2020-10-14,0.242,33
"Floyd",2020-10-14,0.143,98
"Foard",2020-10-14,NA,NA
"Fort Bend",2020-10-14,0.042,17412
"Franklin",2020-10-14,0.106,217
"Freestone",2020-10-14,0.029,484
"Frio",2020-10-14,0.053,359
"Gaines",2020-10-14,0.158,209
"Galveston",2020-10-14,0.033,10231
"Garza",2020-10-14,0.238,42
"Gillespie",2020-10-14,0.056,521
"Glasscock",2020-10-14,NA,NA
"Goliad",2020-10-14,0.036,84
"Gonzales",2020-10-14,0.061,428
"Gray",2020-10-14,0.19,378
"Grayson",2020-10-14,0.072,3488
"Gregg",2020-10-14,0.076,2964
"Grimes",2020-10-14,0.052,1031
"Guadalupe",2020-10-14,0.053,2021
"Hale",2020-10-14,0.183,545
"Hall",2020-10-14,0.478,23
"Hamilton",2020-10-14,0.072,221
"Hansford",2020-10-14,0.317,63
"Hardeman",2020-10-14,0.466,73
"Hardin",2020-10-14,0.079,661
"Harris",2020-10-14,0.054,116806
"Harrison",2020-10-14,0.085,1448
"Hartley",2020-10-14,NA,NA
"Haskell",2020-10-14,0.056,54
"Hays",2020-10-14,0.036,6720
"Hemphill",2020-10-14,0.012,80
"Henderson",2020-10-14,0.135,1197
"Hidalgo",2020-10-14,0.101,17105
"Hill",2020-10-14,0.052,1624
"Hockley",2020-10-14,0.192,490
"Hood",2020-10-14,0.115,1109
"Hopkins",2020-10-14,0.09,1031
"Houston",2020-10-14,0.065,340
"Howard",2020-10-14,0.18,706
"Hudspeth",2020-10-14,0.115,87
"Hunt",2020-10-14,0.055,1268
"Hutchinson",2020-10-14,0.266,455
"Irion",2020-10-14,NA,NA
"Jack",2020-10-14,0.057,53
