"County","Date","TPR_CMS","Tests"
"Galveston",2020-11-04,0.065,11513
"Garza",2020-11-04,0.205,132
"Gillespie",2020-11-04,0.073,331
"Glasscock",2020-11-04,NA,NA
"Goliad",2020-11-04,0.043,69
"Gonzales",2020-11-04,0.073,482
"Gray",2020-11-04,0.326,389
"Grayson",2020-11-04,0.101,5070
"Gregg",2020-11-04,0.095,3132
"Grimes",2020-11-04,0.062,962
"Guadalupe",2020-11-04,0.054,2378
"Hale",2020-11-04,0.167,670
"Hall",2020-11-04,0.329,70
"Hamilton",2020-11-04,0.059,355
"Hansford",2020-11-04,0.349,43
"Hardeman",2020-11-04,0.162,68
"Hardin",2020-11-04,0.11,647
"Harris",2020-11-04,0.071,134726
"Harrison",2020-11-04,0.095,1284
"Hartley",2020-11-04,NA,NA
"Haskell",2020-11-04,0.219,32
"Hays",2020-11-04,0.053,8990
"Hemphill",2020-11-04,0.04,126
"Henderson",2020-11-04,0.157,1455
"Hidalgo",2020-11-04,0.103,21664
"Hill",2020-11-04,0.095,1819
"Hockley",2020-11-04,0.268,611
"Hood",2020-11-04,0.106,1563
"Hopkins",2020-11-04,0.106,971
"Houston",2020-11-04,0.06,582
"Howard",2020-11-04,0.101,670
"Hudspeth",2020-11-04,0.241,145
"Hunt",2020-11-04,0.095,1498
"Hutchinson",2020-11-04,0.406,646
"Irion",2020-11-04,NA,NA
"Jack",2020-11-04,0.126,95
"Jackson",2020-11-04,0.117,214
"Jasper",2020-11-04,0.041,438
"Jeff Davis",2020-11-04,0.096,146
"Jefferson",2020-11-04,0.064,5980
"Jim Hogg",2020-11-04,0.034,1106
"Jim Wells",2020-11-04,0.084,3145
"Johnson",2020-11-04,0.128,4933
"Jones",2020-11-04,0.123,423
"Karnes",2020-11-04,0.044,252
"Kaufman",2020-11-04,0.113,4485
"Kendall",2020-11-04,0.049,819
"Kenedy",2020-11-04,NA,NA
"Kent",2020-11-04,NA,NA
"Kerr",2020-11-04,0.034,933
"Kimble",2020-11-04,0.145,55
"King",2020-11-04,NA,NA
"Kinney",2020-11-04,0.038,79
"Kleberg",2020-11-04,0.083,1011
"Knox",2020-11-04,NA,NA
"La Salle",2020-11-04,0.041,222
"Lamar",2020-11-04,0.153,945
"Lamb",2020-11-04,0.257,284
"Lampasas",2020-11-04,0.058,800
"Lavaca",2020-11-04,0.259,425
"Lee",2020-11-04,0.052,270
"Leon",2020-11-04,0.097,433
"Liberty",2020-11-04,0.058,1788
"Limestone",2020-11-04,0.03,2212
"Lipscomb",2020-11-04,0.1,20
"Live Oak",2020-11-04,0.089,180
"Llano",2020-11-04,0.07,1030
"Loving",2020-11-04,NA,NA
"Lubbock",2020-11-04,0.185,14429
"Lynn",2020-11-04,0.228,127
"Madison",2020-11-04,0.075,428
"Marion",2020-11-04,0.088,148
"Martin",2020-11-04,0.051,39
"Mason",2020-11-04,0.037,81
"Matagorda",2020-11-04,0.063,683
"Maverick",2020-11-04,0.125,2812
"McCulloch",2020-11-04,0.062,274
"McLennan",2020-11-04,0.067,16135
"McMullen",2020-11-04,NA,NA
"Medina",2020-11-04,0.059,846
"Menard",2020-11-04,0.104,241
"Midland",2020-11-04,0.207,2145
"Milam",2020-11-04,0.032,853
"Mills",2020-11-04,0.055,456
"Mitchell",2020-11-04,0.268,231
"Montague",2020-11-04,0.149,518
"Montgomery",2020-11-04,0.094,13695
"Moore",2020-11-04,0.299,167
"Morris",2020-11-04,0.142,225
"Motley",2020-11-04,NA,NA
"Nacogdoches",2020-11-04,0.056,1594
"Navarro",2020-11-04,0.056,1209
"Newton",2020-11-04,0.073,96
"Nolan",2020-11-04,0.177,413
"Nueces",2020-11-04,0.07,6684
"Ochiltree",2020-11-04,0.192,26
"Oldham",2020-11-04,0.276,29
"Orange",2020-11-04,0.054,1139
"Palo Pinto",2020-11-04,0.136,705
"Panola",2020-11-04,0.166,349
"Parker",2020-11-04,0.133,2768
"Parmer",2020-11-04,0.31,87
"Pecos",2020-11-04,0.151,451
"Polk",2020-11-04,0.082,721
"Potter",2020-11-04,0.2,3525
"Presidio",2020-11-04,0.109,893
"Rains",2020-11-04,0.085,129
"Randall",2020-11-04,0.237,3194
"Reagan",2020-11-04,0.148,54
"Real",2020-11-04,0.043,47
"Red River",2020-11-04,0.022,370
"Reeves",2020-11-04,0.138,246
"Refugio",2020-11-04,0.07,71
"Roberts",2020-11-04,NA,NA
"Robertson",2020-11-04,0.039,671
"Rockwall",2020-11-04,0.08,4213
"Runnels",2020-11-04,0.088,296
"Rusk",2020-11-04,0.18,529
"Sabine",2020-11-04,0.12,208
"San Augustine",2020-11-04,0.138,297
"San Jacinto",2020-11-04,0.058,240
"San Patricio",2020-11-04,0.071,764
"San Saba",2020-11-04,0.126,190
"Schleicher",2020-11-04,0.114,44
"Scurry",2020-11-04,0.236,2009
"Shackelford",2020-11-04,0.131,61
"Shelby",2020-11-04,0.062,518
"Sherman",2020-11-04,NA,NA
"Smith",2020-11-04,0.096,9072
"Somervell",2020-11-04,0.228,145
"Starr",2020-11-04,0.092,1177
"Stephens",2020-11-04,0.153,111
"Sterling",2020-11-04,0.303,33
"Stonewall",2020-11-04,NA,NA
"Sutton",2020-11-04,0.2,70
"Swisher",2020-11-04,0.332,229
"Tarrant",2020-11-04,0.126,60224
"Taylor",2020-11-04,0.094,5107
"Terrell",2020-11-04,NA,NA
"Terry",2020-11-04,0.411,141
"Throckmorton",2020-11-04,NA,NA
"Titus",2020-11-04,0.08,659
"Tom Green",2020-11-04,0.08,3298
"Travis",2020-11-04,0.046,38326
"Trinity",2020-11-04,0.022,369
"Tyler",2020-11-04,0.091,241
"Upshur",2020-11-04,0.11,529
"Upton",2020-11-04,0.03,33
"Uvalde",2020-11-04,0.056,750
"Val Verde",2020-11-04,0.086,2741
"Van Zandt",2020-11-04,0.167,880
"Victoria",2020-11-04,0.11,1009
"Walker",2020-11-04,0.102,2736
"Waller",2020-11-04,0.069,1106
"Ward",2020-11-04,0.181,199
"Washington",2020-11-04,0.066,1612
"Webb",2020-11-04,0.098,11371
"Wharton",2020-11-04,0.105,954
"Wheeler",2020-11-04,0.479,73
"Wichita",2020-11-04,0.165,5746
"Wilbarger",2020-11-04,0.114,1065
"Willacy",2020-11-04,0.103,919
"Williamson",2020-11-04,0.046,16881
"Wilson",2020-11-04,0.042,967
"Winkler",2020-11-04,0.1,40
"Wise",2020-11-04,0.125,2131
"Wood",2020-11-04,0.159,828
"Yoakum",2020-11-04,0.161,62
"Young",2020-11-04,0.196,347
"Zapata",2020-11-04,0.066,259
"Zavala",2020-11-04,0.176,370
"Anderson",2020-11-11,0.091,1728
"Andrews",2020-11-11,0.211,440
"Angelina",2020-11-11,0.049,1626
"Aransas",2020-11-11,0.073,218
"Archer",2020-11-11,0.196,158
"Armstrong",2020-11-11,0.362,69
"Atascosa",2020-11-11,0.095,950
"Austin",2020-11-11,0.054,644
"Bailey",2020-11-11,0.5,50
"Bandera",2020-11-11,0.036,333
"Bastrop",2020-11-11,0.066,1807
"Baylor",2020-11-11,0.091,66
"Bee",2020-11-11,0.18,440
"Bell",2020-11-11,0.055,12217
"Bexar",2020-11-11,0.077,51321
"Blanco",2020-11-11,0.031,223
"Borden",2020-11-11,NA,NA
"Bosque",2020-11-11,0.082,515
"Bowie",2020-11-11,0.179,2823
"Brazoria",2020-11-11,0.084,9640
"Brazos",2020-11-11,0.075,10817
"Brewster",2020-11-11,0.144,682
"Briscoe",2020-11-11,0.324,37
"Brooks",2020-11-11,0.062,464
"Brown",2020-11-11,0.103,946
"Burleson",2020-11-11,0.107,476
"Burnet",2020-11-11,0.083,1441
"Caldwell",2020-11-11,0.066,949
"Calhoun",2020-11-11,0.053,375
"Callahan",2020-11-11,0.114,446
"Cameron",2020-11-11,0.088,7229
"Camp",2020-11-11,0.106,216
"Carson",2020-11-11,0.337,101
"Cass",2020-11-11,0.134,831
"Castro",2020-11-11,0.134,202
"Chambers",2020-11-11,0.069,569
"Cherokee",2020-11-11,0.036,1148
"Childress",2020-11-11,0.23,244
"Clay",2020-11-11,0.22,250
"Cochran",2020-11-11,0.382,55
"Coke",2020-11-11,0.25,56
"Coleman",2020-11-11,0.362,196
"Collin",2020-11-11,0.099,34178
"Collingsworth",2020-11-11,0.397,73
"Colorado",2020-11-11,0.128,296
"Comal",2020-11-11,0.069,2986
"Comanche",2020-11-11,0.111,207
"Concho",2020-11-11,0.043,94
"Cooke",2020-11-11,0.113,1182
"Coryell",2020-11-11,0.06,2984
"Cottle",2020-11-11,0.333,66
"Crane",2020-11-11,0.035,340
"Crockett",2020-11-11,0.13,23
"Crosby",2020-11-11,0.324,182
"Culberson",2020-11-11,0.301,73
"Dallam",2020-11-11,0.314,51
"Dallas",2020-11-11,0.132,85967
"Dawson",2020-11-11,0.206,214
"DeWitt",2020-11-11,0.124,186
"Deaf Smith",2020-11-11,0.414,222
"Delta",2020-11-11,0.077,78
"Denton",2020-11-11,0.112,26790
"Dickens",2020-11-11,NA,NA
"Dimmit",2020-11-11,0.134,232
"Donley",2020-11-11,0.242,66
"Duval",2020-11-11,0.072,1242
"Eastland",2020-11-11,0.171,222
"Ector",2020-11-11,0.233,3811
"Edwards",2020-11-11,NA,NA
"El Paso",2020-11-11,0.258,71788
"Ellis",2020-11-11,0.134,6210
"Erath",2020-11-11,0.158,709
"Falls",2020-11-11,0.099,748
"Fannin",2020-11-11,0.124,1605
"Fayette",2020-11-11,0.103,427
"Fisher",2020-11-11,0.206,97
"Floyd",2020-11-11,0.274,113
"Foard",2020-11-11,0.136,44
"Fort Bend",2020-11-11,0.073,20314
"Franklin",2020-11-11,0.166,205
"Freestone",2020-11-11,0.052,543
"Frio",2020-11-11,0.057,471
"Gaines",2020-11-11,0.254,181
"Galveston",2020-11-11,0.071,10620
"Garza",2020-11-11,0.211,109
"Gillespie",2020-11-11,0.123,391
"Glasscock",2020-11-11,NA,NA
"Goliad",2020-11-11,0.078,64
"Gonzales",2020-11-11,0.09,476
"Gray",2020-11-11,0.314,579
"Grayson",2020-11-11,0.126,5552
"Gregg",2020-11-11,0.121,3388
"Grimes",2020-11-11,0.066,922
"Guadalupe",2020-11-11,0.072,2319
"Hale",2020-11-11,0.216,546
"Hall",2020-11-11,0.363,113
"Hamilton",2020-11-11,0.076,328
"Hansford",2020-11-11,0.294,51
"Hardeman",2020-11-11,0.231,65
"Hardin",2020-11-11,0.116,543
"Harris",2020-11-11,0.08,132102
"Harrison",2020-11-11,0.107,1182
"Hartley",2020-11-11,NA,NA
"Haskell",2020-11-11,0.111,27
"Hays",2020-11-11,0.062,9826
"Hemphill",2020-11-11,0.036,110
"Henderson",2020-11-11,0.169,1252
"Hidalgo",2020-11-11,0.111,18389
"Hill",2020-11-11,0.114,1752
"Hockley",2020-11-11,0.295,543
"Hood",2020-11-11,0.102,1514
"Hopkins",2020-11-11,0.094,1044
"Houston",2020-11-11,0.05,501
"Howard",2020-11-11,0.069,652
"Hudspeth",2020-11-11,0.159,290
"Hunt",2020-11-11,0.109,1723
"Hutchinson",2020-11-11,0.378,695
"Irion",2020-11-11,NA,NA
"Jack",2020-11-11,0.188,165
"Jackson",2020-11-11,0.188,224
"Jasper",2020-11-11,0.047,361
"Jeff Davis",2020-11-11,0.103,145
"Jefferson",2020-11-11,0.084,6551
"Jim Hogg",2020-11-11,0.026,1026
"Jim Wells",2020-11-11,0.107,2377
"Johnson",2020-11-11,0.134,5274
"Jones",2020-11-11,0.131,541
"Karnes",2020-11-11,0.061,293
"Kaufman",2020-11-11,0.141,4403
"Kendall",2020-11-11,0.05,854
"Kenedy",2020-11-11,NA,NA
"Kent",2020-11-11,NA,NA
"Kerr",2020-11-11,0.053,1238
"Kimble",2020-11-11,0.167,42
"King",2020-11-11,NA,NA
"Kinney",2020-11-11,0.034,89
"Kleberg",2020-11-11,0.123,856
"Knox",2020-11-11,NA,NA
"La Salle",2020-11-11,0.027,299
"Lamar",2020-11-11,0.152,877
"Lamb",2020-11-11,0.268,231
"Lampasas",2020-11-11,0.06,637
"Lavaca",2020-11-11,0.251,362
"Lee",2020-11-11,0.077,273
"Leon",2020-11-11,0.101,367
"Liberty",2020-11-11,0.067,1622
"Limestone",2020-11-11,0.04,1468
"Lipscomb",2020-11-11,NA,NA
"Live Oak",2020-11-11,0.048,165
"Llano",2020-11-11,0.087,812
"Loving",2020-11-11,NA,NA
"Lubbock",2020-11-11,0.202,13413
"Lynn",2020-11-11,0.314,153
"Madison",2020-11-11,0.178,241
"Marion",2020-11-11,0.118,136
"Martin",2020-11-11,0.167,48
"Mason",2020-11-11,0.078,64
"Matagorda",2020-11-11,0.075,689
"Maverick",2020-11-11,0.127,2434
"McCulloch",2020-11-11,0.073,191
"McLennan",2020-11-11,0.093,13917
"McMullen",2020-11-11,NA,NA
"Medina",2020-11-11,0.064,853
"Menard",2020-11-11,0.08,138
"Midland",2020-11-11,0.227,2376
"Milam",2020-11-11,0.045,740
"Mills",2020-11-11,0.115,270
"Mitchell",2020-11-11,0.25,192
"Montague",2020-11-11,0.199,633
"Montgomery",2020-11-11,0.1,13616
"Moore",2020-11-11,0.159,289
"Morris",2020-11-11,0.145,249
"Motley",2020-11-11,NA,NA
"Nacogdoches",2020-11-11,0.068,1170
"Navarro",2020-11-11,0.093,968
"Newton",2020-11-11,0.088,80
"Nolan",2020-11-11,0.155,336
"Nueces",2020-11-11,0.1,7651
"Ochiltree",2020-11-11,0.29,31
"Oldham",2020-11-11,0.184,38
"Orange",2020-11-11,0.063,1076
"Palo Pinto",2020-11-11,0.122,729
"Panola",2020-11-11,0.16,350
"Parker",2020-11-11,0.171,2877
"Parmer",2020-11-11,0.287,87
"Pecos",2020-11-11,0.099,466
"Polk",2020-11-11,0.101,696
"Potter",2020-11-11,0.227,2940
"Presidio",2020-11-11,0.102,891
"Rains",2020-11-11,0.098,143
"Randall",2020-11-11,0.264,2851
"Reagan",2020-11-11,0.295,44
"Real",2020-11-11,0.017,59
"Red River",2020-11-11,0.048,230
"Reeves",2020-11-11,0.192,386
"Refugio",2020-11-11,0.085,82
"Roberts",2020-11-11,NA,NA
"Robertson",2020-11-11,0.049,493
"Rockwall",2020-11-11,0.1,4456
"Runnels",2020-11-11,0.139,251
"Rusk",2020-11-11,0.173,556
"Sabine",2020-11-11,0.108,212
"San Augustine",2020-11-11,0.07,313
"San Jacinto",2020-11-11,0.076,224
"San Patricio",2020-11-11,0.118,892
"San Saba",2020-11-11,0.151,192
"Schleicher",2020-11-11,0.265,34
"Scurry",2020-11-11,0.241,2039
"Shackelford",2020-11-11,0.2,40
"Shelby",2020-11-11,0.047,425
"Sherman",2020-11-11,NA,NA
"Smith",2020-11-11,0.112,7914
"Somervell",2020-11-11,0.211,256
"Starr",2020-11-11,0.123,1364
"Stephens",2020-11-11,0.174,155
"Sterling",2020-11-11,0.258,31
"Stonewall",2020-11-11,NA,NA
"Sutton",2020-11-11,0.239,71
"Swisher",2020-11-11,0.445,173
"Tarrant",2020-11-11,0.144,62905
"Taylor",2020-11-11,0.098,6715
"Terrell",2020-11-11,0.078,116
"Terry",2020-11-11,0.32,128
"Throckmorton",2020-11-11,NA,NA
"Titus",2020-11-11,0.103,806
"Tom Green",2020-11-11,0.119,3142
"Travis",2020-11-11,0.052,39421
"Trinity",2020-11-11,0.022,314
"Tyler",2020-11-11,0.039,307
"Upshur",2020-11-11,0.137,502
"Upton",2020-11-11,0.152,33
"Uvalde",2020-11-11,0.066,1174
"Val Verde",2020-11-11,0.09,2650
"Van Zandt",2020-11-11,0.204,889
"Victoria",2020-11-11,0.145,1119
"Walker",2020-11-11,0.104,2714
"Waller",2020-11-11,0.064,1018
"Ward",2020-11-11,0.194,222
"Washington",2020-11-11,0.1,1914
"Webb",2020-11-11,0.116,13898
"Wharton",2020-11-11,0.126,923
"Wheeler",2020-11-11,0.416,178
"Wichita",2020-11-11,0.167,5463
"Wilbarger",2020-11-11,0.177,944
"Willacy",2020-11-11,0.077,840
"Williamson",2020-11-11,0.055,16641
"Wilson",2020-11-11,0.067,819
"Winkler",2020-11-11,0.182,44
"Wise",2020-11-11,0.16,2274
"Wood",2020-11-11,0.154,799
"Yoakum",2020-11-11,0.203,74
"Young",2020-11-11,0.151,391
"Zapata",2020-11-11,0.09,456
"Zavala",2020-11-11,0.198,389
"Anderson",2020-11-18,0.125,1932
"Andrews",2020-11-18,0.272,372
"Angelina",2020-11-18,0.124,1829
"Aransas",2020-11-18,0.086,372
"Archer",2020-11-18,0.288,219
"Armstrong",2020-11-18,0.435,85
"Atascosa",2020-11-18,0.118,1387
"Austin",2020-11-18,0.085,884
"Bailey",2020-11-18,0.5,52
"Bandera",2020-11-18,0.09,387
"Bastrop",2020-11-18,0.072,2754
"Baylor",2020-11-18,0.25,20
"Bee",2020-11-18,0.151,595
"Bell",2020-11-18,0.086,15109
"Bexar",2020-11-18,0.101,63801
"Blanco",2020-11-18,0.07,341
"Borden",2020-11-18,NA,NA
"Bosque",2020-11-18,0.119,664
"Bowie",2020-11-18,0.183,2723
"Brazoria",2020-11-18,0.1,11271
"Brazos",2020-11-18,0.095,14645
"Brewster",2020-11-18,0.184,1257
"Briscoe",2020-11-18,0.386,44
"Brooks",2020-11-18,0.131,160
"Brown",2020-11-18,0.178,1115
"Burleson",2020-11-18,0.126,601
"Burnet",2020-11-18,0.125,1626
"Caldwell",2020-11-18,0.101,1231
"Calhoun",2020-11-18,0.081,382
"Callahan",2020-11-18,0.134,486
"Cameron",2020-11-18,0.111,7728
"Camp",2020-11-18,0.123,349
"Carson",2020-11-18,0.321,134
"Cass",2020-11-18,0.14,649
"Castro",2020-11-18,0.208,101
"Chambers",2020-11-18,0.104,789
"Cherokee",2020-11-18,0.063,749
"Childress",2020-11-18,0.301,249
"Clay",2020-11-18,0.349,332
"Cochran",2020-11-18,0.359,64
"Coke",2020-11-18,0.18,61
"Coleman",2020-11-18,0.368,223
"Collin",2020-11-18,0.112,42782
"Collingsworth",2020-11-18,0.451,91
"Colorado",2020-11-18,0.155,626
"Comal",2020-11-18,0.088,3899
"Comanche",2020-11-18,0.131,252
"Concho",2020-11-18,0.173,75
"Cooke",2020-11-18,0.151,1608
"Coryell",2020-11-18,0.101,4287
"Cottle",2020-11-18,0.356,45
"Crane",2020-11-18,0.048,248
"Crockett",2020-11-18,NA,NA
"Crosby",2020-11-18,0.294,194
"Culberson",2020-11-18,0.198,242
"Dallam",2020-11-18,0.283,53
"Dallas",2020-11-18,0.147,105683
"Dawson",2020-11-18,0.167,240
"DeWitt",2020-11-18,0.221,249
"Deaf Smith",2020-11-18,0.411,275
"Delta",2020-11-18,0.09,100
"Denton",2020-11-18,0.131,33232
"Dickens",2020-11-18,NA,NA
"Dimmit",2020-11-18,0.11,610
"Donley",2020-11-18,0.264,72
"Duval",2020-11-18,0.09,1230
"Eastland",2020-11-18,0.216,250
"Ector",2020-11-18,0.293,3932
"Edwards",2020-11-18,0.312,32
"El Paso",2020-11-18,0.257,79290
"Ellis",2020-11-18,0.159,8460
"Erath",2020-11-18,0.184,740
"Falls",2020-11-18,0.158,815
"Fannin",2020-11-18,0.12,1709
"Fayette",2020-11-18,0.154,572
"Fisher",2020-11-18,0.239,71
"Floyd",2020-11-18,0.32,100
"Foard",2020-11-18,NA,NA
"Fort Bend",2020-11-18,0.086,25194
"Franklin",2020-11-18,0.152,243
"Freestone",2020-11-18,0.04,405
"Frio",2020-11-18,0.102,509
"Gaines",2020-11-18,0.223,193
"Galveston",2020-11-18,0.089,10604
"Garza",2020-11-18,0.266,64
"Gillespie",2020-11-18,0.143,1692
"Glasscock",2020-11-18,NA,NA
"Goliad",2020-11-18,0.106,85
"Gonzales",2020-11-18,0.114,615
"Gray",2020-11-18,0.328,625
"Grayson",2020-11-18,0.137,7094
"Gregg",2020-11-18,0.155,3850
"Grimes",2020-11-18,0.105,1074
"Guadalupe",2020-11-18,0.091,2733
"Hale",2020-11-18,0.285,603
"Hall",2020-11-18,0.438,128
"Hamilton",2020-11-18,0.118,389
"Hansford",2020-11-18,0.341,41
"Hardeman",2020-11-18,0.267,60
"Hardin",2020-11-18,0.12,583
"Harris",2020-11-18,0.094,157801
"Harrison",2020-11-18,0.14,1208
"Hartley",2020-11-18,NA,NA
"Haskell",2020-11-18,0.176,34
"Hays",2020-11-18,0.081,12656
"Hemphill",2020-11-18,0.068,59
"Henderson",2020-11-18,0.198,1462
"Hidalgo",2020-11-18,0.127,18287
"Hill",2020-11-18,0.139,2448
"Hockley",2020-11-18,0.396,755
"Hood",2020-11-18,0.145,1954
"Hopkins",2020-11-18,0.097,1327
"Houston",2020-11-18,0.112,554
"Howard",2020-11-18,0.106,710
"Hudspeth",2020-11-18,0.218,340
"Hunt",2020-11-18,0.116,2037
"Hutchinson",2020-11-18,0.42,892
"Irion",2020-11-18,NA,NA
"Jack",2020-11-18,0.225,204
"Jackson",2020-11-18,0.241,294
"Jasper",2020-11-18,0.053,341
"Jeff Davis",2020-11-18,0.094,212
"Jefferson",2020-11-18,0.094,7276
"Jim Hogg",2020-11-18,0.031,989
"Jim Wells",2020-11-18,0.135,2050
"Johnson",2020-11-18,0.166,6378
"Jones",2020-11-18,0.113,564
"Karnes",2020-11-18,0.096,332
"Kaufman",2020-11-18,0.163,5349
"Kendall",2020-11-18,0.071,1044
"Kenedy",2020-11-18,NA,NA
"Kent",2020-11-18,NA,NA
"Kerr",2020-11-18,0.07,1323
"Kimble",2020-11-18,0.157,102
"King",2020-11-18,NA,NA
"Kinney",2020-11-18,0.038,133
"Kleberg",2020-11-18,0.151,1007
"Knox",2020-11-18,NA,NA
"La Salle",2020-11-18,0.044,408
"Lamar",2020-11-18,0.139,1703
"Lamb",2020-11-18,0.36,394
"Lampasas",2020-11-18,0.084,766
"Lavaca",2020-11-18,0.264,443
"Lee",2020-11-18,0.176,323
"Leon",2020-11-18,0.081,322
"Liberty",2020-11-18,0.114,1840
"Limestone",2020-11-18,0.117,951
"Lipscomb",2020-11-18,NA,NA
"Live Oak",2020-11-18,0.08,249
"Llano",2020-11-18,0.089,898
"Loving",2020-11-18,NA,NA
"Lubbock",2020-11-18,0.218,15926
"Lynn",2020-11-18,0.336,146
"Madison",2020-11-18,0.239,327
"Marion",2020-11-18,0.132,167
"Martin",2020-11-18,0.293,99
"Mason",2020-11-18,0.081,86
"Matagorda",2020-11-18,0.126,904
"Maverick",2020-11-18,0.149,2034
"McCulloch",2020-11-18,0.1,231
"McLennan",2020-11-18,0.123,17071
"McMullen",2020-11-18,NA,NA
"Medina",2020-11-18,0.101,1100
"Menard",2020-11-18,0.163,98
"Midland",2020-11-18,0.25,2996
"Milam",2020-11-18,0.06,836
"Mills",2020-11-18,0.125,280
"Mitchell",2020-11-18,0.265,166
"Montague",2020-11-18,0.264,740
"Montgomery",2020-11-18,0.12,16921
"Moore",2020-11-18,0.232,400
"Morris",2020-11-18,0.132,295
"Motley",2020-11-18,0.45,20
"Nacogdoches",2020-11-18,0.145,1258
"Navarro",2020-11-18,0.129,1038
"Newton",2020-11-18,0.104,77
"Nolan",2020-11-18,0.287,331
"Nueces",2020-11-18,0.128,10152
"Ochiltree",2020-11-18,0.182,33
"Oldham",2020-11-18,0.317,63
"Orange",2020-11-18,0.098,1280
"Palo Pinto",2020-11-18,0.207,856
"Panola",2020-11-18,0.161,386
"Parker",2020-11-18,0.202,4241
"Parmer",2020-11-18,0.376,85
"Pecos",2020-11-18,0.128,484
"Polk",2020-11-18,0.106,789
"Potter",2020-11-18,0.253,2730
"Presidio",2020-11-18,0.141,927
"Rains",2020-11-18,0.176,176
"Randall",2020-11-18,0.277,3029
"Reagan",2020-11-18,0.536,28
"Real",2020-11-18,0.026,77
"Red River",2020-11-18,0.039,231
"Reeves",2020-11-18,0.185,378
"Refugio",2020-11-18,0.147,116
"Roberts",2020-11-18,NA,NA
"Robertson",2020-11-18,0.08,449
"Rockwall",2020-11-18,0.113,6179
"Runnels",2020-11-18,0.12,258
"Rusk",2020-11-18,0.191,980
"Sabine",2020-11-18,0.05,357
"San Augustine",2020-11-18,0.03,404
"San Jacinto",2020-11-18,0.073,341
"San Patricio",2020-11-18,0.166,1184
"San Saba",2020-11-18,0.282,202
"Schleicher",2020-11-18,0.354,48
"Scurry",2020-11-18,0.311,1445
"Shackelford",2020-11-18,0.161,31
"Shelby",2020-11-18,0.082,376
"Sherman",2020-11-18,NA,NA
"Smith",2020-11-18,0.142,7108
"Somervell",2020-11-18,0.221,262
"Starr",2020-11-18,0.158,1695
"Stephens",2020-11-18,0.119,143
"Sterling",2020-11-18,0.333,33
"Stonewall",2020-11-18,NA,NA
"Sutton",2020-11-18,0.282,117
"Swisher",2020-11-18,0.404,141
"Tarrant",2020-11-18,0.168,84372
"Taylor",2020-11-18,0.105,6235
"Terrell",2020-11-18,0.061,115
"Terry",2020-11-18,0.328,195
"Throckmorton",2020-11-18,NA,NA
"Titus",2020-11-18,0.1,1498
"Tom Green",2020-11-18,0.13,4479
"Travis",2020-11-18,0.064,48487
"Trinity",2020-11-18,0.046,395
"Tyler",2020-11-18,0.061,328
"Upshur",2020-11-18,0.162,582
"Upton",2020-11-18,0.241,29
"Uvalde",2020-11-18,0.097,1589
"Val Verde",2020-11-18,0.104,3087
"Van Zandt",2020-11-18,0.255,1052
"Victoria",2020-11-18,0.185,1513
"Walker",2020-11-18,0.107,3396
"Waller",2020-11-18,0.086,1285
"Ward",2020-11-18,0.183,246
"Washington",2020-11-18,0.1,2957
"Webb",2020-11-18,0.135,21325
"Wharton",2020-11-18,0.16,1211
"Wheeler",2020-11-18,0.437,135
"Wichita",2020-11-18,0.212,6600
"Wilbarger",2020-11-18,0.324,740
"Willacy",2020-11-18,0.082,684
"Williamson",2020-11-18,0.073,21381
"Wilson",2020-11-18,0.084,1269
"Winkler",2020-11-18,0.323,62
"Wise",2020-11-18,0.189,2698
"Wood",2020-11-18,0.179,912
"Yoakum",2020-11-18,0.328,137
"Young",2020-11-18,0.086,371
"Zapata",2020-11-18,0.131,834
"Zavala",2020-11-18,0.164,829
"Anderson",2020-11-25,0.117,2289
"Andrews",2020-11-25,0.275,305
"Angelina",2020-11-25,0.127,3126
"Aransas",2020-11-25,0.082,501
"Archer",2020-11-25,0.267,202
"Armstrong",2020-11-25,0.391,64
"Atascosa",2020-11-25,0.112,1855
"Austin",2020-11-25,0.091,1030
"Bailey",2020-11-25,0.364,44
"Bandera",2020-11-25,0.076,523
"Bastrop",2020-11-25,0.067,3747
"Baylor",2020-11-25,0.304,23
"Bee",2020-11-25,0.124,683
"Bell",2020-11-25,0.093,17112
"Bexar",2020-11-25,0.106,78013
"Blanco",2020-11-25,0.076,474
"Borden",2020-11-25,NA,NA
"Bosque",2020-11-25,0.128,696
"Bowie",2020-11-25,0.172,2930
"Brazoria",2020-11-25,0.093,13713
"Brazos",2020-11-25,0.062,20051
"Brewster",2020-11-25,0.136,1756
"Briscoe",2020-11-25,0.45,40
"Brooks",2020-11-25,0.025,869
"Brown",2020-11-25,0.127,1750
"Burleson",2020-11-25,0.105,778
"Burnet",2020-11-25,0.138,2240
"Caldwell",2020-11-25,0.11,1774
"Calhoun",2020-11-25,0.079,556
"Callahan",2020-11-25,0.129,427
"Cameron",2020-11-25,0.122,10050
"Camp",2020-11-25,0.134,447
"Carson",2020-11-25,0.365,156
"Cass",2020-11-25,0.109,749
"Castro",2020-11-25,0.304,115
"Chambers",2020-11-25,0.115,1005
"Cherokee",2020-11-25,0.115,620
"Childress",2020-11-25,0.397,302
"Clay",2020-11-25,0.325,394
"Cochran",2020-11-25,0.333,90
"Coke",2020-11-25,0.169,71
"Coleman",2020-11-25,0.314,223
"Collin",2020-11-25,0.091,52700
"Collingsworth",2020-11-25,0.453,117
"Colorado",2020-11-25,0.17,725
