"District","Date","LEA","Total_Enrollment","Approximate_Enrollment","Cases_Weekly_GRADE_EE_3","Cases_Weekly_GRADE_4_6","Cases_Weekly_GRADE_7_12","Cases_Weekly_Staff","Infections_Weekly_On_Campus","Infections_Weekly_Off_Campus","Infections_Weekly_Unknown","Cases_Cumulative_GRADE_EE_3","Cases_Cumulative_GRADE_4_6","Cases_Cumulative_GRADE_7_12","Cases_Cumulative_Staff","Infections_Cumulative_On_Campus","Infections_Cumulative_Off_Campus","Infections_Cumulative_Unknown"
"Martinsville ISD",2020-11-01,174909,"339",319,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Mason ISD",2020-11-01,157901,"716",696,0,0,1,1,0,2,0,2,1,3,5,0,11,0
"Matagorda ISD",2020-11-01,158904,"106",98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathis ISD",2020-11-01,205904,"1451",826,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,0,4,5
"Maud ISD",2020-11-01,19903,"473",408,0,0,0,1,0,0,1,1,1,5,6,0,2,11
"May ISD",2020-11-01,25905,"252",242,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,3,0
"Maypearl ISD",2020-11-01,70915,"1238",1157,1,0,0,0,0,1,0,2,1,9,2,0,11,3
"Mcallen ISD",2020-11-01,108906,"21599",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mccamey ISD",2020-11-01,231901,"516",460,NA,NA,NA,NA,NA,NA,NA,0,0,2,1,0,2,1
"Mcdade ISD",2020-11-01,11905,"335",144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mcgregor ISD",2020-11-01,161909,"1467",1044,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,0,0,6
"Mckinney ISD",2020-11-01,43907,"23271",15219,1,1,5,4,0,0,11,24,16,65,26,0,11,120
"Mclean ISD",2020-11-01,90903,"204",199,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1
"Mcleod ISD",2020-11-01,34906,"407",381,1,0,0,0,0,1,0,1,2,10,9,1,17,4
"Mcmullen County ISD",2020-11-01,162904,"268",265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Meadow ISD",2020-11-01,223902,"267",243,NA,NA,NA,NA,NA,NA,NA,0,1,5,1,0,4,3
"Meadowland Charter District",2020-11-01,130801,"72",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Medina ISD",2020-11-01,10901,"276",267,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Medina Valley ISD",2020-11-01,163908,"6086",3464,0,0,0,2,0,2,0,2,2,7,3,0,14,0
"Melissa ISD",2020-11-01,43908,"4017",2968,NA,NA,NA,NA,NA,NA,NA,3,2,12,11,0,22,6
"Memphis ISD",2020-11-01,96904,"447",418,0,0,1,0,0,1,0,0,0,1,6,0,7,0
"Menard ISD",2020-11-01,164901,"271",259,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0
"Mercedes ISD",2020-11-01,108907,"4639",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Meridian ISD",2020-11-01,18902,"406",386,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,2,0
"Meridian World School Llc",2020-11-01,246801,"1697",365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Merkel ISD",2020-11-01,221904,"1133",996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mesquite ISD",2020-11-01,57914,"38349",20859,12,9,34,25,8,51,21,38,45,130,108,11,94,216
"Mexia ISD",2020-11-01,147903,"1838",1403,0,0,1,2,0,1,2,1,3,1,7,0,10,2
"Meyerpark Elementary",2020-11-01,101855,"258",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Meyersville ISD",2020-11-01,62906,"165",151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami ISD",2020-11-01,197902,"184",179,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0
"Midland Academy Charter School",2020-11-01,165802,"364",296,0,0,0,1,0,1,0,0,0,0,1,0,1,0
"Midland ISD",2020-11-01,165901,"25462",14275,1,8,20,30,0,0,59,22,26,113,121,0,20,262
"Midlothian ISD",2020-11-01,70908,"9802",7251,0,6,10,3,0,2,17,1,17,59,21,1,31,66
"Midway ISD",2020-11-01,39905,"132",131,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,0
"Midway ISD",2020-11-01,161903,"8254",6311,1,0,3,2,0,1,5,9,10,57,11,0,24,63
"Milano ISD",2020-11-01,166903,"400",341,NA,NA,NA,NA,NA,NA,NA,0,1,3,8,0,7,5
"Mildred ISD",2020-11-01,175910,"753",704,0,0,1,0,0,0,1,1,0,4,1,0,3,3
"Miles ISD",2020-11-01,200902,"468",444,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,1,2
"Milford ISD",2020-11-01,70909,"237",197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miller Grove ISD",2020-11-01,112907,"311",288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Millsap ISD",2020-11-01,184904,"1204",1037,0,0,1,0,0,1,0,2,2,10,4,1,6,11
"Mineola ISD",2020-11-01,250903,"1589",1400,0,0,1,1,0,2,0,1,2,7,4,1,12,1
"Mineral Wells ISD",2020-11-01,182903,"3130",2241,1,0,1,1,0,0,3,2,6,48,19,2,18,55
"Mission Cisd",2020-11-01,108908,"15048",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Monahans-Wickett-Pyote ISD",2020-11-01,238902,"2364",2142,0,0,5,3,1,1,6,0,2,9,15,5,10,11
"Montague ISD",2020-11-01,169908,"136",134,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Monte Alto ISD",2020-11-01,108915,"882",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montessori For All",2020-11-01,227826,"435",167,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1
"Montgomery ISD",2020-11-01,170903,"8987",7721,1,1,0,0,0,1,1,4,1,19,0,0,2,22
"Moody ISD",2020-11-01,161910,"651",549,0,1,2,0,0,2,1,2,3,3,6,1,4,9
"Moran ISD",2020-11-01,209902,"122",119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morgan ISD",2020-11-01,18903,"137",112,0,0,0,1,0,1,0,0,0,0,1,0,1,0
"Morgan Mill ISD",2020-11-01,72910,"128",125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morton ISD",2020-11-01,40901,"354",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Motley County ISD",2020-11-01,173901,"168",166,0,0,0,1,0,1,0,0,0,0,2,0,2,0
"Moulton ISD",2020-11-01,143902,"284",274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mount Calm ISD",2020-11-01,109910,"197",139,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1
"Mount Enterprise ISD",2020-11-01,201907,"395",362,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0
"Mount Pleasant ISD",2020-11-01,225902,"5316",4376,0,0,5,5,0,4,6,5,3,32,25,0,26,39
"Mount Vernon ISD",2020-11-01,80901,"1523",1309,1,0,4,2,2,0,5,7,5,38,14,18,21,25
"Muenster ISD",2020-11-01,49902,"523",489,NA,NA,NA,NA,NA,NA,NA,0,2,2,5,0,2,7
"Muleshoe ISD",2020-11-01,9901,"1346",1205,0,1,4,7,0,12,0,2,4,25,18,0,48,1
"Mullin ISD",2020-11-01,167902,"206",204,0,0,0,1,0,1,0,0,0,0,1,0,1,0
"Mumford ISD",2020-11-01,198906,"620",520,NA,NA,NA,NA,NA,NA,NA,2,0,4,1,0,1,6
"Munday Cisd",2020-11-01,138903,"366",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Murchison ISD",2020-11-01,107908,"168",159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nacogdoches ISD",2020-11-01,174904,"5915",3255,0,0,1,0,0,0,1,0,3,13,21,0,15,22
"Natalia ISD",2020-11-01,163903,"1050",665,0,0,0,1,0,0,1,0,1,14,2,0,2,15
"Navarro ISD",2020-11-01,94903,"1978",1631,0,0,1,1,0,1,1,1,0,1,5,0,5,2
"Navasota ISD",2020-11-01,93904,"2881",2311,0,0,1,0,0,0,1,0,4,5,6,0,4,11
"Nazareth ISD",2020-11-01,35903,"249",245,0,1,0,1,0,0,2,0,1,1,2,0,2,2
"Neches ISD",2020-11-01,1906,"317",313,NA,NA,NA,NA,NA,NA,NA,0,0,2,3,0,1,4
"Nederland ISD",2020-11-01,123905,"4978",3492,0,1,1,7,0,8,1,6,4,42,19,3,66,2
"Needville ISD",2020-11-01,79906,"3278",2474,3,1,3,0,0,0,7,4,2,7,0,0,2,11
"New Boston ISD",2020-11-01,19905,"1188",948,0,0,0,2,0,0,2,0,2,15,10,0,15,12
"New Braunfels ISD",2020-11-01,46901,"9247",5757,0,0,1,0,0,0,1,5,4,31,12,3,24,25
"New Caney ISD",2020-11-01,170908,"16059",9706,NA,NA,NA,NA,NA,NA,NA,4,6,51,38,0,9,90
"New Deal ISD",2020-11-01,152902,"758",467,0,0,5,5,0,2,8,2,3,20,12,1,6,30
"New Diana ISD",2020-11-01,230906,"1196",1088,0,1,0,1,0,0,2,2,3,21,8,0,11,23
"New Frontiers Public Schools Inc",2020-11-01,15805,"493",87,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"New Home ISD",2020-11-01,153905,"583",573,0,0,2,4,1,2,3,0,1,2,4,1,3,3
"New Summerfield ISD",2020-11-01,37908,"537",496,NA,NA,NA,NA,NA,NA,NA,0,0,3,1,0,1,3
"New Waverly ISD",2020-11-01,236901,"1035",754,NA,NA,NA,NA,NA,NA,NA,1,1,19,6,0,5,22
"Newcastle ISD",2020-11-01,252902,"212",208,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,2,0
"Newman International Academy Of Arlington",2020-11-01,220817,"3044",1385,0,1,1,3,0,5,0,2,2,7,8,0,17,2
"Newton ISD",2020-11-01,176902,"915",915,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0
"Nixon-Smiley Cisd",2020-11-01,89903,"967",808,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1
"Nocona ISD",2020-11-01,169902,"790",732,NA,NA,NA,NA,NA,NA,NA,0,0,13,10,0,2,21
"Nordheim ISD",2020-11-01,62902,"144",127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Normangee ISD",2020-11-01,145906,"603",543,NA,NA,NA,NA,NA,NA,NA,2,2,8,8,0,11,9
"North East ISD",2020-11-01,15910,"60091",10618,3,3,13,8,0,10,17,19,13,51,53,1,29,106
"North Hopkins ISD",2020-11-01,112906,"554",480,NA,NA,NA,NA,NA,NA,NA,0,2,7,6,0,1,14
"North Lamar ISD",2020-11-01,139911,"2353",1916,0,0,0,1,0,1,0,3,7,23,13,4,15,27
"North Texas Collegiate Academy",2020-11-01,61802,"631",526,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0
"North Zulch ISD",2020-11-01,154903,"297",252,0,0,2,1,0,0,3,1,0,4,2,0,3,4
"Northside ISD",2020-11-01,15915,"103238",18216,4,4,9,19,1,24,11,21,12,62,100,9,129,57
"Northside ISD",2020-11-01,244905,"243",239,NA,NA,NA,NA,NA,NA,NA,1,0,2,2,0,5,0
"Northwest ISD",2020-11-01,61911,"25235",18726,NA,NA,NA,NA,NA,NA,NA,14,16,82,1,0,5,108
"Nova Academy",2020-11-01,57809,"123",68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nova Academy Southeast",2020-11-01,57827,"601",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nueces Canyon Cisd",2020-11-01,69902,"247",223,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Nursery ISD",2020-11-01,235904,"145",138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nyos Charter School",2020-11-01,227804,"1070",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O'donnell ISD",2020-11-01,153903,"298",287,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,0,3,0
"Oakwood ISD",2020-11-01,145907,"174",157,0,0,0,1,0,1,0,0,0,0,1,0,1,0
"Odem-Edroy ISD",2020-11-01,205905,"855",500,NA,NA,NA,NA,NA,NA,NA,0,2,1,0,0,2,1
"Odyssey Academy Inc",2020-11-01,84802,"1273",634,0,0,0,1,0,1,0,0,0,1,3,2,2,0
"Oglesby ISD",2020-11-01,50904,"186",179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Olfen ISD",2020-11-01,200906,"140",132,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,1,1
"Olney ISD",2020-11-01,252903,"690",599,0,0,2,0,0,0,2,1,0,18,10,1,8,20
"Olton ISD",2020-11-01,140905,"558",517,NA,NA,NA,NA,NA,NA,NA,2,2,17,14,0,2,33
"Onalaska ISD",2020-11-01,187910,"1166",982,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,2,0
"Orange Grove ISD",2020-11-01,125903,"1715",1187,NA,NA,NA,NA,NA,NA,NA,1,0,3,2,0,2,4
"Orangefield ISD",2020-11-01,181905,"1801",1616,0,0,1,0,0,0,1,0,0,12,15,1,2,24
"Ore City ISD",2020-11-01,230903,"917",815,0,0,2,0,0,1,1,1,3,5,7,0,6,10
"Orenda Charter School",2020-11-01,14804,"1819",886,0,0,0,1,0,1,0,0,1,0,1,0,2,0
"Overton ISD",2020-11-01,201908,"467",407,1,0,0,0,0,1,0,1,0,2,6,0,2,7
"Paducah ISD",2020-11-01,51901,"186",143,0,1,0,2,0,0,3,0,1,1,3,0,2,3
"Paint Creek ISD",2020-11-01,104907,"92",92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paint Rock ISD",2020-11-01,48903,"246",203,NA,NA,NA,NA,NA,NA,NA,1,0,4,4,2,3,4
"Palacios ISD",2020-11-01,158905,"1278",940,NA,NA,NA,NA,NA,NA,NA,0,0,1,3,0,1,3
"Palestine ISD",2020-11-01,1907,"3384",2857,0,0,1,0,0,0,1,2,0,21,23,1,36,9
"Palmer ISD",2020-11-01,70910,"1283",1102,NA,NA,NA,NA,NA,NA,NA,0,0,4,0,0,0,4
"Palo Pinto ISD",2020-11-01,182906,"84",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pampa ISD",2020-11-01,90904,"3420",2854,0,0,0,1,0,1,0,1,0,10,15,0,16,10
"Panhandle ISD",2020-11-01,33902,"681",676,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,0,4,1
"Panola Charter School",2020-11-01,183801,"180",106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panther Creek Cisd",2020-11-01,42905,"157",127,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Paradise ISD",2020-11-01,249906,"1218",1168,NA,NA,NA,NA,NA,NA,NA,0,2,0,2,0,2,2
"Paris ISD",2020-11-01,139909,"3768",2495,0,0,2,4,1,0,5,3,8,28,24,4,3,56
"Pasadena ISD",2020-11-01,101917,"50397",18653,8,3,14,15,2,1,37,21,7,54,95,2,19,156
"Patton Springs ISD",2020-11-01,63906,"93",89,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,1,1
"Pawnee ISD",2020-11-01,13902,"185",129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pearland ISD",2020-11-01,20908,"20991",10416,1,1,8,1,0,0,11,7,5,40,14,3,8,55
"Pearsall ISD",2020-11-01,82903,"2123",779,1,1,0,1,0,0,3,1,1,3,7,0,0,12
"Peaster ISD",2020-11-01,184908,"1387",1303,NA,NA,NA,NA,NA,NA,NA,0,0,2,3,0,0,5
"Pecos-Barstow-Toyah ISD",2020-11-01,195901,"2688",1943,0,1,4,3,0,8,0,2,4,23,16,3,37,5
"Pegasus School Of Liberal Arts And Sciences",2020-11-01,57802,"503",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Penelope ISD",2020-11-01,109914,"217",196,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Perrin-Whitt Cisd",2020-11-01,119903,"322",308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Perryton ISD",2020-11-01,179901,"1936",1760,2,0,2,4,0,5,3,5,1,48,29,0,19,64
"Petersburg ISD",2020-11-01,95904,"283",250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Petrolia Cisd",2020-11-01,39903,"441",439,0,0,0,2,0,1,1,0,0,1,4,0,4,1
"Pettus ISD",2020-11-01,13903,"345",260,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,2,0
"Pewitt Cisd",2020-11-01,172905,"848",755,0,0,0,2,0,0,2,1,1,5,6,1,0,12
"Pflugerville ISD",2020-11-01,227904,"25295",6529,1,1,3,4,0,0,9,8,11,18,27,2,7,55
"Pharr-San Juan-Alamo ISD",2020-11-01,108909,"28212",86,1,0,4,6,0,5,6,2,1,10,57,8,31,31
"Pilot Point ISD",2020-11-01,61903,"1361",1042,NA,NA,NA,NA,NA,NA,NA,1,0,16,4,0,4,17
"Pine Tree ISD",2020-11-01,92904,"4528",3751,0,1,1,0,0,2,0,1,3,27,17,0,42,6
"Pineywoods Community Academy",2020-11-01,3801,"988",653,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,1,2
"Pioneer Technology & Arts Academy",2020-11-01,57850,"1615",996,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0
"Pittsburg ISD",2020-11-01,32902,"2395",2059,0,1,0,1,0,0,2,3,1,17,11,1,9,22
"Plains ISD",2020-11-01,251902,"435",409,1,0,0,1,0,0,2,1,0,3,2,0,0,6
"Plainview ISD",2020-11-01,95905,"4834",4125,NA,NA,NA,NA,NA,NA,NA,6,13,58,52,11,107,11
"Plano ISD",2020-11-01,43910,"50066",15174,7,14,20,17,0,35,23,58,39,108,82,0,140,147
"Pleasant Grove ISD",2020-11-01,19912,"2246",1945,0,1,0,0,0,1,0,1,7,31,16,0,34,21
"Pleasanton ISD",2020-11-01,7905,"3419",2211,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,0,5,3
"Plemons-Stinnett-Phillips Cisd",2020-11-01,117904,"673",637,0,1,2,1,0,4,0,0,2,13,9,0,20,4
"Point Isabel ISD",2020-11-01,31909,"2064",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ponder ISD",2020-11-01,61906,"1585",1283,1,1,0,0,0,0,2,1,2,2,0,0,3,2
"Poolville ISD",2020-11-01,184901,"540",540,1,0,0,1,0,2,0,1,0,0,1,0,2,0
"Por Vida Academy",2020-11-01,15801,"134",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Port Aransas ISD",2020-11-01,178908,"506",371,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,2,0
"Port Arthur ISD",2020-11-01,123907,"7824",983,1,0,2,2,0,5,0,3,0,6,13,2,20,0
"Port Neches-Groves ISD",2020-11-01,123908,"4941",4941,0,0,0,1,0,0,1,0,4,17,11,0,16,16
"Positive Solutions Charter School",2020-11-01,15814,"104",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Post ISD",2020-11-01,85902,"794",764,0,0,6,0,0,6,0,0,1,14,9,0,23,1
"Poteet ISD",2020-11-01,7906,"1590",570,NA,NA,NA,NA,NA,NA,NA,1,0,5,1,0,7,0
"Poth ISD",2020-11-01,247904,"841",779,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,2,1
"Pottsboro ISD",2020-11-01,91913,"1413",1225,0,0,0,1,0,0,1,0,3,14,7,1,17,6
"Prairie Lea ISD",2020-11-01,28906,"179",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prairie Valley ISD",2020-11-01,169909,"157",139,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1
"Prairiland ISD",2020-11-01,139912,"1050",971,0,0,3,0,0,1,2,1,2,11,5,2,7,10
"Premier High Schools",2020-11-01,72801,"6363",480,0,0,8,6,0,8,6,0,0,25,21,9,20,17
"Premont ISD",2020-11-01,125905,"690",480,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,1,1
"Presidio ISD",2020-11-01,189902,"1061",437,2,2,3,3,2,8,0,2,2,5,7,5,11,0
"Priddy ISD",2020-11-01,167904,"111",108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Princeton ISD",2020-11-01,43911,"5774",3980,0,1,6,5,0,4,8,8,11,39,20,9,35,34
"Pringle-Morse Cisd",2020-11-01,98903,"110",104,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,2,0
"Priority Charter Schools",2020-11-01,14803,"784",527,0,0,0,1,0,1,0,0,0,2,2,0,4,0
"Progreso ISD",2020-11-01,108910,"1480",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Promesa Academy Charter School",2020-11-01,15839,"198",63,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1
"Promesa Public Schools",2020-11-01,227824,"921",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Promise Community School",2020-11-01,101853,"1306",443,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Prosper ISD",2020-11-01,43912,"19012",12578,1,6,9,15,0,5,26,23,29,97,53,0,24,178
"Quanah ISD",2020-11-01,99903,"528",522,0,0,2,0,0,2,0,3,6,10,31,1,21,28
"Queen City ISD",2020-11-01,34907,"952",874,0,0,2,0,0,0,2,1,0,30,27,2,14,42
"Quinlan ISD",2020-11-01,116908,"2447",1508,0,0,0,3,0,3,0,2,1,4,11,0,16,2
"Quitman ISD",2020-11-01,250904,"1157",1001,NA,NA,NA,NA,NA,NA,NA,1,5,5,7,3,8,7
"Rains ISD",2020-11-01,190903,"NR",NA,1,0,0,2,0,3,0,3,0,5,9,1,12,4
"Ralls ISD",2020-11-01,54903,"457",425,0,0,1,1,0,0,2,0,0,4,6,1,1,8
"Ramirez Csd",2020-11-01,66005,"44",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranch Academy",2020-11-01,234801,"52",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Randolph Field ISD",2020-11-01,15906,"1420",953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranger ISD",2020-11-01,67907,"362",315,0,0,5,0,0,4,1,0,0,6,9,2,12,1
"Rankin ISD",2020-11-01,231902,"295",287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rapoport Academy Public School",2020-11-01,161802,"827",381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raul Yzaguirre Schools For Success",2020-11-01,101806,"1328",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raven School",2020-11-01,236801,"38",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raymondville ISD",2020-11-01,245903,"2085",465,1,0,0,2,0,0,3,2,1,3,22,1,2,25
"Reagan County ISD",2020-11-01,192901,"856",713,0,0,1,0,0,0,1,1,0,5,5,0,1,10
"Red Lick ISD",2020-11-01,19911,"517",483,8,0,0,4,0,0,12,8,7,0,6,0,3,18
"Red Oak ISD",2020-11-01,70911,"5962",3536,0,1,3,2,1,1,4,6,8,50,32,24,35,37
"Redwater ISD",2020-11-01,19906,"NR",NA,0,0,1,2,0,1,2,0,1,8,7,0,9,7
"Refugio ISD",2020-11-01,196903,"1259",588,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Reve Preparatory Charter School",2020-11-01,101876,"118",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ricardo ISD",2020-11-01,137902,"608",250,0,0,0,1,0,1,0,0,0,0,5,0,5,0
"Rice Cisd",2020-11-01,45903,"1235",833,1,0,0,0,0,0,1,1,2,1,1,0,1,4
"Rice ISD",2020-11-01,175911,"965",687,NA,NA,NA,NA,NA,NA,NA,3,2,6,0,0,4,7
"Richard Milburn Alter High School (Killeen)",2020-11-01,14801,"1924",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richards ISD",2020-11-01,93905,"177",136,0,0,0,1,0,0,1,0,0,0,1,0,0,1
"Richardson ISD",2020-11-01,57916,"37581",20603,6,5,19,9,0,0,39,44,42,87,78,0,1,250
"Richland Collegiate High School",2020-11-01,57840,"500",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richland Springs ISD",2020-11-01,206902,"109",108,0,0,0,1,0,0,1,0,0,0,2,0,1,1
"Riesel ISD",2020-11-01,161912,"644",577,1,0,1,0,0,1,1,1,1,8,3,2,6,5
"Rio Grande City Cisd",2020-11-01,214901,"10014",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rio Hondo ISD",2020-11-01,31911,"2127",404,NA,NA,NA,NA,NA,NA,NA,1,0,1,4,2,4,0
"Rio Vista ISD",2020-11-01,126907,"775",705,0,1,1,0,0,2,0,0,1,2,4,0,6,1
"Rise Academy",2020-11-01,152802,"276",276,0,0,1,1,0,1,1,1,0,1,2,0,3,1
"Rising Star ISD",2020-11-01,67908,"191",181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"River Road ISD",2020-11-01,188902,"1297",1127,0,0,10,2,0,2,10,3,3,24,10,0,10,30
"Rivercrest ISD",2020-11-01,194903,"683",552,NA,NA,NA,NA,NA,NA,NA,0,0,6,1,0,0,7
"Riviera ISD",2020-11-01,137903,"412",265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robert Lee ISD",2020-11-01,41902,"256",247,1,0,0,0,0,1,0,2,2,2,2,0,6,2
"Robinson ISD",2020-11-01,161922,"2413",2052,2,1,4,1,0,2,6,6,6,27,24,0,7,56
"Robstown ISD",2020-11-01,178909,"2565",1121,3,1,1,4,0,4,5,9,2,1,7,1,11,7
"Roby Cisd",2020-11-01,76903,"311",298,0,0,0,2,0,2,0,0,0,3,2,0,5,0
"Rochelle ISD",2020-11-01,160904,"199",187,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
"Rockdale ISD",2020-11-01,166904,"1442",1305,NA,NA,NA,NA,NA,NA,NA,1,0,15,5,0,18,3
"Rocksprings ISD",2020-11-01,69901,"270",243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
