"District","Date","LEA","Total_Enrollment","Approximate_Enrollment","Cases_Weekly_GRADE_EE_3","Cases_Weekly_GRADE_4_6","Cases_Weekly_GRADE_7_12","Cases_Weekly_Staff","Infections_Weekly_On_Campus","Infections_Weekly_Off_Campus","Infections_Weekly_Unknown","Cases_Cumulative_GRADE_EE_3","Cases_Cumulative_GRADE_4_6","Cases_Cumulative_GRADE_7_12","Cases_Cumulative_Staff","Infections_Cumulative_On_Campus","Infections_Cumulative_Off_Campus","Infections_Cumulative_Unknown"
"Elgin ISD",2021-01-31,11902,"4640",2317,NA,NA,527,325,0,2,0,0,2,NA,5,NA,NA,NA
"Elgin ISD Total",2021-01-31,11902,"4640",2317,NA,NA,4640,2317,NA,7,NA,NA,NA,17,19,0,1,35
"Smithville ISD",2021-01-31,11904,"1709",1238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smithville ISD",2021-01-31,11904,"1709",1238,NA,NA,584,417,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Smithville ISD",2021-01-31,11904,"1709",1238,NA,NA,407,299,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Smithville ISD",2021-01-31,11904,"1709",1238,NA,NA,352,248,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Smithville ISD",2021-01-31,11904,"1709",1238,NA,NA,366,274,NA,NA,NA,NA,NA,0,1,0,1,0
"Smithville ISD",2021-01-31,11904,"1709",1238,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0,2,3
"Smithville ISD Total",2021-01-31,11904,"1709",1238,NA,NA,1709,1238,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"Mcdade ISD",2021-01-31,11905,"334",222,NA,NA,125,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mcdade ISD",2021-01-31,11905,"334",222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mcdade ISD",2021-01-31,11905,"334",222,NA,NA,209,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mcdade ISD Total",2021-01-31,11905,"334",222,NA,NA,334,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seymour ISD",2021-01-31,12901,"621",597,NA,NA,176,163,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Seymour ISD",2021-01-31,12901,"621",597,NA,NA,173,170,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Seymour ISD",2021-01-31,12901,"621",597,NA,NA,272,264,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"Seymour ISD",2021-01-31,12901,"621",597,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0
"Seymour ISD Total",2021-01-31,12901,"621",597,NA,NA,621,597,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"St Mary's Academy Charter School",2021-01-31,13801,"391",280,NA,NA,391,280,0,2,0,2,0,NA,6,NA,NA,NA
"St Mary's Academy Charter School Total",2021-01-31,13801,"391",280,NA,NA,391,280,0,2,0,2,0,NA,6,NA,NA,NA
"Beeville ISD",2021-01-31,13901,"3151",2015,NA,NA,85,42,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Beeville ISD",2021-01-31,13901,"3151",2015,NA,NA,696,426,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"Beeville ISD",2021-01-31,13901,"3151",2015,NA,NA,463,328,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Beeville ISD",2021-01-31,13901,"3151",2015,NA,NA,318,266,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Beeville ISD",2021-01-31,13901,"3151",2015,NA,NA,108,66,NA,1,NA,NA,NA,NA,1,NA,NA,NA
"Beeville ISD",2021-01-31,13901,"3151",2015,NA,NA,555,375,NA,0,NA,NA,NA,NA,2,NA,NA,NA
"Beeville ISD",2021-01-31,13901,"3151",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,0,1,12
"Beeville ISD",2021-01-31,13901,"3151",2015,NA,NA,926,512,NA,0,NA,NA,NA,19,2,0,6,15
"Beeville ISD Total",2021-01-31,13901,"3151",2015,NA,NA,3151,2015,NA,1,NA,NA,NA,44,16,0,13,47
"Pawnee ISD",2021-01-31,13902,"184",139,NA,NA,184,139,NA,NA,NA,NA,NA,0,2,0,2,0
"Pawnee ISD Total",2021-01-31,13902,"184",139,NA,NA,184,139,NA,NA,NA,NA,NA,0,2,0,2,0
"Pettus ISD",2021-01-31,13903,"350",299,NA,NA,189,150,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Pettus ISD",2021-01-31,13903,"350",299,NA,NA,161,149,NA,NA,NA,NA,NA,0,2,0,2,0
"Pettus ISD Total",2021-01-31,13903,"350",299,NA,NA,350,299,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Skidmore-Tynan ISD",2021-01-31,13905,"814",701,NA,NA,194,158,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Skidmore-Tynan ISD",2021-01-31,13905,"814",701,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,0,0,8
"Skidmore-Tynan ISD",2021-01-31,13905,"814",701,NA,NA,365,349,NA,0,NA,NA,NA,NA,5,NA,NA,NA
"Skidmore-Tynan ISD",2021-01-31,13905,"814",701,NA,NA,255,194,NA,0,NA,NA,NA,16,2,0,3,15
"Skidmore-Tynan ISD Total",2021-01-31,13905,"814",701,NA,NA,814,701,NA,0,NA,NA,NA,26,15,0,3,38
"Richard Milburn Alter High School (Killeen)",2021-01-31,14801,"1899",667,NA,NA,224,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richard Milburn Alter High School (Killeen)",2021-01-31,14801,"1899",667,NA,NA,200,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richard Milburn Alter High School (Killeen)",2021-01-31,14801,"1899",667,NA,NA,169,59,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Richard Milburn Alter High School (Killeen)",2021-01-31,14801,"1899",667,NA,NA,403,149,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Richard Milburn Alter High School (Killeen)",2021-01-31,14801,"1899",667,NA,NA,164,49,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Richard Milburn Alter High School (Killeen)",2021-01-31,14801,"1899",667,NA,NA,171,53,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Richard Milburn Alter High School (Killeen)",2021-01-31,14801,"1899",667,NA,NA,153,80,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"Richard Milburn Alter High School (Killeen)",2021-01-31,14801,"1899",667,NA,NA,161,77,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Richard Milburn Alter High School (Killeen)",2021-01-31,14801,"1899",667,NA,NA,254,60,NA,NA,NA,NA,NA,0,1,0,1,0
"Richard Milburn Alter High School (Killeen)",2021-01-31,14801,"1899",667,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,0,11,0
"Richard Milburn Alter High School (Killeen) Total",2021-01-31,14801,"1899",667,NA,NA,1899,667,NA,NA,NA,NA,NA,18,14,0,31,1
"Priority Charter Schools",2021-01-31,14803,"850",642,NA,NA,239,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Priority Charter Schools",2021-01-31,14803,"850",642,NA,NA,158,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Priority Charter Schools",2021-01-31,14803,"850",642,NA,NA,149,126,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Priority Charter Schools",2021-01-31,14803,"850",642,NA,NA,304,220,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Priority Charter Schools Total",2021-01-31,14803,"850",642,NA,NA,850,642,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Orenda Charter School",2021-01-31,14804,"1851",1125,NA,NA,60,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orenda Charter School",2021-01-31,14804,"1851",1125,NA,NA,80,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orenda Charter School",2021-01-31,14804,"1851",1125,NA,NA,120,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orenda Charter School",2021-01-31,14804,"1851",1125,NA,NA,132,98,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Orenda Charter School",2021-01-31,14804,"1851",1125,NA,NA,1459,857,NA,NA,NA,NA,NA,11,2,1,12,0
"Orenda Charter School Total",2021-01-31,14804,"1851",1125,NA,NA,1851,1125,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"Academy ISD",2021-01-31,14901,"1727",1549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Academy ISD",2021-01-31,14901,"1727",1549,NA,NA,488,411,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
"Academy ISD",2021-01-31,14901,"1727",1549,NA,NA,423,385,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Academy ISD",2021-01-31,14901,"1727",1549,NA,NA,385,359,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Academy ISD",2021-01-31,14901,"1727",1549,NA,NA,431,394,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Academy ISD",2021-01-31,14901,"1727",1549,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1
"Academy ISD Total",2021-01-31,14901,"1727",1549,NA,NA,1727,1549,NA,NA,NA,NA,NA,NA,10,NA,NA,NA
"Bartlett ISD",2021-01-31,14902,"380",348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bartlett ISD",2021-01-31,14902,"380",348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bartlett ISD",2021-01-31,14902,"380",348,NA,NA,380,348,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"Bartlett ISD Total",2021-01-31,14902,"380",348,NA,NA,380,348,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"Belton ISD",2021-01-31,14903,"12609",9746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belton ISD",2021-01-31,14903,"12609",9746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"Belton ISD",2021-01-31,14903,"12609",9746,NA,NA,746,626,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
"Belton ISD",2021-01-31,14903,"12609",9746,NA,NA,245,196,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Belton ISD",2021-01-31,14903,"12609",9746,NA,NA,305,215,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"Belton ISD",2021-01-31,14903,"12609",9746,NA,NA,658,559,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Belton ISD",2021-01-31,14903,"12609",9746,NA,NA,637,542,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Belton ISD",2021-01-31,14903,"12609",9746,NA,NA,606,481,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"Belton ISD",2021-01-31,14903,"12609",9746,NA,NA,666,490,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"Belton ISD",2021-01-31,14903,"12609",9746,NA,NA,590,476,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
"Belton ISD",2021-01-31,14903,"12609",9746,NA,NA,366,318,NA,NA,NA,NA,NA,NA,9,NA,NA,NA
"Belton ISD",2021-01-31,14903,"12609",9746,NA,NA,475,410,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Belton ISD",2021-01-31,14903,"12609",9746,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,0,3,15
"Belton ISD",2021-01-31,14903,"12609",9746,NA,NA,741,568,NA,NA,NA,NA,NA,5,1,0,1,5
"Belton ISD",2021-01-31,14903,"12609",9746,NA,NA,818,646,NA,NA,NA,NA,NA,7,2,0,7,2
"Belton ISD",2021-01-31,14903,"12609",9746,NA,NA,384,312,NA,NA,NA,NA,NA,9,2,0,6,5
"Belton ISD",2021-01-31,14903,"12609",9746,NA,NA,624,494,NA,NA,NA,NA,NA,11,6,0,8,9
"Belton ISD",2021-01-31,14903,"12609",9746,NA,NA,921,753,NA,NA,NA,NA,NA,14,7,2,8,11
"Belton ISD",2021-01-31,14903,"12609",9746,NA,NA,942,797,NA,NA,NA,NA,NA,17,9,0,6,20
"Belton ISD",2021-01-31,14903,"12609",9746,NA,NA,2885,1863,NA,NA,NA,NA,NA,43,20,4,16,43
"Belton ISD Total",2021-01-31,14903,"12609",9746,NA,NA,12609,9746,NA,NA,NA,NA,NA,140,105,10,81,154
"Holland ISD",2021-01-31,14905,"653",608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Holland ISD",2021-01-31,14905,"653",608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Holland ISD",2021-01-31,14905,"653",608,NA,NA,143,131,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Holland ISD",2021-01-31,14905,"653",608,NA,NA,303,290,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
"Holland ISD",2021-01-31,14905,"653",608,NA,NA,207,187,NA,NA,NA,NA,NA,8,2,0,10,0
"Holland ISD Total",2021-01-31,14905,"653",608,NA,NA,653,608,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,38,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,13,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,14,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,1080,280,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,824,427,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,376,264,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,574,440,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,635,490,NA,NA,NA,NA,NA,NA,11,NA,NA,NA
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,683,442,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,860,585,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,1242,826,NA,NA,NA,NA,NA,NA,20,NA,NA,NA
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,399,82,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,492,354,NA,1,NA,NA,NA,NA,5,NA,NA,NA
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,566,474,NA,0,NA,NA,NA,NA,8,NA,NA,NA
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,924,617,NA,1,NA,NA,NA,NA,11,NA,NA,NA
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,627,395,NA,0,NA,NA,NA,NA,11,NA,NA,NA
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,613,435,NA,0,NA,NA,NA,NA,5,NA,NA,NA
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,633,435,0,1,0,0,1,NA,8,NA,NA,NA
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,429,319,0,1,0,0,1,NA,5,NA,NA,NA
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,648,472,0,1,0,0,1,NA,7,NA,NA,NA
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,670,543,0,2,0,0,2,NA,10,NA,NA,NA
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,614,508,0,1,0,0,1,NA,14,NA,NA,NA
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,910,638,0,1,0,0,1,NA,4,NA,NA,NA
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,825,587,0,2,0,0,2,NA,7,NA,NA,NA
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,66,23,NA,NA,NA,NA,NA,0,7,0,0,7
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,771,408,NA,NA,NA,NA,NA,5,7,0,0,12
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,465,313,NA,NA,NA,NA,NA,6,4,0,0,10
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,648,410,0,1,0,0,1,6,8,0,0,14
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,692,419,NA,NA,NA,NA,NA,7,8,0,0,15
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,813,578,NA,NA,NA,NA,NA,7,7,0,0,14
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,900,634,NA,NA,NA,NA,NA,7,11,0,0,18
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,992,703,NA,NA,NA,NA,NA,7,6,0,0,13
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,660,461,0,1,0,0,1,7,14,0,0,21
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,876,482,NA,0,NA,NA,NA,8,6,0,0,14
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,1062,718,NA,2,NA,NA,NA,8,10,0,0,18
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,602,410,NA,2,NA,NA,NA,8,8,0,0,16
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,1052,723,NA,0,NA,NA,NA,8,14,0,0,22
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,799,537,NA,2,NA,NA,NA,9,6,0,1,14
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,944,622,NA,0,NA,NA,NA,9,3,0,0,12
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,841,600,NA,NA,NA,NA,NA,10,6,0,0,16
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,568,471,NA,NA,NA,NA,NA,11,10,0,0,21
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,1000,623,NA,NA,NA,NA,NA,12,10,0,0,22
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,762,564,NA,5,NA,NA,NA,12,14,0,0,26
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,636,522,NA,1,NA,NA,NA,12,9,0,0,21
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,755,552,0,1,0,0,1,13,8,0,0,21
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,893,547,0,2,0,0,2,14,10,0,0,24
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,833,572,0,1,0,0,1,14,22,0,1,35
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,683,440,NA,NA,NA,NA,NA,16,9,0,0,25
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,1414,821,NA,NA,NA,NA,NA,22,15,0,0,37
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,2251,952,0,1,0,0,1,33,21,0,0,54
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,2718,1330,NA,2,NA,NA,NA,34,20,0,0,54
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,2699,1280,5,1,0,0,6,39,26,0,2,63
"Killeen ISD",2021-01-31,14906,"44274",27405,NA,NA,2190,1037,NA,2,NA,NA,NA,49,19,0,0,68
"Killeen ISD Total",2021-01-31,14906,"44274",27405,NA,NA,44274,27405,28,35,0,0,63,479,487,0,7,959
"Rogers ISD",2021-01-31,14907,"891",868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rogers ISD",2021-01-31,14907,"891",868,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rogers ISD",2021-01-31,14907,"891",868,NA,NA,NA,NA,0,1,0,0,1,0,5,0,1,4
"Rogers ISD",2021-01-31,14907,"891",868,NA,NA,404,401,NA,NA,NA,NA,NA,5,8,0,6,7
"Rogers ISD",2021-01-31,14907,"891",868,NA,NA,205,201,NA,NA,NA,NA,NA,12,4,0,2,14
"Rogers ISD",2021-01-31,14907,"891",868,NA,NA,281,265,NA,0,NA,NA,NA,32,4,0,10,26
"Rogers ISD Total",2021-01-31,14907,"891",868,NA,NA,891,868,NA,1,NA,NA,NA,49,21,0,19,51
"Salado ISD",2021-01-31,14908,"2106",1834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salado ISD",2021-01-31,14908,"2106",1834,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salado ISD",2021-01-31,14908,"2106",1834,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,2
"Salado ISD",2021-01-31,14908,"2106",1834,NA,NA,487,424,NA,NA,NA,NA,NA,7,3,0,1,9
"Salado ISD",2021-01-31,14908,"2106",1834,NA,NA,953,827,NA,NA,NA,NA,NA,16,8,0,1,23
"Salado ISD",2021-01-31,14908,"2106",1834,NA,NA,663,581,NA,NA,NA,NA,NA,22,5,0,5,22
"Salado ISD Total",2021-01-31,14908,"2106",1834,NA,NA,2106,1834,NA,NA,NA,NA,NA,45,18,0,7,56
"Temple ISD",2021-01-31,14909,"8407",6499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Temple ISD",2021-01-31,14909,"8407",6499,NA,NA,102,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Temple ISD",2021-01-31,14909,"8407",6499,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Temple ISD",2021-01-31,14909,"8407",6499,NA,NA,425,366,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"Temple ISD",2021-01-31,14909,"8407",6499,NA,NA,527,442,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"Temple ISD",2021-01-31,14909,"8407",6499,NA,NA,728,611,NA,2,NA,NA,NA,NA,5,NA,NA,NA
"Temple ISD",2021-01-31,14909,"8407",6499,NA,NA,462,410,0,1,0,0,1,NA,7,NA,NA,NA
"Temple ISD",2021-01-31,14909,"8407",6499,NA,NA,26,17,NA,NA,NA,NA,NA,0,1,0,0,1
"Temple ISD",2021-01-31,14909,"8407",6499,NA,NA,367,324,NA,NA,NA,NA,NA,0,2,0,0,2
"Temple ISD",2021-01-31,14909,"8407",6499,NA,NA,410,301,NA,NA,NA,NA,NA,0,4,0,0,4
"Temple ISD",2021-01-31,14909,"8407",6499,NA,NA,472,426,0,1,0,0,1,0,4,0,0,4
"Temple ISD",2021-01-31,14909,"8407",6499,NA,NA,400,312,0,1,0,0,1,5,10,0,0,15
"Temple ISD",2021-01-31,14909,"8407",6499,NA,NA,669,534,0,1,0,0,1,6,8,0,0,14
"Temple ISD",2021-01-31,14909,"8407",6499,NA,NA,317,271,NA,NA,NA,NA,NA,7,4,0,1,10
"Temple ISD",2021-01-31,14909,"8407",6499,NA,NA,634,484,5,2,0,0,7,9,11,0,0,20
"Temple ISD",2021-01-31,14909,"8407",6499,NA,NA,569,427,NA,1,NA,NA,NA,12,9,0,0,21
"Temple ISD",2021-01-31,14909,"8407",6499,NA,NA,2298,1524,NA,4,NA,NA,NA,55,38,0,1,92
"Temple ISD Total",2021-01-31,14909,"8407",6499,NA,NA,8407,6499,13,13,0,0,26,108,108,0,2,214
"Troy ISD",2021-01-31,14910,"1570",1367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Troy ISD",2021-01-31,14910,"1570",1367,NA,NA,292,271,NA,NA,NA,NA,NA,7,2,0,5,4
"Troy ISD",2021-01-31,14910,"1570",1367,NA,NA,376,325,NA,NA,NA,NA,NA,10,7,0,10,7
"Troy ISD",2021-01-31,14910,"1570",1367,NA,NA,455,415,NA,NA,NA,NA,NA,10,4,0,8,6
"Troy ISD",2021-01-31,14910,"1570",1367,NA,NA,447,356,NA,NA,NA,NA,NA,27,6,1,6,26
"Troy ISD Total",2021-01-31,14910,"1570",1367,NA,NA,1570,1367,NA,NA,NA,NA,NA,54,19,1,29,43
"Por Vida Academy",2021-01-31,15801,"120",5,NA,NA,72,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Por Vida Academy",2021-01-31,15801,"120",5,NA,NA,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Por Vida Academy Total",2021-01-31,15801,"120",5,NA,NA,120,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"George Gervin Academy",2021-01-31,15802,"867",224,NA,NA,117,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"George Gervin Academy",2021-01-31,15802,"867",224,NA,NA,750,207,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"George Gervin Academy Total",2021-01-31,15802,"867",224,NA,NA,867,224,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"New Frontiers Public Schools Inc",2021-01-31,15805,"504",98,NA,NA,338,93,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"New Frontiers Public Schools Inc",2021-01-31,15805,"504",98,NA,NA,166,5,NA,NA,NA,NA,NA,0,2,0,2,0
"New Frontiers Public Schools Inc Total",2021-01-31,15805,"504",98,NA,NA,504,98,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"School Of Excellence In Education",2021-01-31,15806,"354",145,NA,NA,45,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"School Of Excellence In Education",2021-01-31,15806,"354",145,NA,NA,95,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"School Of Excellence In Education",2021-01-31,15806,"354",145,NA,NA,88,8,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"School Of Excellence In Education",2021-01-31,15806,"354",145,NA,NA,126,83,NA,NA,NA,NA,NA,0,1,0,1,0
"School Of Excellence In Education Total",2021-01-31,15806,"354",145,NA,NA,354,145,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"Southwest Preparatory School",2021-01-31,15807,"850",356,NA,NA,79,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southwest Preparatory School",2021-01-31,15807,"850",356,NA,NA,176,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southwest Preparatory School",2021-01-31,15807,"850",356,NA,NA,270,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southwest Preparatory School",2021-01-31,15807,"850",356,NA,NA,92,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southwest Preparatory School",2021-01-31,15807,"850",356,NA,NA,30,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southwest Preparatory School",2021-01-31,15807,"850",356,NA,NA,203,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southwest Preparatory School Total",2021-01-31,15807,"850",356,NA,NA,850,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
