"District","Date","LEA","Total_Enrollment","Approximate_Enrollment","Cases_Weekly_GRADE_EE_3","Cases_Weekly_GRADE_4_6","Cases_Weekly_GRADE_7_12","Cases_Weekly_Staff","Infections_Weekly_On_Campus","Infections_Weekly_Off_Campus","Infections_Weekly_Unknown","Cases_Cumulative_GRADE_EE_3","Cases_Cumulative_GRADE_4_6","Cases_Cumulative_GRADE_7_12","Cases_Cumulative_Staff","Infections_Cumulative_On_Campus","Infections_Cumulative_Off_Campus","Infections_Cumulative_Unknown"
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,434,200,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,285,68,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,802,185,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,280,84,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,202,48,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,583,196,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,335,134,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,460,155,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,439,190,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,449,140,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,397,242,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,407,148,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,723,161,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,409,176,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,525,192,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,272,98,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,469,106,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,296,115,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,398,123,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,596,169,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,383,134,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,385,135,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,675,174,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,121,3,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,480,152,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,403,139,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,182,85,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,162,78,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,156,82,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,219,77,NA,0,NA,NA,NA,NA,3,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,396,115,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,410,208,NA,0,NA,NA,NA,NA,3,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,396,39,0,1,0,0,1,NA,3,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,490,95,0,1,0,0,1,NA,4,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,616,141,0,1,0,0,1,NA,2,NA,NA,NA
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,799,207,NA,NA,NA,NA,NA,0,2,0,1,1
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,266,76,NA,NA,NA,NA,NA,0,1,0,0,1
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,450,75,NA,NA,NA,NA,NA,0,3,0,3,0
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,14,12,NA,NA,NA,NA,NA,0,1,0,0,1
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,117,44,NA,NA,NA,NA,NA,0,1,0,0,1
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,622,178,NA,NA,NA,NA,NA,0,1,0,1,0
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,484,139,NA,NA,NA,NA,NA,0,2,0,0,2
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,234,93,NA,NA,NA,NA,NA,0,1,0,0,1
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,332,75,NA,NA,NA,NA,NA,0,2,0,0,2
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19,0,1,18
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,10,1,0,1,0,0,1,0,2,0,0,2
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,273,104,NA,NA,NA,NA,NA,5,1,0,1,5
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,494,154,NA,NA,NA,NA,NA,5,3,0,1,7
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,481,107,NA,NA,NA,NA,NA,5,3,0,2,6
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,588,295,NA,1,NA,NA,NA,5,7,0,0,12
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,409,128,NA,0,NA,NA,NA,5,10,0,2,13
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,157,62,NA,NA,NA,NA,NA,6,0,0,1,5
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,563,167,NA,NA,NA,NA,NA,6,0,0,4,2
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,688,235,NA,NA,NA,NA,NA,7,6,0,5,8
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,464,181,NA,NA,NA,NA,NA,7,7,0,5,9
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,549,207,NA,NA,NA,NA,NA,8,7,0,4,11
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,1617,630,0,1,0,0,1,8,7,0,4,11
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,466,81,NA,0,NA,NA,NA,10,3,1,1,11
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,1541,420,5,2,0,0,7,13,2,0,0,15
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,1292,130,NA,3,NA,NA,NA,14,13,0,7,20
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,1416,210,NA,0,NA,NA,NA,20,8,0,7,21
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,1532,539,5,3,0,0,8,20,18,0,4,34
"San Antonio ISD",2021-01-31,15907,"45857",13876,NA,NA,1473,345,NA,1,NA,NA,NA,23,8,0,3,28
"San Antonio ISD Total",2021-01-31,15907,"45857",13876,NA,NA,45857,13876,27,15,0,1,41,334,296,6,161,463
"South San Antonio ISD",2021-01-31,15908,"8256",1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South San Antonio ISD",2021-01-31,15908,"8256",1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South San Antonio ISD",2021-01-31,15908,"8256",1953,NA,NA,211,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South San Antonio ISD",2021-01-31,15908,"8256",1953,NA,NA,562,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South San Antonio ISD",2021-01-31,15908,"8256",1953,NA,NA,409,112,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"South San Antonio ISD",2021-01-31,15908,"8256",1953,NA,NA,425,125,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"South San Antonio ISD",2021-01-31,15908,"8256",1953,NA,NA,291,71,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"South San Antonio ISD",2021-01-31,15908,"8256",1953,NA,NA,219,30,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"South San Antonio ISD",2021-01-31,15908,"8256",1953,NA,NA,192,46,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"South San Antonio ISD",2021-01-31,15908,"8256",1953,NA,NA,578,109,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"South San Antonio ISD",2021-01-31,15908,"8256",1953,NA,NA,441,112,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"South San Antonio ISD",2021-01-31,15908,"8256",1953,NA,NA,303,66,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"South San Antonio ISD",2021-01-31,15908,"8256",1953,NA,NA,NA,NA,0,17,0,0,17,0,63,0,5,58
"South San Antonio ISD",2021-01-31,15908,"8256",1953,NA,NA,391,140,NA,0,NA,NA,NA,5,1,0,3,3
"South San Antonio ISD",2021-01-31,15908,"8256",1953,NA,NA,533,144,NA,0,NA,NA,NA,6,0,0,0,6
"South San Antonio ISD",2021-01-31,15908,"8256",1953,NA,NA,560,136,NA,NA,NA,NA,NA,7,0,0,0,7
"South San Antonio ISD",2021-01-31,15908,"8256",1953,NA,NA,319,100,NA,0,NA,NA,NA,8,2,0,4,6
"South San Antonio ISD",2021-01-31,15908,"8256",1953,NA,NA,486,121,NA,NA,NA,NA,NA,9,1,0,1,9
"South San Antonio ISD",2021-01-31,15908,"8256",1953,NA,NA,2336,451,NA,0,NA,NA,NA,38,0,0,3,35
"South San Antonio ISD Total",2021-01-31,15908,"8256",1953,NA,NA,8256,1953,13,17,0,0,30,96,69,0,17,148
"Somerset ISD",2021-01-31,15909,"4024",2435,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Somerset ISD",2021-01-31,15909,"4024",2435,NA,NA,148,42,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"Somerset ISD",2021-01-31,15909,"4024",2435,NA,NA,NA,NA,0,6,0,0,6,0,16,0,2,14
"Somerset ISD",2021-01-31,15909,"4024",2435,NA,NA,314,209,NA,2,NA,NA,NA,NA,3,NA,NA,NA
"Somerset ISD",2021-01-31,15909,"4024",2435,NA,NA,506,335,NA,2,NA,NA,NA,11,8,0,2,17
"Somerset ISD",2021-01-31,15909,"4024",2435,NA,NA,581,383,11,2,0,3,10,19,4,0,4,19
"Somerset ISD",2021-01-31,15909,"4024",2435,NA,NA,618,321,6,4,0,2,8,21,7,0,2,26
"Somerset ISD",2021-01-31,15909,"4024",2435,NA,NA,691,434,6,1,0,1,6,21,7,0,7,21
"Somerset ISD",2021-01-31,15909,"4024",2435,NA,NA,1164,709,13,0,0,1,12,36,3,0,7,32
"Somerset ISD Total",2021-01-31,15909,"4024",2435,NA,NA,4024,2435,44,17,0,9,52,117,48,0,27,138
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,487,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,402,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,700,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,52,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,879,430,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,1223,564,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,716,266,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,1140,425,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,824,392,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,1186,630,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,651,336,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,1161,619,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,466,272,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,785,522,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,591,334,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,432,263,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,595,355,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,464,247,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,596,380,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,770,491,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,590,405,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,516,366,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,597,364,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,278,156,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,544,317,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,466,267,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,330,197,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,450,266,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,380,242,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,536,408,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,554,362,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,560,391,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,545,353,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,647,357,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,381,222,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,837,543,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,587,372,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,544,410,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,609,417,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,507,356,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,838,438,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,513,355,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,893,680,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,1009,617,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,611,489,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,682,460,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,795,537,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,159,130,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,111,15,NA,NA,NA,NA,NA,0,1,0,0,1
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,24,11,NA,NA,NA,NA,NA,0,1,0,1,0
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,963,414,NA,NA,NA,NA,NA,0,3,0,0,3
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,353,237,NA,NA,NA,NA,NA,0,1,0,1,0
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,375,240,NA,NA,NA,NA,NA,0,3,0,1,2
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,551,327,NA,NA,NA,NA,NA,0,1,0,0,1
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,385,233,NA,NA,NA,NA,NA,0,1,0,0,1
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,506,311,NA,NA,NA,NA,NA,0,2,0,0,2
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,0,4
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,967,476,NA,NA,NA,NA,NA,6,7,0,1,12
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,674,472,NA,NA,NA,NA,NA,6,3,0,3,6
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,813,528,NA,NA,NA,NA,NA,6,0,0,1,5
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,941,447,NA,NA,NA,NA,NA,7,2,0,0,9
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,1106,587,NA,NA,NA,NA,NA,7,0,0,3,4
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,530,282,NA,NA,NA,NA,NA,8,2,0,3,7
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,2656,912,NA,NA,NA,NA,NA,10,9,0,1,18
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,990,574,NA,NA,NA,NA,NA,11,4,1,1,13
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,1380,783,NA,NA,NA,NA,NA,12,1,0,3,10
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,2247,946,NA,NA,NA,NA,NA,16,9,1,3,21
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,3402,1295,NA,NA,NA,NA,NA,16,4,0,6,14
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,2443,624,NA,NA,NA,NA,NA,18,11,0,6,23
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,3186,1671,NA,NA,NA,NA,NA,27,6,0,8,25
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,2616,1098,NA,NA,NA,NA,NA,29,6,0,4,31
"North East ISD",2021-01-31,15910,"60400",31452,NA,NA,3084,1159,NA,NA,NA,NA,NA,41,5,5,12,29
"North East ISD Total",2021-01-31,15910,"60400",31452,NA,NA,60400,31452,NA,NA,NA,NA,NA,341,180,12,120,389
"East Central ISD",2021-01-31,15911,"9763",4817,NA,NA,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Central ISD",2021-01-31,15911,"9763",4817,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Central ISD",2021-01-31,15911,"9763",4817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Central ISD",2021-01-31,15911,"9763",4817,NA,NA,18,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Central ISD",2021-01-31,15911,"9763",4817,NA,NA,551,343,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"East Central ISD",2021-01-31,15911,"9763",4817,NA,NA,629,363,NA,0,NA,NA,NA,NA,6,NA,NA,NA
"East Central ISD",2021-01-31,15911,"9763",4817,NA,NA,472,272,NA,0,NA,NA,NA,NA,3,NA,NA,NA
"East Central ISD",2021-01-31,15911,"9763",4817,NA,NA,686,448,NA,0,NA,NA,NA,NA,8,NA,NA,NA
"East Central ISD",2021-01-31,15911,"9763",4817,NA,NA,690,396,NA,2,NA,NA,NA,NA,5,NA,NA,NA
"East Central ISD",2021-01-31,15911,"9763",4817,NA,NA,16,16,0,1,0,1,0,NA,1,NA,NA,NA
"East Central ISD",2021-01-31,15911,"9763",4817,NA,NA,486,321,0,2,0,2,0,NA,4,NA,NA,NA
"East Central ISD",2021-01-31,15911,"9763",4817,NA,NA,703,474,0,2,0,2,0,NA,4,NA,NA,NA
"East Central ISD",2021-01-31,15911,"9763",4817,NA,NA,52,43,NA,NA,NA,NA,NA,0,3,0,3,0
"East Central ISD",2021-01-31,15911,"9763",4817,NA,NA,NA,NA,0,4,0,4,0,2,26,0,26,2
"East Central ISD",2021-01-31,15911,"9763",4817,NA,NA,1229,552,NA,5,NA,NA,NA,8,8,0,16,0
"East Central ISD",2021-01-31,15911,"9763",4817,NA,NA,1093,464,8,2,0,10,0,12,8,0,20,0
"East Central ISD",2021-01-31,15911,"9763",4817,NA,NA,3123,1114,13,12,0,24,1,48,32,0,73,7
"East Central ISD Total",2021-01-31,15911,"9763",4817,NA,NA,9763,4817,33,30,0,62,1,101,112,0,197,16
"Southwest ISD",2021-01-31,15912,"13458",6296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southwest ISD",2021-01-31,15912,"13458",6296,NA,NA,737,323,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"Southwest ISD",2021-01-31,15912,"13458",6296,NA,NA,438,246,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Southwest ISD",2021-01-31,15912,"13458",6296,NA,NA,506,262,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
"Southwest ISD",2021-01-31,15912,"13458",6296,NA,NA,468,293,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Southwest ISD",2021-01-31,15912,"13458",6296,NA,NA,680,359,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Southwest ISD",2021-01-31,15912,"13458",6296,NA,NA,524,274,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"Southwest ISD",2021-01-31,15912,"13458",6296,NA,NA,239,105,NA,2,NA,NA,NA,NA,4,NA,NA,NA
"Southwest ISD",2021-01-31,15912,"13458",6296,NA,NA,611,334,NA,0,NA,NA,NA,NA,4,NA,NA,NA
"Southwest ISD",2021-01-31,15912,"13458",6296,NA,NA,558,297,NA,0,NA,NA,NA,NA,2,NA,NA,NA
"Southwest ISD",2021-01-31,15912,"13458",6296,NA,NA,487,302,0,1,0,1,0,0,6,0,4,2
"Southwest ISD",2021-01-31,15912,"13458",6296,NA,NA,NA,NA,0,1,0,1,0,0,3,0,1,2
"Southwest ISD",2021-01-31,15912,"13458",6296,NA,NA,579,369,NA,NA,NA,NA,NA,5,6,0,7,4
"Southwest ISD",2021-01-31,15912,"13458",6296,NA,NA,817,328,NA,1,NA,NA,NA,5,10,0,14,1
"Southwest ISD",2021-01-31,15912,"13458",6296,NA,NA,677,404,NA,1,NA,NA,NA,5,1,0,4,2
"Southwest ISD",2021-01-31,15912,"13458",6296,NA,NA,757,369,NA,2,NA,NA,NA,7,4,0,7,4
"Southwest ISD",2021-01-31,15912,"13458",6296,NA,NA,474,290,NA,0,NA,NA,NA,7,5,0,8,4
"Southwest ISD",2021-01-31,15912,"13458",6296,NA,NA,2088,728,NA,NA,NA,NA,NA,8,7,0,12,3
"Southwest ISD",2021-01-31,15912,"13458",6296,NA,NA,841,364,0,3,0,1,2,10,7,0,6,11
"Southwest ISD",2021-01-31,15912,"13458",6296,NA,NA,1977,649,NA,1,NA,NA,NA,13,12,0,15,10
"Southwest ISD Total",2021-01-31,15912,"13458",6296,NA,NA,13458,6296,11,12,0,20,3,94,86,0,125,55
"Lackland ISD",2021-01-31,15913,"888",694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lackland ISD",2021-01-31,15913,"888",694,NA,NA,363,265,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Lackland ISD",2021-01-31,15913,"888",694,NA,NA,525,429,NA,NA,NA,NA,NA,0,3,1,0,2
"Lackland ISD",2021-01-31,15913,"888",694,NA,NA,NA,NA,0,1,0,0,1,0,3,0,0,3
"Lackland ISD Total",2021-01-31,15913,"888",694,NA,NA,888,694,0,1,0,0,1,NA,6,NA,NA,NA
"Ft Sam Houston ISD",2021-01-31,15914,"1491",1138,NA,NA,690,490,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Ft Sam Houston ISD",2021-01-31,15914,"1491",1138,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,1,2
"Ft Sam Houston ISD",2021-01-31,15914,"1491",1138,NA,NA,801,648,NA,1,NA,NA,NA,7,10,0,6,11
