"District","Date","LEA","Total_Enrollment","Approximate_Enrollment","Cases_Weekly_GRADE_EE_3","Cases_Weekly_GRADE_4_6","Cases_Weekly_GRADE_7_12","Cases_Weekly_Staff","Infections_Weekly_On_Campus","Infections_Weekly_Off_Campus","Infections_Weekly_Unknown","Cases_Cumulative_GRADE_EE_3","Cases_Cumulative_GRADE_4_6","Cases_Cumulative_GRADE_7_12","Cases_Cumulative_Staff","Infections_Cumulative_On_Campus","Infections_Cumulative_Off_Campus","Infections_Cumulative_Unknown"
"Harmony Science Acad (San Antonio)",2020-11-15,15828,"4440",486,NA,NA,NA,NA,NA,NA,NA,1,3,7,7,1,17,0
"Harmony Science Acad (Waco)",2020-11-15,161807,"10083",2063,5,1,2,5,0,13,0,11,5,19,25,5,55,0
"Harmony Science Academy",2020-11-15,101846,"3669",433,NA,NA,NA,NA,NA,NA,NA,2,1,2,10,3,12,0
"Harmony Science Academy (Austin)",2020-11-15,227816,"4522",652,NA,NA,NA,NA,NA,NA,NA,1,0,1,3,0,5,0
"Harper ISD",2020-11-15,86902,"577",539,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1
"Harris County Dept Of Ed",2020-11-15,101000,"NR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harrold ISD",2020-11-15,244901,"107",107,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,0,3,0
"Hart ISD",2020-11-15,35902,"209",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hartley ISD",2020-11-15,103902,"230",228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harts Bluff ISD",2020-11-15,225907,"697",650,NA,NA,NA,NA,NA,NA,NA,5,3,0,4,0,2,10
"Haskell Cisd",2020-11-15,104901,"550",524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hawkins ISD",2020-11-15,250902,"655",650,0,0,2,3,0,0,5,0,0,2,6,0,3,5
"Hawley ISD",2020-11-15,127904,"794",731,1,0,4,1,0,1,5,1,1,27,11,2,7,31
"Hays Cisd",2020-11-15,105906,"20331",9844,3,0,9,10,3,14,5,6,5,34,27,4,40,28
"Hearne ISD",2020-11-15,198905,"727",427,NA,NA,NA,NA,NA,NA,NA,1,0,0,7,1,7,0
"Hedley ISD",2020-11-15,65902,"112",105,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,2
"Hemphill ISD",2020-11-15,202903,"880",764,NA,NA,NA,NA,NA,NA,NA,1,2,12,10,0,3,22
"Hempstead ISD",2020-11-15,237902,"1511",1068,NA,NA,NA,NA,NA,NA,NA,1,0,12,13,2,14,10
"Henderson ISD",2020-11-15,201902,"3345",2895,0,0,1,0,0,0,1,8,7,79,36,8,23,99
"Henrietta ISD",2020-11-15,39902,"911",841,0,0,6,3,1,4,4,0,4,15,6,2,7,16
"Henry Ford Academy Alameda School For Art + Design",2020-11-15,15833,"102",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hereford ISD",2020-11-15,59901,"3878",3864,4,4,15,16,0,39,0,16,12,60,88,0,176,0
"Heritage Academy",2020-11-15,15815,"627",196,0,0,0,1,0,1,0,0,0,0,1,0,1,0
"Hermleigh ISD",2020-11-15,208901,"263",244,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,0,2
"Hico ISD",2020-11-15,97903,"573",533,0,0,0,1,0,1,0,0,1,2,2,0,5,0
"Hidalgo ISD",2020-11-15,108905,"2992",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"High Island ISD",2020-11-15,84903,"182",155,NA,NA,NA,NA,NA,NA,NA,0,2,0,3,0,0,5
"High Point Academy",2020-11-15,220819,"1589",1076,1,0,1,0,0,1,1,2,0,3,2,0,3,4
"Highland ISD",2020-11-15,177905,"218",216,NA,NA,NA,NA,NA,NA,NA,0,0,8,2,0,4,6
"Highland Park ISD",2020-11-15,57911,"6648",5160,NA,NA,NA,NA,NA,NA,NA,5,5,51,8,4,60,5
"Highland Park ISD",2020-11-15,188903,"875",835,1,0,2,4,0,1,6,6,1,13,13,0,13,20
"Hillsboro ISD",2020-11-15,109904,"1877",1556,2,0,4,2,1,4,3,12,8,27,12,4,48,7
"Hitchcock ISD",2020-11-15,84908,"1642",1325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Holland ISD",2020-11-15,14905,"653",608,0,0,1,1,0,2,0,0,0,1,1,0,2,0
"Holliday ISD",2020-11-15,5902,"1042",978,1,1,0,2,0,0,4,2,4,6,7,0,3,16
"Hondo ISD",2020-11-15,163904,"1825",1482,0,0,1,1,0,2,0,0,0,3,3,0,6,0
"Honey Grove ISD",2020-11-15,74907,"623",584,0,1,4,8,8,0,5,0,1,12,12,11,3,11
"Hooks ISD",2020-11-15,19902,"846",810,0,0,1,1,0,1,1,3,1,11,9,0,14,10
"Horizon Montessori Public Schools",2020-11-15,108802,"1266",365,0,0,0,1,0,0,1,1,1,0,4,0,2,4
"Houston Classical Charter School",2020-11-15,101878,"55",55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Houston Gateway Academy Inc",2020-11-15,101828,"2100",907,0,2,1,0,0,3,0,5,3,3,4,0,14,1
"Houston Heights High School",2020-11-15,101821,"172",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Houston ISD",2020-11-15,101912,"197154",79303,22,13,21,56,0,0,112,56,36,55,176,0,3,320
"Howe ISD",2020-11-15,91905,"1221",1203,3,0,6,8,4,8,5,3,1,23,20,16,21,10
"Hubbard ISD",2020-11-15,19913,"77",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hubbard ISD",2020-11-15,109905,"416",154,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Huckabay ISD",2020-11-15,72908,"267",267,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0
"Hudson ISD",2020-11-15,3902,"2783",2526,0,1,1,0,0,2,0,5,5,22,7,0,31,8
"Huffman ISD",2020-11-15,101925,"3437",2761,0,1,0,3,0,1,3,3,2,14,8,0,11,16
"Hughes Springs ISD",2020-11-15,34903,"1120",1075,1,0,2,0,0,2,1,3,0,7,8,2,11,5
"Hull-Daisetta ISD",2020-11-15,146905,"461",396,0,0,1,0,0,0,1,0,0,4,2,3,0,3
"Humble ISD",2020-11-15,101913,"45525",30631,12,16,35,17,0,68,12,42,50,216,115,0,363,60
"Hunt ISD",2020-11-15,133902,"184",182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Huntington ISD",2020-11-15,3904,"1573",1556,NA,NA,NA,NA,NA,NA,NA,0,1,4,4,0,9,0
"Huntsville ISD",2020-11-15,236902,"10883",4066,0,5,8,19,2,20,10,6,9,38,67,8,68,44
"Hurst-Euless-Bedford ISD",2020-11-15,220916,"22971",11786,15,10,26,18,0,0,69,44,34,111,70,1,3,255
"Hutto ISD",2020-11-15,246906,"8432",5253,0,0,0,1,0,1,0,0,0,0,11,0,11,0
"Idalou ISD",2020-11-15,152910,"961",916,0,0,2,0,0,2,0,3,0,16,8,0,23,4
"Idea Public Schools",2020-11-15,108807,"62247",21108,11,4,0,8,0,0,23,50,15,19,93,0,1,176
"Imagine International Academy Of North Texas",2020-11-15,43801,"1427",479,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,0,5,1
"Industrial ISD",2020-11-15,120905,"1198",1198,0,1,9,0,0,9,1,0,1,13,5,0,12,7
"Ingleside ISD",2020-11-15,205903,"2035",1510,0,0,1,0,0,1,0,0,2,8,2,0,8,4
"Ingram ISD",2020-11-15,133904,"1098",1049,0,0,0,1,0,0,1,0,1,5,7,0,1,12
"Inspire Academies",2020-11-15,15808,"560",261,0,0,0,1,0,1,0,0,0,1,1,0,2,0
"Inspired Vision Academy",2020-11-15,57830,"1290",650,2,2,0,1,1,4,0,4,5,9,7,5,18,2
"International Leadership Of Texas (Iltexas)",2020-11-15,57848,"20864",5895,8,11,10,16,1,44,0,28,29,29,65,10,127,14
"Iola ISD",2020-11-15,93903,"535",533,NA,NA,NA,NA,NA,NA,NA,0,1,10,0,1,5,5
"Iowa Park Cisd",2020-11-15,243903,"1899",1712,0,0,6,5,0,0,11,4,6,27,12,0,21,28
"Ira ISD",2020-11-15,208903,"271",271,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,0,3,0
"Iraan-Sheffield ISD",2020-11-15,186903,"338",318,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,2,0
"Iredell ISD",2020-11-15,18906,"144",141,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,2,0
"Irion County ISD",2020-11-15,118902,"302",297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Irving ISD",2020-11-15,57912,"32709",12553,3,5,9,0,0,0,17,32,16,62,88,7,80,111
"Italy ISD",2020-11-15,70907,"617",555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Itasca ISD",2020-11-15,109907,"616",553,1,3,9,1,4,5,5,1,3,15,3,4,8,10
"Jacksboro ISD",2020-11-15,119902,"1054",1015,0,3,1,2,0,0,6,4,8,22,15,2,13,34
"Jacksonville ISD",2020-11-15,37904,"4686",4368,0,2,7,6,1,4,10,12,15,70,50,4,68,75
"Jarrell ISD",2020-11-15,246907,"2329",1279,NA,NA,NA,NA,NA,NA,NA,0,3,4,0,0,5,2
"Jasper ISD",2020-11-15,121904,"2237",1885,NA,NA,NA,NA,NA,NA,NA,0,1,4,8,1,10,2
"Jayton-Girard ISD",2020-11-15,132902,"176",174,0,0,0,2,0,2,0,0,2,2,2,0,6,0
"Jean Massieu Academy",2020-11-15,57819,"196",126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jefferson ISD",2020-11-15,155901,"1225",1031,NA,NA,NA,NA,NA,NA,NA,2,1,5,1,4,4,1
"Jim Hogg County ISD",2020-11-15,124901,"1130",485,0,0,1,0,0,0,1,1,1,8,6,0,1,15
"Jim Ned Cisd",2020-11-15,221911,"1415",1387,NA,NA,NA,NA,NA,NA,NA,0,0,6,7,0,0,13
"Joaquin ISD",2020-11-15,210902,"671",611,NA,NA,NA,NA,NA,NA,NA,2,0,6,9,4,8,5
"Johnson City ISD",2020-11-15,16901,"615",546,NA,NA,NA,NA,NA,NA,NA,0,3,4,1,0,0,8
"Jonesboro ISD",2020-11-15,50909,"312",303,0,1,0,1,0,2,0,0,1,0,1,0,2,0
"Joshua ISD",2020-11-15,126905,"5506",4599,1,1,11,4,0,0,17,5,11,30,24,0,0,70
"Jourdanton ISD",2020-11-15,7902,"1562",1326,0,0,1,1,0,2,0,1,1,5,3,0,8,2
"Jubilee Academies",2020-11-15,15822,"6166",2548,NA,NA,NA,NA,NA,NA,NA,4,0,2,11,8,9,0
"Judson ISD",2020-11-15,15916,"23792",9465,1,2,3,4,0,10,0,8,4,15,21,0,48,0
"Junction ISD",2020-11-15,134901,"599",587,NA,NA,NA,NA,NA,NA,NA,0,0,8,2,1,5,4
"Karnack ISD",2020-11-15,102901,"142",127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Karnes City ISD",2020-11-15,128901,"1233",883,1,1,1,0,0,0,3,1,1,1,10,0,1,12
"Katherine Anne Porter School",2020-11-15,105801,"99",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Katy ISD",2020-11-15,101914,"84450",49996,25,28,115,51,0,0,219,89,98,404,204,0,0,795
"Kaufman ISD",2020-11-15,129903,"4034",3516,2,5,12,12,0,29,2,5,8,32,26,0,67,4
"Keene ISD",2020-11-15,126906,"1079",995,NA,NA,NA,NA,NA,NA,NA,2,2,4,15,1,5,17
"Keller ISD",2020-11-15,220907,"31935",19738,13,12,64,59,0,0,148,43,41,211,142,0,4,433
"Kelton ISD",2020-11-15,242905,"119",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kemp ISD",2020-11-15,129904,"1626",1216,NA,NA,NA,NA,NA,NA,NA,2,1,9,9,0,5,16
"Kenedy County Wide Csd",2020-11-15,131001,"89",89,NA,NA,NA,NA,NA,NA,NA,2,1,0,1,0,3,1
"Kenedy ISD",2020-11-15,128902,"720",592,2,0,0,0,0,2,0,2,0,0,3,1,2,2
"Kennard ISD",2020-11-15,113906,"223",216,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,0,1,2
"Kennedale ISD",2020-11-15,220914,"2881",1580,0,0,4,3,0,0,7,1,2,20,25,0,4,44
"Kerens ISD",2020-11-15,175907,"572",494,NA,NA,NA,NA,NA,NA,NA,0,0,3,8,3,6,2
"Kermit ISD",2020-11-15,248901,"1275",1095,1,0,3,0,0,4,0,1,0,13,8,1,21,0
"Kerrville ISD",2020-11-15,133903,"4735",4129,1,0,7,6,1,3,10,6,3,20,12,2,22,17
"Ki Charter Academy",2020-11-15,105803,"209",209,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,0,2,1
"Kilgore ISD",2020-11-15,92902,"3948",3593,1,5,24,9,2,5,32,2,8,66,39,4,36,75
"Killeen ISD",2020-11-15,14906,"44274",27405,3,5,26,21,0,0,55,37,30,96,125,0,5,283
"Kingsville ISD",2020-11-15,137901,"2854",892,0,0,1,0,0,0,1,4,3,10,29,0,2,44
"Kipp Texas Public Schools",2020-11-15,227820,"31243",10602,NA,NA,NA,NA,NA,NA,NA,13,12,5,31,6,40,15
"Kirbyville Cisd",2020-11-15,121905,"1401",1387,NA,NA,NA,NA,NA,NA,NA,2,1,19,9,0,6,25
"Klein ISD",2020-11-15,101915,"52827",31485,6,2,12,13,0,0,33,27,25,126,68,0,0,246
"Klondike ISD",2020-11-15,58905,"264",259,0,0,0,1,0,1,0,0,1,15,7,0,11,12
"Knippa ISD",2020-11-15,232901,"456",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Knox City-O'brien Cisd",2020-11-15,138902,"239",224,NA,NA,NA,NA,NA,NA,NA,0,1,20,8,0,0,29
"Kopperl ISD",2020-11-15,18907,"187",156,NA,NA,NA,NA,NA,NA,NA,0,1,8,6,0,1,14
"Kountze ISD",2020-11-15,100903,"1087",993,NA,NA,NA,NA,NA,NA,NA,1,0,1,5,0,6,1
"Kress ISD",2020-11-15,219905,"267",263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Krum ISD",2020-11-15,61905,"2102",1885,5,1,17,14,0,0,37,7,9,40,34,0,1,89
"La Academia De Estrellas",2020-11-15,57839,"1018",60,NA,NA,NA,NA,NA,NA,NA,3,0,2,6,0,1,10
"La Fe Preparatory School",2020-11-15,71807,"179",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"La Feria ISD",2020-11-15,31905,"3097",965,0,0,0,1,0,1,0,0,0,0,17,2,15,0
"La Gloria ISD",2020-11-15,125906,"106",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"La Grange ISD",2020-11-15,75902,"1874",1709,NA,NA,NA,NA,NA,NA,NA,5,5,11,8,0,10,19
"La Joya ISD",2020-11-15,108912,"26633",114,NA,NA,NA,NA,NA,NA,NA,0,3,2,42,1,3,43
"La Porte ISD",2020-11-15,101916,"7002",5170,2,2,3,1,0,8,0,6,8,12,12,0,25,13
"La Pryor ISD",2020-11-15,254902,"527",311,0,0,2,3,1,3,1,0,0,9,12,5,6,10
"La Vega ISD",2020-11-15,161906,"3140",1884,0,0,4,3,0,7,0,5,3,21,17,0,42,4
"La Vernia ISD",2020-11-15,247903,"3192",2867,0,0,5,4,0,0,9,0,0,6,7,0,3,10
"La Villa ISD",2020-11-15,108914,"597",119,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Lackland ISD",2020-11-15,15913,"888",694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lago Vista ISD",2020-11-15,227912,"1615",1065,NA,NA,NA,NA,NA,NA,NA,0,1,2,2,0,0,5
"Lake Dallas ISD",2020-11-15,61912,"3874",3150,1,1,6,3,0,4,7,3,6,19,9,0,12,25
"Lake Granbury Academy Charter School",2020-11-15,111801,"71",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lake Travis ISD",2020-11-15,227913,"11009",7075,0,3,4,0,0,3,4,5,7,14,5,1,15,15
"Lake Worth ISD",2020-11-15,220910,"3308",1852,NA,NA,NA,NA,NA,NA,NA,4,6,10,32,7,6,39
"Lamar Cisd",2020-11-15,79901,"36523",22648,4,4,15,10,0,0,33,34,33,90,54,5,1,205
"Lamesa ISD",2020-11-15,58906,"1734",1444,0,0,7,1,0,0,8,12,1,47,58,0,12,106
"Lampasas ISD",2020-11-15,141901,"3418",2898,1,1,1,2,0,0,5,4,2,27,14,0,8,39
"Lancaster ISD",2020-11-15,57913,"7190",1275,2,0,2,3,0,2,5,4,3,11,23,4,17,20
"Laneville ISD",2020-11-15,201903,"163",159,0,0,1,1,0,2,0,1,0,2,3,0,3,3
"Lapoynor ISD",2020-11-15,107910,"452",446,0,0,0,2,0,2,0,0,0,6,2,0,6,2
"Laredo ISD",2020-11-15,240901,"22078",2279,3,1,2,5,0,0,11,14,3,20,66,0,29,74
"Lasara ISD",2020-11-15,245901,"313",71,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Latexo ISD",2020-11-15,113905,"463",395,0,0,0,1,0,0,1,0,1,18,10,0,2,27
"Lazbuddie ISD",2020-11-15,185904,"182",180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leadership Prep School",2020-11-15,61804,"1299",682,NA,NA,NA,NA,NA,NA,NA,0,5,5,4,3,8,3
"Leakey ISD",2020-11-15,193902,"286",271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leander ISD",2020-11-15,246913,"40404",19601,3,7,18,4,0,0,32,7,15,35,13,0,0,70
"Leary ISD",2020-11-15,19914,"102",92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lefors ISD",2020-11-15,90902,"159",156,0,0,0,1,0,0,1,0,0,0,4,1,0,3
"Legacy Preparatory",2020-11-15,57846,"1640",477,0,0,0,1,0,0,1,0,0,0,2,0,1,1
"Legacy School Of Sport Sciences",2020-11-15,101874,"392",65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leggett ISD",2020-11-15,187906,"204",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leon ISD",2020-11-15,145911,"736",710,NA,NA,NA,NA,NA,NA,NA,0,0,7,4,0,1,10
"Leonard ISD",2020-11-15,74909,"826",683,0,0,1,0,0,0,1,0,1,4,2,0,2,5
"Levelland ISD",2020-11-15,110902,"2811",2511,NA,NA,NA,NA,NA,NA,NA,17,15,66,39,0,0,137
"Leveretts Chapel ISD",2020-11-15,201904,"237",229,0,0,1,0,0,0,1,0,0,2,1,0,0,3
"Lewisville ISD",2020-11-15,61902,"49360",31875,7,23,90,50,0,0,170,62,77,374,132,0,0,645
"Lexington ISD",2020-11-15,144902,"1058",962,1,0,2,0,0,1,2,1,1,6,0,0,4,4
"Liberty Hill ISD",2020-11-15,246908,"5539",4201,2,0,8,2,0,0,12,2,1,12,7,0,5,17
"Liberty ISD",2020-11-15,146906,"2227",1836,0,0,1,3,0,2,2,0,2,5,5,0,6,6
"Liberty-Eylau ISD",2020-11-15,19908,"2284",1665,1,0,0,5,0,1,5,7,2,21,38,2,10,56
"Life School",2020-11-15,57807,"5550",2745,2,4,6,6,1,10,7,8,12,24,38,12,29,41
"Lighthouse Public Schools",2020-11-15,15825,"15",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lindale ISD",2020-11-15,212903,"4166",4023,0,0,1,6,0,7,0,2,2,11,11,6,12,8
"Linden-Kildare Cisd",2020-11-15,34905,"626",555,NA,NA,NA,NA,NA,NA,NA,3,3,10,21,2,10,25
"Lindsay ISD",2020-11-15,49907,"489",457,0,0,1,1,0,1,1,1,0,5,8,0,7,7
"Lingleville ISD",2020-11-15,72909,"278",270,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,2,0
"Lipan ISD",2020-11-15,111902,"413",351,NA,NA,NA,NA,NA,NA,NA,0,0,5,3,0,1,7
"Little Cypress-Mauriceville Cisd",2020-11-15,181908,"3198",2119,0,0,22,2,0,2,22,0,1,39,15,1,11,43
"Little Elm ISD",2020-11-15,61914,"8095",6079,1,2,9,3,0,15,0,11,10,40,31,5,80,7
"Littlefield ISD",2020-11-15,140904,"1268",996,1,0,0,5,0,0,6,6,3,25,33,24,11,32
"Livingston ISD",2020-11-15,187907,"3809",3809,NA,NA,NA,NA,NA,NA,NA,5,1,14,10,0,26,4
"Llano ISD",2020-11-15,150901,"1732",1617,0,0,3,3,0,6,0,0,1,11,7,0,17,2
"Lockhart ISD",2020-11-15,28902,"5302",3792,1,0,0,0,0,1,0,6,0,4,6,0,9,7
"Lockney ISD",2020-11-15,77902,"454",354,NA,NA,NA,NA,NA,NA,NA,0,2,19,7,0,6,22
"Lohn ISD",2020-11-15,160905,"104",94,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,2,0
"Lometa ISD",2020-11-15,141902,"314",260,0,0,1,0,0,1,0,2,0,1,4,0,2,5
"London ISD",2020-11-15,178906,"1268",1131,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,2,0
"Lone Oak ISD",2020-11-15,116906,"967",945,2,0,7,2,4,4,3,4,0,20,14,13,5,20
"Lone Star Language Academy",2020-11-15,43802,"206",70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Longview ISD",2020-11-15,92903,"8269",6066,0,0,2,0,0,0,2,13,18,43,31,3,9,93
"Loop ISD",2020-11-15,83902,"146",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Loraine ISD",2020-11-15,168902,"142",132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lorena ISD",2020-11-15,161907,"1742",1378,0,1,0,0,0,0,1,5,5,20,12,2,15,25
"Lorenzo ISD",2020-11-15,54902,"228",198,NA,NA,NA,NA,NA,NA,NA,0,0,5,2,0,5,2
"Los Fresnos Cisd",2020-11-15,31906,"10521",2335,0,0,1,1,0,2,0,0,2,4,7,0,13,0
"Louise ISD",2020-11-15,241906,"484",484,0,1,1,3,0,3,2,0,1,3,4,0,5,3
"Lovejoy ISD",2020-11-15,43919,"4204",2828,1,2,3,3,0,5,4,3,9,40,12,1,17,46
"Lovelady ISD",2020-11-15,113903,"511",471,NA,NA,NA,NA,NA,NA,NA,1,0,8,3,3,5,4
"Lubbock ISD",2020-11-15,152901,"26468",21529,NA,NA,NA,NA,NA,NA,NA,78,83,383,304,2,845,1
"Lubbock-Cooper ISD",2020-11-15,152906,"7173",6891,NA,NA,NA,NA,NA,NA,NA,17,30,144,70,2,62,197
"Lueders-Avoca ISD",2020-11-15,127905,"107",107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lufkin ISD",2020-11-15,3903,"7467",6179,3,4,6,3,1,1,14,20,11,41,29,4,36,61
"Luling ISD",2020-11-15,28903,"1376",1089,2,0,0,0,0,1,1,5,4,2,2,0,11,2
"Lumberton ISD",2020-11-15,100907,"4132",3748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lumin Education",2020-11-15,57805,"257",137,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,4,0
"Lyford Cisd",2020-11-15,245902,"1450",516,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,3
"Lytle ISD",2020-11-15,7904,"1766",1191,2,0,0,3,0,2,3,2,1,12,6,0,14,7
"Mabank ISD",2020-11-15,129905,"3543",3214,0,1,2,4,1,0,6,3,5,16,22,10,17,19
"Madisonville Cisd",2020-11-15,154901,"2300",2074,7,1,18,15,2,5,34,9,3,34,22,2,18,48
"Magnolia ISD",2020-11-15,170906,"13063",11157,NA,NA,NA,NA,NA,NA,NA,8,8,57,23,16,45,35
"Malakoff ISD",2020-11-15,107906,"1361",1251,0,1,11,5,10,7,0,2,3,47,12,25,38,1
"Malone ISD",2020-11-15,109908,"165",143,1,0,0,2,0,3,0,2,2,0,3,0,7,0
"Malta ISD",2020-11-15,19910,"219",218,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,0,3,0
"Manara Academy",2020-11-15,57844,"644",197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manor ISD",2020-11-15,227907,"9296",3614,0,1,1,6,0,3,5,1,1,1,14,5,5,7
"Mansfield ISD",2020-11-15,220908,"35191",20597,NA,NA,NA,NA,NA,NA,NA,23,17,110,51,16,170,15
"Marathon ISD",2020-11-15,22902,"60",56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marble Falls ISD",2020-11-15,27904,"4105",3560,NA,NA,NA,NA,NA,NA,NA,4,4,14,10,0,24,8
"Marfa ISD",2020-11-15,189901,"293",197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marion ISD",2020-11-15,94904,"1483",1214,0,0,0,1,0,1,0,1,1,1,2,0,5,0
"Marlin ISD",2020-11-15,73903,"863",598,1,1,0,0,0,0,2,2,2,14,9,0,14,13
"Marshall ISD",2020-11-15,102902,"5085",4033,0,1,6,8,0,0,15,4,6,28,43,0,2,79
"Mart ISD",2020-11-15,161908,"539",498,1,0,0,2,0,2,1,4,0,5,4,1,10,2
"Martins Mill ISD",2020-11-15,234905,"457",437,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,0,0,4
"Martinsville ISD",2020-11-15,174909,"341",227,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Mason ISD",2020-11-15,157901,"713",681,0,0,1,0,0,1,0,2,1,4,5,0,12,0
"Matagorda ISD",2020-11-15,158904,"104",104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathis ISD",2020-11-15,205904,"1640",1161,1,0,5,1,0,0,7,3,3,9,4,0,4,15
"Maud ISD",2020-11-15,19903,"468",429,0,0,1,1,0,0,2,1,2,9,7,0,4,15
"May ISD",2020-11-15,25905,"253",248,NA,NA,NA,NA,NA,NA,NA,0,0,4,0,0,4,0
"Maypearl ISD",2020-11-15,70915,"1161",1087,1,0,2,2,1,3,1,3,1,11,5,1,15,4
"Mcallen ISD",2020-11-15,108906,"21609",301,0,0,1,2,0,3,0,0,0,23,23,16,30,0
"Mccamey ISD",2020-11-15,231901,"494",493,0,0,0,1,0,0,1,0,0,2,3,0,3,2
"Mcdade ISD",2020-11-15,11905,"334",222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mcgregor ISD",2020-11-15,161909,"1483",1211,1,0,0,1,0,0,2,6,4,15,8,0,0,33
"Mckinney ISD",2020-11-15,43907,"22707",16416,NA,NA,NA,NA,NA,NA,NA,24,20,81,35,0,11,149
"Mclean ISD",2020-11-15,90903,"202",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mcleod ISD",2020-11-15,34906,"385",383,0,0,3,0,0,2,1,1,2,14,9,1,20,5
