"District","Date","LEA","Total_Enrollment","Approximate_Enrollment","Cases_Weekly_GRADE_EE_3","Cases_Weekly_GRADE_4_6","Cases_Weekly_GRADE_7_12","Cases_Weekly_Staff","Infections_Weekly_On_Campus","Infections_Weekly_Off_Campus","Infections_Weekly_Unknown","Cases_Cumulative_GRADE_EE_3","Cases_Cumulative_GRADE_4_6","Cases_Cumulative_GRADE_7_12","Cases_Cumulative_Staff","Infections_Cumulative_On_Campus","Infections_Cumulative_Off_Campus","Infections_Cumulative_Unknown"
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,566,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,278,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,44,14,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,857,301,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,1149,385,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,1325,617,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,1438,576,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,531,391,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,424,224,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,681,302,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,541,315,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,455,209,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,472,232,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,583,340,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,699,335,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,438,207,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,488,283,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,542,296,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,551,230,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,400,177,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,516,255,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,375,170,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,687,348,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,461,220,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,537,252,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,486,294,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,667,279,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,489,190,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,501,249,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,659,335,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,498,312,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,944,530,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,1016,587,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,304,221,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,573,309,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,905,297,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,22,9,NA,0,NA,NA,NA,NA,2,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,1232,420,NA,2,NA,NA,NA,NA,6,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,1409,586,NA,1,NA,NA,NA,NA,3,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,1592,614,NA,1,NA,NA,NA,NA,4,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,486,207,NA,0,NA,NA,NA,NA,3,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,430,210,NA,0,NA,NA,NA,NA,2,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,415,236,NA,1,NA,NA,NA,NA,4,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,585,263,NA,0,NA,NA,NA,NA,2,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,427,190,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,816,345,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,490,217,NA,0,NA,NA,NA,NA,3,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,525,260,NA,0,NA,NA,NA,NA,3,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,641,334,NA,0,NA,NA,NA,NA,3,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,634,316,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,571,286,NA,0,NA,NA,NA,NA,4,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,765,350,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,551,243,NA,0,NA,NA,NA,NA,5,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,665,409,NA,0,NA,NA,NA,NA,2,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,709,399,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,1200,708,NA,1,NA,NA,NA,NA,2,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,484,266,NA,1,NA,NA,NA,NA,1,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,651,353,NA,0,NA,NA,NA,NA,2,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,828,462,NA,0,NA,NA,NA,NA,5,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,654,376,NA,1,NA,NA,NA,NA,2,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,717,433,NA,0,NA,NA,NA,NA,2,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,1027,366,0,1,0,1,0,NA,4,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,1065,459,0,1,0,1,0,NA,3,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,889,362,0,1,0,0,1,NA,2,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,1250,566,0,1,0,0,1,NA,1,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,375,261,0,1,0,0,1,NA,2,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,522,275,0,1,0,0,1,NA,7,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,440,200,0,1,0,0,1,NA,2,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,717,325,0,2,0,0,2,NA,4,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,569,269,0,1,0,0,1,NA,5,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,458,268,0,1,0,1,0,NA,6,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,606,432,0,1,0,1,0,NA,2,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,854,488,0,1,0,0,1,NA,1,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,635,386,0,3,0,3,0,NA,4,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,593,379,0,1,0,0,1,NA,2,NA,NA,NA
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,488,196,NA,NA,NA,NA,NA,0,3,0,3,0
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,518,270,NA,NA,NA,NA,NA,0,1,0,1,0
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,617,303,NA,NA,NA,NA,NA,0,1,0,0,1
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,460,202,NA,NA,NA,NA,NA,0,1,0,1,0
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,536,282,NA,NA,NA,NA,NA,0,2,0,1,1
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,463,264,NA,NA,NA,NA,NA,0,2,0,2,0
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,823,393,NA,NA,NA,NA,NA,0,5,0,4,1
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,277,132,0,1,0,0,1,0,7,0,4,3
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,353,151,0,1,0,0,1,0,3,0,2,1
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,515,294,0,1,0,1,0,0,3,0,3,0
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,523,291,0,1,0,0,1,0,6,0,4,2
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,576,253,0,2,0,2,0,0,5,1,4,0
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,646,332,0,2,0,2,0,0,11,0,11,0
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,505,323,0,1,0,0,1,0,6,1,2,3
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,NA,NA,0,6,0,1,5,0,11,0,6,5
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,1244,495,NA,NA,NA,NA,NA,5,1,0,3,3
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,844,442,NA,0,NA,NA,NA,5,1,0,5,1
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,909,400,NA,NA,NA,NA,NA,6,2,0,8,0
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,523,253,NA,NA,NA,NA,NA,6,4,0,8,2
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,2613,941,NA,2,NA,NA,NA,6,5,0,11,0
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,858,376,NA,0,NA,NA,NA,6,0,0,4,2
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,762,364,NA,1,NA,NA,NA,6,1,0,7,0
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,461,265,NA,0,NA,NA,NA,6,1,0,6,1
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,649,261,NA,0,NA,NA,NA,6,5,4,4,3
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,1214,437,NA,1,NA,NA,NA,7,1,0,8,0
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,989,404,NA,1,NA,NA,NA,7,8,0,3,12
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,1537,675,NA,0,NA,NA,NA,7,0,1,4,2
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,1769,809,NA,0,NA,NA,NA,7,1,0,7,1
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,635,331,NA,3,NA,NA,NA,7,3,0,5,5
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,1163,384,6,0,0,0,6,7,3,0,1,9
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,2611,1006,NA,0,NA,NA,NA,9,2,0,4,7
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,627,316,NA,0,NA,NA,NA,9,1,0,7,3
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,2832,1077,NA,1,NA,NA,NA,10,20,0,24,6
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,1059,396,NA,0,NA,NA,NA,11,3,0,11,3
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,2632,971,6,0,0,6,0,16,0,0,15,1
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,3113,1344,NA,NA,NA,NA,NA,19,7,0,26,0
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,2599,845,NA,2,NA,NA,NA,22,14,0,29,7
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,2851,1019,NA,0,NA,NA,NA,26,14,9,16,15
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,2870,936,10,1,8,3,0,26,3,8,19,2
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,2770,968,5,3,0,8,0,34,6,0,30,10
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,2925,1145,9,6,0,0,15,34,8,2,23,17
"Northside ISD - San Antonio",2020-12-13,15915,"103188",46081,NA,NA,3173,1257,19,3,13,0,9,34,11,19,11,15
"Northside ISD - San Antonio Total",2020-12-13,15915,"103188",46081,NA,NA,103188,46081,132,64,22,78,96,532,367,57,602,240
"Judson ISD",2020-12-13,15916,"23792",9465,NA,NA,62,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Judson ISD",2020-12-13,15916,"23792",9465,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Judson ISD",2020-12-13,15916,"23792",9465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Judson ISD",2020-12-13,15916,"23792",9465,NA,NA,444,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Judson ISD",2020-12-13,15916,"23792",9465,NA,NA,636,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Judson ISD",2020-12-13,15916,"23792",9465,NA,NA,761,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Judson ISD",2020-12-13,15916,"23792",9465,NA,NA,518,298,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Judson ISD",2020-12-13,15916,"23792",9465,NA,NA,735,236,NA,0,NA,NA,NA,NA,2,NA,NA,NA
"Judson ISD",2020-12-13,15916,"23792",9465,NA,NA,892,327,NA,2,NA,NA,NA,NA,2,NA,NA,NA
"Judson ISD",2020-12-13,15916,"23792",9465,NA,NA,1312,503,NA,1,NA,NA,NA,NA,1,NA,NA,NA
"Judson ISD",2020-12-13,15916,"23792",9465,NA,NA,753,419,NA,2,NA,NA,NA,NA,3,NA,NA,NA
"Judson ISD",2020-12-13,15916,"23792",9465,NA,NA,627,337,NA,1,NA,NA,NA,NA,3,NA,NA,NA
"Judson ISD",2020-12-13,15916,"23792",9465,NA,NA,556,348,NA,0,NA,NA,NA,NA,2,NA,NA,NA
"Judson ISD",2020-12-13,15916,"23792",9465,NA,NA,601,433,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"Judson ISD",2020-12-13,15916,"23792",9465,NA,NA,627,346,NA,2,NA,NA,NA,NA,3,NA,NA,NA
"Judson ISD",2020-12-13,15916,"23792",9465,NA,NA,743,366,NA,2,NA,NA,NA,NA,2,NA,NA,NA
"Judson ISD",2020-12-13,15916,"23792",9465,NA,NA,647,389,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"Judson ISD",2020-12-13,15916,"23792",9465,NA,NA,730,393,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"Judson ISD",2020-12-13,15916,"23792",9465,NA,NA,525,298,NA,0,NA,NA,NA,NA,3,NA,NA,NA
"Judson ISD",2020-12-13,15916,"23792",9465,NA,NA,495,330,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"Judson ISD",2020-12-13,15916,"23792",9465,NA,NA,1668,351,0,1,0,1,0,NA,3,NA,NA,NA
"Judson ISD",2020-12-13,15916,"23792",9465,NA,NA,1315,485,0,2,0,2,0,NA,4,NA,NA,NA
"Judson ISD",2020-12-13,15916,"23792",9465,NA,NA,347,223,0,1,0,1,0,NA,1,NA,NA,NA
"Judson ISD",2020-12-13,15916,"23792",9465,NA,NA,434,243,0,1,0,1,0,NA,5,NA,NA,NA
"Judson ISD",2020-12-13,15916,"23792",9465,NA,NA,2402,695,6,2,0,8,0,NA,4,NA,NA,NA
"Judson ISD",2020-12-13,15916,"23792",9465,NA,NA,554,274,NA,NA,NA,NA,NA,0,2,0,2,0
"Judson ISD",2020-12-13,15916,"23792",9465,NA,NA,416,258,NA,NA,NA,NA,NA,0,2,0,2,0
"Judson ISD",2020-12-13,15916,"23792",9465,NA,NA,495,266,NA,NA,NA,NA,NA,0,1,0,1,0
"Judson ISD",2020-12-13,15916,"23792",9465,NA,NA,1013,354,0,2,0,2,0,0,4,0,4,0
"Judson ISD",2020-12-13,15916,"23792",9465,NA,NA,557,316,0,1,0,1,0,0,1,0,1,0
"Judson ISD",2020-12-13,15916,"23792",9465,NA,NA,328,171,0,1,0,1,0,0,1,0,1,0
"Judson ISD",2020-12-13,15916,"23792",9465,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,0,9,0
"Judson ISD",2020-12-13,15916,"23792",9465,NA,NA,2597,84,NA,3,NA,NA,NA,8,6,3,11,0
"Judson ISD Total",2020-12-13,15916,"23792",9465,NA,NA,23792,9465,30,24,6,48,0,77,63,10,130,0
"Southside ISD",2020-12-13,15917,"4832",1651,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southside ISD",2020-12-13,15917,"4832",1651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southside ISD",2020-12-13,15917,"4832",1651,NA,NA,18,8,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Southside ISD",2020-12-13,15917,"4832",1651,NA,NA,678,385,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Southside ISD",2020-12-13,15917,"4832",1651,NA,NA,495,198,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Southside ISD",2020-12-13,15917,"4832",1651,NA,NA,523,306,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Southside ISD",2020-12-13,15917,"4832",1651,NA,NA,556,324,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Southside ISD",2020-12-13,15917,"4832",1651,NA,NA,435,240,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"Southside ISD",2020-12-13,15917,"4832",1651,NA,NA,433,173,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"Southside ISD",2020-12-13,15917,"4832",1651,NA,NA,NA,NA,0,2,0,0,2,1,34,2,13,20
"Southside ISD",2020-12-13,15917,"4832",1651,NA,NA,1693,17,NA,0,NA,NA,NA,9,0,0,7,2
"Southside ISD Total",2020-12-13,15917,"4832",1651,NA,NA,4832,1651,NA,2,NA,NA,NA,38,34,2,45,25
"Johnson City ISD",2020-12-13,16901,"615",546,NA,NA,210,176,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Johnson City ISD",2020-12-13,16901,"615",546,NA,NA,167,150,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Johnson City ISD",2020-12-13,16901,"615",546,NA,NA,238,220,NA,0,NA,NA,NA,NA,4,NA,NA,NA
"Johnson City ISD Total",2020-12-13,16901,"615",546,NA,NA,615,546,NA,0,NA,NA,NA,NA,5,NA,NA,NA
"Blanco ISD",2020-12-13,16902,"1009",996,NA,NA,355,350,NA,1,NA,NA,NA,NA,3,NA,NA,NA
"Blanco ISD",2020-12-13,16902,"1009",996,NA,NA,248,246,NA,0,NA,NA,NA,NA,3,NA,NA,NA
"Blanco ISD",2020-12-13,16902,"1009",996,NA,NA,406,400,NA,0,NA,NA,NA,NA,10,NA,NA,NA
"Blanco ISD",2020-12-13,16902,"1009",996,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,2,1
"Blanco ISD Total",2020-12-13,16902,"1009",996,NA,NA,1009,996,NA,1,NA,NA,NA,NA,19,NA,NA,NA
"Borden County ISD",2020-12-13,17901,"231",231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Borden County ISD",2020-12-13,17901,"231",231,NA,NA,231,231,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"Borden County ISD Total",2020-12-13,17901,"231",231,NA,NA,231,231,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"Clifton ISD",2020-12-13,18901,"962",866,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1
"Clifton ISD",2020-12-13,18901,"962",866,NA,NA,246,230,NA,0,NA,NA,NA,5,0,0,3,2
"Clifton ISD",2020-12-13,18901,"962",866,NA,NA,282,249,NA,2,NA,NA,NA,11,3,0,9,5
"Clifton ISD",2020-12-13,18901,"962",866,NA,NA,434,387,NA,NA,NA,NA,NA,12,1,0,12,1
"Clifton ISD Total",2020-12-13,18901,"962",866,NA,NA,962,866,NA,2,NA,NA,NA,28,5,0,24,9
"Meridian ISD",2020-12-13,18902,"418",403,NA,NA,238,231,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Meridian ISD",2020-12-13,18902,"418",403,NA,NA,180,172,NA,NA,NA,NA,NA,0,1,0,1,0
"Meridian ISD Total",2020-12-13,18902,"418",403,NA,NA,418,403,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Morgan ISD",2020-12-13,18903,"134",122,NA,NA,134,122,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"Morgan ISD Total",2020-12-13,18903,"134",122,NA,NA,134,122,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"Valley Mills ISD",2020-12-13,18904,"618",546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Valley Mills ISD",2020-12-13,18904,"618",546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Valley Mills ISD",2020-12-13,18904,"618",546,NA,NA,175,158,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Valley Mills ISD",2020-12-13,18904,"618",546,NA,NA,300,282,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Valley Mills ISD",2020-12-13,18904,"618",546,NA,NA,143,106,NA,NA,NA,NA,NA,5,0,1,2,2
"Valley Mills ISD Total",2020-12-13,18904,"618",546,NA,NA,618,546,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"Walnut Springs ISD",2020-12-13,18905,"170",169,NA,NA,170,169,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Walnut Springs ISD Total",2020-12-13,18905,"170",169,NA,NA,170,169,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Iredell ISD",2020-12-13,18906,"144",141,NA,NA,144,141,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Iredell ISD Total",2020-12-13,18906,"144",141,NA,NA,144,141,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Kopperl ISD",2020-12-13,18907,"187",156,NA,NA,187,156,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"Kopperl ISD Total",2020-12-13,18907,"187",156,NA,NA,187,156,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"Cranfills Gap ISD",2020-12-13,18908,"129",129,NA,NA,129,129,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"Cranfills Gap ISD Total",2020-12-13,18908,"129",129,NA,NA,129,129,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"Dekalb ISD",2020-12-13,19901,"755",732,NA,NA,289,280,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Dekalb ISD",2020-12-13,19901,"755",732,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,2
