"District","Date","LEA","Total_Enrollment","Approximate_Enrollment","Cases_Weekly_GRADE_EE_3","Cases_Weekly_GRADE_4_6","Cases_Weekly_GRADE_7_12","Cases_Weekly_Staff","Infections_Weekly_On_Campus","Infections_Weekly_Off_Campus","Infections_Weekly_Unknown","Cases_Cumulative_GRADE_EE_3","Cases_Cumulative_GRADE_4_6","Cases_Cumulative_GRADE_7_12","Cases_Cumulative_Staff","Infections_Cumulative_On_Campus","Infections_Cumulative_Off_Campus","Infections_Cumulative_Unknown"
"Richardson ISD",2020-12-06,57916,"37824",24231,NA,NA,519,399,NA,NA,NA,NA,NA,5,2,0,0,7
"Richardson ISD",2020-12-06,57916,"37824",24231,NA,NA,682,426,NA,0,NA,NA,NA,5,4,0,0,9
"Richardson ISD",2020-12-06,57916,"37824",24231,NA,NA,849,635,0,1,0,0,1,5,4,0,0,9
"Richardson ISD",2020-12-06,57916,"37824",24231,NA,NA,738,583,NA,NA,NA,NA,NA,6,3,0,0,9
"Richardson ISD",2020-12-06,57916,"37824",24231,NA,NA,676,510,NA,0,NA,NA,NA,6,3,0,0,9
"Richardson ISD",2020-12-06,57916,"37824",24231,NA,NA,578,349,NA,0,NA,NA,NA,6,4,0,0,10
"Richardson ISD",2020-12-06,57916,"37824",24231,NA,NA,354,225,NA,1,NA,NA,NA,6,4,0,1,9
"Richardson ISD",2020-12-06,57916,"37824",24231,NA,NA,303,266,NA,NA,NA,NA,NA,7,1,0,0,8
"Richardson ISD",2020-12-06,57916,"37824",24231,NA,NA,615,354,NA,NA,NA,NA,NA,7,5,0,0,12
"Richardson ISD",2020-12-06,57916,"37824",24231,NA,NA,644,529,NA,NA,NA,NA,NA,7,5,0,0,12
"Richardson ISD",2020-12-06,57916,"37824",24231,NA,NA,507,347,NA,NA,NA,NA,NA,7,0,0,0,7
"Richardson ISD",2020-12-06,57916,"37824",24231,NA,NA,639,347,NA,0,NA,NA,NA,7,1,0,0,8
"Richardson ISD",2020-12-06,57916,"37824",24231,NA,NA,527,212,NA,1,NA,NA,NA,7,2,0,0,9
"Richardson ISD",2020-12-06,57916,"37824",24231,NA,NA,967,805,0,1,0,0,1,7,5,0,0,12
"Richardson ISD",2020-12-06,57916,"37824",24231,NA,NA,668,486,NA,2,NA,NA,NA,8,6,0,0,14
"Richardson ISD",2020-12-06,57916,"37824",24231,NA,NA,610,301,NA,0,NA,NA,NA,8,3,0,0,11
"Richardson ISD",2020-12-06,57916,"37824",24231,NA,NA,431,264,0,2,0,0,2,8,4,0,0,12
"Richardson ISD",2020-12-06,57916,"37824",24231,NA,NA,799,589,NA,NA,NA,NA,NA,9,4,0,0,13
"Richardson ISD",2020-12-06,57916,"37824",24231,NA,NA,406,248,NA,0,NA,NA,NA,9,4,0,0,13
"Richardson ISD",2020-12-06,57916,"37824",24231,NA,NA,651,479,NA,0,NA,NA,NA,10,2,0,0,12
"Richardson ISD",2020-12-06,57916,"37824",24231,NA,NA,445,353,NA,1,NA,NA,NA,12,2,0,0,14
"Richardson ISD",2020-12-06,57916,"37824",24231,NA,NA,759,427,NA,0,NA,NA,NA,13,2,0,0,15
"Richardson ISD",2020-12-06,57916,"37824",24231,NA,NA,664,509,NA,NA,NA,NA,NA,14,4,0,0,18
"Richardson ISD",2020-12-06,57916,"37824",24231,NA,NA,752,472,NA,0,NA,NA,NA,14,9,0,0,23
"Richardson ISD",2020-12-06,57916,"37824",24231,NA,NA,832,574,NA,0,NA,NA,NA,14,1,0,0,15
"Richardson ISD",2020-12-06,57916,"37824",24231,NA,NA,2434,1168,10,0,0,0,10,30,9,0,0,39
"Richardson ISD",2020-12-06,57916,"37824",24231,NA,NA,2787,1752,NA,0,NA,NA,NA,34,5,0,0,39
"Richardson ISD",2020-12-06,57916,"37824",24231,NA,NA,2398,1556,5,0,0,0,5,34,3,0,0,37
"Richardson ISD",2020-12-06,57916,"37824",24231,NA,NA,2797,1422,8,0,0,0,8,38,7,0,0,45
"Richardson ISD Total",2020-12-06,57916,"37824",24231,NA,NA,37824,24231,75,23,0,0,98,407,188,0,1,594
"Richland Collegiate High School",2020-12-06,57840,"498",8,NA,NA,498,8,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
"Richland Collegiate High School Total",2020-12-06,57840,"498",8,NA,NA,498,8,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
"Richland Springs ISD",2020-12-06,206902,"112",111,NA,NA,112,111,NA,NA,NA,NA,NA,0,2,0,1,1
"Richland Springs ISD Total",2020-12-06,206902,"112",111,NA,NA,112,111,NA,NA,NA,NA,NA,0,2,0,1,1
"Riesel ISD",2020-12-06,161912,"645",594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Riesel ISD",2020-12-06,161912,"645",594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Riesel ISD",2020-12-06,161912,"645",594,NA,NA,292,274,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"Riesel ISD",2020-12-06,161912,"645",594,NA,NA,NA,NA,0,1,0,1,0,0,5,0,2,3
"Riesel ISD",2020-12-06,161912,"645",594,NA,NA,353,320,NA,0,NA,NA,NA,19,0,0,13,6
"Riesel ISD Total",2020-12-06,161912,"645",594,NA,NA,645,594,NA,1,NA,NA,NA,NA,6,NA,NA,NA
"Rio Grande City Cisd",2020-12-06,214901,"10007",224,NA,NA,511,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rio Grande City Cisd",2020-12-06,214901,"10007",224,NA,NA,499,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rio Grande City Cisd",2020-12-06,214901,"10007",224,NA,NA,369,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rio Grande City Cisd",2020-12-06,214901,"10007",224,NA,NA,510,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rio Grande City Cisd",2020-12-06,214901,"10007",224,NA,NA,477,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rio Grande City Cisd",2020-12-06,214901,"10007",224,NA,NA,790,4,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Rio Grande City Cisd",2020-12-06,214901,"10007",224,NA,NA,1825,35,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"Rio Grande City Cisd",2020-12-06,214901,"10007",224,NA,NA,698,42,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"Rio Grande City Cisd",2020-12-06,214901,"10007",224,NA,NA,509,19,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"Rio Grande City Cisd",2020-12-06,214901,"10007",224,NA,NA,703,23,NA,NA,NA,NA,NA,0,1,0,1,0
"Rio Grande City Cisd",2020-12-06,214901,"10007",224,NA,NA,795,16,NA,NA,NA,NA,NA,0,2,1,1,0
"Rio Grande City Cisd",2020-12-06,214901,"10007",224,NA,NA,443,15,NA,NA,NA,NA,NA,0,2,0,2,0
"Rio Grande City Cisd",2020-12-06,214901,"10007",224,NA,NA,577,2,NA,NA,NA,NA,NA,0,1,0,1,0
"Rio Grande City Cisd",2020-12-06,214901,"10007",224,NA,NA,623,5,0,1,0,0,1,0,2,0,0,2
"Rio Grande City Cisd",2020-12-06,214901,"10007",224,NA,NA,678,17,0,1,0,0,1,0,3,0,2,1
"Rio Grande City Cisd",2020-12-06,214901,"10007",224,NA,NA,NA,NA,0,5,0,3,2,0,27,0,9,18
"Rio Grande City Cisd Total",2020-12-06,214901,"10007",224,NA,NA,10007,224,NA,7,NA,NA,NA,9,42,1,20,30
"Rio Hondo ISD",2020-12-06,31911,"1732",614,NA,NA,526,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rio Hondo ISD",2020-12-06,31911,"1732",614,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rio Hondo ISD",2020-12-06,31911,"1732",614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rio Hondo ISD",2020-12-06,31911,"1732",614,NA,NA,516,166,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"Rio Hondo ISD",2020-12-06,31911,"1732",614,NA,NA,688,280,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"Rio Hondo ISD",2020-12-06,31911,"1732",614,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,0
"Rio Hondo ISD Total",2020-12-06,31911,"1732",614,NA,NA,1732,614,NA,0,NA,NA,NA,NA,7,NA,NA,NA
"Rio Vista ISD",2020-12-06,126907,"771",766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rio Vista ISD",2020-12-06,126907,"771",766,NA,NA,329,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rio Vista ISD",2020-12-06,126907,"771",766,NA,NA,222,217,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"Rio Vista ISD",2020-12-06,126907,"771",766,NA,NA,220,220,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Rio Vista ISD",2020-12-06,126907,"771",766,NA,NA,NA,NA,1,1,0,2,0,7,5,0,8,4
"Rio Vista ISD Total",2020-12-06,126907,"771",766,NA,NA,771,766,1,1,0,2,0,NA,9,NA,NA,NA
"Rise Academy",2020-12-06,152802,"274",263,NA,NA,274,263,NA,0,NA,NA,NA,NA,4,NA,NA,NA
"Rise Academy Total",2020-12-06,152802,"274",263,NA,NA,274,263,NA,0,NA,NA,NA,NA,4,NA,NA,NA
"Rising Star ISD",2020-12-06,67908,"186",183,NA,NA,89,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rising Star ISD",2020-12-06,67908,"186",183,NA,NA,97,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rising Star ISD Total",2020-12-06,67908,"186",183,NA,NA,186,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"River Road ISD",2020-12-06,188902,"1284",1160,NA,NA,116,103,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"River Road ISD",2020-12-06,188902,"1284",1160,NA,NA,NA,NA,0,1,0,1,0,0,3,0,1,2
"River Road ISD",2020-12-06,188902,"1284",1160,NA,NA,411,382,NA,3,NA,NA,NA,NA,19,NA,NA,NA
"River Road ISD",2020-12-06,188902,"1284",1160,NA,NA,346,327,0,1,0,0,1,16,11,0,6,21
"River Road ISD",2020-12-06,188902,"1284",1160,NA,NA,411,348,5,1,0,2,4,60,14,0,16,58
"River Road ISD Total",2020-12-06,188902,"1284",1160,NA,NA,1284,1160,9,6,0,7,8,91,48,1,35,103
"Rivercrest ISD",2020-12-06,194903,"660",640,NA,NA,157,147,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Rivercrest ISD",2020-12-06,194903,"660",640,NA,NA,319,314,NA,0,NA,NA,NA,NA,4,NA,NA,NA
"Rivercrest ISD",2020-12-06,194903,"660",640,NA,NA,184,179,NA,NA,NA,NA,NA,5,3,0,2,6
"Rivercrest ISD Total",2020-12-06,194903,"660",640,NA,NA,660,640,NA,0,NA,NA,NA,NA,8,NA,NA,NA
"Riviera ISD",2020-12-06,137903,"435",321,NA,NA,245,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Riviera ISD",2020-12-06,137903,"435",321,NA,NA,190,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Riviera ISD Total",2020-12-06,137903,"435",321,NA,NA,435,321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robert Lee ISD",2020-12-06,41902,"258",207,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robert Lee ISD",2020-12-06,41902,"258",207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robert Lee ISD",2020-12-06,41902,"258",207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robert Lee ISD",2020-12-06,41902,"258",207,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robert Lee ISD",2020-12-06,41902,"258",207,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robert Lee ISD",2020-12-06,41902,"258",207,NA,NA,252,204,NA,1,NA,NA,NA,7,3,0,7,3
"Robert Lee ISD Total",2020-12-06,41902,"258",207,NA,NA,258,207,NA,1,NA,NA,NA,7,3,0,7,3
"Robinson ISD",2020-12-06,161922,"2405",2184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson ISD",2020-12-06,161922,"2405",2184,NA,NA,NA,NA,0,6,0,0,6,0,6,0,0,6
"Robinson ISD",2020-12-06,161922,"2405",2184,NA,NA,341,313,NA,NA,NA,NA,NA,5,3,0,2,6
"Robinson ISD",2020-12-06,161922,"2405",2184,NA,NA,405,375,NA,0,NA,NA,NA,8,6,0,1,13
"Robinson ISD",2020-12-06,161922,"2405",2184,NA,NA,559,511,NA,1,NA,NA,NA,12,11,0,5,18
"Robinson ISD",2020-12-06,161922,"2405",2184,NA,NA,397,373,NA,0,NA,NA,NA,17,6,0,2,21
"Robinson ISD",2020-12-06,161922,"2405",2184,NA,NA,703,612,8,3,0,0,11,51,11,0,4,58
"Robinson ISD Total",2020-12-06,161922,"2405",2184,NA,NA,2405,2184,14,10,0,0,24,93,43,0,14,122
"Robstown ISD",2020-12-06,178909,"2602",868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robstown ISD",2020-12-06,178909,"2602",868,NA,NA,27,4,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Robstown ISD",2020-12-06,178909,"2602",868,NA,NA,264,149,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Robstown ISD",2020-12-06,178909,"2602",868,NA,NA,497,1,NA,1,NA,NA,NA,NA,2,NA,NA,NA
"Robstown ISD",2020-12-06,178909,"2602",868,NA,NA,697,291,0,1,0,0,1,NA,1,NA,NA,NA
"Robstown ISD",2020-12-06,178909,"2602",868,NA,NA,602,305,0,1,0,0,1,NA,4,NA,NA,NA
"Robstown ISD",2020-12-06,178909,"2602",868,NA,NA,338,0,0,1,0,0,1,NA,2,NA,NA,NA
"Robstown ISD",2020-12-06,178909,"2602",868,NA,NA,177,118,NA,NA,NA,NA,NA,0,1,0,1,0
"Robstown ISD",2020-12-06,178909,"2602",868,NA,NA,NA,NA,0,1,0,0,1,1,9,0,2,8
"Robstown ISD Total",2020-12-06,178909,"2602",868,NA,NA,2602,868,NA,5,NA,NA,NA,22,19,1,17,23
"Roby Cisd",2020-12-06,76903,"313",303,NA,NA,313,303,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"Roby Cisd Total",2020-12-06,76903,"313",303,NA,NA,313,303,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"Rochelle ISD",2020-12-06,160904,"195",194,NA,NA,195,194,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Rochelle ISD Total",2020-12-06,160904,"195",194,NA,NA,195,194,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Rockdale ISD",2020-12-06,166904,"1453",1297,NA,NA,348,295,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"Rockdale ISD",2020-12-06,166904,"1453",1297,NA,NA,326,302,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Rockdale ISD",2020-12-06,166904,"1453",1297,NA,NA,348,331,5,2,0,7,0,9,15,5,16,3
"Rockdale ISD",2020-12-06,166904,"1453",1297,NA,NA,431,369,NA,1,NA,NA,NA,27,8,0,31,4
"Rockdale ISD Total",2020-12-06,166904,"1453",1297,NA,NA,1453,1297,NA,3,NA,NA,NA,NA,27,NA,NA,NA
"Rocksprings ISD",2020-12-06,69901,"151",0,NA,NA,151,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rocksprings ISD Total",2020-12-06,69901,"151",0,NA,NA,151,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rockwall ISD",2020-12-06,199901,"13781",9782,NA,NA,66,10,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Rockwall ISD",2020-12-06,199901,"13781",9782,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,9,NA,NA,NA
"Rockwall ISD",2020-12-06,199901,"13781",9782,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,7,NA,NA,NA
"Rockwall ISD",2020-12-06,199901,"13781",9782,NA,NA,554,391,NA,0,NA,NA,NA,NA,1,NA,NA,NA
"Rockwall ISD",2020-12-06,199901,"13781",9782,NA,NA,603,389,NA,0,NA,NA,NA,NA,3,NA,NA,NA
"Rockwall ISD",2020-12-06,199901,"13781",9782,NA,NA,512,385,0,1,0,1,0,NA,2,NA,NA,NA
"Rockwall ISD",2020-12-06,199901,"13781",9782,NA,NA,441,351,0,1,0,1,0,NA,1,NA,NA,NA
"Rockwall ISD",2020-12-06,199901,"13781",9782,NA,NA,813,574,0,1,0,1,0,NA,3,NA,NA,NA
"Rockwall ISD",2020-12-06,199901,"13781",9782,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1
"Rockwall ISD",2020-12-06,199901,"13781",9782,NA,NA,NA,NA,0,1,0,1,0,2,18,0,9,11
"Rockwall ISD",2020-12-06,199901,"13781",9782,NA,NA,728,519,NA,1,NA,NA,NA,6,2,0,7,1
"Rockwall ISD",2020-12-06,199901,"13781",9782,NA,NA,565,386,NA,NA,NA,NA,NA,8,3,0,11,0
"Rockwall ISD",2020-12-06,199901,"13781",9782,NA,NA,568,508,NA,0,NA,NA,NA,8,2,0,10,0
"Rockwall ISD",2020-12-06,199901,"13781",9782,NA,NA,442,355,NA,0,NA,NA,NA,9,5,0,8,6
"Rockwall ISD",2020-12-06,199901,"13781",9782,NA,NA,527,432,NA,0,NA,NA,NA,10,2,0,11,1
"Rockwall ISD",2020-12-06,199901,"13781",9782,NA,NA,563,443,NA,0,NA,NA,NA,11,7,0,12,6
"Rockwall ISD",2020-12-06,199901,"13781",9782,NA,NA,487,395,NA,0,NA,NA,NA,11,5,0,11,5
"Rockwall ISD",2020-12-06,199901,"13781",9782,NA,NA,641,504,NA,0,NA,NA,NA,13,4,0,7,10
"Rockwall ISD",2020-12-06,199901,"13781",9782,NA,NA,856,593,NA,0,NA,NA,NA,15,2,0,10,7
"Rockwall ISD",2020-12-06,199901,"13781",9782,NA,NA,678,492,NA,0,NA,NA,NA,18,4,0,9,13
"Rockwall ISD",2020-12-06,199901,"13781",9782,NA,NA,808,589,NA,0,NA,NA,NA,24,7,0,10,21
"Rockwall ISD",2020-12-06,199901,"13781",9782,NA,NA,1084,799,NA,0,NA,NA,NA,24,11,0,7,28
"Rockwall ISD",2020-12-06,199901,"13781",9782,NA,NA,2845,1667,7,1,0,7,1,65,10,0,55,20
"Rockwall ISD Total",2020-12-06,199901,"13781",9782,NA,NA,13781,9782,48,8,0,39,17,324,109,0,272,161
"Rogers ISD",2020-12-06,14907,"891",868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rogers ISD",2020-12-06,14907,"891",868,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rogers ISD",2020-12-06,14907,"891",868,NA,NA,404,401,NA,3,NA,NA,NA,NA,5,NA,NA,NA
"Rogers ISD",2020-12-06,14907,"891",868,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,2
"Rogers ISD",2020-12-06,14907,"891",868,NA,NA,205,201,NA,0,NA,NA,NA,10,4,0,2,12
"Rogers ISD",2020-12-06,14907,"891",868,NA,NA,281,265,NA,0,NA,NA,NA,27,2,0,7,22
"Rogers ISD Total",2020-12-06,14907,"891",868,NA,NA,891,868,NA,3,NA,NA,NA,NA,13,NA,NA,NA
"Roma ISD",2020-12-06,214903,"121",121,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roma ISD",2020-12-06,214903,"121",121,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roma ISD",2020-12-06,214903,"121",121,NA,NA,36,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roma ISD",2020-12-06,214903,"121",121,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roma ISD",2020-12-06,214903,"121",121,NA,NA,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roma ISD",2020-12-06,214903,"121",121,NA,NA,16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roma ISD",2020-12-06,214903,"121",121,NA,NA,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roma ISD",2020-12-06,214903,"121",121,NA,NA,11,11,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"Roma ISD",2020-12-06,214903,"121",121,NA,NA,3,3,NA,NA,NA,NA,NA,0,1,0,0,1
"Roma ISD",2020-12-06,214903,"121",121,NA,NA,7,7,NA,NA,NA,NA,NA,0,1,0,1,0
"Roma ISD",2020-12-06,214903,"121",121,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,2,0
"Roma ISD Total",2020-12-06,214903,"121",121,NA,NA,121,121,NA,NA,NA,NA,NA,NA,10,NA,NA,NA
"Roosevelt ISD",2020-12-06,152908,"1014",944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roosevelt ISD",2020-12-06,152908,"1014",944,NA,NA,258,242,NA,NA,NA,NA,NA,6,8,0,8,6
"Roosevelt ISD",2020-12-06,152908,"1014",944,NA,NA,461,443,0,2,0,1,1,10,17,0,13,14
"Roosevelt ISD",2020-12-06,152908,"1014",944,NA,NA,295,259,7,0,0,0,7,33,13,0,22,24
"Roosevelt ISD Total",2020-12-06,152908,"1014",944,NA,NA,1014,944,7,2,0,1,8,49,38,0,43,44
"Ropes ISD",2020-12-06,110905,"474",459,NA,NA,474,459,0,1,0,0,1,11,14,0,3,22
"Ropes ISD Total",2020-12-06,110905,"474",459,NA,NA,474,459,0,1,0,0,1,11,14,0,3,22
"Roscoe Collegiate ISD",2020-12-06,177901,"681",603,NA,NA,217,200,NA,0,NA,NA,NA,NA,12,NA,NA,NA
"Roscoe Collegiate ISD",2020-12-06,177901,"681",603,NA,NA,142,130,NA,NA,NA,NA,NA,7,8,0,0,15
"Roscoe Collegiate ISD",2020-12-06,177901,"681",603,NA,NA,322,273,NA,1,NA,NA,NA,20,9,0,0,29
"Roscoe Collegiate ISD Total",2020-12-06,177901,"681",603,NA,NA,681,603,NA,1,NA,NA,NA,NA,29,NA,NA,NA
"Rosebud-Lott ISD",2020-12-06,73905,"690",636,NA,NA,84,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rosebud-Lott ISD",2020-12-06,73905,"690",636,NA,NA,217,188,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Rosebud-Lott ISD",2020-12-06,73905,"690",636,NA,NA,389,369,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Rosebud-Lott ISD Total",2020-12-06,73905,"690",636,NA,NA,690,636,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Rotan ISD",2020-12-06,76904,"238",223,NA,NA,238,223,NA,0,NA,NA,NA,9,4,0,10,3
"Rotan ISD Total",2020-12-06,76904,"238",223,NA,NA,238,223,NA,0,NA,NA,NA,9,4,0,10,3
"Round Rock ISD",2020-12-06,246909,"48334",14947,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Round Rock ISD",2020-12-06,246909,"48334",14947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Round Rock ISD",2020-12-06,246909,"48334",14947,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Round Rock ISD",2020-12-06,246909,"48334",14947,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Round Rock ISD",2020-12-06,246909,"48334",14947,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Round Rock ISD",2020-12-06,246909,"48334",14947,NA,NA,930,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Round Rock ISD",2020-12-06,246909,"48334",14947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Round Rock ISD",2020-12-06,246909,"48334",14947,NA,NA,355,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Round Rock ISD",2020-12-06,246909,"48334",14947,NA,NA,561,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Round Rock ISD",2020-12-06,246909,"48334",14947,NA,NA,414,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Round Rock ISD",2020-12-06,246909,"48334",14947,NA,NA,703,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Round Rock ISD",2020-12-06,246909,"48334",14947,NA,NA,743,429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Round Rock ISD",2020-12-06,246909,"48334",14947,NA,NA,659,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Round Rock ISD",2020-12-06,246909,"48334",14947,NA,NA,584,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Round Rock ISD",2020-12-06,246909,"48334",14947,NA,NA,337,96,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Round Rock ISD",2020-12-06,246909,"48334",14947,NA,NA,359,46,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Round Rock ISD",2020-12-06,246909,"48334",14947,NA,NA,709,269,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Round Rock ISD",2020-12-06,246909,"48334",14947,NA,NA,632,181,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Round Rock ISD",2020-12-06,246909,"48334",14947,NA,NA,785,314,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"Round Rock ISD",2020-12-06,246909,"48334",14947,NA,NA,1353,301,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Round Rock ISD",2020-12-06,246909,"48334",14947,NA,NA,1356,468,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Round Rock ISD",2020-12-06,246909,"48334",14947,NA,NA,1324,404,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Round Rock ISD",2020-12-06,246909,"48334",14947,NA,NA,775,279,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"Round Rock ISD",2020-12-06,246909,"48334",14947,NA,NA,976,216,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Round Rock ISD",2020-12-06,246909,"48334",14947,NA,NA,409,256,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Round Rock ISD",2020-12-06,246909,"48334",14947,NA,NA,480,242,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Round Rock ISD",2020-12-06,246909,"48334",14947,NA,NA,322,146,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Round Rock ISD",2020-12-06,246909,"48334",14947,NA,NA,623,280,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Round Rock ISD",2020-12-06,246909,"48334",14947,NA,NA,535,222,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Round Rock ISD",2020-12-06,246909,"48334",14947,NA,NA,343,219,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"Round Rock ISD",2020-12-06,246909,"48334",14947,NA,NA,661,331,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Round Rock ISD",2020-12-06,246909,"48334",14947,NA,NA,604,356,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"Round Rock ISD",2020-12-06,246909,"48334",14947,NA,NA,920,370,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
