"District","Date","LEA","Total_Enrollment","Approximate_Enrollment","Cases_Weekly_GRADE_EE_3","Cases_Weekly_GRADE_4_6","Cases_Weekly_GRADE_7_12","Cases_Weekly_Staff","Infections_Weekly_On_Campus","Infections_Weekly_Off_Campus","Infections_Weekly_Unknown","Cases_Cumulative_GRADE_EE_3","Cases_Cumulative_GRADE_4_6","Cases_Cumulative_GRADE_7_12","Cases_Cumulative_Staff","Infections_Cumulative_On_Campus","Infections_Cumulative_Off_Campus","Infections_Cumulative_Unknown"
"Albany ISD",2020-10-25,209901,"508",468,NA,NA,NA,NA,NA,NA,NA,0,1,10,3,0,0,14
"Aldine ISD",2020-10-25,101902,"63330",12669,3,3,5,20,0,1,30,15,9,13,68,1,3,101
"Aledo ISD",2020-10-25,184907,"6737",5837,NA,NA,NA,NA,NA,NA,NA,2,0,16,7,0,6,19
"Alice ISD",2020-10-25,125901,"4711",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alief ISD",2020-10-25,101903,"41282",2011,3,0,1,6,0,10,0,5,1,4,37,0,47,0
"Alief Montessori Community School",2020-10-25,101815,"327",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen ISD",2020-10-25,43901,"21539",10558,1,6,6,5,0,0,18,6,10,54,18,0,0,88
"Alpine ISD",2020-10-25,22901,"906",798,NA,NA,NA,NA,NA,NA,NA,0,0,2,1,0,0,3
"Alto ISD",2020-10-25,37901,"636",527,NA,NA,NA,NA,NA,NA,NA,1,2,8,4,0,1,14
"Alvarado ISD",2020-10-25,126901,"3554",2018,0,0,0,3,0,0,3,1,0,8,8,0,5,12
"Alvin ISD",2020-10-25,20901,"26817",14563,1,4,9,4,0,18,0,5,12,46,24,0,87,0
"Alvord ISD",2020-10-25,249901,"720",678,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,0,2,1
"Amarillo ISD",2020-10-25,188901,"31379",25615,18,32,64,76,0,102,88,41,80,292,250,11,357,295
"Ambassadors Preparatory Academy",2020-10-25,84804,"250",125,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1
"Amherst ISD",2020-10-25,140901,"131",126,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,2,0
"Amigos Por Vida-Friends For Life Pub Chtr Sch",2020-10-25,101819,"482",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anahuac ISD",2020-10-25,36901,"1320",1138,0,0,0,1,0,1,0,0,0,1,2,0,3,0
"Anderson-Shiro Cisd",2020-10-25,93901,"902",795,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,2
"Andrews ISD",2020-10-25,2901,"4145",3389,NA,NA,NA,NA,NA,NA,NA,4,6,18,19,0,46,1
"Angleton ISD",2020-10-25,20902,"6811",3554,NA,NA,NA,NA,NA,NA,NA,7,7,8,18,14,26,0
"Anna ISD",2020-10-25,43902,"3930",2838,NA,NA,NA,NA,NA,NA,NA,0,0,4,4,0,0,8
"Anson ISD",2020-10-25,127901,"716",659,NA,NA,NA,NA,NA,NA,NA,0,2,0,5,0,4,3
"Anthony ISD",2020-10-25,71906,"796",397,2,0,4,0,0,6,0,2,0,6,2,0,9,1
"Anton ISD",2020-10-25,110901,"188",155,1,0,0,0,0,1,0,1,0,2,1,1,3,0
"Apple Springs ISD",2020-10-25,228905,"195",188,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,1
"Aquilla ISD",2020-10-25,109912,"326",293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aransas County ISD",2020-10-25,4901,"2994",1746,NA,NA,NA,NA,NA,NA,NA,1,1,5,0,0,1,6
"Aransas Pass ISD",2020-10-25,205901,"1622",903,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,2,0
"Archer City ISD",2020-10-25,5901,"512",477,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,0,2,1
"Argyle ISD",2020-10-25,61910,"3725",3017,1,4,2,2,0,0,9,4,5,13,14,0,14,22
"Aristoi Classical Academy",2020-10-25,101803,"1073",608,0,0,1,0,0,0,1,0,0,1,1,0,0,2
"Arlington Classics Academy",2020-10-25,220802,"1564",679,0,0,0,1,0,1,0,1,1,0,2,0,4,0
"Arlington ISD",2020-10-25,220901,"56626",14138,16,9,9,19,0,0,53,27,15,44,123,5,0,204
"Arp ISD",2020-10-25,212901,"871",790,NA,NA,NA,NA,NA,NA,NA,0,2,2,2,0,3,3
"Arrow Academy",2020-10-25,21805,"686",214,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0
"Aspermont ISD",2020-10-25,217901,"210",203,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
"Athens ISD",2020-10-25,107901,"3007",1596,0,2,3,3,0,3,5,1,3,8,13,0,6,19
"Atlanta ISD",2020-10-25,34901,"1840",1634,0,0,0,1,0,0,1,3,2,18,20,0,16,27
"Aubrey ISD",2020-10-25,61907,"2642",2002,0,0,0,1,0,1,0,0,0,5,3,1,4,3
"Austin Achieve Public Schools",2020-10-25,227825,"2168",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austin Discovery School",2020-10-25,227821,"436",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austin ISD",2020-10-25,227901,"74909",321,3,2,0,8,0,0,13,3,3,11,28,0,1,44
"Austwell-Tivoli ISD",2020-10-25,196901,"138",114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Avalon ISD",2020-10-25,70901,"325",281,NA,NA,NA,NA,NA,NA,NA,0,0,2,1,0,3,0
"Avery ISD",2020-10-25,194902,"325",225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Avinger ISD",2020-10-25,34902,"140",116,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Axtell ISD",2020-10-25,161918,"764",692,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,3,1
"Azle ISD",2020-10-25,220915,"6672",4745,1,1,13,5,1,7,12,8,5,32,14,5,20,34
"Baird ISD",2020-10-25,30903,"268",234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ballinger ISD",2020-10-25,200901,"861",754,0,3,2,0,0,5,0,3,3,5,3,2,12,0
"Balmorhea ISD",2020-10-25,195902,"162",141,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
"Bandera ISD",2020-10-25,10902,"2160",1731,0,0,0,1,0,0,1,0,0,1,1,0,1,1
"Bangs ISD",2020-10-25,25901,"840",799,0,0,0,1,0,0,1,0,2,10,6,0,0,18
"Banquete ISD",2020-10-25,178913,"951",362,NA,NA,NA,NA,NA,NA,NA,1,0,3,4,0,8,0
"Barbers Hill ISD",2020-10-25,36902,"6417",5802,1,0,4,1,0,6,0,6,2,20,20,0,48,0
"Bartlett ISD",2020-10-25,14902,"369",315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Basis Texas",2020-10-25,15834,"3070",101,0,0,0,2,0,0,2,1,0,0,6,0,1,6
"Bastrop ISD",2020-10-25,11901,"10342",5277,0,1,1,1,0,1,2,2,4,7,6,0,14,5
"Bay City ISD",2020-10-25,158901,"3407",2715,1,1,2,0,0,2,2,3,3,5,1,0,5,7
"Beatrice Mayes Institute Charter School",2020-10-25,101847,"475",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Beaumont ISD",2020-10-25,123910,"17184",3369,1,0,2,5,6,1,1,3,0,9,40,29,15,8
"Beckville ISD",2020-10-25,183901,"663",645,NA,NA,NA,NA,NA,NA,NA,0,1,2,7,1,5,4
"Beeville ISD",2020-10-25,13901,"3098",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bellevue ISD",2020-10-25,39904,"136",128,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
"Bells ISD",2020-10-25,91901,"875",814,0,0,0,2,0,0,2,0,0,2,5,1,2,4
"Bellville ISD",2020-10-25,8901,"2223",2017,0,0,1,2,0,3,0,0,0,2,5,0,3,4
"Belton ISD",2020-10-25,14903,"12381",7693,0,1,4,1,0,0,6,7,5,23,12,0,15,32
"Ben Bolt-Palito Blanco ISD",2020-10-25,125902,"523",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benavides ISD",2020-10-25,66901,"246",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benjamin ISD",2020-10-25,138904,"131",93,NA,NA,NA,NA,NA,NA,NA,0,0,2,1,0,0,3
"Beta Academy",2020-10-25,101870,"1168",511,1,0,0,0,0,1,0,2,1,2,0,0,5,0
"Betty M Condra School For Education Innovation",2020-10-25,152806,"137",115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bexar County Academy",2020-10-25,15809,"262",122,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0
"Big Sandy ISD",2020-10-25,187901,"501",465,0,0,0,1,0,1,0,2,0,1,3,0,6,0
"Big Sandy ISD",2020-10-25,230901,"666",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Big Spring ISD",2020-10-25,114901,"3909",3028,0,1,5,1,0,0,7,5,2,37,38,3,7,72
"Big Springs Charter School",2020-10-25,193801,"213",182,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,1,1,1
"Birdville ISD",2020-10-25,220902,"22174",12571,3,4,13,2,0,0,22,15,25,85,7,0,0,132
"Bishop Cisd",2020-10-25,178902,"1556",492,NA,NA,NA,NA,NA,NA,NA,0,0,2,5,0,0,7
"Blackwell Cisd",2020-10-25,177903,"161",157,NA,NA,NA,NA,NA,NA,NA,1,0,2,2,0,1,4
"Blanco ISD",2020-10-25,16902,"1028",917,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Bland ISD",2020-10-25,116915,"819",645,0,0,1,1,0,0,2,2,0,5,1,0,6,2
"Blanket ISD",2020-10-25,25904,"173",146,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1
"Bloom Academy Charter School",2020-10-25,101875,"86",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bloomburg ISD",2020-10-25,34909,"251",251,NA,NA,NA,NA,NA,NA,NA,0,1,3,3,0,6,1
"Blooming Grove ISD",2020-10-25,175902,"942",805,0,0,1,0,0,1,0,1,1,2,2,0,5,1
"Bloomington ISD",2020-10-25,235901,"767",458,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,0,3,4
"Blue Ridge ISD",2020-10-25,43917,"896",812,1,0,2,1,0,0,4,3,0,5,9,0,2,15
"Bluff Dale ISD",2020-10-25,72904,"220",210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blum ISD",2020-10-25,109913,"358",352,NA,NA,NA,NA,NA,NA,NA,1,0,2,1,3,0,1
"Bob Hope School",2020-10-25,123807,"2074",557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boerne ISD",2020-10-25,130901,"9511",6938,0,0,2,1,0,0,3,2,1,29,16,1,21,26
"Boles ISD",2020-10-25,116916,"513",452,0,0,2,1,0,0,3,0,0,6,9,5,3,7
"Boling ISD",2020-10-25,241901,"1105",932,0,0,1,0,0,1,0,0,0,4,1,0,5,0
"Bonham ISD",2020-10-25,74903,"1781",1551,NA,NA,NA,NA,NA,NA,NA,3,3,9,0,0,15,0
"Booker ISD",2020-10-25,148901,"362",354,0,0,0,1,1,0,0,1,0,7,1,2,3,4
"Borden County ISD",2020-10-25,17901,"231",231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Borger ISD",2020-10-25,117901,"2470",2130,1,1,8,3,0,0,13,5,3,37,49,14,15,65
"Bosqueville ISD",2020-10-25,161923,"734",586,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,1,1
"Bovina ISD",2020-10-25,185901,"468",419,NA,NA,NA,NA,NA,NA,NA,0,0,4,3,0,4,3
"Bowie ISD",2020-10-25,169901,"1676",1564,0,2,1,3,0,0,6,0,2,11,14,0,1,26
"Boyd ISD",2020-10-25,249902,"1268",1132,NA,NA,NA,NA,NA,NA,NA,0,1,9,4,0,0,14
"Boys Ranch ISD",2020-10-25,180901,"223",153,NA,NA,NA,NA,NA,NA,NA,0,0,11,5,1,11,4
"Brackett ISD",2020-10-25,136901,"529",411,0,1,0,0,0,0,1,0,1,0,1,0,1,1
"Brady ISD",2020-10-25,160901,"991",910,0,0,2,0,0,2,0,0,1,6,9,1,14,1
"Brazos ISD",2020-10-25,8903,"781",690,0,0,0,1,0,0,1,0,0,0,1,0,0,1
"Brazos River Charter School",2020-10-25,213801,"180",178,NA,NA,NA,NA,NA,NA,NA,0,0,2,1,0,2,1
"Brazos School For Inquiry & Creativity",2020-10-25,21803,"341",251,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1
"Brazosport ISD",2020-10-25,20905,"11397",6978,0,0,3,2,0,5,0,14,5,22,15,0,56,0
"Breckenridge ISD",2020-10-25,215901,"1448",1293,0,0,2,3,0,5,0,1,1,12,12,0,16,10
"Bremond ISD",2020-10-25,198901,"473",449,NA,NA,NA,NA,NA,NA,NA,1,2,10,2,3,9,3
"Brenham ISD",2020-10-25,239901,"4918",3998,1,1,0,1,0,0,3,1,3,1,5,0,2,8
"Bridge City ISD",2020-10-25,181901,"3014",2715,NA,NA,NA,NA,NA,NA,NA,0,0,6,3,0,9,0
"Bridgeport ISD",2020-10-25,249903,"2172",1655,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,0,2,1
"Bridgeway Preparatory Academy",2020-10-25,57851,"101",62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Broaddus ISD",2020-10-25,203902,"372",289,0,0,1,1,0,1,1,0,0,1,1,0,1,1
"Brock ISD",2020-10-25,184909,"1769",1762,1,0,4,1,0,3,3,1,0,19,6,0,7,19
"Bronte ISD",2020-10-25,41901,"245",233,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1
"Brookeland ISD",2020-10-25,121902,"367",350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brookesmith ISD",2020-10-25,25908,"168",131,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1
"Brooks Academies Of Texas",2020-10-25,15830,"3047",846,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,2,0
"Brooks County ISD",2020-10-25,24901,"1438",628,NA,NA,NA,NA,NA,NA,NA,7,2,9,2,0,20,0
"Brownfield ISD",2020-10-25,223901,"1643",1341,NA,NA,NA,NA,NA,NA,NA,3,4,5,5,0,16,1
"Brownsboro ISD",2020-10-25,107902,"2612",2126,NA,NA,NA,NA,NA,NA,NA,1,2,12,11,0,3,23
"Brownsville ISD",2020-10-25,31901,"40121",283,3,1,7,3,0,12,2,22,13,31,132,65,103,30
"Brownwood ISD",2020-10-25,25902,"3437",2951,NA,NA,NA,NA,NA,NA,NA,7,1,24,11,0,30,13
"Bruceville-Eddy ISD",2020-10-25,161919,"616",469,0,0,1,0,0,0,1,0,0,5,1,0,0,6
"Bryan ISD",2020-10-25,21902,"15715",11141,2,1,11,4,0,0,18,19,9,48,40,0,0,116
"Bryson ISD",2020-10-25,119901,"255",253,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1
"Buckholts ISD",2020-10-25,166907,"145",124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Buena Vista ISD",2020-10-25,186901,"245",185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Buffalo ISD",2020-10-25,145901,"930",892,0,0,1,0,0,0,1,0,1,2,1,0,2,2
"Bullard ISD",2020-10-25,212902,"2676",2478,0,0,2,2,0,2,2,9,5,27,45,7,17,62
"Buna ISD",2020-10-25,121903,"1483",1338,NA,NA,NA,NA,NA,NA,NA,1,0,0,3,0,0,4
"Burkburnett ISD",2020-10-25,243901,"3167",2618,0,0,3,0,0,1,2,0,3,17,3,0,14,9
"Burkeville ISD",2020-10-25,176901,"272",237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burleson ISD",2020-10-25,126902,"12467",7513,2,3,5,11,0,20,1,10,8,57,35,16,80,14
"Burnet Cisd",2020-10-25,27903,"3081",2475,1,1,0,6,0,6,2,2,3,2,9,0,14,2
"Burnham Wood Charter School District",2020-10-25,71801,"1263",498,1,1,2,1,0,4,1,1,2,2,2,0,5,2
"Burton ISD",2020-10-25,239903,"486",458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bushland ISD",2020-10-25,188904,"1449",1385,0,0,3,2,0,0,5,3,1,19,12,0,0,35
"Bynum ISD",2020-10-25,109902,"190",172,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,1,1
"Caddo Mills ISD",2020-10-25,116901,"1995",1764,NA,NA,NA,NA,NA,NA,NA,0,1,4,6,0,11,0
"Calallen ISD",2020-10-25,178903,"3941",2199,NA,NA,NA,NA,NA,NA,NA,3,2,1,14,3,17,0
"Caldwell ISD",2020-10-25,26901,"1720",1384,2,1,3,2,0,4,4,2,2,25,10,0,5,34
"Calhoun County ISD",2020-10-25,29901,"3563",2869,NA,NA,NA,NA,NA,NA,NA,2,2,16,19,2,37,0
"Callisburg ISD",2020-10-25,49905,"1116",972,0,0,5,5,0,1,9,0,2,7,6,0,3,12
"Calvert ISD",2020-10-25,198902,"142",131,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Calvin Nelms Charter Schools",2020-10-25,101837,"303",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cameron ISD",2020-10-25,166901,"1620",1461,NA,NA,NA,NA,NA,NA,NA,1,2,6,5,0,13,1
"Campbell ISD",2020-10-25,116910,"294",251,0,0,0,2,0,2,0,0,0,2,3,0,5,0
"Canadian ISD",2020-10-25,106901,"879",808,0,0,1,1,0,0,2,5,4,10,6,0,4,21
"Canton ISD",2020-10-25,234902,"2185",1969,0,1,2,0,0,0,3,3,2,6,0,0,0,11
"Canutillo ISD",2020-10-25,71907,"6007",973,NA,NA,NA,NA,NA,NA,NA,0,1,3,3,0,7,0
"Canyon ISD",2020-10-25,191901,"10323",9380,5,3,20,12,0,1,39,14,21,80,69,0,10,174
"Carlisle ISD",2020-10-25,201913,"625",560,NA,NA,NA,NA,NA,NA,NA,0,0,5,3,0,3,5
"Carrizo Springs Cisd",2020-10-25,64903,"2065",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carroll ISD",2020-10-25,220919,"8297",4343,0,0,2,0,0,2,0,3,1,16,6,0,7,19
"Carrollton-Farmers Branch ISD",2020-10-25,57903,"24701",10283,7,10,16,12,0,0,45,26,22,47,51,0,4,142
"Carthage ISD",2020-10-25,183902,"2643",2356,2,0,1,0,0,2,1,3,1,25,15,3,7,34
"Castleberry ISD",2020-10-25,220917,"3633",1914,0,1,1,0,0,2,0,1,2,27,9,7,31,1
"Cayuga ISD",2020-10-25,1902,"544",415,0,0,0,2,0,2,0,3,0,12,6,0,15,6
"Cedar Hill ISD",2020-10-25,57904,"7290",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cedars International Academy",2020-10-25,227817,"495",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Celeste ISD",2020-10-25,116902,"494",453,0,0,1,1,0,2,0,0,0,1,1,0,2,0
"Celina ISD",2020-10-25,43903,"2973",2360,0,2,1,0,0,2,1,4,14,58,24,2,58,40
"Center ISD",2020-10-25,210901,"2432",2232,0,0,0,5,0,0,5,2,2,25,14,0,7,36
"Center Point ISD",2020-10-25,133901,"544",498,0,0,8,0,0,0,8,0,0,8,1,0,0,9
"Centerville ISD",2020-10-25,145902,"635",581,NA,NA,NA,NA,NA,NA,NA,0,0,3,1,0,4,0
"Centerville ISD",2020-10-25,228904,"134",127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Central Heights ISD",2020-10-25,174908,"1135",1004,NA,NA,NA,NA,NA,NA,NA,1,2,1,4,0,3,5
"Central ISD",2020-10-25,3907,"1439",1203,0,0,0,1,0,1,0,2,0,2,5,0,9,0
"Channelview ISD",2020-10-25,101905,"9214",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Channing ISD",2020-10-25,103901,"171",166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chaparral Star Academy",2020-10-25,227814,"371",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chapel Hill Academy",2020-10-25,220815,"771",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chapel Hill ISD",2020-10-25,212909,"3393",2189,1,2,3,1,0,1,6,5,8,28,21,0,5,57
"Chapel Hill ISD",2020-10-25,225906,"996",804,0,0,1,0,0,1,0,1,0,3,1,0,3,2
"Charlotte ISD",2020-10-25,7901,"413",317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cherokee ISD",2020-10-25,206903,"131",129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chester ISD",2020-10-25,229906,"201",194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chico ISD",2020-10-25,249904,"590",531,0,0,0,1,0,1,0,1,0,2,1,0,4,0
"Childress ISD",2020-10-25,38901,"1006",937,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,2,0
"Chillicothe ISD",2020-10-25,99902,"205",204,1,0,0,0,0,0,1,3,1,1,2,0,2,5
"Chilton ISD",2020-10-25,73901,"519",477,NA,NA,NA,NA,NA,NA,NA,2,1,13,8,2,11,11
"China Spring ISD",2020-10-25,161920,"2869",2456,0,0,1,2,0,1,2,5,2,15,3,0,21,4
"Chireno ISD",2020-10-25,174901,"374",310,NA,NA,NA,NA,NA,NA,NA,1,0,10,9,5,6,9
"Chisum ISD",2020-10-25,139905,"NR",NA,0,0,1,1,0,2,0,2,0,6,12,0,20,0
"Christoval ISD",2020-10-25,226901,"568",530,NA,NA,NA,NA,NA,NA,NA,0,0,2,1,0,0,3
"Cisco ISD",2020-10-25,67902,"845",776,0,0,1,0,0,0,1,0,0,11,8,0,13,6
"City View ISD",2020-10-25,243906,"1051",867,0,3,1,0,0,0,4,1,4,2,1,0,2,6
"Cityscape Schools",2020-10-25,57841,"1208",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clarendon ISD",2020-10-25,65901,"446",441,0,0,1,0,0,1,0,3,2,2,2,3,6,0
"Clarksville ISD",2020-10-25,194904,"480",292,0,0,0,1,0,1,0,1,1,1,7,0,9,1
"Claude ISD",2020-10-25,6902,"318",308,0,0,0,3,0,1,2,0,0,0,4,0,1,3
"Clear Creek ISD",2020-10-25,84910,"40663",26658,8,3,17,7,9,10,16,20,9,44,25,12,48,38
"Cleburne ISD",2020-10-25,126903,"6833",5308,2,0,8,2,0,2,10,3,6,21,19,0,4,45
"Cleveland ISD",2020-10-25,146901,"8475",3724,0,0,2,1,0,3,0,2,1,7,8,0,18,0
"Clifton ISD",2020-10-25,18901,"962",871,NA,NA,NA,NA,NA,NA,NA,1,3,3,0,0,4,3
"Clint ISD",2020-10-25,71901,"10687",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clyde Cisd",2020-10-25,30902,"1395",1255,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,2
"Coahoma ISD",2020-10-25,114902,"1092",899,0,0,0,2,0,2,0,0,1,5,9,0,13,2
"Coldspring-Oakhurst Cisd",2020-10-25,204901,"1554",1041,1,0,0,0,0,0,1,1,0,1,1,0,0,3
"Coleman ISD",2020-10-25,42901,"843",776,NA,NA,NA,NA,NA,NA,NA,0,0,3,1,0,3,1
"College Station ISD",2020-10-25,21901,"13642",10161,3,1,2,5,0,3,8,17,9,29,36,0,3,88
"Collinsville ISD",2020-10-25,91902,"549",482,0,0,8,1,0,3,6,0,0,11,6,1,3,13
"Colmesneil ISD",2020-10-25,229901,"456",439,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Colorado ISD",2020-10-25,168901,"896",807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Columbia-Brazoria ISD",2020-10-25,20907,"2841",1969,2,0,1,0,0,3,0,3,1,5,0,0,9,0
"Columbus ISD",2020-10-25,45902,"1510",1075,NA,NA,NA,NA,NA,NA,NA,0,1,0,4,0,4,1
"Comal ISD",2020-10-25,46902,"25214",15285,1,1,16,6,0,24,0,16,5,63,26,1,63,46
