County,Date,cases_daily
Harris,2023-02-19,66
Harris,2023-02-20,50
Harris,2023-02-21,29
Harris,2023-02-22,114
Harris,2023-02-23,94
Harris,2023-02-24,165
Harris,2023-02-25,2
Harris,2023-02-26,343
Harris,2023-02-27,66
Harris,2023-02-28,61
Harris,2023-03-01,76
Harris,2023-03-02,66
Harris,2023-03-03,151
Harris,2023-03-04,118
Harris,2023-03-05,84
Harris,2023-03-06,181
Harris,2023-03-07,115
Harris,2023-03-08,127
Harris,2023-03-09,103
Harris,2023-03-10,60
Harris,2023-03-11,49
Harris,2023-03-12,41
Harris,2023-03-13,389
Harris,2023-03-14,71
Harris,2023-03-15,88
Harris,2023-03-16,93
Harris,2023-03-17,63
Harris,2023-03-18,41
Harris,2023-03-19,44
Harris,2023-03-20,50
Harris,2023-03-21,147
Harris,2023-03-22,93
Harris,2023-03-23,41
Harris,2023-03-24,170
Harris,2023-03-25,61
Harris,2023-03-26,40
Harris,2023-03-27,165
Harris,2023-03-28,108
Harris,2023-03-29,103
Harris,2023-03-30,68
Harris,2023-03-31,102
Harris,2023-04-01,40
Harris,2023-04-02,38
Harris,2023-04-03,344
Harris,2023-04-04,61
Harris,2023-04-05,127
Harris,2023-04-06,37
Harris,2023-04-07,38
Harris,2023-04-08,43
Harris,2023-04-09,24
Harris,2023-04-10,123
Harris,2023-04-11,78
Harris,2023-04-12,92
Harris,2023-04-13,111
Harris,2023-04-14,61
Harris,2023-04-15,43
Harris,2023-04-16,27
Harris,2023-04-17,58
Harris,2023-04-18,56
Harris,2023-04-19,85
Harris,2023-04-20,65
Harris,2023-04-21,71
Harris,2023-04-22,25
Harris,2023-04-23,27
Harris,2023-04-24,38
Harris,2023-04-25,40
Harris,2023-04-26,31
Harris,2023-04-27,76
Harris,2023-04-28,44
Harris,2023-04-29,43
Harris,2023-04-30,15
Harris,2023-05-01,141
Harris,2023-05-02,23
Harris,2023-05-03,78
Harris,2023-05-04,41
Harris,2023-05-05,50
Harris,2023-05-06,15
Harris,2023-05-07,40
Harris,2023-05-08,52
Harris,2023-05-09,38
Harris,2023-05-10,41
Harris,2023-05-11,51
Harris,2023-05-12,40
Harris,2023-05-13,11
Harris,2023-05-14,1
Harris,2023-05-15,68
Harris,2023-05-16,34
Harris,2023-05-17,32
Harris,2021-06-28,0
Harris,2022-07-16,0
Harris,2022-07-31,0
Harris,2022-11-06,0
Harris,2022-12-22,0
Harris,2022-12-25,0
Harris,2022-12-27,0
Harris,2023-01-01,0
