"TSA","Date","Cases_Raw","Hospitalizations_Daily","CI_Lower","CI_Upper","Order_AutoReg","Order_Moving_Avg","Differencing"
"K - Concho Valley",2020-03-12,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-03-13,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-03-14,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-03-15,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-03-16,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-03-17,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-03-18,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-03-19,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-03-20,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-03-21,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-03-22,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-03-23,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-03-24,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-03-25,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-03-26,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-03-27,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-03-28,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-03-29,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-03-30,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-03-31,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-04-01,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-04-02,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-04-03,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-04-04,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-04-05,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-04-06,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-04-07,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-04-08,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-04-09,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-04-10,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-04-11,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-04-12,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-04-13,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-04-14,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-04-15,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-04-16,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-04-17,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-04-18,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-04-19,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-04-20,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-04-21,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-04-22,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-04-23,4,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-04-24,2,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-04-25,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-04-26,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-04-27,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-04-28,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-04-29,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-04-30,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-05-01,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-05-02,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-05-03,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-05-04,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-05-05,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-05-06,1,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-05-07,2,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-05-08,2,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-05-09,1,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-05-10,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-05-11,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-05-12,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-05-13,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-05-14,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-05-15,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-05-16,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-05-17,3,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-05-18,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-05-19,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-05-20,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-05-21,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-05-22,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-05-23,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-05-24,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-05-25,1,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-05-26,1,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-05-27,1,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-05-28,1,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-05-29,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-05-30,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-05-31,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-06-01,2,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-06-02,2,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-06-03,2,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-06-04,2,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-06-05,2,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-06-06,2,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-06-07,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-06-08,0,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-06-09,1,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-06-10,1,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-06-11,2,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-06-12,2,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-06-13,2,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-06-14,2,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-06-15,2,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-06-16,3,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-06-17,3,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-06-18,5,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-06-19,6,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-06-20,7,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-06-21,8,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-06-22,12,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-06-23,12,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-06-24,15,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-06-25,15,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-06-26,15,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-06-27,15,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-06-28,15,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-06-29,33,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-06-30,26,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-07-01,28,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-07-02,27,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-07-03,28,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-07-04,37,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-07-05,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-07-06,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-07-07,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-07-08,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-07-09,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-07-10,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-07-11,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-07-12,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-07-13,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-07-14,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-07-15,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-07-16,NA,NA,NA,NA,NA,NA,NA
"K - Concho Valley",2020-07-17,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-03-04,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-03-05,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-03-06,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-03-07,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-03-08,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-03-09,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-03-10,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-03-11,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-03-12,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-03-13,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-03-14,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-03-15,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-03-16,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-03-17,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-03-18,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-03-19,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-03-20,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-03-21,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-03-22,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-03-23,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-03-24,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-03-25,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-03-26,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-03-27,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-03-28,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-03-29,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-03-30,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-03-31,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-04-01,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-04-02,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-04-03,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-04-04,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-04-05,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-04-06,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-04-07,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-04-08,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-04-09,11,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-04-10,12,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-04-11,13,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-04-12,16,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-04-13,16,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-04-14,15,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-04-15,15,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-04-16,12,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-04-17,11,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-04-18,15,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-04-19,13,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-04-20,15,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-04-21,16,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-04-22,12,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-04-23,16,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-04-24,16,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-04-25,14,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-04-26,16,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-04-27,15,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-04-28,12,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-04-29,17,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-04-30,13,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-05-01,12,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-05-02,17,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-05-03,12,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-05-04,11,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-05-05,12,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-05-06,9,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-05-07,9,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-05-08,9,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-05-09,12,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-05-10,14,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-05-11,9,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-05-12,15,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-05-13,11,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-05-14,11,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-05-15,14,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-05-16,19,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-05-17,21,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-05-18,10,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-05-19,19,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-05-20,13,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-05-21,12,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-05-22,10,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-05-23,2,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-05-24,4,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-05-25,6,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-05-26,9,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-05-27,9,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-05-28,17,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-05-29,21,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-05-30,21,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-05-31,25,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-06-01,24,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-06-02,25,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-06-03,22,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-06-04,24,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-06-05,22,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-06-06,20,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-06-07,18,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-06-08,19,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-06-09,16,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-06-10,17,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-06-11,16,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-06-12,16,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-06-13,14,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-06-14,15,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-06-15,20,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-06-16,18,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-06-17,18,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-06-18,20,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-06-19,24,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-06-20,31,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-06-21,33,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-06-22,24,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-06-23,30,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-06-24,40,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-06-25,34,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-06-26,34,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-06-27,31,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-06-28,40,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-06-29,47,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-06-30,51,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-07-01,55,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-07-02,62,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-07-03,61,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-07-04,69,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-07-05,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-07-06,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-07-07,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-07-08,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-07-09,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-07-10,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-07-11,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-07-12,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-07-13,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-07-14,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-07-15,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-07-16,NA,NA,NA,NA,NA,NA,NA
"L - Central Texas",2020-07-17,NA,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-03-04,NA,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-03-05,NA,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-03-06,NA,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-03-07,NA,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-03-08,NA,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-03-09,NA,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-03-10,NA,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-03-11,NA,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-03-12,NA,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-03-13,NA,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-03-14,NA,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-03-15,NA,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-03-16,NA,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-03-17,NA,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-03-18,NA,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-03-19,NA,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-03-20,NA,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-03-21,NA,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-03-22,NA,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-03-23,NA,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-03-24,NA,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-03-25,NA,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-03-26,NA,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-03-27,NA,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-03-28,NA,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-03-29,NA,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-03-30,NA,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-03-31,NA,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-04-01,NA,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-04-02,NA,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-04-03,NA,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-04-04,NA,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-04-05,NA,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-04-06,NA,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-04-07,NA,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-04-08,NA,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-04-09,9,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-04-10,2,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-04-11,5,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-04-12,5,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-04-13,6,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-04-14,4,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-04-15,4,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-04-16,1,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-04-17,1,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-04-18,3,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-04-19,2,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-04-20,3,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-04-21,3,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-04-22,3,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-04-23,3,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-04-24,2,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-04-25,2,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-04-26,1,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-04-27,1,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-04-28,2,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-04-29,3,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-04-30,3,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-05-01,2,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-05-02,2,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-05-03,1,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-05-04,1,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-05-05,1,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-05-06,1,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-05-07,1,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-05-08,1,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-05-09,1,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-05-10,1,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-05-11,0,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-05-12,2,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-05-13,2,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-05-14,1,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-05-15,2,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-05-16,3,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-05-17,1,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-05-18,0,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-05-19,0,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-05-20,1,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-05-21,1,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-05-22,1,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-05-23,1,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-05-24,0,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-05-25,0,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-05-26,0,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-05-27,0,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-05-28,2,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-05-29,2,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-05-30,2,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-05-31,2,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-06-01,2,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-06-02,2,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-06-03,2,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-06-04,2,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-06-05,2,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-06-06,2,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-06-07,1,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-06-08,2,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-06-09,5,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-06-10,5,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-06-11,5,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-06-12,5,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-06-13,5,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-06-14,7,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-06-15,7,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-06-16,6,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-06-17,6,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-06-18,8,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-06-19,7,NA,NA,NA,NA,NA,NA
"M - Heart of Texas",2020-06-20,12,NA,NA,NA,NA,NA,NA
