OBJECTID,SDLEA10,NAME,NAME2,DISTRICT_N,DISTRICT,DISTRICT_C,NCES_DISTR,COLOR,Shape__Area,Shape__Length
1,13920,Chilton ISD,Chilton,73901,073-901,073901,4813920,1,229408644.148804,111898.215479813
2,11250,Bremond ISD,Bremond,198901,198-901,198901,4811250,1,475053666.639526,143568.863312357
3,30180,Memphis ISD,Memphis,96904,096-904,096904,4830180,1,1729846858.84216,245240.22072589
4,34380,Patton Springs ISD,Patton Springs,63906,063-906,063906,4834380,5,1007703765.65161,147094.679365569
5,00002,Spur ISD,Spur,63903,063-903,063903,4800002,3,1369828027.98206,214386.521594992
6,40080,Sherman ISD,Sherman,91906,091-906,091906,4840080,1,197709455.390259,105071.026179458
7,38400,S and S Cons ISD,S and S Cons,91914,091-914,091914,4838400,6,335206119.401245,131864.234159489
8,35580,Pottsboro ISD,Pottsboro,91913,091-913,091913,4835580,7,249647800.360474,106176.463610873
9,44730,Waxahachie ISD,Waxahachie,70912,070-912,070912,4844730,6,493351217.550781,132462.764884168
10,36660,Red Oak ISD,Red Oak,70911,070-911,070911,4836660,5,95485784.1905518,61217.6064091516
11,34110,Palmer ISD,Palmer,70910,070-910,070910,4834110,1,142223241.867432,74237.0269128529
12,18540,Ennis ISD,Ennis,70903,070-903,070903,4818540,7,672116521.527832,191109.311925908
13,16710,Denison ISD,Denison,91903,091-903,091903,4816710,3,251289220.473145,113770.470729348
14,09780,Bells ISD,Bells,91901,091-901,091901,4809780,2,150884466.650635,75277.7035077655
15,45630,Whitesboro ISD,Whitesboro,91909,091-909,091909,4845630,1,446895695.744995,165294.776941051
16,14580,Collinsville ISD,Collinsville,91902,091-902,091902,4814580,3,136036422.100952,72181.3063804423
17,18750,Evadale ISD,Evadale,121906,121-906,121906,4818750,2,72443893.401123,56747.6949611784
18,12090,Buna ISD,Buna,121903,121-903,121903,4812090,7,567237929.659912,135730.193413026
19,39300,Santa Gertrudis ISD,Santa Gertrudis,137904,137-904,137904,4839300,5,511554140.995239,125359.264765509
20,37320,Riviera ISD,Riviera,137903,137-903,137903,4837320,3,1854708431.98596,242112.669728735
21,36930,Ricardo ISD,Ricardo,137902,137-902,137902,4836930,2,208001920.147095,72905.2015852325
22,25680,Kingsville ISD,Kingsville,137901,137-901,137901,4825680,1,267278045.970825,118043.162695192
23,08490,Apple Springs ISD,Apple Springs,228905,228-905,228905,4808490,3,288851851.674194,116383.33395354
24,43200,Trinity ISD,Trinity,228903,228-903,228903,4843200,2,409513222.748535,137033.708803752
25,25470,Kennard ISD,Kennard,113906,113-906,113906,4825470,1,851362431.439819,206965.396374472
26,33840,Ore City ISD,Ore City,230903,230-903,230903,4833840,4,181287173.884766,95633.2122071673
27,24730,Jefferson ISD,Jefferson,155901,155-901,155901,4824730,1,1041337032.92297,224521.431211692
28,09090,Avinger ISD,Avinger,34902,034-902,034902,4809090,4,181813796.657104,84511.5165442783
29,34550,Pecos-Barstow-Toyah ISD,Pecos-Barstow-Toyah,195901,195-901,195901,4834550,2,5839050194.16736,482766.018401264
30,09330,Balmorhea ISD,Balmorhea,195902,195-902,195902,4809330,4,1369243353.83789,176521.313752626
31,42420,Terrell County ISD,Terrell County,222901,222-901,222901,4842420,6,6083158711.75848,398496.576679552
32,17100,Dilley ISD,Dilley,82902,082-902,082902,4817100,5,883913286.503784,166648.04309772
33,41250,Springlake-Earth ISD,Springlake-Earth,140907,140-907,140907,4841250,3,509293699.723511,110250.778226583
34,35490,Post ISD,Post,85902,085-902,085902,4835490,1,2035904010.35919,217055.981650806
35,42090,Tahoka ISD,Tahoka,153904,153-904,153904,4842090,3,938949042.10437,189382.444094492
36,33390,O'Donnell ISD,O'Donnell,153903,153-903,153903,4833390,4,840397611.509705,179910.849979326
37,16350,Dawson ISD (Dawson),Dawson (Dawson),58902,058-902,058902,4816350,7,356488702.349487,85458.4450125951
38,40290,Silverton ISD,Silverton,23902,023-902,023902,4840290,1,1434089628.31213,169362.341974752
39,32220,Nazareth ISD,Nazareth,35903,035-903,035903,4832220,6,280901465.399841,86681.7775502524
40,22650,Hart ISD,Hart,35902,035-902,035902,4822650,2,401924842.080811,96634.2161054178
41,17160,Dimmitt ISD,Dimmitt,35901,035-901,035901,4817160,7,1157645608.10651,199793.209460582
42,41400,Stamford ISD,Stamford,127906,127-906,127906,4841400,2,358643087.779785,129174.926614539
43,33960,Paint Creek ISD,Paint Creek,104907,104-907,104907,4833960,6,607303092.712769,128215.82635315
44,30340,Merkel ISD,Merkel,221904,221-904,221904,4830340,7,716110118.527344,208879.124181242
45,08400,Anson ISD,Anson,127901,127-901,127901,4808400,6,686427499.543579,190180.376616026
46,43110,Trent ISD,Trent,221905,221-905,221905,4843110,1,370389537.243774,168556.209803536
47,37470,Roby Cons ISD,Roby Cons,76903,076-903,076903,4837470,2,850546842.676209,297960.050022205
48,22260,Hamlin ISD,Hamlin,127903,127-903,127903,4822260,1,712364120.654053,198260.297945449
49,09750,Bellevue ISD,Bellevue,39904,039-904,039904,4809750,5,407486941.359497,128023.669969367
50,20970,Gold-Burg ISD,Gold-Burg,169906,169-906,169906,4820970,3,398103058.409302,119288.152114672
51,33270,Nursery ISD,Nursery,235904,235-904,235904,4833270,1,137080710.25824,56399.2667000621
52,44150,Victoria ISD,Victoria,235902,235-902,235902,4844150,2,1564930299.97101,321866.67006421
53,24150,Industrial ISD,Industrial,120905,120-905,120905,4824150,5,741796066.547485,257172.541989822
54,10500,Bloomington ISD,Bloomington,235901,235-901,235901,4810500,1,273928506.052246,100473.064550883
55,43950,Van Vleck ISD,Van Vleck,158906,158-906,158906,4843950,6,1223668440.67078,220248.497221629
56,42810,Tidehaven ISD,Tidehaven,158902,158-902,158902,4842810,3,759572790.138306,152062.866416061
57,29370,Matagorda ISD,Matagorda,158904,158-904,158904,4829370,7,369651472.875366,83230.2054480651
58,09630,Bay City ISD,Bay City,158901,158-901,158901,4809630,2,424144819.50824,131298.821529408
59,34020,Palacios ISD,Palacios,158905,158-905,158905,4834020,1,1519469829.26642,268960.418259929
60,33570,Olfen ISD,Olfen,200906,200-906,200906,4833570,6,56352565.3395386,38003.7703146895
61,46260,Winters ISD,Winters,200904,200-904,200904,4846260,7,904432054.593384,167473.552902125
62,30750,Miles ISD,Miles,200902,200-902,200902,4830750,2,364958588.859558,115020.540344518
63,09300,Ballinger ISD,Ballinger,200901,200-901,200901,4809300,5,1074078012.03729,240762.450702977
64,11490,Bronte ISD,Bronte,41901,041-901,041901,4811490,3,847520549.981262,204124.112706985
65,34230,Panhandle ISD,Panhandle,33902,033-902,033902,4834230,5,1454626594.12891,172640.283271585
66,39150,Sanford-Fritch ISD,Sanford-Fritch,117903,117-903,117903,4839150,6,88595069.0178223,44546.3519821464
67,42210,Tarkington ISD,Tarkington,146907,146-907,146907,4842210,5,591560016.870605,140306.179891735
68,19350,Floresville ISD,Floresville,247901,247-901,247901,4819350,1,724680052.932373,187101.501201836
69,26610,Lamesa ISD,Lamesa,58906,058-906,058906,4826610,5,887235610.745667,177221.145725677
70,25790,Klondike ISD,Klondike,58905,058-905,058905,4825790,6,1453432789.19299,249993.772204802
71,35730,Prairie Valley ISD,Prairie Valley,169909,169-909,169909,4835730,7,266423084.563232,115813.893008188
72,32790,Nocona ISD,Nocona,169902,169-902,169902,4832790,6,414246834.643555,162900.931654101
73,31200,Montague ISD,Montague,169908,169-908,169908,4831200,4,65515075.2904053,50198.3799355981
74,38520,Saint Jo ISD,Saint Jo,169911,169-911,169911,4838520,3,427012705.903809,151062.511784757
75,36510,Rankin ISD,Rankin,231902,231-902,231902,4836510,4,2147351810.83649,230091.98006293
76,29700,McCamey ISD,McCamey,231901,231-901,231901,4829700,6,1054491076.62738,140737.742374429
77,15570,Cranfills Gap ISD,Cranfills Gap,18908,018-908,018908,4815570,7,376350762.564453,185031.263741974
78,24900,Jonesboro ISD,Jonesboro,50909,050-909,050909,4824900,6,457119170.021484,179820.452025607
79,18780,Evant ISD,Evant,50901,050-901,050901,4818780,2,675548726.76709,216273.542369986
80,23070,Hico ISD,Hico,97903,097-903,097903,4823070,3,526865253.370728,282323.981662756
81,22230,Hamilton ISD,Hamilton,97902,097-902,097902,4822230,4,1339079184.06982,382289.177099671
82,42030,Sweetwater ISD,Sweetwater,177902,177-902,177902,4842030,4,743053145.662659,174845.629438728
83,38040,Rotan ISD,Rotan,76904,076-904,076904,4838040,7,895868787.201294,185753.09817436
84,37860,Roscoe Collegiate ISD,Roscoe Collegiate,177901,177-901,177901,4837860,6,356041983.148926,104660.246694986
85,23040,Hermleigh ISD,Hermleigh,208901,208-901,208901,4823040,5,395166329.751648,144178.735929325
86,35890,Pringle-Morse Cons ISD,Pringle-Morse Cons,98903,098-903,098903,4835890,1,962412153.51062,211508.844153868
87,41580,Plemons-Stinnett-Phillips Cons ISD,Plemons-Stinnett-Phillips Cons,117904,117-904,117904,4841580,3,904021729.415039,198065.768317879
88,41130,Spring Creek ISD,Spring Creek,117907,117-907,117907,4841130,6,430398027.458008,101491.118177878
89,10890,Borger ISD,Borger,117901,117-901,117901,4810890,4,124807361.765625,64377.5522583116
90,41010,Spearman ISD,Spearman,98904,098-904,098904,4841010,4,1235093348.43311,208450.16113979
91,45380,Wharton ISD,Wharton,241904,241-904,241904,4845380,1,473751861.123413,147804.465395605
92,28350,Louise ISD,Louise,241906,241-906,241906,4828350,7,445074542.902466,115404.563877291
93,18280,El Campo ISD,El Campo,241903,241-903,241903,4818280,6,1143108689.23022,275331.823161342
94,35800,Presidio ISD,Presidio,189902,189-902,189902,4835800,5,2086576959.68985,431207.877662414
95,29040,Marfa ISD,Marfa,189901,189-901,189901,4829040,2,7862322777.26019,444272.065438628
96,23760,Huckabay ISD,Huckabay,72908,072-908,072908,4823760,2,408377549.375366,155812.612359184
97,36480,Ranger ISD,Ranger,67907,067-907,067907,4836480,4,480747873.929688,123911.719019397
98,17960,Eastland ISD,Eastland,67903,067-903,067903,4817960,3,665993096.021851,173681.422921469
99,15810,Cross Plains ISD,Cross Plains,30901,030-901,030901,4815810,1,900380601.639893,192772.015852469
100,14070,Cisco ISD,Cisco,67902,067-902,067902,4814070,2,566791772.901855,148432.580776857
101,37230,Rising Star ISD,Rising Star,67908,067-908,067908,4837230,7,325872912.81897,126297.373338658
102,27600,Lingleville ISD,Lingleville,72909,072-909,072909,4827600,7,313108577.619629,177955.731509748
103,21270,Gorman ISD,Gorman,67904,067-904,067904,4821270,1,309644293.17395,146220.080029274
104,16440,De Leon ISD,De Leon,47902,047-902,047902,4816440,3,631611650.471313,295857.618430863
105,39960,Shelbyville ISD,Shelbyville,210903,210-903,210903,4839960,4,692417815.77478,263569.254131549
106,27270,Leveretts Chapel ISD,Leveretts Chapel,201904,201-904,201904,4827270,4,30254457.4278564,31921.1733179099
107,33870,Overton ISD,Overton,201908,201-908,201908,4833870,1,52010915.3355713,38353.9805485654
108,31650,Mount Enterprise ISD,Mount Enterprise,201907,201-907,201907,4831650,3,197227631.202148,84441.3623659267
109,26700,Laneville ISD,Laneville,201903,201-903,201903,4826700,6,325116531.573486,210377.806996256
110,22970,Henderson ISD,Henderson,201902,201-902,201902,4822970,1,944002343.351563,427888.069361258
111,20400,Garrison ISD,Garrison,174903,174-903,174903,4820400,7,276925022.310547,127518.020813034
112,16080,Cushing ISD,Cushing,174902,174-902,174902,4816080,7,390673659.586426,150621.869882185
113,25620,Kilgore ISD,Kilgore,92902,092-902,092902,4825620,3,254838208.598511,113197.979333409
114,42240,Tatum ISD,Tatum,201910,201-910,201910,4842240,6,294701547.202515,135844.470631393
115,38360,Rusk ISD,Rusk,37907,037-907,037907,4838360,5,808865394.465332,248019.413556299
116,42000,Sweet Home ISD,Sweet Home,143905,143-905,143905,4842000,5,163532074.943481,87394.3182211425
117,18890,Ezzell ISD,Ezzell,143906,143-906,143906,4818890,6,430757524.243713,134131.187750089
118,40110,Shiner ISD,Shiner,143903,143-903,143903,4840110,6,292732613.787537,97499.4011395389
119,31560,Moulton ISD,Moulton,143902,143-902,143902,4831560,2,286380912.158142,102779.079904275
120,44890,Wellington ISD,Wellington,44902,044-902,044902,4844890,1,2330617218.38501,288600.376529961
121,44710,Water Valley ISD,Water Valley,226905,226-905,226905,4844710,2,1120388653.30304,245462.22086875
122,37380,Robert Lee ISD,Robert Lee,41902,041-902,041902,4837380,5,1234975481.50854,205835.374015874
123,00005,Blackwell Cons ISD,Blackwell Cons,177903,177-903,177903,4800005,2,1212804557.08905,186930.349331135
124,22740,Haskell Cons ISD,Haskell Cons,104901,104-901,104901,4822740,4,1144677002.05615,235171.388384677
125,38280,Rule ISD,Rule,104903,104-903,104903,4838280,7,391171081.599731,127272.655998703
126,25870,Knox City-O'Brien Cons ISD,Knox City-O'Brien Cons,138902,138-902,138902,4825870,7,372308377.344604,113788.045968357
127,41910,Sunray ISD,Sunray,171902,171-902,171902,4841910,5,573306610.799438,133335.129025197
128,17610,Dumas ISD,Dumas,171901,171-901,171901,4817610,7,1972659311.98669,199605.012002326
129,15690,Crockett County Cons CSD,Crockett County Cons CSD,53001,053-001,053001,4815690,1,7240638862.66748,514706.587729457
130,39570,Scurry-Rosser ISD,Scurry-Rosser,129910,129-910,129910,4839570,2,212873827.413696,84099.1224506149
131,25320,Kemp ISD,Kemp,129904,129-904,129904,4825320,4,439507988.540771,140947.89934806
132,30000,Meadow ISD,Meadow,223902,223-902,223902,4830000,6,403320448.017273,114556.04064684
133,44910,Wellman-Union Cons ISD,Wellman-Union Cons,223904,223-904,223904,4844910,1,680136673.255371,146662.338748111
134,28140,Loop ISD,Loop,83902,083-902,083902,4828140,2,554706583.583313,98515.0791360593
135,28410,Lovelady ISD,Lovelady,113903,113-903,113903,4828410,5,841617575.77832,175718.55021228
136,26910,Latexo ISD,Latexo,113905,113-905,113905,4826910,3,248650346.130249,93231.5418952922
137,21630,Grapeland ISD,Grapeland,113902,113-902,113902,4821630,7,586858912.521484,189326.420578033
138,15720,Crockett ISD,Crockett,113901,113-901,113901,4815720,6,589713210.657227,227645.390461068
139,31170,Monahans-Wickett-Pyote ISD,Monahans-Wickett-Pyote,238902,238-902,238902,4831170,4,1289483448.53766,181819.269153672
140,21480,Grandfalls-Royalty ISD,Grandfalls-Royalty,238904,238-904,238904,4821480,3,471848902.306702,114267.622086807
141,27960,Lometa ISD,Lometa,141902,141-902,141902,4827960,3,641097498.460205,153604.414814914
142,21300,Grady ISD,Grady,156905,156-905,156905,4821300,1,793479296.889282,174723.976777971
143,12700,Canadian ISD,Canadian,106901,106-901,106901,4812700,6,1880692715.88501,220453.767232156
144,10830,Booker ISD,Booker,148901,148-901,148901,4810830,4,783156487.743896,186614.056807802
145,32700,Newcastle ISD,Newcastle,252902,252-902,252902,4832700,2,566982653.995728,143257.807624899
146,21360,Graham ISD,Graham,252901,252-901,252901,4821360,5,1400201684.9635,254061.291814231
147,22680,Hartley ISD,Hartley,103902,103-902,103902,4822680,4,961645226.583374,178182.317577493
148,13620,Channing ISD,Channing,103901,103-901,103901,4813620,1,3496523584.33643,403632.032749491
149,16200,Dalhart ISD,Dalhart,56901,056-901,056901,4816200,3,2200222111.677,281324.695610293
150,42720,Three Way ISD,Three Way,72901,072-901,072901,4842720,5,212107813.859131,80679.3748873553
151,41520,Stephenville ISD,Stephenville,72903,072-903,072903,4841520,1,604013291.639282,167824.523978795
152,39390,Santo ISD,Santo,182904,182-904,182904,4839390,1,535616832.406738,125281.154985928
153,31410,Morgan Mill ISD,Morgan Mill,72910,072-910,072910,4831410,3,191535798.549438,87588.3708984908
154,21180,Gordon ISD,Gordon,182901,182-901,182901,4821180,6,419648452.59314,146746.076628123
155,24360,Iredell ISD,Iredell,18906,018-906,018906,4824360,2,384767330.213013,121117.957615151
156,17580,Dublin ISD,Dublin,72902,072-902,072902,4817580,5,658022956.530029,189011.191501748
157,32740,Nixon-Smiley Cons ISD,Nixon-Smiley Cons,89903,089-903,089903,4832740,2,960409805.240234,195840.258086031
158,42510,Texas City ISD,Texas City,84906,084-906,084906,4842510,6,201306151.907227,79520.8782819315
159,23160,High Island ISD,High Island,84903,084-903,084903,4823160,1,258604910.562256,89515.7933307439
160,14880,Como-Pickton Cons ISD,Como-Pickton Cons,112908,112-908,112908,4814880,7,312600513.698853,121622.388405928
161,44280,Waco ISD,Waco,161914,161-914,161914,4844280,3,157606152.302002,99492.3063261933
162,30640,Midway ISD (McLennan),Midway (McLennan),161903,161-903,161903,4830640,2,224782191.656738,123347.829571383
163,29820,McGregor ISD,McGregor,161909,161-909,161909,4829820,1,213415550.039551,83017.2480782459
164,22140,Hallsburg ISD,Hallsburg,161924,161-924,161924,4822140,2,83115856.3817139,49723.1921169644
165,10910,Bosqueville ISD,Bosqueville,161923,161-923,161923,4810910,6,60449131.7723389,54685.8344757141
166,33420,Oglesby ISD,Oglesby,50904,050-904,050904,4833420,6,191348411.364624,104171.774110992
167,15600,Crawford ISD,Crawford,161901,161-901,161901,4815600,4,295063721.241333,136108.614308011
168,33030,North Zulch ISD,North Zulch,154903,154-903,154903,4833030,5,214143478.316895,82486.2061801729
169,32910,Normangee ISD,Normangee,145906,145-906,145906,4832910,3,460254353.921631,138905.243206393
170,40230,Silsbee ISD,Silsbee,100904,100-904,100904,4840230,6,433513936.999146,154640.485568627
171,15540,Crane ISD,Crane,52901,052-901,052901,4815540,2,2026397455.39557,250855.390352438
172,36960,Rice ISD,Rice,175911,175-911,175911,4836960,2,164095048.78064,69355.948834983
173,30720,Mildred ISD,Mildred,175910,175-910,175910,4830720,5,222373702.626953,96099.3928231423
174,25530,Kerens ISD,Kerens,175907,175-907,175907,4825530,7,565093455.385376,163752.59297861
175,22850,Hedley ISD,Hedley,65902,065-902,065902,4822850,7,792722029.628662,230120.49716719
176,24660,Jayton-Girard ISD,Jayton-Girard,132902,132-902,132902,4824660,5,2057918248.72253,221227.702448081
177,40650,Snyder ISD,Snyder,208902,208-902,208902,4840650,3,1806562986.32928,337955.04162761
178,40800,Sonora ISD,Sonora,218901,218-901,218901,4840800,7,3751477297.26953,254539.081528556
179,40200,Sierra Blanca ISD,Sierra Blanca,115902,115-902,115902,4840200,1,3083312880.46347,288489.127005949
180,20130,Fort Hancock ISD,Fort Hancock,115901,115-901,115901,4820130,5,4410977650.08954,311916.88620712
181,16650,Dell City ISD,Dell City,115903,115-903,115903,4816650,3,1593091216.0976,180334.176730222
182,15990,Culberson County-Allamore ISD,Culberson County-Allamore,55901,055-901,055901,4815990,6,12537514519.651,503662.580832261
183,26250,La Pryor ISD,La Pryor,254902,254-902,254902,4826250,4,794927996.768188,157421.061808754
184,15930,Crystal City ISD,Crystal City,254901,254-901,254901,4815930,2,1665798260.65009,225573.325836711
185,46770,Zephyr ISD,Zephyr,25906,025-906,025906,4846770,4,189713741.523804,87326.2940824281
186,40170,Sidney ISD,Sidney,47905,047-905,047905,4840170,1,227297061.817993,80925.9044989025
187,35820,Priddy ISD,Priddy,167904,167-904,167904,4835820,2,246163318.150635,108368.614628765
188,31920,Mullin ISD,Mullin,167902,167-902,167902,4831920,1,644695666.32666,176409.713098177
189,29520,May ISD,May,25905,025-905,025905,4829520,4,533800991.344482,135355.891886239
190,21990,Gustine ISD,Gustine,47903,047-903,047903,4821990,7,306880147.960083,122003.442672523
191,14760,Comanche ISD,Comanche,47901,047-901,047901,4814760,6,862705315.511108,239105.79312671
192,10380,Blanket ISD,Blanket,25904,025-904,025904,4810380,5,243124986.508301,89309.4178054745
193,44670,Waskom ISD,Waskom,102903,102-903,102903,4844670,7,165840505.401855,71387.7238582153
194,32460,New Diana ISD,New Diana,230906,230-906,230906,4832460,2,135447668.0896,76062.9713611945
195,29160,Marshall ISD,Marshall,102902,102-902,102902,4829160,4,903697029.56958,193991.664803387
196,25110,Karnack ISD,Karnack,102901,102-901,102901,4825110,6,361017312.459229,120297.257906417
197,22500,Harleton ISD,Harleton,102905,102-905,102905,4822500,6,245323190.169434,104477.852575834
198,22170,Hallsville ISD,Hallsville,102904,102-904,102904,4822170,1,473224463.57666,127586.661369723
199,18480,Elysian Fields ISD,Elysian Fields,102906,102-906,102906,4818480,5,370693813.324219,94731.5257499941
200,45210,Westbrook ISD,Westbrook,168903,168-903,168903,4845210,1,724957379.142517,163797.808463784
201,28170,Loraine ISD,Loraine,168902,168-902,168902,4828170,1,423311289.153564,122599.291738349
202,24300,Ira ISD,Ira,208903,208-903,208903,4824300,6,317551826.808044,119770.834628907
203,14640,Colorado ISD,Colorado,168901,168-901,168901,4814640,4,1120796442.36578,304467.133192429
204,30570,Midland ISD,Midland,165901,165-901,165901,4830570,1,2004780282.14594,211025.629413812
205,21750,Greenwood ISD,Greenwood,165902,165-902,165902,4821750,2,321907082.517944,111915.298196088
206,34260,Paradise ISD,Paradise,249906,249-906,249906,4834260,7,187170079.919556,89130.9714297221
207,13800,Chico ISD,Chico,249904,249-904,249904,4813800,7,292350078.620728,140959.927296386
208,11340,Bridgeport ISD,Bridgeport,249903,249-903,249903,4811340,3,376704052.605713,178940.303566925
209,35340,Poolville ISD,Poolville,184901,184-901,184901,4835340,2,191044443.886963,92092.9877426782
210,43740,Valentine ISD,Valentine,122902,122-902,122902,4843740,7,2318195021.69043,257876.553530861
211,20100,Fort Davis ISD,Fort Davis,122901,122-901,122901,4820100,3,3522658065.05615,291585.052277277
212,42990,Tornillo ISD,Tornillo,71908,071-908,071908,4842990,3,200595865.582703,70878.1433468057
213,18900,Fabens ISD,Fabens,71903,071-903,071903,4818900,5,160262405.609039,68088.0055680885
214,26670,Lancaster ISD,Lancaster,57913,057-913,057913,4826670,6,96781110.2423096,48450.8145284523
215,23250,Highland Park ISD (Dallas),Highland Park (Dallas),57911,057-911,057911,4823250,4,16084789.8590088,17991.6482131771
216,17640,Duncanville ISD,Duncanville,57907,057-907,057907,4817640,5,76124711.5775146,51262.1185501992
217,16860,DeSoto ISD,DeSoto,57906,057-906,057906,4816860,3,57775193.524292,32473.8205897733
218,19170,Ferris ISD,Ferris,70905,070-905,070905,4819170,4,206831014.314209,105536.080121024
219,14490,Coahoma ISD,Coahoma,114902,114-902,114902,4814490,5,784171008.626343,137852.457534706
220,10200,Big Spring ISD,Big Spring,114901,114-901,114901,4810200,3,622132650.165344,194579.826923336
221,19620,Forsan ISD,Forsan,114904,114-904,114904,4819620,2,539978543.708679,154683.572202917
222,10860,Borden County ISD,Borden County,17901,017-901,017901,4810860,7,2344363243.72009,206931.961173614
223,41430,Stanton ISD,Stanton,156902,156-902,156902,4841430,7,875797218.024475,160225.849696616
224,39120,Sands Consolidated ISD,Sands Consolidated,58909,058-909,058909,4839120,2,566111867.414001,154678.925327562
225,44110,Vernon ISD,Vernon,244903,244-903,244903,4844110,3,1462235612.88184,259502.246090766
226,15870,Crowell ISD,Crowell,78901,078-901,078901,4815870,5,2296653600.90698,278696.454674418
227,43400,Turkey-Quitaque ISD,Turkey-Quitaque,96905,096-905,096905,4843400,5,1160671237.99512,195884.621028309
228,35070,Plainview ISD,Plainview,95905,095-905,095905,4835070,6,1026717735.71649,166536.992981622
229,31500,Motley County ISD,Motley County,173901,173-901,173901,4831500,7,2633804446.73303,240897.225268596
230,27890,Lockney ISD,Lockney,77902,077-902,077902,4827890,2,651365639.637817,169625.285443912
231,19440,Floydada ISD,Floydada,77901,077-901,077901,4819440,4,1648232803.06421,237812.216576389
232,42390,Terlingua CSD,Terlingua CSD,22004,022-004,022004,4842390,1,1783434889.29047,198779.413460659
233,39060,San Vicente ISD,San Vicente,22903,022-903,022903,4839060,3,4012509339.69922,351751.813418975
234,28980,Marathon ISD,Marathon,22902,022-902,022902,4828980,4,5239479769.17047,344047.593289492
235,07950,Alpine ISD,Alpine,22901,022-901,022901,4807950,5,4944156889.04407,327467.945387358
236,46200,Winnsboro ISD,Winnsboro,250907,250-907,250907,4846200,2,430998955.880615,184678.919532451
237,38610,Saltillo ISD,Saltillo,112909,112-909,112909,4838610,1,154144369.18457,100628.538734251
238,17010,Deweyville ISD,Deweyville,176903,176-903,176903,4817010,2,439833072.337646,128601.750925774
239,11070,Brackett ISD,Brackett,136901,136-901,136901,4811070,5,3524222683.57343,249866.924355094
240,09390,Bangs ISD,Bangs,25901,025-901,025901,4809390,3,530780175.861084,158975.230423793
241,41970,Sweeny ISD,Sweeny,20906,020-906,020906,4841970,4,463051548.383606,158160.502861747
242,45840,Wildorado ISD,Wildorado,180904,180-904,180904,4845840,4,451850830.169434,98990.1870883971
243,12810,Canyon ISD,Canyon,191901,191-901,191901,4812810,3,1851690860.28979,223340.067129748
244,13410,Centerville ISD (Leon),Centerville (Leon),145902,145-902,145902,4813410,2,918233174.792725,259706.233758895
245,44410,Wall ISD,Wall,226906,226-906,226906,4844410,7,1027374077.12207,187573.913031193
246,44040,Veribest ISD,Veribest,226908,226-908,226908,4844040,6,319727204.414673,123266.251897143
247,38700,San Angelo ISD,San Angelo,226903,226-903,226903,4838700,1,532972451.404419,147546.760879669
248,21600,Grape Creek ISD,Grape Creek,226907,226-907,226907,4821600,4,443419120.385559,109327.682579013
249,14010,Christoval ISD,Christoval,226901,226-901,226901,4814010,2,805310643.468079,137040.333852565
250,37740,Roma ISD,Roma,214903,214-903,214903,4837740,6,1333834942.3244,207002.059114066
251,27750,Littlefield ISD,Littlefield,140904,140-904,140904,4827750,4,572520895.384888,138653.796229135
252,08160,Amherst ISD,Amherst,140901,140-901,140901,4808160,7,266785493.491821,77125.3794364101
253,42570,Texline ISD,Texline,56902,056-902,056902,4842570,7,1585751989.19421,242829.195781189
254,25290,Kelton ISD,Kelton,242905,242-905,242905,4825290,3,346310821.937256,99630.2563934028
255,39900,Shamrock ISD,Shamrock,242902,242-902,242902,4839900,4,815062903.019409,157530.151520276
256,20310,Ganado ISD,Ganado,120902,120-902,120902,4820310,2,401645802.868103,106174.094841901
257,18210,Edna ISD,Edna,120901,120-901,120901,4818210,4,987783410.829834,177038.278136714
258,39750,Seminole ISD,Seminole,83903,083-903,083903,4839750,7,3005634751.81061,259089.299494599
259,46320,Woden ISD,Woden,174906,174-906,174906,4846320,1,350024027.309326,163373.18315029
260,32090,Nacogdoches ISD,Nacogdoches,174904,174-904,174904,4832090,6,577559358.147705,263891.778637001
261,29250,Martinsville ISD,Martinsville,174909,174-909,174909,4829250,3,170880915.680664,115651.053242031
262,17460,Douglass ISD,Douglass,174911,174-911,174911,4817460,1,232198521.248169,114268.738526
263,13440,Central Heights ISD,Central Heights,174908,174-908,174908,4813440,4,179705924.006348,85572.7663759778
264,37590,Rockdale ISD,Rockdale,166904,166-904,166904,4837590,3,539622965.244141,258533.818053269
265,30690,Milano ISD,Milano,166903,166-903,166903,4830690,4,356318895.269409,113534.201163143
266,20520,Gause ISD,Gause,166902,166-902,166902,4820520,7,194085279.12793,74056.4340668717
267,12640,Cameron ISD,Cameron,166901,166-901,166901,4812640,1,818395357.618286,220639.77373414
268,11850,Buckholts ISD,Buckholts,166907,166-907,166907,4811850,6,132979677.537109,76668.3268607636
269,46230,Winona ISD,Winona,212910,212-910,212910,4846230,2,303373917.89856,138464.245923936
270,13650,Chapel Hill ISD (Smith),Chapel Hill (Smith),212909,212-909,212909,4813650,4,342663895.484497,117299.370940512
271,36570,Reagan County ISD,Reagan County,192901,192-901,192901,4836570,5,3032927451.79938,222374.80691057
272,42480,Texarkana ISD,Texarkana,19907,019-907,019907,4842480,3,77124879.7539063,63405.7297764108
273,40320,Simms ISD,Simms,19909,019-909,019909,4840320,5,378335323.070557,128399.154709863
274,36750,Redwater ISD,Redwater,19906,019-906,019906,4836750,7,233561115.919312,119675.12388784
275,36630,Red Lick ISD,Red Lick,19911,019-911,019911,4836630,1,25085677.1734619,22122.1167932635
