"County","Childcare_Child_Cases_Daily","Childcare_Employee_Cases_Daily","Childcare_Child_Cases_Cumulative","Childcare_Employee_Cases_Cumulative","Date"
"Rusk",0,1,0,4,2020-09-09
"San Jacinto",0,0,1,0,2020-09-09
"San Patricio",0,0,3,6,2020-09-09
"Scurry",0,0,2,0,2020-09-09
"Smith",1,1,18,25,2020-09-09
"Starr",0,0,2,4,2020-09-09
"Tarrant",0,1,70,153,2020-09-09
"Taylor",0,1,2,12,2020-09-09
"Terry",0,0,0,1,2020-09-09
"Titus",0,0,1,3,2020-09-09
"Tom Green",0,0,9,16,2020-09-09
"Travis",0,0,37,91,2020-09-09
"Tyler",0,0,1,1,2020-09-09
"Upshur",0,0,3,1,2020-09-09
"Val Verde",0,0,3,4,2020-09-09
"Van Zandt",0,0,0,1,2020-09-09
"Victoria",0,0,9,5,2020-09-09
"Walker",0,0,1,10,2020-09-09
"Waller",0,0,0,1,2020-09-09
"Washington",0,0,1,3,2020-09-09
"Webb",2,0,18,22,2020-09-09
"Wharton",0,0,4,9,2020-09-09
"Wichita",0,0,0,6,2020-09-09
"Wilbarger",0,0,1,2,2020-09-09
"Willacy",0,0,1,0,2020-09-09
"Williamson",0,0,18,46,2020-09-09
"Wilson",0,0,2,3,2020-09-09
"Wise",0,0,2,2,2020-09-09
"Wood",0,0,0,2,2020-09-09
"Young",0,0,1,0,2020-09-09
"Anderson",0,0,1,3,2020-09-08
"Andrews",0,0,0,3,2020-09-08
"Angelina",0,0,2,13,2020-09-08
"Aransas",0,0,3,0,2020-09-08
"Archer",0,0,0,1,2020-09-08
"Atascosa",0,0,12,3,2020-09-08
"Austin",0,0,0,1,2020-09-08
"Bandera",0,0,1,2,2020-09-08
"Bastrop",0,0,3,4,2020-09-08
"Bee",0,0,0,1,2020-09-08
"Bell",0,0,13,31,2020-09-08
"Bexar",0,1,137,177,2020-09-08
"Bowie",0,0,2,11,2020-09-08
"Brazoria",1,0,25,45,2020-09-08
"Brazos",1,1,11,35,2020-09-08
"Brown",0,0,4,2,2020-09-08
"Burnet",0,0,1,2,2020-09-08
"Caldwell",0,0,3,2,2020-09-08
"Calhoun",0,0,2,4,2020-09-08
"Callahan",0,0,0,1,2020-09-08
"Cameron",0,0,34,33,2020-09-08
"Camp",0,0,2,0,2020-09-08
"Cass",0,1,2,7,2020-09-08
"Chambers",0,0,0,2,2020-09-08
"Cherokee",0,0,2,1,2020-09-08
"Clay",0,0,0,1,2020-09-08
"Collin",1,3,47,83,2020-09-08
"Colorado",0,0,1,7,2020-09-08
"Comal",0,0,10,15,2020-09-08
"Cooke",0,0,2,0,2020-09-08
"Coryell",0,0,2,2,2020-09-08
"Dallam",0,0,1,1,2020-09-08
"Dallas",0,3,97,184,2020-09-08
"Deaf Smith",0,0,0,1,2020-09-08
"Denton",1,0,43,71,2020-09-08
"DeWitt",0,0,0,1,2020-09-08
"Dimmit",0,0,1,0,2020-09-08
"Ector",0,0,11,17,2020-09-08
"El Paso",0,0,19,40,2020-09-08
"Ellis",0,1,7,15,2020-09-08
"Erath",0,0,1,2,2020-09-08
"Fannin",0,0,0,1,2020-09-08
"Fayette",0,0,0,1,2020-09-08
"Fort Bend",2,0,44,103,2020-09-08
"Franklin",0,0,0,3,2020-09-08
"Freestone",0,0,0,1,2020-09-08
"Frio",0,0,0,1,2020-09-08
"Galveston",0,0,32,52,2020-09-08
"Gonzales",0,0,1,1,2020-09-08
"Gray",0,0,0,2,2020-09-08
"Grayson",1,3,1,8,2020-09-08
"Gregg",0,0,8,19,2020-09-08
"Grimes",0,0,0,5,2020-09-08
"Guadalupe",0,0,10,15,2020-09-08
"Hale",0,0,0,2,2020-09-08
"Hardin",0,0,3,3,2020-09-08
"Harris",0,0,211,460,2020-09-08
"Harrison",0,0,1,8,2020-09-08
"Hays",0,0,5,18,2020-09-08
"Henderson",0,0,2,6,2020-09-08
"Hidalgo",0,0,60,59,2020-09-08
"Hill",0,0,2,1,2020-09-08
"Hockley",0,0,0,1,2020-09-08
"Hood",0,0,2,9,2020-09-08
"Hopkins",0,0,1,6,2020-09-08
"Howard",0,0,3,2,2020-09-08
"Hunt",0,1,1,5,2020-09-08
"Jackson",0,0,3,4,2020-09-08
"Jasper",0,0,0,1,2020-09-08
"Jefferson",0,0,7,10,2020-09-08
"Jim Wells",0,0,3,2,2020-09-08
"Johnson",0,0,7,9,2020-09-08
"Kaufman",0,0,5,16,2020-09-08
"Kendall",0,0,1,0,2020-09-08
"Kerr",0,0,0,1,2020-09-08
"Kleberg",0,0,0,1,2020-09-08
"Lamar",0,0,1,4,2020-09-08
"Lavaca",0,0,0,2,2020-09-08
"Lee",0,0,1,0,2020-09-08
"Liberty",0,0,2,6,2020-09-08
"Limestone",0,0,0,1,2020-09-08
"Lubbock",0,3,21,51,2020-09-08
"Martin",0,0,0,1,2020-09-08
"Matagorda",0,0,3,11,2020-09-08
"Maverick",0,0,2,5,2020-09-08
"McCulloch",0,0,0,1,2020-09-08
"McLennan",0,0,6,30,2020-09-08
"Medina",0,0,1,2,2020-09-08
"Midland",1,1,9,21,2020-09-08
"Montgomery",0,0,26,53,2020-09-08
"Morris",0,0,0,4,2020-09-08
"Nacogdoches",0,0,1,7,2020-09-08
"Navarro",0,0,3,5,2020-09-08
"Nolan",0,0,1,0,2020-09-08
"Nueces",0,0,23,64,2020-09-08
"Orange",0,0,8,1,2020-09-08
"Palo Pinto",0,0,1,4,2020-09-08
"Panola",0,0,4,0,2020-09-08
"Parker",0,0,0,12,2020-09-08
"Pecos",0,0,1,0,2020-09-08
"Polk",0,0,1,0,2020-09-08
"Potter",0,0,5,4,2020-09-08
"Randall",0,1,7,11,2020-09-08
"Robertson",0,1,0,2,2020-09-08
"Rockwall",0,0,11,7,2020-09-08
"Rusk",0,0,0,3,2020-09-08
"San Jacinto",0,0,1,0,2020-09-08
"San Patricio",0,0,3,6,2020-09-08
"Scurry",0,0,2,0,2020-09-08
"Smith",0,0,17,24,2020-09-08
"Starr",0,0,2,4,2020-09-08
"Tarrant",0,2,70,152,2020-09-08
"Taylor",0,0,2,11,2020-09-08
"Terry",0,0,0,1,2020-09-08
"Titus",0,0,1,3,2020-09-08
"Tom Green",1,0,9,16,2020-09-08
"Travis",0,1,37,91,2020-09-08
"Tyler",0,0,1,1,2020-09-08
"Upshur",0,0,3,1,2020-09-08
"Val Verde",0,0,3,4,2020-09-08
"Van Zandt",0,0,0,1,2020-09-08
"Victoria",0,0,9,5,2020-09-08
"Walker",0,0,1,10,2020-09-08
"Waller",0,0,0,1,2020-09-08
"Washington",0,0,1,3,2020-09-08
"Webb",0,1,16,22,2020-09-08
"Wharton",0,0,4,9,2020-09-08
"Wichita",0,0,0,6,2020-09-08
"Wilbarger",0,0,1,2,2020-09-08
"Willacy",0,0,1,0,2020-09-08
"Williamson",0,0,18,46,2020-09-08
"Wilson",0,0,2,3,2020-09-08
"Wise",0,0,2,2,2020-09-08
"Wood",0,1,0,2,2020-09-08
"Young",0,0,1,0,2020-09-08
"Anderson",0,0,1,3,2020-09-07
"Andrews",0,0,0,3,2020-09-07
"Angelina",0,0,2,13,2020-09-07
"Aransas",0,0,3,0,2020-09-07
"Archer",0,0,0,1,2020-09-07
"Atascosa",0,0,12,3,2020-09-07
"Austin",0,0,0,1,2020-09-07
"Bandera",0,0,1,2,2020-09-07
"Bastrop",0,0,3,4,2020-09-07
"Bee",0,0,0,1,2020-09-07
"Bell",0,0,13,31,2020-09-07
"Bexar",0,1,137,176,2020-09-07
"Bowie",0,0,2,11,2020-09-07
"Brazoria",0,0,24,45,2020-09-07
"Brazos",0,0,10,34,2020-09-07
"Brown",1,0,4,2,2020-09-07
"Burnet",0,0,1,2,2020-09-07
"Caldwell",0,0,3,2,2020-09-07
"Calhoun",0,0,2,4,2020-09-07
"Callahan",0,0,0,1,2020-09-07
"Cameron",0,0,34,33,2020-09-07
"Camp",0,0,2,0,2020-09-07
"Cass",0,0,2,6,2020-09-07
"Chambers",0,0,0,2,2020-09-07
"Cherokee",0,0,2,1,2020-09-07
"Clay",0,0,0,1,2020-09-07
"Collin",0,0,46,80,2020-09-07
"Colorado",0,0,1,7,2020-09-07
"Comal",0,0,10,15,2020-09-07
"Cooke",0,0,2,0,2020-09-07
"Coryell",0,0,2,2,2020-09-07
"Dallam",0,0,1,1,2020-09-07
"Dallas",0,0,97,181,2020-09-07
"Deaf Smith",0,0,0,1,2020-09-07
"Denton",1,0,42,71,2020-09-07
"DeWitt",0,0,0,1,2020-09-07
"Dimmit",0,0,1,0,2020-09-07
"Ector",0,1,11,17,2020-09-07
"El Paso",0,0,19,40,2020-09-07
"Ellis",0,0,7,14,2020-09-07
"Erath",0,0,1,2,2020-09-07
"Fannin",0,0,0,1,2020-09-07
"Fayette",0,0,0,1,2020-09-07
"Fort Bend",0,0,42,103,2020-09-07
"Franklin",0,0,0,3,2020-09-07
"Freestone",0,0,0,1,2020-09-07
"Frio",0,0,0,1,2020-09-07
"Galveston",0,0,32,52,2020-09-07
"Gonzales",0,0,1,1,2020-09-07
"Gray",0,0,0,2,2020-09-07
"Grayson",0,0,0,5,2020-09-07
"Gregg",0,0,8,19,2020-09-07
"Grimes",0,0,0,5,2020-09-07
"Guadalupe",1,0,10,15,2020-09-07
"Hale",0,0,0,2,2020-09-07
"Hardin",0,0,3,3,2020-09-07
"Harris",3,3,211,460,2020-09-07
"Harrison",0,0,1,8,2020-09-07
"Hays",0,0,5,18,2020-09-07
"Henderson",0,0,2,6,2020-09-07
"Hidalgo",0,0,60,59,2020-09-07
"Hill",1,1,2,1,2020-09-07
"Hockley",0,0,0,1,2020-09-07
"Hood",0,0,2,9,2020-09-07
"Hopkins",0,0,1,6,2020-09-07
"Howard",0,0,3,2,2020-09-07
"Hunt",0,1,1,4,2020-09-07
"Jackson",0,0,3,4,2020-09-07
"Jasper",0,0,0,1,2020-09-07
"Jefferson",0,0,7,10,2020-09-07
"Jim Wells",0,0,3,2,2020-09-07
"Johnson",0,0,7,9,2020-09-07
"Kaufman",0,0,5,16,2020-09-07
"Kendall",0,0,1,0,2020-09-07
"Kerr",0,0,0,1,2020-09-07
"Kleberg",0,0,0,1,2020-09-07
"Lamar",0,0,1,4,2020-09-07
"Lavaca",0,0,0,2,2020-09-07
"Lee",0,0,1,0,2020-09-07
"Liberty",0,0,2,6,2020-09-07
"Limestone",0,0,0,1,2020-09-07
"Lubbock",0,0,21,48,2020-09-07
"Martin",0,0,0,1,2020-09-07
"Matagorda",0,0,3,11,2020-09-07
"Maverick",0,0,2,5,2020-09-07
"McCulloch",0,0,0,1,2020-09-07
"McLennan",0,0,6,30,2020-09-07
"Medina",0,0,1,2,2020-09-07
"Midland",0,0,8,20,2020-09-07
"Montgomery",0,0,26,53,2020-09-07
"Morris",0,0,0,4,2020-09-07
"Nacogdoches",0,0,1,7,2020-09-07
"Navarro",0,1,3,5,2020-09-07
"Nolan",1,0,1,0,2020-09-07
"Nueces",0,0,23,64,2020-09-07
"Orange",0,0,8,1,2020-09-07
"Palo Pinto",0,0,1,4,2020-09-07
"Panola",0,0,4,0,2020-09-07
"Parker",0,0,0,12,2020-09-07
"Pecos",0,0,1,0,2020-09-07
"Polk",0,0,1,0,2020-09-07
"Potter",0,0,5,4,2020-09-07
"Randall",0,1,7,10,2020-09-07
"Robertson",0,0,0,1,2020-09-07
"Rockwall",0,0,11,7,2020-09-07
"Rusk",0,0,0,3,2020-09-07
"San Jacinto",0,0,1,0,2020-09-07
"San Patricio",0,0,3,6,2020-09-07
"Scurry",1,0,2,0,2020-09-07
"Smith",0,0,17,24,2020-09-07
"Starr",0,0,2,4,2020-09-07
"Tarrant",0,0,70,150,2020-09-07
"Taylor",0,0,2,11,2020-09-07
"Terry",0,0,0,1,2020-09-07
"Titus",0,1,1,3,2020-09-07
"Tom Green",0,0,8,16,2020-09-07
"Travis",0,0,37,90,2020-09-07
"Tyler",0,0,1,1,2020-09-07
"Upshur",0,0,3,1,2020-09-07
"Val Verde",0,0,3,4,2020-09-07
"Van Zandt",0,0,0,1,2020-09-07
"Victoria",0,0,9,5,2020-09-07
"Walker",0,1,1,10,2020-09-07
"Waller",0,0,0,1,2020-09-07
"Washington",0,0,1,3,2020-09-07
"Webb",0,0,16,21,2020-09-07
"Wharton",0,0,4,9,2020-09-07
"Wichita",0,0,0,6,2020-09-07
"Wilbarger",0,0,1,2,2020-09-07
"Willacy",0,0,1,0,2020-09-07
"Williamson",0,0,18,46,2020-09-07
"Wilson",0,0,2,3,2020-09-07
"Wise",0,0,2,2,2020-09-07
"Wood",0,0,0,1,2020-09-07
"Young",0,0,1,0,2020-09-07
"Anderson",0,0,1,3,2020-09-03
"Andrews",0,2,0,3,2020-09-03
"Angelina",1,0,2,13,2020-09-03
"Aransas",0,0,3,0,2020-09-03
"Archer",0,0,0,1,2020-09-03
"Atascosa",0,0,12,3,2020-09-03
"Austin",0,0,0,1,2020-09-03
"Bandera",0,0,1,2,2020-09-03
"Bastrop",0,0,3,4,2020-09-03
"Bee",0,0,0,1,2020-09-03
"Bell",0,0,13,31,2020-09-03
"Bexar",0,0,137,175,2020-09-03
"Bowie",0,0,2,11,2020-09-03
"Brazoria",0,0,24,45,2020-09-03
"Brazos",0,0,10,34,2020-09-03
"Brown",0,0,3,2,2020-09-03
"Burnet",0,0,1,2,2020-09-03
"Caldwell",0,0,3,2,2020-09-03
"Calhoun",0,0,2,4,2020-09-03
"Callahan",0,0,0,1,2020-09-03
"Cameron",1,1,34,33,2020-09-03
"Camp",0,0,2,0,2020-09-03
"Cass",0,0,2,6,2020-09-03
"Chambers",0,0,0,2,2020-09-03
"Cherokee",0,0,2,1,2020-09-03
"Clay",0,0,0,1,2020-09-03
"Collin",1,0,46,80,2020-09-03
"Colorado",0,0,1,7,2020-09-03
"Comal",0,0,10,15,2020-09-03
"Cooke",0,0,2,0,2020-09-03
"Coryell",0,0,2,2,2020-09-03
"Dallam",0,0,1,1,2020-09-03
"Dallas",0,0,97,181,2020-09-03
"Deaf Smith",0,0,0,1,2020-09-03
"Denton",0,1,41,71,2020-09-03
"DeWitt",0,0,0,1,2020-09-03
"Dimmit",0,0,1,0,2020-09-03
"Ector",0,0,11,16,2020-09-03
"El Paso",0,0,19,40,2020-09-03
"Ellis",0,0,7,14,2020-09-03
"Erath",0,0,1,2,2020-09-03
"Fannin",0,0,0,1,2020-09-03
"Fayette",0,0,0,1,2020-09-03
"Fort Bend",0,0,42,103,2020-09-03
"Franklin",0,0,0,3,2020-09-03
"Freestone",0,0,0,1,2020-09-03
"Frio",0,0,0,1,2020-09-03
"Galveston",0,0,32,52,2020-09-03
"Gonzales",0,0,1,1,2020-09-03
"Gray",0,0,0,2,2020-09-03
"Grayson",0,1,0,5,2020-09-03
"Gregg",0,0,8,19,2020-09-03
"Grimes",0,0,0,5,2020-09-03
"Guadalupe",0,0,9,15,2020-09-03
"Hale",0,0,0,2,2020-09-03
"Hardin",0,0,3,3,2020-09-03
"Harris",1,1,208,457,2020-09-03
"Harrison",0,0,1,8,2020-09-03
"Hays",0,0,5,18,2020-09-03
"Henderson",0,0,2,6,2020-09-03
"Hidalgo",2,0,60,59,2020-09-03
"Hill",0,0,1,0,2020-09-03
"Hockley",0,0,0,1,2020-09-03
"Hood",0,0,2,9,2020-09-03
"Hopkins",0,0,1,6,2020-09-03
"Howard",0,0,3,2,2020-09-03
"Hunt",0,0,1,3,2020-09-03
"Jackson",0,0,3,4,2020-09-03
"Jasper",0,0,0,1,2020-09-03
"Jefferson",0,0,7,10,2020-09-03
"Jim Wells",0,0,3,2,2020-09-03
"Johnson",0,0,7,9,2020-09-03
"Kaufman",0,0,5,16,2020-09-03
"Kendall",0,0,1,0,2020-09-03
"Kerr",0,0,0,1,2020-09-03
"Kleberg",0,0,0,1,2020-09-03
"Lamar",0,0,1,4,2020-09-03
"Lavaca",0,0,0,2,2020-09-03
"Lee",0,0,1,0,2020-09-03
"Liberty",0,0,2,6,2020-09-03
"Limestone",0,0,0,1,2020-09-03
"Lubbock",0,2,21,48,2020-09-03
"Martin",0,0,0,1,2020-09-03
"Matagorda",0,0,3,11,2020-09-03
"Maverick",0,0,2,5,2020-09-03
"McCulloch",0,0,0,1,2020-09-03
"McLennan",0,0,6,30,2020-09-03
"Medina",0,0,1,2,2020-09-03
"Midland",0,0,8,20,2020-09-03
"Montgomery",0,0,26,53,2020-09-03
"Morris",0,0,0,4,2020-09-03
"Nacogdoches",0,0,1,7,2020-09-03
"Navarro",0,0,3,4,2020-09-03
"Nueces",1,0,23,64,2020-09-03
"Orange",0,0,8,1,2020-09-03
"Palo Pinto",0,0,1,4,2020-09-03
"Panola",0,0,4,0,2020-09-03
"Parker",0,0,0,12,2020-09-03
"Pecos",0,0,1,0,2020-09-03
"Polk",0,0,1,0,2020-09-03
"Potter",0,0,5,4,2020-09-03
"Randall",0,0,7,9,2020-09-03
"Robertson",0,0,0,1,2020-09-03
"Rockwall",0,0,11,7,2020-09-03
"Rusk",0,0,0,3,2020-09-03
"San Jacinto",0,0,1,0,2020-09-03
"San Patricio",0,0,3,6,2020-09-03
"Scurry",0,0,1,0,2020-09-03
"Smith",0,0,17,24,2020-09-03
"Starr",0,0,2,4,2020-09-03
"Tarrant",0,1,70,150,2020-09-03
"Taylor",0,0,2,11,2020-09-03
"Terry",0,0,0,1,2020-09-03
"Titus",1,0,1,2,2020-09-03
"Tom Green",1,0,8,16,2020-09-03
"Travis",1,0,37,90,2020-09-03
"Tyler",0,0,1,1,2020-09-03
"Upshur",0,0,3,1,2020-09-03
"Val Verde",0,0,3,4,2020-09-03
"Van Zandt",0,0,0,1,2020-09-03
"Victoria",0,0,9,5,2020-09-03
"Walker",0,0,1,9,2020-09-03
"Waller",0,0,0,1,2020-09-03
"Washington",0,0,1,3,2020-09-03
"Webb",0,0,16,21,2020-09-03
"Wharton",0,0,4,9,2020-09-03
"Wichita",0,1,0,6,2020-09-03
"Wilbarger",0,0,1,2,2020-09-03
"Willacy",0,0,1,0,2020-09-03
"Williamson",0,0,18,46,2020-09-03
"Wilson",0,0,2,3,2020-09-03
"Wise",0,0,2,2,2020-09-03
"Wood",0,0,0,1,2020-09-03
"Young",0,0,1,0,2020-09-03
"Anderson",0,0,1,3,2020-09-02
"Andrews",0,0,0,1,2020-09-02
"Angelina",0,0,1,13,2020-09-02
"Aransas",0,0,3,0,2020-09-02
"Archer",0,0,0,1,2020-09-02
"Atascosa",0,0,12,3,2020-09-02
"Austin",0,0,0,1,2020-09-02
"Bandera",0,0,1,2,2020-09-02
"Bastrop",0,0,3,4,2020-09-02
"Bee",0,0,0,1,2020-09-02
"Bell",0,0,13,31,2020-09-02
"Bexar",0,0,137,175,2020-09-02
"Bowie",0,0,2,11,2020-09-02
"Brazoria",0,0,24,45,2020-09-02
"Brazos",0,0,10,34,2020-09-02
"Brown",0,0,3,2,2020-09-02
"Burnet",0,0,1,2,2020-09-02
"Caldwell",1,0,3,2,2020-09-02
"Calhoun",0,0,2,4,2020-09-02
"Callahan",0,0,0,1,2020-09-02
"Cameron",0,0,33,32,2020-09-02
"Camp",0,0,2,0,2020-09-02
"Cass",0,0,2,6,2020-09-02
"Chambers",0,0,0,2,2020-09-02
"Cherokee",0,0,2,1,2020-09-02
"Clay",0,0,0,1,2020-09-02
"Collin",1,0,45,80,2020-09-02
"Colorado",0,0,1,7,2020-09-02
"Comal",0,0,10,15,2020-09-02
"Cooke",0,0,2,0,2020-09-02
"Coryell",0,0,2,2,2020-09-02
"Dallam",0,0,1,1,2020-09-02
"Dallas",0,0,97,181,2020-09-02
"Deaf Smith",0,0,0,1,2020-09-02
"Denton",1,2,41,70,2020-09-02
"DeWitt",0,0,0,1,2020-09-02
"Dimmit",0,0,1,0,2020-09-02
"Ector",0,0,11,16,2020-09-02
"El Paso",0,0,19,40,2020-09-02
"Ellis",0,0,7,14,2020-09-02
"Erath",0,0,1,2,2020-09-02
"Fannin",0,0,0,1,2020-09-02
"Fayette",0,0,0,1,2020-09-02
"Fort Bend",1,0,42,103,2020-09-02
"Franklin",0,0,0,3,2020-09-02
"Freestone",0,0,0,1,2020-09-02
"Frio",0,0,0,1,2020-09-02
"Galveston",0,0,32,52,2020-09-02
"Gonzales",0,0,1,1,2020-09-02
"Gray",0,0,0,2,2020-09-02
"Grayson",0,0,0,4,2020-09-02
"Gregg",0,0,8,19,2020-09-02
"Grimes",0,0,0,5,2020-09-02
"Guadalupe",0,0,9,15,2020-09-02
"Hale",0,0,0,2,2020-09-02
"Hardin",0,0,3,3,2020-09-02
"Harris",0,4,207,456,2020-09-02
"Harrison",0,0,1,8,2020-09-02
"Hays",0,0,5,18,2020-09-02
"Henderson",0,0,2,6,2020-09-02
"Hidalgo",0,0,58,59,2020-09-02
"Hill",0,0,1,0,2020-09-02
"Hockley",0,0,0,1,2020-09-02
"Hood",0,3,2,9,2020-09-02
"Hopkins",0,0,1,6,2020-09-02
"Howard",0,0,3,2,2020-09-02
"Hunt",0,0,1,3,2020-09-02
"Jackson",0,0,3,4,2020-09-02
"Jasper",0,0,0,1,2020-09-02
"Jefferson",0,0,7,10,2020-09-02
"Jim Wells",0,0,3,2,2020-09-02
"Johnson",0,0,7,9,2020-09-02
"Kaufman",0,0,5,16,2020-09-02
"Kendall",0,0,1,0,2020-09-02
"Kerr",0,0,0,1,2020-09-02
"Kleberg",0,0,0,1,2020-09-02
"Lamar",0,0,1,4,2020-09-02
"Lavaca",0,0,0,2,2020-09-02
"Lee",0,0,1,0,2020-09-02
"Liberty",0,0,2,6,2020-09-02
"Limestone",0,0,0,1,2020-09-02
"Lubbock",0,1,21,46,2020-09-02
"Martin",0,0,0,1,2020-09-02
"Matagorda",0,0,3,11,2020-09-02
"Maverick",0,0,2,5,2020-09-02
"McCulloch",0,0,0,1,2020-09-02
"McLennan",0,0,6,30,2020-09-02
"Medina",0,0,1,2,2020-09-02
"Midland",0,0,8,20,2020-09-02
"Montgomery",0,1,26,53,2020-09-02
"Morris",0,0,0,4,2020-09-02
"Nacogdoches",0,0,1,7,2020-09-02
"Navarro",0,0,3,4,2020-09-02
"Nueces",0,0,22,64,2020-09-02
"Orange",0,0,8,1,2020-09-02
"Palo Pinto",0,0,1,4,2020-09-02
"Panola",0,0,4,0,2020-09-02
"Parker",0,0,0,12,2020-09-02
"Pecos",0,0,1,0,2020-09-02
"Polk",0,0,1,0,2020-09-02
"Potter",0,0,5,4,2020-09-02
"Randall",0,1,7,9,2020-09-02
"Robertson",0,0,0,1,2020-09-02
"Rockwall",0,0,11,7,2020-09-02
"Rusk",0,0,0,3,2020-09-02
"San Jacinto",0,0,1,0,2020-09-02
"San Patricio",0,0,3,6,2020-09-02
"Scurry",0,0,1,0,2020-09-02
"Smith",0,0,17,24,2020-09-02
"Starr",0,0,2,4,2020-09-02
"Tarrant",2,0,70,149,2020-09-02
"Taylor",0,0,2,11,2020-09-02
"Terry",0,0,0,1,2020-09-02
"Titus",0,0,0,2,2020-09-02
"Tom Green",0,0,7,16,2020-09-02
"Travis",0,0,36,90,2020-09-02
"Tyler",0,0,1,1,2020-09-02
"Upshur",0,0,3,1,2020-09-02
"Val Verde",1,2,3,4,2020-09-02
"Van Zandt",0,0,0,1,2020-09-02
"Victoria",0,0,9,5,2020-09-02
"Walker",0,0,1,9,2020-09-02
"Waller",0,0,0,1,2020-09-02
"Washington",0,0,1,3,2020-09-02
"Webb",2,0,16,21,2020-09-02
"Wharton",0,0,4,9,2020-09-02
"Wichita",0,0,0,5,2020-09-02
"Wilbarger",1,0,1,2,2020-09-02
"Willacy",0,0,1,0,2020-09-02
"Williamson",0,0,18,46,2020-09-02
"Wilson",0,0,2,3,2020-09-02
"Wise",0,0,2,2,2020-09-02
"Wood",0,0,0,1,2020-09-02
"Young",0,0,1,0,2020-09-02
"Anderson",0,0,1,3,2020-09-01
"Andrews",0,0,0,1,2020-09-01
"Angelina",0,0,1,13,2020-09-01
"Aransas",0,0,3,0,2020-09-01
"Archer",0,0,0,1,2020-09-01
"Atascosa",0,0,12,3,2020-09-01
"Austin",0,0,0,1,2020-09-01
"Bandera",0,0,1,2,2020-09-01
"Bastrop",0,0,3,4,2020-09-01
"Bee",0,0,0,1,2020-09-01
"Bell",0,0,13,31,2020-09-01
"Bexar",0,0,137,175,2020-09-01
"Bowie",0,0,2,11,2020-09-01
"Brazoria",1,1,24,45,2020-09-01
"Brazos",0,0,10,34,2020-09-01
"Brown",0,0,3,2,2020-09-01
"Burnet",0,0,1,2,2020-09-01
"Caldwell",0,0,2,2,2020-09-01
"Calhoun",0,0,2,4,2020-09-01
"Callahan",0,0,0,1,2020-09-01
"Cameron",0,0,33,32,2020-09-01
"Camp",0,0,2,0,2020-09-01
"Cass",0,0,2,6,2020-09-01
"Chambers",0,0,0,2,2020-09-01
"Cherokee",0,0,2,1,2020-09-01
"Clay",0,0,0,1,2020-09-01
"Collin",0,0,44,80,2020-09-01
"Colorado",0,0,1,7,2020-09-01
"Comal",0,0,10,15,2020-09-01
"Cooke",0,0,2,0,2020-09-01
"Coryell",0,0,2,2,2020-09-01
"Dallam",0,0,1,1,2020-09-01
"Dallas",0,1,97,181,2020-09-01
"Deaf Smith",0,0,0,1,2020-09-01
"Denton",0,0,40,68,2020-09-01
"DeWitt",0,0,0,1,2020-09-01
"Dimmit",0,0,1,0,2020-09-01
"Ector",0,0,11,16,2020-09-01
"El Paso",1,0,19,40,2020-09-01
"Ellis",0,0,7,14,2020-09-01
"Erath",0,0,1,2,2020-09-01
"Fannin",0,0,0,1,2020-09-01
"Fayette",0,0,0,1,2020-09-01
"Fort Bend",0,0,41,103,2020-09-01
"Franklin",0,0,0,3,2020-09-01
"Freestone",0,0,0,1,2020-09-01
"Frio",0,0,0,1,2020-09-01
"Galveston",0,0,32,52,2020-09-01
"Gonzales",0,0,1,1,2020-09-01
"Gray",0,0,0,2,2020-09-01
"Grayson",0,0,0,4,2020-09-01
"Gregg",0,0,8,19,2020-09-01
"Grimes",0,0,0,5,2020-09-01
"Guadalupe",0,0,9,15,2020-09-01
"Hale",0,0,0,2,2020-09-01
"Hardin",0,0,3,3,2020-09-01
"Harris",3,3,207,452,2020-09-01
"Harrison",0,0,1,8,2020-09-01
"Hays",0,0,5,18,2020-09-01
"Henderson",0,0,2,6,2020-09-01
"Hidalgo",0,0,58,59,2020-09-01
"Hill",0,0,1,0,2020-09-01
"Hockley",0,0,0,1,2020-09-01
"Hood",0,1,2,6,2020-09-01
"Hopkins",0,0,1,6,2020-09-01
"Howard",0,0,3,2,2020-09-01
"Hunt",0,0,1,3,2020-09-01
"Jackson",0,0,3,4,2020-09-01
"Jasper",0,0,0,1,2020-09-01
"Jefferson",0,0,7,10,2020-09-01
"Jim Wells",0,0,3,2,2020-09-01
"Johnson",0,0,7,9,2020-09-01
"Kaufman",0,0,5,16,2020-09-01
"Kendall",1,0,1,0,2020-09-01
"Kerr",0,0,0,1,2020-09-01
"Kleberg",0,0,0,1,2020-09-01
"Lamar",0,0,1,4,2020-09-01
"Lavaca",0,0,0,2,2020-09-01
"Lee",0,0,1,0,2020-09-01
"Liberty",0,0,2,6,2020-09-01
"Limestone",0,0,0,1,2020-09-01
"Lubbock",0,1,21,45,2020-09-01
"Martin",0,0,0,1,2020-09-01
"Matagorda",0,0,3,11,2020-09-01
"Maverick",0,0,2,5,2020-09-01
"McCulloch",0,0,0,1,2020-09-01
"McLennan",0,0,6,30,2020-09-01
"Medina",0,0,1,2,2020-09-01
"Midland",0,0,8,20,2020-09-01
"Montgomery",0,1,26,52,2020-09-01
"Morris",0,0,0,4,2020-09-01
"Nacogdoches",1,3,1,7,2020-09-01
"Navarro",0,0,3,4,2020-09-01
"Nueces",0,0,22,64,2020-09-01
