"District","LEA","County"
"Bynum ISD","109902","Navarro"
"Caddo Mills ISD","116901","Collin"
"Caddo Mills ISD","116901","Hunt"
"Calallen ISD","178903","Nueces"
"Calallen ISD","178903","San Patricio"
"Caldwell ISD","26901","Brazos"
"Caldwell ISD","26901","Burleson"
"Caldwell ISD","26901","Lee"
"Caldwell ISD","26901","Milam"
"Caldwell ISD","26901","Robertson"
"Calhoun County ISD","29901","Aransas"
"Calhoun County ISD","29901","Calhoun"
"Calhoun County ISD","29901","Jackson"
"Calhoun County ISD","29901","Matagorda"
"Calhoun County ISD","29901","Refugio"
"Calhoun County ISD","29901","Victoria"
"Callisburg ISD","49905","Cooke"
"Callisburg ISD","49905","Grayson"
"Calvert ISD","198902","Milam"
"Calvert ISD","198902","Robertson"
"Cameron ISD","166901","Bell"
"Cameron ISD","166901","Falls"
"Cameron ISD","166901","Milam"
"Cameron ISD","166901","Robertson"
"Campbell ISD","116910","Hunt"
"Canadian ISD","106901","Hemphill"
"Canadian ISD","106901","Lipscomb"
"Canadian ISD","106901","Roberts"
"Canton ISD","234902","Henderson"
"Canton ISD","234902","Kaufman"
"Canton ISD","234902","Van Zandt"
"Canutillo ISD","71907","El Paso"
"Canyon ISD","191901","Armstrong"
"Canyon ISD","191901","Carson"
"Canyon ISD","191901","Castro"
"Canyon ISD","191901","Deaf Smith"
"Canyon ISD","191901","Potter"
"Canyon ISD","191901","Randall"
"Carlisle ISD","201913","Cherokee"
"Carlisle ISD","201913","Rusk"
"Carlisle ISD","201913","Smith"
"Carrizo Springs Cons ISD","64903","Dimmit"
"Carrizo Springs Cons ISD","64903","Frio"
"Carrizo Springs Cons ISD","64903","La Salle"
"Carrizo Springs Cons ISD","64903","Maverick"
"Carrizo Springs Cons ISD","64903","Webb"
"Carrizo Springs Cons ISD","64903","Zavala"
"Carroll ISD","220919","Denton"
"Carroll ISD","220919","Tarrant"
"Carrollton-Farmers Branch ISD","57903","Collin"
"Carrollton-Farmers Branch ISD","57903","Dallas"
"Carrollton-Farmers Branch ISD","57903","Denton"
"Carthage ISD","183902","Harrison"
"Carthage ISD","183902","Panola"
"Carthage ISD","183902","Rusk"
"Carthage ISD","183902","Shelby"
"Castleberry ISD","220917","Tarrant"
"Cayuga ISD","1902","Anderson"
"Cayuga ISD","1902","Freestone"
"Cayuga ISD","1902","Henderson"
"Cedar Hill ISD","57904","Dallas"
"Cedar Hill ISD","57904","Ellis"
"Cedar Hill ISD","57904","Tarrant"
"Celeste ISD","116902","Collin"
"Celeste ISD","116902","Fannin"
"Celeste ISD","116902","Hunt"
"Celina ISD","43903","Collin"
"Celina ISD","43903","Denton"
"Celina ISD","43903","Grayson"
"Center ISD","210901","San Augustine"
"Center ISD","210901","Shelby"
"Center Point ISD","133901","Bandera"
"Center Point ISD","133901","Kerr"
"Centerville ISD","Leon","Houston"
"Centerville ISD","Leon","Leon"
"Centerville ISD","Leon","Madison"
"Centerville ISD","Trinity","Angelina"
"Centerville ISD","Trinity","Polk"
"Centerville ISD","Trinity","Trinity"
"Central Heights ISD","174908","Nacogdoches"
"Central Heights ISD","174908","Rusk"
"Central ISD","3907","Angelina"
"Central ISD","3907","Cherokee"
"Central ISD","3907","Houston"
"Central ISD","3907","Nacogdoches"
"Channelview ISD","101905","Harris"
"Channing ISD","103901","Dallam"
"Channing ISD","103901","Hartley"
"Channing ISD","103901","Moore"
"Channing ISD","103901","Oldham"
"Channing ISD","103901","Potter"
"Chapel Hill ISD","Smith","Gregg"
"Chapel Hill ISD","Smith","Rusk"
"Chapel Hill ISD","Smith","Smith"
"Chapel Hill ISD","Titus","Camp"
"Chapel Hill ISD","Titus","Morris"
"Chapel Hill ISD","Titus","Titus"
"Charlotte ISD","7901","Atascosa"
"Charlotte ISD","7901","Frio"
"Charlotte ISD","7901","La Salle"
"Cherokee ISD","206903","Llano"
"Cherokee ISD","206903","Mason"
"Cherokee ISD","206903","San Saba"
"Chester ISD","229906","Angelina"
"Chester ISD","229906","Polk"
"Chester ISD","229906","Tyler"
"Chico ISD","249904","Jack"
"Chico ISD","249904","Montague"
"Chico ISD","249904","Wise"
"Childress ISD","38901","Childress"
"Childress ISD","38901","Cottle"
"Childress ISD","38901","Foard"
"Childress ISD","38901","Hall"
"Childress ISD","38901","Hardeman"
"Chillicothe ISD","99902","Foard"
"Chillicothe ISD","99902","Hardeman"
"Chillicothe ISD","99902","Wilbarger"
"Chilton ISD","73901","Falls"
"Chilton ISD","73901","McLennan"
"China Spring ISD","161920","Bosque"
"China Spring ISD","161920","Hill"
"China Spring ISD","161920","McLennan"
"Chireno ISD","174901","Nacogdoches"
"Chireno ISD","174901","San Augustine"
"Chisum ISD","139905","Delta"
"Chisum ISD","139905","Fannin"
"Chisum ISD","139905","Lamar"
"Christoval ISD","226901","Irion"
"Christoval ISD","226901","Schleicher"
"Christoval ISD","226901","Tom Green"
"Cisco ISD","67902","Callahan"
"Cisco ISD","67902","Eastland"
"Cisco ISD","67902","Shackelford"
"Cisco ISD","67902","Stephens"
"City View ISD","243906","Wichita"
"Clarendon ISD","65901","Armstrong"
"Clarendon ISD","65901","Briscoe"
"Clarendon ISD","65901","Donley"
"Clarendon ISD","65901","Gray"
"Clarendon ISD","65901","Hall"
"Clarksville ISD","194904","Red River"
"Clarksville ISD","194904","Titus"
"Claude ISD","6902","Armstrong"
"Claude ISD","6902","Briscoe"
"Claude ISD","6902","Carson"
"Claude ISD","6902","Donley"
"Claude ISD","6902","Potter"
"Claude ISD","6902","Randall"
"Claude ISD","6902","Swisher"
"Clear Creek ISD","84910","Brazoria"
"Clear Creek ISD","84910","Chambers"
"Clear Creek ISD","84910","Galveston"
"Clear Creek ISD","84910","Harris"
"Cleburne ISD","126903","Bosque"
"Cleburne ISD","126903","Hood"
"Cleburne ISD","126903","Johnson"
"Cleburne ISD","126903","Somervell"
"Cleveland ISD","146901","Harris"
"Cleveland ISD","146901","Liberty"
"Cleveland ISD","146901","Montgomery"
"Cleveland ISD","146901","San Jacinto"
"Clifton ISD","18901","Bosque"
"Clifton ISD","18901","Coryell"
"Clifton ISD","18901","Hill"
"Clint ISD","71901","El Paso"
"Clint ISD","71901","Hudspeth"
"Clyde Cons ISD","30902","Callahan"
"Clyde Cons ISD","30902","Coleman"
"Clyde Cons ISD","30902","Jones"
"Clyde Cons ISD","30902","Shackelford"
"Clyde Cons ISD","30902","Taylor"
"Coahoma ISD","114902","Borden"
"Coahoma ISD","114902","Howard"
"Coahoma ISD","114902","Mitchell"
"Coldspring-Oakhurst Cons ISD","204901","Montgomery"
"Coldspring-Oakhurst Cons ISD","204901","Polk"
"Coldspring-Oakhurst Cons ISD","204901","San Jacinto"
"Coldspring-Oakhurst Cons ISD","204901","Trinity"
"Coldspring-Oakhurst Cons ISD","204901","Walker"
"Coleman ISD","42901","Brown"
"Coleman ISD","42901","Callahan"
"Coleman ISD","42901","Coleman"
"Coleman ISD","42901","Runnels"
"Coleman ISD","42901","Taylor"
"College Station ISD","21901","Brazos"
"College Station ISD","21901","Burleson"
"College Station ISD","21901","Grimes"
"Collinsville ISD","91902","Cooke"
"Collinsville ISD","91902","Grayson"
"Colmesneil ISD","229901","Angelina"
"Colmesneil ISD","229901","Jasper"
"Colmesneil ISD","229901","Tyler"
"Colorado ISD","168901","Coke"
"Colorado ISD","168901","Mitchell"
"Colorado ISD","168901","Nolan"
"Colorado ISD","168901","Scurry"
"Colorado ISD","168901","Sterling"
"Columbia-Brazoria ISD","20907","Brazoria"
"Columbia-Brazoria ISD","20907","Fort Bend"
"Columbia-Brazoria ISD","20907","Matagorda"
"Columbia-Brazoria ISD","20907","Wharton"
"Columbus ISD","45902","Austin"
"Columbus ISD","45902","Colorado"
"Columbus ISD","45902","Fayette"
"Comal ISD","46902","Bexar"
"Comal ISD","46902","Blanco"
"Comal ISD","46902","Comal"
"Comal ISD","46902","Guadalupe"
"Comal ISD","46902","Hays"
"Comal ISD","46902","Kendall"
"Comanche ISD","47901","Brown"
"Comanche ISD","47901","Comanche"
"Comanche ISD","47901","Erath"
"Comanche ISD","47901","Mills"
"Comfort ISD","130902","Bandera"
"Comfort ISD","130902","Gillespie"
"Comfort ISD","130902","Kendall"
"Comfort ISD","130902","Kerr"
"Commerce ISD","116903","Delta"
"Commerce ISD","116903","Hopkins"
"Commerce ISD","116903","Hunt"
"Community ISD","43918","Collin"
"Community ISD","43918","Hunt"
"Community ISD","43918","Rockwall"
"Como-Pickton Cons ISD","112908","Franklin"
"Como-Pickton Cons ISD","112908","Hopkins"
"Como-Pickton Cons ISD","112908","Wood"
"Comstock ISD","233903","Crockett"
"Comstock ISD","233903","Sutton"
"Comstock ISD","233903","Terrell"
"Comstock ISD","233903","Val Verde"
"Connally ISD","161921","McLennan"
"Conroe ISD","170902","Harris"
"Conroe ISD","170902","Montgomery"
"Conroe ISD","170902","San Jacinto"
"Coolidge ISD","147901","Hill"
"Coolidge ISD","147901","Limestone"
"Coolidge ISD","147901","Navarro"
"Cooper ISD","60902","Delta"
"Cooper ISD","60902","Franklin"
"Cooper ISD","60902","Hopkins"
"Cooper ISD","60902","Hunt"
"Cooper ISD","60902","Lamar"
"Cooper ISD","60902","Red River"
"Coppell ISD","57922","Dallas"
"Coppell ISD","57922","Denton"
"Coppell ISD","57922","Tarrant"
"Copperas Cove ISD","50910","Bell"
"Copperas Cove ISD","50910","Burnet"
"Copperas Cove ISD","50910","Coryell"
"Copperas Cove ISD","50910","Lampasas"
"Corpus Christi ISD","178904","Nueces"
"Corpus Christi ISD","178904","San Patricio"
"Corrigan-Camden ISD","187904","Angelina"
"Corrigan-Camden ISD","187904","Polk"
"Corrigan-Camden ISD","187904","Trinity"
"Corsicana ISD","175903","Freestone"
"Corsicana ISD","175903","Henderson"
"Corsicana ISD","175903","Navarro"
"Cotton Center ISD","95902","Hale"
"Cotton Center ISD","95902","Lamb"
"Cotulla ISD","142901","Atascosa"
"Cotulla ISD","142901","Dimmit"
"Cotulla ISD","142901","Duval"
"Cotulla ISD","142901","Frio"
"Cotulla ISD","142901","La Salle"
"Cotulla ISD","142901","McMullen"
"Cotulla ISD","142901","Webb"
"Coupland ISD","246914","Bastrop"
"Coupland ISD","246914","Lee"
"Coupland ISD","246914","Travis"
"Coupland ISD","246914","Williamson"
"Covington ISD","109903","Hill"
"Covington ISD","109903","Johnson"
"Crandall ISD","129901","Dallas"
"Crandall ISD","129901","Ellis"
"Crandall ISD","129901","Kaufman"
"Crane ISD","52901","Crane"
"Crane ISD","52901","Crockett"
"Crane ISD","52901","Ector"
"Crane ISD","52901","Pecos"
"Crane ISD","52901","Upton"
"Crane ISD","52901","Ward"
"Cranfills Gap ISD","18908","Bosque"
"Cranfills Gap ISD","18908","Coryell"
"Cranfills Gap ISD","18908","Hamilton"
"Crawford ISD","161901","Bosque"
"Crawford ISD","161901","Coryell"
"Crawford ISD","161901","McLennan"
"Crockett County Cons CSD","53001","Crane"
"Crockett County Cons CSD","53001","Crockett"
"Crockett County Cons CSD","53001","Irion"
"Crockett County Cons CSD","53001","Pecos"
"Crockett County Cons CSD","53001","Reagan"
"Crockett County Cons CSD","53001","Schleicher"
"Crockett County Cons CSD","53001","Sutton"
"Crockett County Cons CSD","53001","Terrell"
"Crockett County Cons CSD","53001","Upton"
"Crockett County Cons CSD","53001","Val Verde"
"Crockett ISD","113901","Houston"
"Crockett ISD","113901","Leon"
"Crosby ISD","101906","Chambers"
"Crosby ISD","101906","Harris"
"Crosby ISD","101906","Liberty"
"Crosbyton Cons ISD","54901","Crosby"
"Crosbyton Cons ISD","54901","Dickens"
"Crosbyton Cons ISD","54901","Floyd"
"Crosbyton Cons ISD","54901","Garza"
"Crosbyton Cons ISD","54901","Kent"
"Crosbyton Cons ISD","54901","Motley"
"Cross Plains ISD","30901","Brown"
"Cross Plains ISD","30901","Callahan"
"Cross Plains ISD","30901","Coleman"
"Cross Plains ISD","30901","Eastland"
"Cross Roads ISD","107904","Anderson"
"Cross Roads ISD","107904","Freestone"
"Cross Roads ISD","107904","Henderson"
"Cross Roads ISD","107904","Navarro"
"Crowell ISD","78901","Baylor"
"Crowell ISD","78901","Cottle"
"Crowell ISD","78901","Foard"
"Crowell ISD","78901","Hardeman"
"Crowell ISD","78901","King"
"Crowell ISD","78901","Knox"
"Crowell ISD","78901","Wilbarger"
"Crowley ISD","220912","Johnson"
"Crowley ISD","220912","Tarrant"
"Crystal City ISD","254901","Dimmit"
"Crystal City ISD","254901","Frio"
"Crystal City ISD","254901","Maverick"
"Crystal City ISD","254901","Zavala"
"Cuero ISD","62901","DeWitt"
"Cuero ISD","62901","Gonzales"
"Cuero ISD","62901","Victoria"
"Culberson County-Allamore ISD","55901","Culberson"
"Culberson County-Allamore ISD","55901","Hudspeth"
"Culberson County-Allamore ISD","55901","Jeff Davis"
"Culberson County-Allamore ISD","55901","Reeves"
"Cumby ISD","112905","Delta"
"Cumby ISD","112905","Hopkins"
"Cumby ISD","112905","Hunt"
"Cushing ISD","174902","Cherokee"
"Cushing ISD","174902","Nacogdoches"
"Cushing ISD","174902","Rusk"
"Cypress-Fairbanks ISD","101907","Harris"
"D'Hanis ISD","163902","Bandera"
"D'Hanis ISD","163902","Frio"
"D'Hanis ISD","163902","Medina"
"D'Hanis ISD","163902","Uvalde"
"D'Hanis ISD","163902","Zavala"
"Daingerfield-Lone Star ISD","172902","Camp"
"Daingerfield-Lone Star ISD","172902","Cass"
"Daingerfield-Lone Star ISD","172902","Marion"
"Daingerfield-Lone Star ISD","172902","Morris"
"Daingerfield-Lone Star ISD","172902","Titus"
"Daingerfield-Lone Star ISD","172902","Upshur"
"Dalhart ISD","56901","Dallam"
"Dalhart ISD","56901","Hartley"
"Dallas ISD","57905","Collin"
"Dallas ISD","57905","Dallas"
"Dallas ISD","57905","Denton"
"Dallas ISD","57905","Ellis"
"Dallas ISD","57905","Kaufman"
"Damon ISD","20910","Brazoria"
"Damon ISD","20910","Fort Bend"
"Damon ISD","20910","Wharton"
"Danbury ISD","20904","Brazoria"
"Darrouzett ISD","148905","Lipscomb"
"Dawson ISD","Dawson","Dawson"
"Dawson ISD","Dawson","Gaines"
"Dawson ISD","Dawson","Lynn"
"Dawson ISD","Dawson","Terry"
"Dawson ISD","Navarro","Hill"
"Dawson ISD","Navarro","Limestone"
"Dawson ISD","Navarro","Navarro"
"Dayton ISD","146902","Chambers"
"Dayton ISD","146902","Harris"
"Dayton ISD","146902","Liberty"
"De Kalb ISD","19901","Bowie"
"De Kalb ISD","19901","Cass"
"De Kalb ISD","19901","Morris"
"De Kalb ISD","19901","Red River"
"De Leon ISD","47902","Comanche"
"De Leon ISD","47902","Eastland"
"De Leon ISD","47902","Erath"
"Decatur ISD","249905","Denton"
"Decatur ISD","249905","Wise"
"Deer Park ISD","101908","Harris"
"Del Valle ISD","227910","Bastrop"
"Del Valle ISD","227910","Caldwell"
"Del Valle ISD","227910","Hays"
"Del Valle ISD","227910","Travis"
"Dell City ISD","115903","Culberson"
"Dell City ISD","115903","Hudspeth"
"Denison ISD","91903","Fannin"
"Denison ISD","91903","Grayson"
"Denton ISD","61901","Denton"
"Denver City ISD","251901","Gaines"
"Denver City ISD","251901","Terry"
"Denver City ISD","251901","Yoakum"
"DeSoto ISD","57906","Dallas"
"DeSoto ISD","57906","Ellis"
"Detroit ISD","194905","Lamar"
"Detroit ISD","194905","Red River"
"Devers ISD","146903","Chambers"
"Devers ISD","146903","Hardin"
"Devers ISD","146903","Jefferson"
"Devers ISD","146903","Liberty"
"Devine ISD","163901","Atascosa"
"Devine ISD","163901","Frio"
"Devine ISD","163901","Medina"
"Dew ISD","81906","Freestone"
"Deweyville ISD","176903","Jasper"
"Deweyville ISD","176903","Newton"
"Deweyville ISD","176903","Orange"
"Diboll ISD","3905","Angelina"
"Diboll ISD","3905","Polk"
"Diboll ISD","3905","Trinity"
"Dickinson ISD","84901","Chambers"
"Dickinson ISD","84901","Galveston"
"Dilley ISD","82902","Dimmit"
"Dilley ISD","82902","Frio"
"Dilley ISD","82902","La Salle"
"Dilley ISD","82902","Zavala"
"Dime Box ISD","144903","Burleson"
"Dime Box ISD","144903","Lee"
"Dimmitt ISD","35901","Castro"
"Dimmitt ISD","35901","Deaf Smith"
"Dimmitt ISD","35901","Parmer"
"Dimmitt ISD","35901","Randall"
"Divide ISD","133905","Bandera"
"Divide ISD","133905","Edwards"
"Divide ISD","133905","Kerr"
"Divide ISD","133905","Kimble"
"Divide ISD","133905","Real"
"Dodd City ISD","74904","Fannin"
"Donna ISD","108902","Hidalgo"
"Doss Cons CSD","86024","Gillespie"
"Doss Cons CSD","86024","Kimble"
"Doss Cons CSD","86024","Mason"
"Douglass ISD","174911","Cherokee"
"Douglass ISD","174911","Nacogdoches"
"Dripping Springs ISD","105904","Blanco"
"Dripping Springs ISD","105904","Hays"
"Dripping Springs ISD","105904","Travis"
"Driscoll ISD","178905","Jim Wells"
"Driscoll ISD","178905","Nueces"
"Dublin ISD","72902","Comanche"
"Dublin ISD","72902","Erath"
"Dumas ISD","171901","Carson"
"Dumas ISD","171901","Dallam"
"Dumas ISD","171901","Hartley"
"Dumas ISD","171901","Hutchinson"
"Dumas ISD","171901","Moore"
"Dumas ISD","171901","Oldham"
"Dumas ISD","171901","Potter"
"Dumas ISD","171901","Sherman"
"Duncanville ISD","57907","Dallas"
"Eagle Mountain-Saginaw ISD","220918","Tarrant"
"Eagle Mountain-Saginaw ISD","220918","Wise"
"Eagle Pass ISD","159901","Dimmit"
"Eagle Pass ISD","159901","Kinney"
"Eagle Pass ISD","159901","Maverick"
"Eagle Pass ISD","159901","Uvalde"
"Eagle Pass ISD","159901","Webb"
"Eagle Pass ISD","159901","Zavala"
"Eanes ISD","227909","Travis"
"Early ISD","25909","Brown"
"East Bernard ISD","241902","Austin"
"East Bernard ISD","241902","Colorado"
"East Bernard ISD","241902","Fort Bend"
"East Bernard ISD","241902","Wharton"
"East Central ISD","15911","Bexar"
"East Central ISD","15911","Guadalupe"
"East Central ISD","15911","Wilson"
"East Chambers ISD","36903","Chambers"
"East Chambers ISD","36903","Galveston"
"East Chambers ISD","36903","Jefferson"
"East Chambers ISD","36903","Liberty"
"Eastland ISD","67903","Eastland"
"Eastland ISD","67903","Stephens"
"Ector County ISD","68901","Andrews"
"Ector County ISD","68901","Crane"
"Ector County ISD","68901","Ector"
"Ector County ISD","68901","Midland"
"Ector County ISD","68901","Upton"
"Ector County ISD","68901","Ward"
"Ector County ISD","68901","Winkler"
"Ector ISD","74905","Fannin"
"Edcouch-Elsa ISD","108903","Hidalgo"
"Eden Cons ISD","48901","Concho"
"Eden Cons ISD","48901","Menard"
"Eden Cons ISD","48901","Schleicher"
"Eden Cons ISD","48901","Tom Green"
"Edgewood ISD","Bexar","Bexar"
"Edgewood ISD","Van Zandt","Rains"
"Edgewood ISD","Van Zandt","Van Zandt"
"Edinburg Cons ISD","108904","Brooks"
"Edinburg Cons ISD","108904","Hidalgo"
"Edinburg Cons ISD","108904","Kenedy"
"Edinburg Cons ISD","108904","Starr"
"Edinburg Cons ISD","108904","Willacy"
"Edna ISD","120901","Jackson"
"Edna ISD","120901","Lavaca"
"Edna ISD","120901","Victoria"
"Edna ISD","120901","Wharton"
"El Campo ISD","241903","Colorado"
"El Campo ISD","241903","Jackson"
"El Campo ISD","241903","Matagorda"
"El Campo ISD","241903","Wharton"
"El Paso ISD","71902","El Paso"
"Electra ISD","243902","Archer"
"Electra ISD","243902","Wichita"
"Electra ISD","243902","Wilbarger"
"Elgin ISD","11902","Bastrop"
"Elgin ISD","11902","Lee"
"Elgin ISD","11902","Travis"
"Elgin ISD","11902","Williamson"
"Elkhart ISD","1903","Anderson"
"Elkhart ISD","1903","Houston"
"Elkhart ISD","1903","Leon"
"Elysian Fields ISD","102906","Harrison"
"Elysian Fields ISD","102906","Panola"
"Ennis ISD","70903","Ellis"
"Ennis ISD","70903","Henderson"
"Ennis ISD","70903","Kaufman"
"Ennis ISD","70903","Navarro"
"Era ISD","49906","Cooke"
"Era ISD","49906","Denton"
"Era ISD","49906","Montague"
"Etoile ISD","174910","Angelina"
"Etoile ISD","174910","Nacogdoches"
"Etoile ISD","174910","San Augustine"
"Eula ISD","30906","Callahan"
"Eula ISD","30906","Shackelford"
"Eula ISD","30906","Taylor"
"Eustace ISD","107905","Henderson"
"Eustace ISD","107905","Kaufman"
"Eustace ISD","107905","Van Zandt"
