"PHR","Date","Data_Type","cases_percentdiff","tests_percentdiff","cases_percentdiff_spline","cases_percentdiff_spline_lower","cases_percentdiff_spline_upper","tests_percentdiff_spline","tests_percentdiff_spline_lower","tests_percentdiff_spline_upper"
"11 - Harlingen PHR",2020-09-02,"Raw",2425,945.026178010471,2219.41609830057,1880.61009990559,2558.22209669555,1325.91381364644,1015.19096727246,1636.63666002041
"11 - Harlingen PHR",2020-09-03,"Raw",2885.71428571429,1372.77486910995,2135.86455535168,1795.48513718433,2476.24397351903,1316.78033540273,1005.04743892495,1628.51323188051
"11 - Harlingen PHR",2020-09-04,"Raw",2639.28571428571,1772.25130890052,2055.19013050577,1713.82343716887,2396.55682384266,1307.66287597562,995.375166259097,1619.95058569213
"11 - Harlingen PHR",2020-09-05,"Raw",1939.28571428571,461.780104712042,1977.58963275579,1635.85389283063,2319.32537268095,1298.58419939983,986.219355870006,1610.94904292966
"11 - Harlingen PHR",2020-09-06,"Raw",803.571428571429,518.324607329843,1903.04682945579,1561.55209987396,2244.54155903762,1289.54808463129,977.573505931586,1601.522663331
"11 - Harlingen PHR",2020-09-07,"Raw",1128.57142857143,1060.47120418848,1831.49222755009,1490.82526902628,2172.1591860739,1280.55356435619,969.413804601828,1591.69332411056
"11 - Harlingen PHR",2020-09-08,"Raw",850,21.2041884816754,1762.85633398301,1423.5742683602,2102.13839960581,1271.59967126074,961.710904699211,1581.48843782226
"11 - Harlingen PHR",2020-09-09,"Raw",1803.57142857143,2194.50261780105,1697.06965569886,1359.69378325468,2034.44552814304,1262.68543803112,954.430046069703,1570.94082999253
"11 - Harlingen PHR",2020-09-10,"Raw",1985.71428571429,213.089005235602,1634.06269964197,1299.07234052416,1969.05305875977,1253.80989735354,947.531088300298,1560.08870640677
"11 - Harlingen PHR",2020-09-11,"Raw",728.571428571429,1417.53926701571,1573.76597275665,1241.59221705707,1905.93972845622,1244.97208191419,940.968473218,1548.97569061039
"11 - Harlingen PHR",2020-09-12,"Raw",1475,2042.67015706806,1516.10998198721,1187.12925332582,1845.0907106486,1236.17102439929,934.691138263693,1537.65091053488
"11 - Harlingen PHR",2020-09-13,"Raw",260.714285714286,-2243.19371727749,1461.02523427799,1135.55259460871,1786.49787394727,1227.40575749502,928.642405186461,1526.16910980357
"11 - Harlingen PHR",2020-09-14,"Raw",810.714285714286,328.795811518325,1408.4422365733,1086.72438804184,1730.16008510476,1218.67531388758,922.759873630183,1514.59075414498
"11 - Harlingen PHR",2020-09-15,"Raw",1060.71428571429,653.141361256545,1358.29149581745,1040.49947204577,1676.08351958914,1209.97872626318,916.975355994441,1502.98209653191
"11 - Harlingen PHR",2020-09-16,"Raw",1442.85714285714,879.057591623037,1310.50351895477,996.725106459053,1624.2819314505,1201.31502730801,911.214898077013,1491.415156539
"11 - Harlingen PHR",2020-09-17,"Raw",1675,1307.06806282723,1265.00881292958,955.240806693782,1574.77681916538,1192.68324970827,905.398938615477,1479.96756080106
"11 - Harlingen PHR",2020-09-18,"Raw",2214.28571428571,3950.52356020942,1221.73788468619,915.878362489573,1527.5974068828,1184.08242615016,899.442668450798,1468.72218384953
"11 - Harlingen PHR",2020-09-19,"Raw",1535.71428571429,547.38219895288,1180.62124116892,878.462139219831,1482.780343118,1175.51158931989,893.256654324965,1457.76652431481
"11 - Harlingen PHR",2020-09-20,"Raw",314.285714285714,621.989528795812,1141.58938932208,842.809773264238,1440.36900537993,1166.96977190364,886.747790157827,1447.19175364945
"11 - Harlingen PHR",2020-09-21,"Raw",278.571428571429,997.38219895288,1104.57283609001,808.733376665974,1400.41229551405,1158.45600658762,879.820626364873,1437.09138681036
"11 - Harlingen PHR",2020-09-22,"Raw",1117.85714285714,1701.83246073298,1069.50208841702,776.041352268795,1362.96282456524,1149.96932605802,872.379101997487,1427.55955011856
"11 - Harlingen PHR",2020-09-23,"Raw",778.571428571429,1115.96858638743,1036.30765324742,744.540880493197,1328.07442600165,1141.50876300106,864.328663473986,1418.68886252813
"11 - Harlingen PHR",2020-09-24,"Raw",2264.28571428571,291.361256544503,1004.92003752554,714.041067169466,1295.79900788161,1133.07335010292,855.578699070954,1410.56800113488
"11 - Harlingen PHR",2020-09-25,"Raw",1096.42857142857,253.664921465969,975.269748195689,684.356639695666,1266.18285669571,1124.6621200498,846.045156698047,1403.27908340155
"11 - Harlingen PHR",2020-09-26,"Raw",1525,246.858638743455,947.287292202192,655.311958894093,1239.26262551029,1116.2741055279,835.653155505236,1396.89505555057
"11 - Harlingen PHR",2020-09-27,"Raw",42.8571428571429,2633.24607329843,920.903176489366,626.745001893353,1215.06135108538,1107.90833922343,824.339364573624,1391.47731387323
"11 - Harlingen PHR",2020-09-28,"Raw",-17.8571428571429,418.848167539267,896.04790800153,598.510901321739,1193.58491468132,1099.56385382258,812.053918293176,1387.07378935198
"11 - Harlingen PHR",2020-09-29,"Raw",932.142857142857,441.884816753927,872.651993683001,570.484629485104,1174.8193578809,1091.23968201155,798.761675421139,1383.71768860195
"11 - Harlingen PHR",2020-09-30,"Raw",1289.28571428571,2539.79057591623,850.6459404781,542.562507003806,1158.72937395239,1082.93485647653,784.442703743792,1381.42700920928
"11 - Harlingen PHR",2020-10-01,"Raw",782.142857142857,1246.59685863874,829.960255331144,514.662379789733,1145.25813087256,1074.64840990374,769.091969895704,1380.20484991178
"11 - Harlingen PHR",2020-10-02,"Raw",1464.28571428571,1243.4554973822,810.525445186452,486.722506178695,1134.32838419421,1066.37937497936,752.718312394106,1380.04043756462
"11 - Harlingen PHR",2020-10-03,"Raw",1471.42857142857,1004.18848167539,792.272016988343,458.699375771688,1125.844658205,1058.1267843896,735.342853920998,1380.91071485821
"11 - Harlingen PHR",2020-10-04,"Raw",-46.4285714285714,516.492146596859,775.130477681136,430.564800139984,1119.69615522229,1049.88967082066,716.997052364403,1382.78228927691
"11 - Harlingen PHR",2020-10-05,"Raw",239.285714285714,1567.80104712042,759.031334209149,402.30265396405,1115.76001445425,1041.66706695873,697.720596002686,1385.61353791477
"11 - Harlingen PHR",2020-10-06,"Raw",1146.42857142857,569.633507853403,743.9050935167,373.905610906212,1113.90457612719,1033.45800549001,677.559323117346,1389.35668786268
"11 - Harlingen PHR",2020-10-07,"Raw",1292.85714285714,989.005235602094,729.68226254811,345.372136917119,1113.9923881791,1025.26151910071,656.563302400387,1393.95973580103
"11 - Harlingen PHR",2020-10-08,"Raw",1057.14285714286,905.759162303665,716.293348247695,316.703904819308,1115.88279167608,1017.07664047701,634.785160589173,1399.36812036486
"11 - Harlingen PHR",2020-10-09,"Raw",603.571428571429,1722.77486910995,703.668857559775,287.903702172292,1119.43401294726,1008.90240230513,612.278697788419,1405.52610682185
"11 - Harlingen PHR",2020-10-10,"Raw",1589.28571428571,1016.49214659686,691.739297428668,258.973833453142,1124.50476140419,1000.73783727126,589.097794667517,1412.377879875
"11 - Harlingen PHR",2020-10-11,"Raw",-25,838.743455497382,680.435174798694,229.914971494363,1130.95537810302,992.581978061596,565.295590980608,1419.86836514258
"11 - Harlingen PHR",2020-10-12,"Raw",-89.2857142857143,1250.26178010471,669.68699661417,200.725389325862,1138.64860390248,984.43385736234,540.923900764685,1427.94381396
"11 - Harlingen PHR",2020-10-13,"Raw",1514.28571428571,1552.0942408377,659.425269819416,171.400496465327,1147.4500431735,976.292507859691,516.032823867581,1436.5521918518
"11 - Harlingen PHR",2020-10-14,"Raw",664.285714285714,1565.1832460733,649.58050135875,141.932607282106,1157.22839543539,968.156962239847,490.670513541936,1445.64341093776
"11 - Harlingen PHR",2020-10-15,"Raw",835.714285714286,1958.6387434555,640.08319817649,112.310878312645,1167.85551804034,960.026253189008,464.883063389677,1455.16944298834
"11 - Harlingen PHR",2020-10-16,"Raw",1667.85714285714,1323.03664921466,630.863867216956,82.5213627728707,1179.20637166104,951.899413393373,438.714482170843,1465.0843446159
"11 - Harlingen PHR",2020-10-17,"Raw",539.285714285714,922.774869109948,621.853015424466,52.5471417961157,1191.15888905282,943.775475539141,412.206730686404,1475.34422039188
"11 - Harlingen PHR",2020-10-18,"Raw",153.571428571429,985.078534031414,612.981149743338,22.3685019696792,1203.593797517,935.653472312511,385.399800374158,1485.90714425086
"11 - Harlingen PHR",2020-10-19,"Raw",-89.2857142857143,-100,604.178777117892,-8.03686290764483,1216.39441714343,927.532436399682,358.331818042582,1496.73305475678
"2/3 - Arlington PHR",2020-04-22,"Raw",0,0,74.9374994638722,-4.81836977141407,154.693368699158,29.8931975140461,-116.808965775535,176.595360803627
"2/3 - Arlington PHR",2020-04-23,"Raw",-7.63636363636364,-145.769070446019,70.4030990869577,-6.53724235019519,147.34344052411,34.3809639662871,-110.039535132732,178.801463065306
"2/3 - Arlington PHR",2020-04-24,"Raw",4.36363636363637,170.362651104627,65.88364700046,-8.279768768941,140.047062769861,38.868745893662,-103.295620890091,181.033112677415
"2/3 - Arlington PHR",2020-04-25,"Raw",14.5454545454546,131.97165485619,61.3940914947964,-10.0371530220081,132.825336011601,43.3565587713054,-96.5789405029088,183.29205804552
"2/3 - Arlington PHR",2020-04-26,"Raw",-6.90909090909091,-67.5281367236348,56.9493808603836,-11.8009374977339,125.699699218501,47.8444180743512,-89.8911928431443,185.580028991847
"2/3 - Arlington PHR",2020-04-27,"Raw",-0.727272727272732,19.6331804918716,52.5644633876388,-13.5630293658766,118.691956141154,52.3323392779337,-83.2340536742813,187.898732230149
"2/3 - Arlington PHR",2020-04-28,"Raw",-11.2727272727273,-33.805752396832,48.2542873669788,-15.3157238170107,111.824298550968,56.8203378571868,-76.609170760616,190.24984647499
"2/3 - Arlington PHR",2020-04-29,"Raw",23.2727272727273,98.2075864943726,44.0338010888207,-17.0517212724082,105.11932345005,61.308429287245,-70.0181586029875,192.635017177477
"2/3 - Arlington PHR",2020-04-30,"Raw",-15.6363636363636,33.8891204668612,39.9179528435816,-18.7641345914791,98.6000402786423,65.7966290432423,-63.4625927978393,195.055850884324
"2/3 - Arlington PHR",2020-05-01,"Raw",24.3636363636364,-105.502292621926,35.9216909216781,-20.4464809902016,92.2898628335577,70.2849526003127,-56.9440040223909,197.513909223016
"2/3 - Arlington PHR",2020-05-02,"Raw",78.9090909090909,52.6052521884118,32.0599636135275,-22.0926519075373,86.2125791345924,74.7734154335906,-50.4638716556745,200.010702522856
"2/3 - Arlington PHR",2020-05-03,"Raw",28,-94.9979157982493,28.3477192095466,-23.696852568441,80.3922909875343,79.2620330182098,-44.0236170532845,202.547683089704
"2/3 - Arlington PHR",2020-05-04,"Raw",33.8181818181818,25.8024176740308,24.7999060001526,-25.2535017790992,74.8533137794044,83.750820829305,-37.6245965028596,205.12623816147
"2/3 - Arlington PHR",2020-05-05,"Raw",22.9090909090909,-100,21.4314722757622,-26.7570820181229,69.6200265696473,88.2397943420096,-31.2680938975781,207.747682581597
"2/3 - Arlington PHR",2020-05-06,"Raw",59.6363636363636,93.8724468528554,18.2573663267926,-28.201930812669,64.7166634662542,92.7289690314586,-24.9553131761216,210.413251239039
"2/3 - Arlington PHR",2020-05-07,"Raw",53.8181818181818,173.614005835765,15.2925364436606,-29.581967498249,60.1670403855703,97.2183603727855,-18.6873705895657,213.124091335137
"2/3 - Arlington PHR",2020-05-08,"Raw",75.6363636363636,242.642767819925,12.5519309167833,-30.8903554899978,55.9942173235645,101.707983841125,-12.4652868681783,215.881254550428
"2/3 - Arlington PHR",2020-05-09,"Raw",87.2727272727273,214.005835764902,10.0504980365776,-32.1191094802526,52.2201055534079,106.19785491161,-6.28997937392413,218.685689197145
"2/3 - Arlington PHR",2020-05-10,"Raw",33.0909090909091,153.022092538558,7.80318609346057,-33.2586689973522,48.8650411842734,110.687989059377,-0.162254337159411,221.538232455913
"2/3 - Arlington PHR",2020-05-11,"Raw",185.818181818182,12.8803668195081,5.82494337784914,-34.2974726983575,45.9473594540558,115.178401759558,5.91720071184474,224.439602807271
"2/3 - Arlington PHR",2020-05-12,"Raw",43.2727272727273,293.205502292622,4.13071818016024,-35.2215784421485,43.483014802469,119.669108487288,11.9478241947897,227.390392779786
"2/3 - Arlington PHR",2020-05-13,"Raw",47.2727272727273,77.4906210921217,2.73545879081099,-36.0143786584416,41.4852962400636,124.160124717701,17.9291872893225,230.391062146079
"2/3 - Arlington PHR",2020-05-14,"Raw",122.545454545455,208.545227177991,1.65411350021811,-36.6564554736602,39.9646824740964,128.651465925931,23.8610001462957,233.441931705566
"2/3 - Arlington PHR",2020-05-15,"Raw",64.3636363636364,-44.768653605669,0.901630598798853,-37.1256045017324,38.9288656993301,133.143147587112,29.7431173766719,236.543177797553
"2/3 - Arlington PHR",2020-05-16,"Raw",21.0909090909091,158.357649020425,0.492958376970016,-37.3970326645237,38.3829494184637,137.63518517638,35.5755426626826,239.694827690077
"2/3 - Arlington PHR",2020-05-17,"Raw",17.8181818181818,230.596081700709,0.443045125148618,-37.4437095078749,38.3297997581722,142.127594168866,41.3584323496142,242.896755988118
"2/3 - Arlington PHR",2020-05-18,"Raw",22.5454545454545,161.483951646519,0.766839133751759,-37.2368300010679,38.7705082685714,146.620390039707,47.0920978801415,246.148682199272
"2/3 - Arlington PHR",2020-05-19,"Raw",62.9090909090909,159.691538140892,1.4792886931962,-36.7463349870372,39.7049123734296,151.113588264035,52.7770069425826,249.450169585488
"2/3 - Arlington PHR",2020-05-20,"Raw",61.4545454545455,190.662776156732,2.59534209389907,-35.9414350754534,41.1321192632515,155.607204316986,58.4137832177949,252.800625416177
"2/3 - Arlington PHR",2020-05-21,"Raw",-12,63.9016256773656,4.12994762627738,-34.791092989159,43.0509882417138,160.101253673693,64.0032046263803,256.199302721006
"2/3 - Arlington PHR",2020-05-22,"Raw",105.090909090909,83.9516465193831,6.09805358074801,-33.264434060445,45.460541221941,164.59575180929,69.5461999980286,259.645303620552
"2/3 - Arlington PHR",2020-05-23,"Raw",27.2727272727273,-100,8.51460824772789,-31.3310702560466,48.3602867515023,169.090714198912,75.0438441075311,263.137584290293
"2/3 - Arlington PHR",2020-05-24,"Raw",-11.2727272727273,336.932055022926,11.3945599176341,-28.9613364478711,51.7504562831393,173.586156317693,80.4973510464564,266.67496158893
"2/3 - Arlington PHR",2020-05-25,"Raw",-13.8181818181818,202.084201750729,14.7528568808837,-26.1264469955534,55.6321607573207,178.082093640766,85.9080659247676,270.256121356765
"2/3 - Arlington PHR",2020-05-26,"Raw",-8.72727272727273,118.466027511463,18.6044474278935,-22.7985859081945,60.0074807639814,182.578541643267,91.2774549217588,273.879628364775
"2/3 - Arlington PHR",2020-05-27,"Raw",18.5454545454546,106.08586911213,22.9642798490804,-18.9509456577673,64.8795053559282,187.075515800329,96.6070937295576,277.5439378711
"2/3 - Arlington PHR",2020-05-28,"Raw",142.545454545455,188.37015423093,27.8473024348617,-14.5577292121729,70.2523340818962,191.573031587086,101.8986544541,281.247408720072
"2/3 - Arlington PHR",2020-05-29,"Raw",68.7272727272727,57.5239683201334,33.2684634756541,-9.59412807123,76.1310550225381,196.071104478673,107.153891057012,284.988317900334
"2/3 - Arlington PHR",2020-05-30,"Raw",57.4545454545454,120.80033347228,39.2427112618747,-4.03628681189398,82.5217093356433,200.569749950223,112.374623436527,288.764876463919
"2/3 - Arlington PHR",2020-05-31,"Raw",32.3636363636364,-34.3893288870363,45.7849940839403,2.13873760809466,89.431250559786,205.068983476871,117.562720255836,292.575246697906
"2/3 - Arlington PHR",2020-06-01,"Raw",14.5454545454546,615.089620675281,52.9102602322682,8.95301549543842,96.8675049690981,209.568820533751,122.720080632835,296.417560434668
"2/3 - Arlington PHR",2020-06-02,"Raw",90.5454545454545,521.884118382659,60.6334579972751,16.4277782601834,104.839137734367,214.069276595997,127.848614806051,300.289938385943
"2/3 - Arlington PHR",2020-06-03,"Raw",66.9090909090909,381.909128803668,68.9695356693782,24.5834427908886,113.355628547868,218.570367138744,132.950223887732,304.190510389755
"2/3 - Arlington PHR",2020-06-04,"Raw",77.0909090909091,177.032096706961,77.9334415389942,33.4396233951768,122.427259682812,223.072107637124,138.026778807114,308.117436467135
"2/3 - Arlington PHR",2020-06-05,"Raw",106.545454545455,29.845769070446,87.5401238965403,43.0151286558007,132.06511913728,227.574513566274,143.080098535445,312.068928597103
"2/3 - Arlington PHR",2020-06-06,"Raw",78.5454545454545,213.672363484785,97.8045310324334,53.3279405528293,142.281121512038,232.077600401326,148.111927670151,316.043273132501
"2/3 - Arlington PHR",2020-06-07,"Raw",47.6363636363636,537.724051688203,108.732491743078,64.3849496686275,153.080033817528,236.581287264819,153.123643427405,320.038931102234
"2/3 - Arlington PHR",2020-06-08,"Raw",29.4545454545454,-19.091288036682,120.293356848825,76.1513192731587,164.435394424492,241.08510786891,158.115420783298,324.054794954522
"2/3 - Arlington PHR",2020-06-09,"Raw",149.090909090909,186.327636515215,132.447357676016,88.5813168732527,176.313398478779,245.588499573158,163.087034543147,328.089964603168
"2/3 - Arlington PHR",2020-06-10,"Raw",82.9090909090909,-100,145.154725550989,101.628618552261,188.680832549718,250.090899737123,168.038143496465,332.143655977782
"2/3 - Arlington PHR",2020-06-11,"Raw",115.272727272727,74.3643184660275,158.375691800084,115.246361676628,201.505021923541,254.591745720367,172.968306911241,336.215184529493
"2/3 - Arlington PHR",2020-06-12,"Raw",138.181818181818,-46.4360150062526,172.070487749641,129.387189710692,214.75378578859,259.090474882449,177.877000946982,340.303948817916
"2/3 - Arlington PHR",2020-06-13,"Raw",208.363636363636,147.186327636515,186.199344725999,144.003293082777,228.395396369221,263.586524582929,182.763634895064,344.409414270795
"2/3 - Arlington PHR",2020-06-14,"Raw",89.8181818181818,181.867444768654,200.722494055497,159.046449945977,242.398538165017,268.079332181369,187.62756715612,348.531097206617
"2/3 - Arlington PHR",2020-06-15,"Raw",54.5454545454545,175.281367236348,215.600167064476,174.46807071555,256.732263413401,272.568335037327,192.468120864325,352.66854921033
"2/3 - Arlington PHR",2020-06-16,"Raw",153.090909090909,193.747394747812,230.792595079274,190.219250373986,271.365939784562,277.052970510365,197.28459906785,356.821341952879
"2/3 - Arlington PHR",2020-06-17,"Raw",149.454545454545,101.500625260525,246.260009426231,206.250832628241,286.26918622422,281.532675960043,202.076299373931,360.989052546155
"2/3 - Arlington PHR",2020-06-18,"Raw",215.272727272727,141.100458524385,261.962641431686,222.513489970368,301.411792893005,286.00688874592,206.842527966289,365.171249525551
"2/3 - Arlington PHR",2020-06-19,"Raw",233.454545454545,362.109212171738,277.86072242198,238.957823395841,316.763621448119,290.475046227558,211.582612902586,369.36747955253
"2/3 - Arlington PHR",2020-06-20,"Raw",202.545454545455,352.688620258441,293.914483723451,255.534484817906,332.294482628996,294.936585764516,216.295916600371,373.577254928661
"2/3 - Arlington PHR",2020-06-21,"Raw",190.181818181818,138.099208003335,310.08415666244,272.194323928721,347.973989396158,299.390944716355,220.981847422166,377.800042010545
"2/3 - Arlington PHR",2020-06-22,"Raw",245.454545454545,267.944977073781,326.329972565284,288.888559288198,363.771385842371,303.837560442635,225.639870273957,382.035250611313
"2/3 - Arlington PHR",2020-06-23,"Raw",216.727272727273,212.213422259275,342.612162758326,305.568970754692,379.655354761959,308.275870302917,230.269516136783,386.282224469051
"2/3 - Arlington PHR",2020-06-24,"Raw",452.727272727273,17.3405585660692,358.890958567902,322.188107150906,395.593809984898,312.70531165676,234.870390458247,390.540232855273
"2/3 - Arlington PHR",2020-06-25,"Raw",308.363636363636,16.5068778657774,375.126591320354,338.699499630316,411.553683010392,317.125321863725,239.442180339782,394.808463387668
"2/3 - Arlington PHR",2020-06-26,"Raw",304,263.151313047103,391.279292342021,355.057868125366,427.500716558675,321.535338283373,243.984660466036,399.086016100709
"2/3 - Arlington PHR",2020-06-27,"Raw",361.454545454545,480.366819508128,407.309292959241,371.219306203089,443.399279715393,325.934798275262,248.49769773477,403.371898815755
"2/3 - Arlington PHR",2020-06-28,"Raw",338.181818181818,729.4289287203,423.176824498356,387.14142928869,459.212219708021,330.323139198955,252.981254558706,407.665023839204
"2/3 - Arlington PHR",2020-06-29,"Raw",301.454545454545,249.020425177157,438.842118285703,402.783472975221,474.900763596186,334.699798414011,257.435390824532,411.964206003489
"2/3 - Arlington PHR",2020-06-30,"Raw",445.090909090909,250.687786577741,454.265405647623,418.106332027776,490.424479267471,339.06421327999,261.860264508208,416.268162051771
"2/3 - Arlington PHR",2020-07-01,"Raw",528.727272727273,284.118382659441,469.406917910456,433.072536213784,505.741299607128,343.415821156452,266.256130959428,420.575511353477
"2/3 - Arlington PHR",2020-07-02,"Raw",518.545454545455,239.099624843685,484.22688640054,447.646165315227,520.807607485853,347.754059402959,270.623340881029,424.884777924889
"2/3 - Arlington PHR",2020-07-03,"Raw",554.545454545455,353.480616923718,498.685542444215,461.792711477398,535.578373411032,352.07836537907,274.96233704083,429.19439371731
"2/3 - Arlington PHR",2020-07-04,"Raw",523.636363636364,377.407253022093,512.743117367821,475.478901413765,550.007333321877,356.388176444345,279.273649763433,433.502703125257
"2/3 - Arlington PHR",2020-07-05,"Raw",377.818181818182,409.087119633181,526.359842497697,488.672493294302,564.047191701092,360.682929958345,283.557891257533,437.807968659156
"2/3 - Arlington PHR",2020-07-06,"Raw",575.272727272727,280.908711963318,539.495949160183,501.342063279319,577.649835041047,364.96206328063,287.815748840001,442.108377721259
"2/3 - Arlington PHR",2020-07-07,"Raw",942.909090909091,274.906210921217,552.111668681618,513.45679496417,590.766542399067,369.22501377076,292.047977121207,446.402050420313
"2/3 - Arlington PHR",2020-07-08,"Raw",908.727272727273,331.51313047103,564.167232388342,524.986282097983,603.348182678701,373.471218788296,296.255389216706,450.687048359886
"2/3 - Arlington PHR",2020-07-09,"Raw",741.454545454545,941.684035014589,575.622871606694,535.900351529079,615.345391684309,377.700115692798,300.438847048372,454.961384337223
"2/3 - Arlington PHR",2020-07-10,"Raw",724.363636363636,548.603584827011,586.438817663014,546.168910007068,626.70872531896,381.911141843826,304.599250793616,459.223032894035
"2/3 - Arlington PHR",2020-07-11,"Raw",862.181818181818,231.554814506044,596.575301883641,555.761815637782,637.388788129501,386.10373460094,308.737527534408,463.469941667472
"2/3 - Arlington PHR",2020-07-12,"Raw",595.636363636364,851.646519383076,605.992555594915,564.64877263312,647.33633855671,390.277331323701,312.854619148807,467.700043498595
"2/3 - Arlington PHR",2020-07-13,"Raw",560.363636363636,306.044185077115,614.650810123175,572.79924654255,656.5023737038,394.431369371669,316.95146947676,471.911269266579
"2/3 - Arlington PHR",2020-07-14,"Raw",829.090909090909,751.896623593164,622.510296794761,580.182396303133,664.83819728639,398.565286104404,321.029010779415,476.101561429394
"2/3 - Arlington PHR",2020-07-15,"Raw",713.090909090909,450.145894122551,629.531246936013,586.767019053209,672.295474818816,402.678518881467,325.088149497376,480.268888265558
"2/3 - Arlington PHR",2020-07-16,"Raw",780,122.509378907878,635.673891873269,592.521503562667,678.82628018387,406.770505062418,329.129751298565,484.411258826271
"2/3 - Arlington PHR",2020-07-17,"Raw",768.363636363636,283.159649854106,640.898462932869,597.413788195886,684.383137669852,410.840682006817,333.154625391006,488.526738622627
"2/3 - Arlington PHR",2020-07-18,"Raw",701.454545454545,408.670279283035,645.165191441154,601.411319422867,688.91906345944,414.888487074224,337.163508060239,492.613466088209
"2/3 - Arlington PHR",2020-07-19,"Raw",492.363636363636,445.852438516048,648.434308724461,604.481006935781,692.387610513141,418.9133576242,341.157045375573,496.669669872827
"2/3 - Arlington PHR",2020-07-20,"Raw",497.818181818182,290.954564401834,650.666046109131,606.589171338217,694.742920880046,422.914731016305,345.135774994452,500.693687038158
"2/3 - Arlington PHR",2020-07-21,"Raw",720.727272727273,338.307628178408,651.820634921504,607.701480090952,695.939789752056,426.892044610099,349.100106980229,504.68398223997
"2/3 - Arlington PHR",2020-07-22,"Raw",694.909090909091,245.185493955815,651.872053108506,607.79517776803,695.948928448982,430.844890983718,353.050214450251,508.639567517184
"2/3 - Arlington PHR",2020-07-23,"Raw",678.181818181818,203.293038766153,650.849265099412,606.895962193206,694.802568005618,434.773483589595,356.985753999098,512.561213180091
"2/3 - Arlington PHR",2020-07-24,"Raw",470.909090909091,217.048770320967,648.794981944084,605.041108302557,692.548855585611,438.67819109874,360.906146199735,516.450235997745
"2/3 - Arlington PHR",2020-07-25,"Raw",595.272727272727,106.794497707378,645.751914692386,602.267237888442,689.236591496329,442.559382182162,364.810685201318,520.308079163005
"2/3 - Arlington PHR",2020-07-26,"Raw",662.181818181818,303.293038766153,641.762774394178,598.610383653808,684.915165134548,446.417425510869,368.698558063067,524.136292958672
"2/3 - Arlington PHR",2020-07-27,"Raw",359.272727272727,821.217173822426,636.870272099324,594.106041522956,679.634502675692,450.252689755872,372.568863072663,527.936516439082
"2/3 - Arlington PHR",2020-07-28,"Raw",522.181818181818,366.02751146311,631.117118857685,588.789215524933,673.445022190437,454.06554358818,376.420627133824,531.710460042536
"2/3 - Arlington PHR",2020-07-29,"Raw",713.818181818182,281.825760733639,624.546025719125,582.694459282264,666.397592155986,457.8563556788,380.252822293634,535.459889063967
"2/3 - Arlington PHR",2020-07-30,"Raw",635.272727272727,399.374739474781,617.199703733505,575.855918047775,658.543489419235,461.625494698744,384.064381465286,539.186607932201
"2/3 - Arlington PHR",2020-07-31,"Raw",598.181818181818,254.189245518966,609.120863950688,568.307375274019,649.934352627357,465.373329319019,387.854213386477,542.89244525156
"2/3 - Arlington PHR",2020-08-01,"Raw",553.454545454545,98.9162150896207,600.352217420535,560.082307799167,640.622127041904,469.100228210634,391.621216838274,546.579239582994
"2/3 - Arlington PHR",2020-08-02,"Raw",350.181818181818,982.74280950396,590.936475192911,551.213953796475,630.658996589346,472.8065600446,395.364294134169,550.248825955031
"2/3 - Arlington PHR",2020-08-03,"Raw",176.727272727273,954.77282200917,580.916348317675,541.735397542182,620.097299093169,476.492693491925,399.082363874621,553.903023109229
"2/3 - Arlington PHR",2020-08-04,"Raw",418.545454545455,690.329303876615,570.334547844692,531.679674664997,608.989421024387,480.158997223618,402.774372949002,557.543621498233
"2/3 - Arlington PHR",2020-08-05,"Raw",814.545454545455,604.668611921634,559.233784823823,521.079900690471,597.387668957175,483.805839910688,406.439307754817,561.172372066558
"2/3 - Arlington PHR",2020-08-06,"Raw",361.818181818182,335.05627344727,547.656770304931,509.969424238218,585.344116371644,487.433590224144,410.076204593643,564.790975854645
"2/3 - Arlington PHR",2020-08-07,"Raw",419.272727272727,1675.69820758649,535.646215337877,498.382004075924,572.91042659983,491.042616834996,413.684159194766,568.401074475226
"2/3 - Arlington PHR",2020-08-08,"Raw",413.818181818182,1094.95623176323,523.244830972525,486.352006400222,560.137655544828,494.633288414253,417.262335311129,572.004241517377
"2/3 - Arlington PHR",2020-08-09,"Raw",461.090909090909,1956.19007919967,510.495328258736,473.91461539186,547.076041125612,498.205973632924,420.8099723282,575.601974937648
"2/3 - Arlington PHR",2020-08-10,"Raw",493.090909090909,1232.93038766153,497.440418246373,461.106046682109,533.774789810637,501.761041162017,424.326391824829,579.195690499206
"2/3 - Arlington PHR",2020-08-11,"Raw",730.545454545455,1085.28553563985,484.122811985299,447.963750465068,520.28187350553,505.298859672543,427.811003026099,582.786716318986
"2/3 - Arlington PHR",2020-08-12,"Raw",354.909090909091,448.061692371822,470.585220525374,434.526589293848,506.643851756901,508.819797835509,431.263307091627,586.376288579392
"2/3 - Arlington PHR",2020-08-13,"Raw",424.363636363636,2935.38974572739,456.870354916463,420.834975733226,492.9057340997,512.324224321926,434.682900188535,589.965548455318
"2/3 - Arlington PHR",2020-08-14,"Raw",480.363636363636,1298.08253438933,443.020926208427,406.930957349067,479.110895067787,515.812507802803,438.069475306275,593.555540299331
"2/3 - Arlington PHR",2020-08-15,"Raw",1036.36363636364,-94.7061275531471,429.079645451128,392.858240879781,465.301050022475,519.285016949148,441.422822780237,597.147211118059
