"PHR","Date","Data_Type","cases_percentdiff","tests_percentdiff","cases_percentdiff_spline","cases_percentdiff_spline_lower","cases_percentdiff_spline_upper","tests_percentdiff_spline","tests_percentdiff_spline_lower","tests_percentdiff_spline_upper"
"8 - San Antonio PHR",2020-05-01,"Raw",8.06451612903225,-98.1981981981982,-28.0470947116309,-203.834716791106,147.740527367844,58.5265095511879,-187.818260134597,304.871279236972
"8 - San Antonio PHR",2020-05-02,"Raw",95.1612903225807,-43.5435435435435,-33.3128129553047,-202.198993443642,135.573367533032,54.6230660496847,-182.547091619938,291.793223719307
"8 - San Antonio PHR",2020-05-03,"Raw",91.9354838709677,-99.5495495495496,-38.2403215166634,-200.559645918988,124.079002885661,50.8725509915065,-177.548326821852,279.293428804865
"8 - San Antonio PHR",2020-05-04,"Raw",-45.1612903225806,-14.8648648648649,-42.7957994274751,-198.911966536889,113.320367681939,47.2902572209867,-172.841564923147,267.422079365121
"8 - San Antonio PHR",2020-05-05,"Raw",-19.3548387096774,-100,-46.9454257195087,-197.251441570127,103.360590131109,43.8914775824569,-168.446431717396,256.22938688231
"8 - San Antonio PHR",2020-05-06,"Raw",-46.7741935483871,24.4744744744745,-50.6553794245323,-195.573103925653,94.2623450765885,40.6915049202506,-164.38186295671,245.764872797211
"8 - San Antonio PHR",2020-05-07,"Raw",70.9677419354839,98.7987987987988,-53.8918395743144,-193.87068579164,86.0870066430111,37.7056320786996,-160.665188160856,236.076452318255
"8 - San Antonio PHR",2020-05-08,"Raw",-12.9032258064516,255.255255255255,-56.6209852006237,-192.135571685484,78.8936012842367,34.9491519021366,-157.311017019609,227.209320823883
"8 - San Antonio PHR",2020-05-09,"Raw",-11.2903225806452,193.543543543544,-58.8089953352285,-190.3555810229,72.7375903524426,32.4373572348943,-154.329956302684,219.204670772473
"8 - San Antonio PHR",2020-05-10,"Raw",51.6129032258064,366.216216216216,-60.4220490098972,-188.513646442935,67.6695484231404,30.1855409213053,-151.727218076462,212.098299919073
"8 - San Antonio PHR",2020-05-11,"Raw",-80.6451612903226,769.519519519519,-61.4263252563984,-186.586494079621,63.7338435668244,28.208995805702,-149.501215696153,205.919207307557
"8 - San Antonio PHR",2020-05-12,"Raw",-12.9032258064516,372.072072072072,-61.7880031065007,-184.54346497342,60.9674587604182,26.5230147324169,-147.642274961587,200.688304426421
"8 - San Antonio PHR",2020-05-13,"Raw",-35.4838709677419,17.7177177177177,-61.4732615919721,-182.345630725711,59.3991075417664,25.1428905457827,-146.131604392598,196.417385484163
"8 - San Antonio PHR",2020-05-14,"Raw",1.61290322580645,361.111111111111,-60.4482797445816,-179.945341070209,59.0487815810455,24.0839160901317,-144.94066192817,193.108494108433
"8 - San Antonio PHR",2020-05-15,"Raw",32.258064516129,-3.45345345345346,-58.6792365960974,-177.28629320843,59.9278200162355,23.3613842097966,-144.031021151017,190.75378957061
"8 - San Antonio PHR",2020-05-16,"Raw",45.1612903225806,222.222222222222,-56.132311178288,-174.304140181448,62.0395178248717,22.99058774911,-143.354781709508,189.335957207728
"8 - San Antonio PHR",2020-05-17,"Raw",-62.9032258064516,321.021021021021,-52.773682522922,-170.927575530914,65.3802104850704,22.9868195524042,-142.855497380398,188.829136485206
"8 - San Antonio PHR",2020-05-18,"Raw",-74.1935483870968,203.153153153153,-48.5695296617675,-167.079764923215,69.9407055996798,23.3653724640122,-142.469527563602,189.200272491626
"8 - San Antonio PHR",2020-05-19,"Raw",58.0645161290322,424.774774774775,-43.4860316265936,-162.679958497618,75.7078952444304,24.141539328266,-142.127669562923,190.410748219455
"8 - San Antonio PHR",2020-05-20,"Raw",64.5161290322581,274.774774774775,-37.4893674491682,-157.645116100306,82.66638120197,25.3306129894984,-141.756909199391,192.418135178388
"8 - San Antonio PHR",2020-05-21,"Raw",4.83870967741935,200.600600600601,-30.5457161612598,-151.89140570077,90.7999733782504,26.947886292042,-141.282136695678,195.177909279762
"8 - San Antonio PHR",2020-05-22,"Raw",-4.83870967741935,119.219219219219,-22.6212567946372,-145.33548049879,100.092966909515,29.0086520802293,-140.627706253622,198.645010414081
"8 - San Antonio PHR",2020-05-23,"Raw",-51.6129032258064,-100,-13.6821683810688,-137.895488716859,110.531151954722,31.5282031983926,-139.718760326773,202.775166723559
"8 - San Antonio PHR",2020-05-24,"Raw",-48.3870967741936,266.216216216216,-3.69462995232297,-129.491811460761,122.102551556115,34.5218324908648,-138.48228258057,207.5259475623
"8 - San Antonio PHR",2020-05-25,"Raw",-61.2903225806452,278.378378378378,7.3751794598319,-120.047553159872,134.797912079535,38.0048328019784,-136.847879387958,212.857544991914
"8 - San Antonio PHR",2020-05-26,"Raw",-87.0967741935484,77.7777777777778,19.5610808236273,-109.488825407816,148.61098705507,41.9924969760657,-134.748314893743,218.733308845874
"8 - San Antonio PHR",2020-05-27,"Raw",-16.1290322580645,73.1231231231231,32.8968951072946,-97.744870792125,163.538661006714,46.5001178574592,-132.119839035617,225.120074750536
"8 - San Antonio PHR",2020-05-28,"Raw",6.4516129032258,246.546546546547,47.4164432790655,-84.7480718696802,179.580958427811,51.5429882904918,-128.902353336447,231.98832991743
"8 - San Antonio PHR",2020-05-29,"Raw",48.3870967741936,138.438438438438,63.1535463071714,-70.4338849974444,196.740977611787,57.1364011194958,-125.039458474874,239.312260713866
"8 - San Antonio PHR",2020-05-30,"Raw",24.1935483870968,112.312312312312,80.1420251598439,-54.7407317136601,215.024782033348,63.2956491888038,-120.478423199719,247.069721577326
"8 - San Antonio PHR",2020-05-31,"Raw",229.032258064516,-22.5225225225225,98.4157008053144,-37.6098733818311,234.44127499246,70.0360253427481,-115.170108140876,255.242158826373
"8 - San Antonio PHR",2020-06-01,"Raw",-83.8709677419355,-251.051051051051,118.008394211815,-18.9852887396479,255.002077163278,77.3728224256618,-109.068871899177,263.814516750501
"8 - San Antonio PHR",2020-06-02,"Raw",-53.2258064516129,373.423423423423,138.953926347576,1.18643078632005,276.721421908832,85.3213332818769,-102.132481310148,272.775147873902
"8 - San Antonio PHR",2020-06-03,"Raw",16.1290322580645,95.7957957957958,161.286118180831,22.9561565615321,299.616079800129,93.8968507557263,-94.3220433867846,282.115744898237
"8 - San Antonio PHR",2020-06-04,"Raw",67.741935483871,-1509.60960960961,185.038790679809,46.3722597286333,323.705321630984,103.114667691542,-85.6019732941083,291.831308677193
"8 - San Antonio PHR",2020-06-05,"Raw",46.7741935483871,89.6396396396396,210.245764812743,71.4806014178652,349.010928207621,112.990076933657,-75.9400107790394,301.920164646354
"8 - San Antonio PHR",2020-06-06,"Raw",348.387096774193,228.378378378378,236.940861547865,98.3244679198847,375.557255175844,123.538371326404,-65.3072966884634,312.384039341272
"8 - San Antonio PHR",2020-06-07,"Raw",154.838709677419,685.585585585586,265.135992590984,126.919099035708,403.35288614626,134.766734231223,-53.6908984537799,323.224366916226
"8 - San Antonio PHR",2020-06-08,"Raw",-66.1290322580645,179.87987987988,294.755432598225,157.175765650137,432.335099546314,146.649911077984,-41.130797836696,334.430619992664
"8 - San Antonio PHR",2020-06-09,"Raw",-30.6451612903226,241.891891891892,325.701546963294,188.978301546489,462.424792380098,159.154537813666,-27.682108738253,345.991184365584
"8 - San Antonio PHR",2020-06-10,"Raw",272.58064516129,-100,357.876701079892,222.208699224658,493.544702935126,172.247250385245,-13.4023342979109,357.896835068401
"8 - San Antonio PHR",2020-06-11,"Raw",162.903225806452,342.192192192192,391.183260341725,256.747274798935,525.619245884515,185.894684739701,1.64889124394404,370.140478235458
"8 - San Antonio PHR",2020-06-12,"Raw",248.387096774194,27.4774774774775,425.523590142496,292.472808328275,558.574371956717,200.063476824011,17.4100285538354,382.716925094187
"8 - San Antonio PHR",2020-06-13,"Raw",277.41935483871,52.1021021021021,460.800055875909,329.26267183987,592.337439911948,214.720262585154,33.8178418899367,395.62268328037
"8 - San Antonio PHR",2020-06-14,"Raw",327.41935483871,81.2312312312312,496.915022935668,366.992956986586,626.837088884749,229.831677970106,50.8076043718744,408.855751568337
"8 - San Antonio PHR",2020-06-15,"Raw",145.161290322581,58.7087087087087,533.770856715476,405.538614385183,662.003099045769,245.364358925846,68.3133132154281,422.415404636265
"8 - San Antonio PHR",2020-06-16,"Raw",-1.61290322580645,140.990990990991,571.269922609038,444.773617005197,697.766228212879,261.284941399353,86.2679279279292,436.301954870777
"8 - San Antonio PHR",2020-06-17,"Raw",782.258064516129,168.768768768769,609.314586010057,484.571160250662,734.058011769452,277.560061337604,104.60364395564,450.516478719568
"8 - San Antonio PHR",2020-06-18,"Raw",440.322580645161,184.234234234234,647.807212312238,524.803911255385,770.81051336909,294.156354687577,123.252213340846,465.060496034308
"8 - San Antonio PHR",2020-06-19,"Raw",1048.38709677419,364.264264264264,686.650166909283,565.344318974937,807.956014843629,311.04045739625,142.145322240559,479.935592551941
"8 - San Antonio PHR",2020-06-20,"Raw",817.741935483871,187.537537537538,725.745815194897,606.064994426715,845.426635963079,328.179005410601,161.215032332847,495.142978488355
"8 - San Antonio PHR",2020-06-21,"Raw",661.290322580645,156.756756756757,764.996522562784,646.839166435846,883.153878689723,345.538634677608,180.394288897262,510.682980457954
"8 - San Antonio PHR",2020-06-22,"Raw",769.354838709677,190.24024024024,804.304654406648,687.541212151063,921.068096662234,363.085981144249,199.617492551077,526.554469737422
"8 - San Antonio PHR",2020-06-23,"Raw",730.645161290323,605.105105105105,843.572576120192,728.047253360208,959.097898880176,380.787680757502,218.82112435259,542.754237162415
"8 - San Antonio PHR",2020-06-24,"Raw",819.354838709677,185.735735735736,882.702653097121,768.235799703105,997.169506491136,398.610369464346,237.944405702135,559.276333226557
"8 - San Antonio PHR",2020-06-25,"Raw",898.387096774194,-73.1231231231231,921.597250731137,807.988409318794,1035.20609214348,416.520683211757,256.929966052663,576.11140037085
"8 - San Antonio PHR",2020-06-26,"Raw",1145.16129032258,198.348348348348,960.158734415946,847.190327970987,1073.1271408609,434.485257946714,275.724484138909,593.246031754519
"8 - San Antonio PHR",2020-06-27,"Raw",1003.22580645161,258.258258258258,998.28946954525,885.731061371656,1110.84787771884,452.470729616195,294.279263714624,610.662195517765
"8 - San Antonio PHR",2020-06-28,"Raw",1264.51612903226,487.837837837838,1035.89182151275,923.504834300856,1148.27880872465,470.443734167178,312.550704026134,628.336764308221
"8 - San Antonio PHR",2020-06-29,"Raw",703.225806451613,528.378378378378,1072.86815571216,960.410895527539,1185.32541589679,488.370907546641,330.500629342679,646.241185750602
"8 - San Antonio PHR",2020-06-30,"Raw",1220.96774193548,466.366366366366,1109.12083753718,996.353639503935,1221.88803557042,506.218885701561,348.096450874398,664.341320528725
"8 - San Antonio PHR",2020-07-01,"Raw",2816.12903225806,327.327327327327,1144.5522323815,1031.24253280409,1257.86193195892,523.954304578918,365.311147395895,682.597461761941
"8 - San Antonio PHR",2020-07-02,"Raw",1117.74193548387,464.114114114114,1179.06470563884,1064.99185244848,1293.13755882921,541.543800125688,382.123066015046,700.96453423633
"8 - San Antonio PHR",2020-07-03,"Raw",795.161290322581,624.624624624625,1212.56062270291,1097.52026114217,1327.60098426364,558.954008288851,398.515559429929,719.392457147772
"8 - San Antonio PHR",2020-07-04,"Raw",3325.8064516129,671.921921921922,1244.94234896739,1128.7502579509,1361.13443998388,576.151565015383,414.476488399637,737.826641631129
"8 - San Antonio PHR",2020-07-05,"Raw",470.967741935484,481.681681681682,1276.112249826,1158.60755012045,1393.61694953155,593.103106252263,429.997626311714,756.208586192811
"8 - San Antonio PHR",2020-07-06,"Raw",253.225806451613,648.498498498499,1305.97269067244,1187.02039223688,1424.924989108,609.775267946468,445.074005896417,774.47652999652
"8 - San Antonio PHR",2020-07-07,"Raw",1230.64516129032,481.681681681682,1334.42603690041,1213.91893376368,1454.93314003714,626.134686044977,459.703246547689,792.566125542266
"8 - San Antonio PHR",2020-07-08,"Raw",1558.06451612903,375.675675675676,1361.37465390363,1239.2346070912,1483.51470071605,642.147996494769,473.884895373961,810.411097615576
"8 - San Antonio PHR",2020-07-09,"Raw",2019.35483870968,1845.7957957958,1386.72090707578,1262.89957773575,1510.54223641581,657.781835242819,487.619807441251,827.943863044388
"8 - San Antonio PHR",2020-07-10,"Raw",2467.74193548387,818.018018018018,1410.36716181058,1284.84626806999,1535.88805555118,673.002838236108,500.90958213944,845.096094332775
"8 - San Antonio PHR",2020-07-11,"Raw",2027.41935483871,458.708708708709,1432.21578350173,1305.00695719503,1559.42460980843,687.777641421612,513.756064397896,861.799218445327
"8 - San Antonio PHR",2020-07-12,"Raw",1330.64516129032,946.396396396396,1452.16913754294,1323.31345287797,1581.02482220791,702.07288074631,526.160912397324,877.984849095296
"8 - San Antonio PHR",2020-07-13,"Raw",759.677419354839,488.738738738739,1470.1295893279,1339.69682694215,1600.56235171365,715.855192157179,538.125227855782,893.585156458576
"8 - San Antonio PHR",2020-07-14,"Raw",1001.61290322581,728.528528528529,1485.99950425032,1354.08720283243,1617.91180566821,729.091211601198,549.649240951418,908.533182250979
"8 - San Antonio PHR",2020-07-15,"Raw",2583.87096774194,484.084084084084,1499.68124770391,1366.41358283179,1632.94891257604,741.747575025345,560.732039293085,922.763110757605
"8 - San Antonio PHR",2020-07-16,"Raw",1072.58064516129,113.063063063063,1511.07718508237,1376.60370209226,1645.55066807248,753.790918376597,571.371328747082,936.210508006113
"8 - San Antonio PHR",2020-07-17,"Raw",1806.45161290323,613.513513513514,1520.0896817794,1384.58389681695,1655.59546674184,765.187877601933,581.563213015522,948.812542188345
"8 - San Antonio PHR",2020-07-18,"Raw",2416.12903225806,695.045045045045,1526.62110318871,1390.27897422089,1662.96323215653,775.905088648331,591.301978291789,960.508199004873
"8 - San Antonio PHR",2020-07-19,"Raw",1617.74193548387,829.129129129129,1530.57381470399,1393.61207201586,1667.53555739213,785.909187462767,600.579868779561,971.238506145974
"8 - San Antonio PHR",2020-07-20,"Raw",3117.74193548387,497.147147147147,1531.85018171897,1394.50449487765,1669.19586856029,795.166809992222,609.386838084381,980.946781900063
"8 - San Antonio PHR",2020-07-21,"Raw",1824.1935483871,616.216216216216,1530.35256962733,1392.87551446952,1667.82962478513,803.644592183672,617.71026023584,989.578924131504
"8 - San Antonio PHR",2020-07-22,"Raw",2417.74193548387,365.315315315315,1526.01761132148,1388.67192167835,1663.36330096461,811.318982049453,625.538985095329,997.098979003576
"8 - San Antonio PHR",2020-07-23,"Raw",2041.93548387097,307.957957957958,1518.91900968863,1381.95726150438,1655.88075787289,818.20567586333,632.876309424094,1003.53504230257
"8 - San Antonio PHR",2020-07-24,"Raw",1987.09677419355,473.273273273273,1509.16473511469,1372.82259816667,1645.50687206272,824.330181964426,639.727005690834,1008.93335823802
"8 - San Antonio PHR",2020-07-25,"Raw",980.645161290323,304.504504504504,1496.86275798557,1361.35696286729,1632.36855310385,829.718008691864,646.093266658124,1013.3427507256
"8 - San Antonio PHR",2020-07-26,"Raw",712.903225806452,778.228228228228,1482.12104868716,1347.64755376809,1616.59454360624,834.394664384767,651.974994360345,1016.81433440919
"8 - San Antonio PHR",2020-07-27,"Raw",264.516129032258,554.654654654655,1465.04757760539,1331.77989952365,1598.31525568714,838.385657382257,657.370048705449,1019.40126605907
"8 - San Antonio PHR",2020-07-28,"Raw",1483.87096774194,200.45045045045,1445.75031512616,1313.83799979599,1577.66263045632,841.716496023458,662.274471942102,1021.15852010481
"8 - San Antonio PHR",2020-07-29,"Raw",2162.90322580645,154.504504504504,1424.33723163537,1293.90445529311,1554.77000797762,844.412688647492,666.682703982922,1022.14267331206
"8 - San Antonio PHR",2020-07-30,"Raw",2248.38709677419,547.597597597598,1400.91629751893,1272.06059958586,1529.77199545201,846.499743593481,670.587802797102,1022.41168438986
"8 - San Antonio PHR",2020-07-31,"Raw",2169.35483870968,523.423423423423,1375.59548316275,1248.38664507534,1502.80432125017,848.00316920055,673.981683547048,1022.02465485405
"8 - San Antonio PHR",2020-08-01,"Raw",808.064516129032,2174.32432432432,1348.48275895275,1222.9618557743,1474.00366213119,848.948473807819,676.855389574012,1021.04155804163
"8 - San Antonio PHR",2020-08-02,"Raw",337.096774193548,1237.23723723724,1319.68609527481,1195.86475973933,1443.5074308103,849.361165754414,679.199407425673,1019.52292408315
"8 - San Antonio PHR",2020-08-03,"Raw",669.354838709677,1390.24024024024,1289.31346251486,1167.17341367757,1411.45351135215,849.266753379455,681.004036516556,1017.52947024235
"8 - San Antonio PHR",2020-08-04,"Raw",772.58064516129,482.732732732733,1257.4728310588,1136.96573100596,1377.97993111165,848.690745022066,682.259821361873,1015.12166868226
"8 - San Antonio PHR",2020-08-05,"Raw",487.096774193548,1269.51951951952,1224.27217129254,1105.31988197555,1343.22446060954,847.65864902137,682.958050311168,1012.35924773157
"8 - San Antonio PHR",2020-08-06,"Raw",1485.48387096774,670.42042042042,1189.81945360199,1072.31476993793,1307.32413726605,846.19597371649,683.091319140289,1009.30062829269
"8 - San Antonio PHR",2020-08-07,"Raw",869.354838709677,3046.84684684685,1154.22264837305,1038.03058114321,1270.41471560288,844.328227446548,682.654150781707,1006.00230411139
"8 - San Antonio PHR",2020-08-08,"Raw",770.967741935484,3061.11111111111,1117.58972599163,1002.54939668867,1232.63005529458,842.080918550667,681.643654268624,1002.51818283271
"8 - San Antonio PHR",2020-08-09,"Raw",146.774193548387,1965.91591591592,1080.02865684363,965.955844981062,1194.1014687062,839.47955536797,680.060197435946,998.898913299993
"8 - San Antonio PHR",2020-08-10,"Raw",303.225806451613,2948.7987987988,1041.64741131498,928.337762577567,1154.95706005239,836.549646237579,677.908060258693,995.191232216465
"8 - San Antonio PHR",2020-08-11,"Raw",472.58064516129,1588.13813813814,1002.55395979157,889.786822369637,1115.3210972135,833.316699498619,675.196030368689,991.437368628548
"8 - San Antonio PHR",2020-08-12,"Raw",490.322580645161,644.444444444444,962.856272659305,850.399082912118,1075.31346240649,829.80622349021,671.937900696348,987.674546284072
"8 - San Antonio PHR",2020-08-13,"Raw",1066.12903225806,2078.22822822823,922.662320304103,810.275413192069,1035.04922741614,826.043726551477,668.152832348031,983.934620754923
"8 - San Antonio PHR",2020-08-14,"Raw",1040.32258064516,1296.0960960961,882.080073111868,769.521754312323,994.638391911413,822.054717021542,663.865553983144,980.243880059939
"8 - San Antonio PHR",2020-08-15,"Raw",435.483870967742,-98.6486486486486,841.217501468507,728.249193061565,954.18580987545,817.864703239527,659.106381336188,976.623025142866
"8 - San Antonio PHR",2020-08-16,"Raw",217.741935483871,855.705705705706,800.182575759928,686.573840228173,913.791311291682,813.499193544556,653.911055432148,973.087331656965
"8 - San Antonio PHR",2020-08-17,"Raw",-16.1290322580645,877.927927927928,759.083266372038,644.616525686458,873.550007057618,808.983696275752,648.320413167164,969.646979384339
"8 - San Antonio PHR",2020-08-18,"Raw",293.548387096774,319.51951951952,718.027543690744,602.502339282163,833.552748099325,804.343719772237,642.379916916882,966.307522627592
"8 - San Antonio PHR",2020-08-19,"Raw",511.290322580645,239.48948948949,677.123378101955,560.360058512192,793.886697691719,799.604772373133,636.139078849246,963.070465897021
"8 - San Antonio PHR",2020-08-20,"Raw",185.483870967742,1483.03303303303,636.478739991579,518.321509400476,754.635970582681,794.792362417565,629.650819714802,959.933905120328
"8 - San Antonio PHR",2020-08-21,"Raw",546.774193548387,728.828828828829,596.201599745521,476.520905850331,715.882293640712,789.931998244654,622.97080112944,956.893195359868
"8 - San Antonio PHR",2020-08-22,"Raw",1000,1224.62462462462,556.399927749691,435.094206429876,677.705649069507,785.049188193524,616.156765647087,953.941610739961
"8 - San Antonio PHR",2020-08-23,"Raw",591.935483870968,-20.4204204204204,517.181694389996,394.178518053985,640.184870726006,780.169440603296,609.267911617767,951.070969588826
"8 - San Antonio PHR",2020-08-24,"Raw",37.0967741935484,152.552552552553,478.654870052343,353.9115654655,603.398174639186,775.318263813095,602.364321407476,948.272206218714
"8 - San Antonio PHR",2020-08-25,"Raw",385.483870967742,500.750750750751,440.92742512264,314.431235486422,567.423614758857,770.521166162043,595.506453274727,945.535879049359
"8 - San Antonio PHR",2020-08-26,"Raw",303.225806451613,1000,404.107329986794,275.875196775263,532.339463198325,765.803655989262,588.754699926936,942.852612051588
"8 - San Antonio PHR",2020-08-27,"Raw",393.548387096774,719.069069069069,368.302555030714,238.380589732954,498.224520328473,761.191241633876,582.169010973785,940.213472293967
"8 - San Antonio PHR",2020-08-28,"Raw",272.58064516129,864.264264264264,333.621070640306,202.083777206095,465.158364074517,756.709431435007,575.808572254009,937.610290616004
"8 - San Antonio PHR",2020-08-29,"Raw",493.548387096774,103.603603603604,300.170847201478,167.120144404431,433.221549998525,752.383733731778,569.731532185442,935.035935278113
"8 - San Antonio PHR",2020-08-30,"Raw",201.612903225806,357.207207207207,268.059855100139,133.623935511876,402.495774688401,748.239656863311,563.994763581826,932.484550144796
"8 - San Antonio PHR",2020-08-31,"Raw",87.0967741935484,201.951951951952,237.396064722194,101.72811434891,373.064015095478,744.302709168731,558.653648446264,929.951769891197
"8 - San Antonio PHR",2020-09-01,"Raw",240.322580645161,91.2912912912913,208.287446453553,71.5642367165268,345.010656190579,740.598398987158,553.761872746868,927.434925227449
"8 - San Antonio PHR",2020-09-02,"Raw",338.709677419355,213.963963963964,180.841970680122,43.2623223748201,318.421618985424,737.152234657718,549.371217796606,924.933251518829
"8 - San Antonio PHR",2020-09-03,"Raw",340.322580645161,399.54954954955,155.16760778781,16.950714715767,293.384500859852,733.989724519531,545.531334331761,922.4481147073
"8 - San Antonio PHR",2020-09-04,"Raw",267.741935483871,799.399399399399,131.372328162523,-7.24408413054718,269.988740455592,731.136376911721,542.289484486007,919.983269337435
"8 - San Antonio PHR",2020-09-05,"Raw",27.4193548387097,162.012012012012,109.538747667877,-29.2264543601291,248.303949695884,728.612209261818,539.680417783824,917.544000739812
"8 - San Antonio PHR",2020-09-06,"Raw",69.3548387096774,-7.35735735735735,89.6480640783223,-49.0185260628531,228.314654219498,726.415275350981,537.69644523146,915.134105470503
"8 - San Antonio PHR",2020-09-07,"Raw",235.483870967742,530.480480480481,71.6561206460147,-66.6739210453889,209.986162337418,724.538138048778,536.316570689488,912.759705408067
"8 - San Antonio PHR",2020-09-08,"Raw",-20.9677419354839,-27.4774774774775,55.5187606231115,-82.2488359265768,193.2863571728,722.973360224774,535.516397672437,910.430322777111
"8 - San Antonio PHR",2020-09-09,"Raw",564.516129032258,791.591591591592,41.19182726177,-95.8019773054844,178.185631829024,721.713504748536,535.268205972845,908.158803524227
"8 - San Antonio PHR",2020-09-10,"Raw",193.548387096774,79.2792792792793,28.6311638141468,-107.394551966702,164.656879594995,720.751134489632,535.540968199599,905.961300779664
"8 - San Antonio PHR",2020-09-11,"Raw",208.064516129032,1276.72672672673,17.7926135323992,-117.090303860146,152.675530924944,720.078812317627,536.300317858225,903.857306777029
"8 - San Antonio PHR",2020-09-12,"Raw",283.870967741935,3479.57957957958,8.63201966868409,-124.955589576579,142.219628913947,719.689101102088,537.50848138888,901.869720815297
"8 - San Antonio PHR",2020-09-13,"Raw",77.4193548387097,-1959.75975975976,1.10522547515869,-131.05948302783,133.269933978148,719.574563712583,539.124188503445,900.024938921721
"8 - San Antonio PHR",2020-09-14,"Raw",64.5161290322581,155.105105105105,-4.83192579602015,-135.473897893618,125.810046301577,719.727763018678,541.102578311106,898.352947726249
"8 - San Antonio PHR",2020-09-15,"Raw",193.548387096774,464.564564564565,-9.22359089269504,-138.273712974891,119.826531189501,720.141261889938,543.39512310662,896.887400673257
"8 - San Antonio PHR",2020-09-16,"Raw",148.387096774194,534.834834834835,-12.1139265627093,-139.536880812598,115.30902768718,720.807623195932,545.949597177725,895.66564921414
"8 - San Antonio PHR",2020-09-17,"Raw",208.064516129032,897.297297297297,-13.547089553906,-139.344493860912,112.2503147531,721.719409806226,548.71012415409,894.728695458361
"8 - San Antonio PHR",2020-09-18,"Raw",416.129032258065,1390.69069069069,-13.5672366141278,-137.780775521377,110.646302293121,722.869184590386,551.61734243113,894.121026749642
"8 - San Antonio PHR",2020-09-19,"Raw",216.129032258065,333.933933933934,-12.2185244912177,-134.932956330279,110.495907347844,724.249510417979,554.608732646723,893.890288189236
"8 - San Antonio PHR",2020-09-20,"Raw",150,392.492492492492,-9.54510993301864,-130.890990144143,111.800770278106,725.852950158572,557.61915200745,894.086748309694
"8 - San Antonio PHR",2020-09-21,"Raw",69.3548387096774,624.174174174174,-5.5911496873737,-125.747063735781,114.564764361034,727.672066681732,560.581614855876,894.762518507587
"8 - San Antonio PHR",2020-09-22,"Raw",180.645161290323,1112.01201201201,-0.400800502125904,-119.594858980153,118.793257975901,729.699422857024,563.428344549219,895.970501164829
"8 - San Antonio PHR",2020-09-23,"Raw",472.58064516129,2511.11111111111,5.98178087488191,-112.528543116323,124.492104866086,731.927581554016,566.092096577329,897.763066530704
"8 - San Antonio PHR",2020-09-24,"Raw",156.451612903226,477.777777777778,13.5124376958068,-104.641491698118,131.666367089731,734.349105642275,568.50771703813,900.19049424642
"8 - San Antonio PHR",2020-09-25,"Raw",398.387096774193,290.990990990991,22.1470132128057,-96.02479023129,140.318816656901,736.956557991367,570.613857632926,903.299258349809
"8 - San Antonio PHR",2020-09-26,"Raw",291.935483870968,142.642642642643,31.8413506780358,-86.765608979737,150.448310335809,739.742501470859,572.354725772781,907.130277168937
"8 - San Antonio PHR",2020-09-27,"Raw",43.5483870967742,2333.78378378378,42.5512933436539,-76.9455906350715,162.048177322379,742.699498950317,573.681716872816,911.717281027819
"8 - San Antonio PHR",2020-09-28,"Raw",-6.45161290322581,316.816816816817,54.2326844618172,-66.6394186809961,175.104787604631,745.820113299309,574.554766446583,917.085460152035
"8 - San Antonio PHR",2020-09-29,"Raw",190.322580645161,762.462462462462,66.8413672846828,-55.9137326899789,189.596467259345,749.0969073874,574.943279317835,923.250535456966
"8 - San Antonio PHR",2020-09-30,"Raw",643.548387096774,169.219219219219,80.3331850644077,-44.8265198830418,205.492890011857,752.522444084158,574.826541600051,930.218346568265
"8 - San Antonio PHR",2020-10-01,"Raw",250,759.75975975976,94.6639810531488,-33.4270457098884,222.755007816186,756.089286259149,574.193588671439,937.984983846859
"8 - San Antonio PHR",2020-10-02,"Raw",133.870967741935,1867.56756756757,109.789598503063,-21.7563061902778,241.335503196404,759.78999678194,573.042573578601,946.537419985279
"8 - San Antonio PHR",2020-10-03,"Raw",96.7741935483871,800.3003003003,125.665880666308,-9.84791218204377,261.17967351466,763.617138522097,571.379738764276,955.854538279918
"8 - San Antonio PHR",2020-10-04,"Raw",96.7741935483871,552.852852852853,142.24867079504,2.27073208915647,282.226609500924,767.563274349188,569.218128289603,965.908420408773
"8 - San Antonio PHR",2020-10-05,"Raw",87.0967741935484,781.831831831832,159.493812141417,14.5771093376519,304.410514945182,771.620967132778,566.576184459478,976.665749806079
"8 - San Antonio PHR",2020-10-06,"Raw",180.645161290323,209.60960960961,177.357147957595,27.0522675570603,327.66202835813,775.782779742436,563.476356267598,988.089203217273
"8 - San Antonio PHR",2020-10-07,"Raw",333.870967741935,701.201201201201,195.794521495732,39.6796025858179,351.909440405646,780.041275047726,559.94381620809,1000.13873388736
"8 - San Antonio PHR",2020-10-08,"Raw",254.838709677419,388.138138138138,214.761776007984,52.4438111392678,377.0797408767,784.389015918216,556.005346352384,1012.77268548405
"8 - San Antonio PHR",2020-10-09,"Raw",175.806451612903,1165.01501501502,234.214754746509,65.3300434338716,403.099466059146,788.818565223473,551.688421702683,1025.94870874426
"8 - San Antonio PHR",2020-10-10,"Raw",162.903225806452,610.660660660661,254.109300963463,78.3232558430398,429.895346083886,793.322485833063,547.020493034214,1039.62447863191
"8 - San Antonio PHR",2020-10-11,"Raw",-88.7096774193548,698.198198198198,274.401257911004,91.4077453859998,457.394770436009,797.893340616553,542.028454069436,1053.75822716367
